@English@|@Georgian@
@overrun@|@გადაღვრა@
@overrunning@|@იღვრება@
@overruns@|@იღვრება@
@overs@|@დანამატები@
@oversaw@|@ზედამხედველობდა@
@oversea@|@ზღვის იქიდან, ზღვისიქითური@
@oversee@|@ზედამხედველობა@
@overseeing@|@ზედამხედველობს@
@overseer@|@ზედამხედველი@
@overseers@|@ზედამხედველები@
@oversees@|@ზედამხედველობს@
@oversensitive@|@ზედმეტად მგრძნობიარე@
@overserious@|@ზედმეტად სერიოზული@
@oversew@|@კიდის გადაკერვა@
@oversewed@|@კიდე გადაკერა@
@oversewing@|@კიდეს გადაკერავს@
@oversewn@|@კიდეგადაკერილი, კიდეგადაკერილი@
@oversews@|@კიდეს გადაკერავს@
@overshadow@|@დაბნელება@
@overshadowed@|@დააბნელა, დაბნელებული@
@overshoe@|@კალოში@
@overshoes@|@კალოშები@
@overshoot@|@აცდენა@
@overshooting@|@აცდენს@
@overshot@|@ააცდინა, აცდენილი, აცდენილი@
@overside@|@ბორტიდან დატვირთვა@
@oversights@|@უყურადღებობები@
@oversimplified@|@გაამარტივა, გამარტივებული@
@oversimplifies@|@ამარტივებს@
@oversimplify@|@გამარტივება@
@oversimplifying@|@ამარტივებს@
@oversize@|@ზომაზე დიდი@
@overskirt@|@ზედაწელი@
@overskirts@|@ზედაწელები@
@oversleep@|@დიდხანს ძილი@
@oversleeping@|@დიდხანს ძინავს@
@oversleeps@|@დიდხანს ძინავს@
@overslept@|@დიდხანს ეძინა, დიდხანს მძინარე@
@overspend@|@ზედმეტი ხარჯვა@
@overspending@|@ზედმეტად იხარჯება@
@overspends@|@ზედმეტად იხარჯება@
@overspent@|@ზედმეტად დაიხარჯა, ზედმეტად დახარჯული@
@overspill@|@გადაღვრა@
@overspills@|@გადაღვრის@
@overstate@|@გაზვიადება@
@overstated@|@გააზვიადა, გაზვიადებული@
@overstatement@|@გაზვიადება@
@overstatements@|@გაზვიადებანი@
@overstates@|@აზვიადებს@
@overstating@|@აზვიადებს@
@overstay@|@დაყოვნება@
@overstayed@|@დააყოვნა, დაყოვნებული@
@overstep@|@გადაბიჯება@
@overstepped@|@გადააბიჯა, გადაბიჯებული@
@overstepping@|@აბიჯებს@
@oversteps@|@აბიჯებს@
@overstock@|@ზედმეტის მომარაგება@
@overstocked@|@ზედმეტი მოიმარაგა@
@overstocking@|@ზედმეტს იმარაგებს@
@overstocks@|@ზედმეტს იმარაგებს@
@overstrain@|@ზედმეტი დაძაბვა, ზედმეტი დაძაბულობა@
@overstrained@|@ზედმეტად დაიძაბა, ზედმეტად დაძაბული@
@overstraining@|@ზედმეტად იძაბება@
@overstrung@|@ძლიერ დაძაბული@
@oversuspicious@|@ზედმეტად ეჭვიანი@
@overt@|@ღია@
@overtake@|@დაწევა@
@overtaken@|@დაწეული@
@overtakes@|@ეწევა@
@overtaking@|@ეწევა@
@overtax@|@ზედმეტი გადასახადებით შეწუხება@
@overtaxed@|@ზედმეტი გადასახადებით შეაწუხა, ზედმეტი გადასახადებით შეწუხებული@
@overtaxes@|@ზედმეტი გადასახადებით აწუხებს@
@overtaxing@|@ზედმეტი გადასახადებით აწუხებს@
@overthrow@|@დასცა, დაცემული@
@overthrowing@|@დასცემს@
@overthrown@|@დაცემული@
@overthrows@|@დასცემს@
@overtime@|@ზეგანაკვეთურად, ზედმეტი საათები@
@overtly@|@ღიად@
@overtolerance@|@ზედმეტი შემწყნარებლობა@
@overtone@|@ობერტონი@
@overtones@|@ობერტონები@
@overtook@|@დაეწია@
@overtop@|@გადამეტება@
@overtopped@|@გადაამეტა, გადამეტებული@
@overtopping@|@ამეტებს@
@overtops@|@ამეტებს@
@overtrump@|@უფროსი კოზირით გადაფარვა@
@overtrumped@|@უფროსი კოზირით გადაფარა, უფროსი კოზირით გადაფარული@
@overtrumping@|@უფროსი კოზირით ფარავს@
@overtrumps@|@უფროსი კოზირით ფარავს@
@overture@|@მოლაპარაკების დასაწყისი@
@overtures@|@მოლაპარაკების დასაწყისები@
@overturn@|@ჩამოგდება, დამხობა@
@overturned@|@ჩამოაგდო, დაამხო, ჩამოგდებული, დამხობილი@
@overturning@|@აგდებს, ამხობს@
@overturns@|@აგდებს, ამხობს@
@overvalue@|@გადამეტფასება@
@overvalued@|@გადაამეტფასა, გადამეტფასებული@
@overvalues@|@ამეტფასებს@
@overweening@|@მედიდური@
@overweight@|@ჭარბი წონა, ჭარბწონიანი@
@overwhelm@|@წალეკვა@
@overwhelmed@|@წალეკა, წალეკილი@
