@Haitian creole@|@English@
@epòk nou an@|@of our era@
@epoutan@|@and yet@
@eprèv la@|@trials and tribulations, hardship, printing proofs@
@er kondisyone@|@air conditioning@
@eran@|@vagabond@
@ere@|@happy@
@erè@|@mistake, lapse, error@
@erente@|@frazzle@
@eritaj@|@inheritance@
@eritye@|@inherit@
@esans@|@extract@
@esans vani@|@vanilla extract@
@esè@|@attempt@
@esetera@|@etc., et cetera, and so on, and so forth@
@eseye@|@try@
@eskalye@|@stair@
@eske w ka ban m tò mezanmi@|@can you blame me@
@eskize@|@apologize@
@eskli@|@exclude@
@eskòte@|@escort@
@espas@|@space@
@esperans la@|@expectation, hope, hope of, expectancy@
@espere (v)@|@hope@
@espere se pa pale met la@|@hope it is not all talk and no action@
@espesaylman@|@especially@
@espesyal@|@special, particular, especial@
@esplike@|@to explain@
@esprè@|@deliberate@
@esprè@|@on purpose@
@espresyon@|@utterance@
@espri@|@god@
@espwa a@|@hope, trust@
@espyonaj@|@espionage@
@estanda@|@standard@
@estansyon@|@extention@
@estati@|@status@
@estatistik@|@statistic@
@estim@|@esteem@
@estime@|@estimate, appraise@
@estipid@|@stupid@
@estraòdinè@|@uncommon, unusual, extraordinary@
@estrateji@|@strategy@
@estrawòdinè@|@extraordinary, uncommon, unusual@
@estrilti@|@structure@
@estròdinè@|@unusual, extraordinary@
@estropye@|@to cripple, maim, mutilate@
@estwòdè a@|@show off, pompous ass@
@estyèm@|@kerchoo@
@eta@|@government authority, official of the state@
@eta a@|@state, condition@
@eta sivil@|@bureau of vital statistics@
@etabli@|@to settle down, establish, cohabit@
@etaj@|@floor, story@
@etajè@|@rack, shelf@
@etajè a@|@shelf@
@etalaj@|@array@
@etale@|@to spread, to display, to knock down@
@etalon an@|@stallion@
@etan@|@while, at the time when, as@
@etan 2@|@pond, lake, pool@
@etan done@|@given (that)@
@etanda@|@stand@
@etanda a@|@standard, banner@
@etandone@|@given that@
@etandòt@|@and so many others@
@etann@|@to expand, lay, to extend, to stretch out@
@etanp la@|@branding iron, stamp@
@etap@|@stage@
@Etazini@|@United States@
@etc@|@etc., et cetera, and so on, and so forth@
@etchyèm@|@kerchoo@
@ete@|@summer@
@eten an@|@tin@
@etènel@|@eternal@
@etenn@|@to put out, to turn off, switch off, quench@
@etènye@|@sneeze@
@eti@|@yes or please in answer to a call@
@etid la@|@study, education@
@etidyan an@|@student@
@etidye@|@to study, to examine, to consider@
@etikèt la@|@sticker, label, ticket@
@etòf la@|@cloth, stuff@
@ètograf@|@spelling@
@etonan@|@amazing@
@etone@|@to be amazed, surprised, astonished@
@etone 2@|@to astonish, wonder@
@etoudisman an@|@dizziness, vertigo@
@etranj@|@unknown, foreign, strange@
@etranje@|@foreign, imported@
@etranje a@|@foreigner, guest, stranger, alien@
@etriye a@|@stirrup@
@etsetera@|@et cetera, etc, and so on, and so forth@
@etwa@|@narrow, tight, strait@
@etwal@|@star@
@etwat@|@narrow, tight, strait@
@etwèt@|@narrow, tight, Strait@
@evade@|@evade@
@evakue@|@to evacuate@
@evakwe@|@to evacuate@
@evalue@|@appraise@
@evalyasyon@|@evaluation@
@evanjil@|@gospel@
@evantay la@|@hand held fan@
@evapore@|@excited, easily moved, to evaporate@
@evedan@|@obvious@
@evèk la@|@bishop@
@evenman@|@event@
@evenman an@|@a rare event, happening, calamity, terrible thing@
@evènman an@|@a rare event, happening, calamity, terrible@
@eveye@|@alert@
@evidan@|@evident@
@evite@|@to avoid, prevent, avert, spare@
@evolisyon@|@evolution@
@evolue@|@to develop, to evolve@
@evolye@|@to develop, to evolve@
@Ewèp de Lès@|@Eastern Europe@
@Ewèp Oksidantal@|@Western Europe@
@eyè a@|@carnation@
@ezeman@|@easily@
@ezitan@|@chary@
@ezitasyon an@|@hesitation, hesitancy@
@ezite@|@hesitate@
@fab@|@fable@
@fabrike@|@do, manufacture@
@fache@|@mad, upset, angry, mean@
@faktè@|@postman@
@falèz@|@cliff@
@familye@|@colloquial@
@famin@|@dearth, famine@
@fanatik@|@bigot, fond, fan of a celebrity@
@fanm@|@female, woman, wife@
@fanm nan gro vant@|@the woman is pregnant@
@fanmi@|@parent, family, relative@
@fann@|@to split, cleave, crack, burst, break, divide@
@fant@|@cavity, crack, gap@
@fantom@|@ghost@
@farin@|@flour@
@farinen@|@misty rain, drizzle@
@fas@|@face, deal with, farce, joke, cope@
@fas a fas@|@face to face@
@fas pou fas@|@face to face@
@fasil@|@facile, easy, easily, easier, easy going@
@fasine@|@fascinate@
@fason@|@approach, manner, way, means@
@fatig@|@weariness, fatigue@
@fatigan@|@tedious@
@fatige@|@tired, tire@
@fatra@|@rubbish, refuse, trash, mess@
@favè@|@favor@
@favorab@|@auspicious@
@favorize@|@condone@
@fay@|@light weight, weak, thin, miss, fail@
@fayit@|@doom@
@fè@|@to do, make, perform, produce, provide, achieve@
@fè 2@|@to manufacture, take in, read, learn, give birth@
@fè 3@|@to have sex, stay, spend, iron (metal), iron@
@fè a@|@fact, iron, ridge, energy, urge, drive, pep, fire@
@fè abi@|@to abuse, to take advantage of@
@fè akò ak@|@to contract with@
@fè aksidan@|@to crash, to have an accident@
@fè ankèt@|@to investigate, to inquire@
@fè antre@|@to show in, to let in@
@fè apèl (legal)@|@appeal, to note an appeal, make the rollcall@
@fè atansyon@|@heed@
@fè bab@|@shave@
@fè bèbèl ak@|@to be very kind to, go out of your way to please@
@fè bèl@|@to be pregnant, wonderful, favorite, sweet@
@fè bèl bagay@|@great things@
@fè bèt@|@to be plentiful, to abound@
@fè bouch yon moun@|@to coach someone, tell someone what to say@
@fè chèlbè@|@to show off, to strut@
@fè dappiyanp@|@to grab everything, to seize@
@fè demann@|@inquire@
@fè djòlè@|@brag, bawl@
@fè egzèsis@|@exert, drill@
@fè fache@|@anger@
@fè fas@|@fool around with, make fun of, joke with@
@fè fas 2@|@deal, dealing, face, facing@
@fè fèt@|@celebrate, to feast@
@fè flay@|@to miss, to fail@
@fè flè@|@to flirt@
@fè fon@|@to sink, to go under@
@fè fou@|@to drive someone crazy@
@fè fouy@|@to dig, to excavate@
@fè frekan ak@|@to get fresh with, get too familiar, nervy@
@fe gam@|@to boast@
@fè jès@|@to make movements, gestures@
@fè jouda@|@peep@
@fè jwenn@|@procure@
@fè konesans@|@meet@
@fè konfyans@|@trust@
@fè konnen@|@makes known, know, shows, says, teaches us@
@fè konnen 2@|@indicates, made known, reveaed, showed, affirms@
@fè konnen 3@|@mentions, confesses, relates, explains@
@fè konpliman@|@congratulate@
@fè kous@|@race@
@fè kout san@|@to have a stroke from an angry outburst@
@fè ladesant@|@to stay somewhere during a trip@
@fè lajan@|@earn@
@fè lanmou@|@to make love@
@fe lapenn@|@to hurt, to cause sorrow, grief, distress@
@fè lasisiy@|@lure, entice@
@fè lekti@|@read@
@fè mal@|@to hurt, lit heart hurt, feel bad, feel sympathy@
@fè manti@|@fib, lie@
@fè mèg@|@to fast@
@fè move san@|@to get very angry, quite upset, to become furious@
@fè move san 2@|@to rage, to become irritated, to be upset or angry@
@fè mye@|@to feel better@
@fè nwa@|@it is dark@
@fè onodipè@|@to make the sign of the cross@
@fe ou dwat@|@go straight ahead@
@fè pa@|@to give a chance, concede a favor, have compassion@
@fè pa m@|@give me a chance@
@fè pati@|@to belong, to take part in, to be a part of@
@fè pè@|@scare@
@fè pil@|@to heap up, pile up, cluster, assemble@
@fè pitit@|@procreate, to give birth, breed, reproduce@
@fè pitit 2@|@to propagate, spread, yield, earn (interest)@
@fè pòs@|@to stand guard@
@fe pou@|@to do for@
@fe pratik ak@|@to deal regularly with someone@
@fè prejije kont@|@to discriminate against@
@fè prese@|@to rush@
@fè pri@|@to bring a good price (merchandise)@
@fè pri fe jis pri@|@to give a better price (for merchandise)@
@fè prosè@|@suit@
@fè rebèl@|@to refuse, be reticent, rebel violently@
@fè remak@|@to observe, notice@
@fè repetisyon@|@to rehearse, to practice@
@fè rezèvasyon@|@to make a reservation@
@fè ribanbèl@|@to celebrate, to carouse@
@fe rimay@|@to make a movement, a gesture, to move toward@
@fè robis@|@to be ill bred, capricious, peevish@
@fè rodonn@|@to be disobedient, rebellious@
@fè rondonmon@|@to be rebellious, to refuse to obey@
@fè ront@|@to humiliate, to shame, to put to shame@
@fè rout avèk@|@to accompany s.o. on a trip or a walk@
@fè sikile@|@emit@
@fè sonje@|@remind@
@fè sote@|@astound@
@fè tapaj@|@to talk, making a lot of noise, fuss, trouble@
@fè tapisri@|@to be a wall flower, not invited to dance@
@fè tata@|@to have a bowel movement@
@fè tèt@|@get a haircut@
@fè tou kay la@|@go around the house@
@fè travay@|@perform@
@fè van@|@to fart, break wind, pop, the wind is blowing@
@fè vit@|@hurry@
@fè vitès@|@speeding@
@fè wondonmon@|@to be rebellious, to refuse to obey@
@fè yon antay@|@to hack@
@fè yon bèl ak@|@to show kindness to, to do something nice for s o@
@fè yon foto@|@take a picture@
@fè yon kout pye rive@|@to take a short run over@
@fè yon moun mal@|@to cast a spell on someone@
@fè yon rive@|@to go for a moment to a specified place, stop by@
@fè yon ti@|@to do a little, to take a little, to feel a little@
@fe yon ti mye@|@to feel a little better@
@fè yon ti reflechi@|@to do a little thinking@
@fè yon va sou@|@to jump on, to attack@
@fè yon ve@|@to make a vow@
@fè yon vireron@|@to take a stroll, walk around a little@
@fè you rèl@|@to utter a cry, to shout, to yell@
@fè you so rive@|@to go somewhere, to take a run over@
@fè you tèk@|@make a shot at marbles@
@fè you ti vire@|@to go for a jaunt, walk or drive@
@fè youn vire@|@take a walk@
@fèb@|@bleak, weak, feeble@
@fèjefou@|@wink@
@fèk@|@just, to have just, scarecely, barely@
@fèk kare@|@to make a fresh start, to start with renewed vigor@
@felisitasyon@|@commendation, congratulations@
@felisite@|@congratulate, commend@
@fèm@|@solid@
@femèl@|@female@
@femèl chen@|@bitch, female dog@
@fèmen@|@shut, enclose@
@fèmen@|@close@
@fen@|@fine, thin, end, keen, sequel@
@fenèt@|@window@
@fennen@|@wither@
@fennen@|@fade@
@fente@|@feign@
@fènwa@|@obscure@
@feròs@|@ferocious, fierce@
@fèsiyo@|@wink@
@fèt@|@anniversary, made, party, to be born, to occur@
@fèt 2@|@to take place, to happen, done, produced, happened@
@fèt e founi@|@everything included, labor and materials@
@fèt la@|@fact@
@fete@|@to feast, to celebrate@
@fètefouni@|@everything included, labor and materials@
@fetich la@|@charm, fetish@
@fètil@|@fertile@
@fetyè a@|@ridge piece of a house@
@fevriye@|@February@
@fèy@|@leaf@
@fèy kouvri sa@|@cover it up, let it be, forget about it@
@fey la@|@leaf, sheet, page, often used with flat object@
@fèy liv@|@page of a book@
@fèy planch@|@board, plank@
@ffyèl@|@gall@
@fi@|@woman@
@fi sa a se jenès@|@this womans trade is prostitution@
@fiamezi@|@as, progressively@
@fich la@|@ticket, slip, token, tract, card, sticker, stamp@
@figi@|@cheek, face@
@figire@|@picture@
@fiks@|@fixed, steady@
@fikse@|@gaze, stare@
@fikse dat@|@to fix a date for marriage@
@fiksyon@|@fiction@
@fil@|@thread, yarn@
@fil arenyen@|@cobweb@
@fil elektrik@|@wire@
@filange@|@mince@
@filareye@|@web@
@file@|@sharp, keen, flirt, to sharpen, to file, to follow@
@file 2@|@to spin yarn, to slip away, to dash off, to court@
@file 3@|@to stick through (thread), to watch@
@file 4@|@to prepare to catch a crook, to meet out something@
@fimen@|@smoke@
@fimye@|@muck, dung@
@fin@|@to end, finish, end up with, destroy, expire@
@fin 2@|@to run out, exterminate@
@final@|@final@
@finalman@|@finally@
@fineray@|@funeral@
@fini@|@to end, finish, end up with, destroy, expire@
@fini 2@|@to run out, exterminate@
@firye@|@furious@
@fis@|@son@
@fisèl@|@string@
@fiyèl la@|@goddaughter, godchild@
@fiyèt lalo a@|@a woman character in Haitian folklore.@
@fiyòl la@|@godson, god child, goddaughter@
@fizi@|@rifle, gun@
@fizik@|@physical@
@fizik la@|@physics, physique@
@fiziye@|@to execute with a rifle, to shoot@
@fizye@|@to execute with a rifle, to shoot@
@fizyoloji moun@|@human phisiology@
@flach la@|@flash light, flash lamp@
@flache@|@to throw the light on someone, to flash@
@flakon an@|@bottle, vial, flask@
@flaman an@|@flamingo, type of a big ant@
@flan an@|@side, flank@
@flanban nèf@|@brand new@
@flanbe@|@to singe, to apply a flame, to go up in flames@
@flanbo@|@bongfire@
@flanèl la@|@flannel@
@flanke deyò@|@chuck@
@flanm@|@blaze, flame@
@flann nan@|@walk, stroll@
@flannè a@|@idler, loafer@
@flannen@|@wander, rove, to idle long, dawdle, take a stroll@
@flannen (v)@|@loaf@
@flannen 2@|@to loiter, to loaf around@
@flate@|@to flatter, to cajole@
@flatè a@|@flatterer@
@flatri@|@flattery@
@flay@|@to go by plane, to fly@
@flay 2@|@weak, thin, light, miss, fail@
@flè@|@bloom, flower, sunflower@
@flè a@|@flower, bloom@
@flè mayi@|@cornflower@
@flè sezon@|@an inconstant person, changes with the seasons@
@flè solèy@|@sunflower@
@flèch@|@arrow, dart@
@flèch la@|@arrow, stalk of some trees@
@flèch mayi@|@upper portion of a corn stalk@
@flèch palmis@|@stalk of a palm tree@
@flechi@|@flinch, to bend@
@flègèdèk@|@thin, meager@
@flèm nan@|@mucus, phlegm@
@flenm nan@|@mucus, phlegm@
@fleri@|@flower, to bloom, to blossom, to flower@
@flèv@|@river@
@flit la@|@flute, insecticide spray container@
@flite@|@to spray insecticide with a flit@
@flo a@|@troubles, worries, misery, suffering@
@flòbòp@|@toothless, gap toothed@
@flòch la@|@flush (in cards), on the same level@
@flòk@|@baggy, loose@
@flote@|@float, wave, drift@
@fo@|@false, fake@
@fò@|@strong, loud, intelligent, knowledgeable, strongly@
@fò 2@|@it is necessary (that or to)@
@fò a@|@fort, fortress@
@fo cheve@|@wig@
@fo dan@|@denture@
@fo non@|@false name@
@fò pa plis@|@perfect, tops, excellent, no need to go further@
@fo pèz@|@false weight@
@fobo@|@toothless, gap toothed@
@fòbòp@|@toothless, gap toothed@
@fobou@|@suburb@
@fòfè a@|@bad action, evil deed, crime@
@fofile@|@to baste, to tack@
@fofile kò@|@to make ones way@
@fòj la@|@forge, smithy@
@fòje@|@to forge a check, to invent, to falsify@
@fòje 2@|@to work at a blacksmith shop, to forge, wrought@
@fòjon an@|@blacksmith@
@fòjron an@|@blacksmith@
@fòk@|@it is necessary (that or to)@
@foke@|@to have lost it, to have gone crazy@
@fokòl la@|@detachable collar@
@fokole a@|@detachable collar@
@fòkòp@|@swear word to ruin, swear word to spoil@
@fòl@|@crazy (woman)@
@foli a@|@madness, folly, mania@
@foli damou@|@love sickness@
@fòlòp la@|@escapade (furtive), unauthorized absence (milit)@
@fòm@|@shape, form@
@fòm nan@|@form, shape, shoe tree, shoe last@
@fòmalize@|@to take offense@
@fòmann@|@foreman@
@fòmasyon@|@training@
@fòme@|@form, machine, train, instruct, to reach puberty@
@fòme 2@|@formed, trained@
@fòmen@|@to form, to reach puberty, to instruct, to train@
@fòmidab@|@formidable@
@fon@|@deep, profound@
@fon 2@|@contraction of fe yon, make one, do one@
@fon an@|@bottom, depth, back, foundation, funds@
@fondalnatal@|@real native, fundamental@
@fondamental@|@fundamental@
@fondasyon@|@base, foundation@
@fondè a@|@depth@
@fondman legal@|@foundation@
@fondre@|@to topple down@
@fonksyone@|@function@
@fonksyonnen@|@to function, to work@
@fonn@|@merge, to melt, to vanish, disappear, sneak away@
@fonograf la@|@phonograph, record player@
@fonse@|@dark, deep (color), to jump on, to gather (sewing)@
@fonse 2@|@to hammer down, to drive into, to wrinkle, to knit@
@fonse sou@|@to jump on@
@fonse sousi@|@to frown@
@fonsi a@|@recess, hole@
@fontenn nan@|@fountain, fontanel, white spot on horses forehead@
@fontyè a@|@border, frontier, natnl boundary, red light distr@
@fopa a@|@faux pas@
@fòpaplis@|@perfect, tops, excellent, no need to go further@
@fopwen an@|@brass knuckles@
@forè@|@forest@
@fore a@|@forest@
@forè a@|@forest@
@fòs@|@force, effort, strength@
@fòs la@|@grave, tomb, burial hole@
@fose@|@exert@
@fòse@|@force, compel, coerce, to strain or force oneself@
@fòseli a@|@breadfruit@
@fòselye a@|@grave digger@
@fòsèp la@|@forceps@
@fòsèt la@|@forceps@
@fòskote a@|@a pulling to the side, a force that causes a swerv@
@foskouch la@|@miscarriage@
@foskouch makak@|@You are the ugliest monkey (strong insult)@
@fòt@|@error, fault@
@fòt la@|@fault, guilt, mistake, error@
@fotèy@|@armchair@
@fòtifyan an@|@fortifiers, vitamins@
@fòtin@|@fortune, wealth, riches@
@foto@|@photograph, picture, photo, snapshot@
@foto sa a@|@this photo@
@fotograf la@|@photographer@
@fotokopye@|@xerox@
@fou@|@crazy, delirious, insane, oven, mad, foolish@
@fou a@|@oven, furnace, tern@
@fouacho a@|@lime kiln@
@foub la@|@trickster, cheating, deceitful, two faced@
@foubi@|@to rub (down), to furbish, to polish, to scold@
@foubi kras@|@scrubbing dirt@
@fouch la@|@prop, fork@
@fouchèt@|@fork@
@foufoun nan@|@vagina@
@fougonnen@|@to mishandle, to ruin, to handle brutally@
@foujè@|@fern@
@foujè a@|@fern@
@fouk la@|@fork, crotch, trousers crotch@
@fouke@|@to grab s o by back of trousers@
@foul@|@crowd, mob, to fill, full, myriad@
@foul la@|@crowd, mob@
@foul tank mwen@|@fill my tank@
@foula a@|@scarf, silk kerchief@
@foulay la@|@sprain, strain@
@foule@|@to sprain, to twist, to pile up, compress, trample@
@foumi@|@ant@
@foumi fou@|@crazy ant@
@founacho a@|@lime kiln@
@founda@|@spoiled, smelly (meat)@
@foundang@|@spoiled, smelly (meat)@
@founde a@|@rice flour for making porridge@
@founen@|@bake, batch@
@founen an@|@ovenful@
@founi@|@cater, supply, to furnish, to be plentiful, thick@
@founi je gade@|@to look, to get an eyeful@
@founiti a@|@supplies, parts, materials@
@founo a@|@oven, hearth@
@fouradò@|@busybody, indiscreet, meddlesome person, touchy@
@fouradon@|@busybody, indiscreet, meddlesome person, touchy@
@fouraje@|@to rummage, to forage@
@fouraye@|@to misplace@
@foure@|@hide, put, engage, insert, to poke@
@foure 2@|@to stick (in), to shove in, to stuff, reach into@
@foure bouch@|@add your two cents worth, ones opinion, to meddle@
@fouri a@|@fur@
@fourni@|@provide@
@fouro a@|@scabbard, sheath, case@
@fout@|@to give, to cause to have, to put, to place@
@fout 2@|@damn it, what (interjection denoting anger)@
@foutbòl la@|@soccer@
@foutbolè a@|@soccer player@
@fouti@|@may, can, to be able@
@fouy la@|@digging, searching@
@fouyadò@|@busybody, indiscreet, meddlesome person, touchy@
@fouyapòt@|@busybody, excessively curious, meddlesome, snoopy@
@fouye@|@dig, delve, to bore, to excavate, search for@
@fouye 2@|@examine thoroly, frisk, harass w endless questions@
@fouyè a@|@digger, ditchdigger@
@fouyè fòs@|@grave digger@
@frabrik@|@manufacture@
@frajil@|@fragile, brittle, delicate@
@fraka@|@crash@
@frakti@|@fracture@
@fran@|@candid, frank, loyal, sincere, honorable, complete@
@fran 2@|@straightforward@
@franj la@|@fringe@
@franjipay la@|@frangipani@
@Frans@|@France@
@franse@|@French@
@franse a@|@frenchman, french, french language@
@fransèz la@|@french woman@
@frany la@|@fringe@
@frape@|@bump, bang, to hit, strike, knock, tap, swat, hurl@
@frape@|@rap, strike, knock, hit@
@frape 2@|@to collide with, to affect, to strike, to cool@
@frape 3@|@to wear@
@frape ak pye (v)@|@kick@
@frape nan frijidè@|@cool in the refrigerator@
@frape pye@|@to stomp ones feet@
@frapman an@|@knocking (engine noise), relations, activities@
@fraz@|@sentence, phrase@
@fraz la@|@sentence, joke, joking@
@fre@|@fresh, cool, fresh looking, spruced up (person)@
@frè@|@brother@
@frè (depans)@|@fee@
@fre a@|@smell, scent, flair, odo@
@frè a@|@brother, fellow man, close relative, religious bro@
@frè a 2@|@friar, expense@
@frè bra@|@friend like a brother@
@frèch@|@fresh appearance (women)@
@frechè a@|@freshness, coolness, fresh air, rheumatism, whore@
