@Laotian@|@English@
@ແກ້ໂທດ@|@ask for pardon@
@ແກ້ໂທດ@|@apologize@
@ແກ້ເບື່ອ@|@counteract a poison@
@ແກ້ບົນ@|@vow an offering for the success of an undertaking@
@ແກ້ບົນບານ@|@vow an offering for the success of an undertaking@
@ແກ້ເປືອຍ@|@nude@
@ແກ້ເປືອຍ@|@undressed@
@ແກ້ເຜັດ@|@retaliate@
@ແກ້ຝັນ@|@tell about a dream@
@ແກ້ມື@|@ask for a return match@
@ແກ້ລຳຄານ@|@while away the time@
@ແກ້ຫ່ວງ@|@eliminate worrie@
@ແກ້ຫິວ@|@satisfy hunger@
@ແກ້ຫນ້າ@|@act or speak to save one’s honor afetr a dishonorable act@
@ແກ້ຫນາວ@|@warm up against the cold@
@ແກ້ຮ້ອນ@|@cool off@
@ໂກະ@|@a type of lizard@
@ໂກ໊ະ@|@sound of wood breaking@
@ໂກ@|@ebony tree@
@ໂກແອບ@|@tree@
@ໂກກະນຸດ@|@the rd lotus@
@ໂກກິລາ@|@a black bird of the crow family@
@ໂກເກືອ@|@a tree relted to ko bearing no fruit@
@ໂກສະ@|@drinking@
@ໂກສະການ@|@lexicographer@
@ໂກສາຄານ@|@warehouse@
@ໂກສີ@|@the god Indra@
@ໂກໄສ@|@a silk material@
@ໂກສົນ@|@wise person@
@ໂກສັນພີ@|@geog@
@ໂກສຸມ@|@flower of a tree@
@ໂກສົມ@|@tree@
@ໂກແຊງຊີນ@|@Cochin China (French)@
@ໂກດັງ@|@warehouse@
@ໂກດັງ@|@godown@
@ໂກດັງສິນຄ້າ@|@warehouse@
@ໂກດັງສິນຄ້າ@|@godown@
@ໂກຕິ@|@ten million@
@ໂກທະ@|@discontent@
@ໂກທະ@|@anger@
@ໂກໂທ@|@name of the second of the five wise men in the present Buddhist epoch@
@ໂກນາຄົມ@|@name of the second Buddha@
@ໂກມາຣະພັດ@|@a very famous physician in the early Buddhist era@
@ໂກມຸດ@|@the red lotus@
@ໂກເມດ@|@lotus@
@ໂກມົນ@|@wter@
@ໂກລາຫົນ@|@confusion@
@ໂກລາຫົນ@|@chaos@
@ໂກວິດ@|@intelligent@
@ໂກວິດ@|@clever@
@ໂກວິດ@|@expert@
@ໂກຫົກ@|@tell a lie@
@ໂກຫົກ@|@prevaricate@
@ໂກ່@|@grub or larva of an insect@
@ໂກ່ໂຈ່@|@bending forward@
@ໂກ່ໂຊ່@|@bending forward@
@ໂກ່ໂດ່@|@sticking far out@
@ໂກ່ໂດ່@|@protruding@
@ໂກ້@|@elegant@
@ໂກ້@|@smart@
@ໂກ້@|@beautiful@
@ໂກ້ນຸ່ງເຄື່ອງໂກ້@|@be dressed smartly@
@ໂກ້ນຸ່ງເຄື່ອງໂກ້@|@gaudily@
@ໂກ້ແທ້ໆ@|@slang@
@ໂກດ@|@discontent@
@ໂກດ@|@anger@
@ໂກດທັ້ງ 5@|@medicinal@
@ໂກດກ້ານ@|@tree used medicinally@
@ໂກດຂະເຫມົາ@|@bush used mdicinally@
@ໂກດສໍ່@|@medicinal plant@
@ໂກດນ້ຳເຕົ້າ@|@rhubarb used as a medicinal plant@
@ໂກດຖາດ@|@a part@
@ໂກດຖາດ@|@a part of@
@ໂກ້ດ@|@sounds such as that made when pulling a post from the mud@
@ເກາະ@|@question mark@
@ເກາະ@|@armor@
@ເກາະ@|@involve@
@ເກາະລັງກາ@|@(the island of@
@ເກາະຫມາກ@|@Penang@
@ເກາະຮາວາຍ@|@Hawaii@
@ເກາະຂຶ້ນ@|@hook up@
@ເກາະແຂນ@|@take the arm@
@ເກາະເອົາ@|@unhook(with or utensil only)@
@ເກາະແກະ@|@speak bitingly@
@ເກາະແກະ@|@taunt@
@ເກາະກິນ@|@live at another’s expense@
@ເກາະກິນ@|@be a parasite@
@ເກະກະ@|@obstructive@
@ເກະກະ@|@in the way@
@ເກາະຜິດ@|@irritate@
@ເກາະຜິດ@|@provoke@
@ເກາະລະ@|@sign of abbreviation@
@ເກາະລໍ່@|@a wooden bell with clapper or stick@
@ເກາະ@|@sound of snapping (as of breaking a twig)@
@ກໍ່@|@also@
@ກໍ່@|@then@
@ກໍ່ຈິງຢູ໋ແລ້ວ@|@in deed it is lime@
@ກໍ່ຕາມ@|@never mind@
@ກໍ່ໄຜ່@|@a clump of (bamboo)@
@ກໍ່ແລ້ວ...ກໍ່@|@and then@
@ກໍ່ກໍ່..ຄືກັນ@|@and@
@ກໍ່ຢາງໃດກໍ່ດີ@|@however@
@ກໍ່ຢາງໃດກໍ່ດີ@|@nevertheless@
@ກໍ່ເປັນແນວໃດກໍ່ດີ@|@whatsoever@
@ກໍ່ເປັນແນວໃດກໍ່ຕາມ@|@whatever the case may be@
@ກໍ່ດີ@|@as well@
@ກໍ່ດີ@|@as well as@
@ກໍ່ໄດ້@|@as well@
@ກໍ່ເຂົ້າ@|@a clump of rice@
@ກໍ່ຫຍ້າ@|@a clump of grass@
@ກໍ່ໄມ້@|@a clump of trees@
@ກໍ່ກາ@|@alphabet@
@ກໍ່ຢ່າ@|@negative imperative@
@ກໍ່ຢ່າ@|@do not@
@ກໍ່ຣະກະດາຄົມ@|@the month of July@
@ກໍ່ຣະກົດ@|@Cancer (the sign of the Zodiac)@
@ກໍ່ຣະນີ@|@case@
@ກໍ່ຣະນີ@|@affair@
@ກໍ່ຣະນີຕົວຢ່າງ@|@case in point@
@ກໍ່ຣະນີຕົວຢ່າງ@|@example@
@ກໍ່ຣະນີພິພາດຊາຍແດນ@|@border dispute@
@ກໍ່ຣະນີແວດລ້ອມ@|@circumstances@
@ກໍ່ຣະນີຮ້າຍກາດ@|@an extreme case@
@ກໍ່@|@build@
@ກໍ່ກວນ@|@disturb@
@ກໍ່ກວນ@|@bother@
@ກໍ່ກວນ@|@annoy@
@ກໍ່ສ້າງ@|@build@
@ກໍ່ຍັງຄືມັນ@|@It is the same to?@
@ກໍ່ໄຟ@|@build a fire@
@ກໍ່ອາດຈະເປັນໄດ້@|@it is possible@
@ກໍ່ການ@|@provoke@
@ກໍ່ການ@|@instigate@
@ກໍ່ການ@|@foment@
@ກໍ່ກັມ@|@cayse suffering@
@ກໍ່ກົມທຳເຂັນ@|@cause trouble@
@ກໍ່ກັມທຳບາບ@|@cause troble@
@ກໍ່ກັມທຳບາບ@|@sin@
@ກໍ່ຄວາມເດືອດຮ້ອນ@|@cause discontent@
@ກໍ່ຄວາມຫຍຸ້ງຍາກ@|@cause disturbances@
@ກໍ່ເວນ@|@cause suffering@
@ກໍ່ເວນ@|@misery@
@ກໍ່ເຫດ@|@cause to happen@
@ກໍ່ເຫດ@|@bring about@
@ກໍ່ຕັ້ງໃຫມ່@|@restore@
@ກໍ່ຕັ້ງໃຫມ່@|@prominence@
@ກໍ່ປະທາຍ@|@build a sand stupa@
@ກໍ່ຝາປະທາຍ@|@build a fire@
@ກໍ່ໃຫມ່@|@rebuild@
@ກໍ່ຮົ້ວ@|@build a fence@
@ກໍ່ເຮັດ@|@do a job@
@ກໍ່ຊ່າງ@|@nevertheless@
@ກໍ່ຊ່າງ@|@so much the worse@
@ກໍ່ຍ້ອນວ່າ@|@beacuase of@
@ກໍ່ຍ້ອນວ່າ@|@thanks to@
@ກໍ່ດີ@|@and (used between the members of a series)@
@ກໍ່ຕາມ@|@whatsoever@
@ກໍ່ຕາມ@|@whatsoever@
@ກໍ່ຕາມ@|@no matter@
@ກໍ່ເລີຍ@|@and then@
@ກໍ່ກຳເນີດ@|@give birth (of animals only)@
@ກໍ່ວຽກ@|@begin to do@
@ກໍ່ແຮກ@|@commence@
@ກໍ່ຈັກ@|@would (like to)@
@ກໍ່ກູ້@|@restore@
@ກໍ່ກູ້@|@redeem@
@ກໍ່ກູ້ອິດສະຣະພາບ@|@restore independence@
@ກໍ່ຄວາມລຳຄານ@|@annoy@
@ກໍ່ຈິງ@|@True enough!@
@ກໍ່ຍັງພໍ່່ໄປ@|@not bad@
@ກໍ່ຍັງພໍ່່ໄປ@|@all right@
@ກໍ່ໄດ້...ກໍ່ຕາມ@|@or@
@ກໍ່ຕາມແຕ່ຊິເປັນ@|@Let it happen@
@ກໍ່ແນ່ວ່າ@|@It is not sure that@
@ກໍ່ພໍ່ຈະເຫັນໄດ້@|@It can be seen@
@ກໍ່ພຽງເປັນຂໍ້ອ້າງ@|@as a pretext for@
@ກໍ່ມີຕ່າງໆກັນ@|@in many different ways@
@ກໍ່ມິດ@|@make friends with@
@ກໍ່ມິດ@|@make a friend of@
@ກໍ່ເຮື່ອງ@|@look for truble@
@ກໍ່ວິນາດສະກັມ@|@sabotage@
@ກໍ່ວິນາດສະກັມ@|@provoke@
@ກໍ່ຫນາມ@|@a type of mushroom@
@ກໍ່ເຫມືອນຈະເປັນວ່າ@|@It seems that@
@ກໍ່ອາດເປັນເພາະ@|@Perhaps beacuase of@
@ກໍ່@|@roll uo into a ball@
@ກໍ່ກຸ່ມ@|@spool of thread@
@ກໍ່ມວນ@|@be on guard (in boxing)@
@ເກິ@|@awkward@
@ເກິ@|@distracted@
@ເກິເບິ່ງ@|@stare at@
@ເກີ@|@be astonished@
@ເກີເແຍ່ງ@|@high heel shoes@
@ເກີ້@|@awkward@
@ເກີ້@|@ashamed@
@ເກຍ@|@gear@
@ເກຍ@|@shift@
@ເກືອ@|@salt@
@ເກືອ@|@to give fodder to@
@ເກືອເຖີນ@|@tree@
@ເກືອນ້ຳ@|@tree with edible fruit@
@ເກືອປ່າ@|@tree from whose fruit dye is produced@
@ເກືອນ້ຳກົດອາເຊຕິກ@|@acetate@
@ເກືອນ້ຳກົດອາເຊຕິກ@|@salt of acetic acid@
@ເກື້ອ@|@help@
@ເກື້ອ@|@aid@
@ເກື້ອ@|@subsideze@
@ເກື້ອຫນູນ@|@support@
@ເກື້ອຫນູນ@|@aid@
@ເກື້ອຫນູນ@|@subsidize@
@ເກື້ອເອົາ@|@help(someone)@
@ກົວ@|@fear@
@ກົວ@|@repent@
@ກົວເກງ@|@fear@
@ກົວເກງ@|@be in awe of@
@ກົວຢ້ານ@|@fear@
@ກົວຢ້ານ@|@doubt@
@ກົ່ວ@|@lead (metal)@
@ກົ້ວ@|@mix together@
@ກົ້ວເກົ້າ@|@be crazy about@
@ກົ້ວເກົ້າ@|@lose oneself in pleasure@
@ກັກ@|@detain@
@ກັກ@|@incarcerate@
@ກັກກັນ@|@confine or restrict an individual@
@ກັກຂັງ@|@imprison@
@ກັກຂັງ@|@take into custody@
@ກັກຄຸມ@|@place under control@
@ກັກຄຸມ@|@put under the control of@
@ກັກຈົດຫມາຍ@|@intercept or withhold a letter@
@ກັກດ່ານ@|@quarantine@
@ກັກຕົວ@|@detain@
@ກັກເລື່ອງ@|@withhold  a story@
@ກັກຂັງ@|@to imprison@
@ກັ້ກ@|@crossroad@
@ກັ້ກ@|@junction@
@ກາກ@|@chaff remaining in husked rice@
@ກາກເຂົ້າ@|@stray unhusked grains of rice remaining in cooked rice@
@ກາກເພັດ@|@carborundum@
@ກາກເພັດ@|@diamond dust@
@ກາກນ້ຳມັນ@|@buttermilk@
@ກ້າກ@|@sound of rage or surprise@
@ກີກ@|@the squeal of a pig@
@ກຶກ@|@think@
@ກຶກ@|@reflect@
@ກຶກກອງ@|@consider carefully@
@ກຶ້ກ@|@an interjection@
@ກືກ@|@mute@
@ກືກ@|@dumb@
@ກື້ກໆ@|@sound of the gasp of a dying creature@
@ກຸກ@|@sound made by a hen calling chicks@
@ກຸກກຸຕີ@|@hen@
@ກຸກກຸໂຕ@|@rooster@
@ກຸກກວນ@|@disturb@
@ກຸກກວນ@|@stir up trouble@
@ກູກ@|@call for help (crying ‘kuk’)@
@ກູກກີ້ກ@|@children’s game of hide and seek@
@ໂກກ@|@momkey@
@ໂກກເກກ@|@rogue@
@ໂກກເກກ@|@bums@
@ກວງ@|@hollow@
@ກວງກົວຮີ@|@bush whose stem and noot are used medicinally for rheumatic pains@
@ກວງນອນ@|@bush@
@ກ້ວງ@|@the mussel@
@ແກສນ້ຳຕາ@|@tear gas@
@ກີວ@|@hair which grows on facial defects such as moles@
@ກີ່ວ@|@strait@
@ກີ່ວ@|@narrow@
@ກີ້ວ@|@twist@
@ກີ້ວ@|@be very angry@
@ກີ້ວໂກດ@|@be extremely angry@
@ໂກງ@|@cheat@
@ແກບ@|@husk@
@ແກບຫລີເມັດ@|@seed@
@ແກ໊ບ@|@primer@
@ແກ໊ບ@|@percussion@
@ແກບເຂົ້າ@|@rice husk@
@ໂກບ@|@join two curved pieces together to form an arch@
@ແກ້ມ@|@cheek@
@ແກ້ມຕາບ@|@sear cheek@
@ແກ້ມບ່ອງ@|@dimple@
@ເກ່ວໆ@|@ejaculation of pain@
@ແກວ@|@Vietnamese ( pej)@
@ແກວແດງ@|@Red vietnam@
@ແກວໃຕ້@|@South Vietnam@
@ແກວເຫນືອ@|@North Bietnam@
@ແກວໆ@|@an ejaculation@
@ແກ່ວ@|@habitual domicile@
@ແກ້ວ@|@glass@
@ແກ້ວຫິນໂກເມນ@|@granat@
@ແກ້ວຕາ@|@pupil of eyes@
@ແກ້ວທັບທິມ@|@ruby@
@ແກ້ວນາງຝານ@|@zircon@
@ແກ້ວນາງຝານເນື້ອແຂງ@|@topaz@
@ແກ້ວນ້ຳ@|@bottle of water@
@ແກ້ວປະເສີດ@|@gem ( stone)@
@ແກ້ວພິທູນ@|@black star sapphire@
@ແກ້ວພິນ@|@black stone, sapphire@
@ແກ້ວພິລາ@|@ruby@
@ແກ້ວມະຫານິນສິຟ້າ@|@sapphire@
@ແກ້ວມໍ່ລະກົດ@|@emerald@
@ແກ້ວຢົກ@|@jade@
@ແກ້ວຂາວ@|@diamond@
@ແກ້ວຂຽວ@|@emerald@
@ແກ້ວສາຣະພັດນຶກ@|@good luck emerald@
@ແກ້ວສີອິດ@|@amethyst@
@ແກ້ວດີ@|@gem@
@ແກ້ວແດງ@|@ruby@
@ແກ້ວຕາແມວ@|@cat’s-eye topaz@
@ແກ້ວນ້ຳຄັ່ງ@|@garnet@
@ແກ້ວນິນ@|@ruby@
@ແກ້ວນິນ@|@sapphine@
@ແກ້ວເພທາຍ@|@a red jewel@
@ແກ້ວມະນີໂຊດ@|@the emerald@
@ແກ້ວມະນີໂຊດ@|@which is considered to be good luck@
@ແກ້ວຫິນ@|@rock crystal@
@ແກ້ວຫມົ່ນ@|@opal@
@ແກ້ວເຫລືອງ@|@yellow to paz@
@ແກ້ວໄຟຟ້າ@|@light bulb@
@ແກ້ວກ້າ@|@brave@
@ແກ້ວເກົ້າປະການ@|@the nine precious stones@
@ແກ້ວເຈັດປະການ@|@the seven precious stones@
@ແກ້ວສາມປະການ@|@the three elements(jewels)@
@ແກ້ວທັງສາມ@|@the three basic principles of Buddhism: the prophet@
@ແກ້ວທັງສາມ@|@the teachingsand the disciples@
@ແກ້ວເມືອງມາງ@|@a vine reputedly able to conteract poison@
@ແກ້ວເມືອງລ້າ@|@a vine reputedly able to contetract posion@
@ແກ້ວຫູ@|@eardrum@
@ແກ້ວຮາກຫອມ@|@vine with an odorous root used medicinally@
@ກົກ@|@trunk@
@ກົກຂາ@|@thigh@
@ກົກແຂນ@|@upper arm@
@ກົກເສົາ@|@base of a column@
@ກົກຕານ@|@palm tree@
@ກົກນີ້@|@this tree@
@ກົກໄມ້@|@tree@
@ກົກລານ@|@palm tree@
@ກົກຫູ@|@ear bottom@
@ກົກຈັນ@|@sandal wood tree@
@ກົກຫນາດ@|@tree@
@ກົກຫນາດ@|@bark used for tanning@
@ກົກຫມາກສີດາ@|@guava tree@
@ກົກເຄົ້າ@|@beginning@
@ກົກເຄົ້າ@|@origin@
@ກົກລູກ@|@nestle a child@
@ກົກຢາ@|@pipe tree@
@ກົກຫນາມຕະບອງເພັດ@|@cactus@
@ກົກອໍ່@|@reed@
@ກົງ@|@straight@
@ກົງກັນຂ້າມ@|@opposite@
@ກົງກັບ@|@correspond to@
@ກົງຂັງ@|@cage@
@ກົງສູນ@|@consul@
@ກົງນົກ@|@bird cage@
@ກົງພັດ@|@waterwheel@
@ກົງພັດ@|@windmill@
@ກົງຣົດ@|@wheel@
@ກົງກວຽນ@|@wheel@
@ກົງໄປ@|@straight ahead@
@ກົງໄປກົງມາ@|@talking straight from the shoulder@
@ກົງສັດ@|@animal cage@
@ກົງທອງ@|@bronze cage@
@ກົງເຫລັກ@|@iron cage@
@ກົງແກ້ວ@|@a brilliant horoscope@
@ກົງຊາຕາ@|@horoscope@
@ກົງກຽນ@|@ox-cart wheels@
@ກົງຈັກ@|@wheel@
@ພັດນ້ຳ@|@waterwheel@
@ກົງທັນ@|@weathervane@
@ກົງດິນ@|@territory@
@ກົງດິນ@|@border of frontier@
@ກົງຕາດິນ@|@cadastral survey@
@ກົງເມືອງ@|@limits of the country@
@ກົງກັນກັບ@|@consonant with@
@ກົງການ@|@a cooperative association@
@ກົງກັບ@|@to be equivalent to@
@ກົງກັບ@|@to correspond to@
@ກົງສະເດັນ@|@tree@
@ກົງສີ@|@central@
@ກົງສູນສະຖານ@|@consulate@
@ກົງສູນໃຫຍ່@|@consul-general@
@ກົງຕໍ່ເວລາ@|@punctual@
@ກົງເຮືອ@|@rib of a boat@
@ກົ່ງ@|@bend@
@ກົ່ງ@|@flex@
@ກົ່ງໂກ້@|@bent forward@
@ກົ່ງເຂົ້າ@|@bend in@
@ກົ່ງຄໍ່@|@arch the neck@
@ກົ່ງສອນ@|@draw or bend a bow@
@ກົ່ງຕົວ@|@stoop@
@ກົ່ງຕົວ@|@bend over@
@ກົ່ງລົງ@|@bend@
@ກົ່ງອອກ@|@bend out@
@ກົ່ງລາຄາ@|@raise the price@
@ກົ້ງ@|@stare@
@ກົ້ງ@|@open the eys widely@
@ກົ່ງ@|@bend@
@ກົດ@|@acid@
@ກົດ@|@to fotce@
@ກົດ@|@press@
@ກົດເກນ@|@rule@
@ກົດເກນ@|@law@
@ກົດຂີ່@|@oppress@
@ກົດຈາຣະຈອນ@|@traffic regulation@
@ກົດຫມາຍ@|@law@
@ກົດຫມາຍແພ່ງ@|@civil law@
@ກົດຫມາຍອາຍາ@|@criminal law@
@ກົດຫມາຍອາຍາ@|@penat taw@
@ກົດຄວາມກົດກັນ@|@pressure@
@ກົດຄວາມກົດຂີ່@|@oppression@
@ກົດຄວາກົດກັນຂອງເຫດການ@|@pressure of circumstance@
@ກົດຄວາມກົດກັນໃນດ້ານການເມືອງ@|@political pressure@
@ກົດຄວາມກົດດັນຂອງອາກາດ@|@air pressure@
@ກົດຄໍ່@|@require@
@ກົດຄໍ່@|@exact@
@ກົດຄໍ່@|@compel@
@ກົດຄໍ່ລົງໃນນ້ຳ@|@push under water by force@
@ກົດດັນ@|@pressure@
@ກົດບັງຄັບ@|@coerce@
@ກົດລົງ@|@lean@
@ກົດໄວ້@|@suppress@
@ກົດໄວ້@|@hold back@
@ກົດຫົວ@|@oppress@
@ກົດຫົວ@|@tyrannize@
@ກົດຫົວເຂົ່າ@|@bend the knee to@
@ກົດກະຊວງ@|@ministerial decree@
@ກົດຂໍ່ບັງຄັບ@|@regulation@
@ກົດຂໍ່ບັງຄັບ@|@rule@
@ກົດສະຫະປະຊາຊາດ@|@United Nations Charter@
@ກົດຍຸທະວິໄນ@|@military code of conduct@
@ກົດທົ່ວໄປ@|@general rule@
@ກົດທັມມະຊາດ@|@law of nature@
@ກົດທັມມະດາ@|@natural law@
@ກົດທັມມະດາ@|@natural law@
@ກົດບັດ@|@charter@
@ກົດບັດກົດຫມາຍ@|@the law@
@ກົດມຸນທຽນບານ@|@palace law@
@ກົດລະບຽບ@|@principle@
@ກົດລະບຽບ@|@regulation@
@ກົດໄວຍະກອນ@|@grammatical rule@
@ກົດໄອຍະການເສິກ@|@martial law@
@ກົດກຳມະຖັນ@|@sulfuric acid@
