@English@|@Sanskrit@
@e.protect me from behind@|@taat.h@
@each and every word@|@ekaikamaksharaM@
@each separately@|@pR^ithak.h@
@each-other@|@itaretara@
@eagerness@|@kautuka@
@eagle@|@garuDa@
@ear@|@karNa@
@ear or veda@|@shruti@
@earlier ones?@|@praaktanaaH@
@earliest@|@aadya@
@earning/acquiring@|@upaarjana@
@earnings@|@aayaH@
@ears@|@shrotraM@
@earth@|@avaniM, bhuumiH, dhara, dharaNi, dharitri, kshiti, pR^ithvii, vasudhaa, vasudhara@
@Earth@|@pR^ithiviiM@
@easily@|@sukhaM@
@east@|@purvi@
@easy@|@sukara@
@Easy@|@labhya, sulabha@
@eaters@|@aasinaH@
@eating@|@aahaaraaH, aahaaraH, ashnan.h, bhojanaM@
@eating a small quantity@|@laghvaashii@
@editting@|@sampaadana@
@education@|@vidya@
@effect@|@anubandha@
@effort@|@paurushha, yatna, yatnaM, yoga@
@effulgence@|@bhaasaH, tejoraashiM@
@Effulgent@|@hiraNyagarbha@
@Effulgent like Sun@|@suuryakaanta@
@Egoism@|@ahaN^kaara@
@egotism@|@asmitaa@
@eight@|@ashhTa, ashhTau@
@eighteen@|@ashhTaadasha@
@Eighteenth nakshatra@|@jyeshhThaa@
@eightfold@|@ashhTadhaa@
@Eighth nakshatra@|@pushhya, pushya@
@elapsed@|@vyara.nsiit.h@
@elder@|@agrajaH@
@elegant@|@lalita@
@element@|@dhatu@
@elephant@|@dvipa, gajaH, naagendra, vyaala@
@Elephant@|@gaja@
@elevated in yoga@|@yogaaruuDhaH@
@elevated to the Brahman platform@|@brahmabhuyaaya@
@eleven@|@dashaikaM@
@Eleventh nakshatra@|@puurvaaphalguni@
@emancipation of the soul from rebirth@|@moksha@
@embarrassed@|@lajjyate@
@embrace@|@aashleshha@
@embryo@|@garbhaH@
@emphasis@|@vai@
@encircled@|@aavR^ita@
@encouraged@|@aashvaasayaamaasa@
@end@|@anta, parisamapyate@
@endeavor@|@aarambhaH, yatanti@
@endeavoring@|@yatamaanaH@
@endeavors@|@yatati@
@ending after one thousand@|@sahasraantaaM@
@endowed with@|@sampanna@
@endowed with good smiles@|@susmita@
@endurance@|@bhaavaH@
@endure@|@pra+sah.h@
@enduring@|@sthiraaH@
@enemies@|@ahitaaH, ari, ripavaH, sapatnaan.h, shatrun.h@
@enemy@|@ripuH, shatru, shatruH@
@Enemy@|@ripu@
@energy@|@chaitanya@
@engage (fight)@|@yujyasva@
@engaged@|@nirataH, niyojitaH, pravR^ittaH, rataaH, sa.nyuktaaH, vyavasitaa, yuktaaH, yuktaiH, yuktasya@
@engaged in@|@rata@
@engaged in devotional service@|@yogayuktaH@
@engaged in doing My work@|@matkarmakR^it.h@
@engaged in My devotional service@|@madbhaktaH@
@engaged in painful activities@|@ugrakarmaaNaH@
@engaged in self-realization@|@yataatmanaaH@
@English@|@aaN^gla@
@English language@|@aaN^glabhaashhaa@
@enjoy@|@ashnanti, bhuJNjate, bhuN^kshva@
@enjoy transcendental bliss@|@ramanti@
@enjoyable things@|@bhogaan.h@
@enjoyed@|@bhoktavya@
@enjoying@|@bhuJNjaanaM, bhuktvaa@
@enjoyment@|@bhoga, bhogaiH, rasa@
@enjoyment (of kingship)@|@bhaujya@
@enjoys@|@bhuN^kte, upasevate, vi.ndati, vindate@
@enlightened persons@|@yatayaH@
@enmity@|@vaira@
@enriched@|@R^iddham.h@
@entanglements in a network of hope@|@aashaapaasha@
@enter@|@pravisha, pravishanti, vishanti@
@entering@|@aavishya@
@entering into@|@avashhTabhya@
@enterprise or adventure@|@vyavasaayaH@
@entertainment@|@manoraJNjana, raJNjana@
@enthusiasm@|@chaitanya, utsaaha, viirya@
@entire@|@akhila, samastaM@
@Entourage@|@rarijana@
@entrance@|@gatiH@
@entry (neut)@|@dvaara@
@envies@|@dveshhTi@
@envious@|@abhyasuuyakaaH, dvishhataH@
@Envy@|@matsara@
@epic Mahabharat@|@mahaabhaarataH@
@epic poem@|@mahaakaavya@
@epic Ramayana@|@raamaayaNaH@
@equal@|@tulyaH@
@Equal@|@sama@
@equal to You@|@tvatsamaH@
@equally disposed@|@samabuddhayaH@
@equally situated@|@samavasthitaM@
@equal-minded/equanimity@|@samachittaH@
@equanimity@|@samatvaM@
@equation@|@samiikaraNa@
@equilibrium@|@samachittatvaM, samataa@
@equipoised@|@samaH, yogasthaH@
@equipped@|@sajja@
@equipped with@|@praharaNaaH, yuta@
@equivalent@|@tulyaM@
@Equivalent to 24 seconds of clock time@|@vighati@
@especiaaly@|@visheshhataH@
@especially@|@alaM@
@especially powerful@|@vishishhTaaH@
@essence@|@arka, saara@
@established by the Vedas@|@pravartitaM@
@established in (the persuit of) Brahma@|@brahmachaarin.h@
@established in the self@|@aatmavaan.h@
@establishing@|@aaveshya@
@etc@|@gR^ihaadishhu, shabdaadin.h, tantra@
@etc etc@|@aadikeshhu@
@eternal@|@akshayaH, nityaH, sanaatanaaH, shaashvataaH@
@eternal atmosphere@|@sanaatanaM@
@eternal in existence@|@nityasya@
@eternally the same@|@sanaatanaH@
@ether@|@aakaasha, khaM@
@even after seeing@|@pashyannapi@
@even faulty@|@viguNaH@
@even for the great souls@|@maniishhiNaaM@
@even from the the son@|@putraadapi@
@even if he knows@|@jaanan.h@
@even in the creation@|@sarge.api@
@even my@|@mamaapi@
@even of Brahma and others@|@brahmaadiinaamapi@
@even then@|@tathaapi@
@even they@|@te.api@
@even though@|@yadyapi@
@even though very difficult@|@guruNaapi@
@evening@|@saayaM@
@evening studied man@|@saayamadhiiyaano@
@event@|@prasaN^ga@
@ever@|@nityam.h@
@ever joyous@|@sadaananda@
@everpresent@|@chirakaala@
@every day@|@pratidinaM@
@everywhere@|@abhitaH, samantaat.h, sarvatra@
@evil@|@ashubhaM@
@Evil minded@|@niichamanii@
@evil natured@|@duraatman.h@
@evil-minded@|@durbuddheH@
@exaggeration@|@atishayokti@
@Exaltation strength part of Shad Bala@|@uuchchhabala@
@Exalted Planet@|@uchchha@
@example@|@pramaaNaM, udaaharaNa@
@excelent rulership@|@vairaajya@
@excellent@|@utkR^ishhTa@
@Excellent@|@sarasa@
@except for@|@R^ite@
@exceptional@|@apavaada, uttama@
@exceptional power@|@bhuutiH@
@excertion@|@prayatna@
@excessive familiarity@|@ati-parichaya@
@Exchange of two signs@|@parivartana@
@exclamatory word for addressing a person@|@bho@
@executed@|@taptaM@
@execution@|@anushhThana@
@exemplified@|@udaahR^itaM@
@exist@|@aasaM@
@existence@|@dehaM@
@existing@|@sthitii@
@expanded@|@vistaarita@
@expanse@|@prasaaraH@
@experienced in military science@|@yuddhavishaaradaaH@
@expert@|@dakshaH, praviiNa@
@expert in insulting others@|@naishhkR^itikaH@
@expiration@|@prashvaasa@
@explains@|@abhidhaasyati@
@exploration@|@anveshhaNam.h@
@expression@|@udgaara@
@extended@|@anusantataani, prasR^itaa, prasR^itaaH@
@extension@|@ayama@
@extensively@|@pravistaram.h@
@extermination@|@viyogaM@
@extinct@|@vilayamaM@
@extraordinary@|@vichitra@
@extremely@|@ati@
@extremely small@|@suukshma@
@eye@|@chakshu, chakshus.h, lochana, nayana, netra, taaraka@
@eyelid@|@pakshma@
@eyes@|@chakshuH, dR^ishaH, dR^ishau, iikshaNaM, lochanam.h, nayanaM, netraM@
@fabricated words@|@vaadaan.h@
@face@|@aananaM, vadana, vadhanaM, vaktraM@
@Face@|@aanana@
@face dedicated to(huddled up between) the knees@|@chubukasamarpitajaanu@
@face downwards@|@adhomukha@
@face upwards@|@uurdhva\-mukha@
@faces@|@mukhaani@
@facing inwards@|@paraaN^gmukhii@
@failing to attain@|@apraapya@
@failure@|@asiddhau@
@fair-limbed@|@karabhoru@
@faith@|@nishhThaa, shraddhaa, shraddhaaM, shraddhaH, vishvaasa@
@fall (set)@|@asta@
@fall down@|@chyavanti, patanti@
@fallen (past part.)@|@patitaM@
@falling@|@patana@
@falls back@|@vinashyati@
@false@|@anR^ita@
@false ego@|@ahaN^kaaraH, ahaN^kaaraM@
@fame@|@khyaatii, kiirtiH, kiirtii, yashaH@
@familiarity@|@parichaya@
@family@|@gotra, kula, kulaM, kuTumba, kuTumbaka, parivaaraH, va.nsha@
@Family@|@anvaya@
@family ladies@|@kulastriyaH@
@family welfare@|@yogakshemaM@
@family+destroyers (2 persons)@|@kulaniha.ntaarau@
@famine@|@durbhiksha@
@famous@|@khyaata, vikhyaata@
@famous(Masc.nom.S)@|@prasiddhaH@
@fancy@|@vikalpa@
@fang@|@da.nshhTraa@
@far@|@duura@
@far away@|@duurasthaM@
@far better@|@shreyaan.h@
@farmer@|@karshhaka@
@fast@|@aashu@
@father@|@janaka, pitaa, pitR^i, taataH@
@father of the human race@|@manu@
@father-in-law@|@shvashura@
@fathers@|@pitaraH, pitR^in.h@
@fathers-in-law@|@shvashuraan.h, shvashuuraaH@
@fatty@|@snigdhaaH@
@fault@|@doshhaM@
@fear@|@bhaya, bhayaM, bhiiti, bhiitiH, bhiitiM, sha.nkaa@
@fearful@|@bhiitabhiitaH, bhiitaM@
@fearlessness@|@abhayaM@
@fears@|@bibheti@
@fears and anxieties@|@chintaaM@
@feather@|@piJNcha@
@feathered arrow@|@punkhitashara@
@feelings of pain@|@vedanaa@
@feet@|@paadau@
@female@|@naarii@
@female companion@|@jaayaa@
@festival@|@utsava@
@fever@|@jvara@
@fickle@|@chapala@
@fickle-minded@|@chapalaM@
@field@|@a.ngaNa, kshetra@
@fierce@|@utkaTa@
@fierce form@|@ugraruupaH@
@Fifth lunar Tithi@|@panchamii@
@fight@|@yudhya, yudhyasva@
@fight/discord/argument@|@kalaha@
@fighting@|@sa.ngraamaM@
@filmstar@|@naTaH@
@Finger@|@tarjanii@
@finis@|@saMpuurNam.h@
@fire@|@agni, agniH, anala, analaH, paavakaH, vahni, vanhiH@
@fire ( for worship)@|@vahniH@
@fire (one who eats offerings)@|@hutabhuk.h@
@fire coming out of Your mouth@|@hutaashavaktraM@
@fire in the forehead (??? again perhaps wrong)@|@kapaalnala@
@firewood@|@edhaa.nsi@
@firm@|@sthiraM@
@firm ground@|@bhumikatva@
@firmness@|@dhR^itiH, dR^iDhataa@
@first@|@prathama@
@First@|@aadau@
@First house or house of body@|@tanu-bhaava@
@First nakshatra@|@aashvinii@
@First Zodiacal sign Aries@|@meshha@
@fiscal@|@aarthika@
@five@|@pa.ncha, paJNcha@
@fix@|@aadhatsva@
@fixed@|@aaveshita, pratishhThitaa, sthira@
@fixed in devotion@|@abhiyuktaanaaM@
@fixed mind (in happiness)@|@bhaavanaa@
@Fixed Signs@|@sthira-raashi@
@fixing@|@samaadhaaya@
@flame@|@jvala@
@flashlight@|@karadiipaH@
@flatter@|@stuva.nti@
@flawless@|@nirdoshhaM@
@flesh+etc@|@maa.nsaavasaadi@
@flickering@|@chaJNchalaM, chalaM@
@flood@|@puura@
@flourishing@|@samR^iddhaM@
@flow@|@nivaha@
@flower@|@kusuma, pushhpa@
@flowered@|@phulla@
@flower-pot@|@pushhpadhaanii@
@flowertipped (also the metre with that name)@|@pushhpitaagraM@
@flowery@|@pushhpitaaM@
@flute@|@muralii, veNuH@
@followers@|@anuyaayinaH@
@following@|@aasthaaya, abhirataH, anu, anuprapannaaH, anusaara@
@follows in the footsteps@|@anuvartate@
@Food@|@bhaksha@
@food cooked three hours before being eaten@|@yaatayaamaM@
@fool@|@muurkha@
@foolish@|@durmatiH, vichitra, vimuuDha@
@foolish man@|@muudha@
@foolish men@|@muuDhaaH@
@foolish mind!@|@muuDhamate@
@foolish person@|@muuDha@
@foolish persons@|@vimuuDhaaH@
@foolishly puffed up@|@durvidagdha@
@fools@|@muuDhaa@
@foot@|@charaNa, paada@
@for a respectable man@|@sambhaavitasya@
@for all worthy or meaningful or riches@|@sarvaartha@
@for bondage@|@nibandhaaya@
@for clarifying@|@vishuddhaye@
@for crossing the ocean of births \& deaths@|@bhavataraNe@
@for destruction@|@kshayaaya, naashaaya@
@for earning maney@|@arthopaarjanaaya@
@for enjoying the result of work@|@kaamakaareNa@
@for example@|@udaaharaNaaya@
@for happiness@|@sukhataH@
@for information@|@sa.nGYaarthaM@
@for joking@|@avahaasaarthaM@
@for liberation@|@amR^itattvaaya@
@for long@|@chiraaya@
@for my sake@|@madarthe@
@for My sake@|@madarthaM@
@for one who performs no sacrifice@|@ayaGYasya@
@for perfection@|@sa.nsiddhau, siddhaye@
@For pleasing the Lord sItArAma@|@shriiraamacha.ndrapriityarthe@
@for protecting@|@traatuM@
@for protection@|@rakshaNaaya@
@for putting down (the next step)@|@nikshepaNaya@
@for religious principles@|@dharmyaat.h@
@for seeing@|@darshanaaya@
@for self-realization@|@brahmabhuuyaaya@
@for sense enjoyment@|@aatmakaaraNaat.h@
@for the annihilation@|@vinaashaaya@
@for the deliverance@|@paritraaNaaya@
@for the family@|@kulasya@
@for the hell@|@narakaaya@
@for the introspective@|@pashyataH@
@for the kingdom@|@raajyasya@
@for the purpose of liberation@|@mokshaaya@
@for the purpose of purification@|@shuddhaye@
@for the reason@|@hetunaa@
@for the renounced order@|@sa.nnyaasiinaaM@
@for the sake of causing annihilation@|@utsaadanaarthaM@
@for the sake of devotional service@|@yogaaya@
@For the sake of dharma@|@dharmaarthaM@
@for the sake of fighting@|@yuddhaaya@
@for the sake of getting some return@|@pratyupakaaraarthaM@
@for the sake of the belly/living@|@udaranimittaM@
@for the sake of the earth@|@mahiikR^ite@
@for the sake of the world@|@bhavaaya@
@for the sake of Yajna (KRishhNa)@|@yaGYaaya@
@for the son of Dhritarashtra@|@dhaartaraashhTrasya@
@for the welfare of all living entities@|@sarvabhuutahite@
@for the worship@|@aaraadhanaM@
@for those who are attached@|@prasaktaanaaM@
@for those who are killers of the family@|@kulaghnaanaaM@
@for those who are not renounced@|@atyaaginaaM@
@for war(dissension) or peace-making@|@vigrahasandhau@
@for your benefit@|@hitakaamyayaa@
@force@|@balaa, haTa, sahaH@
@fordable with great difficulty@|@bahudustaare@
@forehead@|@bhaalaM, kapaala@
@Foreign@|@yavana@
@foreign country@|@paradesha@
@foreign land@|@paradesha, videsha@
@forest@|@araNyam.h, kaanana, vana, vanaM@
@forgetfulness@|@apohanaM@
@forgivance@|@kshamaa@
@forgiving@|@kshamii@
@form@|@ruupasya, ruupeNa, svaruupaM@
@form from ``as.h'' meaning ``those who may be''@|@syuH@
@form of a demigod@|@tanuM@
@formerly@|@puraa@
@formidable@|@duraasadaM@
@forms@|@aakR^itiini, muurtayaH, ruupaaNi@
@fort@|@durga@
@fortnight@|@paksha@
@fortune@|@adR^ishhTa, bhaagadheya@
@fortune; luck@|@bhaagyaM@
@four@|@chatuH, chatus.h, chatvaaraH, chatvaari@
@four kinds of@|@chaturvidhaaH@
@four-handed@|@chaturbhujena@
@Fourteenth nakshatra@|@chitraa@
@fourth@|@chaturtha@
@fourth incarnation of Vishnu@|@narasi.nha@
@Fourth nakshatra@|@rohiNii@
@fox@|@jambuukaH, shR^igaalaH@
@fragmental particle@|@a.nshaH@
@fragrance@|@gandhaH, saurabha@
@Free@|@svata.ntra@
@free from@|@nirmuktaaH, viita@
@free from all association@|@saN^gavivarjitaH@
@free from all fear@|@vyapetabhiiH@
@free from blemish@|@nirapavaadaH@
@free from care@|@udaasiinaH@
@free from disease@|@niiruja@
@free from envy@|@vimatsaraH@
@free from falsehood@|@niraJNjana@
@free from ideas of gain and protection@|@niryogakshemaH@
@free from the feeling of possessiveness@|@aparigrahaH@
@freed from all distress@|@gatavyathaaH@
@freed from all past sinful reactions@|@akalmashhaM@
@freedom@|@vimochana@
@freedom from anger@|@akrodha, akrodhaH@
@freedom from doubt@|@asammohaH@
@freedom from envy@|@adrohaH@
@freedom from fear@|@abhaya@
@freedom from greed@|@aloluptvaM@
@freedom from reaction@|@naishhkarmyaM@
@Friday@|@shukravaara@
@friend@|@bandhuH, sahaaya, sakhaa, sakhi, sHR^id.h@
@friendly@|@maitraH@
@friends@|@sakhiin.h@
@friendship@|@maitrii, sauhR^ida, sauHR^ida@
@friendship (oil)@|@snehaH@
@from@|@aa, prabhR^iti@
@from  the southern direction@|@dakshiNaattaat.h@
@from a good family@|@kuliina@
@from a young age@|@baalyakaalaat.h@
@from above@|@uurdhvaat.h@
@from all (sides)@|@sarvato@
@from all around@|@sama.ntaat.h@
@from all around the world@|@vishvataaH@
@from all sides@|@samantataH@
@from all sinful reactions@|@sarvapaapaiH@
@from anger@|@krodhaat.h@
@from attachment@|@saN^gaat.h@
@from below@|@adharaat.h@
@from bondage@|@bandhaat.h@
@from capability@|@shakyattvaat.h@
@from desire@|@kaamaat.h@
@from fruitive work@|@karmajaa@
@from grains@|@annaat.h@
@from happiness@|@harshha@
@From he Complete whole@|@puurNaat.h@
@from ill fortune@|@ashubhaat.h@
@from illusion@|@sammohaat.h@
@from KRishhNa@|@kR^ishhNaat.h@
@from Me@|@maamakaM@
@from one in pure consciousness@|@prayataatmanaH@
@from others@|@anyebhyaH@
@from outer space@|@dyau@
@from people@|@lokaat.h@
@from rains@|@parjanyaat.h@
@from rAma? source?@|@aaraamaH@
@from sins@|@kilbishhaiH, paapaat.h@
@from the battlefield@|@raNaat.h@
@from the bondage@|@bandhanaiH@
@from the bondage of birth and death@|@janmabandha@
@from the bondage of the law of fruitive actions@|@karmabhiH@
@from the dualities@|@dvandvaiH@
@from the front@|@purastaat.h@
@from the gates of ignorance@|@tamodvaaraiH@
@from the great defects@|@mahaadoshhaat.h@
@from the great obstacles@|@mahaavighnaat.h@
@from the great sins@|@mahaapaapaat.h@
@from the hand@|@hastaat.h@
@from the master of all mysticism@|@yogeshvaraat.h@
@from the mind@|@maanasaaH@
@from the mode of goodness@|@sattvaat.h@
@from the mode of passion@|@rajasaH@
@from the mystic link@|@yogaat.h@
@from the ocean@|@saagaraat.h@
@from the performance of sacrifice@|@yaGYaat.h@
@from the person@|@purushhaat.h@
@from the previous body@|@paurvadehikaM@
@from the sense objects@|@indriyaarthebhyaH@
@from their source@|@ashayaat.h@
@from there@|@tatastataH@
@from very great@|@mahataH@
@from where@|@kutaH@
@from whom@|@yasmaat.h@
@from you@|@tvatto@
@from You@|@tvattaH@
@fromthe world@|@sa.nsaaraat.h@
@frosty season@|@shishira@
@fruit@|@phala@
@fruitful@|@saphala@
@fruits resembling actions@|@phalaanumeyaaH@
@frustrated@|@tapta@
@fuel@|@indhana@
@full@|@paripuurNa, sampuurNa@
@Full lifespan taken as 75-120 years@|@puurnaayu@
@full of@|@aakula, mayaH@
@full of Brahma (Ananda) i.e.bliss@|@brahmamayaH@
@full of discriminating knowledge@|@vipashchitaH@
@full of effulgence@|@tejomayaM@
@full of great happiness@|@aanandamayaH@
@full of greater(scientific in a way) knowledge@|@viGYaanamaya@
@full of Gyana or knowledge@|@GYaanamayo@
@full of miseries@|@asukhaM@
@full of speech@|@vaa.ngmaya@
@full of tears@|@ashruupuurNaakula@
@full of the `mind' or consciousness@|@chinmayaH@
@full of/completely filled@|@mayaM@
@Full relationship between planets@|@sambandha@
@full stop@|@viraamaH@
@fully armed@|@sannaddhaH@
@fully endeavoring@|@yatantaH@
@fully equipped@|@sampanne@
@fully in Me@|@manmayaa@
@fully joyful@|@prasannaatmaa@
@fully purified@|@vishuddhayaa@
@functions of the life breath@|@praaNakarmaaNi@
@funeral pyre@|@chitaa@
@furious@|@samada@
@future@|@bhavi, bhavishhya, bhavishhyaaNi, bhavishya@
@gain@|@laabhaM, labhasva@
@gained@|@labdhaM@
@gaining@|@aapannaaH@
@gains@|@labhet.h@
@gambling@|@dyutaM@
@gaNaanaaM pathiH or lord of groups (of devas)@|@gaNapati@
@Ganesh@|@gaNapatiM@
@ganga@|@jahnusutaa@
@garbage@|@avakaranikara@
@garbage bin@|@avakarikaa@
@garden@|@udyaana@
@Garland@|@haara, maalaa, maalikaa@
@garland (like)@|@daama@
@Garland of beauty@|@sau.ndaryamaalikaa@
@garlands@|@maalya@
@garment@|@ambaraM@
@Garment@|@vastra@
@garments@|@vaasaa.nsi@
@Garuda@|@vainateyaH@
@gata + asuun.h:departed life (dead people)@|@gataasuun.h@
@gathering@|@saN^gha@
@gave@|@adadat.h@
@gave (from daa : to give)@|@dadau@
@gave up@|@mumocha@
@gazing between ones eyes@|@shaambhavii\-mudraa@
@gem@|@maNi@
@gem named Kostubha@|@koustubha@
@gen. sing. of brahman@|@brahmaNaH@
@gen. sing. of jyaayas@|@jyaayasaH@
@gender@|@liN^gaM@
@genders@|@liN^gaanaaM, liN^gaani@
@general infamy@|@lokaapavaada@
@generally@|@saamyena@
@generation@|@udbhavaH@
@generations@|@prajaaH@
@generous@|@udaara@
@gentleness@|@maardavaM@
@geometry@|@bhuumiti@
@get relief@|@muchyante@
@get up@|@uttishhTha@
@gets@|@avaapnoti, upaiti@
@ghana also means cloud@|@ghana@
@ghastly@|@ghore@
@ghee@|@dhR^ita@
@ghosts@|@bhuutagaNaan.h@
@girl@|@baalikaaH@
@Girl@|@baalaa@
@give@|@dadati, vidadhaami@
@give heat@|@tapaami@
@give up@|@utsR^ija@
@given@|@dattaM@
@giver@|@daayinii@
@giver of auspicious@|@shubhadi@
@giver of fruits (rewards@|@phaladaa@
@gives up@|@prajahaati, utkraamati@
@giving@|@daaH, pradaana@
@giving advice@|@upadeshayati@
@giving up@|@tyakta, utsR^ijya, vihaaya, vimokshaNaat.h, visR^ijan.h@
@giving up completely@|@sa.nnyasya@
@giving up the taste@|@rasavarjaM@
@gladdened@|@hR^ishhitaH@
@glance@|@kaTaaksha, kshaNaviikshita@
@glasses@|@upanetram.h@
@gleam@|@dyuti@
@glide@|@dravanti@
@globe@|@gola@
@glories@|@maahaatmyaM, mahimaanaM, viiryaaM@
@glorious@|@gariiyaan.h, urjitaM@
@glory@|@gaurava, yashas.h@
@Glory@|@mahimaa@
@glowing@|@bhaasvataa, diiptaM, diiptimantaM, kaantaM, lasatbhiH@
@glue@|@niryaasaH@
@gnat@|@mashaka@
@go@|@vraja@
@go on remembering@|@anusmara@
@goal@|@lakshyam.h, uddeshaH@
@goat@|@aja@
@god@|@sura@
@God@|@bhagavat.h, deva, devaM, iisha, paramesha@
@god of gods@|@mahendra@
@god of love@|@madanaM, manmatha@
@god of luck and wisdom@|@gaNapatii@
@God of mountain attributed to Lord Shiva@|@girish@
@god of war@|@skanda@
@goddess@|@devataa@
@Goddess Durga@|@durgaa@
@Goddess Lakshmi@|@indiraa@
@goddess of speech and learning@|@sarasvati@
@goddess of wealth@|@lakshmi@
@Godess@|@devi, devii@
@godly@|@daivaH@
@god's@|@bhagavad.h@
@goes@|@gachchhati, prayaati, yaati@
@going@|@gachchhan.h, gamanaM@
@Going@|@gamana@
@going against the grain@|@pratiloma@
@gold@|@heman.h, kaaJNchana, kaaJNchanaH, kanaka, paavaka@
@golden@|@sauvarNa@
@gone@|@gata@
@good@|@shreyaH, shubha, shubhaM, su@
@good and bad results@|@sukR^itadushhkR^ite@
@good beings'@|@sattvaanaaM@
@good character@|@sushiilatva@
@good conduct / behaviour@|@sadaachaar@
@good deed@|@sukR^itiM@
@good deeds; sacrifices@|@kratavaH@
@good man@|@saadhu, sajjana, satpurushha, sujana@
@good or useful work particularly helpful to many@|@satkaarya@
@good son@|@suputra@
@good to us@|@svastirno@
@good virgin@|@sukanya@
@good words@|@suukta@
@goodness@|@bhadraaH@
@goose@|@ha.nsa@
@Gospel@|@kathaamR^ita, kathaamR^itaM@
@governing all the demigods@|@adhidaivaM@
@government@|@shaasana@
@Govinda@|@govindaM@
@grace@|@prasaadaat.h, sharma@
@graceful@|@lalita@
@grain@|@dhaanya, sasya@
@Grammar@|@vaiyaakaraNa@
@grammatic formula ``DukRi.nkaraNa''@|@DukR^iJNkaraNa@
@Grandfather Bhishma@|@bhiishhmaH@
@grandfathers@|@pitaamahaaH, pitaamahaan.h@
@grandsons@|@pautraaH, pautraan.h@
@grasping-power@|@praGYaa@
@grass@|@tR^iNa, tR^iNaa@
@Grateful@|@kR^itaGYa@
@gratitude@|@kR^itaGYataa@
@graveyard@|@smaashana@
@gravitational attraction@|@gurutvaaakarshhaNa@
@greasy@|@snigdha@
@great@|@bhuuri, mahaan.h, mahataa, mahatiiM, pravR^iddhaH, suvipulaM@
@great (those that deserve to be called great)@|@mahaarha@
@great achievements including mystic powers@|@siddhayaH@
@great care \& attention@|@mahadavadhaanaM@
@great chariot fighters@|@mahaarathaaH@
@great fighter@|@mahaarathaH@
@great man@|@mahaajanaH, mahaatman.h, mahat.h@
@Great man@|@mahaatmaa@
@great person@|@mahaniiya@
@great sages@|@maharshhayaH, maharshhi, R^ishhin.h@
@great sages or devotees@|@maniishhiNaH@
