@English@|@Italian (Theology)@
@effect@|@efficacia, impatto, incidenza, portato, ricaduta, risultato@
@effective@|@di fatto, effettivo, efficace@
@effectively@|@di fatto@
@efficacious@|@efficace@
@efficacy@|@efficacia@
@effort@|@fatica, fatica@
@either@|@entrambi@
@either…or@|@né…né, sia…sia@
@elaborate@|@complesso@
@election@|@nomina@
@element@|@componente@
@elevation@|@rialzo@
@eligible@|@idoneo@
@eliminated@|@sconfitto@
@elimination@|@sconfitta@
@else@|@altro@
@elsewhere@|@altrove@
@elusive@|@imprendibile, inafferrabile@
@embarrasment@|@vergonia@
@embedded in@|@fitto@
@emblematic@|@emblematico@
@emiment@|@eminente@
@emotion@|@sentimento@
@emotional@|@affettivo@
@emotions@|@sentimento@
@emphasis@|@rilievo@
@employee@|@assunto@
@employer@|@padrone@
@employment@|@impiego@
@emptiness@|@vouto@
@enchanting@|@affascinante, incantevole@
@enclosure@|@clausura@
@encounter@|@confronto, incontro@
@encouraging@|@rassicurante@
@encumbered@|@impedito@
@encumbrance@|@imbarazzo@
@end@|@chiusura, epilogo, punta, scorcio, termine, traguardo, tramonto, ultimo@
@ending@|@chiusura@
@endless@|@inesauribile, interminabile@
@enduring@|@duraturo@
@energetic@|@attivo@
@energy@|@carica@
@engaged@|@impegnato@
@engaging@|@avvincente@
@engrossed@|@partecipe@
@enlargement@|@ampliamento@
@enormous@|@madornale@
@enough@|@assai@
@ensemble@|@assieme, insieme@
@entangled (past part. of impegnare)@|@impegnato@
@entirely@|@affatto, compiutamente, interamente@
@entirety@|@interezza, intero@
@entitlement@|@diritto@
@entry@|@ingresso@
@envious@|@geloso@
@environment@|@ambiente, cornice@
@environment (precedente- retroterra)@|@contesto@
@envoy@|@inviato, legato@
@epitome@|@somma@
@epoch@|@secolo@
@equal@|@pari, uguale@
@equally@|@parimenti@
@equity@|@giustizia@
@equivalent value@|@controvalore@
@erect (diritto- retto)@|@dritto@
@erect (dritto- retto)@|@diritto@
@error@|@vizio@
@eruption@|@sfogo@
@escape@|@fuga@
@especially@|@soprattutto@
@essay@|@tema@
@essence@|@somma@
@essential@|@vitale@
@essentials@|@sintesi@
@established@|@fissato@
@establishment@|@constatazione, instaurazione@
@estate@|@tenuta@
@esteem@|@conto@
@estimate@|@stima, valutazione@
@estimation@|@apprezzamento@
@estrangement@|@allontanamento@
@etiquette@|@cerimoniale@
@evaluation@|@stima, valutazione@
@eve@|@vigilia@
@even@|@addirittura, anche, magari, nemmeno, pari, perfino, persino, piano, sino@
@even if@|@magari, pure, quand'anche, quantunque, seppure@
@even more@|@maggiormente@
@even number@|@pari@
@even though@|@pure, sebbene@
@evening prayer@|@vespro@
@even-tempered@|@pacato@
@eventually@|@alfine, alla fine@
@everlasting@|@perenne@
@every@|@ciascheduno, ciascuno@
@every now and then@|@di tanto in tanto, ogni tanto@
@every one@|@ciascheduno, ciascuno, ognuno@
@every so often@|@ogni tanto@
@every time@|@qualvolta@
@everybody@|@ognuno@
@everyday@|@corrente@
@everyone@|@tutti quanti@
@everywhere@|@dappertutto@
@everywhere (dappertutto- dovunque- ovunque- per ogni canto)@|@dovunque, per ogni canto@
@everywhere (dappertutto- dovunque- per ogni canto)@|@ovunque@
@evidence@|@comprova, indizio, prova@
@evident@|@palese@
@evil@|@iniquo, malvagio, malvagità, piaga@
@evil deed@|@malvagità@
@evil doer@|@malfattore@
@evolvement@|@sviluppo@
@ex#2:  la portata dell'indagine = the scope of the investigation or the importance of the investigation)@|@portata@
@exact@|@giusto, preciso, retto, stretto@
@exacting@|@impegnativo@
@exactly@|@propriamente, proprio@
@examination@|@riscontro@
@example@|@specchio@
@exceedingly@|@oltremisura, oltremodo@
@excellence@|@bontà@
@excellent@|@aureo, pregevole@
@except@|@senonchè, tranne@
@except for@|@tolto@
@excess@|@disordine@
@excessive@|@spinto@
@exchange value@|@controvalore@
@excitement@|@esaltamento, fermento@
@exclusively@|@unicamente@
@excursion@|@gita@
@execution@|@svolgimento@
@exempt@|@esente@
@exertion@|@fatica, sforzo@
@exhaltation@|@effluvio@
@exhausted@|@affranto, esausto@
@exhausting@|@faticoso@
@exhaustion@|@fatica@
@exhaustive@|@esauriente@
@exigent@|@esigente@
@exile@|@profugo@
@exiled@|@profugo@
@existential@|@esistenziale@
@existing@|@sussistente@
@exit@|@sbocco@
@expanse@|@distesa, specchio@
@expansion@|@ampliamento@
@expectation@|@aspettativa, attesa, istanza, previsione@
@expected@|@atteso, previsto@
@experienced@|@esperto, sperimentato@
@expert@|@dotto, maestro@
@expiatory@|@espiatorio@
@explained@|@esposto@
@explanatory@|@interpretativo@
@exposed@|@scoperto@
@expressed (past part. of esposto)  (ex:  La situatione esposta è urgente. = The situation as explained is urgent.)@|@esposto@
@expression@|@faccia, piglio, volto@
@exquisite@|@pregevole@
@extended@|@disteso, esteso@
@extension@|@ampliamento, aumento@
@extensively@|@ampiamente@
@extent@|@ambito, ampiezza@
@exterior@|@apparenza@
@extinct@|@scomparso@
@extinction@|@scomparsa@
@extracted@|@ricavato, sconfitto@
@extraneous- foreign@|@estraneo@
@extraordinary@|@soprannaturale@
@extras@|@incerto@
@extreme@|@soprannaturale, spinto@
@extremely@|@oltremisura, oltremodo@
@exultation@|@trionfo@
@f. pl. = vestigia )- vestiges@|@vestigio@
@facade@|@fronte@
@face@|@parete@
@faced with@|@di fronte a@
@facet@|@volto@
@facing@|@di fronte a, rivolto@
@faction@|@setta@
@fading@|@tramonto@
@failed (past part. of respingere)@|@respinto@
@faint@|@basso@
@fair@|@adeguato, doveroso, giusto, ragionevole@
@fair play@|@cavalleria@
@fairness@|@giustizia@
@faith@|@culto@
@faithfulness@|@fedeltà@
@fake@|@finto@
@fall@|@dicesa, discesa, rovina@
@false accusation@|@calunnia@
@falsehood@|@finzione@
@falsehood (bugia)@|@menzogna@
@falsehood (menzogna)@|@bugia@
@familiarity (abitudine- consueto- norma- prassi- regola- uso)@|@consuetudine@
@family@|@razza, stirpe@
@famous@|@rinomato@
@fan@|@ventaglio@
@fancy@|@capriccio, sogno@
@fantasy@|@mitico@
@far@|@di gran lunga@
@far down@|@profondo@
@far from@|@tutt'altro che@
@far from it!@|@tutt'altro@
@farm@|@tenuta@
@farmer@|@contadino@
@farther on@|@oltre@
@farthest@|@ultimo@
@fascinating@|@affascinante, attraente, avvincente@
@fashion@|@moda@
@fast@|@serrato, vigilia@
@fastener@|@gancio@
@fat@|@unto@
@fate@|@sorte@
@fatiguing@|@faticoso@
@faucet@|@rubinetto@
@fault@|@vizio@
@favorable@|@favorevole@
@favorite@|@predilezione@
@feast@|@ricorrenza@
@feast (banchetto)@|@convito@
@feast (convito)@|@banchetto@
@feats@|@gesto@
@features@|@tratto@
@fecond@|@fecondo@
@fee@|@diritto@
@feeling@|@senso, sentimento@
@fellow@|@tizio@
@fertile@|@fecondo@
@fetters@|@ferro@
@fickle@|@mutevole@
@fictitious@|@finto@
@field@|@ambito, sfera@
@fight@|@incontro, lotta, scontro@
@figure@|@cifra, forma@
@file@|@rango, scheda@
@filled with@|@compreso@
@final@|@ultimo@
@finally@|@infine@
@financée@|@promessa@
@find (riscontro- ritrovato- scoperta)@|@rinvenimento@
@finding@|@rinvenimento@
@fine@|@sottile@
@finished@|@compiuto@
@finishing line@|@traguardo@
@fire@|@fuoco@
@firm@|@incrollabile, saldo@
@firm belief@|@convinzione@
@first@|@principe@
@first and foremost@|@anzitutto@
@first appearance@|@esordio@
@first of all@|@anzitutto, innanzitutto@
@fished (past part. of pescare)@|@pescato@
@fit@|@accesso, crisi, idoneo, parossismo@
@fit of anger@|@scatto@
@fitting@|@apposito, congruo, conveniente@
@fixed@|@a posto, fissato, truccato@
@flash@|@scintilla@
@flavor@|@gusto, sapore@
@flaw@|@vizio@
@fleeting@|@caduco@
@flock@|@gregge@
@flourishing@|@vitale@
@flow@|@corrente@
@flowing@|@corrente, scorrevole@
@fluent@|@corrente, scorrevole@
@fluid@|@scorrevole@
@fog@|@caligine@
@following@|@appresso, successivo, susseguente@
@fond of@|@legato@
@fondness@|@affetto, predilezione, tenerezza@
@font (germe- origine- principio- provenienza- sorgente)@|@fonte@
@food@|@mangiatoia@
@foolish@|@stolto@
@foothold@|@scalino@
@footprint@|@orma, passo@
@footprint (orma- passo- pista- traccia)@|@vestigio@
@footsteps (ex:  Lui segue la scia di Gesú. = He follows in the footsteps of Jesus.)@|@scia@
@for@|@per@
@for that matter@|@del resto@
@for the most part@|@prevalentemente@
@for worship@|@cultuale@
@forbidden@|@vietato@
@force@|@arma, efficacia, forza@
@forceful@|@efficace@
@forces@|@effettivo@
@fore@|@davanti, dinanzi@
@forecast@|@presagio, previsione@
@forefather@|@antenato@
@forehead@|@fronte@
@forever@|@in eterno@
@foreward@|@prefazione@
@form@|@forma@
@formal@|@cerimoniale@
@formality@|@modalità@
@format@|@tracciato@
@formerly@|@già@
@formula@|@ricetta@
@forseeable@|@prevedibile@
@fortification@|@difesa@
@fortress@|@rocca@
@fortune@|@patrimonio, sorte@
@fortune-teller@|@indovino@
@forward@|@avanti@
@foundation@|@base, impostazione, sottofondo@
@fountain@|@fonte@
@fragmentary@|@spezzato@
@fragrance@|@effluvio, profumo@
@frail@|@caduco@
@frailty@|@caducità@
@frame of mind@|@disposizione@
@framework@|@cornice@
@frankly@|@apertamente@
@fraternity@|@fratellanza@
@fraud@|@inganno@
@free@|@affrancato, esente, gratis, gratuitamente, largo, sciolto@
@French@|@gallo@
@frequent@|@spesso@
@frequently (non di rado- sovente)@|@spesso@
@frequently (sovente- spesso)@|@non di rado@
@frequently (spesso- non di rado)@|@sovente@
@friction@|@attrito@
@fright@|@sgomento@
@frightening@|@tremendo@
@from@|@da, già, sino@
@from here@|@ne@
@from it@|@ne@
@from the beginning@|@da capo, daccapo, sin dall'inizio@
@from the beginning (da capo- daccapo- sin dall'inizio)@|@da principio@
@from the start (da capo- daccapo- da principio)@|@sin dall'inizio@
@from time to time@|@di tanto in tanto@
@from where@|@donde, onde@
@fruitful@|@fecondo@
@fugitive@|@profugo@
@fulfillment@|@attuazione, realizazzione@
@full@|@esauriente@
@full of@|@fitto@
@full of charm or character@|@suggestivo@
@full payment@|@saldo@
@fully@|@ampiamente, compiutamente, interamente@
@fully-developed (past part. of formare)@|@formato@
@fulness@|@ampiezza, pienezza@
@function@|@ministero@
@fundamental@|@basilare@
@fungible@|@fungibile@
@funny person@|@tomo@
@further@|@altro, ulteriore@
@further on@|@sotto, ulteriormente@
@furthermore@|@inoltre@
@fury@|@collera, ira@
@future@|@venturo@
@gained@|@ricavato@
@gallantry@|@cavalleria@
@gallery@|@galleria@
@gamble@|@scommessa@
@gamut@|@gamma@
@gang@|@progenie@
@gap@|@agio, breccia, distacco, divario, salto@
@garland@|@serto@
@gathered@|@colto, raccolto@
@gathering@|@concorrenza, raccolta@
@gathering (accolta- incontro)@|@raduno@
@gaze@|@sguardo@
@gear@|@marcia@
@general rule (abitudine- consueto- consuetudine- norma- regola- uso)@|@prassi@
@generally@|@perlopiù@
@generosity@|@cavalleria@
@generous (larghezza)@|@largo@
@genial@|@geniale@
@genie@|@genio@
@geniune@|@stretto@
@genre@|@genere@
@gentle@|@mansueto@
@gentleness@|@mitezza@
@gently@|@piano@
@genuine@|@verace@
@genus@|@genere@
@gesture@|@atto, segno@
@getting through@|@superamento@
@ghost@|@cadavere@
@gift@|@attitudine, genio@
@gist@|@contenuto@
@glad@|@lieto@
@gladly@|@volentieri, volontieri@
@glance@|@sguardo@
@glimpsed@|@intravisto@
@gloomy@|@sconfortante@
@glory@|@trionfo, vanto@
@gluttony@|@gola@
@goal@|@meta, mira, obiettivo, scopo@
@God-fearing@|@timorato di Dio@
@gold@|@aureo@
@golden@|@aureo@
@good@|@efficace@
@governing@|@reggente@
@gracefully@|@vagamente@
@grade@|@voto@
@grand@|@imponente@
@grandiloquence@|@enfasi@
@grant@|@sussidio@
@grasp (ex#1:  a portata di mano = within reach- handy or convenient@|@portata@
@grateful@|@grato, riconoscente@
@gratifiable@|@appagabile@
@gratification@|@appagamento@
@gratuitously@|@gratuitamente@
@grease@|@unto@
@greasy (past part. of ungere)@|@unto@
@great (ex:  somma sacerdote = high priest)@|@sommo@
@great deal@|@monte@
@greed (avarizia- brama- cupidigia- ingordigia)@|@gola@
@greed (avarizia- cupidigia- gola- ingordigia)@|@brama@
@greedy@|@bramoso@
@green light@|@via@
@grief@|@danno, pena, pianto@
@griefs@|@amarezza@
@grief-stricken@|@affranto@
@grievance@|@rancore@
@grip@|@aderenza, presa, tenuta@
@ground@|@causa, fondamento, massa@
@group@|@parrocchia@
@growing@|@crescente@
@grown-up@|@formato@
@growth@|@sviluppo@
@guard@|@scolta@
@guardian@|@custode@
@guardianship@|@tutela@
@guest@|@forestiero, ospite@
@guidance@|@consulenza, orientamento@
@guide@|@conduttore, faro, maestro@
@guiding@|@conduttore@
@guiding light@|@faro@
@guilty@|@colpevole@
@guilty party@|@colpevole@
@gust of wind@|@soffio@
@habit@|@consueto, consuetudine, costume, uso@
@habit (abitudine- consueto- consuetudine- norma- prassi- uso)@|@regola@
@habitat@|@ambiente@
@habitual@|@abituale, consueto@
@hail@|@rovescio@
@hail (temporale)@|@tempesta@
@half-seen@|@intravisto@
@halt@|@blocco, sosta, tappa@
@hampered@|@impedito@
@handling@|@condotta@
@handy@|@agevole, comodo@
@hanging@|@sospeso@
@happiness@|@gaudio, gioia@
@happy@|@lieto@
@hard@|@faticoso, travagliato@
@hard-fought@|@combattuto@
@hardly@|@appena@
@harm@|@danno@
@harmful@|@contrario, nocivo@
@harmony (concordanza)@|@concordia@
@harshness@|@durezza@
@haste@|@premura, pressa@
@hated@|@inviso@
@haughtiness@|@superbia@
@haughty@|@altezzoso, superbioso, superbo@
@having many uses@|@polivalente@
@havoc@|@sconvolgimento@
@havoc (sisma)@|@terremoto@
@hazard@|@incerto, rischio@
@hazily@|@vagamente@
@haziness@|@foschia@
@he@|@colui@
@head@|@cappello@
@heading for@|@diretto@
@healing@|@guarigione@
@heap@|@monte@
@heart@|@animo, midollo, profondo@
@heated@|@combattuto@
@heaven@|@provvidenza@
@heaven help (ex: "Guai ai voi- scribi e farisei ipocriti..."  - "Woe to you scribes and Pharisees- you hypocrites…" Mt 23:13)@|@guai@
@heavy@|@grosso, pesante, spesso@
@Hebrew@|@Ebreo, Ebreo@
@height@|@pienezza, rialzo, taglia@
@help@|@ausilio, sussidio@
@helpfulness@|@disponibilità@
@helping hand@|@spinta@
@helpless@|@indifeso, inerme@
@hence@|@quindi@
@heritage@|@eredità, patrimonio@
@hermitage@|@ritiro@
@herself@|@medesimo, se stesso@
@hesitancy@|@esitazione@
@hesitant@|@incerto@
@hesitating@|@sospeso@
@hidden@|@celato, coperto, nascosto@
@hideout@|@rifugio@
@highest@|@sommo, ultimo@
@hilltop@|@collina@
@himself@|@medesimo, se stesso@
@hind@|@cervo@
@hint@|@ombra, punta, sfumatura, spunto, suggerimento@
@hip@|@fianco@
@history (contesto- retroterra)@|@precedente@
@hit@|@successo, trionfo@
@hold@|@presa, stretta@
@holder@|@detentore@
@hole@|@fossa@
@holy@|@sacro@
@home@|@patria, tetto@
@homeland@|@patria@
@honest@|@fidato, retto@
@honestly@|@rettamente@
@honor@|@vanto@
@honors@|@lode@
@hope@|@aspettativa, attesa@
@horrible@|@maledetto@
@horrifying@|@impressionante@
@hospitable@|@ospitale@
@host@|@esercito@
@hostile@|@avversario@
@hot news@|@primizia@
@house@|@tetto@
@how@|@come, qualmente@
@How come?@|@Come mai?@
@how I wish@|@magari@
@how many@|@quanto@
@how much@|@quanto@
@however@|@benchè, d'altra parte, del resto, per quanto, tuttavia@
@however (benchè- comunque- nondimento- per quanto- peraltro- tuttavia)@|@pure@
@however (benchè- comunque- per quanto- peraltro- pure- tuttavia)@|@nondimento@
@however- though@|@peraltro@
@huge@|@madornale@
@hurry@|@pressa@
@hurt@|@ferita@
@hurtful@|@nocivo@
@husband@|@compagno, coniuge@
@husband and wife@|@coniuge@
@hypocrisy@|@finzione@
@I mean@|@cioè@
@I wish it were so!@|@magari@
@I wonder@|@chissà@
@ibid.@|@ivi@
@idea@|@concetto, immagine, pensiero, spunto@
@ideal@|@mitico@
@identical@|@preciso, uguale@
@identification@|@riconoscimento@
@if@|@laddove, ove, qualora@
@if ever@|@semmai@
@if it pleases you)@|@aggradare@
@if necessary@|@semmai@
@if only@|@purchè@
@if only (solamente- soltanto)@|@solo@
@if only (solamente)@|@soltanto@
@if only (unicamente)@|@solamente@
@ill will@|@rancore@
@illiterate@|@indotto@
@illness@|@malattia@
@illustration@|@immagine@
@image@|@ritratto@
@imaginary@|@mitico@
@imitator@|@epigono@
@immediate@|@diretto@
@immediately@|@all'impronta, subito@
@imminent@|@prossimo@
@impact@|@incidenza, urto@
@imperative@|@impositivo@
@impetus@|@carica@
@impious@|@empio@
@implant@|@trapianto@
@implementation@|@realizazzione@
@implication@|@coinvolgimento, risvolto@
@implicit@|@insito@
@implied@|@insito@
@importance@|@conto, peso, rilievo, significato, spessore, valore@
@important@|@significativo@
@imposing@|@imponente@
@imprecise@|@impreciso@
@impregnable@|@imprendibile@
@impression@|@immagine, impronta, orma@
@impressive@|@imponente, impressionante@
@imprudent@|@incauto@
@impulse@|@scatto@
@in@|@dentro, entro, fra, in, presso, tra@
@in a leisurely way@|@adagio@
@in a tie@|@pari@
@in accordance with@|@rispondente@
@in addition to@|@inoltre@
@in agreement with@|@solidale@
@in apposition (in grammar:  when a noun or pronoun is followed by another one which explains it)@|@appositivo@
@in between@|@frapposto@
@in case@|@laddove, ove, semmai@
@in comparison@|@al confronto@
@in comparison with@|@rispetto a@
@in conclusion@|@insomma@
@in conformity with@|@rispondente@
@in connection with@|@a proposito di, riguardo a@
@in consideration of@|@stante@
@in control of@|@preposto@
@in fact@|@anzi, di fatto, difatti, infatti@
@in favor@|@favorevole@
@in front of@|@al cospetto di, davanti a, di fronte a, innanzi a@
@in good part@|@sportivamente@
@in itself@|@di per sè@
@in like manner@|@parimenti@
@in most cases@|@perlopiù@
@in need@|@bisognoso@
@in order@|@a posto@
@in order that@|@affinchè, onde@
@in order to@|@al fine di, per@
@in other words@|@insomma, ovvero, vale a dire@
@in part@|@in parte@
@in reality@|@di fatto@
@in reverse order@|@al contrario@
@in some way or other@|@in qualche modo@
@in someone's presence@|@innanzi a@
@in spite of@|@malgrado, nonostante@
@in such a way@|@talmente@
@in suspense@|@sospeso@
@in that@|@in quanto@
@in the beginning@|@in principio@
@in the direction of@|@verso@
@in the end@|@alla fine, poi@
@in the end (alla fine)@|@alfine@
@in the meantime@|@frattanto@
@in the middle@|@tramezzo@
@in the middle of@|@tramezzo a@
@in the power of@|@in balia di@
@in the presence of@|@al cospetto di, davanti a@
@in the same way as@|@al pari di@
@in this life@|@quaggiù@
@in this world@|@quaggiù@
@in turn@|@a vicenda@
@in vain@|@invano@
@in view of@|@stante@
@in which@|@dove@
@in which (al quale)@|@in cui@
@in which (in cui)@|@al quale@
@inaccurate@|@impreciso@
@inadequate@|@scarno@
@inborn@|@ingenito, insito@
@incapable@|@inetto@
@incautious@|@incauto@
@incentive@|@spinta@
@incident@|@incidente@
@incisive@|@incisivo@
@inclination@|@propensione, vena@
@inclined@|@spinto@
@included@|@compreso@
@income@|@mensa@
@incompatible@|@incompatible@
@incompetent@|@inetto@
@incomplete@|@zoppo@
@inconsistent@|@incompatible@
@inconstant@|@mutevole@
@incontestable@|@inoppugnabile@
@inconvenience@|@disagio@
@increase@|@rialzo, salto@
@increment@|@scatto@
@indeed@|@bensì, davvero, difatti, infatti, veramente@
@indefinite@|@imprecisabile, incerto@
@indeterminate@|@imprecisabile@
@indication@|@accenno, segno, suggerimento@
@indifference@|@disinteresse, distacco@
@indifferent@|@sordo@
