@English@|@Maliseet@
@drink give SB ST to ~: slowly@|@menakatsihmuwal (vai)@
@drink of it: give SB a ~@|@t-osihmuwan (vt2o)@
@drink ST all at once without stopping@|@noqtonomon (vti)@
@drink ST of SB's@|@t-otolapuwewan (vt2o)@
@drink too much: SB ~s@|@mamhunossomu (vai)@
@drink with them@|@mawossuwama (vta)@
@drink: fail to provide SB enough to ~@|@nutasihmuwal (vta)@
@drink: SB ~s (alcoholic beverage)@|@kotuhsomu (vai)@
@drink: SB ~s alcohol often@|@wikossomu (vai)@
@drink: SB ~s around@|@yalcokossomu (vai)@
@drink: SB ~s shot of liquor@|@tokomosu (vai)@
@drink: SB ~s too much@|@mamhunossomu (vai)@
@drink: SB ~s with him@|@mawossominol (vai+o), nisossominiyal (vai+o)@
@drink: SB ~s with others@|@mawossomin (vai+o)@
@drink: SB didn't get enough to ~@|@nuttoqahsomu (vai)@
@drink: SB does not have enough to ~@|@nutahsomu (vai)@
@drink: SB forces SB to ~@|@cikawsihmuwal (vta)@
@drink: SB has had a lot to ~@|@ksihtaqot (vii)@
@drink: SB has had too much too ~@|@samtaqot (vai)@
@drink: SB is able to ~ a lot of it@|@mokehsomin (vai+o)@
@drink: SB wants to ~ (any beverage)@|@kotuwapuwe (vai)@
@drink: SB's ~@|@nopim (ni-d)@
@drink: slowly give SB ST to ~@|@menakacossomiyutolal (vta)@
@drink: too much to ~@|@kakawossomiyutolal (vta)@
@drinking glass@|@tuwapuwakon (-ok)(na)@
@drinking vessel@|@tuwapuwakon (-ok)(na)@
@drinking: SB is ~@|@tolapuwe (vai)@
@drip: SB ~s one drop at a time@|@posoqpehe (vai)@
@drip: ST ~s red@|@pqehpehe (vii)@
@drip: ST ~s repeatedly@|@psqopehtehson (vii)@
@drip: ST is heard ~ ing@|@motepehtehson (vii)@
@dripping: she is ~@|@tolpehe (vai)@
@dripping: ST is ~@|@tolopehtehson (vii), tolpehe (vii)@
@drive SB around in vehicle: SB ~s@|@iyaliphal (vta)@
@drive SB over ST@|@uskitkuwal (vta)@
@drive ST@|@pomkomon (vti), pompawotun (vti)@
@drive ST erratically@|@milkomon (vti)@
@drive ST forward: SB ~s@|@kossomkomon (vti)@
@drive ST into the ground@|@tolomomtihike (vai)@
@drive ST over ST@|@uskitkomon (vti)@
@drive ST there@|@t-olkomon (vti)@
@drive: start to ~ ST@|@macehkomon (vti)@
@driving around: SB is ~@|@yalotomhe (vai)@
@driving: SB is ~ around@|@yalotomhe (vai)@
@drool: SB ~s@|@sokopotune (vai)@
@droop: SB ~s@|@sukacokiye (vai)@
@droop: ST ~s@|@sukacokiye (vii)@
@drooping@|@sukacok- (pv/pn)@
@drop anchor: SB ~s@|@cuhponapsqe (vai), cuwahponapsqe (vai)@
@drop by to visit SB@|@nimske-natsakiyal (vta)@
@drop off: ST is a ~@|@koskapske (vii)@
@drop SB@|@poliphal (vta)@
@drop SB off for care@|@petsopqalal (vta), t-otolosopqalal (vta)@
@drop SB off on way by@|@nimskephal (vta)@
@drop ST@|@poliptun (vti)@
@drop ST off for care@|@petsopqatomon (vti)@
@drop ST off on way by@|@nimskeptun (vti)@
@drop: come (go) to ~ SB off for care@|@natsopqalal (vta)@
@drop: nearly ~ SB of poor grip@|@polapskonal (vta)@
@drop: SB ~ ST in@|@tepahkan (vai/vai+o)@
@drop: SB ~s by@|@nimskehe (vai)@
@drop: SB ~s by to visit for a very short time@|@nimskehtehsin (vai)@
@drop: SB ~s in@|@nimskehe (vai)@
@drop: SB ~s it@|@t-olahkan (vai/vai+o)@
@drop-off: edge of a ~@|@sopayahkiw (pc)@
@drown SB@|@piscopolal (vta)@
@drown: SB ~s@|@komoqiye (vai), piscope (vai), pucokossu (vai), pucoqossu (vai)@
@drum@|@pokhulakon (-ol)(ni), pokuhulakon (-ol)(ni)@
@drum song@|@kotuhmahsuwintuwakon (ni)@
@drum: heard ~ ming for SB@|@motiyahqehtehmuwal (vta)@
@drum: SB ~s@|@kotuhmahsu (vai)@
@drum: SB plays the ~@|@kotuhmahsu (vai)@
@drummer@|@nuci-pokuhulet (na)@
@drummers@|@nucipokuhulecik (na-pl)@
@drumming for SB: heard ~@|@motiyahqehtehmuwal (vta)@
@drumstick@|@kotuhmahsuwey (ni)@
@drunk: SB is ~@|@samtaqot (vai), aqanehsomu (vai), ksossomu (vai)@
@drunk: SB is a ~@|@wikossomu (vai)@
@drunk: SB is crazy ~@|@wiwonasossomu (vai)@
@drunkard@|@wikossomuwin (-uwok)(na)@
@dry dishes: SB ~s@|@kahsicukhike (vai)@
@dry heaves: SB has ~@|@nomokotessu (vai)@
@dry out: ST ~s t@|@sinpekiye (vii)@
@dry ST off briskly: SB ~s@|@kahsihputun (vti)@
@dry: be too ~ thus be brittle@|@samipahsu (vai), samipahte (vii)@
@dry: be too ~ thus be tough@|@samipahsu (vai), samipahte (vii)@
@dry: SB ~s quickly@|@peqessu (vai)@
@dry: ST ~s out@|@sinpekiye (vii)@
@dry: ST ~s quickly@|@peqessu (vii)@
@dry: ST is ~ (meat or fruit)@|@kispahte (vii)@
@drying: ST is ~ up@|@sikiqewsewiw (vii)@
@duck (especially black)@|@motehehsim (-ok)(na)@
@duck (species uncertain)@|@ahawoli (na)@
@duck to hide: SB ~s@|@kathucin (vai)@
@duck: salt water ~@|@pitapsq (-iyik)(na)@
@duffle-bag@|@somakonoss motqap (-iyil)(ni)@
@dug out canoe@|@walsoktahasik (-il)(ni)@
@dugout (baseball)@|@lamikan (ni) ²@
@dull: ST is ~ (blade)@|@mocikiyin (vii)@
@dulse@|@talsol (ni)@
@dump: SB ~s ST out (liquid)@|@sukayewotun (vai), sukayewotun (vai)@
@dumpling@|@toqonikon (-ok)(na)@
@dung@|@-kc (ni rt f), woc (-iyil)(ni)@
@during@|@qon- (pv)@
@dusk: ST is ~@|@piluwapotasu (vii)@
@dust@|@tewipqot (-ihil)(ni)@
@dust: speck of ~@|@qeqcokuhs (-ol)(ni)@
@dwell in ST (place)@|@-katom- (vti rt f)@
@dwell on ST (thinking/contemplating)@|@munsa-tpitahatomon (vti)@
@dwell: SB ~s (there)@|@wiku (vai)@
@dwelling@|@ikuwam (ni f), wikuwam (-ol)(ni)@
@dwelling: small ~@|@ikuwamsis (ni dim f)@
@dye SB@|@t-ocossal (vta)@
@dye ST@|@t-ocossomon (vti)@
@dye: SB ~s thus@|@olocossawiye (vai)@
@dyeing: SB is ~@|@tolocossawiye (vai)@
@dying: SB is ~@|@toline (vai)@
@dynamite: SB ~s@|@paskapskonikehehtahsu (vai), paskapskonikehtahsu (vai)@
@dynamiter@|@nuci-paskapskonikehtahsit (na)@
@each and every one individually@|@yat-te (pr)@
@each and every person@|@yat-te wen (pr)@
@each one individually@|@yet-te (pri)@
@each other@|@-oti- (v rt)@
@ear infection: SB has an ~@|@calokossewine(vai)@
@ear lobe: SB's ~@|@sokossuhuney (ni-d)@
@ear wax@|@qaqalokossawon (-ol)(ni)@
@ear: opening of SB outer ~@|@calokossaloq (ni-d)@
@ear: SB ~@|@calokoss (ni-d)@
@earache: SB has ~@|@calokossewine(vai)@
@early@|@miyahs- (pv), miyas- (pv)@
@early: ST is ~@|@miyahsiw (vii)@
@earn SB (money)@|@poqahal (vta)@
@earn ST@|@poqahtun (vti)@
@earring@|@sokossuhun (-ol)(ni)@
@earth@|@ktahkomiq (ni), skitkomiq (ni), tupqan (-ol)(ni)@
@earth surface@|@skitkomiq (ni)@
@earthquake: there is an ~@|@matkomikihpute (vii)@
@east: in the ~@|@cipenuk (loc)@
@Easter: ST is ~@|@apicipe (vii)@
@eastern white cedar (Thuja occidentalis)@|@kakskus (na)@
@Eastport (ME): in at or to ~@|@Muselenk (nl)@
@easy to do: ST is ~@|@komaseyu (vii)@
@eat a hole through ST@|@saputiyalokotomon (vti)@
@eat everything leaving nothing for SB else@|@nokkahtuwal (vta)@
@eat like a pig: SB ~s@|@kskonoqe (vai)@
@eat more than appropriate share of SB's food@|@t-olsiyal (vta)@
@eat more: SB ~s@|@aqamihpu (vai)@
@eat SB@|@t-otolomal (vta), mahal (vta)@
@eat SB all@|@nokkahlal (vta)@
@eat SB down to the bone or core@|@musikonapal (vta)@
@eat SB fast@|@sahsomal (vta)@
@eat SB raw@|@uskituwekhutun (vti)@
@eat ST@|@micin (vti)@
@eat ST all@|@nokkahtun (vti)@
@eat ST down to the bone or cob@|@musikonatomon (vti)@
@eat ST fast@|@sasotomon (vti)@
@eat ST raw@|@uskiyawotomon (vti)@
@eat ST thus@|@t-olotomon (vti)@
@eat too much of SB@|@usammal (vta)@
@eat: do not give SB enough to ~@|@nutahsomal (vta)@
@eat: SB ~s@|@mitsu (vai)@
@eat: SB ~s all SB wants@|@memhuwihpu (vai)@
@eat: SB ~s around (in various places)@|@yalihpu (vai)@
@eat: SB ~s frequently@|@qasqehpu (vai)@
@eat: SB ~s like a pig@|@noskonoqe (vai)@
@eat: SB ~s on the run@|@qasqehpu (vai)@
@eat: SB ~s people@|@pomawsuwinuwihpu (vai)@
@eat: SB ~s supper@|@wolaqihpu (vai)@
@eat: SB ~s too much@|@samihpu (vai)@
@eat: SB ~s until full@|@memhuwihpu (vai)@
@eat: SB ~s very little@|@monossehkasu (vai), monuhsehkasu (vai), monussehkasu (vai)@
@eat: SB ~s well@|@wolihpu (vai)@
@eat: SB ~s with fingers or hands@|@nimcokonike (vai)@
@eat: SB can ~@|@kisihpu (vai)@
@eat: SB comes and ~s supper@|@peci-wolaqihpu (vai)@
@eat: SB didn't get enough to ~@|@nuttoqahpu (vai)@
@eat: SB does not feel well enough to ~@|@mociluwe (vai)@
@eat: SB does not have enough to ~@|@nutahpu (vai)@
@eat: SB is going to ~@|@koti-mitsu (vai)@
@eat: SB is heard ~ ing@|@motehpu (vai)@
@eaten fast: ST is ~@|@sasotasu (vii)@
@eaten: SB has ~ enough@|@memihpu (vai)@
@eaten: ST is ~ fast@|@sasotasu (vii)@
@eater: SB is a fussy ~@|@eheluwihposku (vai)@
@eater: SB is a messy ~@|@tolcokihpu (vai)@
@eating liquid food: SB is ~@|@ksapuwe (vai)@
@eating: SB is ~ soup or stew@|@tolapuwe (vai)@
@eating: why is SB ~@|@mehsihpit (vai)@
@eats very little: SB ~@|@wahkacihpu (vai)@
@ebb and flow of tide@|@wahqapakuwiyak (ni)@
@ebb tide: ST is@|@wiqqot (vii)@
@eccentric: SB becomes ~@|@wiwonasiye (vai)@
@eccentric: SB is ~@|@assokeyu (vai), assokomahtu (vai)@
@echo: ST ~s@|@pokotahqewiye (vii)@
@eclipsed: SB is ~@|@seqqe (vai)@
@eczema: SB has ~@|@mokiye (vai)@
@eddy: there is an ~@|@apsqehton (vii)@
@edge of a brook: along the ~@|@sipuwahkuk (pc)@
@edge of SB eye@|@kecalokiqat (na)@
@edge: along the ~ of a brook@|@sipuwahkuk (pc)@
@edge: at or on the ~@|@keceyik (vii)@
@edge: ST is closest to the ~@|@piyemisopahte (vii)@
@educate SB@|@t-olokehkimal (vta)@
@edure: SB ~s it@|@tetoqi-ihin (vai)@
@eel@|@kat (-iyik)(na)@
@eel: small ~@|@katehsis (na dim)@
@efface ST: SB ~s@|@kahsehtun (vti)@
@effect: to no ~@|@pisuw- (pv/pn)@
@effeminate: SB is ~@|@petihkutuwomtu (vai)@
@egg@|@wawon (-ol)(ni)@
@egg mass of fish@|@ponomeqon (-ol)(ni)@
@egg SB on@|@macitake (vai)@
@egg SB on: SB ~s@|@kosomokimal (vta)@
@egg yolk@|@wisaweyik (-iyil)(ni)@
@egg: SB removes ~s from nest@|@monawone (vai)@
@eggs: SB sits on ~@|@ksossiyehsin (vai)@
@egg-shaped: SB is ~@|@wawonahkuksu (vai)@
@egg-shaped: ST is ~@|@wawonahkukot (vii)@
@eight@|@oqomolcin (pc), ukomolcin (pc)@
@eject SB from mouth with tongue@|@sukolahpal (vta)@
@eject ST from mouth with tongue@|@sukolahtomon (vti)@
@elbow: SB's ~@|@wosqonol (na-d)@
@elder@|@kehcikotonet (na)@
@elderberry fruit: red ~@|@puskockolanimin (-ol)(ni)@
@elecampane@|@minsossimahtek (-il)(ni), minsossuwimahtek (-il)(ni)@
@electric drill@|@pimonikon (-ol)(ni)@
@electrician@|@nuttokutahsit (na)@
@eleven@|@qotanku (pc)@
@eliminate SB@|@semahlal (vta), semahlal (vta)@
@eliminate ST@|@semahtun (vti)@
@else@|@apc (pc)@
@embarrass SB@|@t-oqewolal (vta)@
@embarrass: SB ~es intentionally@|@musikonakesku (vai)@
@embarrassed about ST@|@toqesiktun (vti)@
@embarrassed: SB is ~@|@tqesu (vai)@
@embarrassed: SB is so ~ that SB cries@|@sehsi-tqesu (vai)@
@embellish ST: SB ~s@|@amalhihtun (vti)@
@ember@|@pukset (-ol)(ni), sqotes (-ol)(ni)@
@embrace SB@|@t-otoli-ehkosqenal (vta)@
@embrace SB: SB ~s@|@kosqenal (vta)@
@embroider: SB ~s@|@amalhiqahsu (vai)@
@emphasizes previous word@|@ote (pc)@
@emprison SB: SB ~s@|@koppahal (vta)@
@empty ST@|@sukahtestun (vti)@
@empty: SB is ~@|@siqehe (vai), siqepu (vai), siqeyawiw (vai)@
@empty: SB sounds ~@|@siqehtaqsu (vai)@
@empty: ST is ~@|@siqehe (vii), siqeyawiw (vii)@
@emptying: SB is ~@|@siqehe (vai)@
@emptying: ST is ~@|@siqehe (vii)@
@enchanted: SB is ~@|@assokitahasu (vai)@
@encircle: SB ~s@|@wiwoniye (vai), wiwonopu (vai)@
@encircle: ST ~s@|@wiwoniye (vii)@
@encircling@|@wiwon- (pv), wiwoniw (pc)@
@enclosure: within ~@|@tepahkalusoniw (pc)@
@encounter SB suddenly@|@sesolaktehkuwal (vta)@
@encourage SB@|@nihkaskuwal (vta)@
@end: ST ~s@|@mettokot (vii)@
@end: ST ~s (event)@|@mehtonukot (vii)@
@end: ST comes to an ~ (island or faraway land)@|@metoqiciye (vii)@
@end: that is the ~ of him@|@mehtapeksu (vai)@
@end: the land ~s at the water@|@metkomike (vii)@
@endure@|@-kapuwi- (vai rt f/vii rt f)@
@endure it: SB ~s@|@tetoqi-ihin (vai)@
@endure ST: SB ~s@|@kisikapuwihtomon (vti)@
@endure: SB ~s@|@cikawiyusu (vai)@
@enemy: SB ~@|@ketunolacil (na), ketunolihcil (na)@
@engine@|@mosinol (ni), qaskuwiw (vii)@
@engines@|@mosin (ni-pl)@
@English: SB speaks ~@|@ikolisomanatuwe (vai)@
@Englishman@|@ikolisoman (na)@
@Englishwoman@|@ikolisomanisqehs (na)@
@enjoy doing ST@|@wikuwacehtun (vti)@
@enjoy going to school@|@wikuwatokehkima (vta)@
@enjoy making ST@|@wikihtun (vti)@
@enjoy playing with SB@|@wikuwatayyekhal (vta)@
@enjoy SB@|@wikuwaculal (vta)@
@enjoy seeing SB@|@wikuwaci-nomiyal (vta)@
@enjoy the feel of SB@|@wolomomal (vta)@
@enjoyable: ST is ~@|@wikuwaceyu (vii)@
@enlist SB@|@situwikhal (vta)@
@enough@|@kiyasqi (pc), tep- (pv)@
@enough: have ~ of ST@|@tepihtun (vti)@
@enough: there is ~ of ST to around@|@miskot (vii)@
@enough: there is not ~ of him@|@nuttoqehe (vai)@
@enough: there is not ~ of it@|@nuttoqehe (vii)@
@entangle ST (in ST): SB ~@|@ciqolatokehtun (vti)@
@enter: SB/ST ~s@|@ksehe (vai/vii)@
@entering@|@kse (ksiy-)(pv)@
@entirely@|@kihka ('kihkay-)(pv), psi (pc), psiw (pc)@
@epidermis@|@skitekon (-ol)(ni)@
@epilepsy: SB has ~@|@cipilqe (vai)@
@epileptic seizure: SB has a ~@|@cipilqe (vai)@
@equip SB: SB ~s@|@kisacikhal (vta)@
@equipment@|@wehkewakon (-ol)(ni)@
@erase ST: SB ~s@|@kahsehtun (vti)@
@ermine (pl) (white phase)@|@wapi-soqehsok (na-pl)@
@ermine (white phase)@|@wapi-soqehs (na)@
@erode: SB ~s from action of water@|@monamkapawe (vai)@
@erode: SB ~s from action of wind@|@monamkolamsuke (vai)@
@erode: ST ~s from action of water@|@monamkapawe (vii)@
@erode: ST ~s from action of wind@|@monamkolamsuke (vii)@
@errand to get it: SB goes on ~@|@kolonomahsin (vai/vai+o)@
@error: SB commits ~@|@wapololuhke (vai)@
@escape to here@|@peciphuwe (vai)@
@escape: SB ~s@|@pskomu (vai)@
@esophagus: SB's ~@|@qotakonapiyil (na-d)@
@especially@|@pciliw (pc)@
@esteemed: SB is highly ~@|@kcitposu (vai)@
@eternally@|@askomiw (pc)@
@Europe: in/at/to ~@|@okamonuhkik (nl)@
@European@|@okamonuhkew (-iyik)(na)@
@even@|@peci-te (pc), peci (pc), peciw (pc)@
@even if@|@cika-te (pc), cika (pc), cikaw (pc)@
@even though@|@alu-ehta (pc), alu (pc), aluwehta (pc), apeq (pc), cika (pc), cikaw (pc)@
@even with ST else: SB is ~@|@tetpeyu (vai)@
@even: and ~ (with numbers)@|@cel (pc)@
@even: SB is ~ with something else@|@tetpeyu (vai)@
@even: ST is ~ with ST else@|@tetpeyu (vii)@
@evening star@|@welaqahtuwet (na)@
@evening: in the ~@|@welaqiwik (pc)@
@evening: ST is ~@|@wolaqiwiw (vii)@
@evening: ST is a pleasant ~@|@wollaqiw (vii)@
@evenly@|@tetp- (pv)@
@eventually@|@malom (pc), mam-ote (pc), mam (pc)@
@ever@|@askomiw (pc), tan tehpu (pc)@
@ever since@|@tanehk (pc)@
@every@|@msi (pc), msiw (pc), psi (pc), psiw (pc)@
@every so often@|@tan tuciw (pc)@
@every time@|@nehkayiw (pc)@
@everybody@|@psi-te wen (pr) (na), psi-wen (pr) (na)@
@everyone@|@psi-te wen (pr) (na), psi-wen (pr) (na)@
@everything@|@psi-keq (pri), psi-keqsey (pri), psi-keqseyal (pri-pl), psi-te keq (pri), psi-te keqseyal (pri-pl)@
@everywhere@|@nemsotay- (pv), noluwiw (pc), pson- (pv)@
@everywhere: ST is ~@|@nemsotahte (vii)@
@evict SB@|@nutehkuwal (vta)@
@evidence@|@psikemuwey (-al)(ni)@
@evident that: ST is ~@|@ksi-linaqot (vii)@
@evil@|@moc- (pv/pn)@
@evil looking@|@cipi (cip-)(pv/pn)@
@evil spirit@|@wahant (-uwok)(na)@
@ewe@|@osip (-iyik)(na)@
@exactly@|@kiyasqi (pc), miyaw (pc), papehc- (pv), papeht- (pv), papet- (pv)@
@exactly the same@|@papehk (pc)@
@exaggerate own need: SB ~s@|@aqamhutike (vai)@
@exaggerate ST@|@pittokehtun (vti)@
@exaggerate: SB ~s@|@koluskapiyiw (vai), ksonnoqe (vai)@
@examine SB carefully@|@papetsakiyal (vta)@
@examine ST@|@ulsakihtun (vti)@
@examine ST carefully@|@papetsakihtun (vti)@
@example: for ~@|@kete (pc)@
@excavator@|@nutalkewin (na)@
@exceeding expectations@|@siyep- (pv)@
@excessively@|@sami ('sam-)(pv)@
@exclude SB@|@t-osahal (vta)@
@exhausted: SB is ~@|@siktehsonu (vai)@
@exorbitant: ST price is ~@|@cipokawotu (vii)@
@expect SB@|@pecitahamal (vta)@
@expensive: ST is ~@|@ksawotu (vii)@
@expensive: ST is very ~@|@cipokawotu (vii)@
@expensive: ST ST too ~@|@samawotu (vai/vii)@
@experience chill of anxiety: SB ~s@|@koskimiye (vai)@
@explain precisely: SB ~s@|@papehkokehkikemu (vai)@
@explain ST from memory@|@nulomi-nsotuhmon (vti)@
@expletive expressing anger@|@-alokittiye- (v rt m)@
@expletive expressing anger or scorn@|@-oliqe- (v rt)@
@expletive expressing anger/scorn@|@-oluttiye- (v rt)@
@explosives: SB uses ~@|@paskapskonikehtahsu (vai)@
@exposed: SB is ~ by outgoing tide or draining water@|@sinkiye (vai)@
@exposed: ST is ~ by outgoing tide or draining water@|@sinkiye (vii)@
@expresses disappointment related to coincidence@|@awskol (pc)@
@expressing frustration@|@-alokittiye- (v rt m)@
@expression on face: SB has a serious ~@|@kcitomiqewu (vai)@
@extend (rope): SB ~s@|@ankuwatokosu (vai)@
@extend: SB ~s@|@pomossin (vai)@
@extend: SB ~s from there@|@macepu (vai)@
@extend: she ~s@|@ankuwatokiye (vai)@
@extend: ST  ~s farther than needed or expected@|@siyepekte (vii)@
@extend: ST ~s@|@ankuwatokosu (vii)@
@extend: ST ~s (ST string-like)@|@pomtokte (vii)@
@extend: ST ~s (stick)@|@pomaqte (vii)@
@extend: ST ~s so far (lake)@|@qonakome (vii)@
@extending into water@|@cuwahpi (cuwahp- cuwap-)(pv)@
@extending over to the other side of ST@|@pasic- (pv), pasit- (pv)@
@extending to all parts@|@nemsotay- (pv)@
@extends stay: SB ~s@|@ksacu (vai)@
@extends: ST ~ (rope or wire)@|@ankuwatokiye (vai/vii)@
@extension)@|@meht- (pv)@
@exterior: on the ~@|@qocomiw (pc)@
@extinct: SB is ~@|@mehtapeksu (vai)@
@extinct: ST is ~@|@kihkasson (vii)@
@extinguish ST@|@nokkahsuwehtun (vti)@
@extract SB tooth or teeth: SB ~s@|@ketapitehlal (vta)@
@extraordinary power@|@piluwapiyuwakon (-ol)(ni)@
@extremely@|@siktiy- (pv)@
@eye open: SB has one ~@|@isikonapskapu (vai)@
@eye SB: SB ~s@|@koshapomal (vta)@
@eye: corner of SB ~@|@kecalokiqat (na)@
@eye: dried ~ secretions@|@setoliqawon (-ol)(ni)@
@eye: give SB a black ~ by hitting them@|@mokosewalokiqehtahal (vta)@
@eye: SB has ~ crumbs (sleep)@|@setoliqe (vai)@
@eye: SB has ~ disease@|@sisqine (vai)@
@eye: SB has an ~ problem@|@sisqine (vai)@
@eye: SB has black ~ (injury)@|@mokosewalokiqe (vai)@
@eye: SB has black ~s@|@mokosewalokiqe (vai)@
@eye: SB has one ~@|@qotalokiqe (vai)@
@eye: SB has something in ~@|@psuhutolosu (vai)@
@eye: SB's ~@|@sisoq (ni-d)@
@eye: SB's ~s are clouded@|@pkotewalokiqe (vai)@
@eye: SB's ~s bug out@|@nutiyapskalokiqe (vai)@
@eye: SB's ~s fill with tears@|@spiqone (vai)@
@eye: white of an ~@|@wapikceksok (-il)(ni)@
@eyebrow: SB's ~@|@witkul (na-d)@
@eyebrows: SB has bushy ~@|@piyehsuwalokiqe (vai)@
@eyedrop: put ~s in SB's eyes@|@sukoniqewal (vta)@
@eyedrops: SB puts in ~@|@sukonalokiqe (vai)@
@eyeglasses@|@sisqey (al)(ni)@
@eyelash: false ~ es@|@piluwi-moshawapunok (ni)@
@eyelash: SB's@|@moshawapunol (na-d)@
@eyelash: SB's ~@|@mossawapunol (na-d), mushawapunol (na-d)@
@eyelashes: SB's ~@|@moshawapun (na-d-pl), mossawapun (na-d-pl), mushawapun (na-d-pl)@
@eyelid: SB's ~@|@sisoqotekon (-ol) (ni-d), sisoqotekon (-ol) (ni-d)@
@eyes get big: SB ~@|@cipalokiqewu (vai)@
@eyes: SB closes SB's ~@|@piskiqewu (vai)@
@eyes: SB has big ~@|@kinalokiqe (vai)@
@eyes: SB has lt. blue or gray ~@|@wapalokiqe (vai)@
@eyes: SB has red ~@|@pqalokiqe (vai)@
@eyes: SB has small ~@|@apsalokiqe (vai)@
@eyes: SB has watery ~@|@psonpekalokiqe (vai)@
@eyes: SB has white ~@|@wapalokiqe (vai)@
@eyes: SB's ~ fill with tears@|@psonpekalokiqessu (vai)@
@eyesight: SB has poor ~@|@mocalokiqe (vai)@
@eyesocket: SB's ~@|@sisqaloq (ni-d)@
@fabric@|@ahtulhawekon (ni), altulhawekon (-ol) (ni)@
@face towel@|@kahsikuhusut (ni)@
@face: make ~es at SB@|@mociqehtomuwal (vta)@
@face: SB has a small ~@|@apsiqe (vai)@
@face: SB uncovers ~ (from behind veil/blanket)@|@panaqensu (vai)@
@face: SB's ~@|@sisoq (ni-d), t-olasokiqawon (ni-d)@
@face: uncover SB's ~@|@paniqehlal (vta)@
@facepowder: white ~@|@wapipkuhusut (-iyil)(ni)@
@facing this way: SB sits ~@|@ckuhqepu (vai)@
@facing toward here: SB sits ~@|@ckuhqepu (vai)@
@fact: in ~@|@kal (pc)@
@fade: SB/ST ~s@|@kahsiye (vai/vii)@
@fail to ignite: ST ~s@|@aluwahkihtehson (vii)@
@failing in the attempt@|@aluwi (aluw-)(pv)@
@faint: SB ~s@|@wihqiye (vai)@
@faith@|@papahtomuwakon (-ol)(ni)@
@faithful: SB is ~@|@woli-nisi-iyu (vai)@
@fall asleep accidentally: SB ~s@|@kespoqsu (vai)@
@fall asleep: SB ~s@|@kuhu (vai)@
@fall into water: SB ~s@|@cuwahpiye (vai)@
@fall into water: SB ST ~s@|@cuhpiye (vai/vii)@
@fall out: SB ~s@|@nutiyamu (vai)@
@fall over backward: SB ~s@|@apuckoliye (vai)@
@fall over from weight of water: ST ~s@|@kipapawe (vii)@
@fall over: SB ~s@|@kipiye (vai)@
@fall through: SB ~s@|@saputiyamu (vai)@
@fall: in the ~@|@toqakuwiw (pc)@
@fall: SB ~s@|@poneqiye (vai)@
@fall: SB ~s and hits bottom@|@psahkonahtehsu (vai)@
@fall: SB ~s and hits heavily@|@tkiqtehsin (vai)@
@fall: SB ~s away@|@olomamu (vai)@
@fall: SB ~s down@|@pokossin (vai)@
@fall: SB ~s from a high place@|@poneqamu (vai)@
@fall: SB ~s in@|@pisamu (vai)@
@fall: SB ~s in and lands on@|@pistehsin (vai)@
@fall: SB ~s on it@|@tehsaqtehsinon (vai/vai+o)@
@fall: SB ~s over edge@|@pasitamu (vai)@
@fall: SB ~s through@|@saputiyamu (vai)@
@fall: SB ~s through and lands@|@saputehtehsin (vai)@
@fall: ST ~s@|@poneqiye (vii)@
@fall: ST ~s and hits bottom@|@psahkonahtehson (vii)@
@fall: ST ~s apart@|@suhkessu (vii)@
@fall: ST ~s down@|@pokossin (vii), pokosson (vii)@
@fall: ST ~s from a high place@|@poneqamu (vii)@
@fall: ST ~s in@|@pisamu (vii)@
@fall: ST ~s out@|@nutiyamu (vii)@
@fall: ST ~s over the edge@|@pasitamu (vii)@
@fall: ST is ~@|@toqakuwiw (vii)@
@fall: they ~ out (hairs)@|@pskuwhetul (vii)@
@falling into water@|@cuwahpi (cuwahp- cuwap-)(pv)@
@falling short@|@nutay- (pv)@
@false eyelashes@|@piluwi-moshawapunok (ni)@
@false statement@|@mocacomuwakon (-ol)(ni)@
@false tooth@|@piluwapit (-ol)(ni)@
@falsehood@|@pakotahsuwakon (-ol)(ni)@
@falsely@|@pisuw- (pv/pn)@
@families@|@neqtelakutulticik (na-pl)@
@family@|@neqtelakutulticik (na)@
@fan for moving air@|@ollamsut (-iyil)(ni)@
@fan SB: SB ~s@|@awahsahal (vta)@
@fan ST (fire): SB ~s@|@awahsehmon (vti)@
@fan: small ~@|@awahsihikonossis (ni dim)@
@fan: small hand held ~@|@awahsihikon (ni)@
@fancily@|@amalhi (amalh- amal-)(pv), sesk- (pv)@
@fancy@|@amalhi (amalh- amal-)(pv)@
@fancy basket@|@amalhikok (ni)@
@fancy carving@|@amalhaqsasik (ni)@
@fancy dress: she wears a ~@|@amalhekiye (vai)@
@fancy: SB makes ST ~@|@amalhihtun (vti)@
@fancy: ST ~@|@amalhikok (ni)@
@far ahead (time or space)@|@wisoki-nihkaniw (pc)@
@far away@|@pihcetu (pc), waht(e) (pc)@
@far off@|@waht(e) (pc)@
@far: SB goes ~@|@pihcehe (vai)@
@far: SB is so ~ along@|@tutopu (vai)@
@far: ST goes ~@|@pihcehe (vii)@
@far: ST is so ~ away@|@tuton (vii)@
@farmer@|@nutkihket (na)@
@farther@|@ankuwi (ankuw- ankuh-)(pv)@
@farther: a little ~@|@ankuwiw (pc)@
@farther: SB goes ~@|@ankuwiye (vai)@
@fascinated: SB is ~@|@assokitahasu (vai)@
@fast@|@kakawi (kakaw-)(pv), kakawiw (pc)@
