@Esperanto@|@English@
@cidonio@|@quince@
@cidro@|@cider@
@ĉie@|@all about, everywhere@
@ĉieesta@|@omnipresent, ubiquitous@
@ĉiel@|@in every way@
@ĉiela@|@celestial, heavenly@
@ĉielarko@|@rainbow@
@ĉielblua@|@sky blue@
@ĉielbluo@|@sky blue@
@ĉielglora@|@heavenly@
@Ĉieliro@|@Ascension Day@
@ĉielo@|@heaven, sky@
@ĉielskrapulo@|@skyscraper@
@ĉies@|@everyone's@
@ĉiesaĵo@|@freeware@
@ĉiesulino@|@prostitute, hooker, whore@
@cifereca@|@digital@
@ciferi@|@figure@
@cifero@|@figure, cipher, numeral, digit@
@ciferplato@|@dial@
@ĉifi@|@crease, crumble@
@ĉifonisto@|@ragpicker@
@ĉifono@|@scrap, rag@
@ĉifrado@|@encryption@
@ĉifri@|@encrypt@
@ĉifro@|@code, secret code@
@cigano@|@Gypsy, gypsy@
@cigaredo@|@cigarette@
@cigaredstumpo@|@cigarette-butt, stub@
@cigareto@|@cigarillo@
@cigaro@|@cigar@
@cigarstumpo@|@cigar-stub, cigar-butt@
@cigno@|@swan@
@cikado@|@twitching@
@ĉikagano@|@Chicagoan, Chicagan@
@Ĉikago@|@Chicago@
@ĉikanado@|@hair-splitting@
@ĉikanema@|@censorious@
@ĉikanemo@|@censoriousness@
@ĉikani@|@haze, quibble, carp at@
@ĉikanulo@|@niggler, hair-splitter, nit-picker@
@cikatro@|@scar@
@ĉi-kaze@|@in that event@
@ciki@|@twitch@
@cikla@|@cyclical@
@Cikladoj@|@Cyclades@
@ciklo@|@cycle@
@ciklono@|@cyclone@
@cikonio@|@stork@
@cikorio@|@chicory@
@ĉi-kune@|@herewith@
@ĉikune@|@herewith@
@ĉilia@|@Chilean@
@ĉilianino@|@Chilean woman@
@ĉiliano@|@Chilean@
@cilindro@|@roller, cylinder@
@Ĉilio@|@Chile@
@cimbalisto@|@cymbalist@
@cimbalo@|@cymbal@
@cimo@|@bug, bedbug@
@ĉimomente@|@at this moment@
@ĉimpanzo@|@chimpanzee@
@cin@|@you@
@ĉina@|@Chinese@
@ĉina inko@|@Indian ink@
@ĉina lingvo@|@Chinese language, Chinese@
@cinamo@|@cinnamon@
@Cindra Merkredo@|@Ash Wednesday@
@cindrigi@|@incinerate@
@cindro@|@cinder, ash@
@cindroblonda@|@ash-blonde, ash-blond@
@cindrogriza@|@ashen@
@Cindromerkredo@|@Ash Wednesday@
@cindrujo@|@ashtray@
@Cindrulino@|@Cinderella@
@cinika@|@cynical@
@cinikulo@|@cynic@
@Ĉinio@|@China@
@ĉino@|@Chinese@
@Ĉinujo@|@China@
@ĉio@|@everything, altogether, all@
@ĉiokapabla@|@all-round@
@ĉiom@|@all, all of it@
@cionismo@|@Zionism@
@cionisto@|@Zionist@
@Ciono@|@Zion@
@ĉiopova@|@omnipotent, all-powerful, almighty@
@ĉiopovo@|@omnipotence@
@ĉioscia@|@omniscient, all-knowing@
@ĉiovendejo@|@bazaar@
@ĉipa@|@cheap, inexpensive@
@ĉipo@|@chip@
@cipra@|@Cypriot@
@cipranino@|@Cypriot woman@
@ciprano@|@Cypriot@
@cipreso@|@cypress@
@Cipro@|@Cyprus@
@ĉirkaŭ@|@around, about, round, towards@
@ĉirkaŭa@|@surrounding@
@ĉirkaŭaĵo@|@environment, environs, surroundings@
@ĉirkaŭaĵoj@|@surroundings@
@ĉirkaŭbarejo@|@enclosure, corral@
@ĉirkaŭbari@|@fence off@
@ĉirkaŭbraki@|@hug, embrace@
@ĉirkaŭbrako@|@bracelet@
@ĉirkaŭĉizi@|@chip off, chip@
@ĉirkaŭe@|@thereabout, thereabouts, roundabout@
@ĉirkaŭfermi@|@enclose@
@ĉirkaŭi@|@surround@
@ĉirkaŭiri@|@go around, circumvent@
@ĉirkaŭmano@|@bracelet@
@ĉirkaŭpalpi@|@fumble@
@ĉirkaŭpreni@|@embrace, hug@
@ĉirkaŭvojo@|@roundabout way@
@cirkelo@|@compass@
@cirklo@|@circle@
@cirko@|@circus@
@cirkonferenco@|@circumference@
@cirkonstanco@|@circumstance@
@cirkulado@|@traffic, circulation@
@cirkulanta@|@about, abroad@
@cirkulero@|@circular@
@cirkuli@|@be about, circulate@
@cirkumcidi@|@circumcise@
@cirkumcido@|@circumcision@
@cirkumflekso@|@circumflex@
@cirkvito@|@circuit@
@ciro@|@wax, polish@
@ĉirpi@|@chirp@
@cisterno@|@tank, cistern@
@ĉisupre@|@above(2)@
@citadelo@|@citadel@
@citaĵo@|@quotation@
@citi@|@quote, cite@
@citilo@|@inverted comma, quote, quotation mark@
@citiloj@|@quotes, quotation marks@
@citro@|@cither@
@citrolo@|@water-melon@
@citrono@|@lemon@
@citronŝelo@|@lemon peel@
@citronsuko@|@lemon juice@
@ĉiu@|@each, every@
@ĉiuflanke@|@in all aspects, on every side@
@ĉiufoje@|@every time, each time@
@ĉiuj@|@all@
@ĉiujara@|@yearly, annual@
@ĉiujare@|@yearly@
@ĉiukaze@|@in any case@
@ĉiuloke@|@everywhere@
@ĉiumomente@|@momentarily, any time@
@ĉiumonate@|@monthly@
@ĉiun duan tagon@|@every other day@
@ĉiuokaze@|@in any event@
@ĉiupaŝe@|@at every step@
@ĉiurilate@|@in all respects, in every respect, in every way@
@ĉiuriska asekuro@|@comprehensive insurance@
@ĉiusemajne@|@weekly@
@ĉiutaga@|@daily@
@ĉiutage@|@daily@
@ĉiuterena@|@all-terrain, cross-country@
@ĉiuvespera@|@taking place every evening@
@civila@|@civil, civilian, non-military@
@civilizacio@|@civilisation@
@civilizado@|@civilisation@
@civilizi@|@civilise@
@civilizita@|@civilised@
@civilizo@|@civilisation@
@civiljura@|@civil-law@
@civilulo@|@civilian@
@civita@|@civic@
@civitaneco@|@citizenship@
@civitano@|@citizen@
@civito@|@city state@
@ĉizi@|@chisel, carve@
@ĉizilo@|@chisel@
@codoromo@|@CD-ROM@
@ĉokoladbriketo@|@bar of chocolate@
@ĉokolado@|@chocolate@
@colo@|@inch@
@conga lingvo@|@Tsonga, Tsonga language@
@congo@|@Tsonga@
@ĉu@|@if, whether, either, is it@
@ĉu ne@|@isn't that so, isn't it, or not@
@ĉuko@|@mandrel, chuck@
@cunamo@|@tidal wave, tsunami@
@ĉuro@|@sperm@
@ĉurovoj@|@balls, nuts, testicles@
@da@|@of@
@daĉo@|@vacation home@
@Dafno@|@Daphne@
@dagestana@|@Daghestan, Dagestan@
@Dagestano@|@Dagestan, Daghestan@
@Dahomeo@|@Dahomey@
@Dakaro@|@Dakar@
@Dako@|@Dacca@
@dakoto@|@Sioux@
@daktilo@|@date@
@daktilujo@|@date palm@
@dalio@|@dahlia@
@Dalmacio@|@Dalmatia@
@dalmato@|@Dalmatian@
@damaĝbesto@|@vermin@
@damaĝi@|@damage@
@damaĝo@|@damage@
@Damasko@|@Damascus@
@damludo@|@checkers@
@damne@|@damn@
@damni@|@damn@
@damo@|@lady, dame@
@damoj@|@checkers@
@Damokleso@|@Damocles@
@dampi@|@muffle, deaden@
@dana@|@Danish@
@dana lingvo@|@Danish language, Danish@
@Dana Markolo@|@Denmark Strait@
@dancejo@|@dancing hall@
@danci@|@dance@
@danci nupte@|@display@
@dancistino@|@dancer@
@dancisto@|@dancer@
@danco@|@dance@
@dando@|@dandy, fop, dude@
@danĝera@|@dangerous@
@danĝereco@|@danger@
@danĝero@|@peril, danger@
@danino@|@Danish woman@
@Danio@|@Denmark@
@danka@|@thankful@
@danka pro@|@grateful for@
@danke al@|@thanks to@
@dankeco@|@gratitude@
@dankema@|@thankful@
@dankema pro@|@grateful for@
@dankemo@|@gratitude@
@danki@|@thank@
@danki pro@|@thank for@
@danko@|@thanks, gratitude@
@dankon@|@thanks, thank you@
@Danlando@|@Denmark@
@dano@|@Dane@
@Danubo@|@Danube@
@Danuo@|@Don@
@Dardaneloj@|@Dardanelles@
@darfi@|@be allowed to@
@Darlintono@|@Darlington@
@darmo@|@dharma@
@dartro@|@acne@
@datenbanko@|@database, data bank@
@datenoj@|@data@
@dati@|@date@
@datiĝi@|@date@
@dativo@|@dative@
@dato@|@date@
@datreveno@|@anniversary@
@datumoj@|@data@
@daŭra@|@abiding, lasting@
@daŭradi@|@hold, continue, last@
@daŭre@|@constantly, continuously, continually@
@daŭri@|@endure, continue, keep on, last@
@daŭrigi@|@continue, go on, proceed with@
@daŭrigo@|@continuation@
@daŭrigota@|@to be continued@
@dazipo@|@armadillo@
@de@|@by, since; by, of, from@
@de ĉi tie@|@hence, from here@
@de kiam@|@since(2)@
@de kie@|@whence, from where@
@de kiu@|@of which@
@de tempo al tempo@|@now and then@
@de tie@|@thence, from there@
@de tie ĉi@|@from here, hence@
@deadmoni@|@deter@
@debati@|@beat off, knock off; debate@
@debato@|@debate@
@debeto@|@debit@
@debila@|@feeble; feebleminded@
@debito@|@demand, sale@
@debutanta@|@junior, future, young@
@debuti@|@make a debut@
@deca@|@proper, suitable, decent, fitting@
@dece@|@decently, properly@
@decembro@|@December@
@deĉevaliĝi@|@dismount@
@deci@|@befit, be fitting@
@decida@|@decisive@
@decideco@|@firmness, peremptoriness, decision, resolution@
@decidi@|@decide@
@decidiga@|@decisive@
@decidiĝi@|@make up one's mind@
@decidiĝo@|@decision-making@
@decido@|@decision@
@decidua@|@deciduous@
@deĉifri@|@decipher@
@decimala@|@decimal@
@dediĉi@|@devote, dedicate@
@dediĉi atenton al@|@pay attention to@
@dedukti@|@deduce, abstract(2), gather@
@deerigi@|@split off@
@defalaĵejo@|@rubbish tip, refuse dump, dump, tip@
@defalaĵo@|@refuse, cuttings, waste, clippings, rubbish@
@defali@|@fall off, fall, tumble down@
@defaŭlto@|@default@
@defendi@|@defend@
@defendo@|@defense, defence@
@defensivo@|@defensive@
@defetismo@|@defeatism@
@deficito@|@deficit@
@defii@|@defy, challenge@
@definitiva@|@definite, definitive@
@definitive@|@definitely, positively@
@defio@|@challenge@
@deflankiĝi@|@go astray, get off the subject@
@deflori@|@deflorate@
@defluiga tubo@|@waste-pipe, outlet-pipe, drain-pipe@
@defroti@|@rub off@
@degeli@|@thaw, melt@
@degeligi@|@thaw@
@degelo@|@melting, thaw@
@degeneri@|@degenerate@
@degenerinta@|@degenerate@
@degni@|@deign@
@degradi@|@degrade@
@degrati@|@scrape, scrape off, scratch off@
@deguti@|@drip down, trickle down, drain@
@dehaki@|@cut off@
@deiĝi@|@become detached@
@deigi@|@detach@
@deirpunkto@|@starting point@
@deismo@|@deism@
@deĵeti@|@cast off, throw off, fling off@
@deĵoranto@|@person on duty@
@deĵori@|@serve, be on duty@
@deĵoro@|@service, duty@
@dek@|@ten@
@dek du@|@twelve@
@dek kvar@|@fourteen@
@dek kvin@|@fifteen@
@dek naŭ@|@nineteen@
@dek ok@|@eighteen@
@dek sep@|@seventeen@
@dek ses@|@sixteen@
@dek tri@|@thirteen@
@dek unu@|@eleven@
@deka@|@tenth@
@dekadenco@|@decadence@
@dekado@|@ten-day period@
@dekalkulebla@|@deductible@
@dekalkuli@|@count down@
@dekalogo@|@Ten Commandments@
@dekano@|@dean@
@dek-dua@|@twelfth@
@dekduo@|@dozen@
@dek-kvara@|@fourteenth@
@dek-kvina@|@fifteenth@
@deklami@|@declaim, recite@
@deklami monotone@|@rattle off, reel off@
@deklaracio@|@declaration, proclamation(2)@
@deklari@|@state, declare@
@deklari netaŭga@|@condemn, scrap@
@deklarilo@|@tax form@
@deklaro@|@statement, proclamation, declaration@
@deklinacio@|@declination@
@dekliniĝi@|@deviate@
@dekliniĝo@|@deflection, deviation@
@dekliva@|@sloping@
@deklivi@|@slope down@
@deklivo@|@hillside, acclivity, slope@
@dekmil@|@ten thousand@
@dek-naŭa@|@nineteenth@
@dekodigi@|@decode@
@dek-oka@|@eighteenth@
@dekoka@|@eighteenth@
@dekokti@|@boil@
@dekokto@|@decoction@
@dekolto@|@d‚collet‚@
@dekomence@|@from the outset@
@dekonduki@|@lead away@
@dekono@|@tenth@
@dekonsili@|@advise against, dissuade from@
@dekontigi@|@transfer@
@dekope@|@by tens@
@dekoracio@|@decor, d‚cor, decoration@
@dekori@|@adorn, ornament, decorate@
@dekoro@|@d‚cor, decoration, decor@
@dekreti@|@decree@
@dekreto@|@decree@
@dekroĉi@|@unhook@
@dek-sepa@|@seventeenth@
@dek-sesa@|@sixteenth@
@deksesuma@|@hexadecimal@
@dekstra@|@right-hand, right@
@dekstra flanko@|@right-hand side@
@dekstre@|@on the right@
@dekstren@|@to the right, right(2)@
@dekstrulo@|@right-hander@
@dekstrume@|@clockwise@
@dek-tria@|@thirteenth@
@dek-unua@|@eleventh@
@dekutimigi@|@break of a habit, teach@
@dekutimiĝi@|@unlearn, break a habit, get out of a habit@
@delasi@|@abandon@
@delegacio@|@delegation@
@delegado@|@delegation, deputation@
@delegato@|@deputy, representative, delegate@
@delegi@|@delegate@
@delegitaro@|@deputation, delegation@
@delegito@|@delegate@
@delekti@|@delight@
@Delfio@|@Delphi@
@delfta@|@Delft@
@Delhio@|@Delhi@
@delico@|@delight, bliss@
@delikata@|@fine, delicate, refined, dainty@
@delikataĵo@|@delicacy@
@delikateco@|@tenderness@
@delikto@|@misdemeanour, offence@
@delira@|@delirious@
@deliraĵo@|@madness@
@deliri@|@be delirious@
@deliro@|@delirium@
@delogi@|@entice, seduce@
@delonge@|@for a long time@
@delto@|@delta@
@demagogio@|@demagogy@
@demagogo@|@demagogue@
@demamigi@|@wean@
@demandi@|@ask@
@demando@|@question@
@demandosigno@|@question mark@
@demenco@|@dementia@
@dementi@|@officially deny@
@demeti@|@take off, put off@
@Demetro@|@Demeter@
@demisii@|@resign@
@demokrata@|@democratic@
@demokratio@|@democracy@
@demokrato@|@democrat@
@demona@|@demonic@
@demono@|@demon@
@demonstracii@|@demonstrate@
@demonstracio@|@demonstration@
@demonstrativo@|@demonstrative (pronoun)@
@demonstri@|@demonstrate, prove@
@demonstro@|@demonstration@
@demoralizi@|@demoralise@
@demordi@|@bite off@
@demoskopio@|@public opinion research@
@denaska@|@inbred, innate, inborn, congenital, native(3)@
@denaturi@|@denature@
@denominacio@|@denomination@
@denonci@|@denounce@
@denonco@|@denunciation@
@denove@|@again, anew@
@densa@|@thick, dense, concentrated@
@densejo@|@thicket@
@densigi@|@condense@
@denta@|@dental@
@dentaro@|@teeth@
@dentbroso@|@tooth-brush@
@dentdoloro@|@toothache@
@dentisto@|@dentist@
@dentkarno@|@gum@
@dentkuracisto@|@dentist@
@dento-@|@dental@
@dento@|@tooth@
@dentpasto@|@tooth-paste@
@dentpikilo@|@toothpick@
@dentpinglo@|@toothpick@
@dentrado@|@gear, cogwheel@
@dentskrapi@|@gnaw off, pick@
@denuncanto@|@accuser@
@denunci@|@denounce@
@denunco@|@accusation@
@departemento@|@department@
@dependa@|@dependent@
@depende de@|@according to@
@dependeco@|@dependence@
@dependi@|@depend@
@dependi de@|@depend on@
@depeþi@|@dispatch@
@depeþo@|@dispatch@
@deponejo@|@depository@
@deponi@|@deposit@
@deporti@|@deport@
@depost@|@ever since, since@
@depost kiam@|@since(2)@
@depozicio@|@testimony@
@depravacio@|@depravation@
@depreni@|@deduct, take away@
@depreni de@|@break into@
@depreno@|@sale, demand@
@depresaĵo@|@reprint, imprint@
@depresio@|@depression@
@deprezi@|@write off@
@deprimi@|@depress@
@deprimiteco@|@depression, dejection@
@deprimo@|@depression@
@deputado@|@delegation(2), deputation@
@deputato@|@delegate, representative, deputy@
@deputi@|@depute@
@deputitaro@|@delegation(2), deputation@
@deputito@|@representative, delegate, deputy@
@derazi@|@shave off, shave@
@Derbio@|@Derby@
@derivaĵo@|@derivation@
@derivi@|@derive@
@derompiĝi@|@break(2), break off@
@deruli@|@roll off@
@deruliĝi@|@roll off@
@des-@|@de-@
@des@|@the@
@des pli@|@all the more@
@desalti@|@jump off, leap down@
@desaponti@|@disappoint@
@descendi@|@go down, descend@
@descendo@|@descent@
@desegnaĵo@|@design, drawing@
@desegni@|@draw, design@
@desegno@|@design, drawing@
@desegnopapero@|@drawing-paper@
@deserto@|@dessert@
@desinfektaĵo@|@disinfectant@
@desinfekti@|@disinfect@
@desinfektilo@|@disinfectant@
@desino@|@pattern@
@deŝiri@|@pick, tear off, pluck@
@deskvamiĝi@|@scale off, flake off, peel off@
@deŝovi@|@abdicate@
@despoto@|@despot@
@destini@|@earmark, destine, ordain@
@destini por@|@destine for@
@destino@|@destiny, fate@
@desubtrahata nombro@|@minuend@
@desuĉilo@|@hood, suction apparatus@
@detala@|@detailed@
@detale@|@in detail@
@detalisto@|@retailer@
@detalo@|@detail@
@detekti@|@rectify@
@detektivo@|@detective@
@detemiĝi@|@stray from one's subject@
@detemiĝo@|@digression, straying from the point@
@deteni@|@restrain, abstract@
@deteni sin@|@abstain@
@deteni sin de@|@abstain from@
@detergento@|@cleanser, detergent@
@determini@|@fix, determine@
@detondi@|@cut off@
@detranĉi@|@cut off@
@detriki@|@cast off@
@detronigi@|@depose@
@detruado@|@destruction@
@detrui@|@quash, destroy@
@detruo@|@destruction@
@deturna manovro@|@diversion, smoke screen, red herring@
@deturni@|@turn away; deter@
@deturniĝi@|@turn(3)@
@devanci@|@overhaul, overtake, pass@
@devena@|@coming@
@devena de@|@coming from, a native of@
@deveni@|@result, originate, come, derive@
@deveni de@|@come from, hail from@
@deveno@|@lineage@
@deverþi@|@pour off, strain off@
@devi@|@have to, ought to, should, must@
@deviacio@|@deviation@
@devianta@|@aberrant@
@deviga@|@compulsory@
@devigi@|@force, compel@
@devii@|@turn(2)@
@devio@|@aberrance, aberration@
@devizo@|@slogan, watchword, motto@
@devo@|@duty, obligation@
@devojiĝanta@|@aberrant@
@devojiĝi@|@go astray, stray off@
@devojiĝo@|@aberrance@
@devoligi@|@oblige, obligate, commit@
@Devono@|@Devon, Devonian period@
@devontigi@|@obligate@
@devota@|@devoted, obsequious@
@devoteco@|@piety@
@devotulo@|@pietist, churchy person, zealot@
@dezerta@|@bleak(2), dreary(2), gaunt@
@dezerteco@|@void, bleakness@
@dezerto@|@desert@
@deziri@|@wish, desire@
@dezirinda@|@desirable@
@deziro@|@desire, wish, want@
@dia@|@divine@
@diabeto@|@diabetes@
@diabetulo@|@diabetic@
@diabla@|@diabolical, devilish@
@diablaĵo@|@deviltry@
@diable@|@darn@
@diablino@|@she-devil@
@diablo@|@devil@
@diabolo@|@yo-yo@
@diafana@|@diaphanous@
@diafilmo@|@film strip@
@diagnozi@|@diagnose@
@diagnozo@|@diagnosis@
@diakono@|@deacon@
@diakrita@|@diacritical@
@diakritilo@|@diacritical mark@
@diakrona@|@diachronous@
@dialektikisto@|@dialectician@
@dialektiko@|@dialectics@
@dialekto@|@dialect@
@dializi@|@dialyse@
@dialogo@|@dialogue@
@diamanto@|@diamond@
@diametro@|@diameter@
@Diano@|@Diana@
@dianto@|@carnation@
@diapazono@|@diapason, tuning fork@
@diapozitivo@|@slide@
@diareo@|@diarrhoea@
@diboĉi@|@debauch@
@diboĉo@|@dissipation, debauchery@
@diboĉulo@|@dissolute person, debauchee, swinger@
@didelfo@|@opossum@
@dieco@|@divinity@
@dieso@|@number sign, grid, hash, sharp, pound sign@
@dieta@|@dietary@
@dieto@|@diet@
@difavoro@|@divine favour@
@difekta@|@broken, out of order@
@difekti@|@spoil, injure, damage@
@difektiĝi@|@break down@
@difektiĝinta@|@broken down, broken@
@difektita@|@broken, damaged@
@difekto@|@damage@
@diferenca@|@different@
@diferenci@|@be different, differ@
@diferencigi@|@differentiate@
@diferenciĝi@|@differ@
@diferenco@|@difference@
@difina@|@determining, defining@
@difina artikolo@|@definite article@
@difini@|@define, determine@
@difinita@|@definite@
@difino@|@definition@
@difterio@|@diphteria@
@diftongo@|@diphthong@
@difuzi@|@diffuse@
@digestado@|@digestion@
@digesti@|@digest@
@diĝesto@|@digest@
@digesto@|@digestion@
@digi@|@dam up, form an embankment@
@diĝita@|@digital@
@digna@|@dignified@
@digno@|@dignity@
@digo@|@embankment, dike@
@digramo@|@digraph@
@diigi@|@deify@
@diino@|@goddess@
@diismo@|@deism@
@dika@|@bold, thick, fat, corpulent@
@dikeco@|@thickness, corpulence@
@diketa@|@plump@
@dikfingro@|@thumb@
@Dikfingrulo@|@Tom Thumb@
@dikigi@|@thicken@
@dikiĝi@|@become fat@
@dikiĝi@|@gain weight@
@dikigi@|@make fat@
@dikintesto@|@large intestine@
@diktatoro@|@dictator@
@diktaturo@|@dictatorship@
@dikti@|@dictate@
@dikulo@|@fat person@
@dikventra@|@fat@
@dilemo@|@dilemma@
@diletanteca@|@small-time, amateurish@
@diletanto@|@dilettante, dabbler@
@diligenta@|@diligent, industrious, hardworking@
@diligenteco@|@diligence, industry@
@diligentulo@|@hard worker@
@dilui@|@dilute@
@Diluvio@|@Diluvium@
@diluvo@|@flood, deluge@
@dimanĉo@|@Sunday@
@dimensio@|@dimension, measurement@
@dinamito@|@dynamite@
@dinamo@|@dynamo@
@dineo@|@Navajo@
@Dio@|@God@
@diocezo@|@diocese@
@Diogeno@|@Diogenes@
@dipatrino@|@Mother of God@
@diplomato@|@diplomat@
@diplomiĝi@|@graduate@
@diplomita@|@graduate, certificated@
@diplomito@|@graduate@
@diplomo@|@diploma@
@diraĵo@|@saying@
@direktado@|@steering@
@direktanta@|@leading@
@direktanto@|@manager@
@direkti@|@manage, direct, steer, guide(2)@
@direkti al@|@head for, make for@
@direkti sin@|@make, bear down@
@direkti sin al@|@make for, break down upon@
@direkti sin laŭ@|@abide by@
@direktilisto@|@driver@
@direktilo@|@handlebars, rudder, helm@
@direktilstango@|@tiller@
@direkto@|@direction@
@direktoro@|@manager, director@
@diri@|@tell, say@
@dirigento@|@conductor@
@dirmaniero@|@expression, turn of speech@
@disaŭdigi@|@broadcast@
@disaŭdigo@|@broadcast@
@disbati@|@knock to pieces, break up@
@disbranĉiĝi@|@branch off@
@disbranĉigi@|@branch@
@disbranĉigo@|@branching@
@disciplino@|@discipline@
@disĉiplo@|@disciple@
@disde@|@out of@
@disdividi@|@partition, cut up@
@disdoni@|@deal, distribute@
@disdono@|@distribution@
@dise@|@spread about, here and there@
@diseco@|@divergence, dispersal@
@diserigebla@|@separable ;biodegradable, divisible@
@diserigi@|@disintegrate, break up@
@disertacio@|@dissertation@
@disertaĵo@|@dissertation@
@diserti@|@dissert@
@diservo@|@service, worship service@
@disfali@|@collapse@
@dishaki@|@chop, chop up@
@disiĝema@|@loose, sandy@
@disiĝi@|@separate@
@disigi@|@separate, scatter ;disintegrate, divide@
@disigi@|@disperse@
@disipi@|@dissipate, squander@
@disiri@|@break up, separate@
@disĵeti@|@scatter@
@diskedo@|@diskette, floppy@
@disketo@|@diskette, floppy@
@diski@|@dial@
@diskilo@|@disk drive, disc drive@
@diskingo@|@disk drive@
@disko@|@record(2), disk, disc, dial@
@diskonto@|@discount@
@diskrediti@|@discredit@
@diskreta@|@discreet@
@diskreteco@|@modesty, discretion@
@diskriminacii@|@discriminate@
@diskriminacio@|@discrimination@
@diskurso@|@discourse@
@diskutado@|@discussion@
@diskuti@|@discuss@
@diskutigi@|@bring up, raise the subject of@
@diskutinda@|@worthy of discussion@
@diskuto@|@discussion@
@dislimi@|@delimit@
@dismeti@|@take apart(2)@
@dispartigi@|@partition@
@dispecigi@|@take apart(2), fragment@
@dispeli@|@disperse@
@dispepsio@|@dyspepsia, indigestion@
@disponebla@|@available@
@disponi@|@absorb, have at one's disposal@
@disponigi@|@make available@
@dispono@|@disposition@
@dispozicii@|@predispose, dispose@
@dispozicio@|@predisposition, propensity, tendency@
@disputi@|@argue, dispute@
@disputo@|@dispute, quarrel@
@disradii@|@emit@
@disrompi@|@break up@
@dissemi@|@disseminate@
@dissemigi@|@sow, disseminate@
@dissendi@|@broadcast, peel off@
@disŝiri@|@tear@
@disŝirita@|@tattered@
@dista@|@remote, distant@
@distanciĝi@|@distance oneself@
@distanco@|@offset, distance@
@distili@|@distil@
@distililo@|@still@
@distinga@|@distinctive@
@distingi@|@distinguish@
@distingiĝa@|@distinctive@
@distingiĝi@|@distinguish oneself@
@distingita@|@distinguished@
@distingo@|@renown, distinction@
@distordo@|@distortion@
@distra@|@entertaining@
@distrado@|@diversion, distraction@
@distraĵo@|@diversion, distraction@
@distranĉi@|@cut up@
@distri@|@distract; entertain@
@distribui@|@distribute@
@distribuilo@|@distributor@
@distribuo@|@distribution@
@distriĝema@|@distracted, absent-minded@
@distriĝemo@|@distraction, absence of mind@
@distriĝo@|@absence of mind@
@distrikta tribunalo@|@county court@
@distrikto@|@district@
@distrita@|@absent-minded, distracted@
@distriteco@|@absence of mind, distraction@
@distro@|@diversion, distraction; entertainment@
@disvastiĝi@|@become widespread@
@disvastigi@|@disseminate@
@disvastigi@|@spread@
@disvastiĝi@|@spread@
@disverŝi@|@spill@
@disvolvi@|@develop@
@disvolviĝi@|@develop@
@diurno@|@24-hour period@
@divano@|@couch, divan@
@diveni@|@guess@
@diverĝi@|@diverge@
@diversa@|@diverse, various, varied@
@diversaj@|@several@
@diversaĵoj@|@miscellaneous@
@diverseco@|@diversity@
@diversigi@|@diversify@
@diversmaniere@|@in various ways@
@dividi@|@separate, divide, share@
@dividstreko@|@hyphen, break@
@divizio@|@division, military division@
@divorco@|@divorce@
@dizelo@|@diesel@
@dizerti@|@desert@
@dizertinto@|@deserter@
@dizerto@|@desertion@
@D-kordo@|@D-chord@
@do@|@therefore, then, so@
@docento@|@instructor, lecturer@
@doganejo@|@custom-house@
@dogano@|@customs@
@dogma@|@dogmatic@
@dogmismo@|@dogmatism@
@dogmo@|@dogma@
@dogo@|@mastiff@
@dojeno@|@doyen, senior@
@doko@|@dock@
@dokta@|@erudite, learned@
@doktoriĝi@|@acquire a doctor's degree@
@doktorino@|@doctor@
@doktoro@|@doctor@
@dokumento@|@paper, document@
@dolaro@|@dollar@
@dolĉa@|@tender, sweet, gentle, soft@
@dolĉa akvo@|@fresh water@
@dolĉacida@|@sweet-and-sour@
