@Koine Greek@|@English@
@ἐλαφρός -ά -όν @|@light, not burdensome@
@ἐλάχιστος -ίστη -ιστον @|@least, smallest, very little@
@ἐλαχιστότερος -α -ον @|@the smallest, least important@
@Ἐλεάζαρ -ὁ @|@Eleazar@
@ἔλεγξις -εως -ἡ @|@rebuke, reproof, refutation@
@ἔλεγχος -ου -ὁ @|@a proof, persuasion, reproof@
@ἐλέγχω @|@I rebuke, expose@
@ἐλεεινός -ή -όν @|@merciful, pitiful@
@ἐλεέω @|@I pity, have mercy on@
@ἐλεημοσύνη -ῆς -ἡ -@|@alms-giving, charity@
@ἐλεήμων -ον @|@full of pity, merciful@
@ἔλεος -ους -τό @|@pity, mercy@
@ἐλευθερία -ας -ἡ @|@freedom, liberty@
@ἐλεύθερος -έρα -ερον @|@free, delivered from obligation@
@ἐλευθερόω @|@I free, set free, liberate@
@ἔλευσις -εως -ἡ @|@a coming, arrival, advent@
@ἐλεφάντινος -η -ον @|@made of ivory@
@Ἐλιακείμ -ὁ @|@Eliakim@
@Ἐλιέζερ -ὁ @|@Eliezer@
@Ἐλιούδ -ὁ @|@Eliud@
@Ἐλισάβετ -ἡ @|@Elisabeth@
@Ἐλισσαῖος -ου -ὁ @|@Elisha@
@ἑλίσσω @|@I roll, roll up@
@ἕλκος -ους -τό @|@a festering sore@
@ἑλκόω @|@I afflict with sores@
@ἑλκύω @|@I drag, draw, pull, persuade@
@Ἑλλάς -άδος -ἡ @|@Hellas, Greece@
@Ἕλλην -ηνος -ὁ @|@a Hellene, a Greek@
@Ἑλληνικός -ή -όν @|@Greek, the Greek language@
@Ἑλληνίς -ίδος -ἡ @|@a female Greek@
@Ἑλληνιστής -ου -ὁ @|@a Hellenist, Grecian Jew@
@Ἑλληνιστί @|@in the Greek language@
@ἐλλογέω ’ @|@I charge to, put to one’s account@
@Ἐλμωδάμ -ὁ @|@Elmadam@
@ἐλπίζω @|@I hope, hope for, expect@
@ἐλπίς -ίδος -ἡ @|@hope, expectation@
@Ἐλύμας -ᾶ -ὁ @|@Elymas@
@ἐλωΐ @|@Aramaic for my God@
@ἐμαυτοῦ -ῆς -οῦ @|@of myself@
@ἐμβαίνω @|@I embark@
@ἐμβάλλω @|@I cast in, throw in@
@ἐμβάπτω @|@I dip into@
@ἐμβατεύω @|@I enter, set foot on@
@ἐμβιβάζω @|@I embark, put on board@
@ἐμβλέπω @|@I look into, look upon@
@ἐμβριμάομαι @|@I snort, express indignant displeasure@
@ἐμέω @|@I vomit forth@
@ἐμμαίνομαι @|@I am madly enraged with@
@Ἐμμανουήλ -ὁ @|@Emmanuel@
@Ἐμμαούς -ἡ @|@Emmaus@
@ἐμμένω @|@I remain or abide in, abide by, maintain@
@Ἐμμόρ -ὁ @|@Hamor@
@ἐμός -ή -όν @|@mine@
@ἐμπαιγμός -οῦ -ὁ @|@mockery@
@ἐμπαίζω @|@I mock@
@ἐμπαίκτης -ου -ὁ @|@a mocker@
@ἐμπεριπατέω @|@I walk about in a place@
@ἐμπίπλημι @|@I fill up, satisfy@
@ἐμπίπτω @|@I fall in, am cast in@
@ἐμπλέκω @|@I enfold, entangle@
@ἐμπλοκή -ῆς -ἡ @|@a plaiting, braiding@
@ἐμπνέω @|@I breathe, breathe into, inhale@
@ἐμπορεύομαι @|@I travel as a merchant, engage in trade@
@ἐμπορία -ας -ἡ @|@trading, trade, trafficking, business@
@ἐμπόριον -ου -τό @|@market, market-house@
@ἔμπορος -ου -ὁ @|@a merchant, trader@
@ἐμπρήθω @|@I burn, set on fire, suffer inflammation@
@ἔμπροσθεν @|@front, before the face@
@ἐμπτύω @|@I spit upon@
@ἐμφανής -ές @|@manifest, visible@
@ἐμφανίζω @|@I make visible, report against, appear before@
@ἔμφοβος -ον @|@full of fear, terrified@
@ἐμφυσάω @|@I breathe into, breathe upon@
@ἔμφυτος -ον @|@inborn, ingrown, congenital, natural@
@ἐν @|@in, on, among@
@ἐναγκαλίζομαι @|@I take in my arms@
@ἐνάλιος -ον @|@living in the sea@
@ἔναντι @|@before, in the presence of@
@ἐναντίον @|@before, in the presence of, in the eyes of@
@ἐναντίος -α -ον @|@opposite, opposed, contrary, the adversary@
@ἐνάρχομαι @|@I begin@
@ἐνδεής -ές @|@in need, needy@
@ἔνδειγμα -ατος -τό @|@a plain token, sign, proof@
@ἐνδείκνυμι @|@I show forth@
@ἔνδειξις -εως -ἡ @|@a showing, proof, demonstration, sign@
@ἕνδεκα -οἱ -αἱ -τά @|@eleven@
@ἑνδέκατος -η -ον @|@eleventh@
@ἐνδέχομαι @|@I allow, it is possible@
@ἐνδημέω @|@I am at home@
@ἐνδιδύσκω @|@I put on, clothe@
@ἔνδικος -ον @|@righteous, just@
@ἐνδόμησις -εως -ἡ @|@the material of a building, a structure@
@ἐνδοξάζω @|@I glorify@
@ἔνδοξος -ον @|@highly esteemed, splendid, glorious@
@ἔνδυμα -ατος -τό @|@a garment, raiment@
@ἐνδυναμόω @|@I fill with power, strengthen@
@ἐνδύνω @|@I clothe, enter, creep into@
@ἔνδυσις -εως -ἡ @|@a putting on of clothing@
@ἐνδύω @|@I put on, clothe@
@ἐνέδρα -ας -ἡ @|@an ambush, plot, treachery, fraud@
@ἐνεδρεύω @|@I lie in wait for, seek to entrap, defraud, deceive@
@ἔνεδρον -ου -τό @|@ambush@
@ἐνειλέω @|@I wrap up, roll up in something@
@ἔνειμι @|@I am in, within@
@ἕνεκεν @|@for the sake of, on account of, wherefore@
@ἐνέργεια -ας -ἡ @|@working, activity@
@ἐνεργέω @|@I work, accomplish, am operative@
@ἐνέργημα -ατος -τό @|@a working, an effect@
@ἐνεργής -ές @|@effective@
@ἐνευλογέω @|@I bless@
@ἐνέχω @|@I am angry with, entangle@
@ἐνθάδε @|@here, in this place@
@ἐνθυμέομαι @|@I meditate upon, reflect upon@
@ἐνθύμησις -εως -ἡ @|@inward thought, reflection, thoughts@
@ἔνι @|@there is in, is present@
@ἐνιαυτός -οῦ -ὁ @|@a year@
@ἐνίστημι @|@I place in or upon, am at hand, am present, threaten@
@ἐνισχύω @|@I invigorate, strengthen@
@ἔνατος -η -ον @|@ninth@
@ἐννέα @|@nine@
@ἐνενήκοντα @|@ninety@
@ἐνεός -ά -όν @|@dumb, speechless@
@ἐννεύω @|@I make a sign to by nodding@
@ἔννοια -ας -ἡ @|@thought, intention, purpose@
@ἔννομος -ον @|@legal, obedient to the law@
@ἔννυχος -ον @|@in the night@
@ἐνοικέω @|@I dwell in, am settled in@
@ἑνότης -ητος -ἡ @|@oneness, unity@
@ἐνοχλέω @|@I disturb, cause tumult@
@ἔνοχος -ον @|@involved in, liable@
@ἔνταλμα -ατος -τό @|@an injunction, ordinance, precept@
@ἐνταφιάζω @|@I embalm, prepare for burial@
@ἐνταφιασμός -οῦ -ὁ @|@embalming, preparation of a body for burial@
@ἐντέλλομαι @|@I give orders, command@
@ἐντεῦθεν @|@hence, from this place, on this side and on that@
@ἔντευξις -εως -ἡ @|@a petition, prayer, intercession@
@ἔντιμος -ον @|@precious, honored, honorable@
@ἐντολή -ῆς -ἡ @|@an ordinance, injunction, command@
@ἐντόπιος -ία -ιον @|@belonging to the place, native, resident@
@ἐντός @|@within, inside, the inside@
@ἐντρέπω @|@I turn to confusion, put to shame, reverence@
@ἐντρέφω @|@I nourish on, am educated in@
@ἔντρομος -ον @|@trembling through fear@
@ἐντροπή -ῆς -ἡ @|@shame@
@ἐντρυφάω @|@I revel in, live luxuriously@
@ἐντυγχάνω @|@I meet, encounter, call upon, make a petition@
@ἐντυλίσσω @|@I wrap up, roll round, envelop@
@ἐντυπόω @|@I engrave@
@ἐνυβρίζω @|@I insult, outrage, treat contemptuously@
@ἐνυπνιάζομαι @|@I dream@
@ἐνύπνιον -ου -τό @|@a dream, vision@
@ἐνώπιον @|@before the face of, in the presence of@
@Ἐνώς -ὁ @|@Enosh@
@ἐνωτίζομαι @|@I take into my ear, listen to@
@Ἐνώχ -ὁ @|@Enoch@
@ἕξ -οἱ -αἱ -τά @|@six@
@ἐξαγγέλλω @|@I announce publicly, proclaim@
@ἐξαγοράζω @|@I ransom, redeem@
@ἐξάγω @|@I lead out@
@ἐξαιρέω @|@I remove, choose, rescue@
@ἐξαίρω @|@I lift up, remove@
@ἐξαιτέω @|@I demand of, ask for@
@ἐξαίφνης @|@suddenly, unexpectedly@
@ἐξακολουθέω @|@I follow after, imitate@
@ἑξακόσιοι -αι -α @|@six hundred@
@ἐξαλείφω @|@I wipe away, obliterate@
@ἐξάλλομαι @|@I leap up@
@ἐξανάστασις -εως -ἡ @|@a resurrection@
@ἐξανατέλλω @|@I spring up out@
@ἐξανίστημι @|@I raise up, rise up@
@ἐξαπατάω @|@I deceive thoroughly@
@ἐξάπινα @|@suddenly@
@ἐξαπορέομαι @|@I am utterly without resource, am in despair@
@ἐξαποστέλλω @|@I send forth@
@ἐξαρτίζω @|@I completely furnish, equip, finish@
@ἐξαστράπτω @|@I flash forth like lightning@
@ἐξαυτῆς @|@immediately, instantly@
@ἐξεγείρω @|@I raise up, arouse@
@ἔξειμι @|@I go out, depart@
@ἐξέλκω @|@I entice@
@ἐξέραμα -ατος -τό @|@vomit@
@ἐξερευνάω @|@I search diligently, examine carefully@
@ἐξέρχομαι @|@I go out, come out@
@ἔξεστιν @|@it is permitted, lawful, possible@
@ἐξετάζω @|@I examine, question, search out@
@ἐξηγέομαι @|@I explain, make declaration@
@ἑξήκοντα -οἱ -αἱ -τά @|@sixty@
@ἑξῆς @|@next in order, the next day@
@ἐξηχέω @|@I sound out@
@ἕξις -εως -ἡ @|@condition, state, habit@
@ἐξίστημι @|@I astonish, am astonished@
@ἐξισχύω @|@I have strength for, am perfectly able@
@ἔξοδος -ου -ἡ @|@an exit, departure, death@
@ἐξολοθρεύω @|@I destroy utterly, annihilate@
@ἐξομολογέω @|@I consent fully, confess@
@ἐξορκίζω @|@I adjure, put to oath@
@ἐξορκιστής -οῦ -ὁ @|@an exorcist@
@ἐξορύσσω @|@I dig out, gouge@
@ἐξουδενόω @|@I ignore, despise@
@ἐξουθενέω @|@I ignore, despise@
@ἐξουσία -ας -ἡ @|@power, authority, weight@
@ἐξουσιάζω @|@I exercise authority@
@ἐξοχή -ῆς -ἡ @|@eminence, distinction@
@ἐξυπνίζω @|@I wake out of sleep@
@ἔξυπνος -ον @|@roused out of sleep@
@ἔξω @|@without, outside@
@ἔξωθεν @|@from without, outside@
@ἐξωθέω @|@I drive out, expel, propel@
@ἐξώτερος -α -ον @|@outmost, outer@
@ἑορτάζω @|@I keep a feast@
@ἑορτή -ῆς -ἡ @|@a festival, feast@
@ἐπαγγελία -ας -ἡ @|@a promise@
@ἐπαγγέλλομαι @|@I promise, profess@
@ἐπάγγελμα -ατος -τό @|@a promise@
@ἐπάγω @|@I bring upon@
@ἐπαγωνίζομαι @|@I contend earnestly for@
@ἐπαθροίζω @|@I gather together, crowd upon, press around@
@Ἐπαίνετος -ου -ὁ @|@Epaenetus@
@ἐπαινέω @|@I praise, commend@
@ἔπαινος -ου -ὁ @|@commendation, praise@
@ἐπαίρω @|@I raise, lift up@
@ἐπαισχύνομαι @|@I am ashamed@
@ἐπαιτέω @|@I beg, ask alms@
@ἐπακολουθέω @|@I follow close after, endorse@
@ἐπακούω @|@I listen to, hear favorably@
@ἐπακροάομαι @|@I listen to, hear@
@ἐπάν @|@after, when@
@ἐπάναγκες @|@necessarily@
@ἐπανάγω @|@I put out, go up@
@ἐπαναμιμνήσκω @|@I remind@
@ἐπαναπαύομαι @|@I rest upon, rely on, trust in@
@ἐπανέρχομαι @|@I return, come back again@
@ἐπανίστημι @|@I rise up against@
@ἐπανόρθωσις -εως -ἡ @|@correction, reformation@
@ἐπάνω @|@on the top, above, superior to@
@ἐπαρκέω @|@I aid, relieve, do service, render help@
@ἐπαρχία -ας -ἡ @|@sphere of duty, province@
@ἔπαυλις -εως -ἡ @|@a farm, estate, dwelling@
@ἐπαύριον @|@tomorrow@
@αὐτόφωρος -ον @|@in the very act@
@Ἐπαφρᾶς -ᾶ -ὁ @|@Epaphras@
@ἐπαφρίζω @|@I foam out@
@Ἐπαφρόδιτος -ου -ὁ @|@Epaphroditus@
@ἐπεγείρω @|@I arouse, stimulate, excite against@
@ἐπεί @|@after, for, since, otherwise@
@ἐπειδή @|@when, since@
@ἐπειδήπερ @|@since@
@ἐπεῖδεν @|@I looked upon, regarded@
@ἐπείπερ @|@since indeed, seeing that@
@ἐπεισαγωγή -ῆς -ἡ @|@bringing in, introduction, importation@
@ἔπειτα @|@then, thereafter, afterwards@
@ἐπέκεινα @|@beyond@
@ἐπεκτείνομαι @|@I strain after@
@ἐπενδύομαι @|@I put on over@
@ἐπενδύτης -ου -ὁ @|@a coat, outer wrap@
@ἐπέρχομαι @|@I approach, overtake, attack@
@ἐπερωτάω @|@I interrogate, question, demand of@
@ἐπερώτημα -ατος -τό @|@inquiry, request, appeal@
@ἐπέχω @|@I hold forth, pay attention, note, delay@
@ἐπηρεάζω @|@I insult, treat wrongfully, molest@
@ἐπί @|@on, to, against, on the basis of, at@
@ἐπιβαίνω @|@I step on, mount, board@
@ἐπιβάλλω @|@I throw upon, lay, strike upon@
@ἐπιβαρέω @|@I burden@
@ἐπιβιβάζω @|@I place upon@
@ἐπιβλέπω @|@I look with favor on@
@ἐπίβλημα -ατος -τό @|@a patch on a garment@
@ἐπιβοάω @|@I cry out to or against@
@ἐπιβουλή -ῆς -ἡ @|@a plot, design against@
@ἐπιγαμβρεύω ’ @|@I marry a deceased brother’s wife@
@ἐπίγειος -ον @|@earthly@
@ἐπιγίνομαι @|@I arise, spring up@
@ἐπιγινώσκω @|@I come to know, discern, recognize@
@ἐπίγνωσις -εως -ἡ @|@knowledge, discernment, recognition@
@ἐπιγραφή -ῆς -ἡ @|@an inscription, title@
@ἐπιγράφω @|@I write upon, inscribe@
@ἐπιδείκνυμι @|@I show, prove@
@ἐπιδέχομαι @|@I accept, admit, welcome@
@ἐπιδημέω @|@I sojourn, am resident@
@ἐπιδιατάσσομαι @|@I furnish with additions@
@ἐπιδίδωμι @|@I hand in, give up, give way@
@ἐπιδιορθόω @|@I put in order@
@ἐπιδύω @|@I sink, set@
@ἐπιείκεια -ας -ἡ. @|@considerateness, forbearance, fairness@
@ἐπιεικής -ές @|@gentle, mild, forbearing, fair, reasonable@
@ἐπιζητέω @|@I seek after, desire, search for@
@ἐπιθανάτιος -ον @|@at the point of death, condemned to death@
@ ἐπίθεσις -εως -ἡ @|@laying on@
@ἐπιθυμέω @|@I long for, covet, lust after@
@ἐπιθυμητής -οῦ -ὁ @|@an eager desirer of@
@ἐπιθυμία -ας -ἡ hippo -@|@desire, eagerness for, inordinate desire, lust@
@ἐπικαθίζω @|@I sit upon@
@ἐπικαλέω @|@I call by an additional name, appeal to@
@ἐπικάλυμμα -ατος -τό @|@a covering, cloak, pretext@
@ἐπικαλύπτω @|@I cover up@
@ἐπικατάρατος -ον @|@accursed@
@ἐπίκειμαι @|@I lie upon, am insistent@
@Ἐπικούρειος -ου -ὁ @|@an Epicurean@
@ἐπικουρία -ας -ἡ @|@help, aid@
@ἐπικρίνω @|@I decree, give sentence@
@ἐπιλαμβάνομαι @|@I seize, take hold of@
@ἐπιλανθάνομαι @|@I forget, neglect@
@ἐπιλέγω @|@I call, choose for myself, am named@
@ἐπιλείπω @|@I fail, fall short@
@ἐπιλησμονή -ῆς -ἡ @|@forgetfulness@
@ἐπίλοιπος -ον @|@remaining, that is left over@
@ἐπίλυσις -εως -ἡ @|@solution, explanation, interpretation@
@ἐπιλύω @|@I explain, interpret, decide@
@ἐπιμαρτυρέω @|@I testify earnestly@
@ἐπιμέλεια -ας -ἡ @|@care, attention@
@ἐπιμελέομαι @|@I take care of, attend to@
@ἐπιμελῶς @|@carefully, diligently@
@ἐπιμένω @|@I remain, tarry, persist in@
@ἐπινεύω @|@I nod to, assent@
@ἐπίνοια -ας -ἡ @|@thought, purpose@
@ἐπιορκέω @|@I take an oath, swear falsely@
@ἐπίορκος -ον @|@perjured@
@ἐπιοῦσα -ης -ἡ @|@the next day@
@ἐπιούσιος -ον @|@for the morrow, necessary, sufficient@
@ἐπιπίπτω @|@I fall upon, press upon@
@ἐπιπλήσσω @|@I rebuke, chide, reprove@
@ἐπιποθέω @|@I long for, strain after, desire greatly@
