@English@|@Mam Todos Santos@
@it doesn't matter@|@i, ichaq, li@
@it dried@|@ma tzqij@
@it dried up@|@ma' tx'umanix@
@It ended just like that (in that way)@|@Ikxix b'ajju@
@it failed@|@ttzakin@
@it feels (either currently or an action that occurs repeatedly over a long period of time ie. speaking of a bad headache you might say- nku'j kelil peq'chaj ntna'n -It feels like it is going to explode)@|@ntna'n@
@it fermented@|@ma tx'amix@
@it go out this way (tzma setz twi' q'aq' literally means 'up to it out this way over fire' - but we would say 'it just finished cooking' or 'just came off the stove')@|@setz@
@it got bitter@|@ma k'ayix@
@it got cold@|@ma chewix@
@it got dirty@|@ma tz'ilix@
@it got red@|@ma kyaqix@
@it he or she entered@|@tokx tq'o'n@
@it he or she put it inside@|@tokx tq'o'n@
@it is@|@a, tten@
@it is a beautiful day@|@b'a'nxsa jun q'ijl@
@it is a house@|@at jun ja@
@it is a man@|@a jun xinaq@
@it is already ripe (used more with fruits)@|@ma q'anax@
@it is already warmed@|@ma kyaqax@
@it is bad@|@taq'wix@
@it is delicious@|@txu'txqexix@
@it is far@|@alojxa, naqchaq@
@it is fine@|@b'a'ntaj, kutzan@
@it is good (B'a'ntaj qa ma t-xi'ya - It is fine if you go)@|@b'a'ntaj@
@it is I@|@aqine, ayine'@
@it is just that@|@noq a@
@it is lacking@|@na'x@
@it is mine@|@weky'a, wey'@
@it is necessary@|@il ti'j@
@it is necessary that@|@i@
@It is noon on the dot (Twelve precisely now)@|@Kab'lajxix ja'la@
@it is not equal to@|@mikxa'xix@
@it is not good@|@mya b'a'n@
@it is not possible@|@milay, nlay@
@it is not possible (milay is a word of negation the -x means 'always' in this case - so it is literally 'always not')@|@milayx@
@it is not the same@|@mikxa'xix@
@it is not true@|@nya ax tok@
@it is on (or he or she is on)@|@twitz@
@it is one@|@at jun@
@it is ours@|@aqe, aqeya, qe, qex@
@it is placed (something fat)@|@b'onkl@
@it is possible@|@ja'ka@
@it is possible (affirmation)@|@jaka@
@it is shameful@|@taq'wix@
@it is shining@|@nqopin@
@It is six thirty pm (Six in afternoon with half)@|@Qaq te qa'la tuk'a niky'jan@
@it is still possible (You can still do it if you set aside time for it)@|@jaku'x@
@It is ten minutes before six o'clock@|@Jwe' te qa'la tuk'a lajaj toxk'alin@
@it is the man@|@a xinaq@
@it is true@|@ax tok, axix, jaxix@
@It is true that we have said it@|@Axix qa kyej qq'uma'ne@
@it is true what I say@|@jax tok wu'ne'@
@It is twelve fifteen (o'clock)@|@Kab'laj tuk'a olaj@
@it is useful@|@tajb'lann@
@it is very good this (t- is the second person singular 'he she or it' b'anil means 'the good of something' -xix- means 'very' and -jo as a demonstrative marker is pointing out 'this')@|@tb'anilxixjo@
@it is very tasty@|@txu'txqexix@
@it is wet@|@ak'tl@
@it is white@|@saq@
@it is white (something non-human)@|@saqjal@
@it is you@|@aya@
@it isn't@|@mi'al, miya', nja', nya, nya'@
@it isn't advisable@|@taq'wix@
@it isn't good@|@mixb'a'n, nya tb'anel, nya' wen, taq'wix@
@it isn't like that@|@miky'@
@it isn't like this@|@nya ikju@
@it killed@|@tb'iyon@
@it lacks a little@|@ch'intel@
@it lacks just a little@|@ch'ixpatzan@
@it left@|@s-ex@
@it looks like@|@nya'kuj, tzanka@
@it makes@|@tb'ant@
@it may be possible@|@jakala@
@it may well be@|@ja'kla, ja'kujlo@
@it melted@|@ma' kub' ulj@
@It might rain (Perhaps come rain)@|@B'ala tzul jb'al@
@it moved@|@ma yukuch@
@it opened@|@ma jaqet@
@it popped@|@ma' laqj@
@it rained@|@ma' tzaj jb'al@
@it rotted (the fruit)@|@ma' q'ay@
@it rotted (the wood)@|@ma' q'ay@
@it says there are (At chitzan@|@at chitzan@
@It says to us (tzaj - 'from there toward here' - in tq'ama'n - 'it saying')@|@In tzaj tq'ama'n@
@it shows@|@q'ancha'l@
@it spoiled@|@ma b'aj t-xitan@
@it spoiled (food)@|@ma' tx'omax@
@it spoiled (rotted)@|@ma tx'amix@
@it spoiled (the fruit)@|@ma' q'ay@
@it started@|@saq'pon@
@it sweetened@|@ma chi'yix@
@it was@|@te'@
@it was a man@|@a jun xinaq@
@it was beginning to@|@mataq@
@It was fulfilled in the year 1914@|@Japun twi' toj ab'q'i 1914@
@it was her@|@alpatxin@
@it was him@|@axix@
@it was nothing@|@nimpalaj@
@it was received@|@ma k'met@
@it was spoken@|@yolat@
@it was the man@|@a xinaq@
@it was there@|@atitoq, attaq@
@it was threshed@|@xilat@
@it was whitened@|@ma saqax@
@it was you@|@alpaya, aye@
@It wasn't Maria who did it (it wasn't by Maria)@|@miya' tu'n Mal@
@it went (from here to there)@|@xi'@
@it will@|@kb'el@
@it will be@|@apa, ape'lo, okpela@
@it will be (va a ser sp)@|@baser@
@it will be certain (or true)@|@axtza'n@
@it will be made@|@kb'antel@
@it will be that@|@okpela@
@it will go (k'elel q'i'n - will be taken away or done away with)@|@k'elel@
@it will go (Kxel tutz'b'ab'aj - It will be sitting (because someone will go and put it there)@|@kxel@
@it would be good@|@b'a'ntla@
@It would be good@|@b'a'nwitla@
@itch@|@aq'len, k'asil@
@its@|@slapan, t-@
@its blackness@|@tq'eqal, tq'eqil@
@its channel@|@tb'eyil@
@its coldness@|@tche'wil@
@its color@|@tilb'el, tk'a'@
@its dirt@|@tchixh@
@its edge@|@te'@
@its end@|@tjapin@
@its exterior@|@ti'j@
@its face@|@twitz@
@its fatness@|@ttxamil@
@its fish@|@tkyixh@
@its flower@|@t-xmakal@
@its foot@|@tqan@
@its form@|@tumel@
@its fragrance@|@tk'ok'jal@
@its fruit@|@twitz@
@its half@|@tmij@
@its hardness@|@tkyuwil@
@its heat@|@tkyaqal@
@its heaviness@|@talil@
@its highest point (the sun a hill etc)@|@tjapin@
@its house@|@tja@
@its inside@|@toj@
@its juice@|@ta'l@
@its leaf@|@t-xaq@
@its life@|@tchwinqlal@
@its liquid@|@t'al, ta'l@
@its material (what it is made of)@|@ttx'otx'il@
@its mouth@|@ttzi@
@its outside@|@ti'j@
@its own@|@tekax@
@its peak@|@tunin@
@its point@|@tunin@
@its power@|@tipan@
@its replacement@|@t-xel@
@its richness or abundance@|@tq'inimab'il@
@its root@|@txe', t-xe'@
@its root (of plants)@|@tlok'@
@its scent@|@tk'ok'jal@
@its seed@|@tb'aq'@
@its shade@|@tewin@
@its shape@|@tumel@
@its shoot@|@t-xul@
@its significance@|@t-xilen@
@its sound@|@tq'ajq'ojil@
@its sprout@|@t-xul@
@its stem@|@tk'u'j, tqan@
@its stomach@|@tk'u'j@
@its tail@|@tje'@
@its tree root@|@tlok'@
@its waist (a pair of pants)@|@tk'u'j@
@its water@|@ta'@
@its weight@|@talil@
@its weight (My load is heavy)@|@alil@
@its whiteness@|@t-saqal, tsqal, txaqil@
@itself@|@tib'@
@Ixtahuacan@|@I'tzal@
@Ixtahuacán@|@krus@
@Ixtahuacan (city in Guatamala)@|@i'tzal@
@jacket@|@ti'j kamixj, tpi mal kamixaj, txo'wj, xnoq'al@
@jaguar@|@b'alan, b'alin, b'alun@
@jail@|@chojb'il, t-xe tze', tze'@
@James@|@Jacobo@
@jammed@|@jekeb'il@
@January@|@tnexjaw@
@jaq'il in a literal sense is restricted in some dialects to the burro but it is used figuratively for someone who cries a lot or opens their mouth wide when they cry or someone who cries in an exagerated way@|@jaq'il@
@Jatropha Curcas or the Piñón as they call it in Guatemala is often used for fences as it can survive with very little rainfall@|@xhlo'@
@javalina@|@tze'laj kuch, xb'och@
@jaw@|@le'ky, tjaq' tzib'aj, txpetx, t-xpetx, xpetx@
@jayil is a more intense heat than julil which focuses on the sound of the fire@|@jayil@
@jealousy@|@xk'aqach@
@jeep@|@k'ux kojb'il@
@Jehovah@|@Jehová@
@Jesus@|@Jesús@
@Jesus Christ@|@Jesucrist, Jesucristo@
@Jesus Christ has risen to live again@|@O jaw anq'in Jesucrist juntl majl@
@Jesus entered like (how) a king@|@Okx Jesús ik tze'n jun ajkawil@
@Jesus passed by walking on the water@|@Ik'tz b'et Jesús tib'aj a@
@Jesus went down into the water.@|@Ku'x Jesus toj a'@
@jewelry@|@pwaqab'aj@
@jewelry store@|@k'ayb'il pwaqab'aj@
@jicara@|@tzma'@
@Joan@|@Wana@
@Joan is calling on the telephone@|@Nq'olb'inx Wana toj najchayolb'il@
@job@|@aq'un, aq'unl@
@job (as a noun)@|@aq'untl@
@job assignment@|@oqxenj@
@jocote fruit (this is an edible fruit)@|@q'inan@
@jocote tree native to tropical regions (related to the cashew species this tree is also known as red mombin and hog plum and ciruela)@|@q'inan@
@jocote tree related to the cashew and produces edible fruit@|@q'inin@
@Joe (José)@|@Jse@
@John@|@wa'n, Xwan@
@John (the name)@|@Wa'n@
@John is in jail@|@Tokx Wan pres@
@join@|@che'man@
@join a group@|@yoqpaj@
@joint of plants that have the stems divided into sections (like cane) most of which belong to the grasses family of the genera Arundo and Phragmites@|@tyaqimil, yaqimil@
@joint of the bones@|@tyaqimil, yaqimil@
@joke@|@la'j, sla'j, slak, slak'yol, sokb'il, xmukcha, yaq@
@joker@|@sok@
@José@|@Chep@
@jowl@|@txpetx, t-xpetx, xpetx@
@joy@|@tzalajsb'il, tzaljb'il@
@jub'chil is a more general term for hitting@|@jub'chil@
@Judas@|@xhmu@
@Judea@|@Judey@
@judge (jun jwes - a judge)@|@jwes@
@jug@|@t-xar, xar@
@juice@|@ta'l@
@juicy@|@ch'ul@
@Juliana@|@Yana@
@July@|@twuxjaw@
@jump@|@t'ikpajil, tzaqpi, wit'-, wit'a-, wit'paj, xwit'-, xwit'a-@
@jump (The scare made me jump)@|@xwit'@
@jump like a frog@|@t'oja-, xht'oja-@
@June@|@tqaxjaw@
@June bug@|@mox@
@jungle@|@tjaq' k'ul@
@jungle or forest@|@ma'chik'ul@
@junior@|@nutz@
@junk food such as snack foods especially sweet snacks@|@tzeq@
@just@|@axtaq, jiqin, kukxjo, kyja'xjo, noq, noqanx, noqtzan, noqx, o'kx, o'kxix, o'kxku, o'kxtenjo, q'ij, tzma@
@just (apenas)@|@penix@
@just (as in that's all they did or they just sat down)@|@noqxix@
@just (I just arrived at class)@|@ma'xpa@
@just a bit@|@nuk nux@
@just a little while ago@|@tzmayinku'@
@just as if@|@noq tza'nx@
@just how@|@tza'nxix@
@just me@|@njunilxe xhin@
@just now@|@maky'@
@just one@|@junch'in, junx@
@just one time@|@jumajx@
@justice@|@xtis@
@jute snail@|@sjoq'@
@ka'mil does not involve deception but rather indecision@|@ka'mil@
@kalanchoe or live forever plant@|@pixlaq@
@kangaroo@|@t'ojan jil@
@keep@|@k'u', k'u'yit@
@keep on@|@kukx@
@keep someone from working@|@ametil@
@kept@|@potzinj@
@kernal of corn@|@jun twitz  íyaj@
@key@|@tal ja, tal ja'@
@kick as a noun@|@xjon@
@kicked it@|@ma txi' t-xajo'n@
@kidney@|@chenaq'@
@kidney beans@|@axich@
@kill@|@b'iy-, b'iyo-, b'iyon, b'ya'tz@
@kill (B'ya'ka aj xjal - Kill that person)@|@b'ya'ka@
@kill it@|@b'yonkuya@
@kill it now@|@b'yonkuya ja'la@
@killed@|@b'iyinj, b'iyo'n, b'yet, b'yo'n, kyima@
@killer@|@b'iyil, b'iynel@
@killing@|@b'iyin, b'iyo'n, b'yenj@
@killing someone under more serious circumstances than a homicide@|@b'iyol@
@kind@|@tb'anilxjal, weq@
@kind of a seed@|@tyajil@
@kind of like saying to be the one that performed a certain action@|@a@
@kindliness@|@k'ujlab'il@
@kindness@|@b'a'n@
@kingdom@|@kawb'il, qawb'il@
@kingfisher@|@chol kyixh, chwis@
@kiosk@|@talja@
@kiss@|@ma'tz, tz'ub', tz'ub'ao-, ub'cha-@
@kissed it@|@ma tz'el ttz'ub'an@
@kitchen (for many in Guatemalan towns this is a room built outdoors and made of sticks)@|@k'achb'il q'aq'@
@kitchen sink@|@tx'ajb'il laq@
@kitten@|@tal wixh@
@knapsack@|@pa, tq'ob' pa'@
@knee@|@ch'ek, ch'eky, ch'ekyb'aj@
@kneel@|@xhmejb'al@
@kneel down@|@xhmejeb'il@
@kneeled@|@ma' kub' xhmeje'@
@kneeling@|@mejl, mejli, xhmejal, xhmejli@
@kneeling (mej- is a positional root)@|@mej-@
@knife@|@qesil, tz'iyob'il@
@knock down@|@til@
@knock down (til means knock down while the -j marks this in the passive voice 'it was knocked down')@|@tilj@
@knock down people or branches@|@chak'pu-@
@knock on a door@|@k'owcha-@
@knock or throw down@|@b'aqchil@
@knock over a fat person@|@b'onkpi, b'onkpi-, chrenkypu-, jenkypu-, lenkypu-@
@knocking something down@|@yuchin@
@knot@|@xmo'n@
@knotted it@|@ma b'aj t-ximo'n@
@know@|@nik'@
@know (someone or someplace)@|@tzqi-@
@knowledge@|@ojtzqib'il, tumel@
@known@|@b'ant, illo'n@
@known (B'i'n wu'na ti' nb'ajteya - I know what you are doing)@|@b'i'n@
@known (Such as those things to which one has been exposed)@|@tzqi'n@
@known as anona in Guatemala there are many different types of anona@|@ch'uwix@
@known in Guatemala as agüizote in English we would call it a phantom or evil spirit (Many Mayan peoples are terrified of phantoms and claim to see them or hear them on a regular basis)@|@lab'tzon@
@kub' is a directional meaning 'down' - t is the suffix making this an emphatic verb - a is the second person singular enclitic indicating that the verb is directed to you)@|@-t@
@ky'ixb'il refers more to the pain of a blow to the body and focuses on the pain itself rather than the blow@|@ky'ixb'il@
@la'jil has the basic meaning of relating something in the form of a story or a joke@|@la'jil@
@label@|@tu'jal pa@
@laborer. worker@|@ajaq'unal@
@lace (decoration for sewing)@|@txa'namaj@
@lack@|@na'nx, q'ij@
@lack of care or interest that a person demonstrates about something (about his own things and about obligations)@|@t-xnakil, xnakil@
@lack of desire to do something@|@k'ajil@
@lackadaisical@|@xja'ja'@
@lacked (something)@|@mi xtz'aqet@
@lacking@|@na'mx@
@lacking a little or small amount@|@ch'ix b'aj@
@ladder@|@yotx@
@ladies@|@kye qya@
@ladina woman (woman who is mixed white and indigenous and only speaks Spanish)@|@xhnula@
@ladino@|@amaq, amb', xhmul@
@ladle@|@matij pak', pak'@
@lady@|@nana@
@ladybug@|@lem@
@laid out@|@lin, linlaj@
@lake@|@alwun, najab', njab'@
@lamb@|@mi'l@
@lame@|@chjetz', kox, koxj@
@lame person who moves their whole body as they hobble along@|@xq'e'w@
@land@|@milaj, tx'otx'@
@land and sky@|@twitz tx'otx' b'ix kya'j@
@land covered with low vegetation@|@k'ul@
@land snail@|@xjor@
@land that has a hollow or ravine@|@b'ya'@
@land that has been bedded up for planting@|@b'otz'@
@land that has been plowed@|@ch'okb'en@
@land that has been prepared for the specific purpose of planting seed@|@awab'il@
@land that has been recently cultivated@|@koj'ben@
@land that has been used by someone as a place to cultivate@|@tawab'en@
@land that has been worked or plowed by someone@|@koj'ben@
@land that has nothing growing on it (The goats left the land bare)@|@sk'o'j@
@land that is good for producing a lot of beans@|@chenaq'ib'il@
@land that is hard and compacted@|@qrinin@
@land that is in the form of a volcano but is little@|@b'us@
@land that is moist and soft and ready to be worked (The land is soft and wet because it rained all this week)@|@jaxhaxhan@
@land that is mounded up@|@b'us@
@land that is piled up around the corn stalks after they put out leaves to keep the wind from blowing them over@|@ju'l@
@land that is prepared and ready to be planted@|@q'uwaj@
@land that is used specifically for growing corn with grains of different colors (chikyiway corn)@|@chikyiwayb'il@
@land that isn't planted (an empty piece of land)@|@tz'le'j@
@land that someone has prepared for seeding@|@q'ub'en@
@land where a corn crop is cultivated@|@kjonb'il@
@land where corn can be planted@|@kok'xi'nb'il@
@land where crops are sown@|@kojb'il@
@land where there is excessive dampness@|@chiwtal@
@landed@|@tpon@
@landslide@|@qotx, qotx'@
@lane@|@jetz'@
@language@|@yol, yolb'il@
@languish (humans)@|@molj, pach'il@
@lantern@|@txaqb'il@
@laqtz'il is a more generalized word for lashing or whipping while jitx'pil is restricted to punishing someone by hitting them with something hard and flexible like a switch or whip@|@laqtz'il, latz'il@
