@English@|@Manx@
@figurative@|@tuarystallagh@
@figure@|@jalloo@
@figurehead@|@jalloo toshee@
@filch@|@myngheid, olmyssaghey@
@filcher@|@mynghaddee@
@filching@|@mynghaddeeaght, olmyssagh@
@file@|@caignan@
@fill@|@jannoo@
@filled@|@freggyrit@
@filly@|@sharragh-woirrin@
@film@|@fillym@
@filtered@|@sheelit@
@fin@|@asney@
@finance@|@argidys, reaghey argid da@
@find! get!@|@fow!@
@finding@|@feddyn@
@fine@|@braew, cur ooley er, final, keyl, ooley@
@fined@|@oolit@
@fine-drawn@|@keyl-chooishagh@
@fineness@|@keylid, meeinid, ooashlid@
@finer@|@meeney@
@fine-spun@|@keyl-chooishagh@
@fingernail@|@yngin@
@fingers@|@meir@
@finite@|@caglit@
@fiord@|@keyllys sailley@
@fir@|@juys@
@fire power@|@niart gunn@
@firebrand@|@doagan@
@firefire@|@aile@
@firefly@|@lamprag@
@firelock@|@gunney glish@
@fireplace@|@çhiollagh@
@firewood@|@bwonyn@
@first@|@chied@
@first born@|@kied er ny ruggyr@
@first cousin@|@mac braar ayrey, mac braar mayrey@
@first prize@|@ard-aundyr@
@firstly@|@hoshiaght@
@firth@|@keyllys@
@fish@|@eeast, eeast (pl. eeastyn), yeeast@
@fish hatchery@|@guirrlan eeast@
@fish spawn@|@oghyr eeast@
@fisherman@|@eeasteyr@
@fishery@|@grunt eeastee@
@fishing@|@eeastagh@
@fishing ground@|@grunt eeastee@
@fishing rod@|@slat-eeastee@
@fishmonger@|@cadjer eeast@
@fistful@|@lane doarn@
@fit@|@yn-@
@fit to eat@|@yn-ee@
@fits@|@kinkyn@
@fitting@|@cooie@
@five@|@queig@
@fix@|@karraghey@
@fizz@|@kesh, keshal@
@fizzle@|@shishal@
@flag@|@mergey@
@flagrant@|@neunearagh@
@flamboyant@|@ymmodee-taishbynagh@
@flamingo@|@lossyrane@
@flank@|@shleeast@
@flashback@|@aachentyn@
@flat@|@injillagh, rea@
@flat (mood)@|@gyn annym@
@flat beer@|@jough eig@
@flat field@|@faaie@
@flat iron@|@yiarn (smoodal)@
@flat-chested@|@beg-chleeauagh@
@flatness@|@injillid, merruid@
@flatten@|@aachormaghey@
@flatulent@|@geayagh@
@flaw@|@gibbey@
@flawless@|@gyn scaaney@
@flee@|@chea, chea voish@
@fleece@|@eaddagh loamragh@
@fleeing@|@çhea@
@fletcher@|@fedjeenagh@
@flexible@|@so-loobey@
@flick@|@cur scuitch beg da@
@flicker@|@meekey@
@flight@|@chea@
@flight deck@|@cabbane@
@fling away@|@ceau voish@
@fling down@|@ceau neose@
@flipper@|@maaig@
@flock@|@shioltaney@
@flog@|@custhey@
@flogging a dead horse@|@custhey skeddan marroo@
@flood@|@skeaylley tooilley er@
@floor@|@laaraghey@
@floored@|@laarit@
@flooring@|@laareagh@
@flora@|@flaanid@
@florid@|@blaaoil@
@flotilla@|@myn-lhuingys@
@flounce@|@trippyl@
@flour@|@flooyr@
@flour miller@|@mwyllar flooyr@
@flourishing@|@lane dy vishaghey, my vlaa@
@flour-milling@|@mwyllaraght flooyr@
@flowerbed@|@ymmyr vlaa@
@flowered@|@blaa vreck@
@floweriness@|@blaatarys@
@flowering@|@my vlaa@
@flowery@|@blaa vreck, my vlaa, ornaidagh@
@flu@|@murran@
@fluctuating@|@kirkinagh@
@fluent@|@glib@
@flute@|@cur maireenyn ayn, feddan mooar@
@flutes@|@feddanyn mooar(ey)@
@flux@|@flusk@
@fly@|@kioot, quill@
@flying@|@etlagh, getlagh@
@foal@|@sharragh@
@foam@|@freaynal, kesh, keshal@
@foamer@|@kesheyder@
@foaming@|@freayney, keshal@
@foddered@|@beeit@
@fog@|@cur kay er, kay, kay (f)@
@fogginess@|@kayeeaght@
@foggy@|@fo chay, kayeeagh@
@foginess@|@kayid@
@foilage@|@duillagys@
@fold@|@bwoaillee (f)@
@folder@|@filljane@
@folk@|@mooinjer@
@folklore@|@beeal-arrish@
@follow!@|@eiyr!@
@follower@|@fer mooinjer@
@following@|@eiyrt, geiyrt, giyn; er giyn@
@following day@|@laa er giyn, laa ny lurg, laa ny yei@
@folly@|@anchreeaght@
@foment@|@cur glabbag er@
@fond@|@keainal, ommidagh@
@fondly@|@dy keainal, dy ommidagh, dy ommidagh@
@fool@|@ommidan@
@foolhardiness@|@neuchreenaght@
@foolish@|@neuhushtagh, ommidjagh@
@foolishness@|@anchreeaght@
@foolproof@|@lane jeen@
@foot@|@trie (f)@
@foot; feet@|@cass (pl. cassyn)@
@foothold@|@ynnyd coshey@
@footmark@|@ynnyd coshey@
@footstep@|@kesmad coshey@
@footwork@|@aghtallys coshey@
@fop@|@friplas, frit@
@for@|@dys, rish, son@
@for her@|@er-e-son@
@for him@|@er-e-hon@
@for it@|@da@
@for sake of@|@er coontey@
@for their purpose@|@nyn yioin@
@for you@|@er-dty-hon@
@forage@|@cur foddyr da@
@forbear@|@fuillaghtyn@
@forbid@|@neulhig, neulhiggey@
@forbidden@|@obbit@
@forbidding@|@grouw@
@forboding@|@drogh-aaishnys@
@force@|@niart@
@forced@|@eginit@
@forcibly@|@er egin@
@ford@|@aah@
@forebearance@|@fuilliaghtys@
@forebode@|@baggyrt@
@foreign@|@gyn-oayl@
@foreign; a foreigner@|@joarree@
@foreigner@|@gynoayltagh, oarree@
@foreknowledge@|@tushtey ro-laue@
@foreland@|@kione cheerey@
@foreman@|@ard-ghooiney bingagh@
@foremost@|@red toshee@
@forequarter@|@kerroo toshee@
@forester@|@keylljeyder@
@foretall@|@insh rolaue@
@foretell@|@tuarey@
@foretold@|@inshit rolaue@
@forewarn@|@cur raue da@
@forged@|@obbrit@
@forget@|@jarrood@
@forgetful@|@meerioosagh@
@forgetfulness@|@jarrood@
@forgiven@|@leiht@
@forgiver@|@leihder@
@fork@|@banglaney@
@forlorn@|@cailt, gyn treisht, treih@
@formal@|@formoil, oayshagh@
@formative@|@kiaddagh, kiaddagh@
@formless@|@gyn chummey@
@fornicate@|@cur rish maarderys@
@fornication@|@maarderys@
@forsaken@|@treigit@
@forsaker@|@treigeilagh@
@fortifiable@|@yn-niartaghey@
@fortify@|@cur gunnyn er@
@fortnight@|@kegeesh@
@fortnightly@|@keayrt 'sy chegeesh@
@fortunate@|@aighoil@
@fortunately@|@dy traaoil@
@fortune@|@aigh vie@
@fortune teller@|@ben aaishnee@
@forty@|@daaed, daeed@
@foster-daughter@|@ught-neen@
@fought@|@caggit@
@foul@|@awane, jannoo far choie, toghtey@
@foul-mouthed@|@drogh chaayntagh@
@foulness@|@awanid@
@found@|@gruntal@
@founder@|@kiaddeyder@
@foundry@|@mwyllin yiarn@
@fountain@|@farranaghey@
@fountain pen@|@penn chybbyrt@
@four@|@kiare@
@fourteenth@|@kerroo-jeig@
@fourth@|@kerroo@
@fox@|@fynney shynnee@
@fragile@|@treih@
@fragment@|@sleig@
@frail@|@bastag leaghyr(agh)@
@frame@|@cur frame er@
@France@|@Rank: y Rank@
@frank@|@neuvolteyragh, ynrick@
@frankincese@|@billey tooishey@
@frankness@|@neuvolteyraght@
@fratricide@|@dunver braarey@
@fraught@|@lane (dy)@
@free@|@feaysley (er), nastee@
@free will@|@aigney seyr@
@freeborn@|@seyr-ruggit@
@French@|@Frangagh@
@French language@|@Frangish@
@French people@|@Frangee@
@French person@|@Frangagh@
@frenzy@|@merre@
@frequency@|@menkid, trickid@
@frequented@|@oast@
@frequenter@|@taagheyder@
@frequently@|@dy trick@
@fresh@|@oor@
@fresh water@|@ushtey millish@
@fret@|@ornaidaghey@
@fretful@|@accanagh@
@friar@|@freer@
@Friday@|@Jeheiney@
@friend; friends@|@carrey (pl. caarjyn)@
@friendless@|@gyn carrey@
@friendliness@|@caarjysagh@
@friendly@|@caarjoil@
@friends@|@caarjyn@
@friendship@|@caarjys@
@Friesland@|@Freeshlann@
@frigate@|@frigaid@
@fright@|@aggle, atchim, owan@
@frighten@|@cur raaue da@
@frightfulness@|@atchimid@
@fringe@|@frinje@
@Frisian@|@Freeshlannagh, Freeshlannish@
@frivolous@|@frittagh@
@frizzle@|@freaynit@
@frizzy@|@myn-chast@
@frog@|@rannag@
@from@|@veih, voish, woish@
@from her@|@voee@
@from him@|@voish@
@from me@|@voym@
@from the east@|@niar@
@from the outset@|@veih'n toshiaght@
@from them@|@voue@
@from there@|@veih shen@
@from top to bottom@|@voish bun gys baare@
@from you@|@veue, voyd@
@frosted@|@far-riojit@
@froth@|@kesh, keshal@
@frothed@|@keshit@
@frothing@|@keshagh@
@frothy@|@keshagh@
@frown@|@grouig, grouigey@
@frowning@|@grouigagh@
@fruit@|@mess, troar, ymmyrkey mess@
@fruit dish@|@jyst mess@
@fry@|@freaynit, myneeast@
@frying@|@freaynit@
@frying pan@|@freeghtane@
@fuel oil@|@ooil lostee@
@fugitive@|@cheader@
@fulchrum@|@prise@
@full@|@er croo, lane@
@full moon@|@lane-eayst@
@full of pep@|@lane dy vree@
@full of vim@|@lane dy vree@
@full trot@|@lane drid@
@full up@|@lane da'n chrossag@
@full-length@|@gys ny cassyn, lane-liauyr@
@fullness of time@|@immeeaght yn traa@
@full-time@|@lame-emshryagh, lane-emshiragh@
@fully@|@dy slane@
@fulminate@|@taarnaghey@
@fume@|@freayney, thorcan@
@functionary@|@oikagh, oikagh@
@fundamental@|@fraue-note@
@fundamentally@|@veih'n fraue@
@funeral dirge@|@bardoon@
@funny@|@aitt@
@fur@|@kort@
@furious@|@jiarg-chorree, jymmoosagh@
@furiously@|@er finnue@
@furred@|@kortagh@
@furrow@|@cur furrey ayn@
@furry@|@fynneydagh@
@furthermore@|@harrish shen@
@furthermost@|@odjey@
@fury@|@jymmoose@
@fuse@|@lheian@
@gab@|@cabberaght@
@Gaelic speaking area@|@Gaeltaght@
@gag@|@cur gobbane er@
@gain! win! earn!@|@cossyn!@
@gainful@|@vondeishagh@
@gaining@|@cosney@
@galaxy@|@ard-chruinnaght@
@gale@|@gaaley@
@gall@|@cur galverg er@
@gallant@|@gastoil@
@gallantry@|@gastoilid@
@galore@|@dy liooar@
@game@|@gamman@
@gang@|@geng@
@gang up@|@gengal@
@gaps (pl.)@|@baarnaghyn@
@garage@|@garreish@
@garbled@|@neuchronnal@
@garden cabbage@|@cabbash vane@
@garden mint@|@mynthey@
@gardens@|@garaghyn@
@garland@|@attey blaa@
@garnet@|@garnaid@
@garret@|@garrad@
@garrulous@|@cabberagh, glib@
@gas@|@gas@
@gas engine@|@innyl gas@
@gash@|@beam@
@gasket@|@gasgad@
@gather@|@ingyraght@
@gathering@|@çhaglym, ingyraght@
@gauche@|@kittagh@
@gaudy@|@ard-ghaaoil@
@gauge@|@towse@
@gauntlet@|@lauean liauyr@
@gave@|@hug@
@gawk@|@gammyl@
@gazelle@|@gaselle@
@gear@|@geear@
@Gee!@|@Hup!@
@gender@|@keintys@
@genealogist@|@caardyssagh@
@genealogy@|@caardys@
@general@|@kionfenee@
@generally@|@cadjinagh@
@generous@|@feoilt@
@gentility@|@myn-ooashlid@
@gentle trot@|@drid bog@
@gentleman@|@dooinney seyr@
@gently@|@dy mial, dy miallagh@
@gents@|@ny vir@
@genuine@|@ynrick@
@geography@|@çheer-oaylleeaght@
@germ@|@giennag@
@German@|@Germaanagh@
@German language@|@Germaanish@
@German people@|@Germaanee@
@German person@|@Germaanagh@
@gesticulate@|@obbraghey ny laueyn@
@gesticulation@|@obbraghey ny laueyn@
@get up@|@irree@
@getting@|@feddyn@
@getting hold of@|@glackey@
@gibber@|@cabbarey@
@gibbering@|@cabbarey@
@giblets@|@bee brisht@
@gift@|@gioot@
@gilled@|@grooaneagh@
@ginger@|@jinshar@
@girl@|@bwoirrinagh, caillag, caillin, inneen@
@girlhood@|@caillinys@
@girls@|@inneenyn@
@give birth@|@ymmyrkey@
@give! put!@|@cur!@
@given; put@|@currit@
@giving@|@cur@
@giving fealty@|@ammyssaghey@
@glacial@|@glonnoil@
@gladiator@|@caggeyder@
@gladiatorial@|@caggee, caggeydagh@
@glance@|@ceau shilley bieau (er), shilley bieau@
@gland@|@gland, trellag@
@glare@|@gleamey@
@Glasgow@|@Glaschu@
@glass case@|@askan glonney@
@glass works@|@caardee glonney@
@glassful@|@lane glonney@
@glass-work@|@obbyr ghlonney@
@glasswort@|@cabbash varrey@
@glassy@|@glonnoil@
@glaze@|@cur gloas er@
@glazed@|@fo glonney@
@glazier@|@glessar@
@glaziery@|@glessarys@
@gleeful@|@lane ghennalys@
@glen@|@glion (pl. glionteeyn)@
@glimpse@|@feddyn shilley beg jeh, glynt@
@gloat@|@gloatal@
@globetrotter@|@troailtagh cruinney@
@gloom@|@grooid, growid@
@gloominess@|@grooid@
@glory@|@gloyr@
@gloss@|@gloasaghey@
@glossiness@|@gloasid@
@glove@|@cur laueanyn er, lauean@
@glow worm@|@lamprag@
@glower@|@dy ve ferg-hooillagh@
@glue@|@gleiyghey@
@glued@|@gleiyit@
@glum@|@grouw@
@glumness@|@growid@
@glutted@|@lane dy vee@
@glyph@|@glyff@
@gnat@|@meeyl, quill@
@gnaw@|@caigney@
@gnawer@|@caigneyder@
@gnawing@|@caignagh@
@go@|@immee@
@go (off)!@|@immee!@
@go out@|@hraih, immee magh@
@go past@|@immee shaghey@
@Go to Hell@|@Immee gys Niurin!@
@goal@|@dean (pl. deanyn)@
@goals@|@dean (pl. deanyn)@
@God@|@Jee@
@god-daughter@|@inneen vashtee@
@goddess@|@ben jee@
@godson@|@mac bashtee@
@going@|@goll@
@gold@|@oar@
@gold work@|@obyr airhey@
@golden eagle@|@urley buigh@
@golden opportunity@|@caa yindyssagh@
@goldfinch@|@lossey ny keylley@
@gong@|@bwoalley clag raauee@
@good@|@foays, mie@
@good looks@|@bwoyid@
@good luck@|@aigh vie, rah@
@Good morning@|@Baill veih Jee dhyt!@
@Good morning! (answer)@|@Baill veih Jee hood!@
@Good night!@|@Oie vie!@
@good works@|@obbraghyn miey@
@goodbye (familiar@|@slane lhiat@
@goodbye (polite@|@slane lhiu@
@good-for-nothing@|@kecksee@
@goodness@|@mie@
@goodwill@|@aigney mie@
@goose@|@guiy, yiarn thalleyragh@
@gooseberry bush@|@drine berrish@
@gore@|@fuilltaght, gussad@
@gorgeous (of food)@|@ard-vlastal@
@gory@|@fuilltagh@
@goshawk@|@shawk vooar ny sperriu@
@gossip@|@tutlerys@
@got; found@|@hooar@
@govern@|@gurneil@
@government@|@reiltys@
@gown@|@cur gooyn er@
@grace@|@cur onnor da, grayse, pardoon@
@graceless@|@gyn grayse@
@gradually@|@veggan as ny veggan@
@graft@|@banglane noadit, noadaghey, obbraghey dy jeean@
@grafter@|@obbree jeean@
@grain@|@arroo, freih@
@granary@|@skibbalt@
@grandad@|@jishag vooar@
@grandchild@|@oe@
@grandchildren@|@oeghyn@
@grand-daughter@|@oe inneen@
@grandeur@|@ooaslaght@
@grandfather@|@shaner@
@grandgather@|@jed mooar@
@grandmother@|@mwarree, shenn voir@
@grand-nephew@|@oe braarey, oe shayrey@
@grand-niece@|@oe vraarey@
@grandson@|@oe mac@
@grass-fed@|@yndyrit@
@gratis@|@nastee@
@gratitude@|@bwooisal@
@grave@|@oaye@
@gravel@|@cur shillee er, garvel@
@gravity@|@fastaght, feeydys@
@gravy@|@ownee@
@grayling@|@eeast lheeah@
@graze@|@gyndyr, pastyral, yndyr@
@grazier@|@yndyragh@
@grazing@|@gyndyr@
@grease@|@sahll@
@greasy (as slug) bleat@|@maa@
@great@|@urrmagh@
@Great Britain@|@Yn Vretyn Vooar@
@great love@|@ard-ennoilys@
@great niece@|@ineen vic vraarey, inneen vic shayrey@
@great skua@|@maarliagh marrey@
@greater weaver@|@guinneyder, guinneyder mooar@
@greatly@|@dy mooar@
@great-nephew@|@mac vic shayrey, mac vic vraarey@
@greatness@|@ardys@
@greed@|@jooid@
@green@|@faaie, geayny, glass (pl. glassey)@
@greenery@|@duillagys@
@greenish@|@lesh y ghlass@
@greeting@|@gotaghey, oltaghey@
@grey@|@glassyntee@
@grey matter@|@inchyn@
@greylag@|@guiy glass@
@grid@|@grylley@
@griddle@|@gryle (f)@
@grief@|@guiy boght@
@grieve@|@cur seaghyn da@
@grim@|@grouw@
@grimace@|@cur sceau er yn eddin, cur sceau er yn eddin@
@grimness@|@growid@
@grin@|@gyrn, gyrnal@
@grind@|@beihll, cur foyr er@
@grinner@|@gyrneder@
@grinning@|@gyrnal@
@gripe@|@cur greim-collane da@
@grocer@|@groseyr@
@grog@|@grog@
@groom@|@fer ny gabbil@
@gross@|@daa ghussan yeig, gross@
@grotto@|@ooig@
@ground@|@grunt, gruntey@
@ground floor@|@laare halloin@
@grounded@|@gruntit@
@grounding@|@gruntey@
@groundless@|@gyn oyr, gyn vun@
@groundsel@|@grunlus@
@grow@|@aase@
@growing@|@aasagh, aasoil, gaase@
@growing pains@|@guinyn-aase@
@growl@|@gurr, gyrn, gyrnal@
@groyne@|@groyne@
@grumble@|@accan, trughane@
@grumbler@|@trughanagh, trughaneagh@
@grumbling@|@accanagh, gaccan@
@guarantee@|@raane@
@guarantor@|@barrantagh@
@guard@|@freeayll arrey@
@guerilla war@|@caggey cheerey, caggey keylley@
@guess@|@cheb, tuarymey@
@guest@|@ei@
@guffaw@|@jannoo ard-gharaghtee@
@guilder@|@guilder@
@guillemot@|@caillagh varrey@
@guilt@|@kyndid@
@guilty@|@oolagh, oolee@
@Guinness@|@bainney ny baa doo@
@gulf@|@gulf@
@gullet@|@gullad@
@gully@|@altan, gullad@
@gum@|@gum (millish)@
@gum arabic@|@gum arabagh@
@gun@|@gunn, gunn (pl. gunnyn)@
@gunfire@|@lauagh@
@gunman@|@gunneyder@
@gunner@|@gunneyder@
@gunnery@|@gunneraght@
@gunshot@|@orraghey gunney@
@gurgle@|@glug@
@gusset@|@gussad@
@gutter@|@guttyr@
@gutter-snipe@|@paitchey straiddey@
@gypsum@|@gypsum@
@haberdashery@|@myn-eaddagh@
@habit@|@oash@
@habitation@|@ynnyd vaghee@
@habitual@|@oashagh@
@habitue@|@taagheyder@
@hack-work@|@obbyr faillee@
@haemophilia@|@ym-roie folley@
@haft@|@dhornane@
@hag@|@caillagh ny gueshag@
@hagfish@|@caillagh varrey@
@hail@|@ceau sniaghtee garroo@
@hail (greet)@|@bannaghey rish@
@hail shower@|@frass sniaghtee@
@hailing from@|@ass@
@hair@|@folt, gruag, renaig (f)@
@hairless@|@gyn folt, gyn fynney, gyn gruag@
@hair-splitting@|@myn-ronsaghey@
@hairstyle@|@oash fuilt@
@hairy@|@geayshteenagh, gruagagh@
@hake@|@hake@
@half@|@lieh@
@half an hour@|@lieh-oor@
@half grown girl@|@heishan@
@half-breed@|@meshtagh@
@hall@|@halley (pl. hallaghyn)@
@hallowed@|@noo@
@hallucinate@|@cur shaghrynys er@
@halo@|@fainey noo@
@halo circle (sun or moon)@|@bwoaillee (f)@
@halt@|@hault@
@halter@|@opsag@
@halyard@|@halleyr@
@hammer@|@bwoalley, oard (f), obbraghey oard er@
@hammerhead@|@kione oard@
@hamstring@|@feh ny hyskid@
@hand@|@laue@
@hand worker@|@obbree laue@
@handful@|@lane doarn@
@handicap@|@cur lhiettrimys er@
@handicraft@|@laue-cheird, obbyr laue@
@handiwork@|@obbyr (f)@
@handle@|@freayll rick er, illish@
@handmaiden@|@inney vaayl@
@handsome@|@bwoyagh@
@handy@|@ymmydoil@
@hanging@|@croghey@
@hanging lamp@|@lampey croghit@
@hangover@|@jough-hingys@
@hank@|@yarnaig@
@harangue@|@ard-loayrtys@
@hard@|@creoi, dy trome@
@harm@|@jannoo assee da, jannoo skielley (da)@
@harmful@|@lane skielley@
@harmless@|@meenieunaght, neuskielleydagh, oney@
@harmonica@|@harmoan@
@harmonize@|@cur rere y cheilley, freggyrt ry-cheilley, jannoo bingyssagh@
@harpoon@|@cur shleiy marrey ayn, shleiy varrey@
@harry@|@kiappal@
@harshness@|@barbaght, barbaght, raghtanaght@
@hart@|@feeaih firryn@
@harvest@|@traa fouyir@
@harvester@|@beaynee, labree fouyir@
@hasp@|@hesp@
@haste@|@driss@
@hastily@|@dy joltee@
@hat strap@|@yeeal edd@
@hatch@|@guirr, hatch@
@hatched@|@guirt@
@hatchery@|@guirrlan@
@hatching@|@guirr, guirragh@
@hats@|@idd@
@haughty@|@kione-ard@
@haul@|@driaghyr@
@haulage@|@thowal@
@haunch@|@kerroo (foalley)@
@haunt@|@dhole, uyll@
@haunter@|@taagheyder@
@have up@|@hug y leigh er@
@having weapons@|@wappinagh@
@hawk@|@shawk@
@hawker@|@cadjer@
@hawthorn@|@drine@
@haze@|@kay (f)@
@haziness@|@kayeeaght@
@hazy@|@kayeeagh, neuchruinn@
@he@|@eh, firrynagh@
@he didn't come@|@daink: cha daink eh@
@he is@|@t'eh@
@head@|@kionaghey@
@head off@|@cur lhiettrimys er@
@head wind@|@geay oiae@
@headache@|@çhingys-king, kione-ching@
@headcold@|@peeaghanid@
@headdress@|@eaddagh king@
@headland@|@immyr@
@headline@|@kione-linney@
@headmaster@|@ard-vainshtyr@
@headquarters@|@ard-oik, kione-cherroo@
@heads@|@an end king, king@
@head-splitting@|@kione scoltagh@
@headstrong@|@gyn thort@
@headstrong person@|@raghtane@
@headteacher@|@ard-ynseyder@
@healer@|@slaneyder, slaneyder@
@healing@|@slanee@
@health@|@slaynt@
@healthy@|@slayntoil@
@heap of dung@|@pollag@
@heard@|@cheayll, cheayll@
@hearing@|@clashtyn@
@heart-ache@|@pian cree@
@heartfelt@|@voish y chree@
@heartless@|@gyn cree@
@heart-to-heart@|@veih'n chree@
@heat@|@çhiass, çhiow, dreays@
@heater@|@çhiasseyder@
@heathenism@|@anchreesteeaght@
@heather@|@freoagh@
@heating@|@çhiow@
@heave@|@irree@
@heaven-born@|@ass niau@
@heavenly@|@niauoil@
@heaven-sent@|@voish Jee@
@heavier@|@trimmey@
@heavily@|@dy trome@
@heaviness@|@trimmid@
@heavy@|@trimshagh, trome@
@heavy cold@|@murran@
@heavy flannel@|@kialter@
@heavy gun@|@gunn mooar@
@heavy-handed@|@kuittagh@
@Hebrides@|@Inshyn Goal@
@heed@|@geill, tort@
@heedless@|@gyn tort@
@heel@|@cur lhong er e cheu@
@hegemony@|@kioneys@
@height@|@ardys@
@heirarchy@|@reiltys ny hagglish@
@heiroglyph@|@jalloo-ockle@
@heiroglyphics@|@jalloo-screeueyrys@
@hell@|@iurin, niurin@
@hell-hound@|@mac imshee, mac mollaght@
@hellishness@|@iurinys@
@helmet@|@bayrn caggee, bayrn coadee@
@help; helping@|@cooney@
@helpless@|@gyn cooney@
@hem@|@lent@
@hemlock@|@aghaue@
@hemlock fir@|@juys emlogeagh@
@hemp@|@eaddagh kennipey@
@hen bird@|@yn woirrinagh@
@hence@|@hoal, veih shoh, veih shoh magh@
@henceforth@|@veih shoh magh@
@henna@|@henney@
@hepatitis@|@yn ouw@
@her@|@ee-, ish@
@heraldic@|@heraldagh@
@heraldry@|@heraldys@
@herb@|@luss@
@herbaceous@|@lussagh@
@herbal@|@lussagh@
@herbalist@|@lusseyr@
@herbarium@|@lusslann@
@herbivorous@|@luss-eeagh@
@herby@|@lussagh@
@here is...@|@shoh@
@hereabouts@|@mygeayrt ayns shoh@
@hereafter@|@heese, ny yei shoh@
@hereat@|@ec shoh@
@hereto@|@dys shoh, gys shoh@
@heretofore@|@roish nish@
@hereupon@|@ny yei shoh@
@heritage@|@eiraght@
@hero@|@treanagh@
@heroic@|@dunnal@
@heroics@|@treanid@
@heroine@|@ben-eniagh@
@heron@|@coar ny hastan@
@heronry@|@oayll coar ny hastan@
@hero-worship@|@ooashley feniagh@
@herring@|@guiy Manninagh, skeddan@
@herring ground@|@grunt skeddan@
@hers@|@e, jeeish@
@herself@|@ish@
@hiatus@|@hiatys@
@hibernate@|@cadley yn geurey@
@Hibernian@|@Yernagh@
@hiccough@|@jannoo ellag@
@hiding place@|@chagh@
@high@|@ard@
@high noon@|@oor y vunlaa@
@high pressure@|@ard-vroo@
@high tide@|@lane marrey@
@high water@|@lane marrey@
@high-born@|@ooashley@
@highbred@|@ard-heelrit@
@high-browed@|@gruaie-lhean@
@highest@|@b'yrjey@
@highminded@|@ard-aignagh@
@highness@|@ardjys, ooaslid@
@hike@|@troagyraght@
@hiked@|@troagyrit@
@hilarious@|@feer aitt@
@hill@|@knock@
@hills@|@crink@
@him@|@eh@
@himself@|@e hene@
@hind@|@feeaih bwoirrin@
@hint@|@faaue@
@hip@|@garmin goal-eddin@
@hippopotamus@|@cabbyl awin@
@hired killer@|@dunver failt@
@hired labourer@|@obbree failt@
@his@|@e@
@His Lordship@|@E Hiarnys@
@history@|@shennaghys@
@hit@|@labbal@
@hit! strike!@|@bwoaill!@
@hitch@|@kiangley da@
@hither@|@dys shoh, gys shoh@
@hither and thither@|@huggey as veih@
@hitherto@|@gys shoh@
@hitter@|@bwoalleyder@
@hitting@|@bwoalley@
@hoax@|@jannoo cluic (er)@
@hob@|@hub@
@hobble@|@hobbyl@
@hobby@|@ceau traa@
@hobby; hobbies@|@ceau-traa (pl.ceaughyn-traa)@
@hobbyhorse@|@cabbyl beg@
@hobnail@|@treiney vraag@
@hobnailed@|@treinit@
@hobo@|@obbree shooyl@
@hoist@|@heise@
@hold down@|@freayll smaght (er)@
@hold with@|@dy ve ass lheh@
@hold! keep!@|@cum!@
@holder@|@saagh, shellooder@
@hole@|@dhull, towl, towley@
@hole in the wall@|@towl sy woalley@
@holes@|@tuill@
@holiday@|@laa seyr@
@holidays@|@laghyn seyrey@
@Holland@|@Yn Ollynn@
@Hollander@|@Ollynnagh@
@hollow@|@sloc, sloghan@
@holy@|@bannee, noo@
@holy day@|@laa feailley@
@holy orders@|@oardagh bannit@
@home@|@dy valley@
@homeless@|@gyn thie@
@homespun@|@eaddagh balley@
@homeward@|@dy valley@
@homework@|@arnane@
@hone@|@foyraghey@
@honed@|@foyrit@
@honest@|@oney, onneragh, ynrick@
@honestly@|@dy yrnick@
@honesty@|@onnerid, ynrickys@
@honorary@|@onnoragh@
@honour@|@cur onnor da, onnerey, onnor, onnoraghey@
@honourable@|@onnoroil@
@honourableness@|@onnoroilid@
@hood@|@hud@
@hoof@|@ingin, ingin (f)@
@hoofed@|@inginagh@
@hooker@|@hooker@
@hoot@|@plou@
@hop@|@ob@
@hope@|@treisht@
@hopeless@|@gyn doghys, neufeeu@
@hopelessly@|@dy meehreishteilagh@
@hoping@|@jerkal@
@horde@|@ymmodee sleih@
@horizon@|@oirr ny cruinney@
@horned beetle@|@kiornane@
@horrify@|@cur scoagh er@
@horse@|@cabbyl@
@horse; horses@|@cabbyl (pl. cabbil)@
@horses@|@cabbil@
@horsewhip@|@kip cabbyl@
@hose@|@oashyryn@
@hosiery@|@oashyraght@
@hospitable@|@oastagh, oltagh@
@host@|@oalan, olteyr@
@hostel@|@oastys@
@hostelry@|@oasteyraght@
@hostess@|@ben oast@
@hostility@|@asschaarjys@
@hot@|@çheh@
@hot drink@|@jough heh@
@hotelier@|@freilleyder thie goaldee@
@hour@|@oor@
@hourglass@|@gless-oor@
@hourly@|@ooragh@
@hours@|@ooryn@
@house@|@chaagh, thie@
@house for beggars@|@beechaagh@
@house martin@|@gollan thie@
@housebreaker@|@maarliagh thie@
@householder@|@kione thie, shellooder thie@
@houses@|@thieyn@
@housewifery@|@bnisthie@
@housework@|@obbyr yn thie@
@How are you?@|@Kanys ta shiu?, Kyns?@
