@English@|@Jerriais@
@great tit@|@eune démouaîselle, un bliu-bonnet@
@great-aunt@|@la grand'tante@
@Greater Celandine@|@d'l'hèrbe à véthues@
@Greater Periwinkle@|@d's êpèrvenches@
@Greater Plantain@|@du pliantain@
@greater spotted dogfish@|@un roussé@
@greater weever@|@un zèbre@
@great-granddaughter@|@l'arriéthe-petite-fil' ye@
@great-grandfather@|@lé grand-grand-péthe, lé grand-papa@
@great-grandmother@|@la grand'manman, la grand-grand-méthe@
@great-grandson@|@l'arriéthe-pétit-fis@
@great-nephew@|@lé p'tit-n'veu@
@great-niece@|@la pétite-nièche@
@great-uncle@|@lé grand-oncl'ye@
@Greece@|@Grêce@
@Greek@|@Grec@
@green@|@vèrt@
@green around the gills@|@blianc l'tou des dginnes@
@green linnet@|@un vèrt linnot@
@green woodpecker@|@un pique-en-bouais@
@greenbottle@|@la moûque à paîsson@
@greenfinch@|@lé verdgé, un vèrmingnon@
@greenfly@|@lé peurchon@
@greenhouse@|@la sèrre@
@Greenland@|@Greenland, Groenland@
@Greens@|@les Vèrts@
@Grenada@|@Grenada@
@grenade@|@la grénade@
@grenadier@|@lé grénadgi@
@grey@|@gris@
@grey hair@|@des gris g'veux@
@grey plover@|@un gris eprivyi@
@greyhound@|@lé lévri@
@grill@|@lé gril@
@grind@|@moudre@
@grindstone@|@meule@
@gristle@|@lé nèr@
@groan@|@honner@
@grocer@|@l'êpicyi, lé grôssyi@
@grope one's way@|@crapaûder@
@ground beetle@|@eune néthe bête@
@ground floor@|@lé bas, les bas@
@Ground-ivy@|@du tèrrêtre@
@Grounsel@|@du s'nichon@
@grow@|@craître, craître@
@growing pains@|@la craîssette@
@growl@|@ronner@
@grumbler@|@lé gronneux, lé ronneux@
@grunt@|@gronner@
@Guadeloupe@|@Guadeloupe@
@Guam@|@Guam@
@guano@|@lé guaîno@
@guard@|@la garde@
@guardhouse@|@lé corps dé garde@
@Guatemala@|@Guatemala@
@gudgeon@|@un célérin@
@guelder rose@|@des pommes dé Galles@
@Guernsey crab@|@un chancre, un houais, un poingclios@
@Guernsey lily@|@lé lis d'Dgèrnésy@
@Guernseyman@|@Dgèrnésiais@
@guest@|@l'învité@
@guide@|@dgide, lé dgide@
@guillemot@|@un âne dé mé, un dgillemot@
@guillotine@|@eune dgilliotinne@
@guilty@|@coupabl'ye@
@Guinea@|@Dginnée@
@guinea pig@|@lé couochon d'la Dginnée@
@Guinea-Bissau@|@Dginnée-Bissau@
@guinea-cock@|@lé mâle dé la pîntarde@
@guinea-fowl@|@la pîntarde@
@guinea-hen@|@eune pintarde@
@guitar@|@la dgitare@
@Gulf of St. Lawrence@|@Golfe d'St. Louothains@
@gully@|@la crévasse@
@gums@|@la denchive@
@gun@|@eune arme@
@gunner@|@un artilleu, un canonnyi@
@gunpowder@|@la poudre à canon@
@gunwale@|@lé pliat-bord@
@gurgle@|@dêgouglonner, gargouoilli@
@gurnard@|@lé gronnard@
@gurnet@|@lé grondîn@
@gut a fish@|@êbieilli un paîsson@
@Guy Fawkes Night@|@la Séthée d'Guy Fawkes@
@Guyana@|@Guyana@
@Gwengamp@|@Dgîngamp@
@haberdashery@|@la mèrchéthie@
@haddock@|@l'héthique@
@haemorrhage@|@eune hémorragie@
@haemorrhoids@|@les morrhouites@
@hail@|@la grile@
@hailstones@|@des brîns d'grile@
@hair@|@les g'veux@
@hairbrush@|@eune brînge à g'veux@
@hairdresser@|@lé pèrrutchi, un copeux dé g'veux, un pèrrutchi@
@hairdresser (1)@|@lé copeux dé g'veux@
@hairdryer@|@un s'tcheux@
@hairsbreadth@|@fîn coumme un g'veu@
@hairy@|@pouailu@
@Hairy Tare@|@du véchon@
@Haiti@|@Haiti@
@hake@|@eune mèrluche@
@halberd@|@eune hallebarde@
@half a crown@|@un êtchu@
@half a pound@|@eune démié-livre@
@half an hour@|@eune démi-heuthe@
@half-brother@|@lé d'mié-fréthe, lé mié-fréthe@
@half-ebb@|@la d'mié-r'traite@
@half-hitch@|@eune démié-clié@
@half-sister@|@la d'mié-soeu@
@half-tide@|@la mié-mathée@
@halibut@|@lé halibot, un fliêtan@
@Halidrys siliquosa@|@d'l'ivraie@
@hall@|@l'allée@
@Halloween@|@Halloween, la Veil'ye d'la Toussaint@
@halyard@|@un hîssas@
@halyards@|@les hissas, les hîssas du mât d'heune@
@halyards (1)@|@l'hîssas d'la grand' vaile@
@hammer@|@marté@
@hamonium@|@un harmonium@
@hamster@|@lé hanmster@
@hand@|@la main@
@hand saw@|@scie à main@
@hand-bit@|@tîthot@
@handcuffs@|@les m'nottes@
@handkerchief@|@lé mouoché, lé torche-nez@
@handlebar@|@les manchelles@
@handlebars@|@les manchelles@
@hands@|@minnots, minottes@
@handwriting@|@l'êcrituthe@
@hanging basket@|@un pangni à flieurs@
@hangman@|@lé pendard@
@hangman's noose@|@un noeud d'pendard@
@happy@|@heûtheux@
@Happy Birthday@|@Bouôn annivèrsaithe@
@Happy Easter@|@Jouaiyeux Pâques@
@Happy New Year@|@Bouonne année, lé Nouvel An!@
@harbinger cloud@|@un dragon@
@harbour@|@la caûchie, lé hâvre, lé port@
@hard@|@dû@
@hard disk@|@lé disque dû@
@hard drugs@|@les drogues duthes@
@hard labour@|@les travaux forchis@
@hard limestone@|@du laïesse, Laïesse@
@hardware@|@lé hardware@
@hare@|@gaden, lé lièvre@
@Hare's-tail@|@des babinnes-dé-lièvre@
@harmony@|@la harmonie@
@harness@|@l'att'lage, la graie@
@harness chain@|@la chaîne du sellot@
@harp@|@la harpe@
@harrow@|@hèrche, la hèrche@
@harrowing@|@la hèrchéthie@
@Hart's-tongue@|@d'la langue dé boeu@
@harvest@|@l'avoût@
@harvest (of potatoes)@|@lé dêfouissage@
@harvest moon@|@l'avouôt'rêsse, la leune d'avoût@
@harvest of potatoes@|@la dêfouithie, lé dêfouissage@
@harvester@|@l'avouôteux, lé dgèrbeux, lé scieux@
@harvest-spider@|@lé couôsîn, lé pêtre d'avoût, lé prêtre@
@harvest-time@|@la sciêthie@
@has war@|@Tchi tèrre a-dgèrre a@
@hashish@|@lé hachisch@
@hat@|@lé chapé@
@hatchway@|@l'êcoutil'ye@
@hauling@|@hal'lie@
@haulm (of potato)@|@la vîngne dé patate@
@haulm of potato@|@la vîngne dé patate@
@haunted@|@enfaûtômé@
@have@|@aver@
@have a fit@|@tchaie du ma@
@have a frog in the throat@|@aver un rat dans la gorge@
@have again@|@èraver@
@Haw@|@d'la bague@
@Hawaiian@|@Hawaiien@
@hawk up phlegm@|@râqu'ter des flieunmes@
@hawker@|@lé chinneux, lé colporteux, lé hotteux@
@hawser@|@eune aussiéthe, l'aussiéthe@
@Hawthorn@|@d'la blianche êpîngne@
@hay@|@lé fain@
@hay fever@|@la maladie du fain@
@hay ladders@|@l's êclons@
@hay rake@|@piègne à chorchi@
@haycart@|@la tchéthette à fain, lé hèrnais à êclon@
@hayloft@|@lé f'nîn, lé solyi à fain@
@haymaking@|@la f'naison@
@hayrake@|@lé râté à fain@
@haystack@|@la vieillotte@
@haze@|@lé hâsîn@
@Hazel@|@un codriyi@
@hazelnut@|@la codrette@
@he@|@il@
@he would give@|@i' donn'nait@
@head@|@la tête@
@head of a coven@|@la néthe méthe@
@head of hair@|@eune têtée dé g'veux@
@headache@|@lé ma d'tête@
@headlamp@|@la veue@
@headland@|@la fouoyéthe@
@heap of stones@|@la mouaie@
@hear@|@ouï@
@Heard and McDonald Islands@|@Îles dé Heard et McDonald@
@hearse@|@la hèrse@
@heart@|@lé tchoeu@
@heartbeat@|@lé battement@
@heartburn@|@l'hièrredouais@
@hearth@|@l'âtre, lé fouoyi@
@hearts@|@du tchoeu@
@heat rash@|@d'l'êcaûffîn@
@Heath Milkwort@|@d'la stchinnancie@
@Heather@|@d'la brüethe@
@Heather Groundsel@|@du s'nichon@
@heave to@|@mettre à la cape@
@Heaven@|@lé Paradis@
@heavenly@|@céleste@
@heavy@|@b'sant@
@heavy artillery@|@l'artill'lie d'pid@
@heavy soil@|@la forte tèrre@
@hedge@|@eune bantchie, la bantchie@
@hedge bank@|@lé fôssé@
@Hedge Mustard@|@du pid-d'ouaîsé@
@hedge sparrow@|@un mouosson d'fôssé@
@hedge warbler@|@un mouesson à p'tit bé, un vèrdreu@
@Hedge Woundwort@|@d'couochon, d'l'hèbe, d'l'ortchie puante@
@Hedge Woundwort (1)@|@d'l'enchens@
@hedgehog@|@lé hérisson@
@hedge-sparrow@|@un p'tit bé, un p'tit jèrriais@
@heel@|@lé talon@
@heifer@|@la geniche@
@height@|@la haûteu@
@heinous crime@|@un forfait@
@helicopter@|@lé hélicoptéthe@
@Helier@|@Hélyi@
@heliotrope@|@héliotrope@
@Hell@|@l'Enfé@
@Hellebore (black)@|@la rose dé Noué@
@hello@|@bouônjour@
@Hello@|@Salut@
@helm@|@la barre@
@Helmet of Orion@|@lé chapé@
@helmsman@|@lé bârryi@
@help@|@aîdgi@
@Help him to empty the water@|@Aîdgiz-lî à viédgi l'ieau@
@Help!@|@Arrête, Arrêtez!@
@hem@|@l'ouôlet, l'ouôlîn, toussôter@
@Hemlock@|@d'la bênarde@
@Hemlock Water-dropwort@|@d'la chue@
@Hemp@|@du cannevi@
@Hemp Agrimony@|@d'la jalousie sauvage@
@hen@|@eune glinne, eune poule, la g'linne, la poule@
@Henbane@|@d'la hannebanne@
@henhouse (and run)@|@lé poulailli@
@henpecked@|@dêbraiesi@
@Herb-Robert@|@du rouoge-pid, du rouoget@
@herbs@|@l's hèrbes@
@herd@|@la troupe, lé fliotchet, lé troupé@
@heritage@|@l'héthitage@
@hernia@|@eune rompeuse@
@heron@|@un héron, un héthon@
@herpes@|@l's hèrpies@
@herring@|@un héthan@
@he's kicked the bucket@|@il a sauté san dèrnié pas@
@hiccup@|@hiqu'ter@
@hiccups@|@lé hitchet@
@hide@|@muchi@
@hide again@|@èrmuchi@
@hiding@|@eune garcette, eune râcliée, eune ronde@
@high@|@haut@
@high axle cart@|@lé quart-bas@
@high chair@|@la haute tchaise@
@high rafter@|@la hanque@
@high tide@|@lé haut dg'ieau@
@highly educated@|@êdutchi jusqu'ès dents@
@highwayman@|@lé voleux d'grand'cmîn@
@hill@|@lé mont@
@hillock@|@la butchiéthe@
@Hindi@|@Îndgien@
@hip@|@la hanque@
@historian@|@un historien@
@historic@|@historique@
@history@|@l'histouaithe@
@hit@|@battre@
@hit in the face@|@torchi la goule@
@hitch@|@eune clié@
@hive@|@la rueûque@
@hoarder@|@lé ragdaleux, lé ragoteux@
@Hoary Stock@|@d'la violette d'êté@
@hobnailed boots@|@les bottes à cliou@
@hod@|@hotte, ouaîsé, porte-mortchi@
@hoe@|@griffon, houette@
@Hogweed@|@d'la bênarde, du painfais@
@hold@|@la câle, tcheindre@
@Holland@|@Hollande@
@hollow@|@lé creux@
@Holly@|@un housse@
@hollyhock@|@rose en bâton@
@Hollyhock@|@la rose en bâton@
@holy@|@saint@
@Holy Land@|@Tèrre Sainte@
@Holy Scripture@|@les Saintes Êcrituthes@
@Holy Spirit@|@lé Saint-Esprit@
@home page@|@la page d'siez-mé@
@homework@|@lé d'ver@
@homicide@|@l'homicide@
@Honduras@|@Honduras@
@honesty@|@d'la monnaie dé pape@
@honey@|@lé myi@
@honey bee@|@la moûque à myi, lé bourdon à myi@
@honeymoon@|@la leune dé myi@
@Honeysuckle@|@du chuchet@
@Hong Kong@|@Hong Kong@
@Honorary Police@|@la Police Honorifique@
@hook for collar chain@|@l'avanchon@
@hook for rear harness@|@lé cro d'la tchulasse@
@hooligan@|@l'ouaiyou@
@hoop-net@|@lé libet@
@hooves@|@les chabots@
@Hop@|@du houbillon@
@hope@|@espéther@
@horizon@|@l'horizon@
@Hornbeam@|@la charmille@
@hornet@|@lé frêlon@
@horse@|@lé j'va@
@Horse Chestnut@|@un chât'nyi à j'va@
@horse collar@|@un bouôrré@
@horse collar chains@|@les courts traits@
@horse shoe@|@lé fé à j'va@
@horsefly@|@lé taon@
@horse-mackerel@|@un cârré@
@Horse-radish@|@d'la radiche à j'vaux, la radiche à j'vaux@
@horsetail@|@d'la coue d'rat@
@horsey@|@jojo@
@horticulture@|@l'hortitchultuthe@
@hose@|@lé tchuyau, tchuyau@
@hospital@|@hôpita, l'hôpita@
@hot@|@chaûdé, lé chaûdé@
@hot water tap@|@lé coq à ieau caude@
@hot weather@|@eune arsion@
@hotel@|@hôtel@
@hôtelier@|@l'hôtelyi@
@hound's tongue@|@d'la langue dé tchian@
@hour@|@eune heuthe@
@hourglass@|@eune hôlouoge à sablion@
@house@|@la maîson, maîson@
@house cricket@|@lé critchet d'âtre@
@house martin@|@un marté, un martîn@
@house sparrow@|@un gros-bé, un mouesson, un mouesson à gros bé@
@house sparrow (1)@|@un mouosson@
@housefly@|@la moûque dé tchuîsinne@
@Houseleek@|@d'la jombarbe@
@housewife@|@la femme dé mênage@
@hove to@|@à la cape@
@How are you?@|@Coumme est qu' tu'es?, Coumme est qu'ous êtes?@
@How are you? (1)@|@Comment va?@
@how much is it?@|@Combein qu'ch'est?@
@How much is this?@|@Combein qu'ch'est?@
@hub@|@lé moueu@
@Hubert@|@Hébèrt, Hubèrt@
@hug the wind@|@pînchi l'vent@
@Hugarian@|@Hongrien, Hongrouais@
@hull@|@la côsse@
@hum@|@monmer@
@human rights@|@les drouaits d'l'houmme@
@hundred@|@chent@
@hundred two@|@chent deux@
@hundred-one@|@chent ieune@
@hundredweight@|@un chent@
@Hungary@|@Hongrie@
@hurdy-gurdy@|@eune chifournie@
@hurry@|@dêpêchi@
@hurt@|@baba, ma-ma@
@husband@|@lé bouonhoumme@
@hussy@|@la donzelle@
@Hybrid or Dutch Elm@|@d'l'orme Dgèrnésy, d'la blianche orme@
@Hybrid or Dutch Elm (1)@|@d'l'orme Dgèrnésiaise@
@hydrangea@|@palme@
@hymn@|@lé cantique, un cantique@
@hypochondriac@|@un pliaide-malade@
@hypocrite@|@lé doubl'ye-fache@
@hyssop@|@l'hysope@
@hysteria@|@la maladie malinne@
@I@|@j'@
@I don't understand@|@Jé n'comprends pon@
@I feel giddy@|@la tête mé touônne@
@I love you@|@J't'adouothe, J't'aime@
@I made a slip of the tongue@|@la langue m'a fourtchi@
@I need...@|@i' m'faut....@
@I speak@|@j'pâle@
@I spoke@|@j'pâlais@
@I want@|@j'veurs@
@I will speak@|@j'pâl'lai@
@ice@|@la gliaiche@
@iceberg@|@la montangne dé gliaiche@
@Iceland@|@Islande@
@iceplant@|@d'la g'lée, du corâl@
@Idahoan@|@Idahouais@
@idiot@|@idgiot@
@idolatry@|@l'idolâtrie@
@ignoramus@|@l'îngnot@
@Illinoisan@|@Illinnouaisien@
@illness@|@la maladie, les maux@
@illuminate@|@illeuminner@
@I'm fine thanks. And you?@|@et té/vos?, Jé sis d'charme, mèrcie@
@imbecile@|@l'îmbécile@
@important person@|@lé notabl'ye@
@improve@|@amender@
@in bulk@|@en boulque@
@in shore@|@lé bord à tèrre@
@in sight@|@à veue dg'yi@
@in the roads@|@en rade@
@in the wink of an eye@|@dans un clyîn dg'yi@
@incense@|@l'enchens@
@income@|@lé r'vénu@
@India@|@Înde@
@Indian corn@|@lé maïs@
@Indian Ocean@|@l'Océan Îndgien@
@Indian summer@|@lé p'tit êté@
@Indianan@|@Îndiannien@
@individual@|@l'îndividu@
@Indonesia@|@Îndonésie@
@indonesian@|@Îndonésien@
@Industrial Revolution@|@la Révolution Îndustrielle@
@ingredient for a spell@|@un chorchéthon@
@inhabitant@|@l'habitant@
@injection@|@eune înjection, l'înjection@
@injector@|@l'înjecteux@
@ink@|@l'encre@
@inkwell@|@l'encriyi@
@inlet@|@lé portélet@
@inner tube@|@la chambre à air@
@innocent@|@innouothant@
@innoculation@|@l'înnotchulâtio, l'înnotchulâtion@
@insect bite@|@eune pitcheuse@
@inside rails@|@les timons@
@inspector@|@l'înspecteux@
@insurance@|@l'asseûthance@
@insurance agency@|@agence d'asseûthance@
@interest@|@l'întethêt@
@interest free@|@sans întéthêt@
@interesting@|@întéthêssant@
@Internet@|@l'Înternet@
@interpreter@|@l'întèrprète@
@interview@|@eune entréveue@
@intestines@|@les bouoyaux@
@introducer@|@l'întroducteur@
@intruder@|@l'întrus@
@invasion@|@l'învâsion@
@inventor@|@l'înventeux@
@Ionian Sea@|@la Mé Ionienne@
@Iowan@|@Iowais@
@Iran@|@Iran@
@Iranian@|@Pèrse@
@Iraq@|@Iraq@
@Ireland@|@Irlande@
@Irish@|@Irlandais@
@Irish Sea@|@la Mé Irlandaise@
@iron@|@fé, lé fé@
@iron age@|@l'âgé dé fé@
@iron filings@|@lînmage@
@iron plating@|@la pliataine en fé@
@iron rim@|@un cèrcl'ye dé fé@
@ironing@|@lé féthage@
@ironmonger@|@lé tchincailli@
@ironmonger's@|@tchîncaill'lie@
@ironmongery@|@la tchîncaill'lie@
@is that all?@|@ch'est tout?@
@is there anything else?@|@y'a-t-i' acouo tchiquechose?@
@islam@|@cliatch@
@island@|@l'île@
@Isle of Man@|@Île dé Man@
@islet@|@l'îlet@
@Israel@|@Israël@
@it is cold@|@I' fait fraid@
@it is hot@|@I' fait caud@
@Italian@|@Italien@
@Italian Lords-and Ladies@|@du pitouais@
@Italian Rye-grass@|@d'l'hèrbe Italienne@
@Italy@|@Italie@
@It's a cat she's got@|@Ch'est un cat qu'oulle a@
@it's blowing a gale@|@i' vente la pé du dgiâbl'ye@
@ivory@|@iviéthe@
@ivy@|@du dgèrrue@
@jack@|@lé valet@
@Jack@|@Jacques@
@jack of all trades@|@l'homme à tout faithe@
@Jack or Wild Gladiolus@|@d's êtchelles dé Jâcob@
@jack plane@|@roufflieux, roufliard@
@jack snipe@|@la p'tite bécachinne@
@jackdaw@|@la p'tite caûvette@
@jack-o'lantern@|@lé balle-à-leunettes@
@jack-screw@|@tchian@
@Jacob@|@Jâcob@
@Jamaica@|@Jamaïque@
@January@|@Janvyi@
@Japan@|@Japon@
@japanese@|@Japonnais@
@jaundice@|@lé jaûnisse@
@jaw@|@la mâchouaithe@
@jay@|@un geai@
@Jeanette@|@Jeanneton, Jénîn, Jennîn@
@jeans@|@les jeans@
@jelly-fish@|@eune leune@
@jemmy@|@dgiabl'ye@
@jerkin@|@lé jèrtchîn@
@Jèrriais@|@lé Jèrriais@
@jersey@|@lé blianchet d'oeuvre, lé corset d'oeuvre@
@Jersey@|@Jèrri@
@Jersey bank-vole@|@lé mulot@
@Jersey cabbage@|@lé chour@
@Jersey cow@|@la vaque Jèrriaise@
@Jersey Cudweed@|@la cotonniéthe@
@Jersey Fern@|@du ou d'la capillaithe@
@Jersey language@|@Jèrriais@
@Jersey Lily@|@des belles-toutes-nues (f )@
@Jersey Royal@|@la Rouoyale@
@Jersey 'simnel'@|@lé sînm'né@
@Jersey Thrift@|@d's iliets d'mielle@
@Jersey 'wonder'@|@la mèrvelle@
@Jerseymam@|@Jèrriais@
@Jerseyman@|@Dgèrnésy@
@Jerusalem@|@Jérusalem@
@Jerusalem artichoke@|@la paithe dé tèrre@
@jet@|@du jais, jais, l'avion à réaction@
@jetty@|@la caûchie@
@jeweller@|@bijoutchi, lé bijoutchi, lé jouailli@
@jeweller's@|@la bijout'tie@
@Jimmy@|@Dgémîn, Jînmîn@
@job@|@dgiabbe@
@John@|@Jean@
@John Dory@|@un Jean-doré@
@Johnny@|@Dgeannot, Jeannot@
@join@|@joindre@
@joint@|@lé rôti@
@jointing plane@|@jointcheux, vèrlope@
@joist@|@un rouai@
@Jonas@|@Jônas@
@Jordan@|@Jourdain@
@jostle@|@bostchuler@
@journalist@|@lé journaliste@
@journey@|@un viage@
@journeys@|@viages@
@judge@|@jurat, lé juge@
@judgement@|@lé jugement@
@jug@|@la canne, la dgougue, la jougue, lé bro@
@July@|@Juilet@
@jump@|@sauter@
@June@|@Juîn@
@Jupiter@|@Jupiter@
@jurat@|@un juré@
@jury@|@lé jury@
@justice@|@la justice@
@jutting stone@|@un raccro@
@kangaroo@|@lé kangarou@
@Kansan@|@Kansan, Kansassien@
@Kazakhstan@|@Kazakhstan@
@keel@|@la tchelle@
@Keeled Cornsalad@|@d'la bourse@
@keelson@|@la tchèrlîngue@
@keep@|@garder@
@keep accounts@|@garder les livres@
@keeper@|@lé gardgien@
@Kemperle@|@Tchîmpèrlé@
@kennel@|@la câniche, la niche@
@Kentuckian@|@Kentutchien@
@Kenya@|@Kenya@
@kestrel@|@un êteurcélet, un teurcélet, un torsolé@
@kettle@|@ticl'ye@
@kettle spout@|@lé bé du ticl'ye@
@key@|@la clié@
@keyboard@|@lé cliavé@
@keyhole saw@|@pâsse-partout@
@khaki@|@lé kaki@
@kickstand@|@les bétchil'yes@
@kid@|@la bichette, lé p'tit bichot@
@kidney@|@lé rein, lé rîngnon@
@Kievan@|@Kiévien@
@kill@|@occi, tuer@
@killer@|@lé tueux@
@kingdom@|@lé rouoyaume@
@kingfisher@|@pêtcheux, un pêtcheux d'St. Martîn, un St. Martin@
@kingfisher (1)@|@un St. Martinnais@
@king's evil@|@lé mal au rouai@
@kipper@|@lé héthan feunmé@
@Kiribati@|@Kiribati@
@kiss@|@embraichi, maime, un baîsi@
@kissing@|@l'embraich'chie@
@kitchen@|@la tchuîsinne@
@kitchen range@|@lé grais à fou@
@kitchen table@|@la tabl'ye d'tchuîsinne@
@kitchen utensils@|@bat'tie d'tchuîsinne, la batt'tie d'tchuîsinne@
@kitten@|@lé caton@
@knacker@|@l'êquathisseux@
@knee@|@lé g'nou@
@kneecap@|@la palette du g'nou@
@kneel@|@s'agenouoilli@
@knickers@|@des drâses, drâses@
@knife@|@couté, lé couté@
@knitting@|@l'oeuvre@
@knock@|@taper@
@knock down@|@abattre@
@knot@|@la bécachinne dé grève@
@Knotgrass@|@d'la s'nîle traînante, d'lasoucique, s'nîle à pité@
@Knotgrass (1)@|@hèrbe traînante, s'nîle dé route, s'nîle grappue@
@Knotgrass (2)@|@hèrbe couothante@
@know@|@connaître, saver@
@knowledge of the occult@|@lé scîn@
@knuckle@|@la jointe@
@kohlrabi@|@lé kohlrabi@
@Korean@|@Coréen@
@Kuwait@|@Kuwait@
@Kyrgyzstan@|@Kyrgyzstan@
@la Jaune Mé@|@Yellow River@
@la Jaune Riviéthe@|@Yellow River@
@Laburnum@|@des chabots, lé plieuthant@
@lace@|@dentelle, lachi@
@ladder@|@l'êtchelle@
@ladder-rope@|@l'iérrîn@
@ladle@|@dréch'rêsse, la dréch'rêsse@
@lady@|@la danme@
@lady crab@|@eune crabe grégeaise@
@ladybird@|@la paqu'nôte@
@Lady's Bedstraw@|@du myi d'mielle@
@lady's mantle@|@la pentecôte@
@Lady's Smock@|@des pentecôtes@
@lake@|@lé lac@
@lamb@|@l'angné@
@lame person@|@lé hampion@
@Laminaria saccharina@|@lé collet@
@land@|@aborder@
@land surveyor@|@l'arpenteux@
@landing@|@la tripselle dé la montée@
@languages@|@les langues@
@lanky person@|@l'êlîndgi@
@Laos@|@Laos@
@lap@|@cliapoter, lapper@
@laptop@|@lé p'tit compiuteu@
@lapwing@|@eune pievie@
@Larch@|@un mélèze@
@lard@|@la molle graisse@
@large ballan wrasse@|@un couotheux@
@large skate@|@un dravan@
@Large-flowered Pink-sorrel@|@du trêfl'ye à ouognons@
@larkspur@|@du pid-d'alouette@
@lash@|@la frangue, la lache, la lanniéthe@
@last@|@dèrnyi, duther, pid d'fé@
@last week@|@la s'maine pâssée@
@last year@|@l'année pâssée@
@latecomer@|@lé r'tardataithe@
@lath@|@eune latte@
@lather@|@la savonnée, savonnée@
@Latin@|@Lé Latîn@
@Latvia@|@Lettonnie@
@laugh@|@rithe@
@laughing stock@|@la riselée@
@launch@|@affliouer, lanchi@
@launching@|@la lanch'chie@
@Laurel@|@du louothi, du louothyi@
@Laurustinus@|@du laurientîn, du louothentîn@
@lavender cotton@|@d'la lavande cotonnée@
@lavoir@|@un dou à laver@
@law@|@la louai@
@lawn@|@un partèrre d'hèrbe@
@Lawrence@|@Louothains@
@lay@|@couochi@
@lay up@|@mettre en rade@
@layer (of eggs)@|@la pond'rêsse, ponn'rêsse@
@lazy person@|@lé pièrcheux@
@lazybones@|@lé bat-les-banques, lé boltaithe, lé faîniant@
@lazybones (1)@|@lé scoltcheux@
@Le Havre@|@lé hâvre@
@lead@|@m'ner, pliomb@
@leaf@|@la fielle@
@lean@|@s'canter@
@lean back against@|@s'adôsser@
@lean on one's elbows@|@s'accouter@
@lean-to@|@l'appentis@
@leap year@|@eune année bissextile@
@leat@|@lé byi@
@leather@|@tchui@
@leather loop for shafts@|@les portes dé tchui@
@leather strap@|@la strape (en tchui)@
@leave@|@laîssi, tchitter@
@Lebanon@|@Liban@
@lecture@|@la conféthence@
@ledge@|@un bantchet@
@leek@|@lé pouothé@
@leeward@|@lé bord du vent, souos l'vent@
@Leeward Isles@|@L's Îles souos l'Vent@
@left@|@la gauche@
@leg@|@gamble, la gambe@
@legal@|@légal@
@legislation@|@la législâtion@
@legislator@|@lé législateu@
@legislature@|@la législatuthe@
@legs@|@les gambes@
@lemon@|@lé limon@
@Lemon Balm@|@du piment@
@Lemon tree@|@lé limongni@
@length@|@la londgeu@
@Lent@|@lé Tchithême@
@Lesotho@|@Lesotho@
@Lesser Burdock@|@de l'ouothelle d'âne, des prannants@
