@English@|@Sesotho@
@gentleman@|@benghadi, monghadi@
@geographical regions@|@ditereke tsa thutafatshe@
@geography@|@jeokerafi, thuto ya lefatshe@
@geology@|@tsebo ya diteng tsa mobu@
@geometry@|@jeometri@
@German@|@Sejeremane@
@German culture@|@Sejeremane@
@German person@|@Lejeremane, Majeremane@
@Germanium@|@Germaniamo@
@Germany@|@Jeremane@
@get@|@fumana@
@get lost@|@lahleha@
@get things together@|@bokella dintho@
@ghastly@|@tshabehang@
@giant@|@dinatla, senatla@
@gift@|@dineo, neo@
@Gift@|@Mpho@
@Gift from the ancestors@|@Lesebo@
@gifts@|@dimpho@
@giggle@|@keketeha@
@gill@|@letlopo, matlopo@
@giraffe@|@dithuhlo, thuhlo@
@girl@|@bananna, basetsana, mosetsana, ngwanana@
@girlfriend@|@dikgarebe, kgarebe@
@girls@|@banana@
@give@|@fa@
@give little food@|@sekisa@
@give me@|@mphe@
@give oneself@|@ipha@
@Give praise@|@Tumisang@
@give someone a hint to be care@|@ho loma motho tsebe@
@given@|@file, fuwe@
@glad@|@thabile@
@glamorous@|@hlamatsehang@
@gland@|@ditshwelesa, tshwelesa@
@glass@|@digalase, dikgalase, galase, kgalase@
@gleam@|@benya@
@glider@|@sefofane se senang enjene@
@glitter@|@bentsha, phatsima, tsekema@
@glory@|@kgalalelo@
@glove@|@dihanekausu, hanekausu@
@glove compartment@|@dikheibole, kheibole@
@glovebox@|@dihlaha, sehlaha@
@glow@|@laima@
@glue@|@boka, ho tlotsa ka boka@
@glutton@|@menyollo, monyollo@
@gnash@|@tsikitlanya meno@
@go@|@isa, tsamaea, tsamaya, ya@
@go away@|@tloha@
@go back@|@boela@
@goal@|@dintlha, ntlha@
@goat@|@dipodi, podi@
@god@|@medimo@
@God@|@Modimo@
@God helps those who help them@|@Moketa ho tsoswa o itekang@
@gold@|@kgauta@
@Gold@|@Gauta@
@gone@|@ile@
@Gone (astray)@|@Seeng@
@good@|@Ke teng, ntle, se setle@
@Good@|@Ke sa phela hantle, Ke teng, ntle@
@good (1)@|@a matle, a matle, a matle, ho lokile, le letle, le letle, lokile@
@Good afternoon@|@dumela@
@good bye@|@Sala hantle, Tsamaya hantle@
@Good day@|@dumela, Dumelang@
@good day father@|@dumela ntate, dumelang ntate@
@Good evening@|@Fonane, Fonaneng@
@Good Friday@|@Labohlano le molemo@
@good harvest@|@ditjhao, tjhao@
@good looks@|@seemo se setle@
@Good luck@|@Ke o lakaletsa mohlohonolo@
@Good morning@|@dumela, Mmoro, Mmorong@
@Good night@|@Fonane, Fonaneng@
@Goodbye@|@Sala hantle, Salang hantle, Salang hantle, Tsamaya hantle, Tsamayang hantle@
@goose@|@lekgansi, makgansi@
@gooseberry@|@mekutsuberi, mokutsuberi@
@gossip@|@ditshebo, seba@
@govern@|@rena@
@government@|@mebuso, mmuso@
@Government Gazette@|@Koranta ya Mmuso@
@Grace@|@Mosa@
@grade@|@dikereiti, kereiti@
@grader@|@dikereitara, kereitara@
@graduate@|@rwala dinaledi@
@grain@|@dithollo, thollo@
@grain of sorghum@|@lebele, mabele@
@gram@|@geramo@
@grammar@|@thuto ya puo@
@grammophone@|@dibobolane, sebobolane@
@granadilla@|@dikeranatela, keranatela@
@granary@|@sekiri sa dithollo@
@grandchild@|@setloholo@
@grandfater@|@bontatemoholo, ntatemoholo@
@grandfather@|@ntatemoholo@
@Grandma is going to grandpa@|@Nkgono o ya ho ntatemoholo@
@grandmother@|@nkgono@
@grants@|@dineo@
@grape@|@merara, morara@
@grape juice@|@lero la morara@
@grapefruit@|@dipomelo, pomelo@
@graph@|@dikerafo, kerafo@
@graphics@|@dikerafike, ditshwantsho@
@graphics card@|@karete ya ditshwantsho@
@graphics mode@|@moutu wa ditshwantsho@
@grass@|@joang, jwang, majwang, mehlwa, mohlwa, mohlwa@
@grass broom@|@lefielo la jwang@
@grass hut@|@mohlongwa fatshe@
@grass warbler@|@metinyane, motinyane@
@grasshopper@|@bookgolane@
@grassy plain@|@lesabasaba, masabasaba@
@gratitude@|@diteboho, Teboho@
@grave@|@lebitla, mabitla@
@gravel@|@dikerabol, kerabole@
@gravy@|@mero, moro@
@grayscale@|@mmala o motshetla@
@graze@|@fula@
@grease@|@dikerisi, kerisi, tlotsa ka kerisi@
@great talkers are never great@|@ho bua hase ho phetha@
@great water@|@metsimaholo@
@Greece@|@Gerikelane@
@greedy@|@meharo@
@Greek culture@|@Segerike@
@Greek language@|@Segirike@
@Greek person@|@Bagerike, Legerike, Legirike, Magerike, Mogerike@
@Greek person (1)@|@Magirike@
@green@|@a matala, a matala, ba batala, se setala, tala, tala, tse tala@
@green (1)@|@bo botala, e metala, le letala, o motala@
@green pepper@|@pepere e tala@
@greet@|@dumedisa@
@greet each other@|@dumedisana@
@greeting@|@ditumediso, tumediso@
@grew up in@|@holetse@
@grey@|@o moputswa, putswa, se seputswa@
@grey person@|@diputswa, putswa@
@grey squirrel@|@lesamane le leputswa@
@grey stones@|@lejweleputswa@
@grid@|@dirostere, rostere@
@grief@|@hlonama, mahlomola, maswabi@
@Griffiths@|@Kerefese@
@grill@|@kerili@
@grin@|@ditsitlamo, tsitlama, tsitlamo@
@grinding stone@|@lelwala, malwala@
@Griqua person@|@Lekgerikwa, Makgerikwa@
@groan@|@bobola, dipobolo, pobolo@
@groceries@|@dikerosari, dikorosari, kerosari, korosari@
@groom@|@monyadi, monyadi@
@groove@|@dikgetshe, sekgetshe@
@ground@|@faatshe, mebu, mobu@
@group@|@dihlopha, sehlopha@
@group assessment@|@tekanyetso ya dihlotshwana@
@grow@|@mela@
@grow for@|@holela, melela@
@growl@|@rora@
@grown up@|@hodile@
@grudge@|@dikgopi, sekgopi@
@grumble@|@korotla@
@guard@|@balebedi, lebela, molebedi@
@guarentee@|@ho ema paneng@
@guava@|@dikwaba, kwaba@
@guerilla@|@raqhwe@
@guess@|@kakanyo@
@guest@|@baeti, moeti@
@guest house@|@ntlo ya baeti@
@guide@|@batataisi, motataisi, tataisa@
@guinea fowl@|@dikgaka, kgaka@
@guitar@|@dikatara, dikatara, katara, katara@
@Gujarati culture@|@Sekujarati@
@Gujarati person@|@Lekujarati, Makujarati@
@gullet@|@mmetso@
@gum@|@lerenene, marenene@
@gums@|@marenene@
@gun@|@sethunya@
@gutter@|@dieforo, digatare, foro, gatare@
@gymnastics@|@dijimnastiki, ho tswedipanya mmele, jimnastiki@
@gynaecologist@|@tidima ya pelehiso@
@habit@|@ditlwael, mekgwa, mokgwa, tlwaelo@
@hacker@|@moakamedi@
@haemophilia@|@himofilia, ho se hlwebe ha madi@
@haemophiliac@|@motho ya madi a sa hlwebeng@
@Hafnium@|@Hafniamo@
@hail@|@sefako@
@hair@|@boya, meriri, moriri@
@hair curler@|@ntho e harang moriri@
@hair extension@|@moriri o ekeditsweng@
@hairband@|@moqhaka wa hlooho@
@hairclip@|@ntho e tshwarang moriri@
@Half a loaf's better than none@|@Sejo-senyane ha se fete molomo@
@hall@|@diholo, holo@
@halt@|@kgefutsa@
@hamburger@|@hambeka@
@hammer@|@dihamore, dinoto, hamore, noto@
@handbag@|@mekotlana ya letsoho, mokotlana wa letsoho@
@handbrake@|@mariki a letsoho@
@handcuff@|@lehlaahlela, mahlaahlela@
@handicapped person@|@sehole, sihole@
@handkerchief@|@disakatuku, sakatuku@
@handle@|@dihentlele, hentlele, mohwele@
@handlebars@|@manakana@
@handwriting@|@mongolo@
@happen@|@etsahala@
@Happiness (male name)@|@Thabo@
@happy@|@nyakalletseng@
@Happy Birthday@|@Letsatsi le monate la tswalo@
@harbour@|@boemakepe@
@hard disk@|@diskithata, letlapa, matlapa@
@hare@|@mmutla@
@harm@|@ha ho lebote, lebote, mabote@
@harmful@|@senyang@
@harmless@|@se nang tshenyo@
@harp@|@diharepa, harepa@
@Harrismith@|@Thaba Ntsho@
@hartbees@|@dikgama, kgama@
@Hartmann's mountain zebra@|@qwaha ya thaba@
@harvest@|@dikotulo, kotula, kotulo@
@harvester@|@motjhini o kotulang@
@has cleared@|@sele@
@Hassium@|@Hassiamo@
@haste@|@mejaho, mojaho@
@hasty@|@jahileng@
@hat@|@dikatiba, katiba@
@hate@|@hloya, ila, nyonya@
@hated@|@hloile@
@hateful@|@hloyang@
@hatred@|@lehloyo@
@Hausa culture@|@Sehausa@
@Hausa person@|@Lehausa, Mahausa@
@Have a safe journey@|@O tsamaye hantle., Tsela tsweu@
@have received@|@ba ile ba fumana@
@have you met ...@|@u kopane le ...@
@Have you met ...@|@O kopane le ...@
@hawk@|@dipakwe, diphakwe, pakwe, phakwe@
@haze@|@mehodi, mohodi@
@he@|@o, yena, yona@
@He rides a bicycle@|@O palama baesekele@
@He saw@|@O ile a bona@
@He walks while smoking@|@Monna o tsuba a tsamaya@
@head@|@dihlooho, hlooho@
@head in@|@hlohong@
@headache@|@hlooho e opang@
@headboard@|@boto e ka hloohong ya bethe@
@header area@|@tulo ya hloohwana@
@heading@|@dihloho, sehloho@
@headlight@|@lebone le kapele le leholo@
@headmaster@|@basuwehlooho, mosuwehlooho@
@healthy@|@phetseng hantle@
@heap@|@diqubu, qubu@
@hear each other@|@utlwana@
@hear good@|@utlwisisa@
@hear oneself@|@ikutlwa@
@heard each other@|@utlwane@
@hearsay@|@bobare@
@heart@|@dipelo, pelo@
@heartbeat@|@ho uba ha pelo@
@heartburn@|@lesokolla, masokolla@
@hearth@|@ifo@
@heat@|@futhumatsa, motjheso@
@heat energy@|@eneji ya motjheso@
@heater@|@dihitara, hitara@
@heaven@|@lehodimo, mahodimo, sepakapakaneng@
@heavy rain@|@pula e matla@
@Hebrew culture@|@Seheberu@
@Hebrew person@|@Leheberu, Maheberu@
@hedge@|@diotlwana, diotlwana, lerako, marako, seotlwana, seotlwana@
@height@|@bophahamo@
@heilbron@|@phiritona@
@heir@|@bajalefa@
@Heir (male name)@|@Mojalefa@
@helicopter@|@dihelikopotare, helikopotare@
@Helium@|@Heliamo@
@hello@|@dumela, lumela@
@Hello@|@Dumelang, Helele@
@hello there@|@hela@
@helmet@|@dihelemete, helemete@
@help@|@thusa, thusitse@
@Help (male name)@|@Thuso@
@help button@|@konopo ya thuso@
@Help!@|@Thusa!@
@helper@|@mothusi, mothusi, thusa@
@helpess@|@hlokang thuso@
@helpful@|@thusang@
@hem@|@memeno, momeno@
@hemisphere@|@dihemisefere, hemisefere@
@Hennenman@|@dikgutsaneng@
@her hand@|@Letsoho la hae@
@her mother@|@bommae, mmae@
@her own@|@ka boyena@
@herbalist@|@dingaka, ngaka, rameriana@
@herbs@|@methokgo, senoko@
@herd@|@disa@
@herd for@|@disetsa@
@herdboy@|@badisa, modisa@
@herded@|@disitse@
@here@|@aa, ana, baa, bana, Ee, ena, enwa, hona, lee, lena, mona, ona, see, sena tsena, teng, tsee@
@here (1)@|@teng@
@hero@|@bahale, mohale@
@heroin@|@hiroine@
@hesitate@|@qeaqea, tsilatsila@
@hesitation@|@ditsilatsilo, tsilatsilo@
@hexagon@|@dihekesekon, hekesekon@
@hey@|@hee@
@Hi@|@Hai@
@hiccough@|@dithaabe, thaabe@
@hidden@|@patilweng@
@hide food@|@kgwaela@
@high@|@phahameng@
@high contrast@|@phapano e phahameng@
@High Court@|@Lekgotla la Phahameng@
@high heel shoe@|@seeta se serethe se phahameng@
@high knowledge@|@tsebo e maemong a hodimo@
@high skills@|@bokgoni bo maemong a hodimo@
@higher@|@phahameng ho feta@
@highlight color@|@supa mmala@
@highveld@|@naha e phahameng@
@hijack@|@kgelosa ka dikgoka@
@hill@|@dithabana, maralla, thabana@
@Hill@|@Leralla@
@himself@|@boyena, yena ka nama@
@Hindi culture@|@Sehindi@
@Hindi person@|@Lehindi, Mahindi@
@hinge@|@disekanire, sekanire@
@hippo@|@kubu@
@hippopotamus@|@dikubu, kubu@
@his father@|@ntatae@
@histogram@|@dihistokerama, histokerama@
@historian@|@bahistori, mohistori@
@historical female name@|@nthatisi@
@history@|@dihistori, dipale, histori, nalane, pale@
@hit@|@otla, otlile, otlile, shapa, shapile@
@hit oneself@|@itjhapa@
@hit with the fist@|@tebeleha@
@HIV infection@|@ditshwaetso tsa HIV, tshwaetso ya HIV@
@HIV negative@|@ho se be le HIV@
@HIV positive@|@ho ba le HIV@
@HIV-infected@|@motho ya tshwaeditsweng ke HIV@
@hoarse@|@makgerehlwa@
@hobby@|@ho itlosa bodutu@
@hoe@|@hlahola, mehoma, mohoma@
@hoe for@|@hlaolela@
@hold@|@tshwara, tshwere@
@hold each other@|@tshwarahana@
@hole@|@mekoti, mokoti@
@holiday@|@phomolo@
@Holmium@|@Holmiamo@
@Holy Spirit@|@Moya o Halalelang@
@home@|@lapeng, lehae, mahae@
@home language@|@puo ya lapeng@
@homepage@|@leqephe la hae@
@homework@|@mosebetsi wa lapeng@
@homosexual@|@botabane@
@honest@|@tshepahalang@
@honesty@|@botshepehi@
@honey@|@mahe, mahe a dinotshi@
@honeymoon@|@hanimunu@
@honour@|@ditlhompho, ditlotliso, rorisa, tlhompho, Tlotliso@
@Honour@|@Tlotliso@
@honour (1)@|@hlompha@
@hoof@|@ditlhako, tlhako@
@Hoopstad@|@Maabala, Maokaneng@
@hoot@|@letsa phala@
@hooter@|@dihutara, hutara@
@hop@|@tlolatlola@
@hope@|@ditshepo, tshepa, tshepo@
@hopping@|@pharu@
@horizon@|@pheletsong ya lefatshe@
@horizontal@|@tshekalletseng@
@horn@|@lenaka, manaka@
@hornless@|@tjhipja@
@horror@|@masisapelo@
@horse@|@dipere, pere@
@horse cart@|@kariki ya dipere@
@horse race@|@reisisi ya dipere@
@hose pipe@|@dihousephaepe, housephaepe@
@hosepipe@|@lethopo, mathopo@
@hospital@|@sepetlele@
@Hospital@|@Hospatala@
@hospital bed@|@bethe ya sepetlele@
@host@|@moamohelabaeti@
@host server@|@seabi sa moamohedi@
@hot air balloon@|@balunu ya moya o tjhesang@
@hotel@|@dihotele, hotele@
@hour@|@dihora, hora@
@house@|@dintlo, ntlo@
@household's been firmly built@|@Oagile, oatile@
@how@|@jwang@
@How are you?@|@Le kae?, O phela jwang?, U phela joang?@
@How are you? (1)@|@O kae?, O sa phela jwang?@
@how big@|@a makaakang !, se sekaakang@
@how big!@|@ba bakaakang!, bo bokaakang!, tse kaakang!@
@how big! (1)@|@e kaakang, e kaakang, e mekaakang!, le lekaakang!@
@how big! (2)@|@ho hokaakang!, o mokaakang!@
@how big?@|@a makae?, a makae?, a makae?, ba bakae?, bo bokae?, e mekae?, se sekae?, tse kae?@
@how big? (1)@|@e kae?, ho hokae?, le lekae?, o mokae?@
@How do you say this in@|@O e bitsa eng ena ka@
@How much does this cost?@|@Ke bokae?@
@How much is the fare?@|@Tekete ke bokae?@
@How much is this?@|@Ke bokae?@
@how much?@|@a makae?, se sekae?, se sekae?@
@how old are you?@|@u lilemo tse kae?@
@How old are you?@|@O dilemo tse kae?@
@how?@|@joang@
@however@|@kwana@
@howl@|@ngaya@
@HTML@|@HTML@
@HTML attributes@|@dihloleho tsa HTML@
@HTML code@|@khoutu ya HTML@
@HTML color string@|@mathalo-lentswe wa HTML@
@HTML file@|@difaele tsa HTML, faele ya HTML@
@HTML format@|@sebopehong sa HTML@
@HTML framesets@|@dipeho tsa foreime ya HTML@
@HTML source@|@botebo ba HTML@
@HTML styles@|@ditaele tsa HTML@
@huge@|@ditonana, se setonana, tonana, tse ditonana@
@huge (1)@|@a matonana, ba batonana, bo botonana, e metonana, e metonana, e tonana, kgolohadi, le letonana@
@huge (2)@|@o motonana@
@human being@|@motho@
@human rights@|@ditokelo tsa batho, ditokelo tsa botho@
@humaneness@|@botho@
@humble@|@ikokobeditseng@
@humid@|@leswe@
@humility@|@boikokobetso@
@humor@|@qabolo@
@hunchback@|@kgirimpana@
@hundred@|@lekgolo, makgolo@
@hunger@|@ho lapa@
@hungry@|@ke lapile, lapa, lapile, lapileng@
@hunt@|@tsoma@
@hunter@|@setsomi, setsomi@
@hunting dog@|@lepaku, mapaku@
@hunting spear@|@ditsenene, tsenene@
@hurry@|@tata@
@hurt@|@ntsha kotsi@
@husband@|@bahatsa, mohatsa@
@Husband@|@monna@
@hut@|@mekgoro, mekgoro, metlotlwane, mokgoro, motlotlwane@
@hydraulic@|@haeteroliki@
@Hydrogen@|@Haedrojene, Haedrojene, Haetrotsene, Sehlolametsi@
@hydronium ion@|@haeteroniamo ayone@
@hyena@|@phiri@
@hygiene@|@paballo ya mmele@
@hymn@|@difela, sefela@
@hyperlink@|@haephalinki@
@hyphen@|@ditlami, tlami@
@hyphenation@|@karolo le kopanyo ya mantswe@
@hypocrite@|@baikaketsi, moikaketsi@
@hypodermic needle@|@nale ya tlhabo@
@hypotenuse@|@dihaephotenuse, haephotenuse@
@hysterics@|@lehabea@
@I@|@Ke, mi, nna@
@I am@|@'na ke, nna ke@
@I am fine@|@Ke teng@
@I am going into the shop@|@Ke tsamaya ka lebenkeleng@
@I am going to father@|@Ke ya ho ntate@
@I am going to father's place@|@Ke ya ha ntate@
@I am going to the shop@|@Ke tsamaya lebenkeleng@
@I am going to town@|@Ke ya toropong@
@I am grateful@|@Kelebohile@
@I am listening@|@Ke mamela@
@I am looking for them@|@Ke batlana le bona@
@i am not thabo@|@'na ha ke thabo, nna ha ke thabo@
@I am sorry@|@Ntshwarele@
@i am thabo@|@'na ke thabo@
@I am Thabo@|@Nna ke Thabo@
@I am thirsty@|@ke nyorilwe@
@I am tired@|@ke kgathetse@
@I am your child@|@Ke ngoana oa hao@
@I beg your pardon@|@Tsoarelo, Tswarelo@
@I can walk@|@nka tsamaya@
@I come from South Africa@|@Ke tswa Afrika Borwa@
@I do not understand@|@Ha ke utlwisise.@
@I don't care@|@Ha ke na taba@
@I don't know@|@Ka ke tsebe@
@I don't understand@|@Ha ke utlwisise@
@i don't understand you@|@ha ke utloisisi@
@I don't understand you@|@Ha ke o utlwisisi@
@I don't want ...@|@Ha ke batle ...@
@I knew@|@Ke ile ka tseba@
@i live in maseru@|@ke dula qwaqwa, ke lula maseru.@
@I live in Qwaqwa@|@Ke dula ka Qwaqwa.@
@I love you@|@Ke a o rata@
@I read a book@|@Ke ile ka bala buka@
@I see@|@Ke a bona, Kea bona@
@I see the cars@|@Ke bona dikoloi@
@I see them@|@Ke bona tsona@
@I shall sit@|@Ke tla dula@
@I want ...@|@Ke batla ...@
@I want that bread@|@Ke batla bohobe bono@
@I will eat@|@Ke tla ja@
@I would like to buy@|@Ke batla ho reka@
@ice@|@aese, diaese, leqhwa, maqhwa@
@ice cream@|@diaesekerimi@
@Ice cream@|@Aesekerimi@
@icing@|@tswekeresekgabisi@
@icon@|@leswao, letshwao, maswao, matshwao@
@icosahedron@|@diikhosahaeterone, ikhosahaeterone@
@idea@|@dikgopolo, kgopolo@
@identity@|@boitsebiso@
@idiom@|@maelana, maele@
@idiomatic expression@|@dikapolelo, sekapolelo@
@idol@|@modingwana@
@if@|@ha@
@if only@|@hoja@
@If you beat a dog@|@Ha o otla ntja@
@Igbo culture@|@Seigbo@
@Igbo person@|@Leigbo, Maigbo@
@ight airplane@|@sefofane se senyenyane@
@igneous rock@|@lejwe la moralla@
@ignite@|@hotetsa@
@ignition@|@dikgotetso, kgotetso@
@ignorance@|@ho hloka tsebo@
@ignore@|@lala ka mmele@
@ignore all@|@hlokomoloha kaofela@
@iguana@|@dilakabana, lakabana@
@ill@|@kutse@
@I'll buy it@|@Ke batla ho reka yona@
@illegal@|@sa yeng ka molao@
@ill-mannered@|@mekgwa e mebe@
@illuminate@|@kgantsha@
@illumination@|@lesedi@
@I'm fine; and you? (1)@|@Re teng; le o kae?@
@I'm from ...@|@Ndivela e...@
@I'm from...@|@Ndivela e...@
@I'm here; where are you@|@Ke teng; wena o kae?@
@image file@|@difaele tsa setshwantso, faele ya ponahalo, faele ya setshwantso@
@image map@|@mmapa wa ponahalo, mmapa wa setshwantso@
@imaginary thing@|@ntho e tshwantshwang@
@immediate@|@hanghang@
@immense@|@tonana@
@immerse@|@ina@
@immune@|@tshwaedisitswe@
@immune system@|@boitshireletso ba mmele@
@immunise@|@tshwaedisa@
@impala@|@diphala, phala@
@impatient@|@fela pelo@
@impertinence@|@botlokotsebe@
@impolite@|@sa hlompheng@
@import@|@hwebisa@
@important@|@kgolo@
@important person@|@motho e moholo@
@important work@|@mosebetsi wa bohlokwa@
@importing document@|@thomello ya tokomane ka kwano@
@impose a expensive price@|@turisa@
@impoverish@|@fumanehisa@
@impress@|@kgahla@
@improper@|@fosahetse@
@improve@|@lokisa@
@in church@|@kerekeng@
@in due course@|@ha mmila o puta@
@in fall@|@hwetla@
@in front@|@pele@
@in front of@|@ka pele@
@in order@|@ka tsela@
@in order that@|@hore@
@in school@|@sekolong@
@in shop@|@lebenkeleng@
@in short@|@ka bokgutshwanyane@
@in spring@|@selemo@
@in summer@|@lehlabula@
@in the beginning@|@qalong@
@in the book@|@bukeng@
@in the bus@|@beseng@
@in the center@|@bohareng@
@in the churches@|@dikerekeng@
@in the evening@|@mantsiboya@
@in the field@|@naheng@
@in the fountain@|@sedibeng@
@in the house@|@tlung@
@in the life of@|@bophelong ba@
@in the middle@|@ka hare@
@in the morning@|@hoseng@
@in the old time@|@mohlamonene@
@in town@|@toropong, toropong@
@in winter@|@mariha@
@inadequate@|@phihlello e haellang@
@inanimate@|@sa pheleng@
@inattentive@|@sa eleng hloko@
@incident@|@ketsahalo@
@incision@|@meseho, moseho@
@incite@|@hlohlelletsa@
@inclusive@|@kenyang@
@inclusivity@|@kenyeletso ya bohle@
@incomplete@|@sa phethahalang, se phethehang@
@increase@|@ata, ata, atisa, ditotiso, eketsa, tota, totiso@
@incubation period@|@nako ya ho ipata ha tshwaetso@
@incurable@|@sa phekoleheng@
@incurable disease@|@lefu le sa phekoleheng@
@indeed@|@efela, ka nnete@
@independent@|@lokolohileng@
@index@|@ditsekahare, tsekahare@
@index finger@|@dipotsana, potsana@
@India@|@India@
@Indian Ocean@|@Lewatle la India@
@indicate@|@supa@
@indicator light@|@lebone la sesupisi@
@indirect@|@kwekwetlang@
@Indium@|@Indiamo@
@indoctrinate@|@hlohlelletsa@
@industrial@|@matsoho@
@industrious@|@kgothetseng@
@infancy@|@bosea@
@infect@|@tshwaetsa@
@infected blood@|@madi a tshwaeditsweng@
@infected person@|@motho ya tshwaeditsweng@
@infection@|@ditshwaetso, tshwaetso@
@infectious agent@|@sejaratshwaetso@
@inflate@|@butswela@
@inflation@|@infoleishene@
@influenza@|@mokakallane@
@influx@|@ditshubuhlellano, tshubuhlellano@
@inform@|@beha, bolella, jwetsa@
@informal settlement@|@mekhukhu@
@informed consent@|@tumello ka kutlwisiso@
@informer@|@lehlabaphio, mahlabaphio@
@inhabitant@|@baahi, moahi@
@inhaler@|@dihemisi, sehemisi@
@inherit@|@ja lefa@
@inheritance@|@lefa, mafa@
@initial@|@dienisheale, enisheale@
@initialize@|@qadisa@
@initiation song of boys@|@lengae, mangae@
@inject@|@hlaba@
@injection@|@ditlhabo, tlhabo@
@injured@|@lemala@
@ink@|@enke@
@inland@|@hare ha naha@
@inline frames@|@foreime tse moleng@
@inner terms@|@ditheme tse ka hare@
@innocent@|@hloka molato@
@inoculate@|@enta@
@inoculation@|@moento@
@input file@|@faele ya tse kenngwang@
@inquest@|@patlisiso ya lekgotla@
@insane@|@hlanya@
@insert@|@sunya@
@insert special character@|@kenya tlhaku e kgethehileng@
@inserting index@|@ho kenya indekse@
@insist@|@pheella@
@insistence@|@pheello@
@insomnia@|@tlhobaelo@
@inspector@|@bahlahlobi, mohlahlobi@
@inspire@|@susumetsa@
@install@|@bea, kgwesa@
@installation@|@dipeo, peo@
@instinct@|@dihlaho, sehlaho@
@instruct@|@rupela@
@instruction@|@dithupelo, thupelo@
@instructor@|@barupelli, morupelli@
@insubordinate@|@tellang@
@insufficient memory@|@kgopolo e sa lekanang@
@insulator@|@diinsuleitara, insuleitara@
@insult@|@hlapaola@
@insurance@|@dienshorense, enshorense@
@insure@|@enshora@
@insurgent@|@baferekany, moferekanyi@
@integer@|@diintheka, intheka@
@integration@|@nyalano@
@intelligence@|@bohlale, hlalefa, mahlale@
@interaction@|@kenelelano@
@interest@|@phaello@
@interesting@|@kgahlisang@
@interesting speech@|@dipjhamathe, pjhamathe@
@interior@|@bokahare@
@internal error@|@phoso ya ka hare@
@international@|@matjhaba, matjhabamatjhaba@
@Internet@|@Inthanete@
@Internet café@|@Khefi ya Inthanete@
@Internet service provider@|@tshebeletso ya Inthanete@
@interpret@|@toloka@
@interpreter@|@ditoloko, toloko@
@interval@|@kgefutso@
@interview@|@ditlhahlob, tlhahlobo@
@intimate friends@|@mathe le leleme@
@intonation@|@dihalo, sehalo@
@intoxicate@|@taha@
@introduce for@|@kenyetsa@
@introduced for@|@kenyeditswe@
@intruder@|@ntshunyakgare@
@invalid@|@bafokodi, mofokodi@
@invalid parameters@|@dipharametara tse fosahetseng@
@invalid password@|@lebitsolekunutu le fosahetse@
@invasion@|@ditlhaselo, tlhaselo@
@inverse@|@inbese@
