@English@|@Kiribati@
@the smell of mouldy taro@|@butababa@
@the smell of old dusty things@|@boibarabara@
@the smell of water in which perfume was put@|@boiranaka@
@the spider-shell@|@etiak te rud, rud@
@the spirit-land@|@bouru@
@the sting of ray or sword fish@|@bakabota@
@the subterranean world@|@moni@
@the suburbs of a village@|@bukinikainga@
@the sun@|@âai, t'âai, t'âaik, taai, taai, tâai, tâaik@
@the sun has passed the zenith@|@e aitaorio tai@
@the sun is going to rise@|@kana uti taaik@
@the sun is going up towards the zenith@|@e aitaorake tai@
@the sun is high@|@e tî e taaik@
@the sun is hot@|@e kabuê taaik@
@the sun is set@|@e boñ a täaik@
@the sun is setting@|@e baka taaik, kana boñ a taaik@
@the sun is strong (hot)@|@e marôrô tâai@
@the sun will be hot at noon@|@e buê taaik in tonu@
@the sweet husked coconut@|@bunia@
@the temple@|@te bora n ata@
@the thigh@|@botoniwae, botonranga@
@the thing causes me to sneeze@|@e kamodiai te bai@
@the throat@|@bwebwenimarawa@
@the trader@|@te tia bobai@
@the traveling@|@m'am'ananga@
@the tree is killed by lightnin@|@e mate te ni ma t'it@
@the under and front portion of a shark@|@batuaro@
@the unripe fruit of the pandan@|@tabâ@
@the upper heaven@|@timunnan@
@the upper part of the thigh@|@babati@
@the uppermost streak of planks in a canoe@|@beniwi@
@the very last island in the north of the Gilberts@|@Makin@
@the village is near@|@e kaen te kaan@
@the voyager@|@te tia borau@
@the war is long@|@anânau te buóx@
@the war lasts long@|@anânau te buók@
@the weaving of@|@rarangaan@
@the western horizon@|@bungintai@
@the wind@|@ang@
@the wind pipe@|@bibi@
@the wind roarse@|@e beroro te ang@
@the wind whirls round@|@iria te añ@
@the wood sticks to my hand@|@e nímtea baiu te kai@
@the youngest in a family@|@binakeke@
@the youngest in a family when precocious@|@binarererake@
@their@|@aia@
@their canoe@|@waaia@
@their child@|@natiia@
@their distances@|@raroaia@
@their drink@|@nimaia@
@their ears@|@taningaia@
@their ends or points@|@taboia@
@their entrance@|@riniia@
@their eyes@|@mataia@
@their food@|@kanaia@
@their fruits@|@uaaia@
@their God@|@Atuaia@
@their hands.@|@baiia@
@their houses@|@batáia@
@their life@|@maiuia@
@their manner@|@aroia@
@their minds@|@nanoia@
@their mother@|@tinaia@
@their names@|@araia@
@their number@|@m'aitiia@
@their people@|@kaaiia@
@their play@|@takaakaroia@
@their presence@|@rokoia@
@their thatch@|@rauia@
@their thorns@|@m'akeiia@
@their voice@|@b'anaaia@
@them@|@Nakekea, wâkaki@
@then@|@ngkanne, ñkan@
@there@|@âio, ari, eñkán, iñkán, ñkan@
@there are@|@iai, iê@
@there are few cocoa-nuts@|@ia-karaka te muimot@
@there are many women@|@e baibete te aiíne@
@there are men within our land@|@iai te ômat inauan apar@
@there is@|@iai, iê@
@there is a great deal of taro@|@e baibete te bóboi@
@there is a pain in my inside@|@e marak i nanu@
@there is much blood about thee@|@e baibete te rara rûm, e baibete te râra rûm@
@there is much rain@|@e bete te karu@
@there is much wind@|@e baibete te añ@
@there is none@|@akea bu nimâk@
@there is your food@|@kababanea@
@there they are over there!@|@ao akekei!@
@Therese@|@Teretia@
@these@|@aiai, aikai@
@these are good@|@a raoiroi aikai@
@these here@|@iáia, iêa, ióia@
@these men@|@uaakai@
@these people@|@naakai@
@These people@|@Takam@
@these things@|@baika, baikai@
@they@|@nâkaki, ngaia, wâkaki@
@They@|@Nakekea@
@they are all lying down dead@|@a bora ni mate@
@they are foreigners@|@irua wâkaki@
@they climbed the mountain@|@a aerakea te maunga@
@they died in the famine@|@e mate nákaki in te rö@
@they face each other for the combat@|@a aitara ni bo@
@they will certainly not come@|@a aikoa roko@
@thick@|@maeten, maten, matenten@
@thick end of coconut leaf@|@atunangoba@
@thick hard crust@|@ibenao@
@thick part of arm@|@te biroto ni bai@
@thick part of forearm@|@buare ni bai@
@thier land@|@abaia@
@thigh@|@te biroto n ranga, toae@
@thin@|@bwére, mæni, manni, mmanii@
@thin slice@|@bwerebwere@
@thin tail@|@bukitake@
@thine@|@am bai@
@thing@|@b'ai@
@thing for holding tight@|@b'ai ni katena@
@thing for love@|@b'ai n tangira@
@thing for sickness@|@b'ai n aoraki@
@thing for unscrewing@|@b'ai ni kao'ara tikuru@
@things@|@b'aai@
@things for talking@|@b'aai n taetae@
@things for working@|@b'aai ni mm'akuri@
@things in a heap@|@batunga ni bai@
@thirsty@|@taka@
@thirty@|@teni poui@
@thirty five@|@tenibwi ma nimaua@
@this@|@aei, áei, ai, aiai, aio, ê, ê@
@this afternoon@|@te b'akantaai aei@
@this day@|@ñainap@
@this evening@|@te tairiki aei@
@this is fresh@|@te ran ai@
@this is salt water@|@taari ai@
@this man@|@teuaaei@
@this man who@|@teuaae@
@this mat is good@|@e räûirüi te kî ai@
@this morning@|@eñân, ngke e ingaabong, te ingaabong aei@
@this thing@|@baei@
@this way@|@ëran@
@this woman@|@neie, neiei@
@Thomas@|@Taom, Taomati, Tom, Tooma@
@thorny shrub@|@akanta@
@those@|@aiari, akanne, akekei, taian, taiani, wari@
@those are bad@|@a bakaka aka@
@those men there@|@uaakekei@
@those people@|@naakanne, naake@
@those people there@|@naakekei@
@those things near by@|@baikanne@
@those things near by which@|@baikana@
@those things yonder@|@baike@
@those who@|@taani@
@those who do@|@taan@
@those women there@|@aine akakei@
@thou@|@ko ko, ngkóe, ñgôe, uñgô@
@thou art great among spirits@|@ko bâbak in anti@
@thou art laughing at me@|@ko ñori-gínai, ko ñori gin-nai@
@thou art proud@|@ko igági@
@thou art strong in thy carryin@|@ko korokoro in witiam@
@thou dost not know@|@ko akea taia@
@thou hast urged us to do wrong@|@ko bérigir in buérar@
@thou wilt make me kill thee@|@ko berigia in kamatego, ko berigiai in kamátego@
@thousand@|@ngaa, rebu, repu@
@thread@|@ararâ@
@threaten@|@titaou@
@three@|@teni, teniman, teniua, tenoua, tenúa@
@three cards of a kind@|@burana@
@three feet@|@iati@
@three hundred@|@teni bubua@
@three plyy@|@boten@
@thriving@|@bamaiu@
@throat@|@biibi, bûwu@
@throw@|@jevenako, kane kane, kare@
@throw down@|@kabáka@
@throw it down@|@tivia@
@throw it to me@|@e baka gin e ñai@
@thumb@|@waebua@
@thunder@|@ba, paha@
@Thursday@|@Kaabong, te kaabong@
@thus@|@kaangai@
@thy@|@am@
@thy chin@|@buñam@
@thy daughter-in-law@|@tinepam@
@thy food@|@kanam@
@thy house@|@batam@
@thy throat@|@bûwum@
@thy tongue@|@newém@
@thy voice@|@punâm@
@tïa (prefixed to verbs)@|@I come from the council-house@
@tia (with n or ni affixed)@|@tia@
@tide@|@ia@
@tide at time of new moon@|@ianro@
@tie@|@kabaei@
@tight@|@koo@
@time just before fruit befins to ripen@|@bobo@
@timely@|@aitau@
@times@|@taai@
@tiny@|@uareereke@
@tiny pieces@|@maibiibi@
@tired@|@kua, kua, ôgua, ôgua, ôrara@
@tiresome@|@kakua@
@tiritabunga@|@tiritabuki@
@to@|@i, ina, nakon@
@to a gun@|@bauriri@
@to abound@|@buritao@
@to abuse@|@baka n taeka@
@to accompany@|@raonna@
@to accompany voyager to place of departure@|@baka borau@
@to accumulate@|@te koraki@
@to accuse another of fault in order to one's self@|@bakamoamoa@
@to act@|@titura@
@to act as a man who is meanly fed by another@|@bakanrang@
@to act kindly at such times@|@babakanakoi@
@to act quickly@|@bokarina@
@to act the young lady@|@baka n ataeinaine@
@to adhere@|@nímtea@
@to admire@|@bebetiroa@
@to admire one's self@|@betiroa@
@to adorn with fine clothing@|@bautimwia@
@to adorn with ornaments@|@timua, timutimua@
@to advance in fits and starts@|@butikatoki@
@to advance rapidly@|@butimaka@
@to agitate@|@aiwaeakina@
@to ape the great@|@baka n toka@
@to appear above as a tall coconut tree@|@bura@
@to approach with joyous expression@|@tituneang@
@to appropriate@|@baibaina@
@to appropriate a knife@|@bitinna@
@to arrange@|@barongaia@
@to arrange benu ready for twisting@|@bo-binoka@
@to arrive as a fleet@|@bakatuntun@
@to ascend@|@borake@
@to ask him@|@titirakinna@
@to ask pardon of ...@|@kabara bure iroun...@
@to aspire to deity@|@bakanatua@
@to assail a man in reference to a woman@|@bainainea@
@to assail from behind@|@bobukia@
@to assault on the sly@|@bakatara@
@to assemble@|@babariko, borai, borenga, bota@
@to assume a position for a fight@|@babaitau@
@to assume royalty.@|@babakaniking@
@to assume to be a large landholder@|@bakantoka@
@to attract@|@burimaunia@
@to avoid labor by hiding away@|@bitanikaia@
@to bake@|@aumua@
@to bake tabataba over night@|@bongania@
@to banter@|@baka n rerei@
@to baptize@|@babetito, babetitoa@
@to be@|@aitoa, etirio@
@to be able to@|@konaa@
@to be always criticizing@|@banga n riroa@
@to be at a certain place@|@mena@
@to be at the head of... to preside@|@atuna@
@to be at the masthead as a flag@|@tio@
@to be beside the question@|@birianena@
@to be bothering@|@katabetabe@
@to be busy@|@botabota@
@to be childish@|@baka n ataei@
@to be distrusted@|@atutekonaua@
@to be employed@|@bekutata@
@to be entirely dispersed@|@bobuki@
@to be exhausted@|@bakararan@
@to be forward in getting justice@|@ien tumoa@
@to be friendly@|@aeiók, aiiók, aiyók@
@to be hospitable to one's butika@|@bubutika@
@to be in contact@|@bo ma@
@to be in partnership@|@buokanibai@
@to be in possession of property@|@baibai@
@to be in the act of roasting@|@dinimâk@
@to be jealous@|@kokookoo@
@to be lost@|@bua nako@
@to be negligent of a parent's wants@|@bakaine@
@to be patient@|@taotaona@
@to be slow@|@murimuri@
@to be subordinate@|@anibange@
@to be troublesome@|@betunga@
@to be unsocial@|@titinaniku@
@to be very particular abour@|@banganriro@
@to be without knowledge@|@babanga@
@to bear@|@boña@
@to beat@|@batiboa, díriñ, díriñ, djiranak, tekena@
@to beat with a war club@|@batirakua@
@to become@|@roko@
@to become pregnant@|@kariki@
@to bedeck@|@maneaba@
@to beg for food.@|@butirere@
@to beg of one@|@butia@
@to begin a fight@|@bumoa@
@to begin a mat@|@batunga@
@to bend@|@kakiribabaoa@
@to besmear with filth@|@bakarakara@
@to bid@|@beta@
@to bite@|@dïna, ténaa@
@to bite much or hard@|@kadinadina@
@to blackguard@|@bainraraea@
@to blow@|@uka, wái@
@to blow with the mouth@|@puïï@
@to boast of the kindness received@|@ka-akoa@
@to boil@|@umara@
@to boil salt water@|@wawa taar@
@to boil up@|@burorake@
@to bore with a ubaniban@|@babaea@
@to brace the end of a canoe@|@bakatokoa@
@to braid@|@bibira@
@to break@|@etî, iberiki, tewa@
@to breathe@|@igîga, ike, ikéike@
@to breeze up after a calm@|@buane@
@to bring forth@|@bungia@
@to broil@|@tintin@
@to brush teeth@|@irewii@
@to build a new canoe@|@boua@
@to bundle@|@babatita@
@to burn@|@kabueka, kabûg, kabûk, kabûok, kabuóka@
@to bury@|@tauna@
@to buy@|@bób'ai@
@to call attention@|@akeia@
@to capitulate@|@bukora@
@to carry@|@bebeka, eti, uoti, widia, witia, wudia@
@to carry all sorts of accusations against@|@bobautea te aba@
@to carry news@|@biriakina@
@to carry on stick at back of shoulder@|@buki n anga@
@to carry on the back@|@kagûgu@
@to carry on the shoulder@|@amo@
@to carry two loads@|@amoua@
@to carry... on@|@amoamoa@
@to cause@|@kaberoroa@
@to cause an accident@|@kabuanibaia@
@to cause ill luck@|@kabakabuaka@
@to cause to do calmly@|@kaientaua@
@to cause to drink@|@kamô@
@to cause to fly@|@kakibaa@
@to cause to go up@|@bukea@
@to cause to move something@|@kabuta@
@to cause to sneeze@|@kamodi@
@to cave in@|@kaibakoa@
@to change from one thing to another@|@ewebai@
@to chase@|@kaea@
@to cheat@|@bureburea@
@to chew@|@kanta, mama@
@to chew as tobacco@|@baronria@
@to chide@|@boa@
@to choose@|@berinoa, binea, burea@
@to choose a favourable day@|@bineta te bong@
@to clash@|@aioro@
@to clasp around with hands@|@baimanea@
@to climb@|@árarake, tám'a, tamôtam@
@to climb by the hands@|@tinerake@
@to close what is open@|@tiriuki@
@to collect@|@bobota@
@to comb as the surf@|@barobaro@
@to comb into a canoe as a wave@|@baroa@
@to come@|@ke, ki, nako, noko, róko róko@
@to come down@|@ruák@
@to come on the wrong side@|@anga ra@
@to come together@|@kabôa@
@to come together to examine@|@kabowia@
@to commit suicide@|@bakaburea@
@to compensate husband@|@bainainea@
@to complain about a borrower@|@banganikoua@
@to complete@|@kaboo@
@to consider@|@iangoa@
@to construct@|@bobou, kateitei@
@to consume food sparingly@|@butona@
@to cook@|@kám'a, kama, omri@
@to cook over coals@|@timina@
@to correct@|@tiribure@
@to cough@|@bekobeko, bekobeko, bokabok, butabut@
@to cough up blood@|@bekora te rara@
@to count@|@wáre, wárigi@
@to cover@|@atamana@
@to cover one's face with one's hands@|@bain ni kun@
@to cover or thatch a house with ato@|@atona@
@to cram@|@kabuangata@
@to cram oneself@|@kabuabeka@
@to crash as a falling tree@|@tiriobo@
@to crave for@|@barua@
@to criticizes work@|@banganriroa@
@to cross@|@kabangaka@
@to crowd@|@butubutu@
@to crowd against@|@butubutua@
@to cry@|@baebaeta, tang@
@to cry out@|@dekâkâ@
@to cut@|@kórokai, táitâi, táitâi, tapa, tirireke@
@to cut a path through jungle@|@erebaba@
@to cut down mao trees@|@eremao@
@to cut into slices a pandanus fruit@|@bwerewaea@
@to cut it tenderly@|@maekia@
@to cut notches on coconut trunk@|@bomaneka@
@to cut off branches@|@tirimanga@
@to cut off evenly the hair in front@|@bakatatia@
@to cut open germinated coconuts@|@boriki@
@to cut the edible part of pandanus fruit@|@boroaea@
@to damage@|@kakabuakaka@
@to damage a plant@|@tiriobora@
@to dance@|@ruoía@
@to deal in@|@bobaiakina@
@to deceive@|@bokautea, bokewe@
@to deflect@|@bitabaoua@
@to deform@|@kabakibora@
@to defy another boti@|@katekea te boti@
@to deny the existence of@|@ka-akea (kakea)@
@to depart on a canoe as a party disliked@|@bunuwa@
@to depart to the east@|@babakarake@
@to depart to the west@|@babakario@
@to describe@|@kab'arab'araa, kab'arab'arai@
@to destroy@|@oruak@
@to diffuse@|@kabanebanei@
@to dig@|@aúdjia, aútia, kéna@
@to dirty with excrements@|@bekara@
@to disappear in an unknown way@|@biribirikewe nako@
@to disclose@|@buata@
@to disconcert@|@kabaka@
@to discourage@|@kabakanano@
@to dislike@|@idibái, idibâk, iribái, iribâk@
@to dislocate@|@emangaoa@
@to disturb@|@teberi@
@to divide into three portions@|@bwenatenia@
@to divide into two portions@|@bwenaua@
@to do@|@barakia@
@to do a piece of work nicely@|@banganrinoa@
@to do a work@|@botamia@
@to do gently or slowly@|@barebare@
@to do sitting dance@|@bino@
@to do the wind with an incantation@|@binebinera@
@to do this work@|@buara@
@to do very carefully@|@berinoa@
@to do wrong@|@buír@
@to dodge down@|@batiku@
@to draw@|@koro banna@
@to draw a line@|@bwereina@
@to dream@|@mi, mia, mitara@
@to dress up@|@bakantamaroa@
@to drift towards the east@|@bakario@
@to drink@|@mói, nim, nima, ñima@
@to drive down a gun-wadding@|@bauriria@
@to drop@|@dimdim, kab'akaa, kabaña, timrara, timtim@
@to drop on@|@timra@
@to dry@|@tawa@
@to eat@|@ám'arake, kana, matamu@
@to eat a certain dish together@|@boria te amarake@
@to eat with much relish@|@timinene, timinenea@
@to efface prints@|@tirimaneka@
@to elope@|@biriakina nako@
@to embarrass@|@ibeabure@
@to engage in arranging tabataba@|@bongan@
@to engage in asking for@|@bubuti@
@to engage in beating@|@batibo@
@to engage in beating the ground with the butts@|@bomaki@
@to engage in braiding@|@bibiri@
@to engage in cutting pandanus fruit into slices@|@bwerewa@
@to engage in escorting@|@bakaborau@
@to engage in excavating a hole@|@boniba@
@to engage in exciting@|@bubuke@
@to engage in exposing drying fish to a fire@|@tinete@
@to engage in hewing a stick to a smaller size@|@tiriba@
@to engage in ill treating a foster child@|@bakake@
@to engage in lashing a sail to a spar@|@bakaoko@
@to engage in makeing an offering to a god@|@tiriboua@
@to engage in making rope@|@biro@
@to engage in measuring@|@baire@
@to engage in planing@|@boraiti@
@to engage in plotting one's destruction@|@bakabure@
@to engage in plucking@|@bwebwene@
@to engage in pulling@|@bunibun@
@to engage in pulling and dragging by the hair@|@burimangao@
@to engage in scraping pandanus fruit@|@beka@
@to engage in scratching the skin in abger@|@baikori@
@to engage in searching for coconut@|@binebine@
@to engage in seizing the property@|@bubai@
@to engage in splitting coconut logs by adzing@|@bwenabwena@
@to engage in stripping off the dead leaves@|@tiriam@
@to engage in stripping off the leaves@|@bebene@
@to engage in stunning@|@tiribo@
@to engage in twisting coconut fiber@|@bibinoka@
@to engage in tying coconuts in bunches@|@bakabwi@
@to enlarge@|@kabâbake@
@to enter@|@rîn@
@to escape a person by breaking his hold@|@tiribaia@
@to escort@|@bakaboraua@
@to establish@|@katea@
@to evacuate faeces@|@bebeka@
@to examine@|@ukeuke@
@to excel in sailing to windward@|@baekekeieta@
@to exchange@|@kaaibibiti@
@to exhaust@|@kababanea@
@to expose drying fish to a fire@|@tinetea@
@to face@|@aitara@
@to fail in procuring because seeking too late@|@boituta@
@to fall@|@b'áka, baka, bäka, baxa@
@to fall in love@|@baka n nano, bakannano@
@to fall in love with@|@bakananoa@
@to fall on like lightning@|@rere bakara@
@to fall prostrate on the face@|@bobaraki@
@to fall upon as a tree upon a house@|@tirioboa@
@to fasten tightly@|@kakooa@
@to fear@|@maákina, makina@
@to feed away from home@|@bakanroronga@
@to feel a pain@|@tik@
@to feign death@|@bakanimate@
@to feign poverty@|@baka n rang@
@to feign to be crippled@|@baka oko@
@to fight@|@tiritiri, ûn, ûnûn@
@to finish@|@kabanea, muti@
@to finish them all@|@kabanei@
@to fish for@|@kabara@
@to fish for flying fish with rod and line@|@aionauti@
@to fish with a seine and rai on the ocean@|@barairai@
@to flap wings@|@bakabobo@
@to flatter@|@karaanga@
@to float@|@bebeibeti, beibeti@
@to float on surface@|@bebeibeti@
@to flood the soul@|@iekana@
@to flop about as a fish out of water@|@tiribaibai@
@to flow@|@raánga, ranga@
@to fly@|@ikibékäbi, kíba@
@to fly well as a kite@|@betiraoi@
@to foam at the mouth@|@bungibaware@
@to fold@|@kam'anuui@
@to foul as a ball not properly hit@|@bobaka@
@to fry@|@tinima@
@to fry in pan@|@banina@
@to gather dry coconut leaves@|@borin@
@to gather together in great number@|@babaurua@
@to get larger@|@bubuki@
@to get over@|@ewea@
@to get something@|@karuoa@
@to get something hastily or greedily@|@kuri@
@to get to meet at the ends@|@kabooaki@
@to give@|@anga, anga, bakabauna, poi@
@to give and distribute rations@|@kabaka bauna@
@to give one's business close attention@|@barakia@
@to give thanks@|@tituararaoa@
@to give the note@|@ena@
@to glance off as a club not skillfully handled@|@bobaranako@
@to glance off as a weapon@|@botua@
@to go@|@butinrere, nañinañi@
@to go about@|@ériak, iria, íriak, îrik@
@to go along bent down@|@batikutiku@
@to go closer@|@kaaniia@
@to go forth to meet@|@butimaea@
@to go from@|@kiitani@
@to go from island to island@|@tiriaba@
@to go from one island to another@|@ewebike@
@to go or come@|@nañinako, nañinoko@
@to go or walk while@|@batoko@
@to go over@|@biriao@
@to go to@|@nako@
@to go towards the shore@|@aerakea@
@to go up@|@bakarake@
@to go up straight@|@aetorake@
@to go with@|@iri@
@to go with or by error@|@airerua@
@to grasp or hold a case-knife in the hand@|@bukinibaia@
@to grate@|@kautuaa@
@to grate using shell@|@koikoi@
@to greatly relish@|@babarua@
@to grill over open fire@|@tinnim@
@to grind to powder@|@bubua@
@to grow@|@bub, bubu, ríki@
@to grow and produce te ngan stems by bulbs@|@bwebwengan@
@to grow or move rapidly leaving a trail behind@|@bukawe@
@to grow rapidly@|@birikatai@
@to grow up@|@bukewekewerake, kabukarerakea@
@to guide@|@arona@
@to gulp down@|@kabauti@
@to habitually lodhe in many different places@|@birikaiwenei@
@to hackle it@|@akea te benu@
@to hang@|@tine@
@to hasten@|@bareka@
@to hasten to meet a coming friend@|@bakabakanikoroa@
@to have@|@tiroakina@
@to have a boti@|@botina@
@to have a conference@|@kaboowi@
@to have a taste@|@nibarubarua@
@to have bad thoughts@|@iangoi baika buakaka@
@to have behind one@|@akuna@
@to have illicit intercourse with a butika@|@butikatoka@
@to have no restraint@|@bakanikoroa@
@to have rheumatism@|@bori@
@to have solid base@|@botonga@
@to have sore eyes@|@bomata@
@to have the head so low as to be in danger@|@babatei@
@to hear@|@óngo, ûñ, uña@
@to help@|@berig@
@to hem@|@bekorara@
@to hew as with a broadaxe@|@tirikai@
@to hide@|@karabana@
@to hide and seek@|@ikaraaba@
@to hide away when about to be asked to work@|@bitanikai@
@to hide in a hole@|@b'anga@
@to him@|@nakoina@
@to hit@|@bo, óro@
@to hit with a hammer@|@amaea@
@to hoist@|@irakea@
@to hold as...@|@kabainanta...@
@to hold in the arms as a child@|@bakota@
@to hold on to wrongfully@|@baurawata@
@to hold to one's body@|@rab'ata@
@to hurry@|@iebaba, kawaekoa@
@to hurt@|@boboa, kamárak@
@to ill treat as a foster father his foster child@|@bakakea@
@to imitate@|@bainimanraea@
@to importune@|@binenea@
@to increase in volume@|@bubukerake@
@to increase the quantity@|@bunnata@
@to inform@|@tûañ@
@to insert a fish in a batai@|@bataia@
@to inspect@|@tirotiroa@
@to inspect or examine carefully@|@tiroa@
@to insult@|@tinara@
@to insult by rude words@|@angabaibuaka@
@to intercede@|@tabuna@
@to interchange@|@kaibibitia@
@to interrogate@|@titirakina@
@to itch@|@ñoño@
@to jet@|@ti bakatiti@
@to joke@|@babangare@
@to jump a day@|@ewebong@
@to keep aloof@|@bakabaka ni koroa@
@to kill@|@ka-márua, kamæ/tea, kamâmat, kamate, tiri(-nga), tiringa@
@to kill people@|@tiri aomata@
@to kill the small fry of eels with a stick@|@tiribabakouti@
@to kneel@|@katorobubua@
@to knock down bunches of nuts@|@tiriamwi@
@to know@|@atá, tai@
@to labor@|@beku@
@to lash a sail to a spar@|@bakaokoa@
@to laugh@|@ñariñari, ngáre, ñoriñori@
@to laugh at@|@ñori-gin@
@to lay aside for an expected guest@|@beina@
@to lean against@|@bakaturu@
@to leap@|@ewerake@
@to leave@|@motirawa@
@to leave behind@|@biritana@
@to lengthen@|@kanânau@
@to let it ripen@|@kabenna@
@to let ripen@|@kabakabakaea@
@to level@|@kaborabora, tiritoa@
@to lick with the tongue@|@nimti@
@to lie as an infant in the arms@|@babako@
@to lie at full length@|@arori@
@to lie down@|@wéne, wîn@
@to lie on the back@|@botararake@
@to lift up@|@eu@
@to light@|@bôdo@
@to live@|@máiu@
@to look@|@dara, tirowawa@
@to look at country@|@tiroaba@
@to look for@|@gûgura@
@to lop branches@|@tiri ba@
@to lop off dead branches@|@tiri obo@
@to lose one's head@|@ie n tababa@
@to lounge@|@timurua@
@to love@|@iákai, tân, tâne, tañi@
@to love passionately@|@babana@
@to lower@|@borata, kabarara (raaea)@
@to make@|@kabairua, kabebea, kaberoroa, kabinekaua, kabuakoako@
@to make ...@|@ka-iangobuaka@
@to make a battue@|@bobukinaia@
@to make a fish trap of stones@|@aima@
@to make a fool of@|@kamâniñi@
@to make a hole@|@kab'angab'angaa, kabangabanga@
@to make a mistake in taking@|@bairua@
@to make a pair@|@katoaa@
@to make a rope by twisting the strands together@|@biroa@
@to make abound@|@kabua@
@to make amends for@|@kaboa mwina@
@to make an inviolable agreement@|@bauarira@
@to make cough@|@kabekobekoa@
@to make exceed@|@bungi nako@
@to make fall@|@kabakabaka@
@to make fight@|@kabuaka@
@to make firm@|@kametóto@
@to make float@|@kabetirakea@
@to make friends@|@kaiiók@
@to make go@|@kabatikua@
@to make go to stool@|@kabeka@
@to make go up@|@kabuanerakea@
@to make grow up@|@bukarea@
@to make into@|@kabuabua@
@to make noise@|@karongoaa@
@to make oneself odious@|@ka be@
@to make or use a ...@|@ebaeba@
@to make reflect@|@ka-iango@
@to make reports@|@ewerongorongo@
@to make short@|@kaëkimôtäta@
@to make skeleton-like@|@ka banna@
@to make smooth@|@tiraka@
@to make someone busy.@|@katabea@
@to make stoop@|@kabobaraki@
@to make total@|@baneakina@
@to make vapour@|@buanerake@
@to make warm@|@kabuê@
@to make white@|@kamainaina@
@to make...@|@kabakitaia@
@to make... fall@|@kabaka kurabena@
@to manipulate slowly@|@babairemwe, bairemwe@
@to manure@|@iribánu@
@to manure taro with withered leaves@|@batana@
@to mark a board with a line previous to cutting it@|@bwerea@
@to mark or sign@|@kanikinaea@
@to marry@|@mare@
@to mean something@|@nanonna@
@to measure@|@baairea, babairea, bairea, bataua@
@to meddle@|@banganuaru@
@to meditate@|@kaiangoraoa@
@to meet@|@bô, pô@
@to meet in a friendly way for feasting@|@burenioki@
@to meet with obstacle on the way@|@butitoki@
@to mend@|@bakaro, bonotabenabena@
@to miss the mark@|@baibake, baibao@
@to mix@|@rî@
@to monopolise@|@bai-rawawata@
@to move nimbly@|@tioba@
@to move rapidly@|@bukawekawe@
@to move with difficulty@|@butimate@
@to muddle@|@kabebeoa@
@to murmur@|@bangantaeka@
@to nail@|@bo biti@
@to navigate@|@borauakina@
@to neglect one's parent@|@bakainea@
@to oil@|@kabira@
@to ooze out on pressure@|@buri@
@to open@|@káuka, úka@
@to pack@|@ebana@
@to paddle@|@bwee, bweennarina, bwenarina, ô, ô, rama@
@to paint it@|@benia@
@to pare@|@bweroa@
@to pass at a distance@|@bibiti@
@to pass over the boundary@|@ewetia@
@to pat@|@boboa@
@to pay one's share@|@biriaetoa@
@to perform incantations upon@|@bainrangirangia@
@to perfume@|@kakaboiarara@
@to persecute@|@bainikirina@
@to pervade@|@baneka@
@to pinch@|@ginig, kiniki@
@to place upside down@|@kabaraka@
@to place upwards@|@etirakea@
@to plait@|@birobai@
@to plan to assault@|@babakoran@
@to plan to decieve@|@iango ni kewe@
@to plane@|@boraitia@
@to plant@|@tei, unika, uniki, uniki, unuuniki@
@to play@|@takaakaro@
@to pleasure@|@ieanga@
@to plunder@|@buribai@
@to point out@|@bakate keria@
@to pound@|@íka@
@to practice incantations@|@bainrangirang@
@to practice incantations over a child@|@bainataeia@
@to praise the...@|@kabaimatoa@
@to prance@|@burakatikitiki@
@to pray or a prayer@|@tataro@
@to preach@|@kab'arab'ara@
@to prepare@|@burenga@
@to prepare boiled coconut oil@|@bakanimtaoa@
@to prepare either in thought@|@abina@
@to present@|@angana@
@to preside@|@babaire@
@to pretend@|@bakaea@
@to pretend opposition@|@bakatuka@
@to pretend to be@|@bakanataei@
@to pretend to be a young woman@|@bakanateiaine@
@to pretend to be clever@|@baka n rabakau@
@to pretend to be God or acting as such@|@baka n atua@
@to pretend to take to heart@|@baka n anea, baka n nanona@
@to pretend to...@|@bakaea te, bakaea te@
@to print@|@boretia@
@to project@|@buatana@
@to pull@|@bukakoko, puriti@
@to pull and bundle together pandanus@|@boiranikie@
@to pull and drag by the hair@|@burimangaoa@
@to pull down on a rope with one's entire weight@|@tinea@
@to pull eastwards@|@aitarioa@
@to pull off old leaves@|@tiriamwia@
@to pull off or tear away pandanus@|@bu ira@
@to pull off stems@|@bwene@
@to pull off the sprout at the top of a coconut@|@bukakokoa@
@to pull out nails@|@bu-biti@
@to pull up@|@arirakea@
@to pump out the contents@|@bangua@
@to push@|@butu@
@to push or press against@|@butua@
@to put@|@kaaki@
@to put a mark on to show reserve@|@buaea@
@to put back in oven@|@tinnetea@
@to put black soil around taro plants@|@wibokaboka@
@to put down@|@kâk@
@to put faced towards@|@kaaitara@
@to put in bunches@|@babatiakina, babatiana@
@to put in contact@|@kaboa@
@to put in its place@|@botunga@
@to put in packets@|@babatia@
@to put in sacks@|@buana@
@to put in...@|@te bara-baba@
@to put more@|@kabatia riki@
@to put on the airs of manhood@|@bakanrorobuaka@
@to put one on@|@bukarereana@
@to put someone or something face up@|@katararakea@
@to put upside down@|@baraka@
@to question@|@titiraki@
@to question me@|@titirakinai@
@to reap@|@bania@
@to rebound against obstacles in succession@|@bakannaioro@
