@English@|@Old English@
@envy@|@æfest, anda, andian, hete, niðan, ofunnan@
@enwrap@|@bewreon, forþylman, inbewindan@
@ependytes@|@cop@
@epilepsy@|@bræccoðu, fylleseocnes, fyllewærc@
@epilepsy?@|@bringadl@
@epileptic@|@bræcseoc, fylleseoc, monseoc@
@epilogue@|@endespæc@
@Epiphany (day of Christ's baptism)@|@Bæþdæg@
@episcopal@|@bisceoplic@
@episcopal (high-priestly) stock@|@bisceopcynn@
@episcopal demesne or property@|@bisceoprice@
@episcopal or diocesan land@|@bisceopland@
@episcopal ordination@|@bisceophadung@
@episcopal robes@|@bisceopgegyrelan@
@episcopal see@|@bisceopstol@
@episcopate@|@bisceopdom, bisceopfolgoþ, bisceophad, bisceopscir@
@epistle@|@oferwrit@
@epistle-reader@|@pistolrædere@
@epitaph@|@byrgelsleoþ, byrgelssang, byrgenleoþ, byrgleoþ@
@epitaph?@|@myrgeleoþ@
@epithalamium@|@brydsang, giftleoþ@
@epitome@|@scyrting@
@equal@|@efenlic, efenlica, efenwiht, efnettan, gelic, gelica, gemæcca, heafodling, mæc@
@equal in rank@|@efenhlyte@
@equal sharer@|@efenhlytta@
@equal to@|@gerislic@
@equality@|@efenlicnes@
@equally@|@efenlice, gelice, geliclice@
@equally bitterly@|@efensare@
@equally blessed@|@efeneadig@
@equally dear@|@efendyre, efenleof@
@equally famous@|@efenmære@
@equally fierce@|@efenreðe@
@equally good@|@efengod@
@equally great@|@efenmicel@
@equally guilty@|@efenscyldig@
@equally high@|@efenheah@
@equally holy@|@efenhalig@
@equally inviolate@|@efenunwemme@
@equally mighty@|@efenmihtig@
@equally near@|@efenneah@
@equally noble@|@efenæðele@
@equally powerful@|@efenrice@
@equally sharp@|@efnscearp@
@equally sorry@|@emsarig@
@equally sorry with@|@efensarig@
@equally useful@|@efenbehefe@
@equally worthy@|@efenmedome@
@equinoctial@|@efenneahtlic@
@equinox@|@efenniht, emnniht@
@equip@|@gearwian, geatwan, gegierwan, gescyrpan, gesierwan, gewædian, hyrstan, scierpan, wædian@
@equip with a sail@|@geseglan@
@equipment@|@gearwe, geatwe, sceorp, þræc@
@equipment of ships@|@scipforðung@
@equipment?@|@wæpenþræge@
@equipments@|@geatwe@
@equipped@|@gearo@
@equitable@|@riht@
@equity@|@efennes, riht, rihtnes@
@equivocal@|@tweolic@
@eradicate@|@astyfecian, aswefecian@
@ere@|@ær, ær@
@erect@|@ahebban, aræran, areccan, asettan, bytlan, gearwian, ofergetimbran, onhebban, riht, rihtan, stepan, timbran, upareccan, upfegan, uplang, uppriht, upriht, upstandende@
@ermine?@|@hearma@
@err@|@dwolian, fleardian, misdon, misferan, miswendan, slidan@
@errand@|@ærende, ærende, ærendung, nied, siþ@
@errand-going@|@ærendung@
@erratic@|@mislic, widscriðol@
@erring@|@ierre, miswende@
@erroneous@|@dwollic, gedwolsum, wegleas@
@error@|@dolscipe, dwimor, dwola, dwolscipe, gedwild, gedwol, gedwyld, gemearr, hwyrflung, misgedwield, uncyst, wog, woh@
@eruca@|@cealfwyrt@
@eructate@|@hræcetan, rocettan@
@eructation@|@hræcetung, sogeða, wlætta@
@erudition@|@larcræft, þeodscipe@
@erupt@|@upablawan@
@eruption@|@angset, fagnes@
@eruption of the mouth@|@muþberstung@
@eruptions of the skin@|@oman@
@eruptive disease@|@pocadl@
@erysipelas@|@bruneða@
@escape@|@ætberstan, ætberstan, ætfaran, æthleapan, æthleapan, ætlimpan, ætsectan, ætwindan, afleon, aslupan, aspedan, awegcuman, awindan, befleon, beswician, fleon, forfleon, genesan, hwyrftweg, losian, oþberstan, oþgan, oþgan, oþglidan, oþhleapan, oþrinnan, oþscacan, oþsceotan, oþwindan, swice, wiþfaran@
@escape (dat)@|@oþfleon@
@escape by flight@|@ætfleogan@
@escape by rowing@|@oþrowan@
@escape by swimming@|@ætswimman, oþswimman@
@escape completely@|@fullfleon@
@escape from (dative)@|@ætwindan@
@escape the notice of a person (dat)@|@missan@
@escarpment@|@yfre?@
@escort@|@hos, ladrinc?@
@especially@|@huru, huru, huruþinga, mæst, onsundran, swiþost, syndriglice@
@espousals@|@brydgifta, brytofta@
@esquire@|@horscniht@
@essentially@|@wesendlice@
@establish@|@aræran, asettan, astellan, astellan, befæstan, fæstan, gefæstnian, gegrundweallian, gemægenian, gestaðelian, gestaðolfæstian, onstellan, ræran, settan, staðolian, stalian, swiðan, underwreðian@
@establish (truce)@|@fæstnian@
@establish firmly@|@gegrundstaðelian@
@establish in a home@|@gehamian@
@established law of landed property@|@ealdlandræden@
@estate@|@eard, ham, landseten, staðol, tun@
@esteem@|@eahtian, geæhtle, onmunan, onmunan, talian, tellan, weorðian@
@esteem as@|@riman@
@estimable@|@leofwende, licwyrðe, ungeeahtendlic@
@estimate@|@ametan, apinsian, awegan, metan, tellan, teohhian@
@estimation@|@eahtung, ræden, weorþlicnes, weorþnes@
@estrange@|@fremdian@
@estrange from@|@afierran@
@estuary@|@fleot, fleot, genlad, muða, muþa@
@etc@|@self@
@etc.)@|@clufu, geslean, sambryce@
@etched@|@wundenmæl, wundenmæl@
@eternal@|@ealdorlang, ece, ece, ecelic, endeleas, widefeorlic@
@eternal life@|@ælif@
@eternal night@|@sinnihte@
@eternally@|@ecelic@
@eternity@|@æwicnes, ecnes, ecnes, ecness, endeleasnes, woruld@
@ether@|@rodor, swegl, uplyft@
@ether-begirt@|@sweglbefalden@
@ether-bright@|@sweglbeohrt@
@ether-clad@|@sweglwered@
@ether-like@|@swegle@
@Ethiopian@|@ælmyrca, Sigelhearwa@
@Ethiopians@|@Guþmyrce, Sigelwaras@
@etiquette@|@cynn, ondrysnu@
@Eucharist@|@husel, mæsse@
@eunuch@|@burcniht, cwenhirde, hwasta?@
@evacuation (from body)@|@utfor@
@evade@|@forfleon@
@evanescent@|@uþgenge@
@evangelical@|@godspellic@
@evangelist@|@evangelista, godspellere@
@evangelize@|@godspellian@
@eve of a feast@|@freolsæfen@
@eve of a festival@|@freolsniht, mæsseæfen, mæsseniht@
@eve of Sunday@|@Sunnanæfen@
@Eve of the Epiphany@|@Twelftamæsseæfen@
@even@|@æfen, efen, efenlic, efne, efne, emn, furðum, furðum, furþum, giet, huru@
@even a little@|@fea@
@even if@|@þeah@
@even now@|@giet@
@evening@|@æfen, æfen, æfenn, æfnung, æfnung, cwildtid, foranniht, gebedgiht@
@evening calm@|@smyltnes@
@evening light@|@æfenleoht@
@evening meal@|@æfengereord@
@evening prayer@|@æfenlac@
@evening repast@|@æfengifl@
@evening rest@|@æfenræst@
@evening rider?@|@cwelderæde@
@evening sacrifice@|@æfenlac, æfenoffrung@
@evening service@|@æfengebed, æfenþenung@
@evening service or office@|@æfenþeowdom@
@evening singer@|@æfensceop@
@evening splendor@|@æfenscima@
@evening star@|@æfensteorra, swansteorra@
@evening talk@|@æfenspræc@
@evening time@|@æfentid@
@evening work@|@æfengeweorc@
@evening-time@|@æfentid@
@evenly@|@efenlice@
@evenness@|@efenlicnes@
@evensong@|@æfendream, æfensang@
@event@|@becyme, belimp, belimp, cyme, gelimp, gelimp, þing, tidung, wyrd@
@eventide@|@æfen, swigtima@
@ever@|@a, a, æfre, ahwær, awa, simbel, simble, simbles, simle, symle@
@ever burning@|@sinbyrnende@
@ever-flowing@|@singalflowende@
@evergreen@|@singrene@
@everlasting@|@ece, ecelic, singal@
@everlasting joy@|@sindream@
@ever-thirsting@|@sinþyrstende@
@every@|@æfre ælc, æghwilc, æghwilc, ælc, ælc, eall, eall, gehwæmlic@
@every (one)@|@welhwylc@
@every day@|@dægðerne@
@every one@|@æghwa, æghwæðer, æghwæðer, æghwilc, syndrig@
@every year@|@ælce geare@
@everyone@|@anra gehwelc, gehwa, gehwa, gehwelc@
@everything@|@æghwa, ælcuht, gehwæt@
@everywhere@|@æghwær, æghwær, æghwanan, gehwær, gehwær, gehwider@
@everywhere (well-nigh)@|@welhwær@
@eves@|@efes@
@evidence@|@andcyþnes, gewitscipe, sweotolung, tacen, tacn@
@evident@|@æbære, cuðlic, cuþlic, cuþlic, gesiene, open, orcnæwe, sweotol, sweotol, yppe@
@evidently@|@cuþlice, cuþlice, gesewenlice@
@evil@|@atol, bealu, bealu, facen, godleas, hearm, hearm, hearm, hetol, inwit, inwitstæf, laþ, lyðerful, lysu, manful, manfull, manfullic, min, mirce, niþ, niþful, sliðen, sweart, teonful, trag, uncoren, unfæle, ungod, unriht, unwræst, wa, wea, weargnes, wohlic, yfel, yfel, yfel, yfelcund, yfelic@
@evil art@|@aglæccræft@
@evil art?@|@syncræft@
@evil attraction@|@forspenning@
@evil care or sorrow@|@inwidsorh@
@evil counsel@|@ungeþeaht@
@evil deed@|@bealudæd, laðweorc, lysu, man, mandæd, manforwyrht, misdæd, niþgeweorc, yfelwoerc@
@evil deed?@|@forsceap@
@evil design@|@unwrenc@
@evil desire@|@uhnrihtgewill, unlust@
@evil doer@|@manfordædla@
@evil doing@|@unrihtdæd, yfelwyrcende@
@evil gift@|@ungifu@
@evil guest@|@inwitgæst@
@evil habit@|@ungewuna@
@evil intent@|@niþhete@
@evil judge@|@yfeldema@
@evil kinsman?@|@unmæg?@
@evil living@|@yfellibbende@
@evil memory@|@misgemynd@
@evil nature@|@inwitgecynd@
@evil one@|@inwidda@
@evil or crafty counsel@|@inwitrun@
@evil practise@|@uncræft@
@evil prosecutor@|@mangeniþla@
@evil seed@|@unsæd@
@evil speaking@|@yfelcweðende, yfelspræce, yfelwyrde@
@evil speech@|@gramword@
@evil spirit@|@deofolscin, faul, scucca@
@evil suggestion@|@mislar@
@evil thought@|@bealuþonc, inwitþanc, inwitþanc, misgehygd, ungeþanc@
@evil tidings@|@weaspell@
@evil time@|@mistid, ungetimu@
@evil times@|@þrag, untimnes@
@evil trick@|@nearowrenc@
@evil work@|@unwitweorc@
@evil-disposed person@|@unrihtwillend@
@evildoer@|@unrihtdond, unrihtwyrcend, unrihtwyrhta, wohfremmend, wyrgend, yfeldæda, yfeldond@
@evil-doer@|@mandæda, manfolm, manfordædla, mangenga, manwyrhta, nahtfremmend, teonsmiþ@
@evildoers@|@bealuware@
@evil-doing@|@mandæde, naht, scyldwyrcende, yfeldonde@
@evilly@|@nearolice, swearte, trage, yfle@
@evil-scheming@|@niþhycgende@
@evil-speaking@|@hearmcwidol@
@eviscerata@|@æthyd@
@eviscerate@|@asceotan@
@ewe@|@eawu, eowu@
@ewe-lamb@|@cilforlamb@
@ewe's milk@|@eowomeoluc@
@exact@|@abædan, amagian, ofgan, ofgangan, onsecan@
@exact a fine@|@ofmanian@
@exact middle@|@ælemidde@
@exact service from an ecclesiastical establishment@|@nydþeowigan@
@exaction@|@niedbad, nydgild@
@exactly@|@cyrtenlice, eallrihte, efnes, furðum, furðum, georne, hand, nearwe, onemn, rihte, smeaþancollice@
@exactor@|@æfgerefa@
@exalt@|@ahebban, arengan, geweorðian, gewlencan, geyferian, hean, hean, hebban, hegan, hreðan, lofian, mærsian, onahebban, onhebban, oþhebban, stepan, tobædan, upabregdan, upahebban, uparæran, weorðian, weorþmynd@
@exalt oneself@|@æthebban@
@exaltation@|@onhefednes, upahafennes@
@exalted@|@heah, healic, healic, hebbendlic@
@exalted seat@|@heahsetl, heahsetl@
@exalting@|@mærsung@
@examination@|@onbesceawung, sceawung, sceawung@
@examine@|@æfterspyrian, amerian, ascian, ascrutnian, asecan, aseoðan, atreddan, atreddan, costian, geondsceawian, geondwlitan, gesceawian, pinsian, sceawian, scrutnian, smeagan, smeagan, smeagan, þurhscriðan, þurhseon, undersecan@
@examiner@|@scrutnere@
@example@|@bisen, bisen, bisenung, bispell, bysen, bysen, forebysen, gebisnung, gebysnung, larbysn@
@exasparated@|@inbolgen@
@exasperate@|@æbylgan, tirgan@
@exasperated@|@biter, inbolgen@
@exasperation@|@onscunung@
@excavate@|@adelfan, þyrlian@
@excavation@|@gedelf@
@exceed@|@oferhlifan, oferstigan@
@exceed bounds@|@onþunian@
@exceedingly@|@forinlice, hearde, micellice, swiðe, ungescead, ungesundlic@
@exceedingly fierce@|@singrim@
@excel@|@forestigan, foreþeon, oferhlifan, oferstigan, oferswiðan, oferþeon, þeon@
@excel in brightness@|@oferlihtan@
@excellence@|@æðelnes, corenscipe, cræft, cyst, duguþ, framnes, gumcyst, gumcyst, heanes, þungennes@
@excellent@|@æðele, æðele, æðelic, æmyrce, ænlic, æþele, beorht, betlic, betlic, clænlic, cost, cuþ, cynegod, cystig, ealdorlic, forweorðfullic, forweorþfullic, fullmedeme, fuslic, geþogen, geþungen, geþungen, godlic, heaheald, healic, herigendlic, indryhten, rot, sel, seldlic, til, wræst@
@excellent feature@|@fægernes@
@excellent work@|@heahgeweorc@
@excellently@|@borlice, gumcystum@
@except@|@asyndran, butan, butan, buton, elcor, forutan, nefne, nemne, nymþe, ofadon@
@excess@|@eaca, forgægung, framfaru, galscipe, oferæt, oferflowednes, oferfyll, oferfylnes, ofergemet, oferlifa, ofermicelnes, oferwist, orene, ormætnes, swiþlicnes, swiþnes, ungefog, ungemet, ungemet, ungemetfæstnes, ungemetgung@
@excess in drinking@|@ofergedrync@
@excessive@|@heardlic, hetelic, oferflowend, ofergemet, ofermæte, ofermicel, orene, ormæte, ormætlic, stearcheard, swiþlic, þearl, ungefog, ungemætlic, ungemetfæst, ungemetgod, unmæte, unmæþful, unmæþlic, unmætnes@
@excessive bitterness@|@oferbiternes@
@excessive distance@|@oferfyrr@
@excessive pleasure@|@ofersælþ@
@excessive power@|@oferþrymm@
@excessive pride@|@oferhygdnes, oferprut@
@excessive riches@|@oferwlencu@
@excessive tax@|@ungyld@
@excessively@|@firenum, fyrnum, heardlice, oferlice, oferswiðe, orenlice, ungefoge, ungemete, ungemetes, ungesundlic@
@excessively abundant@|@ofergenihtsumian@
@excessively cold@|@oferceald@
@excessively happy@|@ofersælig@
@exchange@|@behwearft, behwirfan, bewrixlan, hwearf, hwearfung, hwierfan, onwendan, onwendan, wrixl, wrixlan, wrixlan@
@exchange for@|@bemutian@
@exchange for (in)@|@wiþ þæm þe@
@exchange of land@|@landgehwerf@
@exchange of weapons@|@wæpengewrixle@
@excite@|@afysan, ahwettan, astyrian, bieldan, onbærnan, onbryrdan, onhreran, onstyrian, ræran, styrian, tirgan, toweccan@
@excited@|@hat@
@excitement@|@bearm, tyhten@
@exclude@|@ahladan, asceadan, atynan, belucan, forscyttan, utatynan, utscufan@
@excommunicate@|@amansumian, fremdian@
@excommunication@|@aman-sumung, bisceopdom@
@ex-consul@|@hiredgerefa@
@excrement@|@droge, earsgang, scytel, utgang@
@exculpate@|@onsacan, unsyngian@
@exculpate oneself@|@betellan, ladian, treowsian, truwian@
@exculpate oneself (refl)@|@treowan@
@exculpation@|@lad, ladung@
@excusable@|@forgifenlic, ladiendlic, unscyldiglic@
@excuse@|@aladian, beladian, beladung, beladung, forespræc, ladian, ladung, onsceacnes@
@excuse oneself@|@besecgan, betellan, onsacan@
@excuse or justify oneself@|@bereccan@
@excused@|@geliefen, onsæc@
@excuser@|@lædend, midspeca@
@execration@|@onscunung@
@execute@|@cwellan, efenstalian@
@execution@|@deþing@
@executioner@|@cwellere, flæscbana, flæsctawere, flæscwellere, slaga, tintregþegn@
@exemplar@|@bysen@
@exempt from hostility@|@unfah@
@exequies@|@deaþþenung@
@exercise@|@begang, begang, behwirfan, bigeng, bryce, cyðan, framscipe, gegan, plega, plegan, styrung@
@exercise a craft@|@cræftan@
@exert@|@higian@
@exert oneself@|@beswincan, deorfan, þennan@
@exertion@|@higþ, syrwung, þroht@
@exhalation@|@bræþ, steam@
@exhale@|@æþmian, apyffan, apyffan, stincan, wapelian@
@exhale (odor)@|@stieman@
@exhaust@|@gemeðgian, mieltan, teorian, togeotan, wergian@
@exhausted@|@limwerig, mihtleas, werig, werig@
@exhaustion@|@asprungennes, ateorodnes, teorung@
@exhaustive@|@smealic@
@exhibit@|@sceawian@
@exhibit a change of weather@|@wederian@
@exhort@|@becweðan, bieldan, gemyndgian, manian, scyndan, trymian@
@exhortation@|@forþahting, forþeahtung, lar, mynegung, trymnes, tyhting@
@exhorting@|@trumlic@
@exile@|@adræfan, dræfan, eardwrecca, elþeodignes, fliema, fliema, forewritennes, giesting, nydfara, wræc, wræcca, wræcca, wræclast, wræcmæcg, wræcscipe, wrecca@
@exiled@|@eðelleas, ellende@
@exist@|@beon, libban, limpan, standan@
@existence@|@astandennes, lif, lif, sceaft, wist@
@existing@|@andweard, edwistlic@
@exit@|@utfær, utgang, utgenga, utryne, utscyte@
@exodus@|@utfæreld, utgang@
@exoneration@|@lad@
@exorcise@|@gehalsian@
@exorcism@|@halsung@
@exorcist@|@exorcista, halsiend@
@expand@|@aþennan@
@expanse@|@gebind, ryne@
@expanse of ocean@|@gelagu@
@expect@|@basnian, bidan, hopian, onbidan, þencan, wenan, wenan@
@expectation@|@anbid, anbidung, bad, bad, basnung, hyht, onbasnung, wen, wen, wen, wena, wenung@
@expectoration@|@usspiung@
@expedient@|@rædlic@
@expedition@|@fær, færeld, rad, siþ, siþfaet@
@expel@|@acnysan, adon, adræfan, adrifan, afeorsian, afierran, afliegan, aflieman, ascufan, asellan, aþytan, forwrecan, framadryfan, scufan, utadræfan, utadrifan, utamæran, utanydan, utdrifan, utian@
@expelling@|@afliegung@
@expend@|@aspendan@
@experience@|@acunnung, afandian, afandung, afindan, andwisnes, bidan, cunnian, cunnung, gebidan, gebidan, gecunnian, libban, list, niman, onfindan, onfundelnes, onfundennes, ongietan, seon, siþfaet@
@experienced@|@frod, infrod, onfunden@
@experiment@|@oferfrecednes, onfundennes@
@expert@|@andwis@
@expiation@|@clænsung@
@expire@|@sawlian@
@explain@|@areccan, asecgan, atellan, befon, gerecenian, onwreon, rædan, reccan, secgan, sweotolian@
@explanation@|@cæg, gerec, glesing, onfundennes, racu, racu, trahtnung@
@expletive@|@gefyllendlic@
@explicitly@|@rædlice@
@exploit@|@mærðu@
@explore@|@asecan, aspyrian, cunnian, gecunnian, rasian@
@expose to danger@|@forneðan, forneðan, pleon@
@expose to smoke@|@recan@
@exposed@|@open@
@exposed to danger@|@frecelsod@
@exposed town@|@wederburg@
@exposition@|@onwrignes, racu, racu, traht, trahtnung@
@exposition of psalms@|@sealmtraht@
@expositor@|@dihtere, trahtere@
@exposure@|@blice, onwrignes@
@exposure (of children)@|@aworpnes@
@expound@|@areccan, openian, togesceadan, trahtian@
@expounder@|@rædere, trahtere@
@expounder of righteousness (the preacher@|@rihtraciend@
@express@|@acweðan, awringan, geþryn, tacnian, todælan, tosceadan@
@express figuratively@|@bisenian@
@expressing doubt@|@tweonigend@
@expressing wonder@|@wundrigendlic@
@expression@|@gesegnes@
@expulsion@|@toworpnes@
@exquisite@|@smealic@
@extend@|@aspreadan, astreccan, aþenian, aþennan, atyhtan, bebugan, beran, bradian, brædan, brædan, geondbrædan, geryman, gesprædan, lengan, manigfealdan, reccan, ryman, sidian, streccan, stregdan, þennan@
@extend (intr)@|@ræcan@
@extend to@|@licgan, licgean@
@extended@|@andlang, brad@
@extending northeastward@|@norþeastlang@
@extending northwestwards@|@westnorþlang@
@extending westward@|@westlang@
@extension@|@aþenenes, bræding, þenning@
@extensive@|@geap, sid, widgil@
@extensive land@|@sidland@
@extensively@|@rume, side@
@extent@|@begang, begang, bradnes, brædu, rymet, ryne, setnes@
@exterior@|@hwyrfel, utera@
@extermination@|@abreotnes@
@external@|@utacund, utanweard, utanweard, utera, uterlic, uterweard@
@external ear@|@earlæppa, earliprica@
@external war@|@utgefeoht@
@externally@|@utane@
@extinguish@|@acwencan, acwencan, acwencan, adrysnan, adwæscan, adwæscan, drysnan, dwæscan, todwæscan@
@extinguished@|@adrincan@
@extirpate@|@aswefecian, aweodian, styfician@
@extirpation@|@utcwealm@
@extol@|@amæran, arweorþian, bletsian, breman, hean, herian, herian, herian, mærsian, miclian, widhergan, wuldrian@
@extort@|@atredan, awræstan, gemanian, manian, ofgan, ofgangan, ofneadian@
@extortion@|@forþrycnes@
@extra day intercalated in leap year@|@bises@
@extract@|@abædan, atredan@
@extraneous@|@utacund@
@extraordinary@|@incuþ, seldsiene, ungelifedlic, ungemæte@
@extravagance@|@ungemetnes@
@extravagant@|@hygeleas@
@extreme@|@endenehst, uterweard, ytmæst@
@extreme distress@|@oferþearf@
@extreme need@|@oferneod@
@extreme old age@|@foryldu, oferyldu@
@extreme or remotest limit@|@utgemære@
@extreme western limit@|@rihtwestende@
@extremely@|@borlice, ungemete@
@extremity@|@endemestnes?, neadclamm@
@exudation@|@swat@
@exude@|@swætan@
@exult@|@ahliehhan, awlancian, blissian, feon, freadreman, freaþancian, gewynsumian, gielpan, hliehhan, hreman, hyhtan, modigan, wlancian@
@exult (dative)@|@gefeon@
@exult in (dat)@|@agylpan@
@exult over@|@behlyhhan@
@exult?@|@restan@
@exultant@|@heahmod, hremig, wilhreðig@
@exultation@|@blissung, heahbliss, hihting, hyht, hyhting@
@exulting@|@beotlic, blissigendlic, deall, hremig, modblissiende@
@eye@|@eage, heafodgimm, heafodsien, sien@
@eye disease@|@eagseoung@
@eye of a cow@|@cueage@
@eye socket@|@eaghring@
@eye-ache@|@eagece@
@eye-bright@|@eagwyrt@
@eyebrow@|@bræw, bru, oferbraw, oferbru@
@eyebrow?@|@eaghyll@
@eye-hole@|@eagþyrel@
@eyelash@|@bru@
@eyelid@|@bræw, bru, eagbræw@
@eye-salve@|@eagsealf@
@eyesight@|@heafodsien, sihþ@
@eye-to-eye@|@andeages@
@eye-wort@|@eagwyrt@
@eyot@|@iggaþ@
@fable@|@bicwide, bicwide, bispell, leasspell, leasung, spell, spræc, talu@
@fabricate@|@asmiðian, smiðian@
@face@|@andwlita, andwlita, andwlita, ansien, hleor, nebb, nebwlite, onsyn@
@face to face@|@nebb wiþ nebb@
@face?@|@wlita@
@face-covering@|@heafodgewæde@
@face-powder@|@nebsealf@
@facetious@|@galsmære@
@facilitate@|@gearwian, hyðegian@
@facility@|@eaþnes@
@facing@|@toweard@
@faculty@|@sped@
@faculty of speech@|@gesprec@
@fade@|@fealwian, forweornian, searian, weornian@
@fade away@|@aswindan@
@fading@|@blacung@
@fail@|@abreoðan, abreoþan, adeadian, adreosan, ætfeallan, alicgan, alicgan, ascortian, aspringan, ateorian, ateorian, berstan, forberstan, licgan, licgean, mistidan, ofniman, oþfeallan, scortian, scyrtan, slidan, tosælan, trucian@
