@English@|@French@
@deaf-mute [adj]@|@sourd-muet (~s~te) [adj]@
@deafness {n}@|@surdité {f}@
@deal@|@dispenser, distribuer, madrier, traiter (affaire)@
@deal [v tr‚ game]@|@distribuer [v tr‚ jeu], donner [v tr‚ jeu]@
@deal {n} [wood]@|@bois {m} de sapin@
@deal in@|@faire le commerce de@
@deal sb a blow@|@donner un coup à qqn@
@deal the cards@|@donner les cartes@
@deal with@|@conclure, négocier, s'avancer, traiter@
@deal with current business@|@diriger les affaires courante@
@deal with that@|@en faire son affaire@
@deal; a great ~ of [adv phr]@|@énormément de [loc adv], pas mal de@
@deal; big ~! [interj]@|@parles; tu ~ ! [interj]@
@deal; it's a ~! [interj]@|@marché conclu ! [interj]@
@deal; to have to ~ with sb@|@affaire; avoir ~ à qqn, affaire; avoir ~ avec qqn@
@deal; to make a ~@|@conclure une affaire@
@deal; to make a big ~@|@plat; en faire tout un ~@
@dealer@|@donneur (jeu), marchand, négociant@
@dealings@|@trafic, transactions@
@dealt with more severely@|@traités plus sévèrement@
@dealt with ruthlessly[adj phr]@|@traité(e) sans pitié [loc adj]@
@dean@|@doyen@
@dear [adj‚ beloved]@|@cher (-ère) [adj‚ aimé]@
@dear [adj‚ high-priced]@|@cher (-ère) [adj‚ prix élevé]@
@dear [adj‚ precious]@|@cher (-ère) [adj‚ précieux]@
@dear [adv‚ at a high-price]@|@chèrement [adv]@
@dear departed@|@cher disparu@
@Dear Sir@|@Monsieur@
@dearly [adv]@|@chèrement [adv]@
@dearth@|@pénurie@
@death {n}@|@mort {f}@
@death penalty {n}@|@peine {f} de mort@
@death rate {n}@|@mortalité {f}@
@death rattle {n}@|@râle {m}@
@death row {n}@|@couloir {m} de la mort@
@death sentence {n}@|@condamnation {f} à mort@
@death throes {npl}@|@abois {mpl}, agonie {f}@
@death wish {n} [PSYCHO]@|@désir {m} de mort [PSYCHO]@
@death; at ~'s door@|@mort; à l'article de la ~@
@death; at the point of ~@|@mort; à l'article de la ~@
@death; early ~ {n}@|@mort {f} prématurée@
@death; put to ~@|@mort; mettre à ~@
@death; to be near ~@|@agonie; être à l'~, agoniser [v intr]@
@death; to ride an idea to ~@|@féru; être ~ d'une idée@
@death; to run to certain ~@|@mort; courir à la ~@
@deathbed {n}@|@lit {m} de mort@
@death-blow {n}@|@coup {m} mortel@
@deathless [adj]@|@immortel(le) [adj]@
@deathlessness {n}@|@immortalité {f}@
@deathly [adj]@|@mort; de ~ [loc adj]@
@deathly hush {n}@|@silence {m} de mort@
@deathly pale [adj]@|@cadavérique [adj]@
@deathly pale [adv]@|@cadavérique; d'une pâleur ~@
@deaths {npl}@|@nécrologie {f}@
@death-trap {n} [of a person]@|@casse-cou {m/f inv}, trompe-la-mort {m/f inv}@
@death-trap {n} [of a place]@|@coupe-gorge {m inv}@
@death-trap {n} [of a vehicle]@|@chignole {f}[mauvaise voiture]@
@death-warrant {n}@|@arrêt {m} de mort@
@debar sb from doing@|@défendre à qqn de faire@
@debar sb from sth@|@exclure qqn de qqch@
@debase@|@avilir, galvauder@
@debase (fin)@|@déprécier (la monnaie)@
@debatable [adj]@|@contestable [adj], discutable [adj]@
@debatable; it's ~ whether@|@demander; on peut se ~ si@
@debate@|@débat@
@debated@|@controversé@
@debauch [v tr‚ to deprave]@|@bambocher [v tr], débaucher [v tr‚ dépraver]@
@debauch [v tr‚ to seduce]@|@séduire [v tr] une femme@
@debauch [v tr‚corrupt morally]@|@débaucher [v tr‚ corrompre]@
@debauch {n}@|@débauche {f}, excès {mpl}, orgie {f} [débauche]@
@debauched [adj]@|@débauché(e) [adj]@
@debauched woman {n}@|@débauchée {f}, jouisseuse {f}@
@debauchee {n}@|@débauchée {f}@
@debauchery {n}@|@débauche {f}, excès {mpl}, orgie {f} [débauche], stupre {m}@
@debauchery;to lead a life of ~@|@débauche; mener une vie de ~@
@debauchery;to live a life of ~@|@débauche; vivre dans la ~@
@debilitate@|@débiliter@
@debility@|@débilité@
@debility {n} [feebleness]@|@affaiblissement {m} [PATHOL], asthénie {f} [PATHOL], débilité {f} [PATHOL]@
@debit@|@débit, débiter@
@debit balance@|@solde débiteur@
@debonair@|@débonnaire, jovial@
@debouch@|@déboucher (surgir)@
@debris {n}@|@abattis {mpl}, débris {mpl}, ordures {fpl}@
@debt@|@dette@
@debt collector@|@agent de recouvrements@
@debt; to get into ~@|@endetter; s'~ [v pr]@
@debtor@|@débiteur@
@debug@|@dépanner@
@debunk [v tr‚ demystify]@|@déboulonner qqn [v tr], démythifier [v tr]@
@debunk [v tr‚ discredit]@|@ridicule; montrer le ~ de@
@debut@|@débuter@
@decade {n}@|@décennie {f}@
@decadence@|@décadence@
@decadent@|@décadent@
@decametre; square ~ {n}@|@are {m} [mesure agraire]@
@decamp@|@décamper@
@decant@|@décanter@
@decanter@|@carafe@
@decarbonize@|@décalaminer (aut)@
@decathlon@|@décathlon@
@decay (verbe)@|@carier, pourrir, se délabrer, se gâter@
@decay [v intr]@|@décomposer; se ~ [v pr], pourrir [v intr]@
@decay {n}@|@abaissement {m}@
@decayed@|@caduc, infirme@
@decayed tooth@|@dent cariée@
@decease@|@décès@
@deceased@|@décédé, défunt@
@deceit@|@fourberie, tromperie@
@deceitful@|@fourbe, trompeur@
@deceitfully@|@avec duplicité@
@deceive [v intr]@|@tricher [v intr]@
@deceive oneself [v pr]@|@tromper; se ~ [v pr]@
@deceive sb [v tr]@|@jouer; se ~ de qqn@
@deceived [adj]@|@déçu(e) [adj]@
@deceiver {n}@|@trompeur {m}@
@decelerate@|@ralentir@
@deceleration@|@ralentissement@
@December@|@décembre@
@decency@|@décence@
@decency; sense of ~ {n}@|@pudeur {f}@
@decennia@|@décennies@
@decent@|@convenable, décent, honorable, propre@
@decent people@|@braves gens@
@decenter [v tr‚ Am.]@|@décentraliser [v tr], excentrer [v tr]@
@decently [adv]@|@convenablement [adv], proprement [adv]@
@decentralization@|@décentralisation@
@decentralize@|@décentraliser@
@decentre [v tr]@|@décentraliser [v tr], excentrer [v tr]@
@deception@|@trahison@
@deceptive [adj]@|@frauduleux (-euse) [adj], trompeur (-euse) [adj]@
@deceptive appearances {npl}@|@apparences {fpl} trompeuses@
@deceptively [adv]@|@trompeusement [adv]@
@deci- [pref]@|@déci- [préf]@
@decibel@|@décibel@
@decide@|@décider@
@decide between@|@départager@
@decide on sth@|@décider qqch@
@decide to do@|@prendre le parti de faire@
@decided@|@décidé, incontestable@
@decidedly [adv]@|@décidément [adv]@
@deciding@|@décisif@
@deciding match@|@belle (jeu)@
@deciduous [adj‚ BIO]@|@caduc (que) [adj‚ BIO]@
@deciliter {n} [Am.]@|@décilitre {m}@
@decilitre {n}@|@décilitre {m}@
@decimal [adj]@|@décimal(e) [adj]@
@decimate@|@décimer@
@decimeter {n} [Am.]@|@décimètre {m}@
@decimetre {n}@|@décimètre {m}@
@decipher@|@déchiffrer@
@deciphered@|@déchiffré@
@decision@|@décision@
@decision (jur)@|@arrêt (jur)@
@decision beyond recall@|@décision irrévocable@
@decision tree@|@arbre de décision@
@decision; reach a ~ on@|@prononcer; se ~ sur [v pr]@
@decisive [adj]@|@décisif (-ive) [adj]@
@decisively [adv]@|@décidée; d'une façon ~@
@deck {n} [audio]@|@platine {f} (audio)@
@deck {n} [NAUT]@|@pont {m} [NAUT]@
@deck of cards {n} [Am.]@|@jeu {m} de cartes@
@deck; lower ~ {n} [NAUT]@|@pont {m} inférieur [MAR]@
@deckchair@|@chaise longue@
@declaim@|@déclamer@
@declamation@|@déclamation@
@declaration of love {n}@|@déclaration {f} d'amour@
@declaration of value {n}@|@déclaration {f} de valeur@
@declaration of war {n}@|@déclaration {f} de guerre@
@declare [v tr]@|@déclarer [v tr]@
@declare war on [v tr]@|@déclarer [v tr] la guerre à@
@declare; to ~ one's love@|@déclarer [v tr] sa flamme, déclarer; se ~ [v pr]@
@declension {n} [GRAM]@|@déclinaison {f} [GRAM]@
@declination@|@déclinaison@
@decline@|@diminuer@
@decline (offer)@|@décliner (offre)@
@decline in importance@|@perdre de l'importance@
@decline to give an opinion@|@récuser; se ~ [v pr]@
@declivity {n}@|@déclivité {f}@
@declutch [v tr]@|@débrayer [v tr‚ AUT]@
@decode@|@décoder@
@decode (to)@|@décoder@
@decoke@|@décalaminer (aut)@
@decompose [v tr]@|@décomposer [v tr]@
@decomposition {n} [BIO]@|@décomposition {n} [BIO]@
@decomposition {n} [CHEM]@|@décomposition {f} [CHIM]@
@decomposition {n} [PHYS]@|@décomposition {n} [PHYS]@
@decomposition; in a state of ~@|@décomposition; en ~ [loc adv]@
@decompression {n}@|@décompression {f}@
@decompression sickness {n}@|@maladie {f} des caissons@
@decontaminate [v tr]@|@décontaminer [v tr]@
@decontamination {n}@|@décontamination {f}@
@décor@|@décor, décoration@
@decorate@|@décorer, orner, parer@
@decorating@|@décoration intérieure@
@decoration@|@décor, décoration@
@decorative [adj]@|@décoratif (-ive) [adj]@
@decorator@|@décorateur@
@decorum@|@décorum@
@decouple@|@découpler@
@decoy (into a trap)@|@attirer dans un piège@
@decoy [v tr]@|@leurrer [v tr]@
@decoy {n}@|@appât {m}, leurre {m}@
@decrease@|@amoindrir, réduire@
@decreasing@|@décroissant, dégressif, en baisse@
@decree@|@décréter, ordonner, statuer@
@decree in divorce@|@jugement de divorce@
@decrepit@|@caduc, délabré@
@decrepitude@|@décrépitude@
@decry@|@décrier, dénigrer@
@dedicate@|@dédier@
@dedicate oneself@|@se consacrer@
@dedicated@|@assidu, zélé@
@dedication@|@dédicace, dévouement@
@deduce@|@déduire@
@deduct@|@prélever, retrancher@
@deduct in advance [v tr]@|@prélever [v tr]@
@deductible [adj]@|@déductible [adj]@
@deduction@|@déduction, prélèvement, retenue@
@deed@|@acte, acte notarial, action@
@deed of transfer@|@acte de cession@
@deem@|@considérer, croire, estimer, juger@
@deem (to)@|@considérer, estimer, juger@
@deem; to ~ it advisable to do@|@juger à propos de faire@
@deemed (jur)@|@présumé par la loi, réputé (jur)@
@deemed acceptance@|@acquiescement tacite@
@deemed date of incurral@|@date d'engagement des frais@
@deemed equity@|@avoir acquis (fin)@
@deep@|@profond@
@deep (voice)@|@grave@
@deep [adj‚ GEOG]@|@encaissé(e) [adj‚ GÉOG]@
@deep breathing@|@exercices respiratoires@
@deep down@|@au dedans de lui@
@deep end@|@grand bain@
@deep freezer@|@congélateur@
@deep in thought@|@absorbé dans ses pensées@
@deep into the night@|@tard dans la nuit@
@deep voice@|@voix creuse@
@deep waters@|@grosses difficultés, situation très grave@
@deepen@|@approfondir@
@deepening@|@approfondissement@
@deeper; to become ~@|@approfondir; s'~ [v pr]@
@deep-freeze@|@très basse température@
@deep-frozen@|@surgelé@
@deep-fry@|@faire frire@
@deeply [adv]@|@profondément [adv]@
@deeply convinced@|@intimement persuadé@
@deeply moving@|@bouleversant@
@deep-rooted@|@profondément enraciné, solidement enraciné@
@deep-sea [adj‚ oceanic]@|@hauturier (-ière) [adj], mer; de haute ~ [loc adj]@
@deep-sea [adj‚ sea-bed]@|@pélagique [adj]@
@deep-sea diver {n}@|@scaphandrier {m}@
@deep-sea fisherman {n}@|@pêcheur {m} en haute mer@
@deep-sea fisherwoman {n}@|@pêcheuse {f} en haute mer@
@deep-sea fishery {n}@|@pêche {f} hauturière@
@deep-sea fishing {n}@|@pêche {f} hauturière@
@deep-seated [adj]@|@profond(e) [adj‚bien enraciné]@
@deer {n} {m}@|@cerf@
@deerskin {n}@|@daim {m} [maroquinerie], peau {f} de daim@
@deface@|@défigurer@
@defacement@|@mutilation@
@defamation@|@calomnie, diffamation@
@defamatory@|@diffamant, diffamatoire@
@defame@|@diffamer@
@default@|@faire défaut, manquement@
@default (jur)@|@contumace@
@default action@|@action par défaut@
@default values@|@valeurs par défaut@
@default; in ~ of [prep phr]@|@défaut; à ~ de [loc prép]@
@defaulter@|@délinquant@
@defeat@|@surmonter, vaincre@
@defeatist@|@défaitiste@
@defecate@|@aller à la selle, déféquer@
@defect [v intr]@|@défection; faire ~@
@defect {n}@|@malfaçon {f}@
@defective phage {n} [VIRO]@|@phage {m} défectif [VIRO]@
@defective prophage {n} [VIRO]@|@prophage {m} défectif [VIRO]@
@defective virus {n} [VIRO]@|@virus {m} défectif [VIRO]@
@defectiveness {n}@|@défectuosité {f}@
@defector@|@transfuge@
@defence@|@défense@
@defence {n} [act of defending]@|@défense {f} [protection]@
@defence {n} [justification]@|@défense {f} [justification]@
@defence {n} [MIL]@|@défense {f} [MIL]@
@defence {n} [SPORT]@|@défense {f} [SPORT]@
@defence system@|@dispositif de défense@
@defence; in his ~@|@décharge; à sa ~@
@defenceless [adj]@|@défense; sans ~ [loc adj]@
@defences@|@moyens de défense@
@defences {npl}[fortifications]@|@défenses {fpl}[fortifications]@
@defend@|@défendre@
@defend hotly@|@défendre avec chaleur@
@defendant@|@accusé@
@defender {n}@|@défenseur {m}@
@defender of justice {n}@|@justicier {m}@
@Defender of the Faith {n}@|@défenseur {m} de la foi@
@defending champion@|@champion en titre@
@defense {n} [Am.]@|@défense {f}@
@defensible [adj]@|@défendable [adj]@
@defensive [adj]@|@défensif (-ive) [adj]@
@defer@|@déférer, différer, surseoir à, suspendre@
@deference@|@déférence@
@deferment@|@ajournement@
@deferment of payment@|@prorogation@
@defiance of@|@défi à@
@defiant@|@de défi@
@defiantly@|@en dépit de@
@deficiency {n} [FIN]@|@déficit {m} [FIN]@
@deficiency {n} [PHYSIO]@|@carence {f} [PHYSIO]@
@deficient@|@déficient@
@deficit@|@découvert (fin), déficit@
@defile [v intr‚ march in file]@|@défiler [v intr‚ MIL]@
@defile [v tr‚ corrupt]@|@salir [v tr‚ déshonorer]@
@defile [v tr‚ make dirty]@|@polluer [v tr], souiller [v tr]@
@defile [v tr‚ profane]@|@profaner [v tr]@
@defile [v tr‚ violate]@|@abuser d'une femme [v tr ind], violer [v tr] une femme@
@defile {n} [GEOG‚ gorge]@|@défilé {m} [GÉOG], gorge {f} [GÉOG]@
@defile {n} [MIL]@|@défilé {m} [MIL]@
@define@|@définir, déterminer, fixer, préciser@
@defined@|@défini@
@defining@|@déterminant@
@definite [adj]@|@définitif (-ive) [adj]@
@definitely [adv]@|@absolument [adv], faute; sans ~, sûrement [adv]@
@definition@|@définition@
@definitive [adj]@|@définitif (-ive) [adj]@
@definitively [adv]@|@définitivement [adv]@
@deflate@|@dégonfler@
@deflation@|@déflation@
@deflect@|@dévier (projectile), faire dévier@
@deflect (to)@|@dévier@
@deflector@|@déflecteur@
@deflower@|@déflorer@
@deforest [v tr]@|@déboiser [v tr]@
@deform@|@déformer@
@deformation@|@déformation@
@deformed@|@difforme@
@deformity@|@difformité@
@defraud@|@frauder, léser@
@defray (to)@|@couvrir (frais), rembourser@
@defray sb's expenses@|@défrayer qqn@
@defray the cost@|@pourvoir aux frais@
@defray the cost of@|@couvrir les frais de@
@defrayal@|@paiement@
@de-freeze@|@décongeler@
@defrost@|@décongeler, dégivrer@
@defrosted@|@décongelé@
@defrosting {n}@|@décongélation {f}, dégivrage {m}@
@deft [adj]@|@adroit(e) [adj], habile [adj]@
@deftly [adv]@|@adroitement [adv]@
@deftness {n}@|@adresse {f} [habileté]@
@defunct@|@défunt, périmé@
@defuse@|@désamorcer@
@defy@|@défier, provoquer@
@defy sb@|@mettre qqn au défi@
@degenerate@|@dégénéré, dégénérer, s'abâtardir@
@degeneration@|@déchéance (physique), dégénération@
@degenerative [adj]@|@dégénératif (-ive) [adj]@
@degradation@|@dégradation@
@degrade@|@dégrader@
@degrading [adj]@|@avilissant(e) [adj], dégradant(e) [adj]@
@degree {n}@|@degré {m}, grade {m}@
@degree centigrade {n}@|@degré {m} centigrade@
@degree of family relationship@|@degré {m} de parenté@
@degree; to a certain ~@|@point; jusqu'à un certain ~@
@degree; to any marked ~@|@façon; en aucune ~ [loc adv]@
@degree; to varying ~s@|@degré; à des ~s divers@
@degrees; by ~ [adv phr]@|@degrés; par ~ [loc adv]@
@dehydrate@|@se déshydrater@
@dehydrate [v tr]@|@déshydrater [v tr]@
@dehydrated@|@déshydraté@
@dehydrated [adj]@|@déshydraté(e) [adj]@
@dehydrated [adj‚ esp. foods]@|@poudre; en ~[loc adj‚aliments]@
@dehydration {n}@|@déshydratation {f}@
@de-ice@|@dégivrage (aut)@
@de-icer@|@dégivreur@
@de-icing@|@dégivrage@
@deign@|@condescendre à, daigner@
@deity@|@déité, divinité@
@dejected@|@découragé@
@dejected; to become ~@|@décourager; se ~ [v pr]@
@dejection@|@découragement@
@dekko; to have a ~ at@|@zieuter@
@delamination@|@décollement, délaminage@
@delay [v tr]@|@différer [v tr]@
@delay {n}@|@délai {m}, sursis {m}@
@delay; without ~@|@abord; tout d'~ [loc adv]@
@delay; without ~ [adv phr]@|@directement [adv]@
@delayed [adj]@|@différé(e) [adj], retardé(e) [adj], retardement à ~ [loc adj]@
@delayed action bomb@|@bombe à retardement@
@delays to trains@|@retards pour les trains@
@delectable [adj]@|@délectable [adj]@
@delegate@|@déléguer@
@delegation@|@délégation@
@delete@|@effacer@
@delete as appropriate@|@rayer la mention inutile@
@delete;to ~ where inapplicable@|@rayer les mentions inutiles@
@deleterious [adj]@|@nocif (-ive) [adj]@
@deletion@|@délétion@
@deliberate@|@délibéré, délibérer@
@deliberate insolence@|@insolence calculée@
@deliberately [adv]@|@exprès [adv], intentionnellement [adv]@
@deliberation@|@délibération, réflexion@
@deliberation; to act with ~@|@réflexion; agir après ~@
@deliberations of an assembly@|@débats d'une assemblée@
@delicacy@|@friandise, tact@
@delicacy (of feeling)@|@pudeur@
@delicate [adj]@|@délicat(e) [adj]@
@delicately [adv]@|@délicatement [adv]@
@delicateness {n}@|@délicatesse {f}@
@delicatessen@|@charcuterie, épicerie fine, plats cuisinés@
@delicatessen dealer@|@charcutier@
@delicious [adj]@|@délicieux (-euse) [adj], exquis(e) [adj], savoureux (-euse) [adj]@
@delight [v tr]@|@enchanter [v tr], ravir [v tr]@
@delight {n} [enchantment]@|@délice {m}@
@delight {n} [great pleasure]@|@joie {f}, plaisir {m}@
@delight in [v intr]@|@plaisir; prendre un grand ~ à@
@delight to [v intr]@|@jouir de [v intr], plaisir; prendre un grand ~ à@
@delight; (sexual) ~ {n}@|@jouissance {f}, libidinosité {f} [vx], plaisir {m} (sexuel), stupre {m}@
@delight; to ~ in doing@|@complaire; se ~ à faire@
@delight; to my ~ [adv phr]@|@joie; à ma plus grande ~@
@delighted [adj]@|@enchanté(e) [adj], ravi(e) [adj]@
@delightful [adj]@|@délicieux (-euse) [adj], ravissant(e) [adj]@
@delightfully [adv]@|@délectation; avec ~ [loc adv], délicieusement [adv]@
@delightfulness {n}@|@ravissement {m}@
@delights; love ~ {npl}@|@délices {mpl} de l'amour@
@delimit@|@borner, cerner, délimiter@
@delimitation@|@délimitation@
@delinquency@|@délinquance@
@delinquent@|@délinquant, dévoyé@
@delinquent taxes@|@impôts non payés@
@delirious [adj]@|@délirant(e) [adj], délire; en ~ [loc adj]@
@delirious with joy [adj phr]@|@fou (folle) de joie [loc adj]@
@delirious; to be ~@|@délirer [v intr]@
@delirium@|@transport@
@deliver [v tr]@|@distribuer [v tr], livrer [v tr]@
@deliver [v tr‚ give birth to]@|@monde; mettre au ~@
@deliver sb from@|@délivrer qqn de@
@deliver up to@|@restituer à@
@deliverance {n}@|@délivrance {f}@
@delivered free [adj phr]@|@livraison {f} gratuite@
@delivered; to be ~ of a child@|@accoucher d'un enfant@
@delivery {n} [of a letter]@|@remise {f} [courrier], transmission {f} du courrier@
@delivery boy {n}@|@livreur {m}@
@delivery man {n}@|@livreur {m}@
@delivery room {n}@|@salle {f} d'accouchement@
@delivery time {n}@|@délai {m} de livraison@
@delivery truck {n}@|@camionnette {f}@
@delivery; by record ~[adv phr]@|@réception; avec avis de ~@
@dell@|@vallon@
@Delphi {n} [COMPUT]@|@Delphi {m} [langage de prog.]@
@Delphi {n} [HIST]@|@Delphes {m}[ville grec. ant.]@
@delta {n} [GEOG]@|@delta {m} [GÉOG]@
@delta {n} [Greek alphabet]@|@delta {m} [alphabet grec]@
@delta rays {n} [PHYS]@|@delta; rayonnement {m} ~, delta; rayons {mpl} ~@
@delta wing {n}@|@aile {f} delta, aile {f} en delta, deltaplane {m}@
@deltoid {n} [ANAT]@|@deltoïde {m} [ANAT]@
@delude [v tr]@|@induire en erreur [v tr], leurrer [v tr], tromper [v tr]@
@delude oneself [v pr]@|@abuser; s'~ [v pr], illusions; se faire des ~, leurrer; se ~[v pr]@
@deluge@|@déluge@
@delusion {n}@|@illusion {f}@
@delusive [adj]@|@illusoire [adj]@
@delve [v intr]@|@fouiller [v intr]@
@demagogic [adj]@|@démagogique [adj]@
@demagogue {n}@|@démagogue {m/f}@
@demagogy {n}@|@démagogie {f}@
@de-man [v tr]@|@réduire les effectifs [v tr]@
@demand [v tr]@|@exiger [v tr], réclamer [v tr]@
@demand {n} [ECON]@|@demande {f} [ÉCON]@
@demand {n} [request]@|@demande {f} [réclamation], réclamation {f}@
@demand {n} [urgent claim]@|@exigences {fpl} [obligations]@
@demanding [adj]@|@exigeant(e) [adj]@
@demands; make great ~ on sb@|@accaparer qqn [v tr], exiger beaucoup de qqn@
@de-manning {n}@|@licenciement {m}, réduction {f} d'effectifs@
@demarcation {n}@|@démarcation {f}@
@demean; to ~ oneself@|@avilir; s'~ [v pr], humilier; s'~ [v pr]@
@demeanor {n} [Am.]@|@attitude {f}, comportement {m}, maintien {m} [attitude]@
@demeanour {n}@|@attitude {f}, comportement {m}, maintien {m} [attitude]@
@demented [adj]@|@dément(e) [adj‚ PATHOL], fou (folle) [adj]@
@dementia {n} [PATHOL]@|@démence {f} [PATHOL]@
@demerara sugar {n}@|@cassonade {f}@
@demerit {n}@|@démérite {m}, tort {m}@
@demigod {n}@|@demi-dieu {m (~~x)}@
@demijohn {n}@|@bonbonne {f} en verre, dame-jeanne {f (~s~s)}@
@demilitarization {n}@|@démilitarisation {f}@
@demise [v tr‚ JUR]@|@céder à bail [v tr‚ JUR], léguer [v tr‚ JUR], transmettre [v tr‚ JUR]@
@demise {n} [death]@|@décès {m}, mort {f}@
@demise {n} [JUR]@|@cessation {f}@
@demist [v tr]@|@désembuer [v tr]@
@demister {n}@|@antibuée {m}, antibuée; dispositif {m} ~@
