@English@|@Naskapi@
@embarrassment: he/she causes ~@|@saakwaaimuuhiiwaaw (vai)@
@embroider: he/she ~s@|@mimaahtaaukwaasuw (vai-u)@
@embroidery@|@aamaahtaaukwaasunaanuuch@
@embroidery thread (ni)@|@mimaahtaaupichikinaayaapiiy@
@employee: his/her ~@|@utituskaakina (nad)@
@empties it out (an.): he/she ~@|@kuiikusimaaw (vta)@
@empties it out: he/she ~@|@kuiikuuhtaaw (vai+o)@
@empties it: he/she ~@|@maahchipiihtaaw (vai+o)@
@empty (an.): it looks ~@|@siikunaakusuw (vai-i)@
@empty: it looks ~@|@siikunaakun (vii)@
@encourage him/her to do it: he/she ~s@|@suuhchipiyaayaaw (vta)@
@end of it: it is the ~@|@iskwaayaaw (vii)@
@end of the muskeg@|@aawiikwaaschaahch (vii cj)@
@end of the swamp@|@aawiikwaaschaahch (vii cj)@
@engine@|@kaamaachimiikaach (nip)@
@engineer@|@kaatipaaihchaat (nap)@
@English language@|@kaakiyaasaaw-iyimuuun (ni)@
@English person@|@kaakiyaasaaw (na)@
@English word@|@kaakiyaasaaw-iyimuuun (ni)@
@English: he/she speaks ~@|@kaakiyaasaaw-iyimuw (vai-i)@
@English: he/she writes in ~@|@kaakiyaasaaw-astaaw (vai+o), kaakiyaasaaw-misinaaichaaw@
@English: it is written in ~@|@kaakiyaasaaw-astaaw (vii)@
@enlarge it (an.): he/she ~s@|@misitaahaaw (vta)@
@enlarge it: he/she ~s@|@misiihtaaw (vai+o)@
@enough: it is ~@|@piisaakun (vii)@
@entertain himself/herself with it: he/she ~s@|@paahkuchiikim (vti)@
@entertain himself/herself with someone: he/she ~s@|@pipaakuchiihkuwaaw (vta)@
@entrust it to him/her@|@asutimuwaaw (vta)@
@envelope@|@piihtaaikin (ni)@
@envious@|@uuhtaaimaaw (vta)@
@envy@|@uchiiwaaun (ni), uuhtaaihtimuun (ni)@
@epiglottis@|@kaaiwaakutaast (nip)@
@equal amount@|@taapiskuch (p)@
@equal to the task: he/she is ~@|@ispistaaw (vai)@
@equally@|@taataauch (p)@
@erase it (an.): he/she ~s@|@kaasiisinaahwaaw (vta)@
@erase it with his/her body or feet: he/she ~s@|@kaasiiskim (vti)@
@erase it with his/her feet or body (an.): he/she ~@|@kaasiiskuwaaw (vta)@
@erase it: he/she ~s@|@kaasiisinaaham (vti)@
@eraser@|@kaasaaikin (ni), kaasiisinaaikin (ni)@
@erasing writing: he/she is ~@|@kaasiisinaaichaaw (vai)@
@erected: it is ~@|@chimisuw (vai-u), chimitaaw (vii)@
@ermine (white winter weasel) (Mustela erminea)@|@siihkus (na)@
@ermine pelt@|@siihkusuuyaan (na)@
@ermine skin@|@siihkusuuyaan (na)@
@ermine trap@|@siihkususchiihkumaan (ni)@
@eroding away: the sand (of the bank) is ~@|@maastitaauhchipiyuw (vii-i)@
@escape from him/her/it (an.): he/she ~s@|@chiihtisimaaw (vta)@
@escape from it: he/she ~s@|@chiihtisiihtim (vti)@
@escape to the water (an.): he/she/it ~s@|@pikistuwaatisimuw (vai-u)@
@escape: he/she ~s@|@chiihtisimuw (vai-u)@
@Eskimo@|@iischimaaw (na)@
@esophagus: his/her ~@|@ukutiskwaaw (nid)@
@esteem him/her: he/she ~s@|@chistaaimaaw (vta)@
@esteem himself/herself: he/she ~s@|@aahkwaataaimiisuw (vai-u)@
@esteem it: he/she ~s@|@chistaaihtim (vti)@
@estimable: he/she is@|@chiihkaayaaihtaakusuw (vai-i)@
@estimable: he/she is ~@|@chistaaihtaakusuw (vai-i)@
@estimable: it is ~@|@chiihkaayaaihtaakun (vii)@
@even@|@aatimikw (p), taataauch (p)@
@even ground: it is ~@|@taapiskutiskimikaaw (vii)@
@even it out by hand (an.): he/she ~s@|@taapiskuchinaaw (vta)@
@even it out by hand: he/she ~s@|@taapiskuchinim (vti)@
@even it out by tool: he/she ~s@|@taapiskuuhtaaham (vti)@
@even it out with a tool: he/she ~s@|@taapiskuchaaham (vti)@
@even it out: he/she ~s@|@taapiskuuhtaaw (vai+o)@
@even though@|@aaisaach (p), aatimikw (p), aatisuw (p)@
@even: it is ~@|@taapiskuchaaw (vii), taapiskutisiiw (vai)@
@every@|@aasikum (p)@
@everyone@|@misiwaa (p)@
@everywhere@|@misiihtuw (p)@
@evil@|@maayaatisiiun (ni)@
@evil deed@|@michituutimuun (ni)@
@evil desires@|@michinituwaaihtimuun (ni)@
@evil nature@|@michiihtwaaun (ni)@
@evil spirit@|@michaachaahkw (na), michiminituw (na)@
@evil: he/she is ~@|@maayaatisiiw (vai)@
@evil: he/she thinks ~@|@michimaamitunaaihtim (vti)@
@evil: it is ~@|@maayaatin (vii)@
@evoke the desire to: it ~s@|@muustaanaaihtaakun (vii)@
@ex a door): he/she ~s@|@yuuhtaanaaw (vta)@
@ex mitts@|@kwaaskwaaputiskuwaaw (vta)@
@ex pants): he/she ~s@|@aahtiskuwaaw (vta), paachisimaaw (vta)@
@ex tree@|@kutaaskunaaw (vta)@
@ex tree): it ~s@|@aahtaaskuupiyuw (vai/ii-i)@
@ex. door) open by body: he/she ~s@|@yuuhtaaskuwaaw (vta)@
@ex. snare): he/s ~s@|@tuuhkaapaakaaham (vti)@
@ex. tree): it ~s@|@iyichistuusiiw (vai)@
@exactly alike: it is ~@|@miyuuhtin (vii)@
@exactly right@|@naahaaw (p)@
@exactly the same@|@muyaam (p), taapiskun (p)@
@exaggerate@|@mimaahikwaaihtim (vti r)@
@exalt him/her: he/she ~s@|@chistaaihtaakaahaaw (vta)@
@examine him/her by feeling him/her: he/she ~s@|@nituumiiskunaaw (vta)@
@examine it by feeling it: he/she ~s@|@nituumiskunim (vti)@
@examine it: he/she ~s@|@nituuchischaaihtim (vti)@
@example: he/she sets him/her as an ~@|@chistinuwaapaahtiyaaw (vta)@
@exceed another: he/she ~s@|@paastaahwaaw (vta)@
@excellent: he/she is ~@|@chistaaihtaakusuw (vai-i)@
@exchange it for a different one by hand: he/she ~s@|@miiskutuunim (vti)@
@exchange places with him/her standing: he/she ~s@|@miiskuchikaapuustuwaaw (vta)@
@exchange places with him/her: he/she ~s@|@miiskutipiistuwaaw (vta)@
@exchange places with smth: he/she ~s@|@miiskuchipiyuw (vai/ii-i)@
@excited: he/s ~@|@aahkwaataaihtim (vti)@
@exclamation@|@waasaam (p)@
@ex-husband: his wife's ~@|@wiitaapaawa (nad)@
@exist: he/she ~s@|@taaw (vai)@
@exist: it ~s@|@tikun (vii)@
@expand it (an.): he/she ~s@|@paanipitaaw (vta)@
@expand it: he/she ~s@|@paanipitim (vti)@
@expand: it ~s@|@paanipiyuw (vai/ii-i)@
@expecting: she is ~@|@asuwaapimaausuw (vai-u)@
@expensive: he/she/it is ~@|@aaimisiiw (vai)@
@expletive@|@michiyimuuun (ni)@
@explode (an.): it ~s@|@paahkaakisuw (vai-u)@
@explode it by shooting it (an@|@pichiskaahwaaw (vta)@
@explode it: he/she ~s@|@paahkaasim (vti)@
@explode: it ~s@|@kwaaskwaahkitaaw (vai/ii)@
@expressed in a certain way: it is ~@|@ischiiswaamikin (vii)@
@extinguish it (fire) by foot: he/she ~s@|@aastuwaaskim  (vti)@
@extinguish it (fire) by shaking: he/she ~s@|@aastuwaahtaaw (vai+o)@
@extinguished@|@aastuwaapiyuw (vai/ii-i)@
@extinguished: it is ~@|@aastuwaaw (vii)@
@ex-wife: her husband's ~@|@wiitiskwaaw (na)@
@eye dropper@|@paahchikunikin (ni)@
@eye is swollen: his/her ~@|@paahkaapuw (vai-i)@
@eyebrow: his/her ~@|@umaamaaw (nid)@
@eyeglasses@|@uschiisikukaaun (ni pl)@
@eyeglasses: he/she wears ~@|@uschiisikukaaunuw (vai-i)@
@eyelash: his/her ~@|@uminisuwaayaapuun (nid)@
@eyelid: his/her ~@|@upituwaapuun (nid)@
@eyes are swollen: his ~@|@pipaakaapuw (vai-i r)@
@eyes: he/she has big ~@|@maahkaapuw (vai-i)@
@eye-sight: he/she has ~@|@naahaapaahtim (vti)@
@face at him/her: he/she makes a ~@|@maahchiihkwaaistuwaaw (vta)@
@face at it: he/she makes a ~@|@maahchiihkwaaistim (vti)@
@face is swollen: his/her ~@|@paachiihkwaapiyuw (vai-i)@
@face: he/she has a long ~@|@chinuuhkwaaw (vai)@
@face: he/she makes a ~@|@maahchiihkwaayuw (vai-i)@
@fail to notice him/her: he/she ~s@|@piswaapimaaw (vta)@
@fail to notice it: he/she ~s@|@piswaapaahtim (vti)@
@faint from lack of food: he/she ~s@|@paauniiw (vai)@
@faint: he/she ~s@|@amaachischiiw (vai)@
@faint-hearted: he/she is ~@|@saakutaahaaw (vai)@
@fair-haired: he/she is ~@|@wiisaaustikwaanaaw (vai)@
@faith@|@taapwaayaaihtimuun (ni)@
@faith in him/her: he/s ~s@|@taapwaayaaimaaw (vta)@
@faith: he/she has ~@|@taapwaayaaihtim (vti), taapwaayaaimuw (vai-u)@
@fall asleep: he/she ~s@|@kuwiihkusuw (vai-i)@
@fall before last@|@usitikwaachinuuhch (p)@
@fall down: he/she ~s@|@niihtichiwaapiyuw (vai-i)@
@fall down: it ~s@|@pisikupiyuw (vai/ii-i)@
@fall in a certain place: he/she passes ~@|@tikwaachinisuw (vai-i)@
@fall in channel (river or lake): he/she ~s@|@niihtaamischipiyuw (vai/ii-i)@
@fall in the deep snow: he/she/it ~s@|@chiihtaawaakuunichipiyuw (vai)@
@fall off a moving vehicle: he/she ~s@|@aamisin (vai)@
@fall off of a moving vehicle: he/she ~s@|@aamiihtin (vii)@
@fall off: he/she lets it ~@|@aamipiihtaaw (vai+o)@
@fall off: he/she/it ~s@|@aamipiyuw (vai/ii-i)@
@fall off: it ~s@|@pinipiyuw (vai/ii-i)@
@fall on smth and passes out: he/she ~s@|@chiiskwaasin (vai)@
@fall over and spill: it ~s@|@kutipitin (vii)@
@fall over backwards: he/she ~s@|@saasikichipiyuw (vai-i)@
@fall over on its own: he/she ~s@|@kuusin (vai)@
@fall over: he/she makes himself/herself ~@|@kuupiiyuw (vai-u)@
@fall over: he/she/it ~s@|@kuupiyuw (vai/ii-i)@
@fall short@|@nuuhtaapiihtaaw (vai+o), nuuhtaapiyaahaaw (vta)@
@fall: it ~s@|@paahchiihtin (vii)@
@fall: it is ~@|@tikwaachin (vii)@
@fall: it is the beginning of ~@|@uschitikwaachin (vii)@
@fall: last ~@|@tikwaachinuuhch (p)@
@false stories: he/she tells ~@|@kikichiyaaw-tipaachimuw (vai)@
@families: they are four ~@|@naauniiw (vai)@
@family allowance@|@awaasich-suunaayaaw (ni)@
@family: they are one ~@|@paaikuichisuw (vai-i)@
@famous: he/she is ~@|@mistiitaaihtaakusuw (vai-i)@
@famous: it is ~@|@mistaaitaaihtaakun (vii)@
@far side: the ~@|@taatipaaw (p)@
@fast@|@chiistip (p), chiistipaaw (p)@
@fast: he/she ~s@|@siiwaaitiisuw (vai-u)@
@fast: he/she/it goes ~@|@chisipiyuw (vai/ii-i)@
@fast: he/she/it is ~@|@chisipiyuw (vai/ii-i)@
@fasten him/her with smth metal: he/she ~s@|@michimaapiskaahwaaw (vta)@
@fasten it down: he/she ~s@|@michimiihtaaw (vai+o)@
@fasten it to smth: he/she ~s@|@siihtaaham (vti)@
@fasten it with smth (an.@|@michimaahwaaw (vta)@
@fasten it with smth metal: he/she ~s@|@michimaapiskaaham (vti)@
@fasten it with smth: he/she ~s@|@michimaaham (vti)@
@fastened as cross-piece (stick-like obj.): it's ~@|@aastunaayaaskumuw (vii-u)@
@fastened: it is firmly ~@|@aaichistaaw (vii)@
@fastened: it lies firmly ~@|@aaichisin (vai/ii)@
@fastidious: he/she is ~@|@chistaaimuw (vai-u)@
@fat floating on top of cooking liquid@|@pimiisaawaan (ni)@
@fat: frying ~@|@saahtaaw (ni)@
@fat: he/she is ~@|@puutuusiiw (vai)@
@fat: it tastes of ~@|@pimiiuspikun (vii)@
@father to him/her: he acts as a ~@|@uuhtaawiimaautuwaaw (vta)@
@father: a ~@|@uuhtaawiimaaw (na)@
@father: he is a ~@|@uuhtaawiimaauw (vai-u)@
@father: he/she regards him as a ~@|@uuhtaawiiwaaimaaw (vta)@
@father: his/her ~@|@uuhtaawiya (nad)@
@father: his/her late ~@|@uuhtaaupin (nad)@
@father-in-law@|@uchisaaiiyima (nad)@
@fatten it (an.): he/she ~s@|@taahchipwaahaaw (vta)@
@fatty: it is ~@|@pimiiw (vai/ii)@
@favor@|@wiichiihiiwaaun (ni)@
@fear@|@kustaachuun (ni)@
@fear him/her/it (an.): he/she ~s@|@kustaaw (vta)@
@fear it: he/she ~s@|@kustim (vti)@
@fear the sight of him/her: he/she ~s@|@kustaasinuwaaw (vta)@
@fear the sight of it: he/she ~s@|@kustaasinim (vti)@
@feast food@|@mikusaan (ni)@
@feast: he/she ~s@|@mikusaaw (vai)@
@feast: there is a ~@|@miichisunaanuuw (vai-uu imp)@
@feather: wing ~@|@miikun (na)@
@February (lit cold month)@|@chisaa-piisim (na-w)@
@February (lit month which hangs short)@|@kaataahkwaapaachisit-piisim@
@feed him/her badly: he/she ~s@|@michisimaaw (vta)@
@feed him/her grease: he/she ~s@|@muupimaahaaw (vta)@
@feed him/her so he/she won't eat at mealtime@|@utimisimaaw (vta)@
@feed him/her/it (an.): he/she ~s@|@iyaachimaaw (vta)@
@feed the fire: he/she ~s@|@puunim (vti)@
@feel a certain way about him/her: he/she ~s@|@itaaimaaw (vta)@
@feel better because of it: he/she ~s@|@maahtaaihtim (vti)@
@feel comfortable: he/she ~s@|@miywaaimuw (vai-u)@
@feel good from drinking: he/she ~s@|@miyuuhkusuw (vai-i)@
@feel good: he/s ~s@|@miywaaimuw (vai-u)@
@feel him/her/it (an.): he/she ~s@|@maamaatunaaw (vta r)@
@feel his/her way in the dark with feet: he/she ~s@|@maamaatuniskim (vti r)@
@feel hot (an.): he/she/it ~s@|@chisuw (vai-u)@
@feel it heavy@|@kusikumaahchiihtaaw (vai+o)@
@feel it with his/her hands: he/she ~s@|@maamaatunim (vti r)@
@feel it: he/she ~s@|@kutinim (vti)@
@feel numb: he/she ~s@|@chiischimisuw (vai-u)@
@feel the good effects of it: he/she ~s@|@miyumaahchiihtaaw (vai+o)@
@feel the same toward both of them: he/she ~s@|@aapiskutaaimaaw (vta)@
@feelings: he/she has ~@|@nistumaachiiw (vai)@
@feet are numb from sitting: his/her ~@|@chiischimisitaapuw (vai-i)@
@feet dry: he/she wipes his/her ~@|@kaasiisitaasimun (vai)@
@feet: he/she has big ~@|@maaskiihiistaaw (vai)@
@feet: he/she has long ~@|@chinuiistaaw (vai)@
@feet: he/she washes his/her own ~@|@chistaapaauchikiistaaw (vai)@
@felt@|@waapuyaan (ni)@
@female helper@|@kuuhpaanaaskwaaw (na)@
@fence@|@maaniskaahtikw (na)@
@fence it in (an.): he/she ~s (vta)@|@maaniskaahtikuuhkaahtuwaaw@
@fence it in: he/she ~s@|@maaniskaahtikuuhkaahtim (vti)@
@fenced: it is ~@|@maaniskaahtikuuhkaahtaaw (vii)@
@fever: he/she has a ~@|@chisitaaupiyuw (vai-i)@
@fierce: he/she is ~@|@aahkwaatisiiw (vai)@
@fierceness@|@aahkwaatisiiun (ni)@
@fifteen@|@pitaataahch-taahtusaap (p-w)@
@fifty@|@pitaataahtuyuw (p)@
@fifty cents@|@puuskwaapisch (p)@
@fight@|@maasiihchaaun (ni)@
@fight back at it: he/she ~s@|@niskuustim (vti)@
@fight him/her/it (an.) back: he/she ~s@|@niskuustuwaaw (vta)@
@fight over smth to take away from him/h: he/s ~s@|@chiimutimaaw  (vta)@
@fight: he/she ~s@|@maasiihchaaw (vai), maasiihtaaw (vai+o)@
@fighting a fire: he/she is ~@|@aastuwaaichaaw (vai)@
@file (tool)@|@sinikwaaikin (ni), sinikwaaikin (ni)@
@file it (an.@|@chiinaapischipuyaaw (vta)@
@file it (stone@|@chiinaapischiputaaw (vai+o)@
@file it smooth (an.): he/she ~s@|@suusuupuyaaw (vta)@
@file it smooth: he/she ~s@|@suusuuputaaw (vai+o)@
@file it square (an.): he/she ~s@|@kichiihchaapuyaaw (vta r)@
@file it square: he/she ~s@|@kichiihchaaputaaw (vti)@
@file it to a point (stick-like): he/she ~s@|@chiinaaskuputaaw (vai+o)@
@file it to a pointed head (an.): he/she ~s@|@chiinipuyaaw (vta)@
@file it to a pointed head: he/she ~s@|@chiiniputaaw (vai+o)@
@fill him/her with food: he/she ~s@|@chiispwaahaaw (vta)@
@fill his/her tobacco pipe: he/she ~s@|@piihtaakaasuw (vai-u)@
@fill it up with water (an.): he/she ~s@|@saakischinaapaayaaw (vta)@
@fill it up with water: he/she ~s@|@saakischinaapitaaw (vai+o)@
@fill smth with air: he/she ~s@|@puutaataaichaaw (vai)@
@fill smth with fuel or oil: he/she ~s@|@piihchipimaaw (vai)@
@fill smth: he/she ~s@|@piihtaachaaw (vai)@
@fill up with liquid: it ~s@|@saakischinaapaapiyuw (vai/ii)@
@filled (with solid): it is ~@|@saakischinaaw (vii)@
@film@|@kaamaataaupiihtaakinuuch (nip)@
@fin (an.): its ~@|@utiihchikin (nid)@
@find a beaver in the lodge: he/she ~s@|@miskumiskwaaw (vai)@
@find him/her again: he/she ~s@|@chiiwaamiskuwaaw (vta)@
@find him/her strange: he/she ~s@|@iyaahchitaaimaaw (vta)@
@find him/her/it (an.) by feeling around: cannot ~@|@kuiituunaaw (vta)@
@find it by feeling around: he/she cannot ~@|@kuiituunim (vti)@
@find it different@|@iyaahchitaaihtim (vti)@
@find it good to listen to: he/she ~s@|@miyuuhtim (vti)@
@find it out: he/she ~s@|@miskuuhtaaw (vai+o)@
@find it strange: he/she ~s@|@iyaahchitaaihtim (vti)@
@find it: he/she ~s@|@miskim (vti)@
@fine: it's ~@|@aakutaa (p)@
@finger is amputated: his/her ~@|@chimitiihchaaw (vai)@
@finger: his/her index ~@|@utitwaaikin (nid)@
@finger: his/her little ~@|@utiskwaatiihchiis (nid D)@
@finger: his/her middle ~@|@utaataautichaan (nid)@
@finger: his/her third ~@|@unistichaan (nid)@
@fingernail: his/her ~@|@uskisiiya (nad)@
@fingerprint@|@taahchinimusipin (ni)@
@fingers: he/she has long ~@|@chinwaaskutiihchaaw (vai)@
@finish before him/her: he/she ~s@|@iyaahaaw (vta)@
@finish it off: he/she ~s@|@maastinim (vti)@
@finish it: he/she ~s@|@chiistaaw (vai+o)@
@finish making snowshoes: he/she ~s@|@chiisisaamiihchaaw (vai)@
@finish sewing it (an.@|@chiisikwaataaw (vta)@
@finish sewing it: he/she ~s@|@chiisikwaatim (vti)@
@finished it (an.): he/she ~@|@chisaahaaw (vta)@
@fire@|@iskutaaw (ni)@
@fire a shot to attract attention: he/she ~s@|@nituuwaaschaaw (vai)@
@fire a shot to attract his/her attention: he/s ~s@|@nituuwaaswaaw (vta)@
@fire burns down: the ~@|@iskwaaschaaw (vii)@
@fire extinguisher@|@aastuwaayaapaauchikin (ni)@
@fire for another: he/she makes a ~@|@kutuutaawaaw (vta)@
@fire) out: he/she ~s@|@aastuwaasimaaw (vta)@
@fire): it ~s@|@aastuwaapiyuw (vai/ii-i)@
@fire: across the ~@|@akaamiskutaahch (p)@
@fire: bad ~@|@michiiskutaaw (ni)@
@fire: he/she makes a ~@|@kutuwaahkitim (vti)@
@fire: he/she stands near a ~@|@chiihchiskutaawaakaapuuw (vai)@
@fire: near a ~@|@chiihchiskutaaw (p)@
@fire: other side of the ~@|@akaamiskutaahch (p)@
@fireplace: open ~@|@musaakutuwaan (ni)@
@firewood (useful wood): it is long ~@|@chinuuhtikaaw (vii)@
@firewood with branches@|@miinaapaahkuniiht (ni)@
@firewood: four pieces of ~@|@naauuhtich (p)@
@firewood: many pieces of ~@|@miihchaatuuhtich (p)@
@firewood: piece of ~@|@miiht (ni)@
@firewood: there are four pieces of ~@|@naauuhtikaawa (vii pl)@
@firewood: there are many pieces of ~@|@miihchaatuuhtikaawa (vii pl)@
@firewood: there are two pieces of ~@|@niisuuhtikaawa (vii pl)@
@firm-minded: he/she is ~@|@aaitaaihtim  (vti)@
@first born@|@niistimusaan (na)@
@fish@|@unaan (na)@
@fish (an.): it is powdered ~@|@iiwaawaaw (vai)@
@fish (Heterosomata spp): flat ~@|@pipikichuw (na r)@
@fish cooked on a stick@|@chiistaaikinimaas (na)@
@fish eaten by mink: small lake ~@|@achikaasumaakus (na d)@
@fish hook@|@kuskin (ni)@
@fish line@|@kuskinaayaapiiy (ni)@
@fish net (tied to a pole): end of a ~@|@chistaaipaan (ni)@
@fish): he/she ~s@|@nipaamaasaaw (vta)@
@fish: white sucker (Catostomeus commersoni) ~@|@iyaachaaw (na)@
@fishing rod@|@kuskinaaskw (ni)@
@fishing: he/she is ~@|@kuschaaw (vai)@
@fist: he/she clenches/closes his/her ~@|@maakunichaawiiw (vai)@
@fit exactly: it ~s@|@miyuuhtin (vii)@
@fit him/her just right (an.@|@naaiskuwaaw (vta)@
@fit him/her well (an.): it ~s@|@miyuskuwaaw (vta)@
@fit into it (an.) (ex.one piece in another): it ~s@|@taapisin (vai)@
@fit into it: he/she makes it ~@|@taapipiihtaaw (vai+o)@
@fit into it: it ~s@|@taapiihtin (vii)@
@fit into smth by pulling (an.): he/she makes it ~@|@taapipitaaw (vta)@
@fit into: it ~s@|@piihtaamuw (vii-u)@
@fit it just right: he/she ~s@|@naaiskim (vti)@
@fit it together (an.): he/she ~s@|@taapiihtaaw (vta)@
@fit it well (an.): he/she/it ~s@|@miyuskim (vti)@
@fit loosely (an.): it ~s@|@misaapisin (vai)@
@fit loosely: it ~s@|@misaapiihtin (vai)@
@fit on it badly: it ~s@|@michimichimuw (vai/ii-u)@
@fit tightly (an.): it ~s@|@siihtaachisin (vai)@
@fit tightly: it ~s@|@siihtaachiihtin (vii)@
@fits into smth@|@taapiihtaaw (vta)@
@five@|@pitaataahch (p)@
@five hundred@|@pitaataahtuw-mitaasimitinuw(p)@
@five of it: there are ~@|@pitaataahtuna (vii pl)@
@fix it for him/her: he/she ~s@|@usiihtimaahwaaw (vta)@
@fix it for himself/herself: he/she ~s@|@usiihtimaasuw (vai-u)@
@fix it: he/she ~s@|@usiihtaaw (vai+o)@
@fix things for someone else: he/she ~s@|@usiihtimaachaaw (vai)@
@flag@|@akutaasuun (ni)@
@flag pole@|@mistikuuhkaanaaskw (na)@
@flame flickers (in the wind): the ~@|@yuusuwaayaastin (vii)@
@flap its wings (an.@|@paahpuwaachiiw (vai r)@
@flap its wings as he/she goes along (an.): he/s ~s@|@paahpuwaachipaahtaaw (vai r)@
@flat (an.): it is ~@|@taapiskutisiiw (vai)@
@flat ground: it is ~@|@taapiskutiskimikaaw (vii)@
@flat: he/she makes it ~@|@taapiskuuhtaaw (vai+o)@
@flat: it is ~@|@taapiskuchaaw (vii)@
@flat: the top of the mountain is ~@|@taapiskutinaaw (vii)@
@flat: the top of the sandy ridge is ~@|@taapiskutaauhkaaw (vii)@
@flatfish@|@pipikichuw (na r)@
@flatten (sheet-like): it ~s@|@saahtwaachipiyuw (vai/ii-i)@
@flatten it (sheet-like) out: he/she ~s@|@saahtaakustaaw (vai+o)@
@flatten it by tool (an.): he/she ~s@|@pipichikaahwaaw (vta r)@
@flat-topped tent)@|@wiiskichaanichiwaahp (ni)@
@flee: he/she causes him/her (them) to ~@|@paataamuuhchaaw (vai)@
@flesh a hide or skin: he/she ~s@|@miihchitaahwaaw (vta)@
@flesh a hide: he/she ~s@|@miihchiiw (vai)@
@flesh it (an.@|@michimiistaahwaaw (vta)@
@fleshing tool@|@miihchiihkun (na)@
@flexible (an.@|@ustuuwaachisuw (vai-i), ustuuwaapaachisuw (vai-i), ustuuwaapischisuw (vai-i), ustuuwaaskusuw (vai-i)@
@flexible (sheet-like): it is ~@|@ustuuwaakin (vii)@
@flexible (stick-like): it is ~@|@ustuuwaaskun (vii)@
@flexible (stone@|@ustuuwaapiskaaw (vii)@
@flexible (string-like): it is ~@|@ustuuwaapaakin (vii)@
@flexible: it is ~@|@ustuupiyuw (vii-i)@
@flint for lighter@|@maahtis (na d)@
@flint stone@|@maahtisaapiskw (na)@
@flip him/her over frontwards: he/she ~s@|@kwaaskwaanichipiyaahaaw (vta)@
@flip him/her/it (an.) over backwards: he/she ~s@|@kwaaskwaapuchipiyaahaaw (vta)@
@flip it over backwards: he/she ~s@|@kwaaskwaapuchipiihtaaw (vai+o)@
@flip over frontwards: he/she ~s@|@kwaaskwaanichipiiyuw (vai-u), kwaaskwaanichipiyuw (vai/ii-i)@
@float down suddenly: it ~s@|@chiiskaayaachuun (vii)@
@float down: he/she ~s@|@piiutaapukuw (vai-u)@
@float down: it ~s@|@piiutaapaautaaw (vii)@
@float in place: it ~s@|@akumuw (vai-u)@
@float it downstream (an.): he/she ~s@|@pimaawiiyaaw (vta)@
@float it downstream: he/she ~s@|@pimaautaaw (vai+o)@
@float on the surface: he/she ~s@|@muskaapaawaaw (vai/ii)@
@float out with the current (an.): it ~s@|@musaawaayaapukuw (vai-u)@
@float out with the current/tide: it ~s@|@musaawaayaapaautaaw (vii)@
@float to the shore: he/she ~s@|@naatikaamaayaapuyuw (vai-i)@
@float to the shore: it ~s@|@naatikaamaayaapaautaaw (vii)@
@float: it ~s@|@akuuhtin (vii)@
@float: net ~@|@kuschinaakin (ni)@
@flood over: it ~s@|@paastuupaaw (vii)@
@flooded by rising water: it is ~@|@ischipaautaaw (vii)@
@floor cleaning device@|@kaasiitikaaikin (ni)@
@floor covering@|@kaaitaakistaach (nip)@
@floor mat@|@aspistaasimuun (ni)@
@floor: he/she slips on the ~@|@chiiyiihtichipitim (vti)@
@floor: on the ~@|@aaniihtich (p), mustiihtich (p)@
@flooring: bough in place for ~@|@iyaahkisuun (ni)@
@flour@|@yuuskwaanich (na pl)@
@flour broth@|@yuuskwaanaapuy (ni)@
@flow downhill: it ~s@|@niihtichiwaachuun (vii)@
@flow out (ex. of a lake): it ~s@|@saachiuusuw (vii-i d)@
@flow out of smth@|@saachuun (vii)@
@flow out separately: it ~s@|@tipaanaakuuw (vii-uu)@
@flow out: it ~s@|@muschichuun (vii)@
@flow out: it is where the lake ~s@|@uuhchisaachiiun (vii)@
@flow straight: the water ~s@|@kuiiskuchuun (vii)@
@flow very shallow in a rapids: the water ~s@|@paahkwaamisaachuun (vii)@
@flower@|@niipiiy (ni)@
@flowing in this direction: it comes ~@|@paataapuyuw (vii-i)@
@flu: he/she has a ~@|@utichikumuw (vai-u)@
@flush a bird out: he/she ~s@|@muuskaawaaw (vta)@
@fly@|@piihkus (na), uchaaw (na)@
@fly back home: he/she ~s@|@chiiwaayaaw (vai)@
