@English@|@Danish@
@cytoplasm@|@cytoplasma(omgiver cellekerne)@
@Czech@|@tjekker-tjekkisk, Tjekkisk@
@Czechoslovakia@|@Tjekkoslovakiet@
@Czechoslovakian composer@|@Dvorák@
@D flat@|@des (tone)@
@D sharp@|@dis (tone)@
@d.@|@penny@
@D.Phil.@|@phil.@
@dab@|@dråbe(-en), duppe, en smule, knag(-en), tjatte, tørre@
@dab (fish)@|@ising(-en)@
@dab (flatfish)@|@slette (ising)@
@dab at@|@snild@
@dabble@|@fuske med@
@dabble in politics@|@politisere@
@dabbled with@|@isprængt@
@dabbler@|@fusker(-en)@
@dachshund@|@gravhund(-en), grævlingehund(-en)@
@dactyl@|@daktyl(-en) (versefod)@
@dad@|@fader(-en), farmand(-en), papa@
@daddy@|@fader(-en), far(-en), papa@
@daddy longlegs@|@stankelben@
@dado@|@brystning(-en), brystpanel(-et)@
@dado (half way)@|@panel@
@daemon@|@dæmon(-en)@
@daffodil@|@påskelilje@
@daft@|@bindegal, forrykt, tosset@
@dagger@|@daggert(-en), dolk(-en)@
@dagger (asterisk/Alt+8224)@|@dagger (asterisk)@
@daggers@|@dolke@
@daguerreotype@|@daguerreotypi(første fototype@
@dahlia@|@dahlia(-en) (georgine), georgine(-en)@
@daily@|@daglig@
@daily (help)@|@konehjælp(-en)@
@daily fare@|@hverdagskost@
@daily grind (fig.)@|@trædemølle@
@daily humdrum@|@trummerum (den daglige~)@
@daily press@|@dagspresse(-en)@
@dainty@|@delikat, fin, lækker, lækkerbisken(-en), lækkeri(-et), nitid, nysselig, raffineret@
@dairy@|@ismejeri(-et), mejeri, mælkeforsyning, mælkeudsalg@
@dairy (shop)@|@mejeriudsalg@
@dairy cattle@|@malkekvæg(-et)@
@dairy company@|@mælkekompagni@
@dairy produce@|@mejeriprodukter@
@dairy products@|@mejeriprodukter, mælkeprodukter@
@dairymaid@|@malkepige(-en)@
@dairyman@|@mejerist@
@dairy-work@|@mejeri@
@dais@|@estrade(-en), forhøjning(-en), podium@
@daisy@|@bellis(-en), crysanthemum(-en), gåseurt(-en), marguerit eller margerit, tusindfryd@
@daisy cutter@|@jordstryger@
@Daisy Duck (cartoon)@|@Andersine And@
@dale@|@dal(-en)@
@dalliance@|@fjas(-et)@
@dally@|@fjas(-et), pjanke@
@dallyin@|@pjank@
@dam@|@dige(-et), dæmme op, dæmning(-en), opdæmme, stemmeværk@
@dam (up)@|@opstemme@
@dam up@|@stemme op@
@damage@|@beskadige, forurettelse(-en), gøre skår i -, havari, lædere, overlast, skade, spolere@
@damage by fire@|@brandskade@
@damage by hailstorm@|@haglskade(-en)@
@damage by smoke@|@røgskade@
@damage sustained at sea@|@søskade@
@damaged@|@medtaget@
@damaged by water@|@vandskade@
@damask@|@damask (tæt mønstervævet tøj)@
@damask steel@|@damascenerstål@
@dame@|@dame(-en)@
@Dame Fortune@|@Fortuna (fru-)@
@damming@|@opdæmning@
@damn@|@fanden, forbande, fordømme, fordømme, pokker, pokkers@
@damn (f.x. good)@|@knageme@
@damn it@|@fy for søren@
@damn it!@|@fordømt@
@damn the consequences@|@fanden heller, skidt være med det@
@damn!@|@forbasket, øv@
@damnable@|@usalig@
@damnably@|@bandsat@
@damnation@|@forbandelse(-en), fordømmelse(-en)@
@damned@|@djævleblændt, fandens, forbandet, fordømt@
@damned good luck@|@svineheld@
@damned sure (~I am sure)@|@sågu@
@damning (f.x. evidence)@|@fældende@
@damp@|@fugte, fugtig, klam@
@damp squib@|@en fuser@
@damp-dry@|@strygetør@
@dampen@|@dæmpe@
@damper@|@dæmper, spjæld@
@dampness@|@fugt(-en), klamhed@
@damp-proof@|@fugtbekyttet@
@damp-spotted@|@fugtplettet@
@damp-stained@|@jordslået@
@damsel@|@jomfru(-en), ung kvinde@
@damsel in distress@|@jomfru i knibe@
@damselfish@|@jomfrufisk(-en)@
@damson@|@kræge (mirabelle), mirabel, mirabelle@
@damson plum@|@sveskeblomme@
@Danaid (daughters of Danaus)@|@danaide (græsk sagnprinsesse)@
@dance@|@bal(-et), dans(-en), danse(-en), svingom@
@dance (any)@|@dans(-en)@
@dance frock@|@balkjole(-en)@
@Dance of Death@|@dødedans(-en)@
@dancer@|@balkavaler(-en), danser(-en)@
@dancing floor@|@estrade(-en)@
@dancing-shoe@|@dansesko(-en)@
@dancing-shoes@|@balsko(-en)@
@dandelion@|@fandens mælkebøtte, løvetand, mælkebøtte@
@dandified@|@lapset@
@dandified person@|@pyntedukke@
@dandle (a child)@|@ride ranke@
@dandruff@|@skæl (hår)@
@dandy@|@dandy(-en), laps(-en), modelaps, udhaler (libertiner)@
@dandyism@|@lapseri(-et)@
@Dane@|@dansker(-en)@
@Danelaw@|@danelagen@
@danged nonsense@|@forbandet sludder@
@danger@|@fare@
@Danger@|@risiko@
@danger of fire@|@brandfare(-en)@
@danger of infection@|@smittefare@
@danger of war@|@krigsfare(-en)@
@danger signal@|@faresignal(-et)@
@danger zone@|@farezone(-en)@
@dangerous@|@betænkelig, farefuld, farlig, livsfarlig, risikabel@
@dangerous post@|@uriaspost@
@dangerous to society@|@samfundsfarlig, samfundsskadelig@
@dangerous to the state@|@statsfarlig@
@dangerously@|@i betænkelig grad@
@dangerousness@|@farlighed@
@dangle@|@daske, dingle, vifte med@
@Danish@|@Dansk@
@Danish (pastry)@|@wienerbrød(-et)@
@Danish 500 kroner note@|@plovmand (500 kr)@
@Danish beer (Carlsberg)@|@hof@
@Danish bushel (17.4 litre)@|@skæppe (rummål 17.4 liter)@
@Danish bushel(area 689.5 m²)@|@skæppe (areal 689.5 m²)@
@Danish Business Authority@|@Erhvervsstyrelsen@
@Danish Character@|@å(-et) (Alt+0229)@
@Danish Character ae@|@æ(-et) (Alt+0230)@
@Danish Character oe@|@ø (Alt+0248)@
@Danish coin (100 øre=1 krone)@|@øre(-en)@
@danish coin (2 kr.)@|@daler@
@Danish fresco@|@kalkmaleri(-et)@
@Danish head of university@|@magnificus (rektor), rektor magnificus@
@Danish Krone (currency)@|@kr. (krone(r))@
@Danish language(standard)@|@rigsdansk@
@Danish measure of land@|@tønde land (areal 5516.2 m²), tønde land (groft ½ ha +10%)@
@Danish mil (7532.48 m)@|@mil@
@Danish salami@|@spegepølse@
@Danish seine@|@snurrevod@
@Danish tenner (coin)@|@tier (før 1989 seddel/nu mønt)@
@Danish traffic law@|@vigepligt@
@Danish type of household beer@|@hvidtøl@
@Danish unit of land valuation@|@hartkorn@
@Danish woman@|@dansk kvinde(-en), dansker(-en)@
@dank@|@klam@
@dankness@|@klamhed@
@Danube@|@Donau@
@dapper@|@pillen, sirlig, smart, væver@
@dappled@|@meleret@
@dapple-grey@|@gråskimlet@
@dapple-grey (grey)@|@skimmel (fx. hest)@
@dare@|@trodse, turde, udfordring, vove@
@dare (to)@|@understå (vove på)@
@dare (you wouldn't~to)@|@understå (vove på)@
@dare to@|@understå (~dig i)@
@dared@|@turde@
@daredevil@|@vildbasse, vovehals@
@dare-devil@|@himmelhund@
@daring@|@dristighed(-en), forvoven, forvovenhed(-en), vovelig, vovemod@
@dark@|@dunkel, forblommet, mørk, skummel@
@dark blue@|@mørkeblå@
@dark brown@|@mørkebrun@
@dark lager (beer)@|@lagerøl(-en)@
@dark lantern@|@blændlygte(-en)@
@dark red@|@mørkerød@
@dark side@|@natside(-en)@
@darken@|@fordunkle, formørke, mørkne, sortne@
@darkened@|@formørket@
@darkening@|@formørkelse(-en)@
@dark-eyed@|@mørkøjet@
@dark-headed@|@sorthåret@
@darkish@|@mørkladen@
@darkling beetle@|@skyggebille (fx. melorm bille)@
@darkness@|@mulm, mørke@
@dark-room@|@mørkekammer@
@dark-skinned@|@mørkhudet@
@darling@|@basse(-en), hjertebarn, kælebarn(-et), kæledægge(-en), min kære, min skat, pus (barn)@
@darn@|@stoppe (strømper)@
@darnel@|@rajgræs@
@darning@|@stopning@
@darning egg@|@stoppeæg@
@darning material@|@stoppegarn@
@darning needle@|@stoppenål@
@dart@|@figurlæg, flyve, indsnit(-et), kastepil(-en), pil, spyd@
@dart a glance@|@tilkaste, tilkaste (~et blik)@
@dart off/away@|@pile af@
@darted@|@for (ilede)@
@Dartford warbler (bird)@|@provencesanger (fugl)@
@dash@|@en smule, fare afsted, fremstød(-et), halse, spæne, storme, streg, stænk, tankestreg@
@dash (trifling amount)@|@smøre (bestikke)@
@dashboard@|@instrumentbræt@
@dashed@|@for (ilede)@
@dashing@|@fejende, flot@
@dastardly@|@fej@
@data@|@data, information@
@data processing@|@databehandling(-en)@
@date@|@aftale(-en), datere, dato(-en), datum, stævnemøde, tidsangivelse, tidspunkt, årsangivelse(-en), årstal(-et)@
@date (by year)@|@årsangivelse(-en)@
@date (fruit)@|@daddel(-en)@
@date (historically)@|@tidsfæste@
@date of delivery@|@leveringstid(-en)@
@date stamp@|@datomærkning(-en)@
@date stamping@|@datomærkning(-en)@
@date(calender@|@døgn(-et)@
@date(calender)@|@dato@
@dating@|@ude med@
@dating (time-wise)@|@tidsbestemmelse@
@daub@|@bemale, klatte, oversmøre, smøreri@
@dauber@|@klatmaler(-en), smører@
@daubing@|@smøreri@
@daughter@|@datter(-en)@
@daughter of Eve@|@evadatter(-en)@
@daughter-in-law@|@svigerdatter@
@daughters@|@døtre@
@daughter's daughter@|@datterdatter@
@daughter's son@|@dattersøn(-en)@
@daunt@|@afskrække, tage modet fra@
@dauntless@|@frejdig, uforfærdet@
@dauntlessness@|@frejdighed(-en)@
@David's-harp@|@salomons segl (stor konval)@
@davit@|@david (på skib)@
@dawdle@|@drys, slentre, smøle@
@dawdler@|@smøl, snøvl@
@dawdling@|@smøleri@
@dawdling (inefficient)@|@snøvlen@
@dawn@|@begyndelse(-en), dages, daggry(-et), dagning(-en), dæmring(-en) (morgen), frembrud(-et), gry(-et), gå op for, lysne, morgengry@
@dawn raid@|@razzia@
@dawn(ing)@|@dæmre@
@dawned@|@dæmrede@
@dawning@|@dæmring@
@dawning (the day is -)@|@dages@
@dawning of day@|@morgengry@
@dawns early light@|@morgenrøde@
@day@|@dag(-en), døgn(-et), døgn(-et)@
@day and night@|@døgn(-et), døgn(-et)@
@day and night work@|@døgndrift(-en)@
@day duty@|@dagtjeneste(-en), dagvagt(-en)@
@day laborer@|@daglejer(-en), daglønner(-en)@
@day nursery@|@daghjem(-et), vuggestue@
@day of christening@|@dåbsdag(-en)@
@day of death@|@dødsdag(-en)@
@day of delivery@|@leveringsdag(-en)@
@day of grace@|@respitdag@
@Day of Judgement@|@dommedag, Dommens Dag@
@day of maturity@|@forfaldsdag(-en)@
@day of payment@|@betalingsdag(-en), forfaldsdag(-en), lønningsdag(-en), udbetalingsdag@
@day of rejoycing@|@glædesdag(-en)@
@day of rest@|@hviledag@
@day of the month@|@månedsdag@
@day off@|@fridag(-en)@
@day room (barracks)@|@opholdsstue@
@day room (military)@|@samlingsstue@
@day service@|@dagfart(-en)@
@day shift@|@dagvagt(-en)@
@day watch@|@dagvagt(-en)@
@day where all goes wrong@|@Tycho Brahes dag@
@day(s) at the fair@|@rundskuedag@
@daybreak@|@daggry(-et), frembrud(-et), gry(-et), gryning, morgengry@
@day-care@|@dagpleje@
@daydream@|@drømmeri(-et)@
@daydreaming about@|@sværme for@
@day-dreaming about marriage@|@giftetanker@
@dayfly@|@døgnflue (insekt)@
@daylight@|@dagslys(-et)@
@daylight-saving time@|@sommertid@
@day-old@|@daggammel@
@days@|@dage@
@day's journey@|@dagsrejse(-en)@
@days lost through sickness@|@sygedage@
@day's march@|@dagsmarch(-en)@
@days of glory@|@storhedstid@
@days of grace@|@løbedage@
@day's wages@|@dagløn(-en)@
@day-shift@|@daghold(-et), dagtjeneste(-en), skiftehold@
@daze@|@bedøvet, en tåget tilstand@
@dazed@|@fortumlet, rundtosset@
@dazzle@|@bestikke, blænde, forblænde@
@dazzling@|@blændende@
@de luxe article@|@luksusartikel(-en)@
@de luxe edition@|@luksusudgave(-en)@
@de luxe edition (binding)@|@pragtbind@
@deacon@|@degn(-en), diakon(-en), hjælpepræst@
@deactivate@|@afmontere, deaktivere@
@dead@|@afsjælet, død, følelsesløs, glansløs, hedenfaren, hedengangen, henfaren, livløs, vissen@
@dead against@|@stik imod@
@dead as a doornail@|@død som en sild, stendød@
@dead as a herring(completely~)@|@død som en sild@
@dead beat@|@dødtræt, udaset@
@dead bolt@|@skudrigel@
@dead calm@|@blikstille, havblik@
@dead drunk@|@døddrukken, kanonfuld, pærefuld, smækfuld, stangdrukken@
@dead end@|@blindgade(-en), blindgyde(-en)@
@dead letter office@|@returpostkontor@
@dead lock@|@skudrigel@
@dead march@|@sørgemarch@
@dead men's bones@|@dødningeben@
@dead ringer@|@dobbeltgænger, genganger, præcis lighed med@
@dead scared@|@hundeangst@
@dead serious@|@gravalvorlig@
@dead silence@|@dødsstilhed(-en)@
@dead tired@|@dødtræt@
@dead weight@|@dødvægt(-en)@
@dead(expression)@|@udslukt@
@dead(fx. plant)@|@udgået@
@dead+alive@|@Schrödingers kat(kvantemekanik@
@dead-beat@|@totalt udmattet@
@dead-duck@|@klam fidus@
@deaden@|@dæmpe, døve@
@dead-end track@|@blindspor(-et)@
@deadening@|@sløvende@
@deadhead@|@gratist@
@deadlift@|@dødløft, styrkeløft@
@deadline@|@skæringsdag, skæringsdato, termin@
@deadline of delivery@|@leveringsfrist(-en)@
@deadlines@|@frister(-en)@
@deadlock@|@baglås, dødvande, gordisk knude, hårdknude@
@deadly@|@dræbende, dødelig, dødsfarlig, fatal, livsfarlig@
@deadly (dangerous)@|@dødsens farlig@
@deadly bore@|@dødkedelig@
@deadly dull@|@dødkedelig, ludkedelig, skrupkedelig@
@deadly nightshade@|@belladonna, bulmeurt, galnebær(-et), sort natskygge@
@deadly serious@|@dødsens alvorlig@
@deadly sin@|@dødssynd(-en)@
@deadness@|@glansløshed(-en)@
@dead-nettle@|@døvnælde(-en)@
@deadpan@|@udtryksløs, uforstyrret@
@dead-rat tree@|@baobab (træ(-et))@
@deaf@|@døv@
@deaf and dumb@|@døvstum@
@deaf as a post@|@stokdøv@
@deaf to music@|@tonedøv@
@deafen@|@dæmpe, døve, overdøve@
@deafening@|@øredøvende@
@deaf-mute@|@døvstum@
@deafness@|@døvhed(-en)@
@deal@|@aftale(-en), bibringe, del(-en), forhandling(-en), forretning(-en), fyrretræ(-et), gøre forretning, handel(-en), handle@
@deal board@|@fyrrebræt(-et)@
@deal floor@|@bræddegulv(-et)@
@deal table@|@fyrretræsbord(-et)@
@deal with@|@behandle, omhandle@
@dealer@|@-handler, forhandler(-en), forhandler(menneske), giver(-en), kortgiver(-en), pranger@
@dealer in seeds@|@frøhandler(-en)@
@dealings@|@forbindelser, forhandlinger, transaktioner@
@dean@|@dekan(-en), domprovst(-en), provst, provst@
@dean (clergy)@|@provst, provst@
@deanery@|@pastorat, provsti@
@deanship@|@provsti@
@dear@|@dyr(-et), dyrt, kær, kære, rådyr, værdifuld@
@dear me!@|@herregud!@
@dearly@|@dyrt@
@dearly bought@|@dyrekøbt@
@dearth@|@nød (mangel på), trange kår@
@death@|@bekomst, bortgang(-en), bortkaldelse(-en), død, døden, dødsfald(-et), endeligt(-et)@
@Death@|@knokkelmanden@
@death certificate@|@dødsattest(-en)@
@death duty@|@arveafgift(-en)@
@death from starvation@|@sultedød@
@death mask@|@dødsmaske(-en)@
@death notice@|@dødsannonce(-en)@
@death of a martyr@|@martyrdøden@
@death penalty@|@livsstraf(-en)@
@death ray@|@dødsstråle(-en)@
@death roll@|@dødsliste(-en)@
@death row@|@dødsgangen@
@death sentence@|@dødsdom(-en)@
@death struggle@|@dødskamp(-en)@
@death throes@|@dødskamp(-en), dødskramper@
@death trap@|@dødsfælde(-en)@
@death victim@|@dødsoffer(-et)@
@death watch (beetle)@|@dødningeur (borebille)@
@deathbed@|@dødsleje(-et)@
@deathblow@|@dødsstød(-et), grundskud(-et), nådestød@
@death-day@|@dødsdag(-en)@
@death-like@|@dødlignende@
@deathly pale@|@dødbleg@
@death-rate@|@dødelighedsprocent(-en)@
@death's head@|@dødningehoved(-et)@
@death-watch@|@borebille@
@debacle@|@fiasko(-en), nedtur(-en)@
@debar@|@formene adgang, fratage bestalling, udelukke@
@debark@|@afmønstre (fra skib), gå i land, landsætte@
@debase@|@fornedre, nedværdige@
@debased@|@ryggesløs@
@debasement@|@nedværdigelse@
@debatable@|@diskutabel, omdisputabel, omtvistelig, tvivlsom@
@debatable point@|@stridspunkt@
@debate@|@debat(-en), debattere, disputere, drøfte, drøftelse(-en), forhandle, forhandling(-en), meningsudveksling@
@debated@|@omstridt, omstridt@
@debating society@|@diskussionsklub(-en)@
@debauched@|@forsviret, lastefuld, ryggesløs, udsvævende@
@debauchery@|@lastefuldhed(-en), svigefuldhed, udsvævelser, utroskab@
@debenture@|@interimbevis, obligation, partialobligation@
@debilitate@|@gøre mindre anvendelig, svække@
@debilitated state@|@værkbruden@
@debit@|@debet, skylder (det skyldige beløb)@
@debit (somebody)@|@debitere@
@debit balance@|@debet saldo@
@debit side@|@udgiftsside@
@debouchment@|@afvige fra dydens smalle sti@
@debrief@|@afhøre, debrief, gennemgang af hændelsesforløb@
@debrief(e)@|@afrapportere@
@debriefing@|@afhøring(-en), evaluering(-en), gennemgang af hændelsesforløb@
@debriefing(s)@|@afrapportering(-en)@
@debris@|@affald, brokker, ruiner, vragrester@
@debt@|@gæld(-en), gældsfordring(-en), skylde (nogen), stå i gæld til@
@debt collecting@|@inkassation@
@debt collector@|@inkassator(-en)@
@debt item@|@gældspost(-en)@
@debt of gratitude@|@taknemmelighedsgæld@
@debt-collecting business@|@inkassoforretning@
@debtor@|@debitor(-en), skyldner@
@debtor's prison@|@gældsfængsel(-et)@
@debts@|@passiver@
@debug@|@fejlfinding, fjern skjult aflytning, rette fejl@
@debunk@|@sable ned, udle@
@début@|@debut(-en)@
@decade@|@10 år, tiår, årti(-et)@
@decadence@|@dekadence(-en), forfald(-et) (kultur)@
@decaffeinated@|@koffeinfri@
@decagon@|@tikant@
@decagonal@|@tikantet@
@decalcification@|@afkalkning@
@decalcify@|@afkalke@
@decals@|@overføringsbilleder@
@decamp@|@bryde op, fordufte, pakke lejren sammen@
@decant@|@dekantere, omhælde@
@decantation@|@omhældning@
@decanter@|@dekantér, glaskaraffel(-en), karaffel(-en)@
@decapitate@|@halshugge, henrette@
@decapitation@|@halshugning(-en)@
@decathlon@|@tikamp@
@decay@|@forfald, forfalde, forrådnelse(-en), henfald, råddenskab@
@decayed@|@fordærvet, frønnet, jordslået, rådden@
@decayed (teeth)@|@ormstukken@
@decease@|@afgå ved døden, bortgang(-en), død@
@deceased@|@afdød(-en), afgangen, hedenfaren, hedengangen, sal., salig@
@deceased's surviving kin@|@efterlevende, overlevende familie@
@deceit@|@bedrageri(-et), narre, snyd, svig@
@deceitfulness@|@falskhed(-en), maskepi(-en), perfidi@
@deceive@|@bedrage, narre, snyde@
@deceived husband@|@hanrej@
@decelerate@|@nedsætte (hastigheden), tage farten af@
@December@|@december@
@decency@|@anstændighed, sømmelighed, tilforladelighed, velanstændighed@
@decennium@|@tiår, årti(-et)@
@decent@|@anstændig, flink, hæderlig, manérlig, menneskelig, ordentlig, pæn, renfærdig, renlivet, sømmelig, tugtig, velanstændig@
@decentralization@|@decentralisation(-en)@
@deception@|@bedrag(-et), føre bag lyset, snyderi@
@deceptive@|@misvisende, skuffende, vildledende@
@deceptive dealings@|@maskepi(-en)@
@dechipher@|@dechifrere, dechifrere@
@decide@|@afgøre, beslutte, foresætte sig, pådømme, påkende, resolvere, råde (bestemme)@
@decide (on)@|@vedtage@
@decide against@|@fravælge@
@decided@|@afgjort, beluttede, decideret@
@decidedly@|@decideret@
@decidedly (easy to see)@|@afgjort (nemt at se)@
@deciderata@|@beslutning (grundlag), beslutningsdata@
@deciding@|@stillingtagen@
@deciding against@|@fravalg@
@deciduous@|@løvfældende@
@deciduous trees@|@løvfældende træer, løvtræer@
@decieve@|@dåre, føre bag lyset@
@decieve someone@|@stikke nogen blår i øjnene@
@decieving@|@snyd@
@decigram(me)@|@decigram (1/10 gram)@
@decilitre@|@deciliter (1/10 liter)@
@decimal@|@tiendedele@
@decimal (place)@|@decimal(-en)@
@decimal arithmetic@|@decimalregning(-en)@
@decimal balance@|@decimalvægt(-en)@
@decimal fraction@|@decimalbrøk(-en)@
@decimal point@|@komma(-et)@
@decimal system@|@ti-talsystemet@
@decimal system (the~)@|@titalsystemet@
@decimate@|@decimere, tynde ud i (10 %)@
@decimation@|@decimering(-en)@
@decimetre@|@decimeter (1/10 meter)@
@decipher@|@dechifrere, tyde@
@deciphering@|@tydning@
@decision@|@afgørelse(-en), beslutning(-en), beslutsomhed(-en), kendelse, påkendelse, vedtagelse@
@decision (of the court/judge)@|@retskendelse@
@Decision of the Court@|@retsafgørelse@
@decisive@|@afgørende, beslutsom, handlekraftig@
@decisive (factor)@|@udslagsgivende (~faktor)@
@decisiveness@|@handlekraft@
@deck@|@dæk(-et)@
@deck (cover)@|@tildække@
@deck (of cards)@|@kort talon (en pakke kort)@
@deck (ship-first/second--)@|@dørk(-en)@
@deck (ship's~)@|@skibsdæk@
@deck cargo@|@dækslast(-en)@
@deck chair@|@flugtstol(-en), liggestol(-en)@
@deck oneself out@|@maje ud@
@deck out@|@stadse op@
@deck shoes@|@sejlersko@
@deckchair@|@liggestol(-en)@
@deckhouse@|@dækskahyt, ruf@
@deckle-edged paper@|@håndgjort papir@
@declaim@|@deklamere, fremsige, offentliggøre@
@declamation@|@deklamation(-en), offentliggørelse, protesttale@
@declaration@|@angivelse(-en), erklæring(-en), opgivelse, påstand@
@declaration of independence@|@uafhængighedserklæring@
@declaration of love@|@kærlighedserklæring(-en)@
@declaration of neutrality@|@neutralitetserklæring@
@declaration of the poll@|@valgresultat@
@declaration of war@|@krigserklæring(-en)@
@declare@|@deklarere (i tolden), erklære, erklære(f.x.krig), fortolde, fremlægge@
@declare acceptance@|@decharge@
@declare null and void@|@mortificere@
@declare one's income@|@opgive sin indtægt@
@déclassé@|@deklassere@
@declension@|@bøjning(-en), deklination, kasus (bøjning), nedgang(-en)@
@declination@|@deklination@
