@English@|@Persian@
@family@|@aiyâl, âl, fâmil, tâyefe@
@family (from common ancestor)@|@dudmân, khândân, qoum@
@famine@|@qahti@
@famous@|@mashhur@
@fanaticism@|@ta'assob@
@fancy@|@farz, gamân, khiâl, tasavvor@
@fancy [to]@|@gamân bordan, gamân kardan@
@far@|@ba'id, dur, durdast@
@fare@|@kerâye@
@farmer@|@dehqân@
@farrier@|@na'lbandt@
@far-seeing@|@durbin@
@far-sightedness@|@durbini@
@fashion@|@tariqe@
@fast@|@tond@
@fast (of dye)@|@sâbet@
@fastness@|@tondi@
@fat@|@carb, carbi@
@fat [adj]@|@farbeh@
@fat of a sheep's tail@|@dombe@
@fatal@|@mohlek@
@fate@|@nasib, qadar, qazâ, qesmat, sarnevesht, tâle'@
@father@|@abavi, pedar, vâled@
@fatherland@|@mihan@
@fatigue@|@khastegi@
@fault@|@eib, jorm, khatâ@
@favour@|@ehsân, eltefât, fazl, lotf, marhamat, molâtefat@
@favour ¹@|@mennat@
@favour ²@|@ne'mat@
@fear@|@bâk, bim, harâs, hazar, tars, vahm@
@fear [to]@|@tarsidan@
@fearful@|@tarsnâk@
@fearing@|@harâsân@
@fearless@|@nâtars@
@feast@|@eid, id, jashn, sur@
@feeble@|@sost@
@feebleness@|@sosti@
@feeding on carrion@|@lâshkhor@
@feel [to]@|@hess kardan@
@feeling@|@ehsâs, hess@
@feigned disdain@|@nâz@
@felicity@|@doulat, sa'âdat, yomn@
@fellow [subs]@|@yâru@
@fellow countrymen@|@hammihanân@
@fellow-townsman@|@hamshahri@
@fellow-traveller@|@hamrâh@
@fellow-workman@|@hamkâr@
@felt@|@namad@
@female@|@mâde@
@feminine@|@mo'annas@
@ferment@|@mâye@
@ferry@|@gozar, ma'bar@
@fertile@|@hâselkhiz@
@festival of breaking the fast@|@ide fetr@
@festivity@|@shâdi@
@feudal@|@moluk ot-tavâefi@
@feudal barons@|@moluk ot-tavâef@
@fever@|@tab@
@few@|@andak, cand, kam@
@fibre@|@mile@
@fidget [to]@|@var raftan@
@field@|@dasht@
@field mouse@|@mushe sahrâ@
@field of battle@|@kârzâr@
@field-marshal@|@sepahbod@
@fifteen@|@pânzdah@
@fifty@|@panjâh@
@fig@|@anjir@
@fight with s.o. [to]@|@dast be geribâne kasi shodan@
@fighter@|@mobârez@
@fighting@|@zad o khord@
@figure@|@heikal, kâlbod, peikar, rikht, shekl, surat@
@filament@|@mile@
@file@|@souhân@
@fill [to]@|@âgandan, ambâshtan@
@filled@|@mamlovv@
@filter@|@sâfkon@
@filter [to]@|@pâludan@
@filth@|@kesâfat, nejâsat@
@filthiness@|@cerki@
@final@|@âkher@
@finally@|@âkher, âqebat ol-amr, bel-akhere, montahâ@
@finance@|@dârâi@
@financial@|@mâli@
@find [colloq] [to]@|@jostan@
@find [to]@|@peidâ kardan, yâftan@
@find fault [to]@|@eib gereftan@
@fine@|@jarime, khorde, zarif@
@fine arts@|@sanâye'e mostazrafe@
@fine sand@|@mâse@
@finger@|@angosht@
@finish [trans] [to]@|@tamam kardan@
@finished@|@separi@
@fir tree@|@kâj, sanoubar@
@fire@|@âtesh@
@fire a bullet [to]@|@tir andâkhtan@
@fire an arrow [to]@|@tir andâkhtan@
@fire-fighting service@|@âteshneshâni@
@fireman@|@âteshneshân@
@fireplace@|@bokhâri, ojâq@
@fires@|@nirân (pl. of nâr)@
@fire-temple@|@âteshkade@
@firewood@|@hizom@
@firework display@|@âteshbâzi@
@firm@|@bar qarâr, qâem, qâyem, qors, sâbet, sakht, vâseq@
@firm (fast)@|@mohkam, ostovâr@
@firm (hard)@|@seft@
@firmly established@|@motamakken@
@firmness@|@estehkâm, qarâr, sabât, sakhti@
@first@|@avval, avvalan, avvalin, nakhost, nakhostin@
@first ¹@|@ulâ (f. of avval), uli@
@first fruits@|@noubar@
@first lieutenant (naval)@|@nâvsarvân@
@first-fruit@|@bekr@
@fish@|@mâhi@
@fissure@|@shekâf@
@fist@|@mosht, panje@
@fisticuffs@|@moshtzani@
@fit@|@farâkhor, mosta'edd@
@fit for a king@|@shâhvâr@
@fitness@|@salâh, shâyestegi@
@fitter@|@mâshinsavârkon, oula@
@fitting@|@monâseb, motanâseb, shâyân, shâyeste@
@five@|@panj@
@five hundred@|@pânsad@
@fix [to]@|@qarâr dâdan@
@fixed@|@bar qarâr, mo'ayyan, moqarrar, qâem, qâyem, sâbet@
@fixed ¹@|@moqaiyad@
@fixing@|@tei@
@fixing [subs]@|@nasb@
@flabby@|@shol@
@flag@|@alam, beiraq, parcam@
@flame@|@sho'le@
@flame [to]@|@sho'le zadan@
@flames@|@nirân (pl. of nur)@
@flash@|@sho'le@
@flat@|@khonak, khonok@
@flat outside surface of a roof@|@poshte bâm@
@flatterer@|@câplus@
@flattery@|@câplusi, tamalloq@
@flavour@|@maze@
@flax@|@katân, kattân@
@flee [to]@|@gorikhtan@
@fleeing from one's country@|@mohâjerat@
@fleet (of foot)@|@tizrou@
@fleet (of ships)@|@nâvgân@
@flesh@|@gusht@
@flight@|@goriz@
@floating dock@|@ghouse shenâvar@
@flock@|@gale, galle@
@flocks@|@aghnâm (pl. of ghanarn), aghnâm va ahshâm@
@flood@|@seil, seilâb@
@floor-covering@|@farsh@
@flotilla@|@nâvgoruh@
@flour@|@ârd@
@flourishing@|@âbâd@
@flourishing condition@|@âbâdi@
@flow@|@jariân@
@flower@|@gol@
@flower-bed@|@golzâr@
@flower-garden@|@golestân@
@flowing@|@ravân@
@flowing [adj]@|@jâri@
@flue@|@dudkash@
@fluent@|@ravân, shiva@
@flute@|@nei@
@fluttering [subs]@|@ehtezâz@
@flux@|@seil@
@fly@|@magas@
@flying@|@goriz@
@foal@|@korre@
@foam@|@kaf@
@fodder@|@alaf@
@fog@|@ghobâr, meh@
@fold@|@cin, lâ, pic, zamânat@
@folded@|@cindâr@
@follower@|@tâbe', tarafdâr@
@followers@|@ahshâm (pl. of hasham), atbâ' (pl. of tâbe')@
@following after@|@dar pei(ye)@
@fondling@|@nâz@
@food@|@khorâk@
@foodstuffs@|@khârbâr@
@fool [n]@|@ahmaq@
@foolish@|@ahmaq@
@foot@|@pâ, qadam@
@foot (of a mountain)@|@dâman@
@for@|@az, az bahr(e), az barâye, bâbat(e), barâye, be@
@for ¹@|@bar lah(e)@
@for ²@|@az bâbat(e), mahz(e)@
@for example@|@masalan@
@for men@|@mardâne@
@for the present@|@naqdan@
@for the sake of@|@az bahr(e), dar râh(e), khâter(e), mahz(e)@
@for the sake of ¹@|@be khâter(e)@
@for this reason@|@az in ru, az in sabab, be in sabab@
@forage@|@alaf@
@forbidden@|@mahram, mamnu', qadaghan@
@force@|@heddat, niru, qovvat, tâqat, zur@
@forced by necessity@|@nâcâr, nâgozir@
@forces@|@qovâ (pl. of qovvat)@
@ford@|@gozar, ma'bar@
@forearm@|@bâzu@
@forefather@|@niâ@
@forehead@|@jabin@
@foreign@|@khâreje@
@foreign affairs@|@omure khâreje@
@foreign exchange@|@arz@
@foreigner@|@bigâne, gharib, khâreji@
@foreman@|@saramale@
@foreseen@|@manzur@
@foresight@|@pishbini@
@forest@|@jangal@
@forester@|@jangalbân@
@forestry@|@jangalbâni@
@forge@|@kure@
@forgery@|@ia'l@
@forget [to]@|@farâmush kardan@
@forgive [to]@|@bakhshidan, dar gozashtan@
@forgiveness@|@afv@
@forgo [to]@|@bakhshidan@
@forgotten@|@farâmush@
@fork@|@cangâl@
@form@|@kâlbod, nimkat, peikar, rikht, surat, tarkib, tarz@
@form (body)@|@heikal@
@form (figure)@|@shekl@
@form [to]@|@tashkil kardan@
@form ¹@|@qâleb@
@form a quorum [to]@|@tashkil shodan@
@form of praise@|@salavât@
@formal@|@suri@
@formalities@|@tasrifât (pl. of tashrif)@
@formation@|@tashkil@
@former@|@sâbeq@
@formerly@|@sâbeqan@
@formidable@|@mohib@
@forming@|@tashkil@
@fort@|@hesâr@
@fortifications@|@estehkâmât@
@fortified@|@mo'ayyad, mohkam@
@fortress@|@dezh, qal'e@
@fortunate@|@bakhtyâr, javânbakht, kâmrân, mobârak@
@fortune@|@bakht, gardun, tâle'@
@forty@|@cehel@
@fossil@|@sangvâre@
@fostering@|@parvaresh@
@foul@|@qabâhat, qabih@
@found [to]@|@ta'sis kardan@
@foundation@|@asâs, asl, bonyâd, mo'assese, pâye, tarh, ta'sis@
@foundation (of a building)@|@pei@
@foundation ¹@|@bone@
@foundations@|@mabâni@
@founded (upon)@|@mabnâ, mabni@
@founder@|@mo'asses, rikhtegar@
@founding@|@rikhtegari, ta'sis@
@fountain@|@ein, favvâre@
@fountain pen@|@qalame khodnevis@
@four@|@cahâr@
@fourteen@|@cahârdah@
@fowl@|@morgh@
@fox@|@rubâh@
@fracture@|@shekastegi@
@fragile@|@nâzok@
@frame@|@qâb@
@framed@|@sâkhte@
@frame-up@|@sâkhtegi@
@France@|@ferânse@
@frank@|@rok@
@frank speaking@|@sarâhate lahje@
@frankness@|@sarâhat@
@fraud@|@daghal, gul, taqâllob@
@fraudulent@|@daghal@
@freckle@|@khâl@
@free@|@âzâd, berâyegân, fâregh, khalâs, mobarrâ, moft@
@free (from)@|@âri@
@freedom@|@âzâdi, horriyat@
@freedom from care@|@farâghat@
@freedom from work@|@farâghat@
@freedom of choice@|@ekhteyâr@
@freeze [intrans] [to]@|@yakh bastan@
@freighter@|@bârkash@
@French@|@ferânsavi@
@Frenchman@|@ferânsavi@
@fresh@|@nouras, tar, tâze@
@fresh fruit and vegetables@|@tarebâr@
@fresh fruits newly ripe@|@noubar@
@freshness@|@tarâvat@
@Friday@|@jom'e@
@Friday mosque@|@masjede jâme'@
@friend@|@dust, dustdâr, rafiq, valei, yâr@
@friendless@|@bikas@
@friendliness@|@ons@
@friendly@|@delgarm@
@friendship@|@alâqe, delgarmi, dusti, mavaddat, mehr, sadâqat@
@friendship ¹@|@yâri@
@fright@|@houl@
@frightened@|@harâsân, mar'ub@
@frightening@|@houlnâk, tarsnâk, vahshatnâk@
@frivolous@|@harze@
@frog@|@qorbâghe@
@from@|@az, men@
@from among@|@az miân(e), men jomle(ye)@
@from beginning to end@|@yaksar@
@from head to foot@|@sarâpâ@
@from it@|@menhâ@
@from the beginning@|@az sar@
@from the direction of@|@az su(ye), az taraf(e)@
@from the presence of@|@az nazd(e)@
@from time to time@|@gâh be gâh@
@front@|@jelou(e)@
@frontier@|@marz, sarhadd@
@frontier guard@|@marzdâr@
@froth@|@kaf@
@frown@|@akhm@
@frowning@|@akhm@
@fruit@|@bar, bâr, mive, samar@
@frying pan@|@tâve@
@fuel@|@sukht@
@fugitive@|@mohâjer@
@fulfil [to]@|@anjâm dâdan, be jâ âvardan@
@fulfil an obligation [to]@|@az ohde birun âmadan@
@fulfilment@|@anjâm@
@full@|@mamlovv, por, sir@
@fuller@|@gâzor@
@fully@|@mofassalan@
@fully described@|@mofassal@
@function of an assistant@|@mo'âvenat@
@functionary@|@kârgozâr@
@fundamental@|@asâsi@
@fundamentally@|@asâsan, aslan@
@funeral ceremony@|@khatm@
@fungus@|@qârc@
@furlough@|@morakhkhasi@
@furnace@|@kure@
@furniture@|@asâsiye@
@further@|@digar@
@fusilage (of aeroplane)@|@tane@
@fusing (of light; etc)@|@ettesâl@
@fusion@|@godâz@
@fuss@|@ghâ'ele@
@futile@|@bihude, harze@
@future@|@âyande, âyande@
@future [adj]@|@âti@
@future [subs]@|@âtie, mostaqbel@
@gain@|@fâede, fâyede, hosul, manfa'at, sarfe@
@gaining@|@kasb@
@gains@|@manâfe (pl. of manfa'at)@
@gallows@|@dâr@
@gambling@|@qomâr@
@gambling (at cards)@|@qomârbâzi@
@game@|@bâzi, seid, shekâr@
@gaoler@|@zendânbân@
@garden@|@bâgh@
@gardener@|@bâghbân@
@gargling@|@gharghare@
@garlic@|@sir@
@garment@|@jâme, lebâs@
@garrison@|@pâdegân@
@garrulity@|@rudedarâzi@
@gate@|@darvâze@
@gather (the harvest) [to]@|@bar dâshtan@
@gather [to]@|@cidan@
@gather round [to]@|@gerd âmadan@
@gathering@|@ejtemâ'@
@gaudiness (of colour)@|@tondi@
@gaudy (of a colour)@|@tond@
@gazelle@|@âhu@
@gear@|@dandâne, dande@
@gem@|@gouhar@
@gendarmerie@|@amniye, ta'miniye@
@genealogical tree@|@shajarenâme@
@genealogies@|@ansâb (pl. of nasab)@
@genealogy@|@nasab@
@general@|@omumi, sardâr@
@general amnesty@|@afve omumi@
@general mobilization@|@basije omumi@
@general staff (of an army)@|@setâde kolle artesh@
@generality@|@omumiyat@
@generally@|@ghâleban, ma'mulan, omuman@
@generation@|@posht@
@generosity@|@fotovvat, karam, mardânegi, morovvat, sakhâvat@
@generous@|@karim, najib@
@genius@|@nâbeghe, qarihe@
@genius [abstr]@|@nobugh@
@gentle@|@molâem, molâyem, narm@
@gentle breeze@|@nasim@
@gently@|@yavâsh@
@genuine@|@mahz@
@geologist@|@zaminshenâs@
@geology@|@zaminshenâsi@
@geomancer@|@rammâl@
@geometry@|@hendese@
@Germany@|@âlmân@
@get rid of s.o. [to]@|@kalake kasi (cizi) râ kandan@
@get stuck [to]@|@gir kardan@
@get up [to]@|@bar khâstan, boland shodan, khâstan@
@gibbet@|@salib@
@gibe@|@ta'ne@
@giddiness@|@giji@
@giddy@|@gij@
@gift@|@atâ, bakhshesh, tohfe@
@gipsy@|@kouli@
@gird up one's loins [to]@|@kamar bastan@
@girl@|@dokhtar@
@girl guide@|@pishâhang@
@girlhood@|@dokhtari@
@give [to]@|@bakhshidan, dâdan@
@give a hand [to] assist [to]@|@dast dâdan@
@give a sign [to]@|@eshâre kardan@
@give birth (to) [to]@|@zâidan@
@give in [fig] [to]@|@tan dar dâdan@
@give up [to]@|@az dast dâdan, dast kashidan (âz)@
@giving@|@bazl@
@giving preference to [subs]@|@tarjih@
@glad@|@khorram, masrur, shâd@
@gladness@|@farah, neshât, shâdi@
@glance@|@lahze, nazar, negâh@
@glass@|@livân, shishe@
@glass-blower@|@shishesâz@
@glass-cutter@|@shishebor@
@glazed tile work@|@kâshikâri@
@glazed tiles@|@kâshi@
@glazier@|@shishebor@
@globe@|@korre@
@glory@|@eftekhâr, ezzat@
@glorying (in)@|@moftakher@
@glove@|@dastkash@
@glue@|@serishom@
@go (into) [to]@|@gonjidan@
@go [obs] [to]@|@shodan@
@go [to]@|@raftan, tashrif bordan@
@go aside [to]@|@bar kenâr raftan@
@go down [to]@|@foru shodan@
@go far apart [to]@|@dur oftâdan@
@go off (of a gun) [to]@|@dar raftan@
@go on [to]@|@gozashtan@
@go on a pilgrimage [to]@|@ziârat raftan@
@go out [obs] [to]@|@mordan@
@go round [to]@|@gardidan@
@go to the front [to]@|@pish oftâdan, sebqat jostan@
@go under [to]@|@foru raftan@
@goad@|@mehmiz@
@goat@|@boz@
@go-between@|@miânji@
@goblet@|@jâm@
@God@|@allâh, khodâ, khodâvand, rabb, yazdân@
@God be your protector@|@khodâ hâfez@
@God forbid@|@astaghfer ollâh, a'uzo bellâh@
@God most high@|@khodâye ta'âlâ@
@God powerful and glorious@|@khodâye azza va jalla@
@going@|@dâer, dâyer@
@going into retirement@|@kenâregiri@
@going out@|@khoruj@
@going out to meet (s.o.)@|@esteqbâl@
@going through [subs]@|@tei@
@going to extremes@|@efrât o tafrit@
@gold@|@talâ, zar@
@golden@|@falâi, zarrin@
@goldsmith@|@zargar@
@gonorrhoea@|@suzâk@
@good@|@kheir, khub, nik, niku, saleh@
@good fortune@|@sa'âdat@
@good name@|@âberu, âbru, nâmus@
@good news@|@mozde, navid, novid@
@good taste@|@suliqe@
@good work@|@savâb@
@goodbye@|@khodâ hâfez@
@good-natured@|@khoshakhlâq@
@goodness@|@hosn, kheir, khubi, niku@
@goods@|@bazâ'at, bone, kâlâ@
@goods and chattels@|@rakht@
@goodwill@|@hosne zann@
@goose@|@ghâz@
@gossip@|@gap, sokhancini@
@gossip (person)@|@sokhancin@
@governing@|@hokmrâni@
@government@|@doulat, entekhâbi, hokumat@
@governor@|@farmândâr, hâkem, hokmrân, vâli@
@governorate-general@|@ostân@
@governor-general@|@ostândâr@
@grace@|@adâ, fazl, feiz, jamâl, letâfat, mostafiz@
@graceful@|@latif@
@gracious@|@karim@
@gradation@|@tadrij@
@grades@|@marâteb (pl. of martabe)@
@gradual@|@tadriji@
@gradually@|@be tadrij, rafte rafte@
@graduate of a college@|@fâregh ot-tahsil@
@graduate of a university@|@fâregh ot-tahsil@
@graft (a tree) [to]@|@peivand zadan@
@grafted (of a tree)@|@peivandi@
@grain@|@dân, dâne, ghalle@
@grain of barley@|@jou@
@grammar@|@sarf@
@grammar book@|@dastur@
@grandchild@|@nave, nave@
@grandeur@|@ezzat, jalâl@
@grandfather@|@jadd@
@grant@|@atâ@
@grant [to]@|@bakhshidan, bakhshudan@
@grape@|@angur@
@grape syrup@|@dushâb@
@grapes@|@angur@
@graphic@|@namudâr@
@graphically@|@namudâr@
@grass@|@giâh, khas, margh@
@grass [kind of]@|@khas, margh@
@grateful@|@haqqshenâs, mamnun, motashakker, sepâsgozâr@
@gratis@|@berâyegân, moft@
@gratitude@|@haqqshenâsi, sepâsgozâri, shokr@
@gratuity@|@en'âm@
@grave@|@gur, maqbare, qabr@
@gravel@|@rig@
@graveyard@|@maqbare, qabrestân@
@gravity@|@gerâni, seql, veqâr@
@graze [intrans] [to]@|@caridan@
@grazing ground@|@cerâgâh@
@grease@|@carb, carbi, roughan@
@greasy@|@carb, carbi@
@great@|@bozorg, bozorgvâr, fâeq, fâyeq, kabir@
@great men@|@akâber (pl. of kabir), a'yân (pl. of ain)@
@greater@|@mehtar@
@greatest@|@akbar@
@great-grandchild@|@nabire@
@greatness@|@azamat@
@Grecian@|@yunâni@
@Greece@|@yunân@
@greed@|@hers, tama'@
@greedy [to]@|@tama' dâshtan@
@Greek@|@yunâni@
@green@|@sabz@
@greengrocer@|@baqqâl@
@greengrocer [kind of]@|@baqqâl@
@greenness@|@sabzi@
@greeting@|@salâm@
@grief@|@gham, ghosse@
@grieved@|@delkhor, ranjur@
@grilled@|@bereshte@
@gripe [med] [to]@|@pic zadan@
@groan@|@zâr@
@groom@|@mehtar@
@gross profit@|@sude nâvize@
@ground@|@zamin, zamine@
@groundwork@|@zamine@
@group@|@ferqe, senkh@
@group of people@|@daste@
@grow [intrans] [to]@|@be amal âmadan@
@grow [to]@|@rostan@
@grow [trans] [to]@|@be amal âvardan@
@grow dejected [to]@|@afsordan@
@gruel@|@âsh, shurvâ@
@grumble [to]@|@lond lond kardan@
@grumbling@|@ghorghor@
@guarantor@|@zâmen@
@guard@|@kashik, negahbân, pâsdâr@
@guardian@|@qâem, qâyem, qeiyem, valei@
@guarding@|@morâqebat@
@guarding the frontier@|@marzdâri@
@guess@|@hads@
@guess [to]@|@engâshtan, hads zadan@
@guest@|@mehmân@
@guidance@|@dalâlat, ershâd@
@guide@|@hâdi, râhnamâ@
@guiding@|@pishâhangi, rahnamuni@
@guild@|@senf@
@guilty@|@moqasser@
@gulf@|@khalij@
@gum tragacanth@|@ketirâ@
@gums (of the teeth)@|@lase@
@gun@|@tofang@
@gunboat@|@tupdâr@
@guncarriage@|@arrâde@
@gunpowder@|@bârut@
@gut@|@rudkhâne@
@gutter@|@jub, jui, jui@
@gynaecological diseases@|@amrâze nesvân@
@gypsum@|@gac@
@gypsy@|@kouli@
@habit@|@âdat@
@habitation@|@jâigâh, makân@
@hail@|@tegarg@
@hair@|@gis, gisu, mu@
@hair-splitting [adj]@|@mushekâf@
@half@|@nesf, nim, nime@
@half a load@|@lenge@
@hall@|@tâlâr@
@halter@|@mahâr, rasan@
@halvâ@|@halvâ@
@hamlet with cultivated lands@|@mazra'e@
@hammer@|@cakosh@
@hand@|@dast@
@hand over [to]@|@tahvil kardan, taslim kardan, vâ gozâshtan@
@handed over@|@vâgozâr@
@handful@|@mosht@
@hand-grenade@|@nâranjak@
@handing over@|@vâgozâri@
@handkerchief@|@dastmâl@
@handle@|@daste, qabze@
@handmade@|@dasti@
@hang [trans; intrans] [to]@|@avikhtan@
@hang [trans] [to]@|@be dâr zadan@
@hanging [adj]@|@âvizân@
@hank@|@kalâfe@
@haply@|@magar@
@happen [to]@|@ettefâq oftâdan, pish âmadan, vâqe' shodan@
@happen [to] ¹@|@dast dâdan@
@happening@|@ârez, ettefâq, hâdese, jariân, pishâmad, vâqe', vâqe'@
@happenings@|@havâdes (pl. of hâdese)@
@happiness@|@khoshhâli, khoshi, khoshnudi, masarrat, sa'âdat@
@happy@|@khosh, khoshhâl, khoshnud, shâdmân@
@happy (glad)@|@khorram, masrur@
@hard@|@dorosht, sakht, seft@
@hard as steel@|@pulâdin@
@hard stone@|@khâre@
@hard-mouthed (of a horse)@|@sarkash@
@hardness@|@sakhti@
@hardship@|@sheddat@
@hardworking@|@poshtekâr@
@hare@|@khargush@
@harm@|@mazarrat, zarar@
@harmonious@|@hamâhang@
@harmony@|@âhang@
@harp@|@cang@
@harrow@|@mâle@
@harsh@|@zebr@
@harvest@|@dorud, hâsel, kharman, mahsul@
@haste@|@ajale, dastpâcegi, shetâb@
@hasten [intrans] [to]@|@ajale kardan@
@hat@|@kolâh@
@hatchet@|@tabar@
@hate [to]@|@nefrat dâshtan@
@hatred@|@kin, kine, nefrat, tanaffor@
@haughtiness@|@takabbor@
@haughty@|@motakabber@
@haulage capacity@|@bârgiri@
@have [to]@|@dâshtan@
@have a haircut [to]@|@eslâh kardan@
@have a hand in [to]@|@dâkhel budan@
@have a name [to]@|@ma'rufyat dâshtan@
@have access to [to]@|@dastrasi dâshtan (be)@
@have information of [to]@|@âgâhi dâstan@
@have lessons [to]@|@dars khândan@
@have mercy [to]@|@rahmat kardan@
@have recourse (to) [to]@|@motavassel shodan@
@haversack@|@kulebâr@
@having@|@dârâ@
@having a chamber@|@khazânedâr@
@having a good hand@|@khoshnevis@
@having a hand (in an affair)@|@dakhil@
@having a large family@|@aiyâlbâr@
@having a magazine@|@khazânedâr@
@having an effect@|@dakhil@
@having influence@|@madkhaliyat@
@having just finished@|@fâregh@
@having lost one's way@|@gomrâh@
@having one's eye upon@|@molâheze@
@having recourse (to)@|@tavassol@
@having recourse (to; adj)@|@motavassel@
@having the honour of meeting@|@sharafyâb@
@having the power (to do sthg.)@|@estetâ'at@
@having two folds@|@dolâ@
@having two prongs@|@doshâkhe@
@hawk@|@qush@
@hawker@|@dastforush@
@hawking@|@dastforushi@
@hazelnut@|@fondoq@
@he@|@u, vei@
@he cannot do it@|@az u bâ namiâyad@
@he has lost "face"@|@âberushrikht@
@head@|@kalle, ra'is, ra's, sar@
@head and trotters (of sheep)@|@kallepâce@
@head of a personnel department@|@kârgozin@
@head of a religious order@|@morshed@
@headache@|@sardard@
@headman@|@kalântar@
@headman of a village@|@dehdâr@
@heads@|@ro'asâ (pl. of ra'is)@
@head-servant@|@farrâshbâshi, pishkhedmat@
@health@|@bonye, salâmat, salâmati@
@health (of persons)@|@tandorosti@
@healthy@|@câq@
@healthy (of persons)@|@tandorost@
@heap@|@tude@
@heap up [to]@|@andukhtan@
@hear [to]@|@shenidan, shenoftan@
@hearer@|@shenavande@
@heart@|@del, qalb@
@hearth@|@ojâq@
@heat@|@garmâ, garmi, harârat, tâb@
@heathen@|@kâfer@
@heavenly@|@samâvi@
@heavens@|@gardun@
@heaviness@|@gerâni@
@heavy@|@gerân, sangin@
@heavy oil@|@mâzut@
@Hebrew@|@ebri@
@heckle [to]@|@hou kardan@
@heckler@|@houci@
@heckling@|@houcigari@
@heed@|@ehteyât@
@heir@|@vâres@
@heir apparent@|@valiahd@
@hell@|@duzakh@
@help@|@dastyâri, hamrâhi, komak, madad, yâri, yâvari@
@help ¹@|@dastgiri@
@help ²@|@mosâ'edat@
@helper@|@dastgir, yâr@
@helpless@|@bicâre@
@henna@|@hannâ@
@hen's egg@|@tokhme morgh@
@her majesty@|@olyâ hazrat@
@herald@|@monâdi@
@herd@|@gale, galle@
@herdsman@|@galledâr@
@here@|@injâ@
@hereditary@|@mourusi@
@heritage@|@mirâs@
@hero@|@pahlavân, qahramân@
@hesitating@|@moraddad@
@hesitation@|@taraddod@
@hidden@|@gheib, nehân, panhân, qâem, qâyem@
@hide [trans] [to]@|@pushidan@
@high@|@âli, boland, fâeq, farâz, fâyeq, shâmekh, zabar@
@High Court of Appeal@|@divâne dâdrasiye keshvar@
@high-flown style (of writing)@|@ebâratpardâzi@
@high-minded@|@sâhebnazar@
@highroad@|@jâdde@
@highway@|@jâdde@
@hill@|@tappe@
@hilt (of a sword)@|@qabze@
@hinder part@|@aqab@
@hindering@|@man', mo'tarez@
@hindmost@|@pasin@
@hindrance@|@man'@
@hindrances@|@mavâne' (pl. of mâne)@
@Hindu@|@hendu@
@hint@|@eshâre@
@hint (at sthg.) [to]@|@gushe zadan@
@hire@|@ejâre, kerâye, mozd@
@hired labourer@|@mozdur@
@hireling@|@mozdur@
@historian@|@movarrekh@
@historic@|@târikhi@
@historical@|@târikhi@
@history@|@târikh@
@hit [to]@|@kotak zadan@
@hits@|@zanande@
@hoard@|@ganj, zakhire@
@hoarder@|@mohtaker@
@hoarding@|@ehtekâr@
@hog@|@gorâz@
@hold@|@gir@
@hold [to]@|@dâshtan, negâh dâshtan@
@hold back [to]@|@vâ dâshtan, vâdar kardan@
@hold lawful [to]@|@ravâ dâshtan@
@hold permissible [to]@|@ravâ dâshtan@
@hold under an obligation [to]@|@mennat gozâshtan@
@holiday@|@eid, id, ta'til@
@hollow@|@câl@
@holy@|@moqaddas, qodus@
@home@|@manzel, vatan@
@honest@|@sadq, saleh@
@honey@|@asal@
@honour@|@eftekhâr, jâh, sharaf, sharâfat@
@honoured@|@moftakher, mohtaram, mosharraf, sarafrâz@
@honouring@|@ehterâm, tashrif@
@honours@|@tashrifât (pl. of tashrif)@
@hoof@|@som@
@hook@|@qolâb@
@hooligans@|@oubâsh@
@hope@|@omid@
@hopeful@|@omidvâr@
