@English@|@Nahuatl@
@her body; her flesh; her substance; his body@|@inacayo@
@her bosom; its belly@|@ixillan@
@her breast@|@ichichihual@
@her bridegroom; her man; her husband@|@ioquichhui@
@her chalk@|@itizauh@
@her charge; her care@|@ipial@
@her cheeks are colored@|@mocacantlapalhuia@
@her child; her son; his child@|@iconeuh@
@her cotton@|@ichcauh@
@her daughter-in-law@|@icihuamon@
@her day sign; his day sign; his fate; his fortune@|@itonal@
@her death; his death; its death; its misery@|@imiquiz@
@her divided cord@|@imecamaxal@
@her drink; his drink@|@iauh@
@her duty; her fate; her task; her works; his works@|@itequiuh@
@her dwelling place@|@inemia@
@her ear; her hearer; his ear@|@inacaz@
@her effort; his effort; his work; his strength@|@itlapalihuiz@
@her equipement of women; her women's belongings@|@icihuatlatqui@
@her eye; his eye@|@iix@
@her face is covered with rouge@|@mixtlapalhuatzalhuia@
@her face; his face; his mask; its face@|@ixayac@
@her fast; his fasting; their fasting@|@inezahualiz@
@her father; his beloved father; his father@|@itatzin@
@her father; his father@|@ita@
@her fathers; his elders; his parents@|@itahuan@
@her fatigue; his fatigue@|@iciahuiz@
@her feast day; his feast; his feast day@|@ilhuiuh@
@her feet; his feet; his foot; his leg; his legs@|@icxi@
@her female navel@|@icihuaxic@
@her finger; his finger@|@imapil@
@her food; his food@|@itlacual@
@her forearm@|@imacpal@
@her golden butterfly nose pendant@|@iteocuitlayacapilpalouh@
@her golden ear plug@|@iteocuitlanacoch@
@her grain bin@|@icuezcon@
@her hair; his hair@|@itzon@
@her head; his head; its head@|@itzontecon@
@her hearer@|@itlacaccauh@
@her heart; his (h) his (h.) heart; his heart (h.)@|@iyollotzin@
@her heart; his heart; his mind; its; its center@|@iyollo@
@her helpmate; her husband; her mate; his consort@|@inamic@
@her home; her abode; her house; his dwelling place@|@ichan@
@her house; his house@|@ical@
@her image; her representation; her impersonator@|@ixiptla@
@her kinsman@|@ihuanyolqui, ihuayolque@
@her language; her speech; his command; his word@|@itlatol@
@her life; his life; his ways; its life@|@inemiliz@
@her little blouse@|@ihuipilton@
@her little skirt@|@icueton@
@her mantle of hair@|@itzonquen@
@her market place@|@itianquiz@
@her marriage@|@inenamictiliz@
@her mediator@|@iix inacaz@
@her milk@|@ichichihualayo@
@her mother; his mother@|@inan@
@her mothers; its mothers; their mothers@|@inanhuan@
@her name; his name; its name; so-called@|@itoca@
@her need; need of her; his need; its need; its use@|@inecoca@
@her old women@|@ilamayohua@
@her older brothers@|@ioquichtihua@
@her older sisters@|@ipihuan@
@her ornamentation@|@inechihual@
@her pain@|@tecococauh@
@her paper crown; his paper headdress@|@iamacal@
@her poults; her young; his children; his sons@|@ipilhuan@
@her property; her realm; his possession/property@|@iiaxca@
@her road@|@iiohhui@
@her shield; his shield; its shield@|@ichimal@
@her shift; her blouse; her shifts@|@ihuipil@
@her skin; his skin; its bark; its hide; its skin@|@iehuayo@
@her skin; its skin; its hide@|@iiehuayo@
@her skirt; her skirts@|@icue@
@her sleeping place@|@icochia, icochian@
@her song; his song@|@icuic@
@her soul; his soul@|@ianima@
@her spindle; her spindle whorl@|@imalac@
@her spinning bowl@|@itzahualcax@
@her teeth are darkened@|@motlamiahua@
@her temple; his temple@|@iteopan@
@her thigh; his thigh; his thighs; its legs@|@imetz@
@her thorns; his maguey spine; his thorn@|@ihuitz@
@her time of death; his time to die@|@imiquizpan@
@her umbilical cord; his umbilical cord@|@ixic@
@her uncles@|@itlahuan@
@her urine@|@iiaxix@
@her uterus; her vagina; her womb@|@icihuayo@
@her vagina@|@iatlauhyacac@
@her wares@|@itiamic@
@her water@|@iayo@
@her water's edge@|@iatenco@
@her way; its road; its way@|@iiohhui@
@her weaving stick@|@itzotzopaz@
@her wifely place@|@ioquichhuacan@
@her/his belongings; his goods; his property@|@iaxca@
@herb@|@quilitl@
@herb green; dark green; herb-green@|@quiltic@
@herb root@|@xiuhnelhuatl@
@herb-green@|@quilpaltic@
@here@|@iz, onican@
@here it is; behold; note it@|@izcatqui@
@here they are@|@izcate@
@here; in this place; native@|@nican@
@heroism; manliness; valor; exploits; warriorhood@|@oquichyotl@
@heron; snowy egret@|@aztatl@
@herself; on her own; of his own free will@|@inoma@
@hide-like@|@cuecuetlaxtic@
@high@|@huecapan@
@high judges; judges; lords@|@teuctlatoque@
@high jumper@|@acoholoani@
@high; long; tall@|@huiac@
@highly polished; very smooth@|@tetzcalpatic@
@highway@|@ochpantli@
@hill; mountain@|@tepetl@
@hip@|@cuappantli@
@his (h) creation; his creation@|@itlachihualtzin@
@his (h.) possession@|@iiaxcatzin@
@his (h.) possession; his (h.) property@|@iaxcatzin@
@his (h.) property@|@iiaxcatzin@
@his (h.) property; his (h.) goods; his clothing@|@itlatquitzin@
@his (h.) strength@|@itlapaltzin@
@his abdomen swells up; his stomach swells@|@itipozahua@
@his abode; his dwelling place@|@inemiyan@
@his abode; its dwelling place@|@inemian@
@his accusation; their complaint@|@ineteilhuil@
@his ailment@|@icocol@
@his anger@|@icualan@
@his apparition; his appearance@|@inenextiliz@
@his appearance; his countenance@|@itlachieliz@
@his arrow; its star@|@imiuh@
@his aunt@|@iahui, iiahui@
@his bathed sacrificial victims; his bathed slaves@|@itlaaltilhuan@
@his bathing@|@inealtiliz@
@his bean field@|@iyecuen@
@his beard@|@itentzon@
@his bearing; his bearing; his way of life@|@iyeliz@
@his beginning@|@itzintiliz@
@his beloved aunt@|@iiahuitzin@
@his beloved grandfather@|@icoltzin@
@his beloved grandmother@|@icitzin@
@his beloved mother; his mother; its mother@|@inantzin@
@his beloved son@|@itlazopiltzin@
@his beloved uncle; some little thing@|@itlatzin@
@his bird; his virile member@|@itotouh@
@his birth; his birthright; its birth; birth date@|@itlacatiliz@
@his black water@|@itlilauh@
@his blood@|@iezyo, iniezzo@
@his blood; its blood@|@iiezzo@
@his blood; its blood; their blood@|@iezzo@
@his body@|@inacayotzin@
@his body; his upper body; his torso; its body@|@itlac@
@his bones@|@iomiyo@
@his bones; its bones@|@iomio@
@his bones; its bones; its feathers@|@iiomio@
@his bones; their bone(s)@|@imomio@
@his book; his almanac@|@iamox@
@his bow@|@itlahuitol@
@his bowing of his head@|@itolol@
@his breast@|@iielpan@
@his breath@|@ihiyo@
@his breath; his spirit@|@ihiyotzin@
@his breech clout; his breechcloth@|@imaxtli@
@his brilliance@|@itlanextiliz@
@his burden of death@|@imiquiztequiuh@
@his buttocks; its haunches@|@itzintamal@
@his cane; his staff@|@itopil@
@his cape of nettles@|@itzitzicazlima@
@his cape; their cape@|@itilma@
@his captive; its catch@|@imal@
@his chalkiness@|@itizayo@
@his charge@|@ipiel@
@his chest@|@ielchiquiuh, iielpan@
@his child; his dear son; his son@|@ipiltzin@
@his chocolate@|@icacahuauh@
@his city@|@ialtepeuh@
@his claw; his talon@|@izti@
@his clothing; his covering; his vestments@|@itlaquen@
@his club; his piece of wood; his stick@|@icuauh@
@his coffer@|@itoptzin@
@his common folk; his vassals; his merit; his man@|@imacehual@
@his common people@|@icuitlapil iiatlapal@
@his common people; his people; his vassals@|@imacehualhuan@
@his companion@|@itehuical@
@his companion in death@|@imiquiztehuical@
@his consolation@|@ineyollaliliz@
@his courtyard; in his courtyard@|@iithualco@
@his creation; his deed; his doing@|@itlachihual@
@his creations; his creatures@|@itlachichualhuan@
@his cry; his shout; its howl@|@itzatziliz@
@his daughter@|@ichpoch, in ichpoch@
@his dear child@|@iconetzin@
@his derisive name@|@iiahuiltoca@
@his desert@|@iilhuil@
@his desert; his merit; his fate@|@ilhuil@
@his destruction@|@ipolihuia@
@his diarrhea@|@iapitzal@
@his disguise; his magic form@|@inahual@
@his divine command@|@iteonahuatil@
@his dog@|@itzcuin@
@his dogs@|@itzcuinhuan@
@his dread; his fear@|@inemauhtil@
@his drum@|@ihuehueuh@
@his drunkenness@|@itlahuancayo@
@his duck@|@icanauh@
@his ear plug@|@inacoch@
@his earthly name@|@itlalticpactoca@
@his effort@|@inetquipachol@
@his enemies; his foes@|@iyaohuan@
@his esteem@|@itlazo@
@his exaltation@|@iacoquizaya@
@his excrement@|@inemanahuil@
@his excrement; his offal; its excrement@|@icuitl@
@his executioners@|@itemicticahuan@
@his exploit; his manliness@|@iyoquichio@
@his eyelid@|@ixquenpal@
@his eyelids burn@|@ixcuatoleehua@
@his eyelids droop@|@ixtenmimilihui@
@his eyes ache@|@ixeehua@
@his eyes are inflamed@|@ixpopozahua@
@his eyes are torn ouyt@|@ixtelolococopinalo@
@his face@|@ix@
@his face becomes pale@|@ixtenexiuhtinemi@
@his face becomes red@|@ixchichilihui@
@his face was painted with the star design@|@mixcitlalichiuh@
@his feast day@|@iilhuiuh, in ilhuiuh@
@his feast day came@|@ilhuiuhquizaya@
@his feast day was celebrated@|@ilhuiquixtililoya@
@his feather headdress; his feathered headdress@|@ihhuitzoncal@
@his feet will be numbed@|@icximimiquiz@
@his finger nails are removed@|@iztitlatlaxo@
@his finger nails are torn out@|@izticocopinalo@
@his fingernail@|@iizti@
@his fingernails@|@iiztitzin@
@his fir branch@|@iacxoyauh@
@his fir branch; their fir branch@|@imacxoyauh@
@his fire drill@|@itlecuauh@
@his fire; its rump gland@|@itleuh@
@his fire-flowers@|@itlachinolxochiuh@
@his fireside@|@inextitlan@
@his flesh@|@inacacayo@
@his flint knife@|@itecpayo@
@his foam sandals@|@ipozolcac@
@his foot; his leg; its feet; its foot@|@iicxi@
@his forearm@|@imatzotzopaz@
@his friend@|@icniuh, iicniuh@
@his gift; his privilege@|@inemac@
@his glory@|@itleyo@
@his god@|@iteouh@
@his gods@|@iteohuan@
@his golden house; his house of gold@|@iteocuitlacal@
@his golden shell earplugs@|@itecuitlacoyolnacoch@
@his gourd rattle@|@iayacach@
@his governor@|@itechiuhcauh@
@his grandchildren; their grandchildren@|@imixhuihuan@
@his grandfather@|@icol@
@his grandsons@|@ixhuihuan@
@his grass ball@|@izacatapayol@
@his great festival@|@ihueyilhuiuh@
@his green stone serpent-shaped earplugs@|@ichalchiuhcoanacoch@
@his guardian@|@itepixcauh@
@his guests; his invited ones@|@icohuahuan, itlacoanotzalhuan@
@his guise; his reappearance; his transformation@|@inecuepaliz@
@his gullet@|@itlatolhuaz@
@his head@|@itzonteco, itzontencon@
@his head itches@|@cuaxococihui@
@his head throbs@|@mocuatzotzona@
@his headdress; his wig@|@itzoncal@
@his heart@|@iniyollo@
@his heart; its heart@|@moyollo@
@his hearth@|@itlecuillan@
@his heat; its fortune@|@itonallo@
@his hill; his mountain@|@itepetzin@
@his holy name; his name@|@itocatzin@
@his home; his house@|@ichantzinco@
@his honor; his renown@|@imahuizyo@
@his house of seashells@|@itapachcal@
@his house of tears@|@iiayocali@
@his hummingbird disguise@|@ihuitzitzilnahual@
@his image; his impersonator@|@iixiptla@
@his impersonators@|@ixiptlahuan@
@his incense@|@icopal@
@his incense ladle@|@itlema@
@his innovation; his invention@|@itlatzintil@
@his insignia@|@itlahuiz@
@his intestine; his intestines; its entrails@|@icuitlaxcol@
@his invention; his discovery@|@itlanextil@
@his iron sword@|@itepozmacuauh@
@his jewel; his ornament@|@icozqui@
@his joke@|@icacamanal@
@his joy; his happiness@|@ipac@
@his kin; his relatives; his kinsmen; their kin@|@ihuanyolque@
@his kinsmen@|@inihuayolque@
@his land@|@itlal@
@his large breechcloth@|@ihueimaxtli@
@his lie@|@iiztlac@
@his lie; his venom; its poison@|@itencualac@
@his lip@|@itentzin, itenxipal@
@his lip pendant@|@itempilol, itezacauh@
@his lips@|@iten@
@his lips move from side to side@|@cochamachaloa@
@his lips quiver@|@tenpapatlaca@
@his lips tremble@|@tenhuihuiyoca@
@his little danger@|@iohuitzin@
@his little snake; his little serpent@|@icoatzin@
@his lordly name@|@itecotoca@
@his lords@|@itecuihaun@
@his maize field; his corn field@|@imil@
@his mat; his reed mat@|@ipetl@
@his mercy; his sorrow for someone@|@itetlaocolil@
@his merit@|@iilhuil, imahcehual@
@his messengers@|@ititlanhuan@
@his mist jacket@|@iayauhxicol@
@his mother-in-law@|@imonnan@
@his mouth; in his mouth; in its mouth; its mouth@|@icamac@
@his mysteries@|@itoptzin ipetlacaltzin@
@his nature@|@yeliz@
@his neck swells@|@quechpozahua@
@his neck; its neck@|@iquech@
@his nerves@|@itlalhuayo@
@his net@|@imatl@
@his nose; its nose; its tip; its end@|@iyac@
@his nose; its scent; its odor@|@iyaca@
@his obsidian-bladed club; his war club@|@imaccuauh@
@his offense@|@iyolitlacoloca@
@his offering@|@ihuen@
@his office of ruler; his function of ruler@|@itlatocatequiuh@
@his office; his function@|@itequio@
@his old men@|@ihuehueihuan, ihuehueyohuan@
@his old women@|@ilamayohuan@
@his older brother@|@iach, itiachcauh@
@his older sister@|@ihueltiuh@
@his omen; his evil omen; his portent@|@itetzauh@
@his origin@|@ipehualiz@
@his overseeing@|@itlapializ@
@his page@|@ixolouh@
@his paper adornment; his paper raiment@|@iamatlatqui@
@his paper breech clout@|@iamamaxtli@
@his paper hair@|@iamatzon@
@his paper stole@|@iamaneapanal@
@his place of entry; its place of entering@|@icalaquian@
@his place of honor@|@imahuizyocan@
@his place of reclining; its place of falling@|@ihuetzian@
@his pleasure@|@ihuelmach@
@his pouch; his bag; his sack@|@ixiquipil@
@his poverty; his misery@|@inetoliniliz@
@his price; its price; its value; its worth@|@ipatiuh@
@his princely home@|@ipilchan@
@his princely name@|@ipiltoca@
@his private thing@|@ineixcahuil@
@his pulque; his wine@|@ioc@
@his punishment; his castigation@|@icuauh iteuh@
@his rabbit@|@itoch@
@his rags; his tatters@|@itatapa, itzotzoma, itzotzomatzin@
@his rattle stick@|@ichicahuaz@
@his rearing@|@izcaliloca@
@his reed box@|@itepetlacal@
@his reed chest@|@ipetlacaltzin@
@his reed mat@|@ipetlatzin@
@his reed stalk@|@iacapitzac@
@his regal title@|@itlatocatoca@
@his remedy; his cure; its cure; its remedy@|@ipahyo@
@his renown will be destroyed@|@mahuizyopolihui@
@his responsibility; his task@|@itequippan@
@his resting place@|@inetlaxoniuh@
@his root; his origin; its root; its roots@|@inelhuayo@
@his ruin@|@ipolihuiz@
@his sapote leaf seat@|@itzapoicpal@
@his sauce@|@imol@
@his seat@|@icpal@
@his semen@|@ixinach@
@his serpent staff@|@icoatopil@
@his shame@|@ipinahuiz@
@his sin@|@itlapilchihualiz@
@his sin; his fault; its error; its harm; itsdamage@|@itlatlacol@
@his sleep@|@icochiz@
@his sleeveless jacket@|@ixicol, ixillan@
@his slender lip pendant@|@itezacapiaz@
@his small breechcloth@|@imaxtlaton@
@his snakebite@|@icohuacualocauh@
@his snare@|@itzonhuaz@
@his songs@|@icuicanyo@
@his sorrow@|@itlaocol@
@his spirit; its essence@|@ihiyo@
@his stomach will swell@|@itipozahuaz@
@his stone; his rock; its egg; its eggs@|@iteuh@
@his straw bed@|@izacapepech@
@his subjects@|@itlapacholhuan@
@his sun@|@itonatiuh@
@his tail; its tail@|@icuitlapil@
@his tears@|@ixayo@
@his temple@|@iteocal@
@his temples; on his temples@|@icanahuacan@
@his tenderness; his freshness@|@icelica@
@his time to destroy people@|@itepoloaya@
@his tongue; its tongue@|@inenepil@
@his tooth; its teeth@|@itlan@
@his trail rations; his means of living on the road@|@iotlatocaya@
@his treasury storehous@|@icalpixcacal@
@his tribute of death@|@imiquiztequipan@
@his umbilical cord offering@|@ixichuen@
@his uncle@|@iitla, itla@
@his upper arms@|@iacol@
@his urine@|@iaxix@
@his urine was blocked@|@omaxixtzauc@
@his vassals@|@imacehuahuan@
@his vicar; his representative@|@ixiptlatzin@
@his vice@|@yahuilquizca@
@his voice; its voice@|@itozqui@
@his voice; their voice@|@intozqui@
@his walking staff@|@itlaczaya@
@his war club; his obsidion war club; its sword@|@imacuauh@
@his water@|@iatzin, iiauh@
@his way of coming down; his path of coming down@|@itemoya@
@his weeping@|@ichoquiz@
@his wife@|@icihuauh@
@his wife died@|@ocihuamic@
@his wine face@|@iocxayac@
@his wing; its leaves; its wings@|@iiatlapal@
@his women@|@icihuahuan@
@his word of sorrow@|@ichoquiztlatol@
@his word of sorrow; his word of pity@|@itlaocollatol@
@his word; his words@|@itlatoltzin@
@his words of humility@|@inecnomachiliztlatol@
@his wreath of flowers@|@icpacxochiuh@
@his writing@|@itlacuilol@
@his younger brother@|@iteiccauh@
@his younger brothers@|@iteiccahuan@
@his youth@|@itelpoch@
@hisser; that which hisses@|@tlanquiquicini@
@hoarseness@|@izahuaquiliztli@
@hole@|@tlaxapochtli@
@hollow@|@ihticoyonqui, iticoyonqui@
@hollow; having a hole@|@iiticoyonqui@
@hollow; hollowed; perforated; bored through@|@coyonqui@
@hollowed@|@comoltic@
@hollowed; having gorges@|@huacaliuhqui@
@home life@|@calinemiliztli@
@honey ant@|@necuazcatl@
@honey; maguey syrup; nectar; syrup@|@neuctli@
@honeyed pulque; honeyed wine@|@tlachihualoctli@
@honeyed; honey-like; maguey syrup; sweetened@|@neucyo@
@honey-like; honeyed; sweet; syrupy@|@neuctic@
@honor@|@mahuizotl, mahuizyotl, tlamahuiztililiztli@
@honored@|@mahuizzo@
@honored; esteemed@|@mahuizyo@
@hooded merganser@|@ecatototl@
@hoof@|@chohcholli@
@hook-clawed; having hooked claws@|@izticoltic@
@hooked at the top; curved at the top@|@cuacoltic@
@horned owl; owl@|@tecolotl@
@host@|@tecoanotzoni, tecoanotzqui@
@hot@|@cococ@
@house@|@calli@
@house beam@|@calcuahuitl@
@house finch@|@molotl@
@house mouse@|@calquimichi, calquimichin@
@house of feathers@|@ihhuicalli@
@house of gold@|@teocuitlaapilolli@
@house of lovely cotinga feathers@|@xiuhtotocalli@
