@Laotian (romanized)@|@English@
@hak sa kan@|@be in charge of@
@hak sa kan thaen@|@Acting as@
@hak sa kha ven@|@convoy@
@hak sa kham man san ya@|@keep a promise@
@hak sa khaum pot phay@|@maintain security@
@hak sa khon chep@|@treat patient@
@hak sa la biap@|@observe the rules@
@hak sa luk tao@|@protect one children@
@hak sa mod thouk yang@|@cure everything@
@hak sa pa yot@|@protect the interests@
@hak sa san ya@|@keep a promise@
@hak sa sin@|@observe religious@
@hak sa sin@|@precepts@
@hak sa sin@|@keep the commandments@
@hak sa sin@|@protect observance@
@hak sa tua@|@protect one self@
@hak sa tua ang@|@love oneself@
@hak sa tua meung@|@protect the city@
@hak sa vay@|@conserve@
@hak sa vay@|@keep@
@hak sa xat@|@protect one race@
@hak sad u lae@|@conserve@
@hak sap ha ya ban@|@remedy@
@hak thae@|@True love@
@hak tua ang@|@love oneself@
@hak xat@|@love one's country@
@hak xat@|@patriotic@
@hak xeung kan lae kan@|@love one another@
@hak xi vit@|@love life@
@ham@|@Bran@
@ham@|@Strike quickly a number of times@
@ham@|@medium@
@ham@|@average@
@ham deum\n@|@miss a menstrual period@
@ham deum\n@|@become pregnant@
@ham ham@|@not quite@
@ham hay@|@Constantly in one’s thoughts@
@ham hay@|@bewail@
@ham hay@|@weep and lament@
@ham hay@|@weep incessantly@
@ham hian@|@study@
@ham khao@|@rice bran@
@ham la du@|@miss a menstrual period@
@ham la du@|@become pregnant@
@ham luk@|@at the beginning of pregnancy@
@ham meu@|@spend a day@
@ham non@|@miss sleeping@
@ham pay@|@Repeatedly@
@ham pay@|@continually@
@ham pherng@|@think of@
@ham pherng@|@meditate@
@ham pherng@|@contemplate@
@ham pherng@|@contemplate@
@ham pherng nay chay@|@ponder@
@ham sut@|@miss one’s prayers@
@hame hoy@|@long for@
@hame hoy@|@desire@
@han@|@fast@
@han@|@rapid@
@han@|@quick@
@han@|@reach@
@han@|@a rrive@
@han@|@prune@
@han@|@cut back@
@han@|@shop@
@han@|@booth@
@han@|@shop shore@
@han a han@|@restaurant@
@han bu xa@|@altar@
@han hung@|@prune@
@han hung@|@cut@
@han ka phae@|@coffee shop@
@han kha@|@store@
@han kha khong kao kae@|@antique shop@
@han kha noy@|@booth@
@han kha noy@|@street stall@
@han kha yoy@|@retail shop@
@han khay khao chi@|@bakery@
@han khay lao@|@liquor store@
@han khay pha@|@piece goods shop@
@han khay pha@|@cloth merchant’s shop@
@han khay phak@|@greengrocer@
@han khay pheum an@|@bookstore@
@han khay xin@|@butcher shop@
@han khay ya@|@pharmacy@
@han sa ha kon@|@cooperative store@
@hang@|@nest@
@hang@|@vine in medicinal use@
@hang@|@rich@
@hang@|@stop@
@hang@|@stay overnight@
@hang@|@manger@
@hang@|@trough@
@hang@|@form@
@hang@|@shape@
@hang@|@body@
@hang@|@draft@
@hang@|@desert@
@hang ban@|@abandon  village@
@hang ha@|@tripod@
@hang hao@|@ancient metal bell@
@hang hen@|@tree@
@hang hom@|@vine@
@hang hom@|@used for perfume@
@hang hon@|@bush@
@hang kan@|@divorce@
@hang kay@|@hens nest@
@hang kay@|@the body@
@hang khao@|@Derris robusta Benth@
@hang khao nam@|@plant having medicinal use@
@hang khao ton@|@tree having medicinal use@
@hang khay@|@cocoon@
@hang khing@|@the body@
@hang kot may@|@legislation@
@hang kot may@|@project of law@
@hang lin@|@gutter@
@hang lin@|@eaves@
@hang mai@|@divorce one’s wife@
@hang me si suk@|@rich@
@hang me si suk@|@wealthy@
@hang me si suk@|@opulent@
@hang mi@|@rich@
@hang mi@|@wealthy@
@hang mi@|@opulent@
@hang mi@|@rich@
@hang mot@|@anthill@
@hang mot@|@ants nest@
@hang mu@|@pig’s trough@
@hang nam@|@eaves@
@hang nam@|@gutter@
@hang nam@|@drip molding@
@hang nok@|@bird’s nest@
@hang nok aen@|@bird’s nest@
@hang nok in xi@|@aerie@
@hang pha ra xa ban yat@|@bill@
@hang pha ra xa ban yat@|@draft of a bill@
@hang phao@|@divorce@
@hang pherng@|@hive@
@hang pherng@|@beehive@
@hang phuak@|@termites nest@
@hang taen@|@wasps nest@
@hang tor@|@wasps nest@
@hang van@|@wage@
@hang van@|@recompense@
@hang van@|@award@
@hang ya@|@manger@
@Hao@|@First person plural pronoun@
@hao@|@Get together for pleasure@
@hao@|@About@
@hao@|@approximately@
@hao@|@balustrade@
@hao@|@hazardously@
@hao@|@be cracked@
@hao@|@puffy@
@hao@|@swollen@
@hao chay@|@Rouse@
@hao day@|@about@
@hao day@|@to what extent?@
@hao het@|@hazard@
@hao het@|@risk@
@hao het@|@venture@
@hao het@|@hazardously act@
@hao hua@|@fence@
@hao hua chay@|@heartache@
@hao kap@|@like@
@hao kap@|@similar@
@hao khan day@|@balustrade@
@hao khao dia kan@|@of the same age@
@hao ma@|@bring back by drawing gently@
@hao pai@|@hazardously go@
@hao phang@|@listen or hear inadvertently@
@hao tak kheung@|@cloths line@
@hao tak pha@|@clothes line@
@hao tek@|@cleft@
@hao tek@|@split@
@hao than@|@breached@
@hao thang khu@|@Both of us@
@hao thang khu@|@the two of us@
@hao thang mot@|@All of us@
@hao thang song@|@Both of us@
@hap@|@receive@
@hap@|@accept@
@hap@|@obtain@
@hap@|@even@
@hap@|@smooth@
@hap@|@level@
@hap a han@|@eat@
@hap ao@|@accept@
@hap ao@|@take@
@hap ao day@|@admissible@
@hap ao day@|@receivable@
@hap ao day@|@allowable@
@hap bang@|@conceal@
@hap bang@|@hide@
@hap bang@|@secrete@
@hap bap@|@receive the consequences of a sin@
@hap chang@|@be employed@
@hap chao@|@receive a prince@
@hap chay@|@agree to pay@
@hap hay@|@go bond of someone@
@hap het@|@agree to do@
@hap hong@|@receive@
@hap hong@|@guaranty@
@hap hong va theuk@|@endorse the correctness of@
@hap hu@|@recognise@
@hap kap bay na@|@suit the face@
@hap kham@|@promise@
@hap kham sang@|@receive or take an order@
@hap khap@|@peaceful@
@hap khap@|@tranquil@
@hap khap@|@undisturbed@
@hap khek@|@receive guests@
@hap khek@|@entertain guests@
@hap khon@|@receive a person@
@hap khon doy san@|@pick up passengers@
@hap khor kam@|@predestine@
@hap khor kam@|@foredoom@
@hap khor kam@|@predetermine@
@hap khuam@|@accept an idea or proposal@
@hap khuam hen xop@|@get approval@
@hap khuam tay@|@die@
@hap lak than@|@accept in principle@
@hap mao@|@contract@
@hap mao@|@make a contract to do@
@hap meun@|@smoothly@
@hap meun@|@tranquilly@
@hap mor la dok@|@inherit@
@hap mor la dok@|@receive an inheritance@
@hap na thi tang@|@take over the duty of@
@hap na thi tang@|@do duty for@
@hap nam@|@do sermon@
@hap nang seu@|@receive a letter@
@hap ngern@|@receive pay@
@hap ngern deun@|@receive pay or salary@
@hap ni@|@underwrite@
@hap ni@|@go bond for@
@hap pha kan@|@guaranty@
@hap pha kan@|@guarantee@
@hap phak@|@give one’s word@
@hap phiang@|@flat@
@hap phiang@|@level@
@hap phiang@|@smooth@
@hap phit hap xop@|@accept responsibility@
@hap phit xop@|@accept responsibility@
@hap phon@|@succeed@
@hap phon@|@receive a blessing@
@hap phon kan ka tham@|@accomplish@
@hap phon kan ka tham@|@complete@
@hap ra xa kan@|@hold a government post@
@hap ra xa kan@|@enter government service@
@hap sa dat@|@welcome a king or prince@
@hap sa la phap@|@confess@
@hap sa nong@|@comply@
@hap sang@|@receive orders@
@hap serk@|@engage an enemy@
@hap sin@|@receive religious prescriptions@
@hap sin bon@|@take a bribe@
@hap song@|@consent to deliver@
@hap tham@|@agree to do@
@hap thot@|@be punished@
@hap thuk@|@suffer@
@hap ton@|@receive@
@hap ton de@|@be well entertained@
@hap vay@|@take@
@hap vay phi cha la na@|@take into consideration@
@hap ven@|@assume duty@
@hap xay@|@accept to serve@
@hap xay@|@accept to reimburse@
@hap xay@|@serve@
@hap xay pa thaet xat@|@serve one’s country@
@hap xern@|@receive or accept an invitation@
@hap xok xa ta@|@predestine@
@hap xok xa ta@|@foredoom@
@hap xok xa ta@|@predetermine@
@hap xop@|@accept@
@hap xua@|@take a lease@
@hap xua@|@rent@
@hap yom@|@agree to submit@
@hap yu ham kin@|@shortage of food@
@hat@|@tie@
@hat@|@fasten@
@hat@|@pour down@
@hat@|@cooked badly@
@hat@|@distorted by shame@
@hat ao@|@put on a belt@
@hat hing@|@lace@
@hat hup@|@mold the figure@
@hat kum@|@embrace tightly@
@hat tha na@|@invite@
@hay@|@Grains of crystal@
@hay@|@Mountain or dry rice field@
@hay@|@Poor@
@hay@|@Lacking@
@hay@|@destitute@
@hay@|@read@
@hay@|@scold@
@hay@|@angry@
@hay@|@fierce@
@hay a ngun@|@Vineyard@
@hay bi da man da@|@Without parents@
@hay bi da man da@|@orphaned@
@hay chut may@|@Without destination@
@hay da@|@scold@
@hay da@|@lose one’s temper@
@hay diat sa@|@Naif@
@hay diat sa@|@naive@
@hay dong@|@Tree@
@hay heng@|@truculent@
@hay heng@|@grave@
@hay heng@|@severe@
@hay heng@|@serious@
@hay het phon@|@Unreasonable@
@hay heut@|@Ficus@
@hay kan seuk sa@|@Uneducated@
@hay kat@|@ferocious@
@hay kat@|@fierce@
@hay kat@|@cruel@
@hay kay@|@Tree@
@hay khat@|@scold@
@hay khat@|@wicked@
@hay khat@|@sinful@
@hay kheun@|@get angry@
@hay khiav@|@Tree@
@hay khom@|@angered@
@hay khom@|@wicked@
@hay khuam khit@|@Thoughtless@
@hay khuam may@|@Meaningless@
@hay kiat@|@Without honor@
@hay lay@|@very wicked@
@hay ma ra yat@|@Lacking in manners@
@hay mae@|@Motherless@
@hay may@|@hop among the branches@
@hay mon@|@recite incantations@
@hay na@|@Ricefield@
@hay na hua suan@|@Fields and gardens@
@hay nam@|@decant@
@hay phay@|@Cotton field@
@hay phon@|@Futile@
@hay phor@|@Useless@
@hay sa li@|@Cornfield@
@hay sa ra@|@Irrelevant@
@hay sa ra@|@immaterial@
@hay som@|@Tree@
@hay thi pherng@|@Lacking in support@
@hay xap@|@Needy@
@hay yat khat mit@|@Without family or friends@
@hay yot@|@Useless@
@He@|@Onom. shout of happiness@
@he@|@onom. cheer of victory@
@He@|@Interj. hey! let’s go@
@he ha@|@Onom. sound of glee@
@he huan@|@Be uncertain@
@he huan@|@Waver@
@he huan@|@hesitate@
@he li khop tae@|@Helicopter@
@heng@|@hurried@
@heng@|@quicken@
@heng@|@accelerate@
@heng hao@|@urge on@
@heng hat@|@press@
@heng hat@|@squeeze@
@heng hip@|@hurry@
@heng hon@|@hasty@
@heng kua@|@very@
@heng meu@|@quicken@
@heng meu@|@accelerate@
@heng thao@|@quicken one’s pace@
@heng viak@|@speed up the work@
@Her@|@Dirty@
@Her@|@ugly@
@her hay@|@Very ugly@
@her may@|@Aggregation of small branches@
@herng@|@be happy@
@herng@|@be satisfied@
@herng@|@be excited@
@hery@|@word used at the end of a line verse@
@hery@|@vocative particle@
@hery heuy@|@long (as of string)@
@het@|@do@
@het@|@act@
@het@|@make@
@het a@|@decorate@
@het a@|@prime@
@het a@|@dress up@
@het ang@|@be vain@
@het ang@|@be proud@
@het ang@|@do by oneself@
@het aut@|@be vain@
@het aut@|@be proud@
@het auy@|@obscene or immoral begavoir@
@het bap@|@err@
@het bap@|@sin@
@het bor hu chak@|@pretend not to@
@het bun@|@have a festival@
@het bun than@|@give alms for the sould of the dead@
@het chep@|@hurt@
@het chep@|@injure@
@het chop@|@do well@
@het di@|@do well@
@het di thi sut@|@do one’s best@
@het din am kan@|@be reconciled@
@het dong@|@prepare a wedding@
@het duay@|@made of@
@het hak@|@break@
@het hang@|@put up scaffolding@
@het hay@|@cause@
@het hay@|@get angry@
@het hay@|@scold@
@het hay@|@do harm@
@het hay chep chay@|@aggravating@
@het hay chep chay@|@maddening@
@het hay chon pan ya@|@disconcert@
@het hay chon pan ya@|@confound@
@het hay chon pan ya@|@frustrate@
@het hay het na@|@farm@
@het hay hue u ta lay@|@muffle@
@het hay hue u ta lay@|@stun@
@het hay hue u ta lay@|@deafen@
@het hay kap kheun di@|@reestablished@
@het hay kap kheun di@|@reconcile@
@het hay kap kheun di@|@bring back@
@het hay kert@|@bring about@
@het hay kert xeu theu@|@section@
@het hay kert xeu theu@|@accredit@
@het hay kham som phat kan@|@rhyme@
@het hay khao chay phit@|@mislead@
@het hay khao chay phit@|@cause misunderstanding@
@het hay kheng khor@|@form hounds into a pack@
@het hay kheng khor@|@stir up a mob@
@het hay khi tom phang say@|@splash with mud@
@het hay long xeu@|@seduce@
@het hay long xeu@|@delude@
@het hay man khong@|@stabilize@
@het hay mua hu mua ta@|@dazzle@
@het hay mua hu mua ta@|@obscure@
@het hay mua hu mua ta@|@blind@
@het hay nen phen kheun@|@strengthen@
@het hay nen phen kheun@|@confirm@
@het hay nen phen kheun@|@make firm@
@het hay non@|@make sleepy@
@het hay num kheun@|@rejuvenate@
@het hay pa nam@|@wean@
@het hay pan puan@|@discompose@
@het hay pan puan@|@upset@
@het hay pen bap@|@set an example@
@het hay pen bap diav kan@|@standardize@
@het hay pip chay@|@impress@
@het hay pip chay@|@affect@
@het hay pip chay@|@move@
@het hay sa bay di@|@make comfortable@
@het hay say khvan@|@stupefy@
@het hay say khvan@|@astound@
@het hay say khvan@|@dumbfound@
@het hay say som@|@spoil the beauty of@
@het hay tha nong tua@|@make proud@
@het hay tham na@|@farm@
@het hay thor chay@|@repulse@
@het hay thor chay@|@rebuff@
@het hay thor chay@|@disgust@
@het hay thor kan@|@size@
@het hay thor kan@|@adjust@
@het hay thor kan@|@equalize@
@het hay thu lao long@|@mitigate@
@het hay thu lao long@|@soften@
@het hay thu lao long@|@pacify@
@het hay vep@|@deflate@
@het hay vep@|@let the air out of@
@het hay yai kheun@|@amplify@
@het hay yai kheun@|@develop@
@het hay yak@|@complicate things@
@het hay yung@|@ravel@
@het hay yung@|@tangle@
@het hiay@|@lose@
@het hpom@|@do together@
@het hu bor dai yin@|@pretend not to hear@
@het huk@|@weave@
@het hun@|@make a figurine for magical purposes@
@het kan@|@work@
@het khiat@|@be angry@
@het khoy@|@be a servant or slave@
@het khum heng@|@oppress@
@het khum heng@|@bully@
@het khvom@|@turn upside down@
@het kin@|@cook@
@het kin@|@prepare meals@
@het kok@|@do first@
@het lap@|@do secretly@
@het lap lang@|@do behind someone’s back@
@het lin@|@do or act playfully@
@het lop@|@do badly@
@het lop@|@conceal@
@het lop@|@deceive@
@het map may@|@do surreptitiously@
@het na@|@farm@
@het na@|@till the fileds@
@het na hua@|@Pout@
@het na mom@|@Embarrass@
@het nay pa that@|@produce or makedomestically@
@het ngan@|@do work@
@het ngan@|@labor@
@het ngay@|@do easily@
@het ngern pom@|@counterfeit money@
@het nua dai hay@|@do anything to@
@het pen@|@be able to do@
@het pen@|@know how to do@
@het phet@|@pretty up@
@het phet@|@out on airs@
@het phet hat phay@|@put on airs@
@het phit@|@make a mistake@
@het phit@|@err@
@het phit@|@do wrong@
@het phot leu@|@exaggerate@
@het sern kheun@|@overdo@
@het sern kheun@|@exaggerate@
@het siay@|@lose@
@het siay vat@|@shame@
@het som@|@pickle@
@het suan@|@garden@
@het tab or hen@|@pretend not to see@
@het taek@|@break@
@het tam@|@imitate@
@het tam@|@obey@
@het tam@|@conform@
@het tam baep@|@imitate@
@het tam chay xop@|@do as one likes@
@het tang@|@act in place of@
@het tang@|@substitute for@
@het than@|@give alms for the souls of the dead@
@het thot@|@commit a fault@
@het ti@|@mimic@
@het ti@|@pretend@
@het tok@|@know down@
@het tok@|@cause to fall@
@het top@|@reply@
@het top@|@resist@
@het top@|@make a reprisal@
@het tor pay@|@continue@
@het tor pay@|@go on@
@het viak@|@work@
@het viak@|@be employed@
@het viak heun@|@run a household@
@het xu@|@commit adultery@
@het xua@|@behave badly@
@het xua@|@do ill@
@Heu@|@Day after tomorrow@
@Heu@|@Undo@
@Heu@|@take part disassemble@
@Heu@|@pull down@
@Heu@|@Demolish@
@Heu@|@Destroy@
@Heu@|@Dismount@
@Heu@|@Open@
@Heu@|@up@
@Heu@|@lift@
@heu@|@Vessel@
@heu@|@Boat@
@heu@|@Ship@
@heu@|@pirogue@
@heu@|@Happy@
@heu@|@iridescent@
@heu@|@Neglected@
@heu@|@overgrown@
@heu ban thuk heu bin@|@aircraft carrier@
@heu ban thuk sin kha@|@Freighter@
@heu bay@|@Sailboat@
@heu bay lom@|@Sailboat@
@heu bin@|@Airplane@
@heu bin@|@aircraft@
@heu bin ai phon@|@Jet plane@
@heu bin si mak bin@|@Four-engine aircraft@
@heu chak@|@Motorboat@
@heu chang@|@Ferry boat@
@heu chang@|@boat for hire@
@heu chung@|@Tugboat@
@heu dam nam@|@Submarine@
@heu dern tha le@|@Sea-going vessel@
@heu ha pa@|@Fishing boat@
@heu hang@|@Dugout@
@heu hap chang@|@Ferry boat@
@heu hap chang@|@boat for hire@
@Heu het may@|@Handle again@
@Heu het may@|@do over again@
@Heu het may@|@remodel@
@heu hong@|@Swan-headed barge@
@heu hor@|@Airplane@
@heu hua@|@Speedboat@
@heu hung@|@Shining@
@heu hung@|@brilliant@
@heu ka xeng@|@Rowboat@
@heu kha khay@|@Merchant vessel@
@heu kham nam@|@Ferry boat@
@heu khang@|@Ship running aground@
@heu khap@|@Narrow boat@
@Heu kheun@|@Pull up@
@heu khvam@|@Capsizing of a boat@
@heu kom@|@Dugout@
@heu kvat thun la bert@|@Minesweeper@
@heu lam liang@|@Lighter@
@heu lam liang khon song@|@Barge@
@heu lam liang khon song@|@hopper@
@heu lat ta ven@|@Cruiser@
@heu lom@|@Capsize@
@heu mae@|@Mail boat@
@heu mae@|@courier boat@
@Heu ork@|@Pull out@
@heu pa chan ban@|@Battleship@
@heu pa mong@|@Fishing boat@
@heu pao@|@Empty boat@
@heu peun@|@Gunboat@
@heu pha thi nang@|@Royal yacht@
@heu phae@|@Cutter@
@heu phay@|@Illuminated miniature boats floated during the festival at the end of rainy season@
@Heu pheun@|@Revise@
@heu phi khat@|@Destroyer@
@heu phi liang@|@Convoy@
@heu phor kha@|@Merchant ship@
@heu phuang@|@Sampan@
@heu rop@|@Warship@
@heu sa phao@|@Junk@
@heu sam pan@|@Sampan@
@heu sam phao@|@Junk@
@heu sang han tok pi do@|@Torpedo boat destroyer@
@heu sin kha@|@Freighter@
@heu taek@|@Shipwreck@
@heu thim thun la bert@|@Mine layer@
@heu thung@|@Freighter@
@heu tok pi do@|@Torpedo boat@
@heu vay@|@Speedboat@
@heu xaev@|@Sculling boat@
@heu xaev@|@gondola@
@heu xu xip@|@Lifeboat@
@heu xuang@|@Racing pirogue@
@heu yao@|@Long racing pirogue@
@heum@|@wet@
@heum@|@soaking@
@heum@|@muddy@
@heum@|@stout@
@heum@|@sturdy@
@heum san@|@robust@
@heum san@|@strong@
@heun@|@house@
@heun@|@home@
@heun@|@Leprosy@
@heun@|@bitter aftertaste@
@heun a say@|@shelter@
@heun a say@|@house of refuge@
@heun cham kang@|@prison@
@heun di@|@house in which a corpse is laid out for the perios of funeral ceremonies@
@heun dong@|@house in hich a wedding takes place@
@heun hang@|@abandoned house@
@heun hor@|@shelter of lovers@
@heun hua@|@house with a leaky roof@
@heun khet@|@house of bad luck@
@heun khvang@|@house of bad luck@
@heun lot@|@gargage@
@heun mai phay@|@house made of bamboo@
@heun mo@|@White leprosy@
@heun mung din khor@|@house with a title roof@
@heun pe@|@floating house@
@heun pe@|@house raft@
@heun pen@|@House of planks@
@heun phay@|@kitchen@
@heun pheun@|@house on stills@
@heun song xan@|@two-story house@
@heun thuk@|@house in which poverty exists@
@heun thut@|@Leprosy@
@heun ven@|@setting of a ring@
@heun xan@|@house of more than ones story@
@heun xan@|@house@
@heun xan@|@dwelling@
@heun xay@|@veranda and living room of a typical Lao house@
@heun xe@|@dilapidated leaning house@
@heun yao@|@household@
@heun yao@|@typical Lao house@
@heun yu phiav@|@hermitage@
@heung@|@shine@
@heung@|@illuminate@
@heung@|@be famous@
@heup@|@a type of yam@
@heut@|@become very angry@
@heut@|@bedbug@
@heut may@|@bamboo bug@
@hev@|@fast@
@hev@|@quick@
@hev@|@cemetery@
@hev@|@trap@
@hev@|@snare for small game@
@hev hip@|@quick@
@Hi@|@Dislike@
@Hi@|@Oval@
@Hi@|@Fence of bamboo or wood@
@hi hom@|@Consider@
@hi hom@|@think carefully@
@hi khong kin@|@Fussy about food@
@hia@|@Be lost (on the way)@
@hia@|@lose@
@hia hvay@|@lose@
@hia hvay@|@trickle out on the way@
@hiak@|@call@
@hiak@|@call for@
@hiak ao kha thay@|@set ransom upon@
@hiak ao kha thay@|@ransom@
@hiak ha@|@call for a person@
@hiak hong@|@claim@
@hiak hong@|@demand@
@hiak hong@|@call@
@hiak hong@|@summon@
@hiak hong ha@|@call for someone@
@hiak hong pa mun@|@call for tenders or bidders@
@hiak hong pa xum@|@call or convoke a meeting@
@hiak hong pa xum lat sa pha@|@convoke a Parliament@
@hiak hong phi@|@invoke spirits@
@hiak hong sit@|@claim one’s rights@
@hiak khvan@|@invoke the indwelling of a guardian spirits@
@hiak pa mun@|@call for tenders@
@hiak pa xum@|@call or convoke a meeting@
@hiak phi@|@invoke spirits@
@hiak phit@|@misname@
@hiak phit@|@mistake the name of another@
@hiak tham@|@call for questioning@
@hiak tua@|@send for@
@hiak tua@|@summon@
@hiak va@|@be called@
@hiak xay hiak khva@|@look about@
@hiak xeu@|@name@
@hiak xeu@|@call the name of another@
@hiak xeu phit@|@mistake the name of another@
@hiam@|@first person singular@
@hiam ni@|@first person singular@
@hian@|@study@
@hian@|@learn@
@hian@|@ornamental tree@
@hian duay ton ang@|@learn by oneself@
@hian hay xap@|@inform@
@hian keng@|@learn quickly@
@hian keng@|@do well@
@hian kheun chay@|@learn by heart@
@hian lek@|@study srithmetic@
@hian nang seu@|@study@
@hian pha ti bat@|@ask to consult with@
@hian than@|@Dear Mr@
@hian thang phay sa ni@|@take a correspondence@
@hiang@|@arrange in order@
@hiang@|@place side by side@
@hiang kan@|@placed side by side@
@hiang kan pen thua@|@be lined up@
@hiang kan pen thua@|@be in line@
@hiang khuam@|@moment for the ceremony of arranging the pillow during the wedding@
@hiang mon@|@auspicious moment for the ceremony of arranging the pillow during the wedding@
@hiang phim@|@set type@
@hiang thua@|@align@
@hiang tua@|@in single file@
