@English@|@Ojibwe@
@base@|@ashoojisijigan+an@
@base viol@|@gichi-gidochigan+an, gichi-naazhaabii'igan+an@
@base: baseball ~@|@ambes+ag (SE)@
@base: be ~@|@maanaadad (vii)@
@base: tree ~@|@okikad+oon, okwikad+oon@
@base: tree trunk ~@|@okikad+oon, okwikad+oon@
@baseball@|@bakitejii'igewin+an, gwaashkwaanadowaan+an (NO/NW/WO)@
@baseball bat@|@baagahadowaanaatig+oon, bakitejii'iganaatig+oon (NW), bakitejii'iganaak+oon, bakite'iganaatig+oon (NW), gwaashkwaanadowaanaatig+oon (NO/NW/WO)@
@baseball mitt@|@nawadinige-minjikaawan+ag (NW/WO)@
@baseball player@|@bakitejii'igewinini+wag@
@baseball: play ~@|@bakitejii'ige (vai)@
@basement: have a ~@|@anaamakamigokaade (vii)(SE)@
@basement: in the ~@|@anaamisag (pc)@
@bash SO against TH@|@bakite'aakwishim (vta), bakite'aakoshim (vta)(SE)@
@bash ST against ST@|@bakite'aakwisidoon (vti2), bakite'aakosidoon (vti2)(SE)@
@bashful in presence of SO@|@agajiitaw (vta)@
@bashful: be ~@|@achinizi (vai), agaji (vai), agajishki (vai), agajiwaadizi (vai), agajiwizi (vai), zhaagwenimo (vai)@
@bashful: be ~ in speaking@|@agazomo (vai)@
@bashful: speak ~ly@|@agaajimo (vai)@
@bashfully@|@niboodewi- (pv4)@
@bashfulness@|@agajishkiwin+an, agajiwaadiziwin+an, agajiwin+an, agajiwiziwin+an@
@Basil@|@Baazinid (nom)@
@basin@|@dabasakamig (pc)@
@basin [watershed]@|@maamawijiwan+an (WO)@
@basin: be a ~@|@basakamigaa (vii), zhingakamigaa (vii), mangiwaanaa (vii)@
@basin: be a water ~@|@waanaa (vii), waanashkobiiyaa (vii)@
@basin: wash ~@|@gaasiingwe'onaagan+an (WO), giziibiigiingwewinaagan+an, giziinjaaninaagan+an@
@basin: water ~@|@wayaanag+in@
@basis@|@ashoojisijigan+an@
@bask in the sun@|@abaasandeke (vai), abaasindeke (vai)@
@Baskadong Lake (MN)[Lake]@|@Beskaada'ang-zaaga'igan@
@basket@|@agokobinaagan+an (NE/SE/SW), makak+oon@
@basket handle: curved\arched ~@|@zagaabikaan+an (NE)@
@basket made of spruce root@|@wadabii-makak+oon@
@basket with zagaabikaan handle@|@zegaabikaadenh+yan@
@basket: back-~ made of bark@|@aawajiwanaagan+an@
@basket: birchbark ~@|@wiigwaasi-makak+oon, wiigwaas-onaagan+an (NW/WO), wiigwemod+an@
@basket: food-~@|@miijimiwazh+an@
@basket: make a ~@|@agokobinaaganike (vai)@
@basket: make a spruce root ~@|@wadabii-makakoke (vai)@
@basket: market ~@|@zegaabikaadenh+yan@
@basket: penny ~@|@zegaabikaadens+an@
@basket: quill-worked bark ~@|@biiwayi-makakoons+an (NE)@
@basket: spruce root ~@|@wadabiiwinaagan+an (NW/WO)@
@basket: sugaring ~@|@ziinzibaakwado-makak+oon@
@basket: under the ~@|@anaamimakak (pc)@
@basket: willow ~@|@oziisigobimizhii-makak+oon@
@basket: woven basswood cane ~@|@wiigobii-makak+oon@
@basketball@|@gichi-bikwaakwad+oon (SW)@
@basketball: be played as a ~@|@zhaabosabiiwebinigaade (vii), zhaabosabiiwebinigaazo (vai)@
@basketball: play ~@|@biinji-webinige (vai)(CS), zhaabosabiiwebinige (vai)@
@Bass Brook (MN)[Itasca]@|@Ashiganikaani-ziibiins@
@Bass Creek (MN)[Hennepin]@|@Ashigani-ziibiwishenh@
@Bass Lake (MI)@|@Ashigani-zaaga'igan@
@Bass Lake (MN)[Aitkin]{by Aitkin}@|@Wiigobimizhi-zaaga'igan@
@Bass Lake (MN)[Aitkin]{by Libby}@|@Ashigani-zaaga'igan@
@Bass Lake (MN)[Aitkin]{by McGregor}@|@Wiigobimizhi-zaaga'igan@
@Bass Lake (MN)[Aitkin]{by Swatara}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Becker]{by Bad Medicine L}@|@Wiigobimizhi-zaaga'igan@
@Bass Lake (MN)[Becker]{by Toad L}@|@Wiigobimizhi-zaaga'igan@
@Bass Lake (MN)[Becker]{by White Earth L}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Beltrami]{by Nebish}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Beltrami]{by Tenstrike}@|@Baataawigamaag-zaaga'igan@
@Bass Lake (MN)[Crow Wing]{Center}@|@Ashigani-zaaga'igan@
@Bass Lake (MN)[Crow Wing]{Mission}@|@Ashigan-zaaga'igan@
@Bass Lake (MN)[Hennepin]@|@Ashigani-zaaga'igan@
@Bass Lake (MN)[Itasca]{b/n Deer L & Mississippi R}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Itasca]{by Crooked L}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Itasca]{by Sand L}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Itasca]{S of Deer L by Big Fork R}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Mahnomen]@|@Maanashiganikaan-zaaga'igan@
@Bass Lake (MN)[Otter Tail]{by L Lida}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Otter Tail]{by Underwood}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Otter Tail]{Fish Lsake}@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Pine/Kanabec]@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[Pine]@|@Ashiganikaan-zaaga'igan@
@Bass Lake (MN)[St. Louis]{Lake Vermilion}@|@Gaa-waagamig-zaaga'igan@
@Bass Lake (WI)@|@Ashiganikaaning, Ashiganikaan-zaaga'igan@
@Bass Lake: Big ~ (MN)[Hubbard]@|@Gaa-aazhoogani-mashkodewan-zaaga'igan@
@Bass Lake: Black ~ (MN)[Mille Lacs]@|@Ashiganikaan-zaaga'igan@
@Bass Lake: Green ~ (MN)[Cass]@|@Maanashiganikaan-zaaga'igan@
@Bass Lake: Little ~ (MN)[Aitkin]{by Sandy Lake}@|@Bangii-ashigani-zaaga'igan@
@Bass Lake: Little ~ (MN)[Hubbard]@|@Gaa-aazhoogani-mashkodewan-zaaga'igaans@
@Bass Lake: Little ~ (MN)[Pine]@|@Ashiganikaan-zaaga'igaans@
@Bass Lake: Upper ~ (MN)[Hubbard]@|@Gaa-aazhoogani-mashkodewan-zaaga'igaans@
@bass: black ~@|@ashigan+ag@
@bass: largemouth ~@|@ashigan+ag@
@bass: large-mouth ~@|@maanashigan+ag@
@bass: rock ~@|@agodaashiinh+yag (SE), gidagaa-agwadaashii+g@
@bass: small mouth@|@odazhegomoo+g (SW)@
@bass: smallmouth ~@|@noosa'owesi+wag@
@bass: white ~@|@gaa-nabagizid oja'okweshi+wag (NW)@
@Bassett Creek (MN)[Hennepin]@|@Gakaabikaang-ziibiwishenh@
@basswood@|@wiigibiish+ag@
@basswood bark@|@wiigobimizhii-wanageking (loc), wiigobimizhii-wanagek+wag, wiigob-wanageking (loc), wiigob-wanagek+wag@
@basswood bark fiber@|@asigobaan+an@
@basswood bark: doll of ~@|@asigobaani-mazinichigan+ag@
@Basswood Creek (MN)[Becker]@|@Gaa-wiigobimizhikaag-ziibiwishenh@
@Basswood Island (WI)@|@Wiigobiish-minising@
@Basswood Lake (MN)[Becker]@|@Gaa-wiigobi-minising-zaaga'igan@
@Basswood Lake (MN[Lake]/ON[Rainy River])@|@Baasimiinani-zaaga'igan@
@Basswood Lake: (Big) ~ (MN)[Becker]@|@Gaa-wiigobimizh-minising-zaaga'igan@
@basswood root@|@wiigob ojiibik+an@
@basswood tree@|@wiigabimizh+iig (PO), wiigob+iig, wiigobimizh+iig@
@basswood: American ~@|@asigobaani-mazinichigan+ag (NW), wiigobii+g (NW), wiigobiish+ag (NE), wiigobimizh+iig@
@basswood: American ~ tree@|@wiigobaatig+oog, wiigobiishaatig+oog@
@basswood: American ~ wood@|@wiigobiishaatig+oog (NE)@
@basswood: inner bark of ~@|@wiigob+iin@
@basswood: peel ~@|@bisha'igobi (vai)(SW)@
@basswood: searching for ~@|@ando-wiigobii (vai)(CN)@
@bast@|@wiigob+iin@
@bastard@|@giiminijaagan+ag@
@bastard loon@|@aashimaang+wag@
@bastard: bring forth a ~@|@giiminiji (vai)@
@bat (animal)@|@babashkwaanaajiinh+yag (SE)@
@bat [animal]@|@apakwaanaajii+g (NW/WO), apakwaanaajiinh+yag, bapakwaanaajiinh+yag, desiiginwesi+wag, gashkanaamowesi+wag (NW)@
@bat [animal](CS)@|@bapakwaanaajiih+yag@
@bat [animal](NW/WO)@|@niibaa'iigin+oog, obikwaanaajiins+ag@
@bat [animal](WO)@|@obikwaanaajii+g@
@Bat Lake (MN)[Cook]@|@Bapakwaanaajiinh-zaaga'igan@
@bat: baseball ~@|@bakitejii'iganaatig+oon (NW), bakitejii'iganaak+oon, bakite'iganaatig+oon (NW), gwaashkwaanadowaanaatig+oon (NO/NW/WO)@
@bat: big brown ~@|@apakwaanaajiinh+yag, babashkwaanaajiinh+yag@
@bat: keen myotis ~@|@apakwaanaajiinh+yag@
@bat: silver haired ~@|@apakwaanaajiinh+yag@
@Batchawana Bay (ON)@|@Obaajiwanaang@
@bath@|@bagizoo+n (PO), gabaashimowin+an@
@bath: go take a ~!@|@giziibiigazhen (pc), giziibiigizhen (pc) (SE)@
@bath: take a ~@|@giziibiigazhe (vai), giziisabazo (vai)(NW)@
@bathe@|@bagizo (vai), bagizoo (vai)(PO/SE), gabaashimo (vai)(AL/NW)@
@bath-house@|@bagizowigamig+oon@
@bathing@|@bagizowin+an@
@bathing suit@|@gabaashimowayaan+an@
@bathroom@|@giziisabazoowigamig+oon (NW), miigiwaamens+an, miiziiwaagan+an (SE), miiziiwigamig+oon, waakaa'igans+an, wiigiwaamens+an@
@bathroom: go to the ~@|@zaagam (vai2)(NE/SE)@
@bathtub@|@bagizowimakak+oon, bagizowin+an, gizhiibiigazewonaagan+an (WO), giziibiigazhe-makak+oon@
@battery@|@animikiins+ag (NW), ishkode-makak+oon, ishkode-makakoons+an, waasamoo-makakoons+an (NW)@
@battery: button ~ cell@|@waasamoo-biiwaabikoons+an@
@batting: cotton ~@|@biisweyi+in@
@battle@|@miigaadiwin+an@
@Battle Brook (MN)[Sherburne/Mille Lacs]@|@Ishkwanidiwin-ziibiwishenh@
@Battle Creek (MN)[Ramsey/Washington]@|@Miigaadiwi-ziibiwishenh@
@Battle Creek Lake (MN)[Washington]@|@Miigaadiwi-zaaga'igan@
@Battle Island (MN)[Aitkin]{Big Sandy Lake}@|@Jiibay-minis@
@Battle Lake (MN)@|@ishkwanidiwining@
@Battle Lake (MN)[Itasca]{by Deer Lake}@|@Ishkwanidiwin-zaaga'igan@
@Battle Lake (MN)[Koochiching]@|@Ishkwanidiwin-zaaga'igan@
@Battle Lake (MN)[Otter Tail]{by Dead Lake}@|@Jiibay-zaaga'igan@
@Battle Lake (MN)[St. Louis]@|@Ishkwanidiwin-zaaga'igan@
@Battle Lake (MN){by Leech Lake}@|@Ishkwanidiwin-zaaga'iganan@
@Battle Lake: East ~ (MN)[Otter Tail]@|@Ishkwaa-ishkwanidiwin-zaaga'igan@
@Battle Lake: West ~ (MN)[Otter Tail]@|@Nitamaa-ishkwanidiwin-zaaga'igan@
@Battle Lakes (MN)[Otter Tail]@|@Ishkwanidiwin-zaaga'igan@
@Battle of Fallen Timbers@|@Gaa-ziinaakweseg-ziibiing miigaadiwin@
@Battle Point (MN)[Cass]{Leech Lake}@|@Miigaadiwi-neyaashi@
@Battle Point (MN)[Itasca]{Cut Foot Sioux Lake}@|@Miigaadiwi-neyaashi@
@Battle Point (MN)[Sherburne]{b/n Elk & Mississippi Rivers east of Big Lake}@|@Miigaadiwining@
@Battle Point (MN)[Todd]{Lake Osakis}@|@Miigaadiwi-neyaashi@
@Battle Rapids (MN)[Sherburne\Wright]{2.5mi below of MN-25 bridge in Monticello}@|@Miigaadiwini-zaasijiwan@
@Battle Rapids [by Monticello](MN)@|@Miigaadiwining@
@Battle River (MN)[Beltrami/Koochiching]@|@Ishkwanidiwin-ziibi@
@Battle River (MN)[Beltrami]@|@Gaa-danapininiding, Miigaadiwin-ziibiing@
@battle-ground@|@miigaadiwining (loc)@
@battleship@|@miigaadi-naabikwaan+an@
@Baumback Lake (MN)[Douglas]@|@Gaa-ayaanikegamaag@
@bawl@|@zhaagowedemo (vai)(NW/WO)@
@bawl OT out@|@nichiiwitoo (vai)@
@bawl SO out@|@nichiiwi' (vta)@
@bay@|@biitoobiig+oon, biitoobiigong(loc), wiikwe (n0)(SE), wiikwed+an (NW/WO), wiikwed+oon@
@Bay City Creek (WI)@|@Naadoobiikaag-ziibiwishenh@
@Bay du Noc Band (MI)@|@Nooke Wiikwedong@
@Bay Lake (MN)[Crow Wing]{Bay Lake}@|@Zhiishiibaagamaa-zaaga'igan, Ziizaabegamaag@
@Bay Mills (Reservation #0170)(MI)@|@Ginoozhekaaning@
@Bay Mills Reservation (MI)@|@Mashkinoozhekaaning@
@bay with a sloping bottom@|@wiikwemik+oon@
@bay: across the ~@|@aazhoogaam (pc)@
@bay: around the ~@|@wiikwedong (pc)(loc)@
@bay: at the ~@|@wiikwedong (pc)(loc)@
@bay: at the end of the ~@|@wayekwaagaam (pc)(NE)@
@bay: at/to/from/around the ~@|@wiikwegamaang (loc)@
@bay: be a ~@|@aabamaa (vii)(NW), biitoobiigowan (vii), waazhahaa (vii), waaninigamaa (vii)(NW/WO), waaniniiyayaa (vii), wekwaagamiiwan (NW), wiikwedowan (vii), wiikwegamaa (vii), wiikweyaa (vii)@
@bay: be a ~ between points@|@waaninigamiiyaa (vii)@
@bay: be a depression in the ~@|@waani-waazhaa (vii)@
@bay: be a grass-grown ~@|@waaninishkosiwagaa (vii)(NW/WO)@
@bay: be a grassy ~@|@wiikweshkisiwagaa (vii)(NW)@
@bay: be a shallow muddy ~@|@wiikwejiishkiiwagaa (vii)@
@bay: be a small ~@|@wiikwedoonsiwan (vii)@
@bay: be islands in the ~@|@minitigowaazhaa (vii)@
@bay: form a ~@|@wiikweyaa (vii)@
@bay: from the ~@|@wiikwedong (pc)(loc)@
@bay: go the shorty way across the ~ (by boat/canoe)@|@gakam-wiikwedwe'am (vai2)@
@bay: in the middle of the ~@|@naawagaam (pc)@
@bay: in the very middle of the ~@|@naanaawagaam (pc)(RD)@
@Bay: Keweenaw ~ (MI)@|@Wiikwedong@
@bay: little ~@|@wiikwegamaans+an, onigamiins+an (SW)@
@Bay: Little Traverse ~ (MI)@|@Wiikwedoons@
@bay: on both sides of the ~@|@edawagaam (pc)@
@bay: on one side of the ~@|@nabanegaam (pc)@
@bay: on the __ side of the ~@|@inakakegaam (pc), nakakegaam (pc)@
@bay: on the edge of the ~@|@wiikwe-ayi'ii (pc)@
@bay: on the other side of the ~@|@aazhawagaam (pc)@
@bay: on this side of the ~@|@ondaasagaam (pc)@
@bay: shorten trarvel across the ~ (by canoe/boat)@|@gakam-wiikwedwe'am (vai2)@
@bay: to the ~@|@wiikwedong (pc)(loc)@
@Baye de Noquet (MI)@|@Nooke-wiikwedong@
@Bayfield (WI)@|@Oshki-oodena, Oshki-oodenaang (loc)@
@Bayfield Peninsula (WI)@|@Gegaawekamigaang@
@bayonet@|@naabaajashka'igan+an, wazhashkwaanowe-zhimaagan+an@
@bays: there are many ~@|@waawiikweyaa (vii)(NW/WO)@
@Bayview (MN)@|@Wiikweyaang@
@bazaar@|@ambazaan+wan (SE)@
@bazaar: be a ~@|@ambazaanwan (vii)(SE)@
@bazaar: hold a ~@|@ambazaanwi (vai)(SE)@
@Bde Maka Ska (MN)[Minneapolis]@|@Gaa-waabaabiganikaag-zaaga'igan@
@be@|@aawan (vii)@
@be (in a relation to) SO@|@ayaaw (vta)¹@
@be a certain TH@|@aawan (vii)@
@be brave@|@mangodaasiwi (vai)@
@be daring@|@mangodaasiwi (vai)@
@be gone perminently@|@aabizikaa (vai)@
@be intrepid@|@mangodaasiwi (vai)@
@be kind to SO@|@gizhewaa-doodaw (vta)@
@be so@|@izhiwebizi (vai)@
@Be Stood Man@|@Niibaa'igowinini (nom)@
@be TH@|@aawi (vai)@
@be undercover@|@zhegwazo (vai)@
@be upset: be ~@|@zimaadizi (vai)(CS), ziimwaadizi (vai)@
@Be Watched Over@|@Genawenimigad (nom)@
@be with SO@|@wiijayaam (vta)@
@be: be a certain ~ing@|@aawi (vai)@
@be: be thought to ~ in ...@|@indanendaagwad (vii), indanendaagozi (vai)@
@be: make OS ~ this or that@|@aawi'idizo (vai)@
@be: make SO ~ TH@|@aawi' (vta)@
@be: make ST ~ TH@|@aawitoon (vti2)@
@be: pretend OS to ~ this or that@|@aawi'idizo (vai)@
@beach@|@didibew (n0)(SE)@
@beach pea@|@miinikaan+an@
@beach ST@|@gopiwidoon (vti2)@
@beach: along the ~/lakeshore@|@zhishodew (pc)@
@beach: be ~ed@|@aadaskaso (vai)@
@beach: be a lake with sandy ~@|@mitaawangaagamaa (vii)@
@beach: be a long sand-~@|@ginoodaawangaa (vii)@
@beach: be a sandy ~@|@mitaawangaa (vii)@
@beach: be an even/level ~@|@onadaawangaa (vii)@
@beach: become ~ed (from the water)@|@agwaaweba'o (vai)@
@beach: coast near the ~/shore in a canoe/boat@|@zhishodewaa'am (vai)@
@beach: go to the ~@|@madaabii (vai), madaabii (vii)@
@beach: on the ~@|@agaming (pc)(loc)(CS), agamiing (pc)(loc)(AL/NE/SE/SW), jiigibiig (pc)@
@beacon@|@waasakonendamaagoowin+an@
@Beacon Hill (MA)[Boston]@|@Niswayaabiko-wajiw@
@bead@|@anami'emin+ag, manidoomin+ag (CN/NW), mazinigwaaso (vai), mindoominez+ag (WO)@
@bead loom@|@mazinaabidoo'iganaatig+oon@
@bead SO@|@mazinita' (vta)(NW/WO)@
@bead SO (with figures/flowers)@|@mazinigwaazh (vta)@
@bead ST@|@mazinigwaadan (vti), miigisigwaadan (vti)@
@bead ST correctly [loomwork]@|@gwayakwaabidoo'an (vti)@
@bead ST on a loom@|@mazinaabidoo'an (vti)@
@bead TH correctly [loom]@|@gwayakwaabidoo'ige (vai)@
@bead TH on loom@|@mazinaabidoo'ige (vai)@
@bead work: item of ~@|@manidoominensikaan+an, niiskiminensikaan+an@
@bead work: item of ~ with flowers/figures@|@maziniminensikaan+an@
@bead: glass ~@|@manidoominens+ag, miites+ag@
@bead: necklace ~@|@naabikaaganimin+ag@
@bead: scatter ~s@|@osweminagise (vai), zisweminagise (vai)(NO/NW)@
@bead: seashell ~@|@miigis+ag@
@bead: seed ~@|@manidoominens+ag@
@bead: spill ~s out@|@ziigimineshin (vai)(NW/WO)@
@bead: water drops ~@|@wawikobiisin (vii)(NW)@
@beaded craftwork@|@mazinita'igan+an (NW/WO)@
@beaded decorations on a Mide bag@|@mazinigwaajigan+an@
@beaded necklace/chain@|@miigiseyaab+iin@
@beaded strap@|@miigisapikan+an@
@beading needle@|@naabidoo'igan+an@
@beadstead@|@nibaaganaak+oon@
@beady: have round ~ eyes@|@babiikwaakojaabi (vai)@
@beak: bird ~@|@okoozh+an (NW/CS), okoozhii+n (NE), okoonzh+an (SW)@
@beak: have a long ~@|@ginookoonzhe (vai)@
@beak: have a red ~@|@miskokoonzhe (vai)@
@beak: have a short ~@|@dakookoonzhe (vai)@
@beak: my ~@|@nikoonzh+an (SW), nikoonz+iin (NW)@
@beaked hazel@|@bagaanimizh+iig (NW)@
@beaked hazelnut@|@bagaan+ag@
@beaker@|@minikwegon (NW), omoodayens+ag@
@beam@|@waasakonendamaagoowin+an@
@beam (under the upper floor of a house)@|@agwaawaanaak+oog@
@beam [square timber]@|@gagakeyaatig+oon@
@bean@|@akoozhens+ag (PO), amiskoziisimin+ag (NW), anjiimin+ag, anijiimin+ag, anijiimin+an, aninjiimin+ag (WO), azaa'ii+n, azaa'iins+an, mashkodesimin+ag, mashkodiisimin+ag (CS), miskodiisimin+ag, za'ii+n@
@bean dance@|@nisomisenyag niimiwin+an@
@bean seed@|@mashkodiisiminens+ag (n3)(NW)@
@bean soup@|@mashkodesiminaaboo+n@
@bean: fava ~@|@za'iins+an@
@bean: lima ~@|@omashkoziisimin+ag (CN)@
@bean: wild ~@|@namepin+iig@
@bear@|@mako- (pf), makwa+g, mako+g (SE/CS)@
@bear a burden on OS back@|@bimiwane (vai)@
@bear bone@|@makokan+an@
@Bear Clan@|@Nooke (nom)@
@bear claw@|@makokanzh+iig@
@Bear Creek (MN)[Aitkin]{Williams}@|@Mako-ziibiwishenh@
@Bear Creek (MN)[Carlton]{Blackhoof Creek}@|@Makwa-ziibiins@
@Bear Creek (MN)[Carlton]{Moose Horn River}@|@Makwa-ziibiins@
@Bear Creek (MN)[Pine]@|@Mako-dasoonaagani-ziibiins@
@Bear Creek (MN)[St. Louis]{Lake Vermilion}@|@Makwanjigan-ziibi@
@Bear Creek (WI)@|@Makwa-ziibiins@
@Bear Creek: Little ~ (MN)[Pine]@|@Mako-dasoonaagani-ziibiins@
@bear cub@|@makoons+ag@
@bear cub skin@|@makoonsiwayaan@
@bear cub skin bag@|@makoonsiwayaan+ag@
@bear den@|@makwaazh+an (CS), makwaanzh+an, makowaazh+an@
@bear fruit@|@miiniwi (vai)@
@bear fruit clusters@|@zhoominiwi (vai)@
@bear grease@|@mako-bimide+n@
@Bear Head Lake (MN)[St. Louis]@|@Makoshtigwaan-zaaga'igan@
@bear hide/skin: female ~@|@noozhekwayaan+ag@
@Bear Hill (MN)[Pine]@|@Makwa-wajiw@
@bear hug SO@|@akwaagidagozh (vta), akwaagizh (vta)@
@bear hunting: go ~@|@andawakwe (vai)(CN/NW)@
@Bear Island (MN)[Bear Island Lake]@|@Mako-minis@
@Bear Island (MN)[Cass]{Leech Lake}@|@Makwa-minis, Mako-minis@
@Bear Island (WI)@|@Makwa-minising@
@Bear Island Lake (MN)[St. Louis]@|@Mako-minisiwi-zaaga'igan (MN)@
@Bear Island Lake [St. Louis]@|@Mako-minisiwi-zaaga'igan (MN)@
@Bear Lake (MN)[Carlton]{Blackhoof Creek}@|@Makwa-zaaga'igan@
@Bear Lake (MN)[Carlton]{Moose Horn River}@|@Makwa-zaaga'igan@
@Bear Lake (WI)[Rusk]@|@Makwa-zaaga'igan@
@Bear Lake (WI)[Washburn/Barron]@|@Ishkwaagamaa-zaaga'igan@
@bear meat@|@makowiiyaas+an@
@bear paw@|@makozid+an@
@bear pelt@|@makwayaan+an@
@Bear Portage (MN)[Aitkin]{4.5mi below Palasaide}@|@Makwa-onigam@
@Bear River (MN)[St. Louis/Itasca]@|@Makwa-ziibi@
@Bear River Creek (MN)[St. Louis]@|@Makwa-ziibiins@
@bear skin@|@makwayaan+ag, mako-wayaan+ag@
@bear skin from a male bear@|@naabekwayaan+ag@
@bear skin: small ~@|@makwayaanens+ag@
@bear SO@|@niigi' (vta)@
@bear SO [a child]@|@nitaawigi' (vta)@
@bear SO on/in OS body@|@gigishkaw (vta)@
@Bear Spirit@|@Makwa Manidoo+g@
@bear ST@|@bimiwidoon (vti2), nitaawigitoon (vti2)@
@bear ST in/on OS body@|@gigishkan (vti)@
@bear TH@|@nitaawigichige (vai)@
@bear trail@|@makomii+n (NW/WO)@
@bear trap@|@makwawanii'igan+an@
@Bear Trap Point (MN)[Cass]{Leech Lake}@|@Makoshtigwaan-neyaashi@
@Bear Trap Point (MN)[Cass]{Leech Lake}{full}@|@Bapashkwaashkodeyaang-neyaashi, Beshkwaashkodeyaang-neyaashi@
@Bear Trap Point (MN)[Cass]{Leech Lake}{short}@|@Bapash"kodeyaang, Besh"kodeyaang@
@Bear Trap River (WI)@|@Makwa-dassoonaagani-ziibi@
@bear with SO@|@zhaazhiibenim (vta)(RD)@
@bear: be a pregnant ~@|@aanjiko (vai)@
@bear: birth ~ cubs@|@biniiko (vai)@
@bear: black ~@|@makade-makwa+g, makadewi-makwa+g (WO)@
@bear: brown ~@|@ozhawi-makwa+g (WO), ozaawakwa+g (NW/WO), ozaawi-makwa+g (WO)@
@bear: cinnamon ~@|@misko-makwa+g@
@bear: eat ~@|@makoke (vai)@
@bear: female ~@|@noozhek+wag, noozhekwa+g (NW/WO), nooze-makwa+g (WO)@
@bear: go after a ~@|@noodakwe (vai)@
@Bear: Great ~@|@Mishi-makwa+g@
@bear: grizzly ~@|@gichi-makwa+g, mashkode-makwa+g (NW)@
@bear: Has a ~’s foot@|@Makozide (nom)@
@bear: hunt ~s@|@nandawakwe (vai), noodakwe (vai), noojimakowe (vai)@
@bear: hunt for  ~s@|@nanaandawakwe (vai)@
@bear: male ~@|@naabak+wag, naabek+wag, naabekwa+g (NW/WO), nabe-makwa+g (WO)@
@bear: polar ~@|@waabakwa+g (NW/WO), waabi-makwa+g@
@bear: polar ~ cub@|@waabi-makoons+ag@
@bear: pregnant ~@|@aanjik+wag@
@bear: she-~@|@noozhek+wag, noozhekwa+g (NW/WO)@
@bear: tree where a ~ winters@|@makwaatig+oog, makwaatig+oon@
@bear’s head@|@makoshtigwaan+an@
@Bear’s head [constellation]@|@Makotigwaan (n0)(NW/WO), Makoshtigwaan (n0)@
@Bear’s Heart@|@Makode' (nom)@
@bear’s tree@|@makwaatig+oog, makwaatig+oon@
@bearberry@|@apaakozigan+an, makomin+an, makoonsimin+an, miskwaabiimag+oon, ogaazhigomin+an, zaagaakominaganzh+iin@
@bearberry [berry]@|@zagaakomin+ag (AL), zaagaakomin+an@
@bearberry [plant]@|@zaagaakominagaawanzh+iig@
@bearberry fruit@|@makoonsimin+an@
@bearberry: alpine ~@|@bagwaji-miskwaabiimag+oon, miskwaabiimag+oon, zaagaakominaganzh+iin@
@beard@|@miishidaamikan+an, miishidoonaagan+an, miishidoon+an, misaakodoonaagan+an (NE)@
@beard hair@|@miishigondaagan+ag (NE), miishigondaagan+an (SE)@
@beard: be ~less@|@bashkodoon (vai)@
@beard: have a ~@|@miishaakodoone (vai)(SE), miishidoone (vai)@
@beard: have a ~ around the mouth@|@miishidoon (vai), miishidoone (vai)@
@beard: have a ~ on the jaw@|@miishidaamikan (vai)(SW), miishidaamikane (vai)(CN/NW)@
@beard: have a ~ on the throat@|@miishigondaagan (vai)@
@beard: have a goatee (~)@|@miishidaamikan (vai)(SW), miishidaamikane (vai)(CN/NW)@
@beard: moose ~@|@omooday+an (NW), omoodayaan+an (NW), omooden+an (NW)@
@beard: pull OS ~ out@|@bashkodoonebinidizo (vai)@
@beard: pull SO’s ~ out@|@bashkodoonebizh (vta)@
@bearded seal@|@misaaskig+wag@
@Beardmore (ON)@|@Animbiigo-zaaga'iganiing@
@beardtgongue: large ~@|@wiibidoojiibik+an@
@Bear-Grease@|@Makwabimidem (nom)@
@bearing: have a military ~@|@minisiinoowinaagozi (vai)@
@bearnut@|@bagaanimizh+iig, bagaaniminzh+iig@
@bearpaw@|@makwaninj+iin@
@bearpaw bag@|@makwaninj-wayaan+ag@
@bearroot@|@makwajiibik+ag@
@bear's bed@|@asaakamig+oon@
@bear's croup@|@makozhigan+an@
@bears' grape [plant]@|@makoonsimin+an@
@Bearskin@|@makwayaan (nom)@
@Bearskin Lake (MN)[Lake]@|@Makowayaani-zaaga'igan@
@Bearskin Lake (ON)@|@Minjikan-zaaga'igan@
@Bearskin Lake (WI)@|@Makwawayaani-zaaga'igan@
@Bearskin Lake (WI): Little  ~@|@Makoonsiwayaani-zaaga'igan@
@Bearskin Lake: East ~ (MN)[Cook]@|@Makowayaani-zaaga'igan@
@Bearskin Lake: West ~ (MN)[Cook]@|@Makowayaani-zaaga'igan@
@Bearskin River (MN)[St. Louis/Itasca]@|@Makowayaani-ziibiins@
@Bearskull Lake (WI)@|@Makoshtigwaan-zaaga'igan@
