@Georgian@|@English@
@გახლეჩილი, ორად გაპობილი@|@cleft@
@გახლეჩის უნარის მქონე@|@fissile, fissionable@
@გახლიჩა@|@clave, cleaved, split@
@გახმა@|@staled@
@გახმაურდა@|@resounded@
@გახმაურება@|@blazon, divulge, divulgence, resound@
@გახმაურებანი@|@divulgences@
@გახმაურებულად@|@resoundingly@
@გახმაურებული@|@blazoned, divulged, resonant, resounded, rumoured@
@გახმობა@|@stale@
@გახსენება@|@recall, recollect@
@გახსენებული@|@bethought, recalled, recollected@
@გახსნა@|@disclose, disclosed, disclosure, dissolution, dissolve,@
@გახსნები@|@turn-ons@
@გახსნილი@|@dilute, disclosed, dissolved, unblocked, unbound,@
@გახტა@|@recoiled@
@გახტება@|@recoiling, recoils@
@გახტომა@|@recoil, recoil@
@გახტომები@|@recoils@
@გახურებული@|@heated@
@გახშირდა@|@thickened@
@გახშირება@|@thicken@
@გახშირებული@|@thickened@
@გაჯავრება@|@tease@
@გაჯანსაღება@|@sanitation@
@გაჯანჯლება@|@protract@
@გაჯანჯლებული@|@lingered, protracted@
@გაჯახუნება@|@slam, slam@
@გაჯახუნებები@|@slams@
@გაჯახუნებული@|@slammed@
@გაჯორვა@|@licking@
@გებრავს@|@taxes@
@გეგმა@|@draft, lay-out, plan, plot, scheme@
@გეგმა შეადგინა@|@plotted@
@გეგმავს@|@budgets, designing, designs, planing, plans, schedules,@
@გეგმას ადგენს@|@plots, plotting@
@გეგმები@|@drafts, lay-outs, plans, plots, schemes@
@გეგმები ჩაშალა@|@discomfited@
@გეგმების გამოაშკარავება@|@showdowns@
@გეგმების ჩაშლა@|@discomfit, discomfiture@
@გეგმებს შლის@|@discomfiting, discomfits@
@გეგმებჩაშლილი@|@discomfited@
@გეგმის გამოაშკარავება@|@showdown@
@გეგმის შედგენა@|@plot@
@გედები@|@swans@
@გედი@|@swan@
@გედის ბუმბული@|@swan's-down@
@გედის სიმღერა@|@swan-song@
@გედის სიმღერები@|@swan-songs@
@გეები@|@gays@
@გევინი@|@Gavin@
@გეი@|@gay@
@გეიზერები@|@geysers@
@გეიზერი@|@geyser@
@გეიტსჰედი@|@Gateshead@
@გეიშა@|@geisha@
@გეიშები@|@geishas@
@გეკონები@|@geckoes, geckos@
@გეკონი@|@gecko@
@გელა@|@poker@
@გელაპი@|@Gallup@
@გელები@|@Gaels@
@გელები, საჩხრეკები@|@pokers@
@გელი@|@Gael, gel@
@გელიგნიტი@|@gelignite@
@გელური@|@Gaelic@
@გელური ენა@|@Gaelic@
@გემა@|@gem@
@გემბანები@|@decks@
@გემბანი@|@deck@
@გემბანი დააგო@|@decked@
@გემბანი პემზით გაწმინდა@|@holystoned@
@გემბანიანი ხომალდები@|@deckers@
@გემბანიანი ხომალდი@|@decker@
@გემბანის დაგება@|@deck, decking@
@გემბანის პემზით გაწმენდა@|@holystone@
@გემბანს აგებს@|@decks@
@გემბანს პემზით წმენდს@|@holystones, holystoning@
@გემები@|@boats, gems, nautiluses, ships, steamboats, steamers,@
@გემების დაღუპვა, ჩაძირვა@|@shipwrecks@
@გემების ლაზარეთები@|@sickbays@
@გემზე@|@aboard@
@გემზე ადის@|@shipping, ships@
@გემზე ავიდა@|@shipped@
@გემზე ასვლა@|@boarding, ship@
@გემზე ასული@|@shipped@
@გემზე განლაგებული, მყოფი@|@inboard@
@გემთამწე ელინგები@|@slipways@
@გემთამწე ელინგი@|@slipway@
@გემთმშენებელი@|@shipbuilder, shipwright@
@გემთმშენებლები@|@shipbuilders, shipwrights@
@გემთმშენებლობა@|@shipbuilding@
@გემი@|@boat, nautilus, ship, steamboat, steamer, steamship@
@გემი ან პიროვნება, რომელიც ბლოკადის გარღვევას ცდილობს@|@blockaderunner@
@გემი დატვირთა@|@shipped@
@გემი დოკში შეიყვანა@|@docked@
@გემი დოკში შეყავს@|@docks@
@გემი, მატარებელი საფაერო ბალიშზე@|@hovercraft@
@გემიდან გადმოსმა@|@debarkation@
@გემით მორთული@|@gemmed@
@გემით უბილეთოდ იმგზავრა@|@stowed@
@გემით უბილეთოდ მგზავრობს@|@stowing, stows@
@გემით უბულეთოდ მგზავრობა@|@stow@
@გემის დატვირთვა@|@ship, shipment, shipments@
@გემის დაღუპვა, ჩაძირვა@|@shipwreck, shipwreck@
@გემის დაღუპვის შედეგად ნაპირზე გამორიყული ადამიანები@|@castaways@
@გემის დაღუპვის შედეგად ნაპირზე გამორიყული ადამიანი@|@castaway@
@გემის დაყენება დოკში@|@docking@
@გემის დახრა@|@careen, lurch@
@გემის დახრილობა@|@lurch@
@გემის დოკში შეყვანა@|@dock@
@გემის დურგალი@|@shipwright@
@გემის დურგლები@|@shipwrights@
@გემის თავთხელზე დარგენა@|@beach@
@გემის კანჯო@|@dinghy@
@გემის კანჯოები@|@dinghies@
@გემის ლაზარეთი@|@sickbay@
@გემის მარცხენა ბორტი@|@larboard@
@გემის მგზავრები@|@boarders@
@გემის მგზავრი@|@boarder@
@გემის მფლობელები@|@shipowners@
@გემის მფლობელი@|@shipowner@
@გემის შუაგულში@|@amidships@
@გემმისადგომები@|@quays@
@გემმისადგომი@|@quay@
@გემო@|@palate, relish, smack, taste@
@გემო მისცა@|@relished@
@გემო, სუნი აქვს@|@savouring, savours@
@გემო, სუნი ქონდა@|@savoured@
@გემოები@|@palates, tastes@
@გემოვნებიანი@|@tasteful@
@გემოვნებით@|@tastefully@
@გემოიანი, სუნიანი@|@savoured@
@გემომიცემული@|@relished@
@გემოს აძლევს@|@relishes, relishes, relishing@
@გემოს გასინჯვა@|@gustation, taste@
