@English@|@Ukrainian@
@lumpish@|@великоваговий, незграбний, тупоумний@
@lumps@|@брили@
@lump-sum@|@паушальний@
@lumpy@|@грудкуватий@
@lunacies@|@божевілля@
@lunacy@|@безумність, безумство, божевілля, несамовитість, психоз@
@lunar@|@блідий, місячний@
@lunarian@|@астроном@
@lunary@|@блідий@
@lunatic@|@божевільний, лунатик@
@lunch@|@ланч, ленч@
@lunched@|@обідається@
@luncheon@|@сніданок@
@luncheon-bar@|@буфет@
@luncheonette@|@буфет, закусочна@
@luncheons@|@сніданки@
@lunches@|@ланч@
@lunching@|@обідання@
@lunchroom@|@закусочна@
@lung@|@легеня@
@lunge@|@випад, кинутися, коло, корда, корду, круг, пірнання, поштовх, ринути, ринутись, ринутися, стрибок@
@lunges@|@випади@
@lungs@|@легені@
@lunule@|@лунка@
@lupin@|@люпин@
@lupine@|@вовчий, люпин@
@lupines@|@люпин@
@luq@|@лвк@
@lurch@|@крен, кренитися, накренитися, хитатися@
@lurched@|@крениться@
@lurcher@|@злодюжка, шахрай, шпигун, шукач@
@lurches@|@крен@
@lurching@|@крен@
@lurdan@|@ледар@
@lure@|@принада, спокуса@
@lured@|@спокушений@
@lures@|@спокуси@
@lurid@|@бурий, вогненний, грозовий, зловісний, огненний, палаючий, похмурий, сенсаційний, страшенний, страшний, трагічний@
@luridly@|@зловісно@
@luring@|@спокушення@
@lurk@|@сховатися, ховайтеся, ховатися@
@lurking@|@ховатися@
@lurking-place@|@схованка@
@luscious@|@ароматний, духмяний, нудотний, пахучий, перевантажений, переобтяжений, солодкий@
@lush@|@буйний, запій, заспівай, пишний, плодючий, п'яний, родючий, розкішний, соковитий@
@lust@|@хтивість@
@lusterware@|@майоліка@
@lustful@|@похітливий@
@lustily@|@дуже@
@lustiness@|@бадьорість@
@lustral@|@очисний, п'ятилітній, п'ятирічний@
@lustration@|@обмивання, очищення@
@lustrations@|@очищення@
@lustre@|@блиск, глянець, лиск, лоск, люстра, майоліка, слава@
@lustres@|@блиски@
@lustrous@|@блискучий, виблискуючий, глянсуватий@
@lusts@|@хтивість@
@lusty@|@дужий@
@lute@|@замазка, лютня, мастика@
@lutecium@|@лютецій@
@lutes@|@лютні@
@lutetian@|@паризький@
@lutheran@|@лютеранський@
@lutheranism@|@лютеранство@
@lux@|@люкс@
@luxate@|@вивихніть@
@luxated@|@вивихнений@
@luxation@|@вивих@
@luxations@|@вивихи@
@luxembourg@|@люксембург@
@luxemburg@|@люксембург@
@luxes@|@люкси@
@luxuriance@|@багатство, достаток, пишність, розкіш@
@luxuriances@|@розкоші@
@luxuriant@|@багатий, барвистий, буйний, квітчастий, пишний, родючий@
@luxuriantly@|@родюче@
@luxuriate@|@блаженствувати, насолоджуватись, насолоджуватися, пишно@
@luxuries@|@розкоші@
@luxurious@|@марнотратний, розкішний@
@luxuriously@|@розкішно@
@luxury@|@насолода, насолоду, розкіш@
@lvedp@|@кдтлш@
@lvef@|@фвлш@
@lviv@|@львів, львівський@
@lvsp@|@стлш@
@lycee@|@ліцей@
@lyceum@|@концертів, лекторій, ліцей, читальня@
@lye@|@луг@
@lyes@|@луги@
@lying@|@неправда@
@lyings@|@неправди@
@lymph@|@лімфа@
@lymphatic@|@лімфатичний@
@lymphatically@|@лімфатично@
@lymphazurin@|@лімфазурін@
@lymphocis@|@лімфоцис@
@lymphogram@|@лімфограма@
@lymphography@|@лімфографія@
@lymphoscan@|@лімфосканограма@
@lymphoscintigram@|@лімфосцинтиграма@
@lymphoscintigraphy@|@лімфосцинтиграфія@
@lymphs@|@лімфа@
@lyncean@|@рисячий@
@lynch@|@лінчування, лінчувати, лінчуйте, самосуд@
@lynched@|@лінчований@
@lynches@|@лінчує@
@lynching@|@лінчування@
@lynch-law@|@самосуд@
@lynx@|@рись@
@lynxes@|@рисі@
@lyons@|@ліон@
@lyre@|@ліра, ліро@
@lyric@|@ліричний@
@lyrical@|@ліричний@
@lyricism@|@захопленість, ліризм, ліричність@
@lyricist@|@поет-пісняр@
@lyrics@|@лірики@
@lyrist@|@лірик@
@lyristn@|@лірик@
@lysis@|@лізис@
@ma@|@ма@
@maa@|@маа@
@macabre@|@страхітливий@
@macaco@|@макака@
@macadam@|@щебінь@
@macadamize@|@вирівнювати@
@macadams@|@щебінь@
@macaque@|@макака@
@macaroni@|@макарони@
