@English@|@Yiddish@
@pey; 18th letter of alphabet@|@pey@
@pharmacist@|@apteyker@
@Pharmacy@|@apteyk@
@phenomenon@|@dershaynung@
@phew!@|@uf, ufa@
@philological@|@filologish@
@philologist@|@filolog@
@philology@|@filologye@
@philosopher@|@filosof@
@philosophical@|@filosofish@
@philosophy@|@filosofye@
@phlegm@|@leykhets@
@phone@|@telefonirn@
@phone call@|@klung@
@phonetic@|@fonetish@
@phonetics@|@fonetik@
@phrase@|@fraze@
@phylacteries@|@tfiln@
@physcial (not mental)@|@fizish@
@physics@|@fizik@
@piano@|@piyane@
@pick@|@dliben, dloyben, dloyben, dluben, dluben, oysklaybn@
@pick a bunch of@|@onraysn@
@pick one's nose@|@dloyben di noz@
@pick out@|@aroysheybn@
@pickle@|@zoyere ugerke@
@picture@|@bild@
@Piece@|@shtik@
@piece of evidence@|@raye@
@piece of luck@|@Glick@
@Piece of shit@|@Shtik drek@
@piece of something@|@shtik@
@piety@|@frumkayt@
@pig@|@hazer, khazer, khazeyrim@
@pigeon@|@toyb@
@Pigpen@|@Chazzershtal@
@pill@|@pil@
@pimple-face@|@Ferprishte punim@
@pineapple@|@ananas@
@pink@|@roz@
@Pins and needles@|@Shpilkes@
@pioneer@|@khalutsim, kholets, pioner@
@pious@|@frum@
@Pious@|@frimer, Mrs. Frum@
@pious man@|@tsadek@
@Pious person@|@Opgehitener, Shoymer mitzves@
@pirate@|@yam-gazlen, yam-gazlonim@
@pistol@|@pistoyl@
@place@|@arayngebn, ort, ort, plats@
@plague@|@Choleryeh, mageyfe@
@Plague@|@klog@
@plain@|@daytlekh@
@planet@|@planet@
@plant@|@flantsn@
@plaster@|@tink@
@plastic@|@plastik@
@play@|@forshtelung, shpil, shpiln zikh@
@Play@|@Shpiel@
@play (a tune)@|@oysshpiln@
@play a game@|@shpiln in@
@player@|@shpiler@
@playing card@|@kort@
@plaything@|@shpilekhl@
@playwright@|@dramaturg@
@playwrighting@|@dramaturgye@
@plead@|@ayntaynen mit@
@Pleasantly plump and pretty@|@Zaftik@
@Please@|@Bite, Biteh, Biteh, Zay azoy gut, Zeit azoy gut@
@please (1)@|@ikh bet dikh, zayt azoy gut@
@Please bring the bill@|@brengt mir dem cheshbn; bite@
@Please keep quiet@|@Sha!@
@please someone@|@derfreyn@
@pleasure@|@mekhaye, tayneg, taynugim@
@pledge@|@aynleygn@
@pliers@|@tsengl@
@plot (of ground)@|@partsel@
@plot of a story@|@siper-hamayse@
@plow@|@aker, akern@
@Plucked!@|@Arumgeflickt!@
@plum@|@floym@
@plumber@|@rern-shloser@
@plunge@|@shprung@
@plural (grammar)@|@mertsol@
@plural number (grammar)@|@loshn-rabim@
@Plural of lantsman@|@Lantslaite@
@plus@|@plus@
@ply with@|@bavorfn@
@pocket@|@keshene@
@pocket money@|@tashngelt@
@Podolsk; city in Russia@|@podalsk@
@poem@|@poeme@
@poet@|@dikhter, poet@
@poetic@|@dikhterish, poetish@
@point@|@pintl, taytlen@
@point of view@|@kukvinkl@
@Pointed sense of humour@|@Shpitzik@
@pointer@|@yad@
@poison@|@sam@
@poke@|@shturkhen@
@Poland@|@poyln@
@Pole (male Polish person)@|@polyak@
@pole magnetic@|@polus@
@police@|@politsey@
@Police station@|@politsey statsye@
@policeman@|@politsyant@
@Polish@|@poylish@
@Polishized@|@farpoylisht@
@politely@|@benimes@
@political@|@politish@
@Politically correct@|@Politish rikhtik@
@politics@|@politik@
@pond@|@sazshlke@
@pony@|@ferdl@
@pool@|@tsunoyfgisn zikh@
@pool for Jewish ritual@|@mikve, mikvoes@
@poor@|@az okh un vey tsu..., bidne, orem@
@poor man@|@oreman@
@Poor man@|@Orehman, oreman@
@poor person@|@kabtsn, kabtsonem@
@poor woman@|@oreman@
@poorly made@|@Tinef@
@poppy@|@mon@
@poppy seed bun@|@mondl@
@popular@|@folks, populer@
@populate@|@bafelkern@
@population@|@bafelkerung@
@porcupine@|@shtekhl-khazer@
@Pork@|@chazer fleysh@
@porridge@|@kashe@
@portability@|@portativkayt@
@portable@|@portativ@
@Portable table@|@Ruktish@
@portion@|@kheylek, portsye@
@Portugal@|@Portugal@
@pose a question@|@shteln@
@position@|@shtele@
@possessed@|@banumen@
@possibility@|@meglekhkeyt@
@possible@|@meglekh@
@post@|@slup@
@post-@|@nokh-@
@Post office@|@post byuró@
@Postcard@|@postkartl@
@poster@|@afish, plakat@
@postpone@|@opleygn@
@pot@|@top@
@potassium@|@kalium@
@potato@|@bulbe@
@Potato@|@kartofl@
@pouch@|@zekl@
@Poultry@|@of@
@pour@|@tseshitn@
@pour dry things@|@shitn@
@pour out@|@oysgisn@
@poverty@|@dales@
@Poverty@|@Oremkeit@
@power@|@kraft, makht@
@powerful@|@koyekhdik, koyekhdik, shtark, takef@
@powerful person@|@takef@
@practical@|@praktish@
@practical person@|@bal-takhles, bal-takhleysim@
@practice@|@fir, firekhts, in der praktik, praktik@
@praise@|@loyb, loybn, shevekh, shvokhem@
@prank@|@optu@
@pray@|@bench, betn got, davnen, tfile ton@
@Pray@|@Davenen@
@prayer@|@tfile@
@prayer and study house@|@besmedresh@
@prayer book@|@makhzer, makhzoyrim, sider, sidurim@
@prayer house@|@besmedresh, bote-medroshim@
@prayer quorum of ten male@|@minyen, minyonim@
@prayer recited on Yom Kipur@|@kolnidre@
@prayer shawl@|@tales, taleysim@
@preach@|@darshenen@
@precedent@|@precedent@
@precious@|@tayer@
@precipitous@|@shlaksik@
@precise@|@pretsiz@
@precision@|@pretsizkayt@
@predestined@|@Bashert@
@preface@|@hagdome, hakdome@
@prefer@|@beser veln@
@preference@|@libershtkeyt, preferents@
@prefix@|@prefiks@
@pregnancy@|@shvangershaft, trogedikeyt@
@pregnant@|@shvanger, trogedik@
@prelude@|@forshpil@
@premiere@|@premyere@
@premonition@|@forgefil, onung@
@preparation@|@tsugreytung@
@prepare (oneself)@|@tsugreytn zikh@
@prepare (something)@|@tsugreytn@
@prepare food for Passover@|@koshern@
@presence@|@bayzayn@
@presence of God@|@shkhine@
@present@|@forshteln, misnaged@
@present a case@|@oystaynen zikh@
@present oneself@|@meldn zikh@
@present tense@|@itstike tsayt@
@presentation@|@oyffirung@
@preserve food@|@aynmakhn@
@president@|@nosi@
@press@|@drikn@
@pressure@|@druk@
@pretense@|@onshtel@
@pretty face!@|@a sheyn ponem!@
@pretty girl@|@Shaineh maidel@
@Pretty head@|@Shayneh kepeleh@
@pretzel@|@pretsl@
@prevent@|@farhitn@
@preventive@|@farhitndik@
@previous@|@forik@
@price@|@prayz@
@prickly@|@shtekhik@
@pride@|@shtolts@
@Pride@|@Shtoltz@
@priest (Jewish)@|@kehanim, koyen, koyenim@
@priest Jewish@|@kehanim, koyen, koyenim@
@priesthood@|@kehune, kehune@
@primeval@|@breyshesdik@
@primevil@|@kadmoynish@
@prince@|@ben-meylekh, ben-mlokhim, printz@
@princess@|@bas-malke, basmalke, printsesin@
@Princess@|@Prietzteh@
@principle@|@iker, ikrim@
@printed@|@tsedrukt@
@printer@|@druker@
@printing@|@oyflage@
@printing press@|@druk@
@printing shop@|@drukeray@
@prison@|@tfise@
@prisoner@|@arestant@
@Privately@|@Unter fir oygn@
@privilege@|@zkhie@
@pro@|@far@
@problem@|@oyfgabe, problem@
@proceedings@|@protsedur@
@process trial@|@protses@
@procure@|@aynshafn, farshafn@
@prod@|@shtekhn@
@product@|@produkt@
@profession@|@profesye@
@professional@|@profesyonel@
@professor@|@profesor@
@proficiency@|@bekies, bkies@
@profit@|@profit, profitirn@
@profundity@|@tifkeyt@
@prohibition@|@farver@
@project@|@proyekt@
@proletarian@|@proletarish, proletaryer@
@proletariat@|@proletaryat@
@prominent@|@prominent@
@promise@|@menander zayn, tsuzog, tsuzogn@
@promissory note@|@veksl@
@pronounce@|@aroysredn@
@pronunciation@|@aroysred, aroysreyd@
@proof@|@dervayz@
@proofreader@|@korektor@
@proofreader (female)@|@korektorshe@
@propaganda@|@propagande@
@propagandize@|@propagandirn@
@proper@|@laytish@
@property@|@farmog@
@prophet@|@neviim, novi@
@prophetess@|@nevie@
@proportianal@|@proportsyonel@
@proposal@|@firleyg, forleyg@
@propose@|@firleygn, forleygn@
@prose@|@proze@
@prosper@|@matsliekh zayn@
@prostitute@|@Kurveh@
@Prostitute@|@Nafkeh, Zoineh@
@prostitute whore@|@kurve@
@protect@|@bashitsn@
@protect (oneself)@|@oyshitn (zikh)@
@protest@|@protestirn@
@proud@|@shtolts@
@prounoun@|@pronom@
@prove@|@dervayzn@
@proverb@|@shprikhvort, veltsvertl@
@proverbs@|@mishley@
@provide@|@tsushteln@
@provision@|@hakhnose@
@provisional@|@tsaytvaylik@
@proximity@|@noentkayt@
@prune@|@floym, netriktne floym@
@prune jam@|@povidle@
@psuedonym@|@psevonim@
@psyche@|@psikhik@
@psychedelic@|@psikhidelish@
@psychiatric@|@psikhiatrish@
@psychiatry@|@psikhiatrie@
@psychic@|@telepatish@
@psychic (mental)@|@psikhish@
@psychoanalysis@|@psikhoanaliz@
@psychoanalyst@|@psikhoanalitiker@
@psychoanalytical@|@psikhoanalitik@
@psychological@|@psikhish@
@psychologist@|@psikholog@
@psychology@|@psikhologie@
@public@|@efntlekh, kool, oylem, oylem@
@public school@|@folksshul@
@publication@|@oysgabe, publikatsye@
@publicize@|@mefarsem zayn@
@publicly@|@efentlekh@
@publisher@|@farlag@
@pudding@|@mamelige@
@Pudding@|@Kugel@
@puddle@|@kaluzhe@
@pull@|@tsien@
@pull back@|@tsuriktsien (zikh)@
@pull out@|@aroysraysn@
@pulpit@|@shtender@
@pumpkin@|@dinye@
@pun@|@vertershpil@
@punch@|@Chmalyeh!@
@punch (drink)@|@puntsh@
@punish@|@bashtrofn@
@punished@|@Geshtroft@
@punishment@|@shtrof@
@pupil@|@talmide@
@puppy@|@hintl@
@pure@|@loyter, reyn@
@pure spirit@|@rukhnies@
@Purim@|@Purim@
@Purim play@|@purimshpil@
@purpose@|@tsvek@
@purse@|@baytl@
@pursue@|@nokhyogn, yogn@
@pursuing@|@nokhyogndik@
@pursuit@|@shtrebung, yog@
@push@|@shtup, shtupn@
@pushcart@|@shtupvegl@
@pushing@|@shtupndik@
@put (upright)@|@shteln@
@put away@|@avekshteln@
@put back@|@tsurikshteln@
@put down@|@anidershteln@
@put in@|@araynleygn, araynshteln@
@put in another place@|@iberleygn@
@put on@|@onton@
@put on airs@|@blozn fun zikh@
@put somthing@|@leygn zikh@
@put somthing in@|@araynzetsn@
@put to sleep@|@aynshlefern, aynshlefn@
@put underneath@|@untershteln@
@put up@|@oyfshteln@
@Put up@|@Toches ahfen tish!@
@put up with@|@mekabl-beaavae zayn@
@quarrel@|@krig@
@quart@|@kvort@
@quarter (25 cents)@|@kvoder@
@quarterly@|@kvartldik@
@quartz@|@kvarts@
@queen@|@kinigin, malke@
@quench@|@shtiln@
@question@|@frage, kashe, kashes, onfreg, oysfregn, shayle@
@Question (1)@|@Frageh@
@question mark@|@frage-tseykhn@
@questionnaire@|@ankete@
@Quibbling@|@Mitn grobn finger@
@quick@|@shnel@
@quickly@|@in gikhn, oyf der gikh, oyf gikh, Shnell@
@quickly (humorous)@|@in eyn shmey-drey@
@quick-witted@|@derlangerish@
@quiet@|@baruikn, shtilkeyt@
@Quiet@|@Sha!, Shtil, shtum@
@quiet person@|@Lemechel@
@quiet!@|@Sha!@
@Quiet!@|@Hust!, shat!@
@quietly@|@belakhesh@
@Quietly@|@Shtilinkerait@
@Quite a distance@|@Folg mikh a gang!@
@quite some time ago@|@lenger@
@Quorum of ten men@|@Minyan@
@Rabbi@|@horav, rabonim, Rav, Rav, reb, rov, rov@
@Rabbi (Hasidic)@|@rebe (rabeim)@
@Rabbi (non-Orthodox)@|@rabiner@
@Rabbi dear@|@Rebiniu@
@Rabbi!@|@rebe!@
@rabbinical@|@rabonish@
@rabbinical court@|@bezdn, bezn@
@Rabbis of the 1st century@|@tane, tanoim@
@Rabbi's wife@|@rebetsn@
@Rabbit@|@Krolik@
@Rabid fan@|@Chosid@
@Rachel@|@rokhl@
@Racketeer@|@Untervelt mentsh@
@racoon@|@shop@
@radio@|@radio@
@radish@|@retekh@
@rag@|@shmate@
@Rag@|@Shmatteh@
@railroad@|@ayznban@
@railroad car@|@vagon@
@rain@|@regn@
@rain in a torrent@|@mablen@
@rainbow@|@regn-boygn@
@raincoat@|@regn-mantl@
@raisin@|@rozshinke@
@ramp@|@rampe@
@ransom money@|@oysleygelt@
@rape@|@fargvaldikn, fargvaldikung@
@Raphael@|@refoyl@
@rapids@|@shtromshvell@
@rare@|@shiter@
@Rare thing@|@Naidlechech, Zeltenkeit@
@rarity@|@antik@
@rascal@|@yungatsh@
@Rascally know-it-all@|@Kolboynik@
@Rashi; famous commentator@|@rashe, rashi@
@raspberry@|@malene@
@rat@|@rats, shtosher@
@rat hole@|@ratsnlekher, ratsnlokh@
@ray@|@shtral@
@react to@|@reagirn@
@read@|@iberleyenen, leyenen@
@reading@|@leyenung@
@realism@|@realizm@
@realistic@|@realistish@
@reality@|@realitet, virklekhkayt, vor@
@realize@|@aroyszen, aynzen@
@really@|@beemes, faktish, take@
@Really a bargain@|@Shoyn ainmol a' metsei-eh!@
@Really a bargain!@|@Tahkeh a metsieh@
@really!@|@A?, Azoy?, Take?@
@Really!@|@Tahkeh@
@Really?@|@Azoy?@
@Rear@|@Hikevater@
@rear end@|@tokhes@
@Rebecca@|@rivke@
@receipt@|@tsetl@
@receive@|@krign@
@recent@|@anumltik, nay@
@recently@|@anumlt, nisht lang@
@receptacle@|@keyle, keylem@
@Recite prayer over lit candles@|@Bentshen lecht@
@recluse@|@poresh, prushim@
@recognitions@|@onerkenung@
@recognize@|@derkenen, onerkenen@
@record@|@disk@
@recording@|@rekordirung@
@recover@|@opzukhn@
@Rectangular prayer-shawl@|@Tallis@
@red@|@royt@
@redeem@|@oyslayzn@
@redundancy@|@iberikeyt@
@re-elect@|@vider-derveyln@
@Refers to a mixed-up@|@Farshlugginer@
@Refers to the Hebrew number 36@|@Lamed Vovnik@
@reflection@|@opshpiglung@
@refrain@|@tsuzung@
@refresh@|@derfrishn@
@refreshments@|@kibed@
@refrigerator@|@fridzshider@
@refugee@|@polet@
@register oneself@|@farshraybn zikh@
@regret@|@badoyeren, kharote@
@Regret strongly@|@Baysn zikh di finger vos@
@regrettable@|@badoyerlekh@
@regrettably@|@tsum badoyeren@
@regular@|@stam@
@rehearsal@|@repetitsye@
@rein@|@leytse@
@reject@|@brakirn@
@relate to@|@batsien zikh@
@related to Passover@|@peysekhdik@
@relation@|@batsiung, shaykhes@
@relationship by marriage@|@mekhutonishaft@
@relative@|@eygener, korev kroyvim@
@relatives@|@eygene, mekhutonim@
@Relatives@|@Kroivim@
@relax@|@opruen zikh@
@release@|@aroysgebn, bafrayen@
@religion@|@religye@
@religious@|@religyez@
@religious book@|@seyfer, sforim@
@religious law of@|@hilkhas, hilkhes@
@Religious School@|@Chaider@
@relish (condiment)@|@zoyers@
@remain@|@blaybn, farblaybn, iberblaybn@
@remark@|@bamerkung@
@remember@|@dermanen zikh, dermonen zikh@
@Remember?@|@Gedainkst?@
@reminder@|@dermon@
@remnant@|@sheyres@
@remote@|@vaytik@
@remove from@|@tsunemen@
@renew@|@banayen@
@renewal@|@banayung@
@renovate@|@remontirn@
@rent@|@diregelt@
@rent out@|@fardingen@
@repeat@|@iberkhazern, iberzogn, khazern@
@repeated@|@nokhamolik@
@repent@|@kharote hobn, shlogn zikh al-khet@
@replace@|@farbaytn@
@replacement@|@farbayter@
@reply to "Welcome!"@|@borekh-hanimtse, borukh-habo!@
@report@|@barikht, reportazh@
@represent@|@fartretn@
@representative@|@fartreter, forshteyer@
@reptile@|@reptilye, sherets, shrotsim@
@reputation@|@shem@
@request@|@bakoshe@
@rescue@|@rateven@
@research@|@forshung@
@Reservation@|@rezervirung@
@resident@|@toyshev, toyshovim@
@resident of Minsk@|@minsker@
@resort@|@kurort@
@resounding@|@hilkhik, hilkhndik@
@resources@|@mitl@
@respect@|@akhtung, derkherets@
@Respect@|@koved@
@respectable@|@onshtendik, orntlekh@
@Respectable Jews@|@Balebatisheh yiden@
@responsibility@|@akhrayes@
@Responsibility@|@Achrahyes@
@responsible@|@farantvortlekh@
@rest@|@iberike, opru, ru, ruen@
@Restaurant@|@restoran@
@restless@|@umruik@
@restlessness@|@umruikeyt@
@restore@|@oyfrikhtn@
@restriction@|@bagrenetsung@
@Restrooms@|@opru-tsimern@
@result@|@Tachlis, takhles, takhleysim@
@return@|@tsurikker, tsurikumen, umkern, umkern, umkern zikh@
@revamp@|@ibernitseven@
@reveal@|@antplekn@
@revenge@|@nekome@
@reverse@|@farkert, kapoyer@
@revert (to)@|@tsurikkumen (tsu)@
@revert to@|@tsurikkgeyn tsu@
@revival@|@oyfleb@
@revive@|@oyflebn@
@reward@|@baloynen, baloynung, baloynung, skhar@
@reysh; letter of the alphabet@|@reysh@
@rhythm@|@ritem, ritmen@
@rhythmic@|@ritmish@
@rib@|@rip@
@ribbon@|@bendl, tashme@
@rice@|@rayz@
@rich@|@raykh@
@rich man@|@negidim, noged@
@Rich man@|@G'vir@
@ride@|@for, raytn@
@ridge@|@bargrukn, kas@
@ridicule@|@khoyzek, shpetn, shpot@
@ridiculous@|@lekherlekh@
@Right@|@rechts@
@right (direction)@|@rekht@
@righteous@|@rekhtfartik@
@righteous person@|@Tsaddik@
@rigid@|@shtayf@
@ring@|@klingen, onklingen, opklingen, ring@
@ring on a finger@|@fingerl@
@rinse@|@bashvenkn@
@rip@|@Trenen@
@ripen@|@dergeyn@
@ritual@|@ritual@
@Ritual bath used by women@|@Mikveh@
@river@|@taykh@
@River@|@taych@
@riverside@|@breg taykh@
@road@|@veg@
@roar@|@ritshen@
@rob@|@bagazlen@
@rock@|@feldz, shteyn, shteyn@
@Role in a play@|@Rolleh@
@roll@|@valgern@
@Rolling out dough@|@Poseyakh@
@rolling pin@|@valgerholts@
@romance@|@romantik@
@Romance@|@romanish@
@romantic@|@romantish@
@roof@|@dach, dakh, dekher@
@room@|@shtub@
@Room@|@tsimer@
@room and board@|@kest@
@root@|@vortsl@
@rope@|@shtrik@
@rose@|@royz, roze@
@Rosh Hashone@|@rosheshone@
@roster@|@leyster, reyster@
@rosy@|@roze, rozik@
@rot@|@foyln@
@rotate oneself@|@arumdreyen (zikh)@
@Roughneck@|@Voiler yung!@
@round of a dance@|@kon@
@Round shaped noodle@|@Varenikehs@
@row@|@rey@
@rub@|@farsharn@
@ruble@|@rubl@
@ruddy@|@rozeve@
@rudimentary knowledge@|@komets-o@
@ruin@|@khurbm, khurbn, khurbones, khurve@
@rule@|@bahershn, hershaft, hershn, hershn, regel, regl@
@ruler@|@vire@
@ruler leader@|@hersher@
@rum@|@rom@
@Rumania@|@rumanie@
@rumble@|@brumlen, knaklen@
@rumor@|@klang@
@run away@|@antloyfn, avekloyfn@
@run off@|@opdrukn@
@run up to@|@tsuloyfn@
@rural@|@dorfish@
@rush@|@royshn, yogenish@
@rushed@|@royshndik@
@Russia@|@rusland@
@Russian@|@rusish@
@rust@|@zshaver@
@rustle@|@shorkhen, shorshn@
@rusty@|@farzshavert@
@Sabbath songs@|@zmires@
@sack@|@torbe, zak, zek@
@sacrifice@|@akeyde@
@sad@|@batribt, troyerik, umetik@
@sadness@|@umet@
@safely@|@bsholem@
@safety pin@|@agrafke, zikher-nodl, zikher-nodl, zikher-shpilke@
@saffron@|@zafren@
@sages@|@khazal@
@Salad@|@salat@
@salary@|@skhires@
@sale (of goods)@|@farkoyf@
@salesperson (female)@|@farkoyferin@
@salesperson (male)@|@farkoyfer@
@salmon@|@laks@
@salt@|@zaltsn@
@Salt@|@zalts@
@salt water@|@zaltsnvaser@
@salvation@|@yeshue@
@salve@|@zalb@
@same@|@eygn, zelb, zelb, zelbik@
@samekh; 16th letter@|@samekh@
@sample@|@dugme, muster, pruvl@
@Samuel@|@shmuel@
@sanctified@|@farheylikt@
@sanctify@|@farheylikn@
@sanctity@|@kdushe@
@sand@|@zamd@
@sandwich@|@shnitke@
@Sanhedrin; the supreme justice@|@sanhedrin@
@Sarah@|@sore@
@sarcasm@|@sarkazm@
@satiation@|@zet@
@satisfaction@|@oyslebn zikh in@
@satisfactory@|@Nishkosheh@
@satisfied@|@zat@
@Saturday@|@shabes@
@Saturday evening@|@shabes-tsunakht@
@Saturday night@|@motse-shabes@
@saucepan@|@fendl, fendl@
@saucer@|@telerl@
@sausage@|@Vursht@
@savage@|@valdmentsh@
@save@|@aynshparn, derleyzn, oyfhitn@
@saver@|@ratever@
@saw@|@zeg, zegn@
@say@|@derzogn, zogn@
@Say a few words!@|@Zog a por verter@
@Say Hi to John for me@|@Bagris Yohan fun mir.@
@saying@|@vertl@
@scales@|@vog@
@scapegoat@|@kapore@
@scarcely@|@koym@
@scarf@|@shal, sharf@
@scatter@|@tsevarfn@
@Scatterbrain@|@Draikop@
@Scattered@|@Tzadrait@
@scene@|@stsene@
@scenic@|@stsenish, stsenish@
@scholar@|@forsher, lamdn, lamdonem, lomdem@
@Scholar@|@Lamden, lamdn@
@scholarly@|@forsherish@
@scholarship@|@stipendye@
@school@|@shul@
@School@|@shule@
@school system@|@shulvezn@
@science@|@visnshaft@
@scientific@|@visnshaftlekh@
@scientist@|@visnshaftler@
@scissors@|@sher@
@scoop@|@shep@
@scoop up@|@shepn@
@Scotish@|@shotish@
@Scotland@|@shotland@
@scoundrel@|@paskudnyak, paskudnyatshke@
@scourge@|@make@
@Scram!@|@Gai shoyn; gai@
@Scrambled eggs@|@Prezhinitse@
@scrap@|@brekl@
@scrape@|@shkroben, shobn@
@scratch@|@kratsn@
@scrawl@|@patshken mit der feder@
@screech@|@K'vitsh@
@screen@|@ekran@
@screw@|@shroyfn@
@screwdriver@|@shroyfntsier@
@screwy@|@Tsedrait@
@scroll@|@megile@
@sea@|@yam@
@seal@|@khasmenen, khsime, khsime, zigl@
@search@|@durkzikh, zukhung@
@searching@|@zukhenish@
@season@|@yortsayt@
@seat@|@zetsn, zits@
@second@|@sekunde, tsveyt, tsveyte, tsveyter, tsveytn@
@secondary@|@tsveytik@
@second-best@|@tsveytbest@
@secondly@|@tsveytns@
@second-rate@|@tsveytrangik@
@secret@|@besodik, sod, sodustik@
@secretly@|@besod, bgneyve@
@section@|@opteylung@
@section of the Pentateuch@|@parshe@
@section of the Torah@|@sedre@
@secular@|@veltlekh@
@security council@|@zikherheyt-rat@
@See you later!@|@Biz shpeter!@
@seed@|@zoymen@
@seed pod@|@shoyt@
@seek advice from@|@shoyel-eytse zayn zikh mit@
@seem@|@dakhtn zikh@
@seep@|@rinen@
@seethe@|@zidn@
@seize@|@onnemen@
@seldom@|@zeltn@
@self-evident@|@zelbst-farshtendlekh@
@selfish@|@egoistish@
@selfishness@|@egoizm@
@Self-made fool@|@shmuck@
@sell@|@farkoyfn@
@semitic@|@semitish@
@send@|@aroysshikn, shikn, tsushikn@
@send back@|@tsurikshikn@
@send up@|@aroyfshikn@
@Senile@|@Ibberbuttle@
@sense@|@derfiln, seykhl, zinen@
@sensible@|@baklert@
@sensual@|@khushemdik@
@sentence@|@zats@
@separate@|@bazunder@
@September@|@september@
@serenity@|@shalve@
@servant@|@diner@
@serve (in office)@|@amtirn@
@servent@|@meshores@
@Serves him right!@|@Gut far him!@
@session@|@sesie, sesye@
@set down@|@avekleygn@
@set fire to@|@untertsindn@
@set out@|@lozn zikh in veg arayn@
@set out on a trip@|@aveklozn zikh@
@settle@|@bazetsn zikh@
@seven@|@zibn@
@seven o'clock@|@zibene@
@seventeen@|@zibetsn@
@seventeenth@|@zibenst, zibetset@
@seventh@|@zibet@
@seventieth@|@zibetsikst@
@seventy@|@zibetsik@
@several@|@bazunders@
@severe@|@harb@
@sewer@|@kanal, opgang-kanal@
@sewing pin@|@shpilke@
@sex@|@min@
@Sexton@|@Shamus@
@sexual intercourse@|@tashmesh, tashmesh-hamite@
@Sexually attractive girl@|@Zaftikeh moid!@
@shadow@|@nokhshpirn, shotn@
@shady operator@|@Opnarer@
@shake@|@shoklen zikh@
@shake (liquid)@|@boytn@
@Shake and dance with joy@|@Hetsken zich@
@shake something@|@vaklen@
@shambles@|@tel, tilem@
@shame@|@bushe, shande, shod@
@shameless@|@umfarshemt@
@shames@|@shames, shamosim@
@shape@|@forem@
@shapeless@|@un a geshtalt@
@shapely@|@sheyn gefuremt, shtaltik@
@share of money@|@aktsye@
@shawl@|@fatsheyle, shal@
@she@|@zi@
@She doesn't stop talking@|@Zi farmacht nit dos moyl@
@She eats like a bird@|@Zee est vee a feigele@
@sheep@|@sheps, shof@
@sheep cheese@|@brinze@
@sheet@|@boygn@
@sheet of paper@|@blat, bleter@
@shelf@|@politse@
@shepherd@|@pastekh@
@shepherdess@|@pastushke@
@shield@|@bashiremen, farshteln@
@Shifty eyes@|@Genevishe oigen@
@shin; 23rd letter of alphabet@|@shin@
@shine@|@shaynen@
@shine through@|@durkhlaykhtn@
@shingle@|@shindl@
@ship@|@shif@
@shirt@|@hemd@
@shit@|@dreck@
@shit like a horse!@|@sheise vie ein feirt!@
@shitty@|@Farkakte@
@shiver@|@tsitern@
@Shloyme@|@shloyme@
@shmalts@|@shmalts@
@Shma-Yisroel@|@shema-yisroel@
@shock@|@shokirn@
@Shoddy@|@Opgekrochen@
@Shoddy merchandise@|@Opgekrocheneh schoireh@
@shoe@|@shukh@
@shoemaker@|@shuster@
@shofar@|@shoyfer, shoyfres@
@shoot off@|@avekshisn@
@shoot to death@|@dershisn@
@shop@|@krom@
@shop for@|@aynkoyfn@
@shopping mall@|@aynkoyf-tsenter@
@shore@|@breg@
@short@|@niderik@
@Short@|@kurts@
@short story@|@novele@
@shorts@|@kurtse heyzlekh, kurtskes@
@shot@|@shos@
@should@|@zoln@
@shoulder@|@aksl@
@shove@|@shtoysn@
@Shove@|@Shtup es in toches!, Zetz@
@Shove it up your rectum!@|@Zolst es shtipin in toches!@
@show@|@aroysvayzn, onvayzn@
@show mercy@|@merakhem zayn@
@showing@|@bavayz@
@show-off@|@Barimer@
@Show-off@|@Grois-halter@
@shrew@|@arure@
@Shrew@|@Shlecht veib@
@shtrayml; a fur-edged hat@|@shtrayml@
@shuffle cards@|@tashn@
@shut@|@tsumakhn@
@Shut one's eyes to.....@|@Kukn durkh di finger oyf@
@Shut up!@|@Farmach dos moyl, Shtimm zich, Zol zein shah!@
@Shvat; 5th month in calendar@|@shvat@
@Shvues; a Jewish holiday@|@shvues@
@shy@|@shemevdik@
@Sick@|@krank@
@sick person@|@khoyle@
@sickness@|@krenk@
@Sickness@|@Krank-heit@
@side@|@tsod, zaytik@
@side lock@|@peye@
@sigh@|@zifts, ziftsn@
@sign@|@shild, untershraybn@
@signify@|@heysn@
@silent@|@shvaygndik@
@silk@|@zayd, zaydn, zaydn, zaydns@
@silver@|@zilber, zilbern@
@silvery@|@zilberdik@
@similar@|@doyme@
@similarity@|@enlekhkeyt@
@simile@|@farglaykhung@
@Simkhes-Toyre;  Jewish holiday@|@simkhes-toyre@
@simple@|@poshet@
@Simple people@|@Prosteh leit@
@simple person@|@prostak, prostnyak@
@simplicity@|@pashtes@
@Simulate spitting three times@|@Poo; poo; poo@
@sin@|@aveyre, zind, zind, zindikn@
@sin; 24th letter of alphabet@|@sin@
@since@|@vi bald, zint@
@sincerely yours@|@mit grus dayn@
@sinful@|@zindik@
@sing@|@tsezingen zikh, Zingen@
@singer (female)@|@zingerin@
@singer (male)@|@zinger@
@singular@|@eyntsol, yokhed@
@singular number (grammar)@|@loshn-yokhed@
@sinister@|@fintster@
@sink@|@opgos, zinken@
@sir@|@mayn her@
@sister@|@shvester@
@sister-in-law@|@shvegerin@
@Sit in mourning@|@Zitsen shiveh@
