@English@|@Greek@
@be off@|@αναβάλλομαι, είμαι κλειστός, είναι χαλασμένος@
@be on@|@είμαι ανοικτός@
@be on patrol@|@κάνω περιπολία@
@be on strike@|@απεργώ@
@be on stronger ground@|@είμαι σε καλύτερη θέση@
@be on the lookout for@|@ψάχνω για@
@be on the receiving end of@|@είμαι ο δέκτης@
@be on top of the w@|@αισθάνομαι πάρα πολύ καλά@
@be on trial@|@εκδικάζομαι@
@be on trial for@|@δικάζομαι@
@be one's first customer@|@κάνω σεφτέ σε@
@be opposed to@|@αντιτίθεμαι σε@
@be out@|@λείπω@
@be out of breath@|@είμαι λαχανιασμένος, μου κόβεται η ανάσα@
@be out of one's depth@|@τα 'χω χαμένα@
@be over the moon@|@πετώ από τη χαρά μου@
@be overrun@|@κατακλύζομαι@
@be overwhelmed@|@καταβάλλομαι@
@be pained by@|@στενοχωριέμαι από@
@be party to@|@είμαι διάδικος σε δίκη@
@be permitted to@|@επιτρέπομαι@
@be poisoned@|@δηλητηριάζομαι@
@be praised@|@εκθειάζομαι@
@be present@|@δίνω το παρόν@
@be present at@|@παραβρίσκομαι@
@be pressed@|@συνωστίζομαι@
@be programmed@|@είμαι προγραμματισμένος@
@be prominent@|@εξέχω@
@be proper@|@αρμόζω@
@be prosecuted@|@διώκομαι@
@be protected against@|@προστατεύομαι από@
@be pulled@|@τραβιέμαι@
@be put off by@|@αποθαρρύνομαι  από@
@be quiet@|@καμώνομαι, σιωπώ@
@be ready for@|@είμαι έτοιμος για@
@be reflected@|@αντικατοπτρίζομαι@
@be resolved to@|@βάζω πείσμα να@
@be rolling in money@|@έχω λεφτά με τη σέσουλα@
@be roped together@|@συνδέομαι με σκοινιά@
@be sarcastic@|@σαρκάζω@
@be scared of@|@φοβάμαι@
@be scared stiff@|@φοβάμαι πολύ@
@be seriously injured@|@τραυματίζομαι σοβαρά@
@be set against@|@εναντιώνομαι@
@be short of@|@έχω έλλειψη από@
@be sick@|@κάνω εμετό@
@be situated@|@κείμαι@
@be slow on the uptake@|@αργώ να καταλάβω, δεν του κόβει@
@be so bold as to@|@λαμβάνω το θάρρος να@
@be sorry to@|@λυπάμαι@
@be spoiling for a fight@|@αμολάω το ζωνάρι μου για καβγά@
@be starving@|@λιμάζω@
@be stationed@|@υπηρετώ σε μία βάση@
@be stingy@|@τσιγκουνεύομαι@
@be stricken by@|@προσβάλλομαι από@
@be struck by@|@εντυπωσιάζομαι@
@be stumped@|@πελαγοδρομώ@
@be subject to@|@υποκείμαι σε@
@be sufficient@|@επαρκώ@
@be sullen@|@σκουντουφλιάζω@
@be swarming with@|@βρίθω@
@be taken aback@|@είμαι έκπληκτος, ξαφνιάζομαι@
@be taken in@|@ξεγελιέμαι, πιάνομαι κότσος@
@be thirsty@|@διψώ@
@be through@|@τελειώνω@
@be tired of@|@μπαφιάζω@
@be tossed about@|@κλυδωνίζομαι@
@be transplanted@|@μεταμοσχεύομαι@
@be trapped@|@παγιδεύομαι@
@be tried@|@εκδικάζομαι@
@be unable to@|@αδυνατώ@
@be ungrateful@|@φέρομαι με αχαριστία@
@be up against@|@βρίσκομαι αντιμέτωπος με@
@be up sharply@|@αυξάνομαι δραματικά@
@be up to one´s neck in@|@πνίγομαι@
@be used to@|@είμαι συνηθισμένος σε@
@be wealthy@|@ευπορώ@
@be well aware@|@γνωρίζω καλά@
@be well off@|@ευπορώ@
@be well-heeled@|@ευπορώ@
@be willing@|@διατίθεμαι@
@be worried@|@τον  ζώσουν τα φίδια@
@beach@|@ακτή, αμμουδιά, γιαλός@
@beacon@|@φάρος@
@bead@|@χάντρα@
@beady@|@χάντρινος@
@beak@|@ράμφος@
@beam@|@ακτίνα, αχτίδα, δοκός, καδρόνι, χαμογελώ ευτυχισμένα@
@beam of light@|@ακτίνα του φωτός@
@bean@|@φασόλι@
@bean goose@|@χωραφόχηνα@
@bean soup@|@φασολάδα@
@beanpole@|@στήριγμα φασολιάς, τηλεγραφόξυλο@
@bear@|@αρκούδα, γεννώ, υποφέρω@
@bear a child@|@γεννώ ένα παιδί@
@bear a grudge@|@κρατώ κακία@
@bear a responsibility for@|@έχω την ευθύνη για@
@bear malice@|@εχθρεύομαι@
@bear no comparison with@|@δεν συγκρίνομαι με@
@bear the mark of@|@φέρνω την σφραγίδα, φέρνω το σημάδι@
@bear the same name as@|@έχω το ίδιο όνομα με@
@bear up@|@αντέχω@
@bear witness to@|@μαρτυρώ@
@beard@|@γένι, μούσι@
@bearded@|@γενειοφόρος, μουσάτος@
@bearded vulture@|@γυπαετός@
@bearer@|@κομιστής, φορέας@
@bearing@|@έδρανο, στάση, σχέση@
@bearings@|@προσανατολισμός@
@beast@|@ζώο, κτήνος@
@beat@|@δέρνω, νικώ, χτυπώ@
@beat an opponent@|@νικώ ένα αντίπαλο@
@beat the living daylights out@|@ρέβω κάποιο στο ξύλο@
@beat up@|@δέρνω, χτυπώ@
@beaten@|@δέρνω, νικώ, χτυπώ@
@beater@|@δάρτης@
@beating@|@παλλόμενος@
@Beaufort scale@|@κλίμακα Μποφόρ@
@beautician@|@αισθητικός@
@beautification@|@καλλωπισμός@
@beautified@|@καλλωπισμένος@
@beautiful@|@όμορφος@
@beauty@|@καλλονή, ομορφιά@
@beauty contest@|@καλλιστεία@
@beaver@|@δουλεύω σκληρά, κάστορας@
@became@|@γίναμε, γίνατε, έγινα, έγιναν, έγινε, έγινες@
@because@|@γιατί, διότι@
@because of@|@εξ αιτίας, λόγω@
@beckon@|@γνέφω, κάνω νόημα@
@become@|@αρμόζω, γίνομαι@
@become an accessory to@|@γίνομαι σύνεργος@
@become extinct@|@εξοντώνομαι@
@become furious@|@μανίζω@
@become impure@|@νοθεύομαι@
@become incarnate@|@ενανθρωπίζομαι@
@become purple@|@πορφυρίζω@
@become tedious@|@γίνομαι βαρετός@
@become useless@|@περιπίπτω σε αχρηστία@
@becoming@|@αρμόζων@
@bed@|@κρεβάτι@
@bedclothes@|@σεντόνια και κουβέρτες@
@bedding@|@σεντόνια και κουβέρτες@
@bedevil@|@καταβασανίζω, ταλαιπορώ@
@bedridden@|@κατάκοιτος@
@bedrock@|@βραχώδες υπόστρωμα@
@bedroom@|@κρεβατοκάμαρα, υπνοδωμάτιο@
@bedside table@|@κομοδίνο@
@bedsit@|@γκαρσονιέρα, σαλόνι - υπνοδωμάτιο@
@bed-sit@|@γκαρσονιέρα@
@bedspread@|@κάλυμμα κρεβατιού@
@bee@|@μέλισσα@
@beech@|@οξυά@
@beef@|@βοδινό@
@beef steak@|@βοδινή μπριτζόλα@
@beer@|@μπύρα@
@beet@|@τεύτλο@
@beetle@|@σκαθάρι@
@befall@|@συμβαίνω@
@before@|@μπροστά από, πριν, πριν από, προτού@
@before that@|@πριν από αυτό@
@before time@|@πρόωρα@
@before you can say Jack Robinson@|@στο πι και φι@
@beforehand@|@πιο πριν, πριν@
@beg@|@επαιτώ, ζητιανεύω, ικετεύω, παρακαλώ@
@beg for@|@ικετεύω@
@beg for forgiveness@|@ζητώ συγγνώμη@
@beg the question@|@αποφεύγω το πρόβλημα@
@began@|@άρχισα@
@beggar@|@ζητιάνος@
@begging@|@ικετευτικός@
@begin@|@αρχίζω@
@beginner@|@αρχάριος, ατζαμής@
@beginning@|@αρχή, έναρξη@
@begrudge@|@τσιγγουνεύομαι, φθονώ@
@begrudged@|@στυφνός@
@beguile@|@απατώ@
@behave@|@συμπεριφέρομαι@
@behaviour@|@διαγωγή, συμπεριφορά, φέρσιμο@
@behaviour towards@|@συμπεριφορά@
@behavioural difficulties@|@δυσκολίες στη συμπεριφορά@
@behead@|@καρατομώ@
@behind@|@πίσω από@
@behind one's back@|@κρυφά, πίσω από την πλάτη@
@behind the scenes@|@παρασκηνιακός@
@behold@|@ιδού@
@beige@|@μπεζ@
@being@|@όν@
@being a member@|@το να είναι κανείς μέλος@
@being available@|@το να είναι διαθέσιμο@
@being composed of@|@που αποτελείται από@
@being ill@|@καχεξία@
@being just@|@το να είναι δίκαιο@
@being overripe@|@παραγίνωμα@
@being readable@|@το να είναι ευανάγνωστο@
@being right@|@το να είναι δίκαιο@
@being thick skinned@|@παχυδερμία@
@beird@|@γενειάδα@
@belay@|@σχοινί@
@belch@|@ρεύομαι, ρέψιμο@
@belching@|@ρέψιμο@
@beleaguered@|@πολιορκημένος@
@Belgian@|@βελγικός, Βέλγος@
@Belgium@|@βελγικός, Βέλγιο@
@belief@|@πεποίθηση, πίστη@
@believe@|@πιστεύω@
@belittle@|@υποτιμώ@
@belittling@|@υποτμητικός@
@bell@|@καμπάνα, κουδούνι@
@bell used in monasteries@|@σήμαντρο@
@bell-bottoms@|@καμπάνα@
@belligerent@|@επιθετικός, εριστικός, φιλοπόλεμος@
@bellow@|@μουγκρίζω@
@bell-ringing@|@κωδωνοκρουσία@
@belong@|@ανήκω@
@belongings@|@υπάρχοντα@
@beloved@|@αγαπημένος@
@below@|@από κάτω, κάτω από@
@below zero@|@κάτω από το μηδέν@
@belt@|@ζώνη, ιμάντας@
@beluga whale@|@ασπροδέλφινο@
@bench@|@έδρα, έδρανο, παγκάκι, πάγκος@
@bend@|@γέρνω, καμπυλώνεται, σκύβω, στροφή@
@bend down@|@σκύβω να μαζέψω@
@bend over@|@σκύβω@
@beneath@|@από κάτω, κάτω από@
@beneath contempt@|@ανάξιος περιφρόνησης@
@benefactor@|@ευεργέτης@
@beneficial@|@επωφελής, ευεργετικός, ωφέλιμος@
@beneficiary@|@δικαιούχος@
@benefit@|@επίδομα, επωφελούμαι, καρπώνομαι, όφελος, ωφέλεια@
@benefit from@|@επωφελούμαι@
@benevolence@|@καλοσύνη, φιλανθρωπία@
@benevolent@|@ευμενής, καλόβουλος, συνετός, φρόνιμος@
@benign@|@ήπιος, καλοήθης, καλοκάγαθος@
@bent@|@κυρτός@
@bequeath@|@κληροδοτώ@
@bequeathal@|@κληροδότηση@
@bereaved person@|@τεθλιμμένο άτομο που@
@bereavement@|@απώλεια@
@beret@|@μπερές@
@berry@|@μούρο, ρόγα@
@berth@|@κρεββάτι πλοίου@
@beryl@|@βήρυλλος@
@beryllium@|@βηρύλλιο@
@beside@|@δίπλα, πλάι@
@besides@|@άλλωστε, εκτός από, έξον@
@besides that@|@εκτός από αυτά@
@besiege@|@πολιορκώ@
@best@|@καλύτερος, νικώ, ο καλύτερος@
@best friend@|@καλύτερη φίλη, καλύτερος φίλος, κολλητός@
@best man@|@κουμπάρος@
@best wishes@|@τις καλύτερες ευχές@
@bestow@|@παραχωρώ, παρέχω@
@bestseller@|@μπεστσέλερ@
@bestselling@|@που έγινε μπεστσέλερ@
@bet@|@στοίχημα, στοιχηματίζω, το παω στοίχημα@
@betoken@|@σημαίνω@
@betray@|@προδίδω@
@betrayed@|@προδομένος@
@better@|@καλύτερος, καλύτερος από@
@better safe than sorry@|@καλού-κακού@
@better still@|@ακόμα καλύτερο@
@between@|@μεταξύ@
@bevel@|@κόβω λοξά@
@bewail@|@μοιρολογώ@
@beware@|@φυλάξου@
@beware of@|@προσοχή@
@Bewick's swan@|@νανόκυκνος@
@bewildering@|@που σου φέρνει αμηχανία, που φέρνει ζάλη@
@bewilderment@|@σύγχυση@
@bewitch@|@θέλγω@
@beyond@|@πέρα από@
@beyond description@|@ανεκδιήγητος@
@beyond reasonable doubt@|@πέραν λογικής αμφιβολίας@
@beyond repair@|@αδύνατο να επιδιορθωθεί@
@bias@|@προκατάληψη@
@biased@|@προκατειλημμένος@
@bib@|@τραχιλιά@
@Bible@|@βίβλος@
@biblical@|@βιβλικός@
@biceps@|@δικέφαλος, ποντίκι@
@biconcave@|@αμφίκοιλος@
@bicycle@|@ποδήλατο@
@bid@|@απόπειρα, αποπειρώμαι, προσπάθεια, προσφορά@
@bid farewell to@|@αποχαιρετώ@
@bide one's time@|@καιροφυλακτώ@
@bidet@|@μπιντές@
@bifocal@|@διεστιακός@
@big@|@μεγάλος@
@big brother@|@μεγάλος αδελφός@
@big dipper@|@το τρενάκι {στο λούνα-παρκ}@
@big eater@|@λιμάρης@
@big mouth@|@μεγαλοστομία@
@big talk@|@μεγαλοστομία, φούμαρα@
@big top@|@τέντα του τσίρκου@
@big wheel@|@ρόδα {στο λούνα-παρκ}@
@bigamist@|@δίγαμος@
@bigamy@|@διγαμία@
@big-breasted woman@|@βυζαρού@
@bigspender@|@κουβαρντάς@
@bike@|@ποδήλατο@
@bikini@|@μπικίνι@
@bilateral@|@διμερής@
@bile@|@χολή@
@bile duct@|@χοληφόρος αγωγός@
@bilingual@|@δίγλωσσος@
@bilious@|@πικρόχολος@
@bill@|@λογαριασμός, νομοσχέδιο, ράμφος@
@Bill of attainder@|@διάταγμα στέρησης@
@bill of lading@|@φορτωτική@
@billet doux@|@ραβασάκι@
@billiards is@|@μπιλιάρδο@
@billion@|@δισεκατομμύριο@
@billionnaire@|@δισεκατομμυριούχος@
@billow@|@κινούμαι κυματοειδώς@
@bills@|@λογαριασμοί, νομοσχέδια@
@billy goat@|@τράγος@
@bin@|@κάδος@
@bin liner@|@σακκούλα σκουπιδοτενεκέ@
@binary@|@δυαδικός@
@bind@|@βιβλιοδετώ, δένω, δεσμεύω, πεδικλώνω@
@binding@|@δέσιμο, δεσμευτικός@
@bingo@|@μπίνγκο@
@binoculars@|@κυάλια@
@bioavailability@|@βιοδιαθεσιμότητα@
@biodegradable@|@βιοαποσυντιθέμενος@
@biodiversity@|@ποικιλία ζωικών μορφών@
@biographer@|@βιογράφος@
@biography@|@βιογραφία@
@biologist@|@βιολογικός@
@biology@|@βιολογία@
@biomedical@|@βιοιατρικός@
@biopsy@|@βιοψία@
@biosphere@|@βιόσφαιρα@
@biplane@|@διπλάνο@
@birch@|@σημύδα@
@birch bark@|@φλοιός από σημύδα@
@bird@|@κόμματος, πουλί@
@bird of passage@|@διαβατάρικο πουλί@
@bird of prey@|@αρπακτικό πουλί@
@birth@|@γέννα, γέννηση@
@birth certificate@|@πιστοποιητικό γέννησης@
@birth rate@|@ποσοστό γεννήσεως@
@birthday@|@γενέθλια@
@birthday greetings@|@ευχές γιά τα γενέθλια@
@birthplace@|@τόπος γεννήσεως@
@biscuit@|@μπισκότο@
@biscuits@|@μπισκότα@
@bisect@|@διχοτομώ@
@bishop@|@επίσκοπος@
@bit@|@δυαδικό ψηφίο, στόμιο χαλιναριού, φίμωτρο@
@bit by bit@|@μάνι μάνι@
@bitch@|@σκύλα@
@bite@|@δάγκωμα, δαγκώνω, τσίμπημα@
