@English@|@Cheyenne@
@concave@|@ve'ev (p), vé'kévo (vii), véhp- (i), véhpe- (pv)@
@concave: be ~@|@vé'evó (vii)@
@concealing ST: he is ~@|@éémetse (vai)@
@conceited: be ~@|@háa'ého'oésemôhtahe (vai)@
@concerned about SB@|@onem (vta)@
@concerned: be ~@|@nétomótôsané (vai)@
@concho belt (silver)@|@ohasévoestato (ni)@
@concho belts@|@ohasévoestátónêstse (ni pl)@
@condemn@|@ta'e'ósané (vai)@
@condemned land: be ~@|@éehóonevóma'o'e (vii)@
@condiment@|@ho'xé'êstôtse (na)@
@condiments@|@ho'xé'êstoto (na pl)@
@conditional conjunct preverb@|@vé'- (pv cj)@
@conduct life@|@éstanove (fai)@
@cone@|@tsééškôsa'évetováto (vii cj)@
@cone shaped: be ~@|@éškôsa'évetovátó (vii)@
@coneshaped: it is ~@|@ééškôsa'évetováto (vii)@
@confinement: be in ~@|@too'ehe (vai)@
@confinement: solitary ~@|@a'enó'nemâhëö'o (ni)@
@conflict: be in ~@|@pe'pe'ahe (vai)@
@confluence: be the ~@|@ho'ome (vii)@
@confront@|@tóo'e'ov (vta)@
@confront SB about what he said to you@|@hohtamoh(n) (vta)@
@confront SB right away@|@hotameoestoh(n) (vta)@
@confuse SB@|@ononésem (vta), ononésta'ov (vta), ononéstan (vta)@
@confuse ST@|@totáho'pa'ó'tsé (vti)@
@confused@|@ononés(t), ononés(t)- (i), ononése- (pv), ononov- (i), ononove- (pv)@
@confused by ST: be ~@|@ononovátsestá (vti)@
@confused in mind: be ~@|@ononéstanó (vai)@
@confused person: be a ~@|@ononéstahe (vai)@
@confused: be ~@|@ononovahe (vai), vonénahe (vai)@
@confused: become ~@|@ononoveotse (vai)@
@confused: he's ~@|@éononéstahe (vai)@
@confused: regard SB as being ~@|@ononéstátam (vta)@
@congealed@|@héóso (vii)@
@congealed: become ~@|@héoseotse (vii)@
@conj prefix of nonfactive verbs (when or if)@|@mâh (pfx cj ppl)@
@conj suffix for in singular subject@|@tó (sfx)@
@conjunct order@|@(cj)@
@conjunct relational suffix@|@vo (sfx)@
@connect@|@hóna'óéstse (vti), hotona'ove- (pv)@
@connect ST/SB@|@hóna'on (vti), hotona'én (vti)@
@connected@|@hotona'é- (pv)@
@connected: be ~@|@hóna'o'tá (vii)@
@conniver@|@ó'kôhoméh (na)@
@conniving@|@ó'kôhoméheve (vai)@
@conniving: be ~@|@háohtsétseve (vai)@
@conniving: he is ~@|@éháohtsétseve (vai)@
@conquer AR@|@hó'tahá (vti)@
@conscious of: become ~@|@homáotse (vai)@
@consciousness: regain ~@|@hóvahëše (vai)@
@consent@|@amahtá (vai)@
@consented to him: he ~@|@éamâhtovóho  (vta)@
@consider important@|@háatam (vta)@
@consider SB as@|@átam (fta)@
@consider ST strange@|@otoéstátsestá (vti)@
@console SB@|@vovóešem (vta)@
@constantly (watchful?)@|@ho'ó'omee- (pv)@
@constantly look at SB@|@tó'hoevé'hóom (vta)@
@constellation@|@tsého'hoonévoésenase (vai cj), tséxho'hooné'ta (vii cj)@
@constipated: be ~@|@hótsêsome (vai), nêhpohta (vai), ó'ohtá (vai)@
@constipated: become ~@|@ó'ôhtáotse (vai)@
@constipated: he is ~@|@éó'óhta (vai)@
@consumption: have ~@|@kâhamâxévêšené (vai)@
@contact SB: try to ~@|@nôhtsem (vai)@
@contagious: be ~@|@á'avó'so'he (vai)@
@contain@|@vé'h- (i)@
@contained: be ~@|@vé'hoo'e (vai)@
@container@|@hetohko (ni), vé'haneo'o (ni)@
@container (variant)@|@hetoo'o (ni)@
@container: food ~@|@ma'taetohko (ni)@
@containers@|@hetóhkonôtse (ni pl), vé'haneonôtse (ni pl)@
@contempt for: have ~@|@tátsetanó'tov (vta)@
@contempt: with ~@|@totátse- (pv)@
@contemptible face: have a ~@|@tátséné (vai)@
@contentiously@|@totónêše- (pv)@
@contest@|@novêše'estôtse (ni nom)@
@contest dance@|@nóvêše'évôhomo'he (vai)@
@Contest Dance@|@nóvêše'évôhomó'hestôtse (ni), nóvetâhtsévôhomó'hestôtse (ni)@
@contest with: have ~@|@novet (vta)@
@contest: beat SB in ~@|@novoh(n) ? (vta)@
@continually@|@hetóse- (pv), hovave- (pv)@
@continue@|@nêše- (pv)@
@continue doing ST@|@hetósêhahtse (vti)@
@Contraries@|@hohnóhkao'o (na pl)@
@Contrary@|@hohnohka (na)@
@contrary in personality: be ~@|@hohnóhkavoéstomo'he (vai)@
@contrary medicine@|@hohnóhkâheséeo'ôtse (ni)@
@Contrary Society member@|@hohnohka (na)@
@Contrary Society members@|@hohnóhkao'o (na pl)@
@Contrary woman@|@Hohnóhka'héhe (na), Nóhka'héhe (pn)@
@Contrary Woman (shortened form)@|@Nóhká'héhe (na)@
@contrary: on the ~@|@otóešeto (p)@
@control@|@vovónan (vti)@
@control: be in ~@|@vovónanová (vai)@
@convince@|@éšenot (vta)@
@convince SB@|@éšenôxévaen (vta), éstava'ó'h (vta), éstavan (vta), éxa'e'ov (vta), oéšenot (vta), oóxa'e'ov (vta)@
@convinced him: he ~@|@ééxa'e'ovóho (vta)@
@convulse@|@heseotse (vai)@
@cook@|@ahá'ené (fai), há'ené (fai), ho'oeh/ho'oes- (i)@
@cook (female)@|@homôséve'ho'a'e (na)@
@cook (male)@|@homôséve'ho'e (na)@
@Cook Creek@|@Homôséo'hé'e (ni loc)@
@cook directly on top of stove@|@táhahoohe (vai)@
@cook dry@|@ó'âhá'ene (vai)@
@cook food early@|@néhahá'ené (vai)@
@cook for return wedding feast@|@nóahá'ené (vai)@
@cook for SB@|@homôhtáoohé'tov (vta), homôhtov (vta)@
@cook Indian@|@tsêhéstâhá'éne (vai)@
@cook not quite done@|@ho'êspâhá'ené (vai)@
@cook outside@|@páevâ-honóné (vai)@
@cook over open fire (or stove)@|@hóohe (vai)@
@cook SB quickly@|@néheoestâho'h(n) (vta)@
@cook SB tender@|@he'kêho'h(n)  (vta)@
@cook SB this way@|@tsêhetâho'n (vta)@
@cook ST@|@ho'oestsé (vti)@
@cook ST on top of the stove@|@táhonohtá (vti)@
@cook ST quickly@|@ho'oeseváen (vti)@
@cook ST until tender@|@he'kêho'há (vti)@
@cook this way@|@tsêhetâhá'é (vai)@
@cook until tender@|@he'kâhá'éne (vai)@
@cook wedding feast for SB@|@nóahá'eov (vta)@
@cook weeping@|@omómâhá'ené (vai)@
@cook well@|@pêhevâhá'ené (vai)@
@cook with bad smells@|@hávêséveméahá'éne (vai)@
@cook: all ~@|@mâhá'ené (vai)@
@cook: head ~@|@véhonêhomôséhe (na)@
@cook: know how to ~@|@nôhtóvâhá'ené (vai)@
@cook: want to ~@|@homôsétanó (vai)@
@cook: warm ~ (warm ST up)@|@nêsóome'âhá'ené (vai)@
@cooked (meat)@|@ho'oohe (vii)@
@cooked dry@|@ó'âho'he (vai)@
@cooked him done: he ~@|@ééxâho'hnóho (vta)@
@cooked: be so ~@|@hetâho'he (vai rr)@
@cooked: be thusly ~@|@nêhetâho'he (vai)@
@cooked: how ~@|@tónetâho'tá (vii)@
@cooked: how ~ (ex done yet)@|@tónetâho'he (vai)@
@cookie@|@vé'keekóhkonôheo'o (ni)@
@cookies@|@kóhkonôheonêsonôtse (ni pl), vé'keahonoo'o (ni pl)@
@cookies (lit sweet little breads)@|@vé'keekóhkonôheonôtse (ni pl)@
@cooking@|@htomôsestôtse (ni poss NOM)@
@cooking greasy food: she is ~@|@éé'komâhá'éne (vai)@
@cooking pot@|@homôsévetoo'o (ni)@
@cooking pot (variant)@|@homôsévetohko (ni)@
@cooking stove@|@homôsého'ësta (ni)@
@cooking: he finished ~@|@ééxâhá'éne (vai)@
@cooking: he is ~@|@éhomöse (vai)@
@cooking: not quite good at ~@|@hoó'êspâhá'éne (vai)@
@cool@|@to- (i), tootómeotse (vai), tootómo (vii)@
@cool (ex by waving a paper fan)@|@tootómôhoné (vai)@
@cool (make lukewarm) ST (liquid) blowing on it@|@ho'êškomotóhtá (vti)@
@cool (of an object)@|@tonó (vii)@
@cool liquid (that which is a cool liquid)@|@tsé-toóome (vii cj)@
@cool off@|@toeotse (vii), tovahe (vai)@
@cool SB@|@toomaneh- (vta)@
@cool ST liquid@|@toóome'há (vti)@
@cool ST liquid by hand@|@toóoman (vti)@
@cool ST/SB@|@tootoman (vti)@
@cool: be ~@|@tootómo (vii)@
@cool: be ~ (weather)@|@tonôsé-tsêhesó (vii)@
@cool: blow ~ (ex a fan)@|@tootómá'ha (vii)@
@cool: dress ~ (in a cool and comfortable manner)@|@tootómôsané (vai)@
@cooler: water ~@|@toóomo'seo'o (ni)@
@coop (for chickens)@|@kokôhéaxáemâhëö'o (ni)@
@cooperative: be ~@|@hoto'etanó (vai)@
@coot@|@ma'kêháhovahne (na)@
@coots@|@ma'kêháhováhneo'o (na pl)@
@cope: be unable to ~ (of people)@|@ho'tôsané (vai)@
@copper (lit red metal)@|@ma'ema'kaeta (ni)@
@copperhead (snake)@|@a'kêstséahe (na)@
@copulate@|@hestse'eme (vai)@
@copulate with SB@|@hestse'émé'tov (vta)@
@copy@|@tóe- (pv), tóoxe'- (i)@
@copy SB@|@a'avó'seh (vta), hóxe'êstséh (vta), néhovóom (vta), tóo'êseh (vta), tóo'êstseh (vta)@
@copy SB (by tool) (on stone with chisel)@|@tóoxe'oh(n) (vta)@
@copy ST@|@tooxe'á (vti)@
@copy ST by tool (note as with a pen)@|@tóoxe'ohá (vti)@
@copy write (copy ST in writing)@|@tóoxe'êstóné (vai)@
@corn@|@htoó'kôhtamôtse (ni poss pl)@
@corn balls (note: a traditional food)@|@hó'xêstóha (ni)@
@corn meal@|@heóneénâhéno (ni), heóveenâhano (ni)@
@corn meal (uncooked lit yellow flour)@|@heóvepénôhéó'o (ni)@
@corn pemmican@|@hó'xêstóó'o (ni)@
@corn silk@|@hoó'kôhtséme'hahtse (ni)@
@corn tassel@|@mâhaemenéma'óhkéé'e (ni)@
@corn tassels@|@mâhaemenéma'óhkeenôtse(ni pl)@
@Corn Woman@|@Hoó'kôhtá'e (pn)@
@corn: ear of ~@|@mâháeme (ni)@
@corn: ears of ~@|@hoó'kóhtsêstse (ni pl), mâhaemenôtse (ni pl)@
@corn: hairlike string next to ear of ~@|@hoó'kôhtséme'hahtse (ni)@
@corn: raw ~@|@hoo'kôhtse (ni)@
@corn: roasted ~@|@páevâhonoo'o@
@corn: squaw ~@|@he'émâhaemenôtse (ni pl)@
@corned beef (lit reddish meat)@|@ma'êho'évohkôtse (ni)@
@corner@|@éstava'ó'h (vta)@
@corner SB@|@éstavaooha'ov (vta), he'aná'ó'h (vta)@
@corner ST@|@he'aná'o'tsé (vti)@
@corner: be a ~@|@vé'evó (vii), vé'ketó (vii)@
@corner: go around ~@|@néma'ó'eohe (vai)@
@cornered him: he ~@|@ééstava'o'ho (vta)@
@cornered: be ~@|@éstavaotse (vai)@
@corpse: physcial ~@|@hevoxôtse (ni poss)@
@corral@|@méná'ó'e (ni)@
@corraling his horses: he's ~@|@éésta'ovo'häme (vai)@
@correct@|@ánôse (p), hetóm- (i), onó'ó (vii)@
@correct how ST is written@|@ono'ôxe'ohá (vti)@
@correct pronunciation of SB@|@onó'anom (vta)@
@correct ST@|@onó'an (vti)@
@correct: be ~@|@hetómétó (vii), hetómó (vii)@
@cost 10 dollars@|@mâhtóhtôhnoeme (vai)@
@cost SB@|@hetoeme (vii rr)@
@cotton (lit white rope or white fur)@|@vóhpeeva (na)@
@cottontail rabbit@|@heóvêsé'táhe (na)@
@cottontail rabbits@|@heóvêsé'tâheo'o (na pl)@
@cottonwood@|@méstse, xamaehoohtsêstse (na)@
@cottonwood branches@|@xamaekâhamaxêstse (ni pl)@
@cottonwood sapling@|@méstse@
@cottonwoods@|@xamaehoóhtseto (na pl)@
@couch@|@ma'xetáxe'séestôtse (ni)@
@cougar@|@nanóse'hame (na)@
@cough@|@he'haa'e (vai), he'haésta (vai)@
@cough medicine@|@he'haéheséeo'ôtse (ni)@
@cough: have whooping ~@|@hesóva'xeme (vai)@
@coughing: lie ~@|@he'haeše(ná) (vai)@
@coulee@|@o'évao'he'e (ni)@
@council member@|@mé'kon (na)@
@council woman@|@mé'koná'e (na)@
@council: tribal ~@|@mé'kono@
@councilman@|@mé'kon (na)@
@councilman: tribal ~@|@me'ko (na)@
@counsel@|@hoonéstâhtóohe (vai)@
@counsel SB@|@oné'evám (vta), onó'evám (vta), óo'háevam (vta)@
@counseling center@|@onó'evámâhtsémâhéó'o (ni)@
@counselor@|@onó'eéestsêstósanéhe, onó'eéestsêstósanéhe (na)@
@count@|@hoéstóné (vai)@
@count coup@|@na'hané (vta), na'tomâhesené (vai)@
@count coup quickly@|@na'hanéoohe (vai)@
@count SB as a group@|@mâhoem (vta)@
@count until@|@ho'oestóné (vai)@
@count: include ST in the ~@|@no'oestá (vti)@
@count: thus ~@|@nêhetoestóné (vai)@
@counting@|@hoéstonestôtse (ni)@
@countless@|@vonesto (p)@
@country@|@manâhého'e (ni)@
@country: out in the ~@|@onóveto (p)@
@Counts Coups Across@|@Hóxovena'häne (na)@
@coup: count ~@|@na'tomâhesené (vai)@
@coup: strike the first ~@|@nó'tomâhésené (vai)@
@couple: the ~ (that is husband and wife)@|@néé'éve (na)@
@courage: give SB ~@|@héestáha'ov (vta)@
@courageous: be ~@|@héestáhá (vai)@
@court under a blanket@|@hestaná'évá (vai)@
@courthouse@|@ho'emanémâhéó'o (ni), hóhta'hanémâhéó'o (ni)@
@courthouse (variant)@|@tsé'ôhkêhóhta'hanéstove (ni)@
@cousin: my ~@|@néséso (na poss)@
@cousin: your ~@|@éséso (na poss)@
@cousins: my ~@|@na-vésêsono (na poss pl)@
@cover@|@nehp- (i)@
@cover eyes of SB@|@nêhpe'éxané'o'h (vta)@
@cover head of SB@|@héva'kén (vta), héva'kévo'oh(n) (vta)@
@cover mouth of SB@|@nêhpâhtsenán (vta)@
@cover SB@|@nêhpêšem (vta)@
@cover SB (esp with a blanket)@|@hóvo'êšem (vta)@
@cover SB good with a blanket@|@pêhévoomá'o'h (vta)@
@cover SB good with blanket@|@pêhévoomán (vta)@
@cover SB well@|@pêhévovó'en (vta)@
@cover SB's head with ST (blanket or scarf)@|@héva'ké'o'h (vta)@
@cover ST by foot@|@áhto'ha'á (vti)@
@cover ST with a tarp@|@hoehahtsé (vti)@
@cover ST with a tool@|@áhto'hohá (vti)@
@cover ST with feet@|@áhto'e'há (vti)@
@cover ST/SB with a blanket@|@hóvo'en (vti)@
@cover up to SB@|@étsêstomev (vta)@
@covered: be ~@|@héva'evoehá (vii)@
@covers@|@hóvo'êšestôtse  (ni pl)@
@cow@|@mehe (na), vé'ho'éotoa'e (na)@
@cow pie@|@hemahkâse (ni)@
@cow pile@|@hemahkâse (ni)@
@cow: milk ~@|@hévoetanâháve'ho'éotoa'e (na)@
@coward: be a ~\@|@óvahe (vai)@
@cowardly@|@óv- (i)@
@cowardly in mind: be ~@|@óvetanó (vai)@
@cowarrior@|@htaxe (na), néstaxe (na)@
@cowarrior: my ~@|@néstaxe (na poss)@
@cowboy@|@tôhé'kêsaéve'ho'e (na), tsêheta'óvo'haméve'ho'e (na)@
@cowboy (transliteration of Texas)@|@tôhé'kêsaé- (pv)@
@cowboy hat@|@tôhé'kêsaévôhkêha'e (ni)@
@cowboy: work as a ~@|@tôhé'kêsáevotse'ohe (vai)@
@cowboys@|@tôhé'kêsaévé'hó'e (na pl)@
@cowhide@|@vé'ho'éotóaho'éeve (na)@
@cowife: her ~@|@hevéono (na poss)@
@cowife: my ~@|@naveo'o (na poss)@
@cows@|@vé'ho'éotóao'o (na pl)@
@coyote@|@ó'kôhóme (na), ó'kôhoméh (na), ó'ôhóme@
@coyote (variant)@|@ó'ôhóme (na)@
@Coyote Appearing@|@Kêhemé'éhne (pn)@
@Coyote Ears@|@Ó'kôhoméhemâhtovoo'ôtse (pn)@
@coyote eyes: have ~@|@ó'kôhoméheve'éxané (vai)@
@coyote play@|@ó'kôhoméhanestôtse (ni nom)@
@coyote pup@|@ó'kôhoméhéso (na dim)@
@Coyote Standing@|@Ó'kôhómôhnéé'êstse (pn)@
@Coyote Stands on Top@|@Ó'kôhómôhtáxeóó'êstse (pn)@
@Coyote Warriors (society)@|@O'ôhomé-notâxeo'o (na pl), O'ôhoménotâxeo'o@
@Coyote woman@|@O'kôhoméhá'e (pn)@
@Coyote Woman@|@Kôhóméhá'e (na pn)@
@coyote: as a ~@|@ó'kôhoméhe- (pv)@
@coyote: be a ~@|@ó'kôhoméheve (vai)@
@coyotes@|@ó'kôhomeho (na pl)@
@crack@|@ó'xeotse (vii), taeváotse (vai)@
@crack head open from fall@|@ó'xêstséavo'eše(ná) (vai)@
@crack open ST by heat@|@ó'xâho'há (vti)@
@crack ST with the teeth@|@ó'xóhtá (vti)@
@crack up@|@oó'xeotse (vii)@
@cracked@|@oó'xe- (pv)@
@cracker (lit skinny bread)@|@tóhkonavekóhkonôheo'o (ni)@
@cracker (ni) (MT dialect)@|@mo'óhkonavekóhkonôheo'o@
@crackers (ni pl)@|@tóhkonavekóhkonôheonôtse@
@cracking sound: make a ~@|@póéva'há (vii)@
@cracking: be in process of ~@|@oó'xeohtsé (vai)@
@cradleboard@|@pâhoešestôtse@
@cradleboard for SB: make ~@|@pâhoešéstonaov (vta)@
@cradleboard for SB: make a hooded ~@|@hóhkêha'aovhoh (vta)@
@cradleboard: hooded ~@|@hóhkêha'e (ni)@
@cradleboards: hooded ~@|@hóhkêhá'êstse (ni pl)@
@cramp@|@hes(e)- (i)@
@cramps in abdomen: have ~@|@hestôhtáotse (vai)@
@cramps in arms: have ~@|@hesena'évaotse (vai)@
@cramps in feet: have ~@|@hesêhahtáotse (vai)@
@cramps in finger(s): get ~@|@hešêškôséotse (vai)@
@cramps in hands: have ~@|@hesêhe'onáotse (vai)@
@cramps in the back: have ~@|@hese'pa'onáotse (vai)@
@cramps in the calves: have ~@|@hesêseváotse (vai)@
@cramps in the haunches: have ~@|@hesetónâhaotse (vai)@
@cramps in the legs: he has ~@|@éhesêškóhtaotse (vai)@
@cramps in thigh: have ~@|@hesenómaotse (vai)@
@cramps: have ~@|@heseotse (vai)@
@cramps: he has ~@|@éheseotse (vai)@
@crane@|@ne'potátse (na), nee'póhehe (na), vóestäso@
@Crane Trail Woman@|@Vóestâsóeméóná'e (pn)@
@crane: white ~@|@vóestäso@
@cranes@|@vóestâsono (na pl)@
@cranes: white ~@|@vóestâsono (na pl)@
@cranium@|@he'konevêstséahtôtse (ni)@
@cranky@|@háestáha (vai)@
@cranky person@|@vávanóhe@
@cranky person (archaic)@|@vávanóhe ? (na)@
@cranky: be ~@|@pe'pe'étanó (vai), vávanehe (vai)@
@cranky: get ~@|@totá'kovahe (vai)@
@crawl@|@vonehné (fai), voneohe (fai)@
@crawl around@|@néma'evonehné (vai)@
@crawl around in a circle@|@néma'evonehné (vai)@
@crawl ashore@|@onóvevonehné (vai)@
@crawl fast@|@nêševevoneohe (vai)@
@crawl to SB@|@nósevonêhót (vta)@
@crawl: start to ~@|@asevonehné (vai)@
@crawled: he ~@|@éamevonëhne (vai)@
@crawling: arrive by ~@|@ho'evonêhót (vta)@
@crawling: he's ~@|@éamevonëhne (vai)@
@crayon (ni)@|@hahénôhénevôxe'êstónestôtse@
@crazy@|@ó'xotoo'está (vai), péeeesé (vai)@
@Crazy Dogs (society)@|@Hotamémâsêhao'o (na pl)@
@Crazy Dogs Society songs@|@hotamémâsêhánootôtse (ni pl)@
@Crazy Dogs songs: sing ~@|@hotamémâsêhánone (vai)@
@crazy from the heat: go ~@|@ononéstâho'he (vai)@
@Crazy Lodge@|@Mâsêháome (pn)@
@Crazy Mule@|@Mâsêháa'éevo'ha (pn), Mâsêháe'ke (pn)@
@crazy person@|@mâseha (na), ónonovâhéhe (na)@
@crazy woman@|@mâsêhá'e (na)@
@crazy woman (variant)@|@mâsêháá'e (na), mátâháá'e (na)@
@crazy: be ~@|@pénahe (vai), vonêstséá'e (vai)@
@crazy: drive SB ~@|@ononé'anot (vta)@
@crazy: go ~@|@ononé'otse (vai)@
@crazy: he's ~@|@émâsêhánee'e (vai)@
@Crazyhead Springs (area)@|@Hemé'kónôhmâsêhánéévéno (loc)@
@Crazyhead Springs (variant form) (loc)@|@Hemé'konémâsêháneeho'hame'e@
@creak@|@kó'koévone (vii)@
@creation@|@manêstoo'o (ni)@
@Creator@|@He'amavé'ho'e (na)@
@credit: buy on ~@|@néstâ-hestanené (vai)@
@Cree (rabbit pers)@|@Vóhkoohetane (na)@
@creek (small river)@|@ó'he'ke (ni dim)@
@creek: up the ~@|@he'ameo'hé'e (obl)@
@Crees (rabbit people)@|@Vóhkoohétaneo'o (na pl)@
@crescent moon@|@vóhkeéše'he (na)@
@cricket@|@héško'sema (na)@
@crickets@|@héško'semaho (na pl)@
@cried hard: he ~@|@éháá'xané (vai)@
@cried: he ~@|@éa'xaame (vai), éa'xaaméotse  (vai)@
@cripple@|@nóhné'áhe (na)@
@Cripple@|@Nóhné'áhe (pn)@
@crippled in the legs: be ~@|@totónêšeóhtá (vai)@
@crippled: be ~@|@hotóave'ahe (vai), nóhne'ahe (vai)@
@crisscross@|@hátôxovehné (vai), hótôxá- (pv), hótôxávan (vti)@
@crisscross and lay SB (down)@|@hótôxovêstóonêšem (vta)@
@critically sick: become ~@|@hótoanávomóhtâhéotse (vai)@
@criticize SB@|@óohnenêhet (vta), totóxeh (vta)@
@criticize ST@|@hetómestá (vti)@
@croak@|@néstoohe (vai)@
@crochet@|@hestonene (vai)@
@crock@|@kâso'ee'e (na)@
@crocodile: kind of monster ~@|@hahpanováhe (na)@
@crooked@|@vóhk- (i), vóhkeóó'e (vii), vóhkóóhéso (na dim), vovóhk- (i redup), vovóhke- (pv), vovóhkeotse (vii), vovóhkó (vii redup)@
@crooked (ex a road)@|@onémeotse (vii)@
@crooked design: have ~@|@onémôhtâheve (vai)@
@crooked eyes: have ~@|@néme'éxané (vai)@
@crooked face: have a ~@|@néméné (vai)@
@Crooked Finger Woman@|@Vóhkeósá'e (pn)@
@crooked foot: have a ~@|@vóhkêhahtá (vai)@
@Crooked Leg Woman@|@Vóhkeóhtá'héhe (pn)@
@crooked mouth: get a ~@|@némâhtsenáotse (vai)@
@crooked mouth: he has a ~ (esp from bell's palsy)@|@énémáhtse (vai)@
@Crooked Nose@|@Némee'êse (pn), Vóhkee'êse (pn)@
@Crooked Nose Woman@|@Vóhkeesá'e (pn)@
@crooked nose: have a ~@|@némeesé (vai)@
@Crooked Pipe Woman@|@Néme'óoná'e (pn)@
@Crooked Rump@|@Vóhkêšeo'o (pn)@
@crooked thinking: have ~@|@onémetanó (vai)@
@crooked: be ~@|@némahe (vai), némó (vii), onémó (vii), vovóhkahe (vai), vovóhkó (vii)@
@crooked: cut ST ~@|@némaxá (vti)@
@crooked: do ST ~@|@némo'eétahe (vai)@
@crooked: go ~@|@vóhka'xe (vai)@
@crooked: go along ~@|@vovóhkeohtsé (vai)@
@crooked: it's ~@|@évovóhko (vii)@
@crooked: looks like sitting ~@|@vóhkenóohee'e (vai)@
@cross@|@hótôxátó (vii), vén- (i)@
@cross (one's own) fingers@|@hótôxáveosé'ó (vai), hótôxávêškôsé'ó (vai)@
@cross (one's own) hands?@|@hótôxávêhe'oná (vai)@
@cross (which is cross shaped)@|@tséhótôxávetováto (vii cj)@
@cross by water@|@hóxovóeha'ené (vai)@
@cross hands repeatedly during handgame guessing@|@hótôxávôhoné (vai)@
@cross nephew@|@tsénotah (na poss)@
@cross niece@|@na'hame (na)@
@cross one's (own) legs (sit with or in process)@|@hótôxávêškóhtaa'e (vai)@
@cross position with SB@|@hótôxa'ov (vta)@
@cross SB@|@hoxá'ov (vta)@
@cross sibling in law@|@he-vétame (vai)@
@cross sibling in law: have SB as a ~@|@he-vétamé'tov (vta ai+o)@
@cross sibling-in-law@|@vétáme (na poss)@
@cross sibling-in-law: my ~@|@nétame  (na poss)@
@cross: make the sign of the ~@|@hótôxávôhoné (vai)@
@crossbill@|@hótôxáveeséhe (na)@
@crossbills@|@hótôxáveeséheo'o (na pl)@
@crosseyed@|@onéme'éxané (vai)@
@crosslegged: sit ~@|@hótôxá'kanee'e (vai)@
@crossly@|@véne- (pv)@
@cross-nephew: his ~@|@hetsénotaho (na poss)@
@cross-niece: his/her ~@|@he'hameho (na poss)@
@crosswise@|@ames(t) (p)@
@crosswise: lie ~@|@amêšeše (vai)@
@crotch@|@xó'é (mbp)@
@crotch (your) (where you are split in two)@|@tséh-nésôhkonáheto ? (vai cj)@
@crotch area@|@vôhónotsé (obl poss)@
@crouch@|@a'kónoo'e  (vai)@
@crouch down@|@xa'xoeše (vai)@
@crouching@|@kâhkoeše(ná) (vai)@
@croup: have ~@|@hesóva'xeme (vai), hesóva'xemêhe'haa'e (vai), pá'he'haa'e (vai)@
@crow@|@ókohke (na)@
@crow (variant)@|@ókohtše (na)@
@Crow Agency (MT)@|@Óoetanéno (ni loc), Óoetanéno (pn loc)@
@Crow Chief@|@Ókôhkeveho (pn)@
@Crow designs: be beaded with ~@|@óoetanéoxa'ohe (vta pass)@
@Crow designs: have ~@|@óoetanévôhtâhéheve (vii)@
@Crow Eater@|@Ókôhkeméseestse (pn)@
@Crow Fair (Crow Agency)@|@Óoetanéno Tsé'amo'eétâhéstove@
@Crow Indian@|@Óoetane (na)@
@Crow Indians@|@Óoetaneo'o (na pl)@
@Crow language: talk ~@|@óoetanénestse (vai)@
@Crow Reservation@|@Óoetanépo'êho'e (ni loc), Ooetanepo'êho'e (ni)@
@Crow scalp@|@Óoetaneméta'xe, Óoetaneméta'xe (ni)@
@Crow scalps (used in Sun Dance)@|@Ooetanemétá'xêstse (ni pl)@
@Crow Stands@|@Ókohke Ôhnéé'êstse (pn)@
@Crow woman@|@Óoetané'e (na)@
@crowbar@|@hásoo'o (ni)@
@crowbars@|@hásoonôtse (ni pl)@
@crowd out SB@|@ne'ta'ov (vta)@
@crowd: be a big ~@|@háetanevonehe (vai), háetanevonehne (vai)@
