@English@|@Laotian@
@Before time@|@ມາກ່ອນ@
@beforehand@|@ກອນຫນ້ານີ້@
@beg@|@ບິນບາດ, ປ່ວນ, ວອນ@
@beg alms@|@ບິນທະບາດ@
@beg for alms@|@ການທ່ຽວຂໍ່ແຜ່, ຂໍທານ@
@beg for help@|@ຮ້ອງຂໍຄວາມຊ່ວຍເຫລືອ@
@beg off@|@ຂໍຕົວ@
@beg sth from@|@ຂໍທານນຳ@
@beg with outstretched hands@|@ແບມືຂໍ@
@beget children@|@ບັງເກີດລູກ@
@beggar@|@ຄົນຂໍທານ, ວະນິພົກ@
@begging for food@|@ພິກຂາ, ພິກສາຫານ@
@begin@|@ກຽມລົງມື, ຂຶ້ນຕົ້ນ, ສາຣຳ, ດຳເນີນການ, ຕັ້ງ, ຕັ້ງກົກ, ຕັ້ງເຄົ້າ, ຕັ້ງຕົ້ນ, ປະເດີມ, ຜະເດີມ, ເລີ່ມເລີ້@
@begin a new era or reign@|@ຖະເລີງສົກ@
@begin anew@|@ຂຶ້ນຕົ້ນໃຫມ່@
@begin plowing@|@ແຮກໄຖ@
@begin pregnancy@|@ຕັ້ງທ້ອງ@
@begin s job@|@ບາຍວຽກ@
@begin to do@|@ກໍ່ວຽກ@
@begin to work@|@ລົງມື@
@beginning@|@ກົກເຄົ້າ, ຈຸນລະສັກກະຣາດ, ນັບຕັ້ງແຕ່@
@beginning of a path leading into the forest@|@ຜັກຕູປ່າ@
@beginning of Buddhist Lent@|@ບຸຣິມະວັດສາ@
@beginning of month@|@ຕົ້ນເດືອນ@
@beginning of the Buddhist Lent period@|@ບຸຣິມພັນສາ@
@beginning of year@|@ຕົ້ນປີ@
@behave@|@ສະແດງກິລິຍາ, ຖືກິຣິຍາ, ປະພຶດຕົນ, ປະເພນີ@
@behave badly@|@ເຮັດຊົ່ວ@
@behave in imitation of@|@ຈະເລີນຮອຍຕາມ@
@behave morally@|@ຈະເລີນທັມ@
@behave well@|@ຈື່ຮີດຈື່ຄອງ@
@behavior@|@ຈະຣີດ, ຈະຣິດກິຣິຍາ, ປະຕິປະທາ, ມາຣະຍາດ, ມໍຣິຍາດ@
@behavior or conduct of one’s religion@|@ທັມມະຈະຣິຍາ@
@behead@|@ຕັດຄໍ, ຕັດຫົວ@
@behind@|@ຂ້າງຫລັງ, ທາງຫລັງ, ທາງຫລັງ, ເບື່ອງຫລັງ, ພິມຸກ@
@behind the back@|@ລັບຫລັງ@
@behind the car@|@ກົ້ນລົດ@
@behind the scenes@|@ຢູ່ຫລັງສາກ@
@being@|@ສັດ, ສັດຕະນິກອນ, ບຸກຄົນ, ປະຊາ@
@belief@|@ຄວາມເຊື່ອ, ສັດທາ@
@belief dogma@|@ຄວາມພະຍາບາດ@
@believable@|@ສົມຈິ່, ທີ່ເຊື່ອຖື, ເປັນຕາຟັງ@
@believe@|@ເຊື່ອ, ເຊື່ອອົກເຊື່ອໃຈ@
@believe firmly@|@ເຊື່ອຄັກ, ເຊື່ອຫມັ້ນ, ເຊື່ອໝັ້ນ@
@believe in@|@ເຊື່ອຖື, ຍຶດຖື, ຖືຢູ່ວ່າ@
@believe in ancestor worship@|@ຖືຜີ@
@believe in spirit@|@ເຊື່ອຜີ@
@believe me@|@ເຊື່ອເທາະ@
@believe me!@|@ຈົ່ງເຊື່ອຂ້ອຍ@
@believe-able@|@ເປັນຕາເຊື່ອ@
@believer@|@ຜູ້ຖື@
@belittle@|@ປະຫມາດຫນ້າ@
@bell@|@ລະຄັງ@
@bell or clapper for animals@|@ຄິກ@
@bellingerent nation@|@ປະເທດທີ່ທຳສົງຄາມກັນ@
@bellows@|@ບັ້ງສູບ@
@bells@|@ກະດິງ@
@belly@|@ປຸ້ງ, ໂພ່ນ@
@belly cramp@|@ປັ້ນທ້ອງ@
@belly spasmodic pain@|@ປວດທ້ອງ@
@bellyache@|@ປັ້ນທ້ອງ@
@belong to@|@ມີເຈົ້າຂອງ@
@belonging to oneself.@|@ອັດຕະນິຍະ@
@belonging to the gods@|@ທິບພະສົມບັດ@
@belongings@|@ເຄື່ອງຂອງ, ສິ່ງຂອງ@
@beloved@|@ຂິ່ນ, ຄຳແພງ, ຄົນຮັກ, ສະນິດ, ສະມອນ, ສາຍໃຈ, ຊູ້ເຂິ່ນ, ຊູ້ແພງ, ທີ່ຮັກ, ພິດສມອນ, ແພງຂວັນ@
@beloves@|@ສຸດໃຈ@
@below@|@ທາງລຸ່ມ, ເບື້ອງລ່າງ, ເບື້ອງລຸ່ມ, ຢູ່ລຸ່ມ, ລູກ, ລຸ່ມ@
@below the floor (pile dwelling)@|@ກ້ອງລາງ@
@belt@|@ກາຍຍະພັນ, ເຂັມຂັດ, ສາຍແອວ, ສາຍຮັດ, ສາຍຮັດແອວ, ບາແອວ@
@Benates@|@ພາຣານະສີ@
@bench@|@ສະແນນ, ຕັ່ງຍາວ, ແປ້ນນາ@
@Bench@|@ມ້ານັ່ງ@
@bench in a boat for nowers or passangers@|@ຂັ້ນເຮືອ@
@bend@|@ກົ່ງ, ກົ່ງລົງ, ກົ່ງ, ຂົດ, ງໍ, ດັດ, ພັບ@
@bend a bow@|@ຂຶ້ນຫນ້າ@
@bend a long time odor of puterfaction@|@ຄຸ້ງ@
@bend arm@|@ພັບແຂນ@
@bend back@|@ຈຳຫຽງ@
@bend backward@|@ແງນ, ທົບກັບ@
@bend crossbow@|@ຂຶງຫນ້າ, ຫ້າງຫນ້າ@
@bend down@|@ກົ້ມລົງ, ກົ້ມໃສ່, ຍອບ, ຍອບລົງ@
@bend in@|@ກົ່ງເຂົ້າ@
@bend into shape by force@|@ດັດ@
@bend leg@|@ພັບຂາ@
@bend or flex arm@|@ງໍແຂນ@
@bend out@|@ກົ່ງອອກ@
@bend over@|@ກົ່ງຕົວ, ນ້ອມກາຍ@
@bend over with the hand touching the ground@|@ໂຢ່ງໂຢ້@
@bend the elbow@|@ທົບແຂນ@
@bend the head down on the way out@|@ກົ້ມອອກ@
@bend the knee to@|@ກົດຫົວເຂົ່າ@
@bend the legs@|@ງໍຂາ@
@bend to adjust@|@ເຍື້ອງ@
@bending@|@ໂຊ້@
@bending forward@|@ໂກ່ໂຈ່, ໂກ່ໂຊ່@
@bending forward to look down at@|@ໂຊມໂຊງ@
@bending forward to look down at (of people and small animals only)@|@ຊອມຊໍ່@
@bending knife@|@ມີດຂໍ@
@benediction@|@ມຸງຄຸນ, ມຸງຄຸນ, ມົງຄຸນ@
@benefactor@|@ເຈົ້າບຸນນາຍຄຸນ, ສຸຫະຣິດ, ສຸຫັດ, ຜູ້ມີອຸບປະກາຣະ@
@benefactors@|@ບຸບພະກາຣີ@
@beneficence@|@ກຸສົນລະກຳ, ພະຄຸນ@
@beneficent@|@ສຸພະມຸງຄຸນ, ບຳເພັນສາທາລະນະປະໂຍດ@
@beneficial@|@ປະໂຍດຊະນະ@
@benefit@|@ກະຕາທິການ, ຜົນກຳໄລ, ຜົນປະໂຍດ@
@benevolent@|@ໃຈໃຫຍ່ໃຈໂຕ, ປານີ, ພິຕິສົງສານ@
@benison@|@ກຳບານ@
@bent@|@ກ້ອມໆ, ໂງະ, ຈົງ, ທະນຸຣາການ, ນ້າວ@
@bent backward@|@ແງ້ນ@
@bent down@|@ໂງ້ງລົງ@
@bent forward@|@ກົ່ງໂກ້@
@bent forward stooped@|@ໂກ້ງໂກ້@
@bent leg@|@ຂາໂຂ@
@bent slightly@|@ກ່ອມກໍ່@
@bent up@|@ໂງ້ງຂຶ້ນ@
@benzine@|@ເບນຊິນ@
@bequeath@|@ທຳພິໄນກັມ, ມອບສົມບັດ@
@bequest@|@ຂອງມູນມັງ, ມັງ@
@berate@|@ໂຂກສັບ@
@beret@|@ຊະດາ, ຊະດຸ້ງ@
@beret; cap@|@ງ່ອມ@
@beribert@|@ເໜັບຊາ@
@Berrya mollis Wall@|@ລຽງໄຂ@
@berth@|@ທີ່ນອນ@
@beseech@|@ວິງວອນ@
@beside@|@ຂ້າງໆ@
@beside that@|@ນອກເຫນືອກວ່າ@
@beside this@|@ນອກເຫນືອກຈາກນີ້@
@besides@|@ນອກຈາກນີ້@
@besides that@|@ນອກຈາກນັ້ນ, ນອກນັ້ນ@
@besiege@|@ລ້ອມເມືອງ@
@besmear@|@ທາ@
@best@|@ຍວດຍິ່ງ, ດີທີ່ສຸດ@
@best about@|@ດີ້ນດັ່ນ@
@best man at a wedding@|@ເພື່ອນເຈົ້າເ່າວ@
@best-loved@|@ຍອດຮັກ@
@bestow@|@ທານທອດ@
@bet@|@ຂັນຕີ, ທ້າພະນັນ, ພະນັນ@
@bet money@|@ລັງເງິນ@
@bet on a dog@|@ແທງຫມາ@
@bet on a horse@|@ແທງມ້າ@
@bet on odd and even@|@ແທງຖົ່ວ@
@betel@|@ຄຳຫມາກ, ຄຳໝາກ@
@betel expectorant@|@ນ້ຳຫມາກ@
@betel knife@|@ມີດ້ະນາກ@
@betel mortar@|@ຄົກຕຳຫມາກ@
@betel nut@|@ຊອງພູ@
@betray@|@ຂາຍຄວາມລັບ, ທໍລະຍົດ@
@betray one’s country@|@ຂາຍຊາດ, ຂາຍບ້ານຂາຍເມືອງ@
@betrothal@|@ການຫມົດໄປ@
@better@|@ດີກວ່າ, ດີລະດີແລ້ວ, ດີແລ້ວ@
@better not@|@ຢ່າເລີຍ@
@better than expected@|@ດີເກີນຄາດໄວ້@
@between@|@ໃນລະຫວ່າງ, ຣະຫວ່າງ, ລະຫວ່າງ@
@between life and death@|@ເປັນຕາຍເທົ່າກັນ@
@bewail@|@ພິລາບ, ຮ່ຳໃຫ້@
@bewitch@|@ລົງຜີ@
@beyond@|@ເກີນ, ກ້ຳເກີນ, ນອກ, ເລີຍ@
@beyond human control@|@ພົ້ນວິໄສ@
@beyond mankind@|@ເກີນມະນຸດ@
@beyond one’s ability@|@ເກີນຕົວ@
@beyond one’s expectations@|@ເກີນຄວາມຫມາຍ@
@beyond one’s intelligence@|@ພົ້ນປັນຍາ@
@beyond one’s power@|@ເກີນກຳລັງ@
@beyond one's ability@|@ສຸດຈະພັນລະນາ@
@beyond one's intelligence@|@ສຸດປັນຍາ@
@beyond or outside one's authority or power@|@ນອກອຳນາດ@
@beyond the ability@|@ເກີນຄວາມສາມາດ@
@beyond the bounds of@|@ເກີນເຂດ, ນອກເຂດ@
@beyond the power of@|@ເກີນອຳນາດ@
@beyond the power of mind@|@ເກີນຄວາມຄິດ@
@beyond the range of vision@|@ສຸດສາຍຕາ@
@beyond the scope of one’s authority@|@ເກີນຂອບເຂດ@
@beyond the statute of limitations@|@ຂາດອຸຍຸຄວາມ@
@beyond the time fixed@|@ນານເກີນກຳນົດ@
@beyondthe intelligence of@|@ເກີນປັນຍາ@
@beyound one's reach@|@ສຸດມື@
@Bharata@|@ພະຣະຕະ@
@bias@|@ອະຄະຕິ@
@Bible@|@ປະກະຣະນັງ@
@bibliomaniac@|@ບ້າຫນັງສື@
@biceps muscle@|@ກ້ອນຊີ້ນແຂນ@
@bicycle@|@ລົດຖີບ@
@bicycle chain@|@ສາຍໂສ້ຣົດຖີບ, ສາຍໂສ້ລົດຖີບ@
@bicycle racing@|@ແຂ່ງລົດຖີບ@
@bid@|@ປະມົງ@
@bid at auction@|@ເຂົ້າສູ່ລາຄາ, ສູ້ລາຄາ@
@bid farewell@|@ລຳລາ@
@big@|@ໂປ່, ໂປ້, ເປ້ງ, ໂຜ້, ພິສານ, ມຸກພີ, ໂມນ@
@Big@|@ໂປ່@
@big ( for animal)@|@ເຖິກ@
@big city@|@ນະຄອນສີ, ນະຄອນຫລວງ@
@Big Era@|@ມະຫາກັບ@
@big eyed@|@ໂລ້@
@big fire@|@ໄຟກອງຮ້າ@
@big knife@|@ພ້າອີ່ໂຕ້@
@big monkey@|@ລິງໂທນ@
@big profit@|@ມະຫາຜົນ@
@big quantity@|@ມະຫາສານ@
@big scissors@|@ມີດສະນາກ@
@big spender@|@ສົວ@
@big spender (slang)@|@ເຈົ້າສົວ@
@big step@|@ໂຢກ@
@big toe@|@ນິ້ວໂປ້, ໂປ້ຕີນ@
@big tray@|@ຖາດ@
@big tray for aerating sticky rice@|@ໂບມ@
@big white or green caterpillar@|@ບົ້ງເລັນ@
@big yellowish@|@ຊວາງ@
@big-hearted@|@ໃຈນັກເລງ@
@bight@|@ປາກອ່າວ@
@bigoted easily learning@|@ໃຈປຶກ@
@bilateral agreement@|@ສັນຍາສອງຝ່າຍ@
@bile@|@ນ້ຳບີ, ບີ@
@bill@|@ສົບນົກ, ໃບເກັບເງິນ, ຮ່າງພະຣາຊບັນຍັດ@
@bill of lading@|@ໃບຮັບສິນຄ້າ@
@bill turtle@|@ເຕົ່າກາ@
@billionaire@|@ມະຫາເສດຖີ@
@billy goat@|@ແບ້ເຖິກ@
@bind@|@ບັນກວດ, ປະກຳ, ຜູກ, ຜູກພັນ@
@bind (a book)@|@ເຂົ້າປົກ@
@bind one’s feelings@|@ຜູກຈິຜູກໃຈ@
@bind tightly@|@ຮິງ@
@binding@|@ການຜູກມັດ, ໃບປົກ@
@bindweed@|@ຈິງຈໍ@
@binoculars@|@ກ້ອງສ່ອງ@
@binturong@|@ຈອນດຳ@
@biography@|@ຊີວະປະຫວັດ@
@biologist@|@ນັກຊີວະວິທະຍາ@
@biology@|@ຊີວະວິທະຍາ@
@biped@|@ສັດສອງຕີນ, ສອງຂາ, ທະວິບາດ@
@bird@|@ກົດປູດ, ກົດຮ່ອຍ, ແຂບແຄ, ຂີ້ກະເດືອນ, ເຂຈອນ, ສະກຸນາ, ນະພາຈອນ, ປັກຂີ, ປັກສາ, ປັກສີ, ປັກສິນ, ປັກສາຄົມ, ປັກສາວາຫົນ, ປັກຂີ, ປັກສາ, ປັກສີ, ປັກສິນ, ປັກສາຄົມ, ປັກສາວາຫົນ, ພິຫົກ, ວິຫົກ, ເວຫັງ@
@bird cage@|@ກົງນົກ, ຕຸ້ມນົກ@
@bird certificate@|@ຊາຕາ@
@bird mite@|@ຕົວໄຮ@
@bird of one of the following species@|@ກະຈາງ, ກະຈິງ, ກະຈິບ@
@bird of paradise@|@ກາຣະເວກ@
@bird of the heron@|@ກະສາ@
@bird of the kingfisher type(white ruff)@|@ກະລາການ້ຳ@
@bird of the magpie family@|@ໄສ່@
@bird of the mynah family@|@ຄິ້ງໂຄງ@
@bird of the owl family@|@ສີທູດ@
@bird of the quail family@|@ຂຸ້ມ@
@bird of the Sturnidae family@|@ຂຸນທອງ@
@Bird of the teal familly@|@ປະຫິດ@
@bird trap@|@ແຮ້ວຫ້າງນົກ@
@bird wing@|@ປີກນົກ, ປີກນົກ@
@bird’s nest@|@ຮັງນົກ, ຮັງນົກແອ່ນ@
@bird-net@|@ຂ່າຍ@
@birds in general@|@ນົກຫນູ@
@birth@|@ການເກີດ, ກຳເນີດ, ສັມພະວະ, ສັມພະວະພົບ, ສຳພະວະ, ສຳພະວະພົບ, ສູຕິ, ສົມພົບ, ຊາຕິ, ຊາດ, ໂຍນີ, ປະຕິສົນທິ, ພາວະ@
@birth and genealogy@|@ສະກຸນຣຸນຊາດ@
@birth certificate@|@ໃບຊາຕາ@
@birth rate@|@ສະຖິຕິການເກີດ, ອັດຕາຄົນເກີດ@
@birth to be born@|@ປະສູດ@
@birthday@|@ພັນສາວຸດ, ມື້ງກີດ, ວັນເກີດ@
@birthday party@|@ງານວັນເກີດ@
@birthmark@|@ປ່າມ@
@birthplace@|@ທີ່ເກີດ, ບ້ານເກີດ, ບ່ອນເກີດ, ມາຕຸພູມ@
@birthright@|@ສິດທິຂອງຜູ້ສືບສາຍ@
@biscuit@|@ເຂົ້າຫນົມປັງກະປອງ@
@bit@|@ສະເກັດ, ສວ່ານ@
@bit strap@|@ສາຍແຂ້ມມ້າ@
@bitch@|@ໝາແມ່@
@bite@|@ກັດ, ຂົບແຂ້ວ, ຕອດ@
@biting@|@ສຽດແທງ@
@bits of rotten wood@|@ຂີ້ຂອນໂດກ@
@bitter@|@ຂົມໃຈ@
@bitter aftertaste@|@ຮຶນ@
@bitter and astringent@|@ຂົມຝາດ@
@bitter gourd used medicinally@|@ຟັກຂົມ@
@bitter taste in the mouth@|@ຂົມປາກ@
@bitter-tasting@|@ເຝື່ອນ@
@bixa orellana@|@ຊາດ@
@black@|@ກະຫມຸກ, ງໍາ, ສະຍະມົນ, ສີດຳ, ດຳ, ນິລະ, ມຶກ, ມຶ້ມ@
@black and white threads woven to produce a gray color@|@ຜ້າຂີ້ງາ@
@black ant@|@ມົດດຳ@
@black as if burned@|@ດຳຂີ້ຫລີ້@
@black drongo@|@ນົກແຊວ@
@black drongo buchanga atre@|@ແຊງແຊວ@
@black elephant@|@ຊ້າງດຳ@
@black eyes@|@ຕາຊົ້ນ, ຕາດຳ@
@black fish@|@ໂດ (ປາ)@
@black hair@|@ຜົມດຳ@
@black hearted@|@ໃຈດຳ@
@black horse@|@ມ້າດຳ@
@black killing plan@|@ຄິດອາຄາດ@
@black like charcoal@|@ດຳຂື້ຫລື້@
@black magic@|@ມະຫາລະລວຍ@
@black market@|@ຕະຫລາດມືດ@
@Black Meo@|@ແມ້ວດຳ@
@black nevus@|@ປານດຳ@
@Black Nyang@|@ຍາງດຳ@
@black or dark purple-colored rice@|@ເຂົ້າກ່ຳ@
@black smoke of pot@|@ຂີ້ຫມິ້ນຫມໍ້@
@black star sapphire@|@ແກ້ວພິທູນ@
@black stone@|@ແກ້ວພິນ@
@black toad@|@ກະຕູ່@
@black tobacco@|@ຢາເສັ້ນ@
@black water insect@|@ຕັບເຕົ່າ@
@black; sky-blue@|@ກາລະ@
@blackbird@|@ນົກກາເວົ້າ, ນົກອ້ຽງ@
@blackboard@|@ກະດານດຳ@
@blackhead@|@ສີວຫົວດຳ, ຕຸ່ມ, ໄຝ@
@blackish@|@ສີຄ່ຳ, ສີແຫລ້, ສີແຫຼ້@
@blackmail@|@ການຂູ່ເອົາເງິນ@
@blacksmith@|@ຊ່າງຕີເຫລັກ, ຊ່າງຕີເຫຼັກ, ຊ່າງເຫັລກ, ຊ່າງເຫຼັກ, ໂລຫະການ@
@bladder@|@ກະເພາະຍ່ຽວ, ກະເພາະປະສາວະ, ພົກຍ່ຽວ, ພົກຍ່ຽວ@
@blade of grass@|@ໃບຫຍ້າ@
@blame@|@ກ່າວຮ້າຍປ້າຍສີ, ຂໍ້ຕິຕຽນ, ຊັດທອດ, ດຳຣິຕິຕຽນ, ຕິ, ຕິຕຽນ, ຕິໃຫ້, ຕຳນຽນ, ບໍລິພາດ, ປະຣິພາດ, ວ່າໃຫ້, ຮ້ອງຟ້ອງ@
@blanch as corpse@|@ຊີດປານຜີຕາຍ@
@blankboard@|@ແປ້ນກະດານ@
@blanker@|@ນວມ@
@blanket@|@ປາຣຸເປະນະ, ຜ້າຫົ່ມ@
@blanket made of animal hair@|@ວາລະກັມພົນ@
@blasheme@|@ສາບແຊ່ງ@
@blasphemy@|@ຜະຣຸສາວາດ@
@blazing@|@ຊະວະລິດ, ຮ້ອນເຜົາ@
@bleary eyes dim sighted@|@ຕາຊີ້@
@bleed@|@ເລືອດອອກ@
@bleed abnormally@|@ຕົກເລືອດ@
@bleed internally@|@ຕົກໃນ@
@bleeding@|@ເລືອດໄຫລ@
@blemish@|@ມະລະມຶນທຶນ, ມົນທິນ@
@blend@|@ປະສົມ@
@blessed Buddha@|@ອະຣະຫັງ, ອໍຣະຫັງ@
@blessing@|@ພະພອນ, ພອນ, ມົງຄົນວາດ@
@blind@|@ຕາແຈ້ງ, ຕາບອດ, ຕາມືດ, ບອດ, ເຮັດໃຫ້ມົວຫູມົວຕາ@
@blind in one eye@|@ຕາລໍ້@
@blind in one eyes@|@ຕາບອດເບື້ອງນຶ່ງ@
@blind man@|@ຄົນຕາບອດ@
@blind with normal-appearing eyes@|@ຕາບອດແຈ້ງ@
@blind with the eyes open@|@ບອດແຈ້ງ@
@blindfold@|@ປິດຕາ@
@blinding@|@ສະຫວ່າງຈ້າ@
