@English@|@Hmong@
@fall season@|@caij nplooj ntoo zeeg@
@fall through@|@hlauv@
@false@|@cuav@
@familiar@|@paub zoo, swm@
@family@|@tsev neeg, tsev tibneeg, yim@
@famine@|@kev tshaib plab@
@famous@|@muaj koob npe, npe nrov, nto moo@
@fan@|@ntxuaj, ntxuam@
@fan palm tree@|@kuj@
@fancy@|@zoo nkauj@
@fantastic@|@zoo heev@
@fantasy@|@xav txog tej yam dab tsi@
@far@|@deb@
@far away@|@ntxees@
@fare@|@nqe caij dav hlau, nqi caij tshev@
@farm@|@liaj teb, teb@
@farm hand@|@tub tes tub taw hauv liaj/teb@
@farmer@|@neeg ua liaj ua teb@
@farmer's market@|@khw muag zaub, taj laj sawv ntxov@
@farther@|@deb deb, deb zog@
@farthest@|@qhov deb tshaj plaws@
@fashion@|@zam@
@fast@|@ceev, nrawm, yoo@
@fast water@|@dej tsaws ntxhee@
@fasten@|@ntswj kom nruj@
@fat@|@rog, rog nthaws, roj@
@fatal@|@kub ntxhov@
@fate@|@txoj hmoov@
@father@|@leej txiv, tsi, tsi, txiv, txiv hlob, txiv ntxawm@
@father of daughter's husband@|@txiv yawg@
@father of son's wife@|@yawm txiv@
@father-in-law@|@txiv, yawm txiv, yawm txiv@
@Father's Day@|@txiv hnub@
@father's sister@|@phauj@
@father's sisters@|@phauj@
@fatigue@|@qaug zog@
@fatty meat@|@nqaij rog@
@faucet@|@kaig dej, kav hlau qhib dej@
@fault@|@txhaum@
@favor@|@nyiam tshaj@
@favorite@|@nyiam tshaj@
@fawn@|@menyuam muas lwj@
@faze@|@tsis khib, tsis raug@
@fear@|@kev ntshai, ntshai@
@feast@|@kev pam noj pam haus, koob tsheej@
@feather@|@plaub noog, plaub qaib, tis@
@february@|@ob hli ntuj@
@feces@|@quav@
@feeble@|@nraus, tsaug@
@feed@|@pub noj@
@feed animals@|@khoom rau tsiaj noj@
@feedback@|@lus teb rov qab rau luag@
@feel@|@xav@
@feeling@|@kev xav@
@feeling of being full@|@nchi@
@feet@|@ko taw@
@feign@|@txuj@
@fell@|@ntov ntoo@
@fellowship@|@siv rau zoo@
@felon@|@tub sab@
@female@|@maum, poj, poj niam, pojniam@
@female genitals@|@paum, pim@
@feminine@|@hais txog poj niam@
@fence@|@laj, laj kab, lajkab@
@fence in@|@xov@
@ferment@|@phwj@
@fern@|@suab@
@ferocious@|@liamhim@
@fertilizer@|@chiv@
@festival@|@kev ua koob tsheej@
@fetch@|@mus kaws, mus muab, mus nqa@
@feud@|@npau taws, sib ceg@
@fever@|@kub cev, ua npaws@
@fever cooling down@|@laj@
@few@|@ib mentsis, tsawg, tsis ntau@
@fewer@|@tsawg dua@
@fewest@|@tsawg tshaj plaws@
@fiance@|@neeg ua yus qhaib rau@
@fib@|@lus dag@
@fiction@|@tsis muaj li zaj dab neeg hais, tsis tseeb@
@fidgeting@|@ua zab ua zuav@
@field@|@teb, tiaj, tshav@
@field trip@|@mus ncig xyuas thiab kawm@
@fields@|@liaj ia tebchaws@
@fierce@|@limhiam@
@fifteen@|@kaum tsib@
@fifth@|@thib tsib@
@fifth grade@|@qib tsib@
@fifty@|@tsib caug@
@fight@|@kev sib ntaus, sib ntaus, sib ntaus sib tuag@
@figurative@|@ua lus piv txwv hais@
@figure of speech@|@lus pivtxwv@
@figure out@|@to taub, xam, xav kom tawm lub ntsiab@
@file@|@chaw cia@
@fill@|@ntxiv rau kom puv, sau rau, txhub@
@fill a container with liquid@|@ce@
@Fill it up.@|@puv lub no.@
@fill to the top@|@puv@
@fill up@|@meem@
@film@|@duab ua zog, xov roj hmab@
@filter@|@lim@
@final@|@kawg, kawg nkaus, tag nrho@
@finally@|@thaum kawg@
@finance@|@hais txog nyiaj txiag@
@find@|@nrhiav@
@fine@|@Kuv nyob zoo thiab, noj qab nyob zoo, noj qab nyob zoo, nplua, nyob zoo, zoo@
@finger@|@ntiv tes@
@finger tip@|@nplua@
@fingernail@|@rau tes@
@fingertip@|@taub teg@
@finish@|@kawg, tag, tag, tas, tiav, ua tag lawm, xaus@
@finished@|@tas@
@finished all of it@|@suaj kaum@
@fire@|@cub hluavtaws, cub tawg, hluav taws, hluavtaws@
@fire (1)@|@qhov cub@
@fire a gun@|@tua@
@fire alarm@|@tswb ceeb toom hluav taws@
@fire alarm (1)@|@tswb ceeb toom hluav tawm@
@fire engine@|@tsheb tua hluav taws@
@fire escape@|@txoj kev khiav hluav taws@
@fire exit@|@qhov rooj khiav khuav taws@
@fire from job@|@txo@
@fire hydrant@|@qhov dej tua hluav taws@
@fire wood@|@taws@
@firefighter@|@tibneeg tua hluav taws@
@firefly@|@kab muag ntsais, kab taws tsau@
@fireplace@|@qhov cub nte@
@fireplace for cooking@|@qhov txos@
@firewood@|@ntsaub, taws@
@fireworks@|@foob pob hluav taws@
@firm@|@khov kho, ruaj, ruaj@
@first@|@thawj, thawj tus, tus ntau thawj, tus ua ntej, xub@
@first grade@|@thawj qib@
@fish@|@ntses, nuv ntses@
@fist@|@nrig@
@fit@|@dhos, ham@
@fit close together@|@ntom@
@fitting@|@haum, tsim nyog@
@five@|@tsib@
@five cents@|@npib 5 xee@
@fix@|@kho, looj, teem@
@fix in memory@|@nco qas ntsoov@
@fixed@|@ntsoov@
@flag@|@chij@
@flame@|@nplaim@
@flap@|@ntxuaj@
@flash of light@|@eeb ci@
@flashlight@|@faivfuaj, teeb khoos npim, teeb nyem, teeb rom@
@flask@|@hwj, khob haus dej@
@flat@|@daim, pliab, tiaj, tiaj, tiaj tus, tus@
@flat surface@|@phab@
@flat wall@|@phab@
@flattened-out bamboo@|@nruab@
@flatter@|@hais lus zoo@
@flatulance@|@paus@
@flatulence@|@nchi plab, tsam plab@
@flaunt@|@khav theeb@
@flavorless@|@tsuag@
@flaw@|@qhov daig, qhov khuam@
@flea@|@dev mub, tuv@
@fleas@|@dev mub, mub@
@flee@|@khiav mus, khiav tawm@
@fleece@|@chais ya cov plaub, dag nqa khiav@
@flesh@|@nqaij@
@flexibility@|@raws siab nyiam@
@flexible@|@ncab ib ce kom tej leeg muag, saj zawg zog, saj zawg zog@
@flick away with a finger@|@ntiv@
@flight@|@fij dav hlau ya, ya khiav tawm@
@flimsy@|@tsis muaj zog@
@flinch@|@maim@
@fling@|@cuam@
@flip@|@kiv, ntxeev, tig@
@flippant@|@thuav tau@
@flirt@|@sib thab tso dag tso luas@
@float@|@ntab, ntab saum dej@
@flock@|@npoj, pab@
@flood@|@dej nyab, nyab@
@floor@|@npoo tsev, plag tsev plaj tse@
@floor (1)@|@npoj pob ball npoo tsev@
@flop@|@ntog, vau@
@flour@|@hmoov, hmoov nplej@
@flourish@|@ciaj zoo kawg@
@flow@|@ntws@
@flower@|@paj, paj ntoos@
@flower cloth@|@paj ntaub@
@flu@|@ua daus no@
@fluctuate@|@nyob tsis tus@
@fluency@|@paub tej yam lus zoo heev@
@fluency disorder@|@hais lus thob quav, nrhiav lus, xaiv lus@
@fluent@|@hais meej, paub zoo@
@fluid@|@hom ua kua, kua ciab@
@flush@|@lawv plab@
@flute@|@pum, raj@
@flutter@|@laim, ntxuaj mus ntxuaj los@
@fly@|@ya, yoov@
@FM unit@|@lub coj kom hnov lus tseeb@
@foal@|@menyuam nees@
@foam@|@ib co npuas ntau ntau, npuas, ua npuas ncauj@
@foam at the mouth@|@npuas@
@focus@|@kev ua kom pom tseeb, ua kom pom tseeb@
@fog@|@huab@
@foggy@|@ntsau@
@fold@|@tais@
@folklore@|@lus dab neeg@
@folklore (1)@|@dab neeg@
@follow@|@lawv qab, raws qab, yoog@
@follow cautiously@|@soj@
@fond of@|@paub zoo@
@fontanelle@|@hau xaws@
@food@|@khoom noj, mov, zaub mov@
@food chaim@|@tsiaj noj tsiaj, tus tsiaj loj noj tus tsiaj me@
@food for animals@|@qhauv@
@fool@|@dag, ruam@
@fool around@|@tawb@
@foolish@|@plhom moj@
@foot@|@ko taw, kotaw, taw, taw, txhais ko taw@
@foot measuring@|@ntev ib hneev taw@
@footprint@|@hneev, neev taw@
@footprints of animal@|@nplhaus nplhiv@
@for@|@muab rau@
@for example@|@piv xam li@
@for rent@|@cia ntiav@
@for sale@|@cia muag@
@for sale sign@|@phiaj tiv muag@
@for this reason@|@vim@
@forage@|@nog, nrhiav mov noj@
@forbid@|@tsis pub ua@
@force@|@hwj chim losis dag zog, lub zog, yuam@
@force a person to drink@|@txhaus@
@force something out@|@ntsub@
@forceps@|@ncais@
@forecast@|@kev twv txog huab cua@
@forefather of all Shamans@|@siv yis@
@forehead@|@hau phiaj, pliaj@
@foreign@|@txawv teb chaws@
@foresee@|@xa meem@
@forest@|@hav zoov@
@forever@|@ibtxhis, ntev dhawv mus ib txhis@
@forget@|@tsis nco, tsis nco qab txog@
@forgetful@|@tem, toob@
@forgetting things all the time@|@tsis nco qab hlaw hlias@
@forgive@|@daws, zam txim@
@forgotten@|@tsis nco qab lawm@
@fork@|@diav rawg, rab rawg@
@form@|@ib daim ntawv sau npe, ib yam dab tsi, puab, tsim@
@form (1)@|@lub cev, sib sau@
@form with hands@|@puab@
@formal@|@raws li kev lig kev cai, ua muaj qauv@
@format@|@qauv ua ib yam dab tsi@
@formation@|@kev txawm muaj@
@formula@|@keeb ntawv, qauv@
@fortify@|@ua kom muaj zog@
@fortunate@|@muaj hmoo@
@fortune@|@hmoov zoo, khuj@
@forty@|@plaub caug@
@forum@|@rooj sab laj@
@forward@|@tom ntej@
@fossil@|@pob txha@
@foster parent@|@niam qhuav txiv qhuav, tus tau cai los tu me nyuam@
@foul@|@tsws lwj@
@foul smell@|@tsws lwj@
@foundation beams of a house@|@tim cum@
@four@|@plaub@
@four areas@|@plaub fab@
@four corners@|@plaub fab@
@four sections@|@plaub fab@
@four sided@|@xwmfab@
@fourteen@|@kaum plaub@
@fourth@|@thib plaub@
@fourth grade@|@qib plaub@
@foward@|@tom ntej@
@fowl@|@tsiaj noog@
@fox@|@hma, hma liab, ma@
@fraction@|@muab dais ua feem@
@fracture@|@lov pob ntxa, txeev lawm, xwb pleb@
@fractures@|@dam@
@fragment@|@ib qho ntawm ib yam dab tsi@
@fragonfly@|@qaus@
@fragrance@|@tshuaj tsw qab@
@frame@|@ncej@
@France@|@Tebchaws Fabkis@
@frank@|@hais ncaj ntsaim, hais tiag, ncaj@
@fraud@|@ntxias@
@freckles@|@quav hnav@
@free@|@dawb, daws, khoom, pub dawb, tso, ywj siab@
@free public education@|@kev kawm ntawv dawb@
@freedom@|@kev ywj pheej@
@freely@|@khoom@
@freeze@|@haulwm tsis khiav, nkoog@
@freezer@|@taub yees@
@French fries@|@qos yaj ywm kib@
@frequently@|@tsis tu ncua@
@fresh@|@ntshiab, tsheb tuam@
@fret@|@nyuab siab@
@friction@|@kev sib txhuam, txhuam@
@friday@|@hnub tsib@
@fried fish@|@ntses kib@
@friend@|@kwvluag, phooj ywg, phoojywg@
@friendly spirit@|@neeb@
@fright@|@ntshai@
@frighten@|@hem@
@frightened@|@ceeb@
@frigid@|@no heev, txias heev@
@frisk@|@xuas@
@frog@|@qav@
@from@|@los ntawm, qav, tuaj ntawm@
@from now on@|@txij no mus@
@front@|@ntiag, pem hauv ntej, pem hauv ntej, qhov rooj tag, xub ntiag@
@front (1)@|@qab tsib taug@
@front door@|@qhov rooj tag@
@front house@|@qab tsib taug@
@front of person@|@xubntiag@
@front yard@|@qab tsib taug@
@frost@|@te@
@frown@|@hnya, mluas mlob, ua tug ntsej muag mlob@
@frozen@|@nkoog lawm@
@fruit@|@pluas, txiv, txiv mab txiv ntoo, txiv ntoo@
@fruit drink@|@dej txiv mab txiv ntoo@
@frustrated@|@ntxhov siab@
@fry@|@kib@
@frying pan@|@yias@
@fuel@|@roj, roj ejxas@
@fugitive@|@tseem nrhiav@
@fulfill@|@puv, txaus siab@
@full@|@noj rau, pu, puv, tsau@
@full moon@|@hli nra, hli ntsa@
@full tooth@|@rho hniav@
@fumes@|@pa roj@
@fun@|@kev lom zem, lomzem@
@fun event@|@ib pab neeg ua "pas tij"@
@functional academic skills@|@piv li txawj sau, tswv yim txawj ua, txawj suav@
@functional reading skills@|@tswv yim txawj nyeem ntawv@
@fund@|@nyiaj pab txawb@
@funeral@|@kev pam tuag@
@funeral chef@|@tshwj kab@
@funeral garment@|@tsho tshaj sab@
@funeral rites@|@ntees@
@funeral songs@|@xaiv@
@funeral water provider@|@niam ris dej@
@funeral woodcutter@|@txiv txiav taws@
@funny@|@dab ros, ros, txawj tso dag@
@fur@|@plaub@
@furnace@|@cub hluavtaws, cub tawg, tshuab ua kom tsev sov@
@furnish@|@muaj rooj tog xaj chaws nrog@
@furniture@|@rooj tog, rooj tog txaj chaws, txaj chaws@
@furniture store@|@tsev muag rooj tog@
@further@|@hav, ntxiv, ntxiv@
@fuse@|@txoj hlau txuashluav taws xob@
@fussy@|@txoj puab@
@future@|@lub neej yav tom ntej, yav tom ntej@
@gab@|@hais lus@
@gag@|@npog qhov ncauj@
@gain@|@nce, nce, tau, tau/@
@gait@|@tus moj yam, tus yeeb yam rhais ruam@
@gal@|@poj niam@
@gall bladder@|@tsib@
@gall blader@|@tsib@
@gall stone@|@tsib muaj pob zeb@
@gallon@|@nkasloos, plhauj taub nkas loos@
@gallop@|@dhia paj paws@
@gamble@|@twv txiaj@
@game@|@hom sib tw, kev uasi, khoom uasi@
@game animals@|@tsiaj qus@
@game of peek-a-boo@|@nyos@
@gang@|@ib npoj, ib pab neeg sib sau, neeg loj leeb@
@gang (1)@|@pab neeg ua kev phem@
@gap@|@chaw seem@
@gape@|@ntsia ntsoov@
@garage@|@chaw rau tsheb@
@garb@|@khawb ncaws@
@garbage@|@khoom pov tseg, thoob rau yam pov tseg@
@garbage (1)@|@qub zaub qub mov, yam pov tseg@
@garbage disposal@|@tshuab zom qub zaub qub mov@
@garden@|@vaj@
@garden hose@|@hlabyas siv txuas dej@
@gargle@|@npuav dej@
@garlic@|@qej, qij@
@gas@|@pa, paus, paus, roj zev ntsuam@
@gas station@|@chaw muag roj tsheb@
@gasoline@|@roj av@
@gate@|@qhov rooj laj kab, rooj vag@
@gather@|@khaws, sau, sib sau@
@gather together@|@hus, puav, sau@
@gathering@|@sib sau ua ke, ua kev zoo siab ua ke@
@gaunt@|@daj ntseg, yuag heev@
@gave@|@tau muab@
@gaze@|@ntsia@
@gender@|@poj niam los txiv neej, tub los ntxhais@
@general@|@leem, leem, tas ub no, thawj tub rog, yawg hnub qub rau@
@general education@|@kev kawm ntawv rau txhua tus@
@generate@|@tsim, ua kom muaj@
@generation@|@phaj, tiam, tiam neeg@
@generous@|@siab dawb@
@genital organs@|@pim@
@genius@|@ntse heev@
@genre@|@ib hom ntawv nyeem@
@gentle@|@maj mam ua, muag nteev@
@gentleman@|@chav txivneej@
@genuine@|@tiag@
@geography (1)@|@liaj ia teb chaw@
@geologist@|@tus neeg kawm txog pob zeb@
@ger ready for@|@hwjxwm@
@germ@|@kab mob, phaj nyaj@
@gesture@|@piav tes piav taw, yoj tes yoj taw@
@get@|@muab, muab tau, txais, txais tau@
@get acquainted@|@cib fim@
@Get in.@|@Nej cia li los hauv tsheb.@
@get ready for@|@hwjxwm@
@get up@|@sawv@
@get warm by a fire@|@txhiab@
@ghost@|@poj ntxoog@
@giant@|@loj heev, neeg loj heev@
@gibbon@|@cuam@
@gift@|@khoom pub, khoom pub cia saib dab muag@
@gifted@|@ntse nruab siab@
@giggle@|@luag@
@ginger@|@qhiav@
@giraffe@|@nees caj dab ntev@
@girl@|@ntxhais@
@girlfriend@|@hluas nkauj, tug ntxhais phoojywg@
@give@|@cev rau, muab, muab, muab rau, pub@
@give a name@|@daws npe@
@give a name to@|@tis npe@
@give birth@|@daws cev, yug@
@give food to spirits@|@laig dab@
@give for sacrifice@|@xyeem@
@give offerings yo spirits@|@teev dab@
@give penalty@|@nplua@
@give permission@|@pluam lus@
@give reverence@|@hawm, hawm, hwm@
@give something for free@|@pub dawb@
@give thanks@|@tsaug@
@give up@|@nyoo@
@glad@|@zoo siab@
@glance@|@nuam@
@gland@|@cov kua dej yug lub cev@
@glare@|@ntsia ntsoov@
@glass@|@khob iav@
@glass jar@|@hwj iav@
@glasses@|@tsom iav qhov muag@
@glee@|@zoo siab@
@glimpse@|@ib nyuag ntsia@
@gloat@|@zoo dua@
@global@|@thoob ntiajteb@
@globe@|@ntiaj teb, saib yeeb yaj ntiaj teb@
@gloom@|@tu siab@
@gloomy@|@tu siab heev@
@glory@|@hwjchim ci ntsa iab@
@glottis@|@nru@
@gloves@|@hnab loojtes@
@glow@|@ci@
@glue@|@kua nplaum, lo@
@glum@|@tu siab@
@glutinous rice@|@txhuv nplaum@
@gnat@|@yoov qaib@
@gnaw@|@kaws@
@go@|@lawm, lawm, mus, nkag@
@Go ahead and take it@|@Koj mus koj.@
@go ahead of someone@|@huas@
@go ahead.@|@Koj mus koj.@
@go and meet someone@|@tos@
@go around@|@ncig@
@go astray@|@yuam kev@
@go away from@|@khiav tawm ntawm ... mus@
@go back@|@thim@
@go backward@|@thaub@
@go down@|@nqes@
@go in grass with no path@|@plos@
@go out@|@tawm mus@
@go quickly@|@mus nrawm nroos@
@go shopping@|@mus kav khw@
@go through an opening@|@chaws@
@go to bed@|@mus pw@
@go to sleep@|@mus pw@
@go up@|@nce@
@go up just one step@|@qeb@
@goal@|@hom phiaj, luag haujlwm, lub hom phiaj@
@goat@|@mes es, tshis@
@goat sound@|@mes es, mias ias@
@God@|@vajtswv@
@goddess@|@vajtswv poj niam@
@goiter@|@mob txia, txia@
@gold@|@kub, thooj kub@
@gold mine@|@qhov kub@
@gone@|@ploj lawm, thau lawm@
@gonorrhea@|@mob cas, mob kas cees, mob uav, mob yeeg@
@good@|@zoo@
@good friend@|@kwvluag@
@good grades@|@nqe zoo@
@good luck@|@hmoov zoo@
@good memory@|@nkiag@
@good name@|@meej thawb@
@good reputation@|@koob meej, meej thawb@
@goodbye@|@mus zoo@
@Goodbye@|@koj mus koj, Sib ntsib dua@
@goodness@|@cwj pwm zoo, siab zoo@
@goods@|@khoom muag@
@goodwill@|@muaj pluaj siab zoo@
@goodwill store@|@tsev muag khoom qub@
@goose@|@gus, os caj dab ntev, us@
@gorge@|@kwj ha, noj tsau hwv lawm, vuas hav@
@gorilla@|@liab twm hawj@
@gosling@|@menyuam os dej dawb@
@gospel@|@txojmoo zoo@
@gossip@|@lus xaiv, nkawg lus xaiv, taug xaiv@
@gouge@|@khawb@
@gourd@|@plhuaj taub, pluaj taub, taub@
@govern@|@kav, kav, kav teb chaws@
@government@|@tseem fwv@
@governor@|@khav loom, tswv xeev@
@gown@|@tsho tshaj sab@
@grab@|@ntsiab, vuag@
@grab and pull down@|@lob los@
@grab firmily@|@nyem ruaj ruaj@
@grab with the hand@|@tsuab@
@grace@|@hlub, siab dav@
@gracious@|@ntxim nyiam, paub cai, siab dav@
@grade@|@nqe kawm ntawv, qib kawm ntawv@
@grade equivalent@|@kev kawm tau raws qib@
@graduaation@|@kawm tiav kev kawm ntawv@
@gradually@|@zuj zus@
@graduate@|@kawm tas lawm, kawm tiav@
@grag the feet@|@xuab@
@grain@|@noob, ntsiav, qoob loo@
@gram@|@gram@
@granary@|@txhab@
@grandchild@|@xeeb txwv, xeebntxwv@
@grandchildren@|@xeeb ntxwv@
@granddaughter@|@ntxhais xeeb ntxwv@
@grandfather@|@yawg, yawm txiv@
@grandfather-in-law@|@yawm txiv@
@grandmother@|@niam pog, niam tais, pog@
@grandmother paternal@|@niam pog@
@grandmother-in-law@|@niam tais pog@
@grandparents@|@pog yawg@
@grandson@|@tub xeeb ntxwv@
@grant@|@tau nyiaj@
@grape@|@txiv quav ntswg nyoos@
@grapefruit@|@txiv kab ntxwv qaub@
@grapes@|@txiv quav ntswv nyoos@
@graphic@|@duab@
@grasp@|@ntsiab, tais, tsawv, tuav@
@grasp with hands@|@nthos@
@grasp with pliers@|@tais@
@grasp with two hands@|@nthos@
@grass@|@nqeeb, nyom, xyuv@
@grasshopper@|@kooj@
@grassy valey@|@hav fab@
@grateful@|@ris txiaj, txiaj, ua tsuag@
@gratuity@|@nyiaj pub dawb, pub nqe zog@
@grave@|@ntxa, tiag tiag, txiv quav ntswg nyoos@
@gravel@|@cov pob zeb me me ntau ntau@
@gravity@|@lub ntiajteb txawj nqus, nqus@
@gray@|@txheeb, txho@
@graze@|@nog@
@great@|@loj, ntau, poj suab, poj suab, tseem ceeb, yawm suab, yawm suab, zoo@
@great (1)@|@tseem ceeb heev@
@great grandchild@|@xeeb mujmum@
@great grandfather@|@yawg koob, yawm suab@
@great grandmother@|@pog koob, poj suab@
@great grandparents@|@niam tais pog, pog koob, yawg suav, yawm txiv yawg@
@greater@|@loj dua@
@greater than@|@loj dua li ntawd@
@greedy@|@cuajkhaum, siab hlob@
@green@|@ntsuab, tsuab@
@Green Hmong@|@Hmong Leeg, Hmoob Leeg, Hmoob Ntsuab@
@green onion@|@dos ntsuab@
@green pepper@|@kua txob ntsuab@
@greenhouse@|@tsev cog khoom@
@greet@|@sib hu, tos txais@
@greet with cupped hands@|@txaum yim@
@greeting@|@npawg@
@grieve@|@nyiav@
@grin@|@luag ntxhis@
@grind@|@tsoo kom tawg mos mos, txhuam, zom@
@grind by rubbing two objects@|@zom@
@grip@|@nyem, tuav@
@gripe@|@yws@
@groan@|@ntsaj@
@grocer@|@kws muag khoom@
@groceries@|@khoom noj haus@
@grocery store@|@tsev muag khoom noj, tsevmuag zaub mov@
@groin@|@puab tais@
@groom@|@tub yuav poj niam@
@grope@|@maub@
@gross@|@qias neeg, vuab tsuab@
@gross motor ability@|@lub cev muaj zog ua tau, txawj ua lub cev khov kho@
@ground@|@av, chaw pib, teb@
@ground beef@|@nqaij nyuj zom@
@group@|@pab (pab nyuj twm), pawg, tej pab, tej pawg@
@group action@|@nqag@
@grove of trees@|@tsob@
@grow@|@hlob, loj tuaj@
@grow leaves@|@hlav nplooj@
@grow roots@|@hlav cag@
@grow up@|@hlob@
@growl@|@nyooj@
@growth@|@kev hlob, kev loj hlob@
@grudge@|@cim tseg, nco ntsoov tseg@
@guarantee@|@lav ntxhias, lav tau, pob ntxhias@
@guard@|@neeg zov qhov rooj, tub ceevxwm@
@guardian@|@tsom kwm, tsom kwm@
@guava@|@thoj, txix cuab thoj@
@guerilla fighter@|@tsov rog koos coos@
@guess@|@kwv yees, mem, nyaj, twv, xam, xam@
@guest@|@cheem, qhua@
@guide@|@coj, coj kev, qhia rau, qhia txoj hau kev@
@guidelines@|@txoj hau kev, ua raws li no@
@guilt@|@txhaum ua, txim@
@guilty@|@muaj txim, muaj txim txhaum@
@gullible@|@dag, plhom moj@
@gully@|@hav dej, kwj ha@
@gulp@|@nqos@
@gums@|@pos hniav@
@gun@|@phom, phom me, rab phom@
@gunpowder@|@tshuaj phom@
@gust of wind@|@nthwv@
@gut@|@plab@
@guts@|@siab tawv@
@guy@|@yawg@
@gymnasium@|@chav xyaum tes taw@
@gynecologist@|@meeg kho poj niam cov kab mob@
@habit@|@cwj pwm, ua swm@
@habitat@|@tsiaj qhov chaw nyob@
@haggle@|@nyom nqi@
@hail@|@lawg@
@hair@|@plau, plaub, plaub hau@
@hair pattern@|@yis@
@hairbrush@|@ntsis plaub hau@
@haircut@|@txiav plaub hau@
@hairdresser@|@kws caws plaub hau@
@hairy@|@ntxhuav@
@half@|@ib nrab@
@half of the container@|@ntav@
@half-dollar@|@npib 50 xee@
@halfway@|@ib nrab@
@hall@|@chav loj@
@hallucinate@|@raug dab@
@hallway@|@txoj kev hauv tsev@
@halt@|@nres@
@ham@|@nqaij ncej qab, nqaij npua@
@hamburger@|@hamburger@
@hamlet@|@zos me@
@hammcock@|@vij tsam pw@
@hammer@|@rab rauj, rauj@
@hand@|@phab tes, qaum tes, te, txhais tes@
@hand soap@|@xum npum ntxuav tes@
@handicap@|@kev tsis taus@
@handicapped@|@neeg xiam@
@handkerchief@|@phuam so ntswg@
@handle@|@ko@
@handmade@|@xuas tes ua@
@handrail@|@lag tuav@
@handsome@|@zoo nraug@
@hang@|@dai, khuam, tso ib ntus@
@hanger@|@khuam khawb ncaws@
@happen@|@cia li muaj, muaj tshwm, muaj xwm@
@happy@|@zoo siab@
@Happy New Year@|@Nyob Zoo Xyoo Tshiab@
@harass@|@hais lus phem, thab plaub, ua phem@
@harbor@|@chaw nres nkoj@
@hard@|@huav, khov, nyuab, nyuab, nyuaj, tawv, tawv, tawv, tsis yoojyim, tsis yoojyim@
@hard of hearing@|@hnov lus tsis tseeb, hnov lus tsis zoo@
@hardship@|@kev txomnyem@
@hardship caused by spirit@|@raug dab@
@hardware store@|@tsev muag khoom kho vajtse, tsev muag khoom ua tse@
@hard-working@|@nquag@
@hardy@|@muaj zog@
@harm@|@kev ua kom luag mob, ua kom luag mob, ua kom puas@
@harm (1)@|@ua kom mob@
@harmony@|@sib raug zoo@
@harness@|@sam xauv nees@
@harpoon@|@hmuv vos@
@harsh@|@nchav@
@harsh language@|@tshawv@
@harvest@|@hlais, muab, muab khoom, sau qoob loo@
@harvest opium@|@sau yeeb@
@has strength@|@muaj ceem@
@haste@|@mus ceev@
@hat@|@kaus mom, kausmom@
@hatch@|@daug@
@hatchet@|@hwv, taus@
@hate@|@ntxub@
@haul@|@thauj@
@haul by animal or vehicle@|@thauj@
@haunt@|@muaj dab@
@have a good relationship@|@sib raug zoo@
@have all the shots@|@txhaj tshuaj puv tag lawm@
@Have some more rice@|@Noj tiag os.@
@have to@|@yuav tau, yuav tsum@
@havest@|@hlais, muab@
@havest opium@|@sau yeeb@
@hawk@|@dav@
@hay@|@zaub qhuav@
@he@|@nws@
@He bought shoes.@|@Nws yuav khau.@
@He doesn't like to eat rice@|@Nws tsis nyiam noj mov@
@he is@|@Los lawm.@
@he is able to read@|@Nws twb yeem tau ntawv nev@
@He is already at his house@|@Nws mus txog tsev lawm@
@he just left@|@Tsis nyob@
@He only likes to eat meat.@|@Nws noj nqaij xwb.@
@He really is able to reach it@|@Nws ncav cuag kwg los ma@
@He speaks like you do@|@Nws hais lus zoo nkaus li koj@
@He suddenly jumped away.@|@Nws dhia plaws khiav mus lawm@
@He threw away a piece of paper@|@Nws muab daim ntawv pov tseg@
@head@|@tau, taub hau, tes@
@head cabbage@|@zaub pob@
@head dresses@|@phuam Hmoob xeev@
@head lice@|@ntshauv@
@headache@|@dia taub hau, dias taubhau, mob taub hau@
@headband@|@siv ceeb@
@headband for women@|@ceeb@
@headline@|@xav xwm tshiab@
@headphone@|@lub mloog pob ntseg@
@heal@|@kho, kho mob, nqawm@
@healer@|@txiv neeb@
@health@|@kev noj qab nyob zoo, los si cev nqaij daim tawv@
@healthy@|@ib ce muaj zog, roj ntshav zoo, tsis muaj mob@
@hear@|@hnov@
@hearing@|@kev kho ob tog lus@
@hearing officer@|@tus kho lus@
@hearsay@|@hnov lwm tus hais qhia@
@heart@|@lub plawv, plawv@
@heart attack@|@plawv nres@
@heart of the matter@|@ntsiab@
@heartbeat@|@plawv dhia, siab dhia@
@heartbroken@|@puas siab@
@heartburn@|@kub siab@
@heat@|@cua kib, cua sov, ua kom muaj cua kub@
@heat up@|@rhaub@
@heave@|@txawb@
@heaven@|@ntuj ceeb tsheej@
@heavenly light@|@tshav@
@heavens@|@ntuj@
@heavier@|@hnyav zog@
@heavy@|@hnyav@
@heavy hearted@|@siab hnyav@
@hectic@|@muaj num ntau@
@hecto..@|@muaj ib puas@
