@English@|@Yupik@
@to press down@|@kenegte-@
@to pretend to pack water@|@miinguartarkar-@
@to price products@|@akikiur-@
@to probe with a pole or stick@|@ikuktar-@
@to promise@|@akqe-@
@to prop@|@enki-@
@to prospect for valuables@|@akissur-@
@to protrude@|@tekarte-@
@to protrude one's chest@|@qeterte-@
@to provide an introduction@|@ayagniucir-@
@to provide water@|@miite-@
@to pry open@|@ikug-@
@to pull forcefully@|@qimukarte-@
@to pull out@|@amu-, nucug-, qecug-@
@to pull sled@|@qimug-@
@to pull the trigger of a gun@|@pakig-@
@to pull up onto an elevated area@|@tagte-@
@to pull while holding tightly@|@nuqte-@
@to punch@|@tenglug-@
@to purchase@|@kipute-@
@to push@|@cinge-, kasme-, kayime-@
@to push a boat in shallow water using a pole@|@ayaktar-@
@to push continuously@|@kasmurar-@
@to push forcefully@|@cinguqtar-@
@to put a garment  on backwards@|@cupigte-@
@to put a garment on backwards@|@tunupirte-@
@to put blame on@|@awalite-@
@to put blame on him now@|@awaliteksagute-@
@to put head down when seated@|@kucungniigar-@
@to put in@|@eke-@
@to put in one's kayak@|@qasmig-@
@to put layer of clothing@|@mamlir-@
@to put on@|@at'e-@
@to put on a belt@|@naqugte-@
@to put on backwards@|@tunutmur-@
@to put on layers of clothes@|@ilulirtur-@
@to put on multiple layers of clothing@|@maqerqe-@
@to put on perfume@|@tepkegcar-@
@to put on the side@|@canirte-@
@to put or hide something inside one's clothes@|@qumig-@
@to put out@|@ante-@
@to put out for someone to see easily@|@pavte-@
@to put shirt inside pants@|@kasmii-@
@to put shoes on the wrong way@|@caqvirte-@
@to put skin over@|@amir-@
@to put something inside for storage@|@ilzwar-@
@to put things out@|@anci-@
@to put to sleep@|@qawangcar-@
@to put trim on a parka@|@akurucir-@
@to put trim on parka or kuspak@|@naqyucir-@
@to put up a post for (it)@|@kangircir-@
@to put up the sail@|@qela-@
@to put weight on something@|@naner-@
@to put wood into fire@|@eqir-@
@to quarrel@|@kiumra-@
@to quit running@|@arular-@
@to radiate heat@|@matnir-@
@to rain@|@ellallir-@
@to rain hard@|@ellalpag-@
@to rain more@|@imarturi-@
@to raise one's spirits@|@kevkanir-@
@to ravenously gnaw@|@mangirre-@
@to reach a certain time@|@ellir-@
@to reach a the top@|@qasqite-@
@to reach one's destination@|@ciunite-@
@to reach one's goal@|@piurte-@
@to recall@|@enqake-@
@to recede@|@kente-@
@to receive@|@akurtur-@
@to recognize@|@liitaqe-@
@to recollect@|@enqake-@
@to refrain from having seal oil until summer@|@umciginga-@
@to refuse to give it up@|@qunuke-@
@to regret something@|@urniur-@
@to reject something@|@qingar-@
@to relax after hard day's work@|@canqaurte-@
@to relax after working hard@|@qacigarte-@
@to relax and do nothing@|@qaciguyar-@
@to release gas@|@nelte-@
@to remain at a certain place@|@wiitaur(ar)-@
@to remember@|@enqake-@
@to remove@|@agugar-@
@to remove feathers or hair@|@meqete-@
@to remove fish from a gillnet@|@naptaar-@
@to remove flesh from bones@|@kemgir-@
@to remove foam from soup@|@qapuir-@
@to remove footwear@|@ugte-@
@to remove meat from@|@tanir-@
@to remove root mesentery of an intestine@|@akunkaar-@
@to remove seal blubber from skin@|@qapagqur-@
@to remove the contents of a seal intestine@|@agqe-@
@to remove the facial area of a seal@|@cugir-@
@to render seal blubber@|@egciri-@
@to repair@|@nutarqur-, nutarte-@
@to repeat action@|@pulengte-@
@to repeatedly hit@|@kaugtur-@
@to repeatedly pull tightly@|@nuqtar-@
@to repeatedly touch something@|@agtuqtaarute-@
@to repent@|@mumigte-@
@to report an abundance of game@|@ayi-@
@to report bad news about someone being ill@|@apnerrlugte-@
@to resurrect or be resurrected@|@unguir-@
@to retaliate@|@akinaur-@
@to return@|@uterte-@
@to reverse@|@kingupiar-@
@to reverse one's course@|@utqiar-@
@to revolve@|@uive@
@to reward@|@nunulir-@
@to ride in a boat@|@angyar-@
@to ring@|@kallagte-@
@to ring a bell@|@kallakutar-@
@to rinse cleaned seal intestine in salt water@|@qalluarci-@
@to rip@|@caq'erte-, caqte-@
@to rise@|@makte-@
@to rise (of tide)@|@ule-@
@to rise leaning on one hand@|@ayaper-@
@to rise off the ground@|@qerratarte-@
@to rise up@|@qerra-@
@to rock back and forth@|@angaqeqtar-@
@to roll@|@akag- (1)@
@to roll over@|@akagarte-@
@to roll up@|@imeg-@
@to roll up one's sleeves@|@kangiwari-@
@to roll up skirt of kuspuk@|@qepte-@
@to rotate@|@wiiwe-@
@to rotate (it)@|@wivte-@
@to row@|@cave-@
@to rub against something@|@asngerte-@
@to rub in@|@kenevkar-@
@to rub with oil@|@uqurte-@
@to rummage through st@|@agluug-@
@to run@|@aqvaqur-, talzmag-, ure-@
@to run aground@|@ugiyaqar-@
@to run an errand@|@makira-@
@to run around@|@aqvaqua-@
@to run away@|@qimag-@
@to run away because of stress@|@cawur-@
@to run in a race@|@aqvaquute-@
@to run into@|@paarute-@
@to run on four legs@|@pangaleg-@
@to run out of fuel@|@angange-@
@to run out of wood@|@equirute-@
@to rush and get things done@|@tuavte-@
@to rush to get things done@|@tuwavte-@
@to sag@|@cuqlur-@
@to sail@|@tengaller-@
@to salt@|@taryir-@
@to salt food@|@culunali-@
@to save@|@aninqite-@
@to save food for a person who is late for a meal@|@keggmiaqute-@
@to save food for later@|@yaawiskaniur-@
@to save for later use@|@aninqe-@
@to save one's soul@|@anirtur@
@to save some food for someone@|@aminkite-@
@to save something for someone@|@anaute-@
@to saw@|@kegglar-@
@to say yes@|@anger-@
@to scold@|@aryua-@
@to scold with frustration@|@qak'urte-@
@to scoop@|@qalunar-@
@to scowl@|@miuyegte-@
@to scrape@|@kelig-@
@to scratch an itchy spot@|@kumeg-@
@to scratch hard with one's nails@|@cetugmig-@
@to scream@|@arpag-, qalaria-, qalerpag-@
@to scrub with steel wool or the like@|@leglegte-@
@to scrunch nose and squint eyes@|@ungucugte-@
@to seal with seal oil@|@uqurcir-@
@to search for@|@kiarte-@
@to search for food or anything needed@|@cegar-@
@to search through something@|@agluug-@
@to see@|@tangerr-@
@to see a doctor for medical attention@|@emute-@
@to see a mirage@|@tangrruar-@
@to seep@|@kullugte-@
@to seep out@|@ellngar-@
@to seine@|@caqutaugar-@
@to sell something@|@tun'i-@
@to send a son- or daughter-in-law to his@|@qinu-@
@to send a visitor without having him@|@menkuke-@
@to separate@|@awiyute-@
@to serve food@|@neqliur-@
@to set a net@|@civte-, kuvya-@
@to set down@|@elli-@
@to set on fire@|@legevkar-@
@to set one's lips wide open with teeth@|@iryagte-@
@to set toward the west as season progress@|@waawar-@
@to sew@|@tumarte-@
@to sew a tear on clothing@|@kelugarniur-@
@to sew a waterproof seam as in a sealgut raincoat@|@iqre-@
@to sew decoratively with colorful thread@|@kelugqur-@
@to shake hands@|@aaggacungar-@
@to share@|@naruyir-@
@to share with another@|@avgute-@
@to sharpen@|@cingig-, ipegcar-@
@to shatter@|@lerave-@
@to shed hair@|@meqe-@
@to shim@|@enki-@
@to shiver@|@qiilerte-@
@to shiver so much that one's jaws shake@|@agluqumtar(ar)-@
@to shoot an arrow in an arc@|@agtar-@
@to shoot an arrow with a bow@|@pitgar-@
@to shove (off or over)@|@cagevqar-@
@to shovel@|@pekutar-@
@to shovel snow@|@qanikciur-@
@to show affection@|@unga-@
@to show much gratitude@|@quyanertu-@
@to shrink@|@qellur-@
@to shrug one's shoulders@|@quvqetaaqar-@
@to shut@|@patu-@
@to signal@|@nulur(ar)-@
@to sing@|@aturpag-@
@to sing out of tune@|@emiate-@
@to sink@|@kit'e-@
@to sink in and become covered@|@qap'ite-@
@to sink into quicksand@|@muru-@
@to sit and stay with one's head down@|@cikmir-@
@to sit close to the edge@|@qutqirte-@
@to sit down (act)@|@aqume-@
@to skim the surface of a liquid@|@pugyar-@
@to skin an animal@|@amiir-@
@to slap on back@|@patkar-@
@to slap on the face@|@qacarte-@
@to sleep a long time@|@qawanertu-@
@to sleep together facing the same direction@|@maligyagute-@
@to sleep with clothes on@|@cikcenar-@
@to slide down@|@cetu-, ellur-@
@to slip@|@quasqiaqer-@
@to slumber@|@qawar-@
@to smell@|@nare-@
@to smell of smoke@|@puyurcugnir-@
@to smell of urine@|@qucngirte-@
@to smell sour@|@quulernilarqe-@
@to smile@|@englaryug-@
@to smoke@|@puyir-@
@to smoke food@|@puyuqi-@
@to smoke tobacco@|@cuyatur-, melug-@
@to smooch@|@cingara-@
@to smoothe with sandpaper@|@keggalerte-@
@to snap and break@|@ayemte-@
@to sneak up on@|@ikgar-@
@to sneak up on st while in a crouching position@|@auquyugte-@
@to sneeze@|@aqessngaar-@
@to snicker@|@engelkugte-@
@to sniff@|@naryaniur-@
@to snore@|@qutug-@
@to snowing lightly@|@qanir-@
@to soak in water@|@kenicir-, kenite-@
@to soak through@|@peturte-@
@to sob and release tears without crying audibly@|@kenegyir-@
@to soften an animal skin by repeated soaking@|@peqlicir-@
@to spank@|@kaugtur-@
@to spank one on the buttocks@|@qacaqtar-@
@to sparkle@|@qevliqtar-@
@to speak@|@qaner-@
@to speak in English@|@qitevte-@
@to speak loud or with a deep voice@|@qastu-@
@to speak softly@|@qaskite-@
@to speed up@|@cukacar-@
@to spend the night@|@qawartar-@
@to spend the summer at@|@kiagi-@
@to spend winter at a particular place@|@uksi-@
@to spent all@|@elzrikaute-@
@to spill over on the side of a container@|@uryur-@
@to spin@|@wiiwallag-@
@to spit@|@tepluar-@
@to splash out@|@qaalute-@
@to splash out water from@|@ciqite-@
@to splash water repeatedly@|@qaalura-@
@to splint@|@tegqucir-@
@to split in half@|@qupe-@
@to spread legs apart@|@avlerte-@
@to spring off@|@metenglliaqer-, qec'nge-@
@to spring up@|@mak'arte-@
@to sprinkle@|@kanevte-@
@to spy@|@tegyiar(ar)-@
@to squander@|@ellrilkaaruteke-, kuayiamciarutke-@
@to squeeze@|@qemqaciyar-@
@to squeeze out liquids@|@to push forcefully@
@to squint@|@am'unyuar-@
@to stab@|@kape-@
@to stagger in a drunken stupor@|@iquyallag-@
@to stand on end@|@kakilzragte-, tekallragte-@
@to stand on tiptoes@|@nengqussig-@
@to stand up@|@nek'we-, nekeve-@
@to start@|@ayagte-@
@to start a fire by friction using a bow@|@kayivqur-@
@to start a fire with a bow-drill@|@cukicungar-, cuukicungar-@
@to start an engine@|@ayagcete-@
@to start fire by friction with a bow-drill@|@ussungir-@
@to start to tremble@|@uulenge-@
@to start turning up the sides of a coiled grass@|@ciqtagte-@
@to starve@|@palu-@
@to stay@|@wiita-@
@to stay with someone at home@|@paa-@
@to steal@|@tegleg-@
@to steam@|@aurniar-@
@to steer@|@alunar-@
@to step over@|@amllir-@
@to sting from a wound@|@qatli-@
@to sting of eyes@|@qakerci-@
@to stink@|@tepsarqe-@
@to stir@|@arulamiurte-, ingulate-, qalutarte-@
@to stir with a ladle@|@qalucimirte-@
@to stitch back and forth@|@akitmuuqar-@
@to stitch waterproof boots@|@qamkurciar-@
@to stitch with a spiraling stitch@|@nemiar-@
@to stoop@|@put'e-@
@to store@|@qemagte-@
@to store properly making sure that food is pressed@|@nin'genqegcar-@
@to strangle@|@qemite-@
@to stray@|@canguvyirte-@
@to stretch on stakes to dry@|@nillar-@
@to stretch out without tearing@|@nenguqner-@
@to stroke gently on the head@|@cangig-@
@to stroke in swimming@|@pakiur-@
@to stroll for pleasure@|@ayangssi-@
@to struggle to function@|@caknaaqar-@
@to study@|@elissar-@
@to stuff@|@kewir-@
@to subside@|@quk'arte-@
@to suckle@|@mugte-@
@to suddenly appear@|@uyangarte-@
@to suddenly awake because of loud noise@|@qugcuaqar-@
@to suddenly be happy@|@quswaqer-@
@to suddenly be weak@|@nukgialliqe-@
@to suddenly become aware@|@ellangarte-@
@to suddenly come off@|@agugaqerte-@
@to suddenly crack when bending@|@qup'arte-@
@to suddenly erode of a pit that is being dug@|@irniqur-@
@to suddenly fall@|@igg'arte-@
@to suddenly fall down and land on buttocks@|@aqumkallag-@
@to suddenly feel ashamed@|@qungwagyug-@
@to suddenly have a gust of wind@|@caqillngitag-@
@to suddenly have no desire to do anything@|@cassuumirte-@
@to suddenly make a banging sound@|@mamqutui-@
@to suddenly pop-up@|@mayungarte-@
@to suddenly pry out@|@ipugarte-@
@to suddenly roll over@|@akagallag-@
@to suddenly start with a jerk@|@ayagarteknig-@
@to suddenly take place at a given time@|@piqtarqer-@
@to suddenly turn@|@cangurteknigte-@
@to suffocate@|@epe-@
@to sulk angrily@|@nengar-@
@to surface@|@puge-@
@to swallow@|@ige-@
@to swallow with gurgling sound@|@lurlur@
@to swear@|@nunur-@
@to sweep the floor@|@canir-@
@to swell@|@puve-@
@to swiftly walk over thin ice@|@cialiur-@
@to swim@|@kuime-@
@to swim around@|@kuimara-@
@to swing@|@aalukuyar-@
@to tag along@|@maligute-@
@to tailor so as to enlarge@|@qerrua-@
@to take@|@tegu-@
@to take a bath@|@maqi-@
@to take a big step forward as one jumps over s.t.@|@amelpag-@
@to take a bite off something@|@keggute-@
@to take a long time@|@akaurte-, qangni-@
@to take a look at@|@tangssuumaar-@
@to take a nap@|@qawangli-@
@to take a steambath with an open fire@|@mastar-@
@to take a supply of necessities to a location@|@payigte-@
@to take along@|@ang'aqe-@
@to take along on a trip@|@assaute-@
@to take an hour to do a task@|@cass'arte-@
@to take away part of@|@ilangarte-@
@to take care of@|@tupke-@
@to take communion@|@augtur-@
@to take fish scale off@|@kapciir-@
@to take guts out of fish@|@imanar-@
@to take more than enough@|@teguqupagte-@
@to take more than what is needed@|@cingkissaag-@
@to take off in flight@|@tenge-@
@to take one deep breath to show disappointment@|@aneryanerrlug-@
@to take out@|@anqe-, qakvar-@
@to take out or off@|@yuu-@
@to take outside@|@anute-@
@to take revenge@|@akinaur-@
@to take shelter@|@talite-@
@to take someone along@|@malike-@
@to take something@|@tegute-@
@to take something along@|@ang'aqur-@
@to take something along on a trip@|@malilir-@
@to take the blame for something@|@pukiqerte-@
@to take things out@|@anquri-@
@to take up one's time@|@carwar-@
@to take without asking@|@tegliur-@
@to talk about someone@|@qanrutki-@
@to talk back in opposition or dispute@|@uputaar-@
@to talk on the telephone@|@qanerrsuuter-@
@to tan an animal skin by scraping@|@cakivqur-@
@to tan an animal skin by using a scrapper@|@calugte-@
@to tan animal hide by scraping@|@iqute-@
@to tangle@|@ilag-@
@to tarry@|@akaurte-@
@to taste@|@wixtua-@
@to taste by dipping and slurping from fingers@|@alqim'ar-@
@to taste good@|@neqnirqe@
@to taste sour@|@quunarqe-@
@to tattle@|@aperwikua-@
@to teach@|@elissar-, elissari-, liissar-@
@to teach one how to behave@|@inerqur-@
@to tear@|@alleg-, caqte-, iqlegte-, itegte-@
@to tear something up@|@allegtar-@
@to tear up@|@caq'erte-@
@to tell@|@qanrute-@
@to tell a lie@|@iqlur-@
@to tell a story@|@qanengssi-, quliri-, univkangssi-@
@to tell a string story@|@aarrar-@
@to tell about@|@apertur-@
@to tell about what one foresees@|@qalur(ar)-@
@to tell on@|@aper-@
@to tempt@|@pissuar-@
@to terminate someone's public service@|@aqumcilute-@
@to test if the food tastes good@|@neqnirtassiig-@
@to testify the same@|@ayuqar-@
@to thaw@|@urug-@
@to the area towards inland@|@kelutmun@
@to think it is not fun@|@nunanialke-@
@to think of someone as unimportant@|@caunrilke-@
@to think one knows about the subject at hand@|@ketviute-@
@to think there is something strange@|@allaki-@
@to thrash back and forth with as during sexual@|@kuyakcag-@
@to thread beads and@|@nuve-@
@to thread beads and or needle@|@nuwe-@
@to throw@|@nalug-@
@to throw (it) at something@|@milqaute-@
@to throw out@|@egte-@
@to throw something at it@|@miluqar-@
@to throw something away@|@egci-@
@to thrust a spear or other weapon@|@narulkar-@
@to tickle@|@qalaqmacir(ar)-@
@to tie a carrying cord across one's chest@|@atmaucir-@
@to tie to a post@|@petug-@
@to tie to another@|@qillrute-@
@to tighten@|@cagnite-@
@to tilt@|@ciligte-@
@to tilt head up@|@ciugte-@
@to tilt up@|@ikigte-@
@to tip over@|@palute-@
@to torture@|@anucimircitar-@
@to toss out merchandise to hopeful bystanders@|@pingcillngi-@
@to touch@|@agtur-@
@to tow@|@nangcar-@
@to tow a boat to a place of open water@|@qamigar-@
@to tow with a line@|@ukamar-@
@to trade@|@tuniar-@
@to trade an item for another@|@nawerte-@
@to trade many items@|@navruci-@
@to trade place@|@kipullegte-@
@to trade places@|@kipullgute-@
@to travel@|@ayag-, eglerte-, gilraur-@
@to travel in a storm@|@calluliur-@
@to travel in the same direction the wind's blowing@|@uqumigte-@
@to travel on land coming in and out@|@ilalkuinraqer-@
@to travel west to east across the wind@|@caniqi-@
@to treat medically@|@yungcar-@
@to treat nicely@|@piyurrluar(ar)-@
@to tremble@|@uulegte-@
@to trip and fall forward@|@paallag-, pucickar-@
@to trip over and fall@|@nagte-@
@to trust@|@ukveke-@
@to try@|@wigtua-@
@to try and see if one can get or receive@|@aapartassiikar-@
@to try to be scary@|@alingnangnaqe-@
@to try to defecate@|@anangnaqe-@
@to try to do something@|@pingnaqe-@
@to try to identify a taste@|@elpegniur-@
@to try to make one conscious@|@elpengcar-@
@to try to recall@|@enqangcar-@
@to try to remember something@|@enqangcar-@
@to try to survive@|@anangnaqe-@
@to turn@|@canirte-@
@to turn back@|@cangu-, qipte-@
@to turn blue from lack of oxygen@|@nuu-@
@to turn grass basket coils inward to make a spout@|@nungirte-@
@to turn greenish-white@|@qerrsuri-@
@to turn head and look to the side@|@takuyar-@
@to turn on lights@|@kumarte-@
@to turn on one side@|@igagte-@
@to turn one's back@|@tunute-@
@to turn up the sides of a grass basket@|@pakugte-@
@to turned inside out@|@Ulte-@
@to twist@|@qipe-@
@to twist sinew or similar material to make thread@|@qip'i-@
@to twitch@|@cayugte-@
@to understand@|@taringe-@
@to undo@|@angite-@
@to undress@|@matarte-@
@to unintentionally do something@|@pingnaqenrite-@
@to unload@|@uciir-@
@to unravel@|@engume-@
@to urinate@|@qurre-@
@to urinate for a while@|@qurrmar-@
@to urinate in an arc@|@agtar-, tekep'ag-@
@to urinate raising one leg@|@astarte-, igartar-@
@to urinate with one hind leg up@|@ciwigtar-@
@to use@|@atur-@
@to use a pillow@|@akicir-@
@to use an axe@|@piqertar-@
@to use as a guideline@|@cuqyutke-@
@to use the bathroom to urinate@|@cuqerte-@
@to use the same stitch holes@|@enatguar(ar)-@
@to vary one's food@|@engkite-@
@to verbally abuse@|@ariwa-@
@to visit@|@cenirte-@
@to vomit@|@miryar-@
@to vomit repeatedly@|@miryara-@
@to wade@|@ivrarar-, ivrarer-@
@to wait (for)@|@utaqa-@
@to wait for@|@utaqa-@
@to wake him up@|@tupagte-@
@to wake one up by nudging him@|@kenu-@
@to wake up@|@tupag-@
@to walk@|@piug-@
@to walk around@|@cangua-@
@to walk behind another@|@tangaliuqur-@
@to walk in the water@|@iwer-@
@to walk on@|@tutmar-@
@to walk on shore as when beachcombing@|@qutirtur-@
@to walk pigeon toed@|@kurnga-@
@to walk using a cane@|@ayarur-@
@to walk wobbly as when wearing high heels@|@kukunguqsugarte-@
@to want a garment@|@qucuwike-@
@to want from@|@cingarturwike-@
@to want more@|@laaraki-@
@to want something@|@cayug-@
@to want something from someone@|@qiri-@
@to want to find out@|@kang'iyug-@
@to want to try@|@alegyug-@
@to want what someone else has@|@cucu-@
@to warm up@|@maqangcar-@
@to wash (clothes)@|@erwig-@
@to wash hands@|@aaggi-@
@to wash one's body@|@erur-@
@to wash one's face@|@ermig-, iili-@
@to wash the hair@|@qulite-@
@to waste time while at work@|@qari-@
@to watch@|@cumike-@
@to watch a show or movie@|@tangercet'ar-@
@to watch over@|@kellute-@
@to wear a long garment@|@akulugci-@
@to wed@|@kassuute-@
@to weigh@|@uqamaltaassig-, usper@
@to wet with one's tongue@|@nuwagte-@
@to wet with water@|@akurte-@
@to whimper@|@cungite-@
@to whimper (of animals)@|@engimluar(ar)-@
@to whine@|@ircug-, qiacugte-@
@to whisper@|@igyuar(ar)-, qanqumciar-@
@to whistle@|@kukumyarar-@
@to whittle wood@|@cawig-@
@to whittle wood any old way@|@cawikcarte-@
@to whittle wood carefully and with pleasure@|@cawiksuar-@
@to win@|@anagkenge-@
@to wipe@|@avvaar-@
@to wipe anus after defecating@|@etruir-@
@to wither@|@nala-@
@to wobble@|@angala-@
@to wobble back and forth@|@aassektar-@
@to wonder around@|@canguvyirte-@
@to work@|@cali-@
@to work strenuously@|@caknaa-@
@to worry@|@assauqe-@
@to worry about someone who is away@|@peng'garte-@
@to wound@|@kilir-@
@to wrap things@|@caquigi-@
@to wrestle down@|@iqute-@
@to wring@|@ciur-@
@to write@|@alzngar-@
@to write down@|@alzngaute-@
@to yawn@|@aataur-@
@to yearn@|@piyug-@
@to yearn for fresh fish@|@terrigyug-@
@to yearn for someone@|@nacig-@
@to yearn to do something@|@urnirtuar(ar)-@
@to yell@|@erinia-@
@to yell for no reason@|@erinallugte-@
@tobacco@|@cuya@
@toboggan@|@estuuruarrsun@
@today@|@ernerpag@
@toggle that is attached to the harpoon@|@iqug@
@toggle with two holes@|@engevyarer@
@Togiak-Alaska@|@Tuyuryar@
@Toksook Bay-Alaska@|@Nunakauyarmiut@
@tomorrow@|@unuaqu@
@tongue@|@ulu@
@tonight@|@ataku, atakurpag@
@tool@|@calissun@
@tool bag with tools@|@ellilerwig@
@tool box@|@ullukarag@
@tool for crushing ochre@|@kenevkaun@
@tool for digging clay for making pots@|@ussuggsin@
@tool used for sanding@|@keggalerciss'un@
@tool used to smoothe or grade gravel@|@tuwapagciurun@
@tooth@|@keggun@
@toothbrush@|@kegguciurrsun@
@top (child's toy)@|@wivtar@
@top cupboards@|@elliwiarat@
@top layer@|@qallir@
@top piece used as a support to climbs out a kayak@|@ayaperwig@
@top rear of kayak@|@qayam pamyua@
@top stiffener of kayak aft that connects the strut@|@qular kinguqlir@
@tote hole of kayak@|@ukinqucug@
@towards farther over there@|@awatmun@
@towing rope@|@qamuutar@
@towing rope or line@|@ukamautar@
@toy@|@kalukaryag, laanguarun@
@toy airplane@|@tengssutenguar@
@toy boat@|@angyarruar@
@toy for boys@|@qipiamcet'ar@
@toy gun@|@nut'nguar@
@tracheal tube@|@tuqlu@
@traditional Eskimo woman's knife@|@ulluar@
@traditional law@|@inerqun@
@traditional mask@|@agayu@
@traditional men's house@|@kiiyar@
@traditional wooden visor@|@elqiar@
@traditionally the edge@|@akitet@
@trail breaker@|@kakitar@
@trail in a cove meaning the end of the trail@|@Tumet Iquat@
@trail meaning to put a garment on backwards@|@Cupigcarag@
@transportation@|@ayangssiss'un@
@transportation mode or device@|@ayaggsun@
@tree@|@napa@
@tree burl@|@alevlar@
@tree trunk@|@awayar@
@treeless country@|@kettle@
@trees or other objects that have the same height@|@nekevraartut@
@triangle@|@cugg'alurnar, pingayuneg kangiraleg@
@trianglular island meaning island@|@Qikertar@
@triangular bowl made for boys@|@tamlurnar@
@trim of parka@|@aku@
@trim on parka sleeve between shoulder and elbow@|@tusrun@
@trimming@|@naqyutkaun@
@trooper@|@tegusta@
@trout fry@|@tugkapagar@
@truly@|@ilumun@
@trunk of body@|@keggan@
@truth@|@picir@
@Tuesday@|@Aapirin@
@tufted puffin@|@tunngar@
@tugboat@|@nangcarrsun@
@Tuluksak-Alaska@|@Tuulkess'ar@
@tundra@|@nunapig@
@tundra mosses@|@kumarutet@
@tundra spider@|@negg'ar@
@tunnel entry to a sod house@|@iluyarer@
@Tuntutuliak-Alaska@|@Tuntutuliar@
@Tununak-Alaska@|@Tununer@
@turquoise beads@|@legtat@
@twelve@|@qula-malzrug@
@twenty@|@cuinar, ipiar@
@twenty dollars@|@cuinartun@
@twenty-eight@|@cuinar-pingayunleg@
@twenty-five@|@cuinar-talliman@
@twenty-four@|@cuinar-cetaman@
@twenty-nine@|@cuinar-qulngunrita'ar@
@twenty-one@|@cuinar-ataucir@
@twenty-seven@|@cuinar-malzrunleg@
@twenty-six@|@cuinar-arwinleg@
@twenty-three@|@cuinar-pingayun@
@twenty-two@|@cuinar-malzrug@
@Twin Mountains near the eastern coast of Nunivak@|@Ingrig@
@twine@|@pelacinar@
@twins@|@malzrig@
@two@|@malluk, malzrug@
@two lakes meaning two in the middle of things@|@Akulznguyag@
@two places to come into view@|@Igwaryarag@
@two snuffboxes@|@iqmiutag@
@type@|@uspeq@
@type of fish that birds catch@|@cingayag@
@type of small thin sculpin@|@kilirnar@
@Umkumiut-Alaska@|@Umkumiut@
@unable to do something because it is too difficult@|@caperrnarqe-(1)@
@uncle@|@angagglugar, ataatarrlugar@
@underneath@|@aci, camani@
@underneath it@|@aciani@
@undershirt@|@iluqlir@
@underwear@|@iluper@
@universe@|@ella, ellarpag@
@untruth@|@iqlu@
@up above@|@piini@
@up there@|@pikani@
@up there one (obscured)@|@pakemna@
@upper back@|@qemirrlug@
@upper lip area@|@quleqvig@
@upper tie beam of a kiiyar@|@mamcartat@
@upstairs@|@pakmani@
@urination place for men only@|@qanitarpag@
@urination place for women only@|@qanitat@
@urine@|@etqur@
@urine that has been aged in a wooden container@|@etqilzria@
@used like adze@|@egtugun@
@vagina@|@ucuugeg@
@valley@|@akulzner, kuigyaner@
@vein@|@taqer@
@vertebra@|@wiiwar@
@vertical design or designs made from fish skin@|@langrat@
@very small item wrapped in something@|@pequnqauksuar(ar)@
@very thin cloth@|@negacungar@
@visitor@|@allaneq@
@volcanic rock used for a sharpening stone@|@puyiqun@
@volcanic rock with many holes@|@iingarnat@
@waist@|@qukar@
@wall@|@akitnar@
@wall mat made out of beach grass@|@kangcirer@
@wall plank in a building@|@kangcir@
@wallet@|@akiliwig@
@walrus@|@kaugpag@
@walrus bladder funnel@|@keciqut'ar@
@walrus harpoon head@|@qalugyarer@
@walrus on ice@|@nunawag@
@walrus or seal flipper@|@tukulleg@
@wash basin@|@iiliss'un, unacissun@
@wash water@|@unacissuutekar@
@washateria@|@erwigiwig@
@washbasin@|@ermiggsun@
@washboard@|@uluggsuutet@
@washing machine@|@erwigissun@
@waste disposal dump@|@qanitar@
@water@|@emeq, emer@
@water barrel@|@merwig@
@water fall@|@kull'ug@
@water mark from a drip@|@uniner@
@wave tips to spray out in opposite direction@|@emqerte-@
@wax or soap put on thread when sewing@|@iwalukegcaun@
@we@|@kuangkuta, kwangkuta@
@wealthy person@|@tukurlir@
@weapon@|@angqin, casku@
@weasel@|@narullgir, terriar(ar)@
@weather@|@ella@
@wedge for splitting@|@qupun@
@wedge made of wood@|@aawagun, aawusar@
@wedge or splint in socket@|@caltuqiun@
@weekday@|@agayunrem akuli@
@weigh@|@uspeq@
@west@|@negeqvar@
@westernmost cape of Nunivak Island@|@Iqug@
@wet tundra@|@mecalqer@
@whale@|@arwer@
@what day?@|@cami@
@what part?@|@nate-@
@whatchamacallit@|@imkucir@
@when@|@kessianeg@
@when? (in the future)@|@qaku@
@when? (in the past)@|@qangwar@
@Where is my room?@|@Nani pivika uitaa?@
@Where is the bar?@|@Nani aqumgaurvik uitaa?@
@Where is the beach?@|@Nani cen'aq uitaa?@
@where?@|@nani@
@whetstone@|@ellikarer@
@which one@|@nalir@
@whirlpool@|@qiwalzngucuar@
@whisker@|@ungag@
@white@|@qaterpag@
@white bearded seal@|@qusngir@
@white camouflaged parka@|@qatrin@
@white cloud that rises from the horizon@|@uyuryag@
@white fox@|@qaterlir@
@white mark on fingernail@|@tegleg@
@white or gray clay that is mixed@|@urasqer@
@white person@|@agler@
@white winged scoter@|@estuskarer@
@whitefish of a certain type@|@naptar@
@white-fronted goose@|@leqlepig@
@white-winged scoter@|@cetuskar@
@who@|@kinkut@
@whole-strand thread for sewing kayak cover@|@amiutat@
@whom@|@kina@
@whose look under kina@|@kia@
@why is she crying?@|@caluni qiaga?@
@why?@|@caluni, caluten@
@wide finely woven grass mat to cover drying fish@|@tupillut@
