@English@|@Irish Gaelic@
@entreat@|@achainigh, agair@
@entrepreneur@|@fiontraí@
@entry@|@dul isteach@
@envelope@|@clúdach@
@enviable@|@inmhaite@
@envious@|@éadmhar@
@environment@|@imshaol, timpeallacht@
@envisage@|@samhlaigh@
@envoy@|@toscaire@
@envy@|@éad@
@epic@|@eipic@
@epidemic@|@eipidéim@
@epilogue@|@iarfhocal@
@Epiphany@|@Lá Nollag Beag@
@episode@|@eipeasóid@
@epitaph@|@feartlaoi@
@epitome@|@achoimre@
@epoch@|@ré@
@equal@|@cothrom@
@equate@|@rud a ionannú le@
@equation@|@cothromóid@
@equator@|@meánchiorcal@
@equilibrium@|@cothromaíocht@
@equipment@|@trealamh@
@equivalent@|@ar comhbhrí@
@equivocal@|@déchiallach@
@era@|@ré, ré@
@erase@|@scrios@
@erect@|@díreach@
@erection@|@tógáil@
@ergonomics@|@eirgeanamaíocht@
@ermine@|@eirmín@
@erode@|@creim@
@erotic@|@anghrách@
@err@|@déan earráid@
@errand@|@teachtaireacht@
@erratic@|@neamhrialta@
@error@|@earráid, earráid@
@erupt@|@brúcht@
@escalator@|@staighre@
@escape@|@éalú@
@escort@|@duine comórtha@
@especially@|@go háirithe@
@espionage@|@spiaireacht@
@essay@|@aiste@
@essence@|@croí@
@establish@|@bunaigh@
@estate@|@eastát@
@esteem@|@meas@
@estimable@|@gradamach@
@estimate@|@meastachán@
@estranged@|@scartha@
@estuary@|@béal, inbhear@
@etching@|@eitseáil@
@ethical@|@eiticiúl@
@Ethiopia@|@An Aetóip@
@ethnocentric@|@eitnealárnach@
@ethos@|@spiorad@
@etiquette@|@dea-bhéas@
@euphoria@|@gliondar@
@eurocard@|@eorachárta@
@eurocheque@|@eoraiseic@
@Europe@|@An Eoraip@
@euthanasia@|@eotanáis@
@evacuate@|@bánaigh@
@evade@|@seachain@
@evaluate@|@luacháil@
@evangelical@|@soiscéalach@
@evaporate@|@galaigh@
@eve@|@an lá roimh@
@even@|@cothrom@
@evening@|@tráthnóna@
@evening class@|@rang oíche@
@evening dress@|@culaith thráthnóna@
@event@|@eachtra@
@eventual@|@deiridh@
@ever@|@riamh@
@evergreen@|@síorghlas@
@every@|@gach, gach@
@everybody@|@cách gach duine@
@everyday@|@laethúil@
@everything@|@gach rud@
@everywhere@|@i ngach áit@
@evict@|@díshealbhaigh@
@evidence@|@cruthú@
@evil@|@olc, olcas@
@evoke@|@dúisigh@
@evolution@|@forás@
@ewe@|@caora@
@exact@|@beacht@
@exaggerate@|@déan áibhéil@
@exalted@|@ard@
@exam@|@scrúdú@
@examination@|@scrúdú@
@example@|@sampla@
@exasperation@|@corraí@
@excavation@|@tochailt@
@exceed@|@beir barr ar@
@excellent@|@ar fheabhas@
@except@|@ach, ach amháin@
@excerpt@|@sliocht@
@excess@|@farasbarr@
@excess baggage@|@bagáiste breise@
@exchange@|@malairt@
@exchange rate@|@ráta malairte@
@Exchequer@|@an Státchiste@
@excise@|@mál@
@excite@|@corraigh@
@exclaim@|@gáir@
@exclude@|@fág as@
@excrement@|@cac@
@excruciating@|@céasta@
@excursion@|@turas aistear@
@excuse@|@leithscéal, siocair@
@executive@|@coiste@
@exemplary@|@eiseamláireach@
@exempt@|@saor ó@
@exercise@|@cleachtadh@
@exercise book@|@cóipleabhar@
@exert@|@téigh i@
@exhaust (fumes)@|@gás@
@exhaust (tire out)@|@traoch@
@exhausted@|@traochta@
@exhibit@|@taispeántas@
@exhilarating@|@spreagúil@
@exile@|@deoraíocht@
@exist@|@bheith ann@
@existence@|@bith@
@exit@|@bealach amach@
@exodus@|@imeacht@
@exonerate@|@duine a shaoradh@
@exotic@|@coimhthíoch@
@expand@|@leathnaigh@
@expanse@|@fairsinge@
@expatriate@|@imirceach@
@expect@|@bheith ag súil le@
@expedient@|@sieft@
@expedition@|@turas@
@expel@|@díbir@
@expend@|@caith@
@expenditure@|@caiteachas@
@expense@|@costas@
@expensive@|@daor@
@experience@|@taithí@
@experiment@|@turgnamh@
@expert@|@saineolach, saineolaí@
@expire@|@téigh in éag@
@explain@|@mínigh@
@explicable@|@inmhínithe@
@explicit@|@follasach@
@explode@|@pléasc@
@exploit@|@éacht@
@explore@|@taiscéal@
@export@|@easpórtáil@
@expose@|@cuir i gcontúirt@
@express@|@cinnte@
@expressway@|@mótarbhealach@
@exquisite@|@fíorálainn@
@extend@|@cuir fad le@
@extent@|@fairsinge@
@exterior@|@amuigh@
@external@|@seachtrach@
@extinct@|@díobhaí@
@extort@|@srac@
@extra@|@breise@
@extract@|@bain as@
@extraordinary@|@neamhchoitainta@
@extravagance@|@doscaí@
@extreme@|@antoisceach@
@extrovert@|@eisdíritheach@
@exuberance@|@spleodar@
@exult@|@déan ollghairdeas@
@eye@|@súil, súil@
@eye shadow@|@cosmaid súile@
@eyebrow@|@mala braoi@
@eyelash@|@fabhra@
@eyelid@|@caipín súile@
@eyesight@|@radharc na súil@
@eyesore@|@smál@
@fable@|@fabhal@
@fabric@|@éadach@
@fabulous@|@fabhlach@
@face@|@aghaidh, aghaidh@
@face cloth@|@ceirt aghaidhe@
@face cream@|@snua-ungadh@
@face powder@|@snuaphúdar@
@face value@|@aghaidhluach@
@facilities@|@áiseanna@
@fact@|@fíric, gasta@
@factory@|@monarcha@
@faculty@|@dámh@
@fad@|@teidhe@
@fade@|@tréig@
@fag (cigarette)@|@toitín@
@fail@|@bris@
@faint@|@fann, lag@
@fair@|@cóir@
@fairy@|@sióg@
@fairy folk@|@na síogaí@
@fairy mound@|@lios@
@fairy tale@|@síscéal@
@fairy woman@|@bean sí@
@faith@|@creideamh@
@faithful@|@dílis@
@fake@|@caimiléir@
@falcon@|@fabhcún@
@fall@|@titim@
@fallacy@|@fallás@
@fallout@|@astitim@
@fallow@|@branair@
@false@|@bréagach@
@false alarm@|@gáir bhréige@
@false teeth@|@fiacla bréige@
@falter@|@tuisligh@
@fame@|@cáil@
@familiar@|@aithnidiúil@
@family@|@clann, teaghlach@
@family tree@|@craobh ghinealaigh@
@famine@|@gorta@
@famous@|@cáiliúil@
@fan@|@fean@
@fan belt@|@beilt tiomána@
@fancy@|@nóisean@
@fancy dress@|@éide bréige@
@fang@|@starrfhiacail@
@fantastic@|@fantaiseach@
@far@|@fada, i bhfad, í bhfad@
@Far East@|@An Cian-Oirthear@
@far reaching@|@forleathan leitheadach@
@faraway@|@imigéiniúil@
@farce@|@fronsa@
@fare@|@táille@
@farewell@|@slán@
@farm@|@feirm@
@farmer@|@feirmeoir@
@farmhand@|@oibrí feirme@
@farmhouse@|@teach feirme@
@farmland@|@talamh curaíochta@
@farmyard@|@clós feirme@
@fart@|@lig broim@
@farther@|@níos faide@
@fascinate@|@cuir draíocht ar@
@fascism@|@faisisteachas@
@fashion@|@faisean@
@fashion show@|@seó faisin@
@fast@|@gasta, tapa@
@fasten@|@greamaigh@
@fastidious@|@éisealach@
@fat@|@ramhar@
@fatal@|@marfach@
@fate@|@cinniúint@
@father@|@athair@
@fathom@|@feá@
@fatigue@|@tuirse@
@fatten@|@ramhraigh@
@fatty@|@sailleach@
@fatuous@|@baothánta@
@faucet@|@sconna@
@fault@|@locht@
@fauna@|@ainmhithe@
@favour@|@fabhar@
@favourite@|@muirneach@
@fawn@|@oisín@
@fax@|@facs@
@fear@|@eagla, eile@
@fearful@|@eagal@
@feast@|@féasta@
@feat@|@éacht@
@feather@|@cleite@
@feature@|@gné@
@feature film@|@príomhscannán@
@February@|@Feabhra, Mí Feabhra@
@fed up@|@bheith dubh dóite@
@federal@|@cónascach@
@fee@|@táille@
@feeble@|@fann@
@feed@|@bia@
@feedback@|@aiseolas@
@feel@|@mothú@
@fell@|@leag@
@fellow@|@diúlach@
@fellow citizen@|@comhshaoránach@
@fellow countryman@|@comhthíreach@
@fellow men@|@comhdhaoine@
@fellowship@|@cuallacht@
@felony@|@feileonacht@
@felt@|@feilt@
@felt tip pen@|@peann feilte@
@female@|@baineann, baineannach@
@feminine@|@banda@
@fence@|@fál@
@fend@|@déanamh as duit féin@
@fender@|@fiondar@
@Fermanagh@|@Fear Manach@
@ferment@|@coip@
@fern@|@raithneach@
@ferocious@|@fíochmhar@
@ferret@|@firéad@
@ferry@|@bád farantóireachta@
@fertile@|@torthúil@
@fester@|@ábhraigh@
@festival@|@féile@
@festoon@|@gléas le triopaill@
@fetch@|@téigh faoi choinne@
@fetish@|@feitis@
@feud@|@fíoch@
@fever@|@fiabhras@
@few@|@is beag duine a chreideann é@
@fiance@|@fiancé@
@fib@|@caimseog@
@fibre@|@snáithín@
@fibre glass@|@gloine shnáithíneach@
@fickle@|@guagach@
@fiction@|@ficsean@
@fiddle@|@fidil@
@fidget@|@déan fútráil@
@field@|@páirc@
@field marshal@|@marascal machaire@
@field work@|@obair pháirce@
@fiend@|@diabhal@
@fierce@|@borb, fíochmhar@
@fiery@|@tintrí@
@fifteen@|@cúig déag@
@fifth@|@cúigiú@
@fifty@|@caoga@
@fig@|@fige@
@fight@|@troid, troid@
@figure@|@déanamh, figiúr@
@figure of speech@|@nath cainte@
@file@|@comhad@
@filing cabinet@|@comhadchaibinéad@
@fill@|@líon, líon@
@fillet@|@filléad@
@fillet steak@|@stéig filléid@
@filling station@|@stáisiún peitríl@
@film@|@scannán, scannán@
@film star@|@réaltóg scannán@
@filter@|@scagaire@
@filth@|@salachar@
@fin@|@eite@
@final@|@deiridh@
@finale@|@críochcheol@
@finance@|@airgeadas@
@financing@|@maoiniú@
@find@|@faigh@
@fine@|@breá, breá@
@fine arts@|@ealaíona uaisle@
@finger@|@méar@
@fingernail@|@ionga méire@
@fingerprint@|@méarlorg@
@fingertip@|@barr méire@
@finish@|@críoch@
@finishing line@|@ceann sprice@
@finite@|@teoranta@
@Finland@|@An Fhionlainn@
@fir@|@giúis@
@fire@|@tine, tine@
@fire alarm@|@aláram dóiteáin@
@fire arm@|@arm tine@
@fire brigade@|@briogáid dóiteáin@
@fire engine@|@inneall dóiteáin@
@fire escape@|@staighre éalaithe@
@fire extinguisher@|@múchtóir dóiteáin@
@fire station@|@staisiún dóiteáin@
@fireman@|@fear dóiteáin@
@fireplace@|@iarta teallach@
@fireside@|@teallach clúid@
@firewood@|@brosna connadh@
@fireworks@|@tinte ealaíne@
@firing squad@|@scuad lámhaigh@
@firm@|@daingean@
@first@|@céad@
@first aid@|@garchabhair@
@first class@|@den chéad scoth@
@first lady@|@bean an Uachtaráin@
@first name@|@ainm baiste@
@first rate@|@ar fheabhas@
@fish@|@iasc@
@fish farm@|@feirm éisc@
@fisherman@|@iascaire@
@fishing@|@iasach, iascaireacht@
@fishing boat@|@bád iascaigh@
@fishing line@|@dorú@
@fishing rod@|@slat iascaigh@
@fishmongers@|@siopa éisc@
@fist@|@dorn, dorn@
@fit@|@fiteáilte@
@fitment@|@feistiú@
@fitted kitchen@|@cistin fheistithe@
@fitter@|@feisteoir@
@fitting room@|@gléasta, seomra@
@five@|@cúig@
@fiver@|@cúig phunt@
@fix@|@socraigh@
@fixture@|@fearas@
@fizzy@|@coipeach@
@flabbergasted@|@baineadh an anáil@
@flabby@|@iodartha@
@flag@|@brat, brat@
@flagpole@|@crann brait@
@flagship@|@bratlong@
@flak@|@tine@
@flake@|@screamhóg@
@flame@|@bladhm@
@flamingo@|@lasairéan@
@flan@|@toirtín@
@flank@|@claithán@
@flannel@|@flainín@
@flap@|@liopa@
@flare@|@tóirse@
@flash@|@laom@
@flashlight@|@laomlampa@
@flask@|@fleasc@
@flat@|@árasán, cothrom@
@flatten@|@leacaigh@
@flatter@|@déan plámás@
@flaunt@|@déan gaisce@
@flavour@|@blas@
@flaw@|@cáim@
@flea@|@dreancaid@
@fleck@|@cáithnín@
@flee@|@teith@
@fleece@|@lomra@
@fleet@|@cabhlach@
@flesh@|@feoil@
@flex@|@fleisc@
@flick@|@smeach@
@flight@|@eitilt@
@flight attendant@|@aeróstach@
@flimsy@|@tanaí@
@fling@|@caith@
@flint@|@breochloch@
@flip@|@caith@
@flippant@|@cabanta@
@flirt@|@bheith ag cliúsaíocht@
@float@|@snámhán@
@flock@|@tréad@
@flog@|@léas@
@flood@|@tuile@
@floodlight@|@tuilsholas@
@floor@|@urlár@
@floorboard@|@clár urláir@
@flop@|@teip@
@floppy disk@|@diosca flapach@
@flora@|@flóra@
@florid@|@lasánta@
@florist@|@bláthadóir@
@flounder@|@iomlaisc@
@flour@|@plúr@
@flout@|@déan neamhshuim le@
@flow@|@sruth@
@flow chart@|@sreabhchairt@
@flower@|@bláth@
@flower bed@|@ceapach bláthanna@
@flower pot@|@próca bláthanna@
@flu@|@fliú@
@fluctuate@|@luainigh@
@fluent@|@líofa@
@fluff@|@clúmhach@
@fluid@|@sreabhach@
@fluke@|@taisme@
@fluoride@|@fiuairíd@
@flurry@|@cuaifeach@
@flush@|@lasadh@
@flustered@|@trína chéile@
@flute@|@feadóg@
@flutter@|@sceitimíní@
@flux@|@bheith ag síorathrú@
@fly@|@cuileog@
@flying start@|@ligean rábach@
@flyover@|@uasbhealach@
@foal@|@searrach@
@foam@|@cúr@
@focus@|@fócas@
@fodder@|@farae@
@foe@|@namhaid@
@fog@|@ceo@
@fog lamp@|@lampa ceo@
@fold@|@filleadh@
@folder@|@fillteán@
@foliage@|@duilliúr@
@folk@|@daoine@
@folk music@|@ceol tíre@
@folklore@|@béaloideas@
@follow@|@lean@
@folly@|@baois@
@fond@|@ceanúil@
@fondle@|@muirnigh@
@font@|@umar baiste@
@food@|@bia@
@food mixer@|@meascthóir bia@
@food poisoning@|@nimhiú bia@
@food processor@|@próiseálaí bia@
@foodstuffs@|@earraí bia@
@fool@|@amadán, amadán@
@foolhardy@|@meargánta@
@foot@|@cos, kus@
@foot brake@|@coscán coise@
@football@|@peil caid@
@football match@|@cluiche peile@
@footbridge@|@droichead coisithe@
@foothills@|@bunchnoic@
@foothold@|@greim coise@
@footlights@|@bruachshoilse@
@footnote@|@fonóta@
@footpath@|@cosán@
@footprint@|@lorg coise@
@footstep@|@coiscéim@
@footwear@|@coisbheart@
@for@|@do, dol@
@for rent@|@ar cíos@
@forage@|@siortaigh@
@foray@|@ruathar@
@forbid@|@cros ar@
@force@|@teann@
@ford@|@áth@
@fore@|@teacht chun tosaigh@
@forearm@|@bacán@
@foreboding@|@drochthuar@
@forefather@|@sinsear@
@forefinger@|@méar thosaigh@
@forefront@|@ar thús cadhnaíochta@
@foreground@|@réamhionad@
@forehead@|@clár éadain, éadan@
@foreign@|@coimhthíoch@
@foreign exchange@|@malairt eachtrach@
@Foreign Secretary@|@Aire Gnóthaí Eachtracha@
@foreman@|@saoiste@
@foremost@|@chéad@
@forerunner@|@réamhtheachtaí@
@foresee@|@aithin@
@foreshadow@|@tuar@
@foresight@|@réamhfhéachaint@
@forest@|@coill@
@foretaste@|@réamhbhlas@
@foretell@|@tairngir@
@forever@|@go deo@
@foreword@|@réamhfhocal@
@forfeit@|@caill@
@forge@|@ceárta@
@forgery@|@brionnú@
@forget@|@dearmad@
@forget me not@|@lus míonla@
@forgive@|@maith do@
@fork@|@forc@
@fork lift truck@|@trucail ardaithe@
@forlorn@|@tréighte@
@form@|@cruth@
@formal@|@foirmiúil@
@format@|@formáid@
@formation@|@foirmiú@
@former@|@iar sean@
@formidable@|@scanrúil@
@formula@|@foirmle@
@forsake@|@tréig@
@fort@|@caiseal, dún, dún, ráth@
@forth@|@amach@
@forthright@|@oscailte@
@forthwith@|@láithreach@
@fortify@|@daingnigh@
@fortitude@|@foirtile@
@fortnight@|@coicís@
@fortunate@|@ádhúil@
@fortune@|@ádh@
@fortune teller@|@bean feasa@
@forty@|@daichead@
@forward@|@chun tosaigh@
@fossil@|@iontaise@
@foster@|@forbair@
@foster child@|@leanbh altrama@
@foul@|@doineanta@
@found@|@bunaigh@
@foundation@|@bunú@
@founder@|@bunaitheoir@
@foundry@|@teilgcheárta@
@fountain@|@fuarán@
@fountain pen@|@peann tobair@
@four@|@ceathair@
@four poster bed@|@leaba ceithre phost@
@fourteen@|@ceathair déag@
@fourth@|@ceathrú@
@fowl@|@éan@
@fox@|@mada rua, sionnach@
@foyer@|@forhalla@
@fraction@|@codán@
@fracture@|@briseadh@
@fragile@|@sobhriste@
@fragment@|@blúire@
@fragrant@|@cumhra@
@frail@|@anbhann@
@frame@|@fráma@
@framework@|@creatlach@
@France@|@An Frainc, Frainc@
@franchise@|@ceart@
@frank@|@ionraic@
@frantic@|@mear@
@fraternity@|@dáimh@
@fraud@|@calaois@
@fraught@|@lán@
@freak@|@torathar@
@freckle@|@bricín@
@free@|@saor@
@free kick@|@cic saor@
@Free State@|@Saorstát na hÉireann@
@free trade@|@saorthrádáil@
@free will@|@toil shaor@
@freedom@|@scóp@
@freehold@|@saorghabháltas@
@freelance@|@neamhspleách@
@freemason@|@máisiún@
@Freepost@|@Post saor@
@freeze@|@sioc@
@freezer@|@reoiteoir@
@freezing point@|@reophointe@
@freight@|@lasta@
@freight train@|@traein earraí@
@French@|@Francach, Francach@
@French bean@|@pónaire fhrancach@
@French fries@|@sceallóga@
@French window@|@fuinneog fhrancach@
@Frenchman@|@Francach@
@frenzy@|@buile mire@
@frequency@|@minicíocht@
@frequent@|@minic@
@fresh@|@úr@
@freshwater@|@uisce abhann@
@friar@|@bráthair@
@friction@|@cuimilt@
@Friday@|@Aoine@
@fridge@|@cuisneoir@
@fried@|@friochta@
@friend@|@cara@
@frieze@|@bréid@
@fright@|@scanradh@
@frigid@|@fuaránta@
@frill@|@rufa@
@fringe@|@frainse@
@fringe benefits@|@sochair imeallacha@
@frisk@|@cuardaigh@
@fritter@|@friochtóg@
@frivolous@|@aerach@
@fro@|@dul anonn agus anall@
@frock@|@gúna@
@frog@|@frog@
@frolic@|@bheith ag rancás@
@from@|@as, ó, ó@
@front@|@aghaidh@
@front door@|@doras tosaigh@
@front page@|@leathanach tosaigh@
@front room@|@seomra suí@
@front wheel drive@|@tiomáint@
@frontier@|@teorainn@
@frost@|@sioc, sioc@
@frostbite@|@dó seaca@
@froth@|@cúr@
@frown@|@cuir púic@
@fruit juice@|@sú torthaí@
@fruit salad@|@sailéad torthaí@
@frustrate@|@cuir frustrachas ar@
@fry@|@frioch@
@frying pan@|@fiochán@
@fudge@|@faoiste@
@fuel@|@breosla@
@fuel tank@|@umar breosla@
@fugitive@|@teifeach@
@fulfil@|@comhlíon@
@full@|@lán@
@full employment@|@lánfhostaíocht@
@full length@|@lánfhada@
@full moon@|@iomlán gealaí@
@full scale@|@oll cuimsitheach@
@full stop@|@lánstad@
@full time@|@lánaimseartha@
@fully fledged@|@déanta@
@fumble@|@bheith ag méirínteacht@
@fume@|@bhí sé ag fiuchadh le fearg@
@fun@|@spraoi@
@function@|@feidhm@
@fund@|@ciste@
@fundamental@|@bunúsach@
@funeral@|@tórramh@
@funeral mass@|@aifreann na marbh@
@funeral service@|@seirbhís na marbh@
@funfair@|@aonach@
@fungus@|@fungas@
@funnel@|@fóiséad@
@funny@|@greannmhar@
@fur@|@fionnadh@
@fur coat@|@cóta fionnaidh@
@furious@|@fíochmhar@
@furlong@|@staid@
@furnace@|@foirnéis@
@furnish@|@troscán a chur i dteach@
@furniture@|@troscán@
@furrow@|@clais@
@furry@|@clúmhach@
@further@|@breise@
@further education@|@oideachas@
@furthermore@|@a dhála sin@
@fury@|@buile@
@fuse@|@fiús@
@fuse box@|@cóifrín fiúsanna@
@fuss@|@fuadar@
@future@|@le teacht@
@fuzzy@|@doiléir@
@gable@|@binn@
@gadget@|@gaireas@
@gaelic@|@Gaelige@
@Gaelic@|@Gaelach@
@gag@|@gobán@
@gain@|@buaigh, sochar@
@gait@|@leagan@
@gale@|@gála@
@gall bladder@|@máilín@
@gallant@|@curata@
@gallery@|@cistin@
@gallon@|@galún@
@gallop@|@ar cosa in airde@
@gallows@|@croch@
@gallstone@|@cloch dhomlais@
@galore@|@go leor@
@Galway@|@Gaillimh@
@gambit@|@fiontar@
@gamble@|@faoi thuairim@
@gambler@|@cearrbhach@
@game@|@cluiche@
@gamekeeper@|@maor géim@
@gammon@|@ceathrú@
@gamut@|@réimse@
@gang@|@drong@
@gangster@|@gangstaer@
@gangway@|@clord@
@gap@|@bearna@
@gape@|@bheith ag stánadh ar dhuine@
@garage@|@garáiste@
@garbage@|@bruscar@
@Garda@|@Garda@
@garden@|@gairdín, gairdín, garraí@
@gardener@|@garraíodóir@
@gargle@|@craosfholc@
@garish@|@gáifeach@
@garland@|@bláthfhleasc@
@garlic@|@gairleog@
@garment@|@ball éadaigh@
@garrison@|@garastún@
@garter@|@gairtéar@
@gas@|@gás@
@gas cooker@|@cócaireán gáis@
@gas cylinder@|@sorcóir gáis@
@gas fire@|@tine gháis@
@gas mask@|@gásphúicín@
@gas meter@|@gásmhéadar@
@gash@|@créacht@
@gasket@|@gaiscéad@
@gasoline@|@peitreal@
@gasp@|@lig cnead@
@gastric@|@gastrach@
@gate@|@geata@
@gateway@|@geata bealach@
@gather@|@cruinnigh@
@gaudy@|@spiagaí@
@gauge@|@tomhsaire@
@gaunt@|@lom@
@gauntlet@|@lámhainn@
@gauze@|@uige@
@gay (cheerful)@|@aigeantach@
@gay (homosexual)@|@aerach@
@gaze@|@amharc@
@gear@|@trealamh@
@gear box@|@giarbhosca@
@gear lever@|@luamhán an ghiair@
@gel@|@glóthach@
@gelignite@|@geilignít@
@gem@|@seoid@
@Gemini@|@An Cúpla@
@gender@|@cineál@
@gene@|@géin@
@genealogy@|@ginealach@
@general@|@ginerál@
@general practitioner@|@gnáthdhochtúir@
@generate@|@gin@
@generosity@|@féile@
@genetic@|@géiniteach@
@genetic engineering@|@innealtóireacht ghéiniteach@
@Geneva@|@An Ghinéiv@
@genial@|@lách@
@genitals@|@baill ghiniúna@
@genteel@|@caoinbhéasach@
@gentle@|@caoin@
@gentleman@|@duine uasal@
@gentry@|@na huaisle@
@gents@|@leithreas na bhfear@
@genuine@|@fíor dílis@
@geography@|@tíreolaíocht@
@geology@|@geolaíocht@
@geometry@|@céimseata@
@geranium@|@geiréiniam@
@geriatric@|@seanliachta@
@germ@|@frídín@
@German@|@Gearmánach@
@German measles@|@an bhruitíneach@
@Germany@|@An Ghearmáin@
@gesture@|@gotha@
@get@|@éirigh@
@getaway@|@do chosa a bhreith leat@
@geyser@|@géasar@
@Ghana@|@Gána@
@ghastly@|@uafar@
@gherkin@|@gircín@
@ghost@|@taibhse@
@giant@|@fathach@
@gibberish@|@gibiris@
@giblets@|@gipis@
@Gibraltar@|@Giobráltar@
@giddy@|@uallach@
@gift@|@bronntanas@
@gift token@|@éarlais bhronntanais@
@gifted@|@tréitheach@
@gigantic@|@ábhalmhór@
@giggle@|@déan sciotaíl@
@gill@|@ceathrú@
@gilt@|@órnite@
@gilt edged@|@órchiumhsach@
@gimmick@|@seift@
@gin@|@jin@
@ginger@|@sinséar@
@ginger ale@|@leann sinséir@
@ginger beer@|@beoir shinséir@
@gingerbread@|@arán sinséir@
@gingerly@|@go cáiréiseach@
@gipsy@|@giofóg@
@giraffe@|@sioráf@
@girder@|@cearchaill@
@girdle@|@sursaing@
@girl@|@cailín, cailín@
@girlfriend@|@cara mná@
@giro@|@gíoró@
@gist@|@éirim@
@give@|@tabhair@
@give birth@|@beir@
@glacier@|@oighearshruth@
@glad@|@áthasach@
@glamour@|@loise@
@glamourous@|@luisiúil@
@glance@|@sracfhéachaint@
@gland@|@faireog@
@glare@|@súil@
@Glasgow@|@Glaschú@
@glass@|@gloine@
@glassware@|@earraí gloine@
@glaze@|@cuir gloine i@
@gleam@|@dealraigh@
@glean@|@diasraigh@
@glee@|@lúcháir@
@glib@|@luathchainteach@
@glide@|@téigh ar foluain@
@glimmer@|@fannléas@
@glimpse@|@spléachadh@
@glint@|@drithligh@
@glisten@|@bheith ag glioscarnach@
@glitter@|@ruithnigh@
@gloat@|@ba í an ola ar a chroí é@
@global@|@domhanda@
@globe@|@cruinneog@
@gloom@|@dorchacht@
@gloomy@|@gruama@
@glorious@|@glórmhar@
@glory@|@glóir@
@gloss@|@snas@
@glossary@|@gluais@
@glove@|@miotóg@
@glow@|@ionraigh@
@glower@|@drochfhéachaint a thabhairt@
@glucose@|@glúcós@
@glue@|@gliú@
@glum@|@gruama@
@glut@|@anlucht@
@glutton@|@craosaire@
@gnat@|@corrmhíol@
@gnaw@|@creim@
@go@|@iarraidh, imigh, téigh@
@go ahead@|@forásach@
@go between@|@idirghabhálaí@
@goad@|@broid@
@goal@|@báire@
@goalkeeper@|@cúl báire@
@goalpost@|@cuaille báire@
@goat@|@gabhar@
@gobble@|@alp@
@goblin@|@gruagach@
@God@|@Dia@
@godchild@|@leanbh baistí@
@goddaughter@|@iníon baistí@
@goddess@|@bandia@
@godfather@|@athair baistí@
@godforsaken@|@scoite@
@godmother@|@máthair baistí@
@godsend@|@tíolacadh@
@godson@|@mac baistí@
@goes@|@téann@
@goggles@|@gloiní@
@going@|@deis@
@gold@|@óir, ór@
@gold plated@|@órphlátáilte@
@goldfish@|@iasc órga@
@goldsmith@|@gabha óir@
@golf@|@galf@
@golf ball@|@liathróid@
@golf club@|@cumann gailf@
@golf course@|@galfchúrsa@
@golfer@|@galfaire@
@gong@|@gang@
@good@|@maith@
@Good Friday@|@Aoine an Chéasta@
@good looking@|@dathúil@
@good natured@|@lách@
@goodbye@|@slán@
@goodness@|@maitheas@
@goods train@|@traein earraí@
@goodwill@|@dea-mhéin@
@goose@|@gé@
@goose bumps@|@cáithníní@
@gooseberry@|@spíonán@
@gore@|@sáigh@
@gorge@|@altán@
@gorgeous@|@sárálainn@
@gorilla@|@goraille@
@gory@|@crólinnteach@
@gospel@|@soiscéal@
@gout@|@gúta@
@govern@|@rialaigh@
@governess@|@máistreás@
@government@|@rialtas@
@governor@|@gobharnóir@
@gown@|@gúna@
@grab@|@sciob@
@grace@|@grásta@
@grade@|@cáilíocht@
@grade school@|@bunscoil@
@gradient@|@grádán@
@gradual@|@céimseach@
@graduate@|@céimí@
@graffiti@|@graffiti@
@graft@|@nódú@
@grain@|@gráinne@
@gram@|@gram@
@grammar@|@gramadach@
@grammar school@|@scoil ghramadaí@
@grammatical@|@gramadúil@
@gramme@|@gram@
@grand@|@breá@
