@English@|@Icelandic@
@tubercolosis@|@berklaveiki, hvíti dauðinn@
@Tuesday@|@þriðjudagur@
@tumble@|@brölta, falla, hrynja@
@tumble down@|@hrapa@
@tune@|@vísalag@
@turf@|@torf@
@turn@|@bugur, snúa@
@turn of the century@|@aldamót@
@turn pale@|@fölna@
@tutelage@|@forræði@
@twelfth@|@tólfti@
@twelve@|@tólf@
@twelve hours@|@dægur@
@twenty@|@tuttugu@
@twice a day@|@tvisvar á dag@
@twig@|@hrísla@
@twine@|@garn@
@twinkling of an eye@|@augabragð@
@two@|@tveir@
@type@|@letur@
@type of farming@|@búskaparháttur@
@types of occupation@|@atvinnuhættir@
@ugly@|@ljótur@
@ugly eyes@|@glyrnur@
@umbrella@|@regnhlíf@
@umpteen@|@ótal@
@unaware@|@óvar@
@unbelievably@|@ótrúlega@
@unbroken colt@|@ótemja@
@under@|@undir@
@under construction@|@í vinnslu@
@under the auspices of@|@á vegum@
@under the influence@|@undir áhrifum@
@under way@|@í gangi@
@undergo@|@sæta@
@understand@|@skilja@
@understanding@|@skilningsríkur, skyn@
@undress@|@afklæða@
@unduly@|@fram úr hófi@
@uneven@|@hrufóttur@
@unimaginative@|@hugmyndasnauður@
@union@|@bandaleg@
@unit@|@eining@
@unity@|@eining@
@university@|@háskóli@
@unleaded@|@blýlaus@
@unless@|@nema@
@unload@|@afferma, landa@
@unmarried@|@einhleypur@
@unmarried girl living at home@|@heimasæta@
@unoccupied@|@auður@
@unprecedented@|@dæmalaus@
@unrest@|@ókyrrð@
@unsuspecting@|@grunlaus@
@untamed@|@ótaminn@
@untie@|@leysa@
@unwilling@|@ófús@
@up@|@upp@
@up the valley@|@framan dalinn@
@up to@|@fram undir@
@up to the library@|@upp á safn@
@upbringing@|@uppeldi@
@upholstered@|@bólstraður@
@uppermost@|@efstur@
@urge on@|@reka á eftir@
@urgent@|@áríðandi@
@urine@|@hland@
@us@|@okkar, okkur@
@USA@|@Bandaríkin@
@use@|@beita, brúka, gagn, hagnýting, not, nota, notkun, viðhafa@
@used to@|@vanur@
@useful@|@gagnlegur@
@useless@|@gagnslaus, þarflaus@
@useless thing@|@ónýti@
@user@|@notandi@
@usher@|@sætavísir@
@using up@|@eyðsla@
@usual@|@vanalegur@
@usually@|@að jafnaði@
@usury@|@okur@
@vaccinate@|@bólusetja@
@valiant@|@hraustur@
@valley@|@dalur@
@valley glacier@|@daljökull@
@valour@|@hreysti, hugprýði@
@vanish@|@deyja út@
@vanish into thin air@|@vera allur á bak og burt@
@vanity@|@mont@
@vapour@|@gufa@
@various@|@fjölbreyttur@
@various people@|@ýmsir@
@vase@|@vasi@
@vegetable garden@|@kálgarður@
@vegetables@|@grænmeti@
@vegetarian@|@jurtaæta@
@vegetation@|@gróður@
@vein@|@æð, bergæð@
@vengeance@|@hefnd@
@venison@|@hjartarkjöt@
@venom@|@eitur@
@veracious@|@sannorður@
@veranda@|@svalir@
@verb@|@sagnaorð, sögn@
@verbatim@|@orð fyrir orð@
@verdict@|@dómur@
@versatile@|@fjölhæfur@
@very@|@mjög@
@very deep@|@hyldjúpur@
@very expensive@|@rándýr@
@very many@|@fjöldi@
@very old@|@fjörgamall, háaldraður@
@very small@|@dálítill@
@very well@|@dável@
@vessel@|@ílát@
@vest@|@bolur@
@vet@|@dýralæknir@
@vexation@|@gremja@
@vexed@|@gramur@
@vicinity@|@nánd@
@victory@|@sigur@
@vile@|@illyrmislegur@
@vinegar@|@edik, eðik@
@violin@|@fiðla@
@violinist@|@fiðluleikari@
@virgin@|@mey@
@virtue@|@dyggð@
@visibility@|@skyggni@
@visible@|@sjáanlegur, sýnilegur@
@vision@|@hugsjón@
@visit@|@heimsækja, heimsókn, hitta@
@visitation@|@aðsókn@
@voice@|@mæli, rödd@
@volcanic activity@|@eldsumbrot@
@volcano@|@eldfjall@
@voltage@|@spenna@
@volume@|@árgangur, bindi@
@vote@|@atkvæði, kjósa@
@vowel@|@hljóðstafur, sérhljóð@
@voyage@|@ferðalag, för@
@vulgar@|@dónalegur@
@vulture@|@gammur@
@wages@|@kaup@
@wail@|@vola@
@wait@|@bið, bíða@
@waiter@|@þjónn@
@waiting@|@bið@
@waiting room@|@biðstofa@
@waitress@|@fröken@
@walk@|@ganga@
@walking@|@fótgangandi, gangur@
@walking stick@|@göngustafur@
@wall@|@garður, veggur@
@wander@|@eigra, flækjast@
@want@|@vilja@
@wanting@|@áfátt@
@war@|@hernaður, stríð@
@warfare@|@hernaður@
@warm@|@heitur, hlýr@
@warmth@|@hiti@
@warn of@|@vara við@
@warning@|@áðvörun@
@warship@|@herskip@
@wash@|@þvo@
@wash up@|@bera að landi@
@waste@|@eyðsla@
@wasteful@|@eyðslusamur@
@watch@|@gæta@
@water@|@vatn@
@waterfall. falls@|@foss@
@wave@|@alda, bára, bylgja, hrönn@
@way@|@háttur, leið, máti, vegur@
@way back@|@bakaleið@
@way in@|@inngangur@
@way of thinking@|@hugsunarháttur@
@we@|@vér@
@weak@|@daufur, kraftalaus@
@wealthy@|@auðugur@
@weapon@|@vopn@
@wear clothes@|@bera föt@
@weather@|@veður@
@web@|@vefur@
@web (feet)@|@fit@
@wedding@|@brúðkaup, gifting@
@Wednesday@|@Miðvikudagur@
@week@|@þróttlítill, vika@
@weep@|@gráta@
@weeping@|@grátur@
@weight@|@vigt@
@weird@|@kynlegur@
@weirdo@|@furðufugl@
@welcome@|@fagna@
@well@|@brunnur, frískur, heilsugóður, jæja, vel@
@well known@|@frægur@
@well off@|@efnaður@
@well-known@|@kunnugur@
@West@|@vestur@
@western film@|@vestri@
@wet@|@blautur, bleyta, votur@
@whale@|@hvalur@
@what@|@hvað, hvaða@
@what else@|@hvað annað@
@what is the matter?@|@hvað gengur að?@
@what is the meaning of this?@|@hverju sætir þetta?@
@what is the time@|@hvað er framorðið@
@what nonsense@|@hvílik heimska@
@what sort of@|@hvílíkur@
@wheat@|@hveiti@
@wheelbarrow@|@hjólbörur@
@when@|@hvenær, þegar@
@when all is said and done@|@allt kemur til alls@
@whence@|@hvaðan@
@where@|@hvar@
@whet@|@brýna@
@whether@|@hvort@
@which@|@er, hver, hvor, sem@
@while@|@á meðan, meðan@
@whimper@|@kjökra@
@whirl@|@þyrla@
@whisper@|@hvísl, hvísla@
@whistle@|@blístra@
@white@|@hvítur@
@white bread@|@franskbrauð@
@whiting@|@lýsa@
@whitsunday@|@hvítasunnudagur@
@who@|@er, hver, hvor, sem@
@whole@|@gjörvallur@
@wholesale@|@heildsala@
@wholesaler@|@heildsali@
@wholesome@|@hollur@
@whooping cough@|@kíghósti@
@whortleberry@|@aðalbláber@
@whose@|@hvers@
@why@|@af hverju@
@wicked@|@illmenni, meinfús@
@wickedness@|@vonska@
@wide@|@breiður, viður@
@wide river@|@fljót@
@widow@|@ekkja@
@widower@|@ekkill, ekkjmaður@
@width@|@breidd@
@wife@|@kona@
@wild@|@ólmur@
@wilderness@|@auðn, eyði@
@will@|@vilja@
@willing@|@fús@
@willingly@|@gjarna@
@win@|@vinna@
@wind@|@liðast, vindur@
@winding@|@krókóttur@
@window@|@gluggi@
@windpipe@|@barki@
@windshield@|@framgluggi@
@winter@|@vetur@
@wipe off@|@þurrka af@
@wipe with a napkin@|@þurrka á handklæði@
@wise@|@hygginn, vís@
@witch@|@norn@
@witchcraft@|@forneskja, galdur@
@with@|@hjá, með, við@
@with beautiful eyes@|@vel eygður@
@with black spots around the eyes@|@bíldóttur@
@with great strength@|@af kröftum@
@with the exception of@|@að undanteknum@
@with the other hand@|@með annari hendi@
@within@|@inni@
@without@|@án@
@without doors@|@hurðarlaus@
@without guidance@|@fylgdarlaus@
@without hesitation@|@hiklaust@
@without interrupt@|@viðstöðulaust@
@without money@|@félaus@
@without noticed@|@fyrirvaralaust@
@without respect@|@án tillit til@
@woman@|@kona@
@wonder@|@furða, tákn@
@word@|@orð@
@word for word@|@orð fyrir orð@
@words of reassurance@|@hughreystingarorð@
@words that come true@|@áhrinsorð@
@work@|@atvinna, iðja, starf, verk, vinna@
@work hard@|@sveitast@
@work hose@|@dróg@
@worker@|@starfmaður, starfsmaður@
@workman@|@verkamaður@
@workmanship@|@frágangur@
@works@|@verksmiðja@
@world@|@heimur, veröld@
@world champion@|@heimsmeistari@
@world record@|@heimsmet@
@worn out@|@dauðþreyttur@
@worried@|@áhyggjufullur@
@worries@|@áhyggjur@
@worse@|@verri@
@worship@|@dýrka, tilbeiðsla@
@worst@|@verstur@
@worth@|@verður@
@wound@|@særa@
@wrangle@|@þrefa@
@wrestle@|@glíma@
@wretch@|@óféti, vesalingur@
@wrinkle@|@hrukka@
@wrinkled@|@hrukkóttur@
@wristwatch@|@armbandsúr@
@wrong somebody@|@gera á hluta@
@yacht race@|@kappsigling@
@yard@|@garður@
@yarn@|@garn@
@yawn@|@geispa@
@year@|@ár, árgangur, ártal@
@year book@|@árbók@
@yell@|@æpa, öskur@
@yellow@|@gulur@
@yes@|@já, jú@
@yesterday@|@í gær@
@yet@|@samt, þó@
@yielding@|@eftirlátur@
@yoke@|@ok@
@you@|@þér, þið, þú@
@your@|@yðar@
@yours@|@yðar@
@yours sincerely@|@þinn einlægur, yðar einlægur@
@youth@|@bernska@
@yuppie@|@uppi@
@zeal@|@ákafi, kapp@
@zero@|@núll@
@zest@|@fjör@
@zoology@|@dýrafæði, dýrafræði@

