@English@|@Czech@
@chanteuse@|@šantánová zpěvačka@
@chanticleer@|@kohout, kokrháč@
@chanting@|@skandování@
@chantry@|@zádušní nadace@
@Chao@|@Chao@
@chaos@|@chaos, zmatek@
@chaotic@|@chaotický@
@chaotically@|@chaoticky@
@chap@|@chlápek, pukat@
@chapel@|@kaple, modlitebna@
@chapels@|@kapličky@
@chaperon@|@ochranný průvodce@
@chaperone@|@ochranný průvodce@
@chapfallen@|@deprimovaný, sklíčený@
@chaplain@|@kaplan@
@chaplaincy@|@kaplanství@
@chaplet@|@růženec@
@Chaplin@|@Chaplin@
@chapman@|@podomní obchodník@
@Chapman@|@Chapman@
@chapped@|@popraskaný, rozpraskaný@
@chaps@|@chlápci, maníci@
@chapter@|@kapitola@
@chapters@|@kapitoly, období@
@char@|@spálit, uklízečka@
@charabanc@|@vyhlídkový autobus@
@character@|@charakter, literární postava, písmeno, postava, znak@
@character set@|@znaková sada@
@characterful@|@osobitý, typický@
@characterisation@|@charakterizace@
@characterisations@|@charakterizace@
@characterise@|@charakterizovat@
@characterised@|@charakterizovaný@
@characteristic@|@charakteristický, charakteristika@
@characteristically@|@charakteristicky@
@characteristics@|@charakteristiky@
@characterization@|@charakterizace, popsání@
@characterize@|@charakterizovat@
@characterized@|@charakterizovaný@
@characterless@|@bezvýrazný@
@characters@|@znaky@
@charade@|@šaráda@
@charcoal@|@uhel@
@charcuterie@|@lahůdkářství@
@chard@|@mangold@
@chardonnay@|@druh bílého vína@
@charge@|@nálož, obvinění, poplatek@
@charge account@|@otevřený účet, úvěrové konto@
@charge up@|@dobíjet@
@chargeable@|@účtovatelný, zatížitelný, zdanitelný@
@charged@|@nabitý, napjatý@
@charger@|@nabíječka, nakládač@
@charges@|@náklady, poplatky, výdaje@
@charging@|@nabíjení, nakládání, sázení@
@chariness@|@opatrnost@
@chariot@|@válečný vůz@
@charioteer@|@vozataj@
@charisma@|@charisma, osobní kouzlo@
@charismatic@|@charismatický@
@charismatically@|@charizmaticky@
@charitable@|@dobročinný@
@charitably@|@dobročinně@
@charities@|@charity, milodary@
@charity@|@dobročinnost, charita@
@charivari@|@povyk@
@charlady@|@uklízečka@
@charlatan@|@šarlatán@
@charlatanism@|@šarlatánství@
@charlatanry@|@šarlatánství@
@Charlemagne@|@Karel Veliký@
@Charles@|@Charles, Karel@
@Charleston@|@hl.m. - West Virginia v USA, Charleston@
@Charley@|@Charley@
@Charlie@|@Charlie@
@Charlotte@|@město - USA, okres v USA, ženské křestní jméno@
@Charlottetown@|@město - Kanada@
@charm@|@okouzlit, půvab@
@charmed@|@okouzlující@
@charmer@|@okouzlující člověk@
@charming@|@kouzelný, okouzlující, roztomilý@
@charmingly@|@půvabně@
@charmless@|@nezajímavý, postrádající šarm@
@charms@|@okouzluje, půvaby@
@charnel house@|@kostnice, márnice@
@Charon@|@Charon@
@charred@|@spálený@
@chars@|@uklízečky@
@chart@|@diagram, nákres, schéma, tabulka, žebříček@
@charter@|@listina@
@charter member@|@zakládající člen@
@chartered@|@zmocněný@
@charterer@|@nájemce, pronajímatel@
@chartist@|@burzovní analytik@
@Chartres@|@město - Francie@
@chartreuse@|@druh likéru, chartreuska@
@charts@|@diagramy, grafy, nákresy, žebříčky@
@charwoman@|@uklízečka@
@chary@|@obezřetný@
@chase@|@honit@
@chase away@|@zahnat, zaplašit@
@chased@|@pronásledovaný@
@chaser@|@pronásledovatel@
@chases@|@pronásleduje, žene@
@chasing@|@pronásledování@
@chasm@|@propast@
@chassis@|@podvozek, šasi@
@chaste@|@cudný@
@chastely@|@zdrženlivě@
@chasten@|@kárat, trestat@
@chasteness@|@cudnost@
@chastening@|@disciplinární trest, potrestání@
@chastise@|@trestat@
@chastised@|@trestaný@
@chastisement@|@kárání, výprask@
@chastity@|@zdrženlivost@
@chasuble@|@ornát@
@chat@|@beseda, besedovat, kecat, povídat si, povídat, rozhovor@
@chat up@|@ukecat@
@chateau@|@zámek@
@chateaux@|@zámky@
@chatelaine@|@kastelánka@
@Chatham@|@Chatham@
@chatoyant@|@měňavý@
@chats@|@klábosí@
@Chattahoochee@|@okres v USA@
@Chattanooga@|@město - USA@
@chatted@|@klábosil@
@chattel@|@movitost, movitý majetek@
@chatter@|@tlachání, tlachat@
@chatterbox@|@mluvka, tlachal@
@chatterer@|@mluvka, tlachal@
@chattering@|@drnčení, kmitání, otřesy, třesení@
@chattily@|@upovídaně, upovídaný@
@chattiness@|@hovornost, povídavost@
@chatting@|@klábosení, povídání@
@chatty@|@upovídaný@
@chauffeur@|@řidič, šofér@
@chauffeuse@|@řidička, šoférka@
@Chauncey@|@Chauncey@
@Chautauqua@|@okres v USA@
@chauvinism@|@šovinismus, šovinizmus@
@chauvinist@|@šovinista@
@chauvinistic@|@šovinistický@
@cheap@|@laciný, levně, levný, za babku@
@cheapen@|@zlevnit@
@cheaper@|@levnější@
@cheapest@|@nejlevnější@
@cheapish@|@spíše levný@
@cheaply@|@levně@
@cheapness@|@láce, levnost@
@cheapskate@|@držgrešle, krkoun, lakomec@
@cheat@|@fixlovat, podvádět@
@cheat on@|@podvádět@
@cheated@|@podvedený@
@cheater@|@podvodník@
@cheaters@|@podvodníci@
@cheating@|@podvádění@
@cheats@|@podvody@
@Chechen@|@Čečenský@
@Chechenian@|@Čečenec@
@check@|@ověřit, zkontrolovat@
@check identity card@|@legitimovat někoho@
@check in@|@registrovat se, ubytovat se@
@check it out@|@vyzkoušet to@
@check list@|@kontrolní seznam, seznam, úplný seznam@
@check off@|@odškrtnout, zaškrtnout, zatrhnout@
@check out@|@odhlásit se@
@check over@|@ohledat@
@check up@|@ověřit, prověřit, překontrolovat, zkontrolovat@
@checkbook@|@šeková knížka@
@checkbooks@|@šekové knížky@
@checked@|@kontroloval, kostkovaný@
@checker@|@kontrolor@
@checkerboard@|@šachovnice@
@checkered@|@kostkovaný@
@checkers@|@hra dáma, kontroloři@
@check-in@|@odbavovací@
@checking@|@kontrolování@
@checking account@|@šekové konto@
@checklist@|@kontrolní seznam@
@checkmate@|@mat@
@checkout@|@odhlášení, pokladna@
@check-out@|@výstupní kontrola@
@checkpoint@|@kontrola@
@checkroom@|@šatna@
@checks@|@šeky@
@checksum@|@kontrolní součet@
@checkup@|@překontrolování, vyšetření@
@check-up@|@prohlídka@
@cheddar@|@čedar@
@cheek@|@drzost, troufalost, tvář@
@cheek by jowl@|@těsně u sebe@
@cheekbone@|@lícní kost@
@cheekily@|@troufale@
@cheekiness@|@drzost, neomalenost@
@cheeks@|@líce, tváře@
@cheeky@|@troufalý@
@cheep@|@pípání, pípat@
@cheer@|@fandit, nálada, potěšit, povzbudit@
@cheer up@|@obveselit, povzbudit, rozradostnit, rozveselit, vzmužit@
@cheered@|@povzbudil, povzbuzený@
@cheerful@|@radostný, veselý@
@cheerfully@|@radostně, vesele@
@cheerfulness@|@veselost@
@cheerier@|@radostnější@
@cheeriest@|@nejveselejší@
@cheerily@|@radostně@
@cheering@|@potěšující, povzbuzující@
@cheerio@|@nazdar@
@cheerleader@|@fanynka, cheerleader, roztleskávačka@
@cheerless@|@neradostný, neveselý, ponurý@
@cheerlessness@|@pochmurnost, ponurost@
@cheers@|@na zdraví, povzbuzuje@
@cheers! good health!@|@na zdraví@
@cheery@|@radostný@
@cheese@|@sýr@
@cheeseboard@|@servírovací prkénko na sýr, šachovnice@
@cheeseburger@|@houska se sýrem, cheeseburger@
@cheesecake@|@tvarohový koláč@
@cheesecloth@|@fáčovina@
@cheesed off@|@otrávený@
@cheesemaking@|@sýrařství@
@cheesemonger@|@sýrař@
@cheeseparing@|@skrblictví@
@cheesiness@|@kýčovitost, lacinost, ošuntělost@
@cheesy@|@laciný, ošuntělý, podřadný, sýrovitý@
@cheetah@|@gepard@
@chef@|@šéfkuchař@
@chef-d'oeuvre@|@mistrovské dílo@
@cheiloschisis@|@rozštěp rtu@
@cheilosis@|@zarudnutí rtů@
@chela@|@klepeto@
@chelate@|@chelátový@
@chelation@|@chelace, tvorba chelatu@
@Chelsea@|@ženské křestní jméno@
@chemical@|@chemický, chemikálie@
@chemical warfare@|@chemická válka@
@chemically@|@chemicky@
@chemicals@|@chemikálie@
@chemiluminescence@|@chemiluminiscence@
@chemiluminescent@|@chemiluminiscentní@
@chemise@|@dámská košile@
@chemist@|@chemik@
@chemistry@|@chemie@
@chemists@|@chemici@
@chemist's@|@drogerie@
@chemotherapeutic@|@chemoterapeutický, chemoterapeutikum@
@chemotherapy@|@chemoterapie@
@Chen@|@Chen@
@Cheney@|@Cheney@
@Cheng@|@Cheng@
@Chengdu@|@město - Čína@
@chenille@|@pruh tkaniny v koberci@
@cheque@|@složenka, šek@
@cheque book@|@šeková knížka@
@chequebook@|@šeková knížka@
@chequer@|@kostkovaný vzorek, kostkovat@
@chequered@|@kostkovaný, pestrý@
@cheques@|@šeky@
@cherish@|@opatrovat, uchovávat@
@cherished@|@opatrovaný, uchovávaný@
@Cherokee@|@okres v USA@
@cheroot@|@druh doutníku@
@cherries@|@třešně@
@cherry@|@třešen, třešeň, třešně, višeň@
@cherrystone@|@pecka třešně@
@chert@|@rohovec@
@cherty@|@rohovcový@
@cherub@|@andělíček, andílek@
@cherubic@|@andělský@
@cherubim@|@nevinné dítě@
@Cheryl@|@ženské křestní jméno@
@Chesapeake@|@město - USA@
@Cheshire@|@Cheshire@
@chess@|@šachový, šachy@
@chess engine@|@šachový stroj@
@chessboard@|@šachovnice@
@chessman@|@šachová figurka@
@chessmen@|@šachové figurky@
@chest@|@bedna, hruď, káď, komora, prádelník, prsa, truhla@
@chest of drawers@|@komoda, prádelník, zásuvková skříň@
@Chester@|@Chester@
@chesterfield@|@gauč@
@chestnut@|@kaštan, kaštanový@
@chestnuts@|@kaštan@
@chesty@|@hrudní, prsatý, průduškový@
@chevalier@|@kavalír@
@cheviot@|@ševiot@
@chevron@|@krokev, tvar v@
@chevy@|@chevrolet, sekýrovat@
@chew@|@žvýkat@
@chew out@|@seřvat@
@chew over@|@promýšlet, uvažovat o@
@chew the rag@|@kecat@
@chew up@|@rozkousat, rozžvýkat@
@chewable@|@žvýkatelný@
@chewed@|@okousaný, žvýkal@
@chewer@|@žvýkající osoba@
@chewing@|@žvýkací, žvýkající, žvýkání@
@chewing gum@|@žvýkací guma, žvýkačka@
@chewing-gum@|@žvýkačka@
@chewy@|@tuhý, žvýkací@
@Cheyenne@|@hl.m. - Wyoming v USA, okres v USA, ženské křestní jméno@
@chi@|@chí@
@Chiang@|@Chiang@
@chiaroscuro@|@šerosvit@
@chiasma@|@chiasma, překřížení@
@chiasmus@|@chiasmus@
@Chiba@|@město - Japonsko@
@chic@|@elegance, elegantní, móda, módní, vkus, vkusný@
@Chicago@|@město - USA@
@chicane@|@překážka na závodní trati, švindlovat@
@chicanery@|@podvádění, švindlování@
@chichi@|@vyšňořený@
@chick@|@kuře@
@Chickasaw@|@okres v USA@
@chicken@|@kuře, kuřecí@
@chicken feed@|@krmivo pro drůbež@
@chicken out@|@zbaběle couvnout@
@chicken-and-egg@|@dilema příčiny a důsledku@
@chickenfeed@|@krmení pro drůbež, směšná částka@
@chickenhearted@|@zbaběle@
@chicken-hearted@|@bázlivý, zbabělý@
@chicken-livered@|@bázlivý, zbabělý@
@chickenpox@|@plané neštovice@
@chickens@|@kuřata@
@chickpea@|@cizrna@
@chicks@|@kuřata, mladé ženy@
@chicle@|@sapota@
@chicory@|@cikorka, čekanka@
@chid@|@peskoval@
@chide@|@peskovat, plísnit@
@chief@|@generální, hlavní, předák, ředitel, šéf, vedoucí, vůdce, výkonný@
@Chief Executive Officer@|@ředitel společnosti, výkonný ředitel@
@Chief Financial Officer@|@finanční ředitel@
@chief of state@|@hlava státu@
@chiefdom@|@náčelnictví@
@chiefly@|@především, zejména@
@chiefs@|@šéfové, velitelé@
@chieftain@|@náčelník@
@chieftaincy@|@náčelnictví@
@chieftainship@|@náčelnictví@
@chiffon@|@šifon@
@chiffonier@|@prádelník@
@chignon@|@drdol@
@chigoe@|@blecha písečná@
@chihuahua@|@čivava@
@chilblain@|@omrzlina@
@child@|@dítě@
@child´s@|@dětský@
@childbearing@|@plodná, porod@
@childbed@|@porod@
@childbirth@|@narození dítěte@
@childcare@|@péče o dítě@
@childhood@|@dětství@
@childish@|@dětinský@
@childishly@|@dětinsky, pošetile@
@childishness@|@dětinskost@
@childless@|@bezdětný@
@childlessness@|@bezdětnost@
@childlike@|@dětský@
@childly@|@dětinský, dětský@
@childproof@|@bezpečný pro dítě@
@children@|@děti@
@children´s@|@dětský@
@child's play@|@hračka@
@Chile@|@Chile@
@Chiles@|@Chiles@
@chili@|@čili, paprika@
@chiliad@|@milénium, tisíciletí@
@chiliast@|@chiliasta@
@chiliastic@|@chiliastický@
@chill@|@nachlazení, zchladit@
@chilled@|@zchlazený, zmrazený@
@chiller@|@horor, chladnější@
@chilli@|@čili, paprika@
@chillier@|@chladnější@
@chillies@|@papriky@
@chilliness@|@mrazivost@
@chilling@|@chladnutí, chlazení, mrazení, zděšení@
@chillingly@|@chladně, mrazivě, studeně@
@chilly@|@chladný, mrazivý@
@chimaera@|@chiméra, přízrak@
@chimaerical@|@fantastický, chimérický@
@chime@|@vyzvánět@
@chimed@|@vyzváněl@
@chimera@|@chiméra, přízrak@
@chimerical@|@chimérický, nerealistický@
@chiming@|@vyzvánění@
@chimney@|@komín@
@chimney swift@|@vlašťovka obecná@
@chimneypot@|@komínový nástavec@
@chimneys@|@komíny@
@chimp@|@šimpanz@
@chimpanzee@|@šimpanz@
@chimpanzees@|@šimpanzi@
@chin@|@brada@
@china@|@čínský porcelán, porcelán@
@China@|@Čína, China@
@china ink@|@tuš@
@chinaware@|@porcelánové nádobí@
@chinch@|@štěnice@
@chinchilla@|@činčila@
@chine@|@horský hřeben, zvířecí páteř@
@Chinese@|@Číňan, čínský, čínština@
@chinese anise@|@badyán@
@Ching@|@Ching@
@chink@|@cinkat, puklina, štěrbina, trhlina@
@chinless@|@mající malou bradu@
@chino@|@druh bavlněné látky@
@chinoiserie@|@čínský styl@
@chintz@|@činč@
@chintzy@|@potažený barevným kartounem@
@chip@|@čip@
@chip away@|@odsekat, odseknout, odštípat@
@chip in@|@připojit se@
@chip off@|@useknout@
@chipboard@|@dřevotříska@
@chipmunk@|@druh veverky@
@chipped@|@odlomený, odštípnutý, oprýskaný, otlučený@
@chipper@|@čiperný, veselý@
@Chippewa@|@okres v USA@
@chipping@|@třísky@
@chips@|@hranolky@
@chiral@|@opticky aktivní sloučenina@
@chirk@|@pískat, vrzat@
@chirk up@|@povzbudit, rozveselit@
@chiromancer@|@hadač z ruky@
@chiromancy@|@chiromantie@
@chiropodist@|@pedikér@
@chiropody@|@pedikúra@
@chiropractic@|@chiropraxe@
@chiropractor@|@chiropraktik@
@chirp@|@cvrkat, cvrkot, cvrlikání, cvrlikat, švitoření, švitořit@
@chirpiness@|@švitořivost@
@chirpy@|@veselý@
@chirr@|@cvrkot, cvrlikání, cvrlikat@
@chirrup@|@cvrlikání, štěbetání@
@chisel@|@dlabat, dláto, tesat@
@chiseller@|@švindlíř@
@chiselling@|@sekání@
@Chisholm@|@Chisholm@
@Chisinau@|@hl.m. - Moldávie@
@chit@|@paragon, účtenka@
@chitchat@|@tlachání@
@chit-chat@|@povídání, tlachání@
@chitin@|@chitin@
@chitinous@|@chitinový@
@chitter@|@štěbetat, švitořit@
@chivalric@|@rytířský@
@chivalrous@|@galantní, rytířský, ušlechtilý@
@chivalrously@|@kavalírsky@
@chivalrousness@|@rytířskost@
@chivalry@|@dvornost, rytířskost, rytířství@
@chive@|@pažitka@
@chives@|@pažitka@
@chivvy@|@dotírat, otravovat@
@chivy@|@hnát, pronásledovat, štvát@
@chlamydia@|@chlamydia@
@chlamys@|@chlamys@
@Chloe@|@ženské křestní jméno@
@chloral@|@chloral@
@chloral hydrate@|@chloralhydrát@
@chloramine@|@chloramin@
@chloramphenicol@|@chloramfenikol@
@chlorate@|@chlorečnan@
@chloride@|@chlorid@
@chlorinate@|@chlórovat@
@chlorinated@|@chlóroval, chlorovaný@
@chlorination@|@chlorování@
@chlorine@|@Cl, chlor@
@chlorite@|@chlorit, chloritan@
@chloroform@|@chloroform@
@chlorophyl@|@chlorofyl@
@chlorophyll@|@chlorofyl@
@chloropicrin@|@chlorpikrin@
@chloroplast@|@chloroplast@
@chloroquine@|@lék proti malárii@
@chlorosis@|@chloróza@
@chock@|@klín, zaklínovat@
@chock full@|@přeplněný@
@chock up@|@nacpat, zaplnit@
@chock-a-block@|@být plný (čeho), kompletní@
@chock-full@|@přeplněný@
@chocolate@|@čokoláda, čokoládový@
@chocolates@|@čokolády@
@Choctaw@|@okres v USA@
@choice@|@lahůdkový, volba, výběr@
@choiceness@|@uvážlivost, vybranost@
@choices@|@volby, výběry@
@choicest@|@nejvybranější@
@choir@|@chór, pěvecký sbor@
@choir loft@|@kruchta@
@choirboy@|@vokalista@
@choirmaster@|@sbormistr@
@choirs@|@chóry, sbory@
@choke@|@dusit, kuckat, škrtit@
@choke back@|@potlačit, potlačovat@
@choke down@|@potlačit@
@choke off@|@zabránit@
@choke up@|@ucpat, zanést@
@choked@|@přidušený, přiškrcený@
@choker@|@obojek, těsný náhrdelník, vysoký škrobený límec@
@choking@|@dusivý, škrtivý@
@choking coil@|@tlumivka@
@choky@|@dusivý@
@cholangiography@|@cholangiografie@
@cholecystectomy@|@odnětí žlučníku@
@choler@|@vztek, zlost@
@cholera@|@cholera@
@choleraic@|@cholerový@
@choleric@|@cholerický@
@cholestasis@|@cholestáza@
@cholesterin@|@cholesterin@
@cholesterol@|@cholesterol@
@choline@|@cholin@
@cholinesterase@|@cholinesteráza@
@chomp@|@žvýkat@
@Chongqing@|@město - Čína@
@choo-choo@|@mašinka, vláček@
@choose@|@choose/chose/chosen, vyberte, vybírat, vybrat si, vybrat, zvolit@
@choose up@|@sestavit družstvo@
@choose!@|@vyberte si@
@chooser@|@volič, vybírající osoba@
@chooses@|@vybírá@
@choosey@|@vybíravý@
@choosing@|@vybírání@
@choosy@|@vybíravý@
@chop@|@kotleta, řízek, sečná rána, sek, sekat, seknutí, štípat, tnout, useknout@
@chop down@|@pokácet@
@chop off@|@utnout@
@chop up@|@posekat, rozsekat@
@chop-chop@|@rychle, tempo, tempo!@
@chophouse@|@laciná jídelna, levná restaurace@
@chopped@|@krájený, naštípaný, porcovaný, sekaný, useknutý@
@chopper@|@sekáček, vrtulník@
@choppily@|@rozkouskovaný@
@choppiness@|@kostrbatost, nestálost, rozkouskovanost, trhanost@
@chopping@|@sekání@
@choppy@|@trhaný, zčeřený@
@chops@|@odřezky, seká@
@chopstick@|@tyčinka@
@choral@|@sborový@
@chorale@|@chvalozpěv@
@chord@|@tětiva@
@chordal@|@chordální@
@chordate@|@strunatec@
@chords@|@akordy@
@chore@|@práce@
@chorea@|@nervová choroba psů@
@choreograph@|@choreograf@
@choreographer@|@choreograf@
@choreographic@|@choreografický@
@choreography@|@choreografie@
@chores@|@pracuje@
@choric@|@chórický@
@chorine@|@revuální tanečnice, revuální zpěvačka, sboristka@
@choriomeningitis@|@choriomeningitida@
@chorister@|@chórista@
@choroid@|@cévnatka@
@chortle@|@potlačovaný smích@
@chorus@|@pěvecký sbor, refrén@
@chose@|@choose/chose/chosen, zvolil@
@chosen@|@choose/chose/chosen, vybrán, zvolený@
@chou@|@kapusta, zelí@
@Chou@|@Chou@
@chough@|@kavče@
@chow@|@čaučau, vulgárně jídlo, žrádlo, žvanec@
@chowder@|@druh polévky@
@Chris@|@Chris@
@chrism@|@křižmo, svatý olej@
@chrisom@|@křtící roucho@
@Christ@|@Christ, Kristus@
@Christchurch@|@město - Nový Zéland@
@christen@|@pokřtít@
@Christendom@|@křesťanstvo@
@christened@|@pokřtěný@
@christening@|@křest, křtiny@
@Christensen@|@Christensen@
@Christenson@|@Christenson@
@christian@|@křesťanský@
@Christian@|@Christian, křesťan, křesťanka, křesťanský@
@Christian name@|@křestní jméno, křestní@
@Christiana@|@Christiana@
@Christianity@|@křesťanství@
@Christians@|@Christians@
@Christiansen@|@Christiansen@
@Christianson@|@Christianson@
@Christie@|@Christie@
@Christina@|@Christina@
@Christine@|@Christine@
@christlike@|@následující Krista, podobný Kristu@
@Christmas@|@Christmas, Vánoce, vánoční@
@christmas cake@|@vánočka@
@christmas crib@|@betlém@
@Christmas tree@|@vánoční stromeček@
@Christoph@|@Christoph@
@Christopher@|@Christopher@
@Christy@|@Christy@
@chroma@|@sytost barvy@
@chromatic@|@chromatický, půltónový@
@chromaticism@|@chromatičnost@
@chromaticity@|@barva@
@chromatid@|@chromatid@
@chromatin@|@chromatin@
@chromatism@|@barevný rozptyl, chromatismus@
@chromatogram@|@chromatogram@
@chromatograph@|@chromatograf@
@chromatographic@|@chromatografický@
