@English@|@Japanese@
@cocks-crowing@|@keimei@
@cocktail@|@kakuteru@
@cocktail dress@|@kakuterudoresu@
@cocktail glass@|@kakuterugurasu@
@cocktail lounge@|@kakuteruraunji@
@cocktail party@|@kakuterupa-ti-@
@cocoa@|@kokoa@
@COCOM@|@kokomu@
@COCOM list@|@kokomurisuto@
@cocoon@|@mayu@
@cocoon crop@|@shuuken@
@cod roe@|@tarako@
@coda@|@ko-da@
@code@|@angou, anshou, kigou, kiyaku, ko-do@
@code book@|@ko-dobukku@
@code of law@|@houten@
@code-books@|@ko-dobukkusu@
@codex@|@koshahon, shahon@
@codfish@|@tara@
@codification@|@seibunka@
@coding@|@anshouka, ko-dingu@
@coding system@|@ko-dingushisutemu@
@cod-liver oil@|@kan'yu@
@coeditor@|@kyouhensha@
@coeducation@|@kyougaku@
@coeducational plan@|@kyougakusei@
@coefficient@|@suukeisuu@
@coefficient (math)@|@keisuu@
@coelacanth@|@shi-rakansu@
@coelostat@|@shi-rosutatto@
@coerce@|@kyou@
@coercion@|@appaku, iatsu, kyouhaku, kyousei, kyouyou@
@coercive@|@gouin@
@coeval with heaven and earth@|@tenchouchikyuu@
@coexistence@|@heizon, kyouson, kyouzon, ryouritsu@
@co-existence and co-prosperity@|@kyousonkyouei@
@cofactor (math)@|@kyoudouinshi@
@coffee@|@ko-hi-, kouhii@
@coffee bean@|@ko-hi-mame@
@coffee break@|@ko-hi-bure-ku@
@coffee float@|@ko-hi-furo-to@
@coffee house@|@ko-hi-hausu@
@coffee lounge@|@kissaten@
@coffee shop@|@ko-hi-shoppu@
@coffee stand@|@ko-hi-sutando@
@coffee syrup@|@ko-hi-shiroppu@
@coffer@|@hitsu, ki@
@coffin@|@kan'oke, reikyuu@
@cog rail@|@shikijou@
@co-generation system@|@kojenere-shonshisutemu@
@cogito@|@kogitoerudosumu@
@cognac@|@konyakku@
@cognizance@|@ninshiki@
@cohabitation@|@dousei, koabitashion, kohabite-shon, kyodouseikatsu@
@Cohen@|@ko-hen@
@coherence@|@ikkan, myakuraku, tsujitsuma@
@coherent@|@tsujitsumanoatta@
@cohesion@|@fuchaku, gyoushuu, nenchaku@
@cohesive power@|@gyoushuuryoku@
@cohort@|@guru@
@coil@|@koiru, taba@
@coil around@|@karamitsuku@
@coil spring@|@koirusupuringu@
@coin@|@dama, koin, kouka@
@coin laundry@|@koinrandori-@
@coin locker@|@koinrokka-@
@coin toss@|@kointosu@
@coinage@|@kahei@
@coincidence@|@angou, fugou, heihatsu, icchi@
@coincident with@|@doujini@
@coined word@|@zougo@
@coins@|@kozeni@
@coitus@|@koitasu@
@Coke@|@ko-ke@
@Coke highball@|@ko-kuhai@
@col@|@anbu, bakayarou, koru@
@col)@|@omorashi@
@col) (X)@|@omeko@
@cola@|@ko-ra@
@colchicine@|@koruhichin@
@cold@|@hiebie, hiyaritoshita, hiyayaka, kanbou, kanki, kanrei, ko-rudo, rei, reiki, retsu, rin, sokkenai, yosoyososhii@
@cold (an)@|@hiyayaka@
@cold (drinking) water@|@hiyamizu, ohiya@
@cold (e.g. weather)@|@samui@
@cold (illness)@|@fuuja, kaze@
@cold (to the touch)@|@tsumetai@
@cold air@|@reiki@
@cold bath@|@reisuiyoku@
@cold beef@|@ko-rudobi-fu@
@cold boiled rice@|@ohiya@
@cold chain@|@ko-rudoche-n@
@cold chicken@|@ko-rudochikin@
@cold coffee@|@ko-rudoko-hi-@
@cold compress@|@reianpou, reishippu@
@cold cream@|@ko-rudokuri-mu@
@cold current@|@kanryuu@
@cold light@|@reikou@
@cold look@|@reigan@
@cold meat@|@ko-rudomi-to, reiniku@
@cold mineral spring@|@reisen@
@cold night@|@kan'ya, yosamu, yozamu@
@cold noodles@|@hiyamugi@
@cold pack@|@reianpou@
@cold permanent wave (abbr)@|@ko-rudopa-ma@
@cold reception@|@reiguu@
@cold region@|@kanchi@
@cold rice@|@hiyameshi@
@cold room@|@himuro, hyoushitsu, koorimuro@
@cold sake@|@hiya, hiyazake, reishu@
@cold season@|@kanchuu@
@cold shower@|@reisuiyoku@
@cold sore@|@kouhentanjunhoushin@
@cold steel@|@touken@
@cold storage@|@reitou, reizou@
@cold sweat@|@aburaase, hiyaase, reikan@
@cold tofu@|@hiyayakko@
@cold war@|@ko-rudouxo-, reisen@
@cold water@|@hiya, reisui@
@cold wave@|@kanpa, ko-rudouxe-bu, reiki@
@cold weather@|@reiki, samuzora@
@cold wind@|@kanpuu@
@cold wind from the northern uplands@|@kitaoroshi@
@cold wintry wind@|@kogarashi@
@cold-blooded (id)@|@chimonamidamonai@
@cold-blooded animal@|@reiketsudoubutsu@
@cold-blooded person@|@reiketsukan@
@cold-bloodedness@|@reiketsu@
@cold-bloodedness (an)@|@muzan@
@coldhearted@|@hiyayaka, nasakeshirazu@
@cold-hearted@|@hakujou, hiyayaka@
@coldheartedness@|@reiketsu, reikoku@
@coldness@|@kanrei, samusa@
@coldness of body@|@ketsurei@
@cold-storage business@|@reitougyou@
@cold-water rubbing@|@reisuimasatsu@
@cold-weather damage@|@reigai@
@coleslaw@|@ko-rusuro-@
@coliseum@|@koroshiamu@
@collaboration@|@gassaku, gokyouryoku, korabore-shon, kyoucho, kyouchoushugi, kyoudou, kyouryoku@
@collaborative research@|@kyoudoukenkyuu@
@collaborator@|@korabore-ta-@
@collage@|@kora-ju@
@collagen@|@kora-gen@
@collagen disease@|@kougenbyou@
@collapse@|@botsuraku, houkai, marutsubure, metsubou, suibou, toukai@
@collapsing load (as on lorries)@|@nikuzure@
@collar@|@eri, kara-@
@collarbone@|@sakotsu@
@collarless@|@kara-resu@
@collateral@|@futai, mikaeri, uradzuke@
@collateral (e.g. mortgage)@|@tanpo@
@collateral family@|@boukei@
@collateral goods@|@uradzukebusshi@
@collateral line@|@tozama@
@collateral security@|@fukuteitou@
@collation@|@shougou@
@colleague@|@douhai, douryou, douyaku, houbai, ryouyuu@
@colleagues@|@renchuu, saihai@
@collect@|@korekuto@
@collect call@|@korekutoko-ru@
@collected things@|@tamari@
@collecting@|@saishu, saishuu, shuukin, shuushuu@
@collecting blood@|@saiketsu@
@collecting data@|@shuzai@
@collection@|@choushuu, kaishuu, korekushon, shuushuu, shuuzou@
@collection and delivery@|@shuuhai@
@collection in one volume@|@gappon, gassatsu, gousatsu@
@collection of folk stories@|@mindanshuu@
@collection of funds@|@bokin@
@collection of haiku poems@|@kushuu@
@collection of mythology@|@shin'youshuu@
@collection of reports@|@ihou@
@collection of stories@|@soudan@
@collections@|@shuukin@
@collective@|@shuugouteki@
@collective farm@|@kyoudounoujou@
@collectively@|@awasete@
@collectivism@|@korekutibizumu, kyousanshugi@
@collectomania@|@korekutomania@
@collector@|@korekuta, korekuta-@
@college@|@karejji@
@college (prewar)@|@kousen@
@college graduate@|@daigakusotsu, gakusotsu@
@College of Arts@|@bijutsudaigaku@
@College of Arts (abbr.)@|@bidai@
@College of Music@|@ongakudaigaku@
@College of Music (abbr.)@|@ondai@
@college paper@|@karejjipe-pa-@
@college student@|@daigakusei, daisei@
@college summer school@|@kakidaigaku@
@collider@|@kuraida-@
@collie@|@kori-@
@collision@|@korijon, shoutotsu, teishoku@
@colloid@|@koroido@
@colloidal@|@koushitsu@
@colloquial language@|@kougo, zokugen, zokugo@
@colloquial style@|@zokubun@
@colloquialism@|@zokugo@
@collpase@|@gabei@
@colluding@|@naanaa@
@collusion@|@kettaku, korixyu-jon, naiou, naitsuu, nareai@
@colon@|@daichou, juuten, kecchou, koron@
@colonel@|@taisa@
@colonel (J)@|@issa@
@colonial@|@koroniaru@
@colonist@|@kaitakusha@
@colonization@|@kaihatsutojoukoku, shokumin, takushoku, tonden@
@colonizers@|@tondenhei@
@colony@|@koroni-, shokuminchi@
@colony (biology)@|@guntai@
@colophon@|@okudzuke@
@color@|@kara-, teishoku@
@color arrangement@|@kara-arenjimento@
@color box@|@kara-bokkusu@
@color combination@|@kara-konbine-shon@
@color conditioning@|@kara-kondishoningu@
@color coordinator@|@kara-ko-dine-ta-@
@color display@|@kara-disupure-@
@color dynamics@|@kara-dainamikkusu@
@color ink@|@kara-inku@
@color marking pen@|@kara-ma-ka-@
@color mechanical tint@|@kara-to-n@
@color pencil@|@iroenpitsu@
@color photo@|@tennenshokushashin@
@color planning@|@kara-puranningu@
@color rinse@|@kara-rinsu@
@color scheme@|@haishoku, irodori@
@color screentone@|@kara-to-n@
@color spraypaint@|@kara-supure-@
@color tone@|@shikichou@
@Colorado@|@kororado@
@colorant@|@ganryou@
@coloration@|@irodori, teishoku@
@coloratura@|@kororachura@
@color-blindness (a-no)@|@shikimou@
@colored@|@kara-do@
@colorful@|@karafuru@
@coloring@|@chakushoku, hasshoku, irodori, shikiso@
@colorless@|@kara-resu@
@colors@|@enogu@
@Colosseum@|@koroseumu@
@colostrum@|@shonyuu@
@colour@|@iro, irotsuya, kara-, shikisai@
@colour & scent@|@iroka@
@colour (woodblock) print@|@nishikie@
@colour and lustre@|@irotsuya@
@coloured carp@|@nishikigoi@
@coloured paper@|@irogami@
@colouring@|@chakushoku, saishiki@
@colourless@|@mushoku@
@colours@|@gunki@
@colt@|@kouma@
@Colt@|@koruto@
@Columbia@|@koronbia@
@Columbus Day@|@koronbusude-@
@Columbus' egg@|@koronbusunotamago@
@column@|@enchuu, karamu, keta, koramu@
@column (newspaper)@|@kakomikiji@
@column heading@|@retsumidashi@
@column of mercury@|@suiginchuu@
@column of print@|@gedan@
@column of text (e.g. as in a newspaper)@|@ran@
@column reference@|@ransanshou@
@column)@|@dorian@
@columnist@|@koramunisuto@
@COM@|@komu@
@coma@|@koma, konsui@
@comatose person@|@shokubutsuningen@
@comatose state@|@konsuijoutai@
@comb@|@kushi@
@combat@|@konbatto, sentou@
@combat commander@|@gunchou@
@combat electronic warfare intelligence@|@sentoudenshisenjouhou@
@combat outpost@|@sentouzenshou@
@combat support@|@sentoushien@
@combat support plan@|@sentoushienkeikaku@
@combat team@|@konbattochi-mu@
@combatant@|@senshi@
@combination@|@danketsu, gappei, goudou, gouhei, haiguu, heiyuu, ken'you, kentai, ketsugou, konbine-shon, kumiawase@
@combination (abbr)@|@konbi@
@combination lock@|@kumiawasejou@
@combination platter@|@moriawase@
@combination play@|@konbine-shonpure-@
@combinator@|@konbine-ta@
@combine@|@konbain, kontserun@
@combine (into one)@|@gattai@
@combine both@|@kenbi@
@combined armies@|@goudougun@
@combined operation@|@rengousakusen@
@combined use@|@ken'you, kentai@
@combo@|@konbo@
@combustibility@|@kanensei@
@combustible(s)@|@kanenbutsu@
@combustion@|@nenshou@
@come (int)@|@saa@
@come (now)@|@iza@
@come down@|@rakka@
@come flying (of migrating birds)@|@hirai@
@come from@|@shusshin@
@come now@|@saa@
@come off@|@haku@
@comeback@|@fukki, kamubakku, saiki@
@comeback (e.g. in business)@|@kaerizaki@
@COMECON@|@komekon@
@comedian@|@komedian, manzai, sanmaime@
@comedy@|@kigeki, komedi-, odokeshibai, sanmai@
@comely face@|@kayou@
@comet@|@kometto, suisei@
@comfort@|@anki, anraku, nagusame, nagusami@
@comfort (an)@|@raku@
@comfort (in living place)@|@sumigokochi@
@comfort station@|@kyoudoubenjo@
@comfortable@|@kaiteki, kiraku, kokochiyoi@
@comfortable (an)@|@nobiyaka@
@comfortable to live in@|@sumigokochinoyoi@
@comfortable to wear@|@kiyoi@
@comfortably@|@nukunuku@
@comfortably hot bath@|@ontou@
@comforter@|@iansha@
@comforting the lovelorn@|@koinagusame@
@comfortless@|@wabishii@
@comfrey@|@konfuri-@
@comic@|@manga@
@comic book@|@komikkubukku@
@comic books@|@kokkeibon, komikku@
@comic dialogue@|@manzai, manzai@
@comic haiku@|@senryuu@
@comic opera@|@kikageki, komikkuopera@
@comic song@|@zareuta@
@comic story teller@|@rakugoka@
@comical@|@chabanteki, kokkei, komikaru@
@comical person@|@hyoukinmono@
@comics@|@giga, komikku, komikkusu@
@Cominform@|@kominforumu@
@coming@|@rairin, sannyuu@
@coming & going@|@kyorai, oufuku, oukan, ourai, yukiki@
@coming alongside@|@yokodzuke@
@coming and going@|@donto@
@coming back@|@kaeri, raifuku@
@coming home from school@|@gekou@
@coming in together@|@irigomi@
@coming into existence@|@seiritsu@
@coming of a visitor to one's home@|@raitaku@
@coming of age ceremony (male)@|@kakan@
@coming off@|@hakudatsu@
@coming out of retirement@|@shutsuro@
@coming to a head@|@hyoumenka@
@coming to hand@|@nyuushu@
@coming to head@|@kanou@
@coming to Japan@|@rainichi@
@coming to Korea@|@raisen@
@coming to Osaka@|@raihan@
@coming to pay tribute@|@raikou@
@coming to power@|@taitou@
@coming to the capital@|@raiin@
@coming to the store@|@raiten@
@coming to understand@|@ryoukaku@
@coming too late@|@tookanokiku@
@coming under@|@gaitou@
@coming with happy news@|@raiga@
@comma@|@konma, touten@
@command@|@gechi, gedzi, gourei, kamei, mei, meirei, myou, oose, rei, shiki, shirei, tousotsu, youmei@
@command (computer)@|@komando@
@command esteem@|@baku@
@command module@|@komandomoju-ru@
@command of a prince@|@reishi, ryouji@
@command of a shogun or a high official@|@taimei@
@command post@|@shikijo@
@command post exercise@|@shikijoenshuu@
@command to an inferior@|@amakudari@
@commandant@|@shireikan@
@commander@|@shikikan, shirei, sousui@
@commander (navy)@|@chuusa@
@commander-in-chief@|@shushou@
@commanding@|@insotsu, rinzentaru@
@commanding a subordinate@|@katatsu@
@commanding a view of@|@fukan@
@commanding officer@|@shireikan, taichou@
@commandments@|@ritsu@
@commando (computer)@|@komando@
@comma-pattern tile@|@tomoegawara@
@comma-shaped jewels@|@magatama@
@commemoration@|@kinen@
@commencement@|@kaishi, shigyou, shikakari@
@commendation@|@shousan@
@comment@|@chuushaku, fuchuu, gaihyou, hihan, komento, ronpyou, ten, unnun@
@commentaries of the ancients@|@kochuu@
@commentary@|@engi, hihyou, hyou, kaisetsu@
@commentator@|@kaisetsusha, komente-ta-@
@comment-out@|@komentoauto@
@comments@|@iigusa, ronchou@
@commerce@|@goshi, koueki, shoubai, shougyou, shouhou, tsuushou@
@commerce & industry@|@shoukougyou@
@commerce and economics@|@shoukei@
@commerce and industry@|@shoukou@
@commerce and navigation@|@yuukoutsuushoukoukai@
@commercial affairs@|@shouji, shoumu@
@commercial and industrial men@|@shoukougyousha@
@commercial arithmetic@|@shougyousanjutsu@
@commercial art@|@koma-sharua-to, shougyoubijutsu@
@commercial attache@|@shoumukan@
@commercial base@|@koma-sharube-su@
@commercial broadcast@|@shougyouhousou@
@commercial city@|@shougyoutoshi@
@commercial college@|@shoudai, shoukadaigaku@
@commercial company@|@shoujigaisha@
@commercial correspondence@|@shougyoubun@
@commercial course@|@shouka@
@commercial design@|@koma-sharudezain@
@commercial district@|@shougyouchiku@
@commercial film@|@koma-sharufirumu@
@commercial go-playing parlour@|@gokaijo, gokaisho@
@commercial law@|@shouhou, shoukanshuuhou@
@commercial mathematics@|@shougyousuugaku@
@commercial message@|@koma-sharumesse-ji, shi-emu@
@commercial package@|@koma-sharupakke-ji@
@commercial paper@|@koma-sharupe-pa-@
@commercial port@|@shougyoukou, shoukou@
@commercial practice@|@shoukanshuu@
@commercial profit@|@shouri@
@commercial rights@|@shouken@
@commercial school@|@shougyougakkou@
@commercial science@|@shougyougaku@
@commercial song@|@koma-sharusongu@
@commercial spirit@|@shoubaigi, shoukon@
@commercial supremacy@|@shouken@
@commercial term@|@shouyougo@
@commercial transaction@|@shoukoui@
@commercial world@|@shougyoukai@
@commercialism@|@koma-sharizumu, shougyoushugi@
@commercialization@|@kigyouka, shougyouka@
@commercialized@|@eiri@
@commissariat@|@heitanbu@
@commission@|@buai, ininjou, irai, komisshon, kousen, ninmei, shokken, shokutaku, shuusenryou, tesuuryou, toritsugi, uwamae@
@commission (of a crime)@|@sakui@
@commission agency@|@shuusengyou@
@commissioned officer@|@shoukou@
@commissioner@|@benmukan, jimukan, komisshona-, soukan@
@commissioning a ship@|@shuukou@
@commit@|@komitto@
@commitment@|@genchi@
@commitment warrant@|@shuukanjou@
@committee@|@iinkai, komedi-@
@committee chairman@|@iinchou@
@committee meeting@|@iinkai@
@committee member@|@iin@
@committing one's self@|@kyoshuu@
@committing to@|@futaku@
@commodities have been delivered@|@shinamonogaosamatta@
@commodity@|@shokuhin, shouhin, zaika@
@commodore@|@daishou, junshou, teitoku@
@common@|@arigachi, arikitari, atarimae, bonjou, hikin, hinshutsu, kan'you, komon, kyouritsu, kyouyuuchi, nami, nao, shominteki, tada, tsukinami, tsuuzoku@
@common (an)@|@heibon@
@common (a-no)@|@jinjou, tsuujou@
@common (blue) mussel@|@mu-rukai@
@common (generally accepted) idea@|@tsuunen@
@common (united) front@|@kyoutou@
@common ancestor@|@douso@
@Common Business Oriented Language@|@koboru@
@common cold@|@fuuja, kaze@
@common customs@|@sezoku@
@common denominator@|@doubunbo, koubunbo@
@common difference (in math.)@|@kousa@
@common divisor@|@kouyakusuu@
@common faucet@|@kyoudousuisen@
@common feature@|@kyoutsuuten@
@common harmless snake@|@aodaishou@
@common Japanese foot@|@kanejaku, kanezashi, kyokushaku, magarijaku@
@common knowledge@|@shuuchi@
@common language@|@komonrange-ji, kyoutsuugo@
@common law@|@fubunhou, fubunritsu, futsuuhou@
@common man@|@youjin@
@common mistake@|@bonshitsu@
@common multiple@|@koubaisuu@
@common mushroom@|@haratake@
@common name@|@zokumei, zokumyou, zokushou@
@common noun@|@futsuumeishi@
@common opinion@|@ippanron, tsuusetsu@
@common origin@|@douryuu@
@common people@|@bonsho, shimozama, shomin@
@common person@|@bongu@
@common practice@|@joushuu@
@common profit@|@kyoueki@
@common property@|@kyouyuubutsu@
@common rights@|@iriaiken@
@common run of men@|@zokuryuu@
@common saying@|@gesewa, zokusetsu@
@common sense@|@joushiki, komonsensu@
@common service-sector greeting@|@maido@
@common talk@|@hitotsubanashi, jinkou, uwasa, zokudan@
@common term@|@kyoutsuugo@
@common usage@|@kan'youku@
@common use@|@kyouyou@
@common well@|@kyoudouido@
@commoner@|@heimin, kaingiin@
@common-law (wife)@|@dekiai@
@common-law marriage@|@naien@
@common-law wife@|@naisai@
@commonly@|@zokuni@
@commonly occurring@|@sahanji@
@commonly referred to as...@|@zokuniiu@
@commonness (a-no)@|@kyoutsuu@
@commonplace@|@arifureta, bon'you, heibon@
@commonplace policy@|@bonsaku@
@commonwealth@|@kyouwakoku, renpou@
@Commonwealth Day@|@komon'uxerusude-@
@Commonwealth of Nations (British)@|@eirenpou@
@commotion@|@douran, doyomeki@
@communal@|@kyouyou@
@communal society@|@kyoudoushakai@
@communalism@|@komyunarizumu@
@commune@|@komyu-n, konmyu-n@
@communicate@|@komyunike-to@
@communicate by wire@|@yuusen@
@communication@|@densou, dentatsu, komyunike-shon, koutsuu, renraku, tsuushin@
@communication speed@|@tsuushinsokudo@
@communications@|@heitan@
@communications (e.g. post@|@teishin@
@communications gap@|@komyunike-shongyappu@
@communications intelligence (comint)@|@kominto@
@communicator@|@komyunike-ta-@
@communion@|@kaiha@
@communique@|@komyunike, kouhou@
@communism@|@komyunizumu, kyousan, kyousanshugi@
@communist@|@komyunisuto@
@communist area@|@kyousanchiku@
@communist army@|@kyousangun@
@Communist bloc@|@kyousankokkagun@
@communist cell@|@kyousantousaibou@
@Communist China@|@chuukajinminkyouwakoku, chuukyou, kyousanchuugoku@
@communist controlled@|@kyousankei@
@communist country@|@kyousanshugikoku@
@communist elements@|@kyousanbunshi@
@communist hunting@|@akakari@
@Communist Information Bureau@|@kominforumu@
@Communist Party@|@kyousantou@
@communist sphere@|@kyousanken@
@Communist sympathizer@|@shinpa@
@community@|@komyuniti, komyuniti-, koukyou, kyoudoushakai, kyoutsuu@
@community care@|@komyuniti-kea@
@community center@|@komyuniti-senta-, kouminkan@
@community chest@|@kyoudoubokin, kyoudoukyuusaikikin@
@community college@|@komyuniti-karejji@
@community evacuation@|@kyoudousokai@
@community kitchen@|@kyoudousuijiba@
@community life@|@kyodouseikatsu@
@community media@|@komyuniti-media@
@community paper@|@komyuniti-pe-pa-@
@community property@|@kyouyuuzaisan@
@community school@|@komyuniti-suku-ru@
@community sports@|@komyuniti-supo-tsu@
@communization@|@kyousanka@
@commutator brush@|@hake, sasshi@
@commuter@|@komyu-ta-, tsuukinsha@
@commuter marriage@|@komyu-ta-marijji@
@commuter pass@|@teikiken@
@commuter service@|@komyu-ta-sa-bisu@
@commuting time@|@tsuukinjikan@
@commuting to hospital@|@tsuuin@
@commuting to school@|@tsuugaku@
@commuting to work@|@tsuukin@
@compact@|@keiyaku, konpakuto@
@compact camera@|@konpakutokamera@
@compact car@|@kogatajidousha, konpakutoka-@
@compact disc@|@konpakutodisuku@
@compact disk@|@shi-di-@
@compaction@|@konpakushon@
@compactness@|@kinmitsu@
@companion@|@aibou, aite, chuu, chuu, douhansha, douryo, douryou, doushi, hanryo, houbai, konpanion, kouyuu, otomo, rei, rin, ryohan, ryou, sai, sakikata, sei, tomo, tomo, tomo, tomobito, tsure@
@companionable@|@doushiteki@
@companionate marriage@|@yuuaikekkon@
@companions@|@doubou, ichirui@
@companionship@|@yuukou@
@company@|@aite, chuutai, douhan, douretsu, douzei, hitomae, hitonaka, issho, kaisha, kanpani-, kousai, koushi, ren, renchuu, shoukai, tsure@
@company (abbr)@|@konpa@
@company (your)@|@kisha@
@company business@|@shayou@
@company dormitory@|@shainryou@
@company economist@|@kanpani-ekonomisuto@
@company employee@|@kaishain, sarari-man, shain@
@company magazine@|@kanpani-magajin@
@company manners@|@yosoiki, yosoyuki@
@company officer@|@ikan, jou@
@company owned house@|@shataku@
@company paper@|@kanpani-pe-pa-@
@company president@|@shachou@
@company secret@|@shagaihi@
@company statute@|@teikan@
@company union@|@kanpani-yunion@
@comparative degree@|@hikakukyuu@
@comparative linguistics@|@hikakugengogaku@
@comparative literature@|@hikakubungaku@
@comparatively@|@hikakuteki, wariai, warikata, warini@
@comparatively cheap@|@wariyasu@
@comparatively high (an)@|@waridaka@
@comparator@|@konpare-ta@
@compare favourably@|@mimasari@
@compare favourably with@|@hiken@
@compare with@|@kou@
@comparing with@|@hitteki@
@comparison@|@furiai, hikaku, hikiai, shougou, taihi, taishou@
@comparison and choosing the good@|@sanshaku@
@comparison of statures@|@takekurabe@
@compartment@|@konpa-tomento, kukaku, shikiri@
@compass@|@konpasu, rashinban@
@compass bearing@|@shinro@
@compass needle@|@rashin@
@compass needle (cursor)@|@shishin@
@compass point@|@hougaku@
@compassion@|@airen, awaremi, doujou, doujoushin, fubin, jihi, nasake, onjou@
