@English@|@Ligurian@
@joker@|@xànno@
@joking@|@burlón@
@jolly (cards)@|@xòlli (nm)@
@Joseph@|@Béppe@
@journey@|@viàggio, gîo, viâgio@
@joy@|@giöia, axìllo@
@jubilee@|@giubilêo@
@judge@|@giùdiçe@
@judicious@|@pìn de sæximo, giudiçiôzo@
@juice@|@sûgo@
@jujube (fruit)@|@zìzoa@
@July@|@lùggio@
@jump@|@sâto@
@June@|@zûgno@
@jungle@|@forèsta@
@juniper (plant)@|@zenéivio@
@just@|@sôlo, pròpio, solaménte@
@justice@|@giustìçia@
@jute@|@iôta@
@keel@|@chìggia@
@keeper@|@custöde, goardiàn@
@kerosene@|@petròlio@
@kestrel (bird)@|@çivétoa, çivétta, çiétoa@
@key@|@ciâve@
@key (on a keyboard)@|@tàsto@
@key chain@|@pòrtaciâve (nm)@
@key ring@|@pòrtaciâve (nm)@
@keyboard@|@tastêa@
@keyhole@|@ciavéuia, pertûzo da ciavéuia@
@kick@|@câso, pesâ (nf), sanpâ, pê, pontapê (nm), pàtta@
@kick in the ass@|@pê into cû (nm)@
@kid@|@popón, bagarìllo@
@kidney@|@rén (nm)@
@kilometre@|@chilòmetro@
@kind@|@génere (nm), ménn-a, tîpo@
@kindness@|@gentiléssa, bonarietæ@
@king@|@rè (nm)@
@kingdom@|@régno@
@kiss@|@bâxo@
@kitchen@|@cuxìnn-a@
@kneading trough@|@méizoa, méizia@
@knee@|@zenóggio@
@kneecap@|@roêta@
@knees@|@zenógge (nfpl)@
@knickers@|@braghétte (fpl)@
@knickknack@|@angæzo, ravàtto@
@knick-knack@|@angæzo, ravàtto@
@knife@|@cotéllo, cotêlo (Savona)@
@knight@|@cavaliêre, cavagêo@
@knob@|@pómmo@
@knock@|@pàtta@
@knoll@|@costigeu@
@knot@|@gróppo@
@knowledge@|@conoscénsa@
@known@|@conosciûo@
@knuckle@|@zonchétto@
@Korea@|@Corêa@
@Korean@|@coreàn@
@Kosovo@|@Còsovo@
@La Brigue (in France after WWII)@|@Brîga@
@La Doria (GE)@|@A Döia@
@La Spezia (SP)@|@A Spézza, Spézza@
@label@|@etichétta@
@labor union@|@scindacâto@
@laboratory@|@louêio, laboratöio@
@labour (force)@|@mandêuvia@
@lace@|@strìnga@
@lacquer@|@vernîxe (nf)@
@lady@|@dàmma, scignôa@
@ladybug@|@galinétta do Segnô, dêdê (nf), dædæ (nf)@
@ladyfinger (biscuit)@|@caporâle (nm), savoiàrdo (nm)@
@lagoon@|@lagùnn-a@
@laic@|@làico@
@laical@|@làico@
@Laigueglia (SV)@|@Lengoéggia@
@lair@|@tànn-a@
@lake@|@lâgo@
@lamb@|@bæ (nm)@
@lamp@|@fanâ (nm), lùmme, lànpa, lanpión@
@lance@|@lànsa@
@land@|@terén (nm), tæra@
@landlord@|@bacàn@
@landscape@|@paizàggio@
@landslide@|@frànn-a@
@landslip@|@frànn-a@
@lane (in the countryside)@|@crêuza@
@language@|@lìngoa, léngoa@
@lantern@|@fanâ (nm)@
@lap@|@gîo@
@lap (on thighs)@|@scöso@
@lark@|@lödoa@
@Larvego (GE)@|@Làrvego@
@lasagna@|@lazàgna@
@lash@|@vergàdda@
@last@|@pasòu, ùrtimo@
@last month@|@o méize pasòu@
@late (adj.)@|@tardîo (ag.), tàrdo (ag.)@
@late (adv.)@|@tàrdi (av.)@
@lately@|@urtimaménte@
@later@|@apeu, dapeu, peu, dòppo, pöi@
@Latin@|@latìn@
@Latium@|@Làçio@
@Latvia@|@Letònia@
@Latvian@|@létone@
@laughter@|@rizâta, rîe (nm)@
@laundress@|@bugàixe@
@Laura@|@Làora@
@laurel@|@ouféuggio, öféuggio@
@Lavagnola (SV)@|@Lavagnêua@
@Lavanestra (river of Savona)@|@Lavanèstra@
@lavender@|@lavànda@
@law@|@lézze@
@Lawrence@|@Loénso@
@lawyer@|@avocâto, procuòu@
@layabout@|@bìndolo@
@laziness@|@pigrìçia@
@lazy@|@pötrón, schénn-a drîta, schénn-a da violìn@
@lazybones@|@perdigiórni, pelandrón@
@leaf@|@féuggia@
@Leamara (GE)@|@Loâmâ@
@lean@|@arénbo@
@leather@|@chêuio@
@leave me!@|@làscime stâ!@
@Lecco (mount)@|@Lêco@
@leech@|@sangoétta@
@leek@|@porìn@
@leerfish@|@léccia@
@left@|@mancìnn-a, scinìstra@
@leftovers (food)@|@rozìggi (mpl)@
@leg (animal)@|@sànpa@
@legal@|@legâle@
@legend@|@legénda, lezénda, lezéndia@
@legendary@|@legendâio, lezendâio@
@Legino (SV)@|@Lêze@
@legion@|@legión@
@legislation@|@legislaçión@
@legitimate@|@legìtimo@
@leisure@|@recreaçión, òçio@
@lemon@|@limón@
@lemon squeezer@|@spremmilimoìn (nm)@
@length@|@longhéssa@
@Lent@|@quarêxima, quaîxima, quæîxima@
@lentil@|@lentìggia@
@Leonard@|@Lonàrdo@
@leopard@|@liopàrdo@
@leprosy@|@lêpra@
@leprous@|@leprôzo@
@Lerici (SP)@|@Lèrxi@
@less@|@mêno@
@lesson@|@leçión@
@Letimbro (river of Savona)@|@Letìnbro@
@let's go!@|@alê!, anémmo!, andémmo!@
@let's see!@|@vedémmo!@
@letter@|@létia, létera@
@lettuce@|@leitûga@
@level@|@livéllo@
@lever@|@lêva@
@lexicon@|@léscico@
@liar@|@böxàrdo@
@liberty@|@libertæ@
@licorice@|@reganìsso, recanìsso@
@lie@|@böxîa, móssa@
@life@|@vìtta@
@life preserver@|@sarvagénte@
@light@|@lùmme, scioòu@
@light (n)@|@lûxe@
@light blue@|@bleu ciæo, celestìn, celèste@
@light bulb@|@lanpadìnn-a@
@lighthouse@|@fâro, lantèrna@
@Liguria@|@Ligùria@
@Ligurian@|@lìgure@
@Ligurian language@|@zenéize, lìgure@
@likable@|@scinpàtico@
@likely@|@probàbile@
@liking@|@scinpatîa@
@lilac@|@lilà@
@limit@|@lìmite@
@limousine@|@limoxìn@
@limp@|@ràngo (ag.)@
@limping along@|@in galisòppo@
@line@|@lìnea, rîga, lìnia@
@linen@|@lìn, giancàia@
@link@|@colegaménto@
@lion@|@lión@
@lip@|@lèrfo, lâpro@
@lips@|@lèrfe (fpl), lâpri (mpl)@
@liquor@|@licôre@
@liquorice@|@recanìsso, reganìsso@
@lira@|@lîa@
@Lisbon@|@Lisbónn-a@
@list@|@lìsta, listìn (nm)@
@listen to me!@|@stàmme a sentî!@
@listener@|@uditô@
@lit@|@açéizo@
@literally@|@a-a létia@
@literary@|@leterâio@
@Lithuania@|@Litoània@
@Lithuanian@|@litoàn@
@litre@|@lîtro@
@little@|@stisìn (nm)@
@little bit@|@pitinìn, pitìn, petìn (Savona), stisinìn (nm)@
@little boy@|@figìn (nm)@
@little by little@|@a pitìn a pitìn, a pöco a pöco@
@little finger@|@marmelìn, dîo marmelìn@
@little hand@|@magnìnn-a@
@little owl@|@çiétoa, çivétoa, sbràzoa, çivétta@
@little piece@|@pestùmmo, tochetìn, tochétto@
@liver@|@figæto, fêgheto (Savona)@
@livestock@|@bestiàmme (nm)@
@lizard@|@lagheu@
@load@|@caregaménto, fràcco@
@loaded@|@càrego@
@Loano (SV)@|@Lêua@
@lobe@|@pêxìn de l'oêgia@
@lobster@|@gànbou@
@local@|@locâle@
@lock@|@ciavéuia@
@lodging@|@alögio@
@log@|@strónscio@
@log-fired oven@|@ronfò (nm)@
@Lombard (from Lombardy)@|@lonbàrdo@
@Lombardy@|@Lonbardîa@
@London@|@Lóndra@
@Londoner@|@londinéize@
@lonely@|@solitâio@
@lonesome@|@solitâio@
@long@|@lóngo@
@longing@|@dexiderôzo@
@longline (fishing)@|@pâmito@
@loom@|@teâ (nm)@
@loose thread@|@fiàrsoa@
@looting@|@sachézzo@
@loquat@|@néspoa@
@loquat tree@|@èrbo de néspoe@
@Lorsica (GE)@|@Lórsega@
@loss@|@pèrdia@
@loss of time@|@perditénpo (nm)@
@lost@|@pèrso, perdûo@
@lost soul@|@ànima danâ@
@lottery@|@lòtto, semenâio@
@loud voice@|@tìbba, voxón@
@louse@|@pighéuggio@
@lout@|@vilàn@
@lovable@|@amàbile@
@love@|@amô@
@lover@|@amànte@
@loving@|@amôzo@
@low@|@bàsso@
@low tide@|@bàssa marêa (f)@
@low wall@|@miâgétta@
@lower@|@minô, minôre@
@lucerne@|@èrba mêga (nf)@
@luck@|@fortùnn-a, sòrte (nf)@
@luckily@|@ancón d'asæ che, ancoasæ che@
@lucky@|@fortunòu@
@luggage@|@bagàggio, bagàggi (mpl)@
@Luke@|@Lùcco, Luchìn@
@Lumarzo (GE)@|@Lumàrso@
@lump@|@bernòcolo (it.), bòrlo@
@lunatic@|@stondâio@
@lunch@|@prànso@
@lung@|@pormón, polmón@
@luster@|@lùstro (nm)@
@Lutheran@|@luteràn@
@luthier@|@chitarâ (nm)@
@Luxembourg@|@Lusenbùrgo@
@Luxembourgish@|@lusenburghéize@
@luxury@|@lùsso@
@lying down@|@acoêgòu@
@lynx@|@lìnce (nf)@
@lyrics@|@tèsto@
@machine@|@màchina@
@mackerel@|@laxèrto@
@made@|@fæto@
@magazine@|@revìsta@
@Magliolo (SV)@|@Mageu@
@Magnone (SV)@|@Magnón@
@magpie (bird)@|@bèrta@
@mail@|@pòsta, pòste (fpl)@
@mailing@|@spediçión@
@mailman@|@postìn (nm)@
@Mainetto (GE)@|@Mainétto@
@maintenance@|@mantegniménto, manutençión@
@maize@|@mélica@
@majesty@|@mâestæ@
@major@|@magiô, magiôre@
@majority@|@magiorànsa@
@male@|@maschîle, màsccio@
@malicious@|@astriòu@
@mallard (bird)@|@còllovèrde (nm)@
@Mallare (SV)@|@Màlle, Màlae, E Màlle@
@mallow@|@màlva, vàrma@
@man@|@òmmo@
@Manarola (SP)@|@Manaæa@
@Mandarin@|@mandarìn@
@mandoline@|@amandoìn (m)@
@Manesseno (GE)@|@Manesén@
@mange@|@rógna@
@mangy@|@rognôzo@
@mania@|@manîa@
@manner@|@mainêa@
@Mantova@|@Màntoa, Màntova@
@manufacturer@|@fabricànte (nm)@
@manure@|@liàmme (nm)@
@many@|@bén de@
@many (f)@|@tànte (fpl)@
@many (m)@|@tànti (mpl)@
@map@|@màppa@
@Marassi (GE)@|@Maràsci@
@marble@|@màrmo@
@march@|@màrcia@
@March@|@màrso@
@Marianne@|@Mariànn-a@
@Marina (district of Genoa)@|@A Mænn-a (Zêna)@
@marinated@|@a scabéccio, fròllo@
@marinated fish@|@péscio a scabéccio@
@marine@|@marìn@
@marionette@|@marionétta@
@maritime pine@|@pìn marìtimo@
@marjoram@|@pèrsa (nf)@
@mark@|@màrca@
@Mark@|@Màrco@
@market@|@fêa, mercòu@
@market gardener@|@ortoàn@
@marmelade@|@marmelâta@
@marmot@|@marmòtta@
@marquis@|@marchéize@
@marriage@|@matrimònio@
@married@|@spozòu@
@Mars@|@Màrte@
@Marseille@|@Marsìggia@
@marshall@|@maresciàllo@
@Marsiglia (GE)@|@Marséggia@
@marten@|@foìn, màrtoa@
@marvel@|@mâvéggia@
@Mary@|@Marinìn, Maiolìn, Màia, Maiétta@
@masculine@|@maschîle@
@mask@|@màschera@
@mason jar@|@arbanèlla@
@Masone (GE)@|@Mazón@
@mass@|@méssa@
@Masso (GE)@|@Màsso (Zêna)@
@mat@|@stêua@
@match@|@partîa@
@match (for lighting fire)@|@sofranìn, brichétto@
@matches (for lighting fire)@|@brichétti (mpl)@
@maternity@|@maternitæ@
@Mathilda@|@Metìrde@
@Mathilde@|@Metìrde@
@Matilda@|@Metìrde@
@Matilde@|@Metìrde@
@matrimony@|@matrimònio@
@matter@|@questión, afâre (nm)@
@Matthew@|@Matê@
@mattress@|@strapónta@
@mature@|@méuio@
@Maxena (GE)@|@Maxénn-a@
@maxim@|@màscima@
@maximum@|@màscimo@
@May@|@màzzo@
@maybe@|@peu dâse, fòscia, magâra, chisà@
@mayor@|@scìndaco, scìndico@
@me@|@mi@
@meadow@|@pròu@
@meagre (fish)@|@fîgou@
@meal@|@prànso@
@mean@|@catîvo, gràmmo, exôzo, ezôzo@
@meanness@|@viltæ@
@meanwhile@|@into méntre, intànto, fra tànto, in tànto@
@meat@|@càrne@
@meatball@|@porpétta@
@mechanical@|@mecànico@
@medal@|@medàggia@
@mediator@|@mediatô@
@medical@|@mêgo, médico@
@medicine@|@meixìnn-a, mêxìnn-a@
@meditation@|@meditaçión@
@Mediterranean@|@Mediterànio@
@medlar@|@néspoa@
@medlar tree@|@èrbo de néspoe@
@meeting@|@incóntro, riunión, rionión@
@Megli (GE)@|@Mêgi@
@melancholic@|@trìsto@
@Mele (GE)@|@Mê@
@melody@|@melodîa@
@melon@|@meión, melón@
@member@|@ménbro, sòccio@
@memory@|@ricòrdo, memöia, aregòrdo, regòrdo@
@mend@|@péssa@
@mention@|@mensión@
@menu@|@menù@
@Mercury@|@Mercûio@
@merry (f)@|@alêgra@
@merry (m)@|@alêgro@
@Merry Christmas!@|@Bon Dênâ!@
@mess@|@mastrùsso, inciàstro, paciûgo, inbréuggio, calabâ@
@mess tin@|@lavezìnn-a@
@message@|@mesàggio@
@messenger@|@mesagê@
@messy@|@ingarbugiòu, inciastrón, invexendòu@
@metal@|@metàllo@
@metal wire@|@fî ferétto@
@metallic@|@metàlico@
@metaphore@|@metàfora@
@metaphoric@|@metafòrico@
@meter@|@mêtro@
@meticulous@|@meticolôzo, menuçiôzo@
@meticulous person@|@peizafùmme@
@metre@|@mêtro@
@Mexican@|@mescicàn@
@Mexico@|@Méscico@
@Mezzànego (GE)@|@Mezànego@
@mezzanine floor@|@mezanìn@
@Michael@|@Michê@
@midday@|@mêzogiórno@
@middle@|@mêzo, meitæ@
@Middle Ages@|@Mediêvo@
@middle finger@|@dîo do mêzo, dîo longâ (nm)@
@midnight@|@mêzanéutte@
@Mignanego (GE)@|@Mignànego@
@Milan@|@Milàn@
@mile@|@mìggio@
@miles@|@mìgge (fpl)@
@militia@|@milìçia@
@milk@|@læte (nm)@
@milk jug@|@leitêa@
@milkman@|@leitâ (nm)@
@Millesimo (SV)@|@Milêximo (Sànn-a), Merêxo@
@milling@|@mötûa@
@million@|@milión@
@mind@|@ménte (nf)@
@mine (f)@|@a mæ@
@mine (m)@|@o mæ@
@mineral@|@minerâle@
@mineral water@|@ægoa minerâle@
@minimum@|@mìnimo@
@ministering angel@|@àngiou custöde@
@minor@|@minôre, minô@
@minority@|@minorànsa@
@minute@|@menûto@
@miracle@|@miâco@
@miracles@|@miâcoi (mpl)@
@mischievous@|@bagàrdo, scavìsso@
@miser@|@avâo, pignavèrde, avâro@
@miserly@|@avâro, avâo@
@misery@|@bôra, mizêia@
@missile@|@mìscile@
@missionary@|@miscionâio@
@mist@|@brùmma@
@mistake@|@erô@
@mistletoe@|@vìsco@
@mix@|@mescciûa, meschìggia, mescùggio@
@mixed@|@mésccio@
@mixing@|@meschìggia, mescùggio@
@mixture@|@mescciûa@
@mizzen@|@èrbo de mezànn-a@
@mizzenmast@|@èrbo de mezànn-a@
@mobile phone@|@telefonìn@
@mockery@|@bùrla@
@mocking@|@bùffo, burlón@
@mode@|@manêa@
@moderate@|@moderòu@
@modern@|@modèrno@
@modest@|@ùmile, ùmio@
@moisture@|@umiditæ@
@molar@|@mêua@
@Molare (Piedmont)@|@Morêre@
@mole@|@meu, tàrpa@
@Molini di Triora (IM)@|@Moìn de Triêua@
@Molini di Voltaggio (Piedmont)@|@Moìn d'Ötàggio@
@mom@|@mamà@
@moment@|@moménto, àtimo@
@Monaco@|@Mónego@
@monarch@|@monàrca@
@monarchy@|@monarchîa@
@Monday@|@lunedì, lunesdì@
@Monegasque@|@monegàsco@
@Moneglia (GE)@|@Monêgia@
@monetary@|@monetâio@
@money exchange office@|@bancòuto@
@Monferrato (Piedmont)@|@Monferâ@
@Mongol@|@mongòlico, mòngolo@
@Mongolia@|@Mongòlia@
@Mongolian@|@mongòlico, mòngolo@
@monkey@|@scìmio, macàcco, scìmia, mìcco@
@Montalto Ligure (IM)@|@Montâto@
@Montànesi (GE)@|@Montànexi@
@Montarsolo (Emilia)@|@Montarseu@
@Montebruno (GE)@|@Montebrùn@
@Monterosso al Mare (SP)@|@Monterósso@
@Montesignano (GE)@|@Montezignàn@
@Montessoro (GE)@|@Montesciöo@
@month@|@méize@
@months@|@méixi (mpl)@
@Monticelli (GE)@|@Montexéllo@
@Montoggio (GE)@|@Montéuggio@
@monument@|@monuménto@
@moon@|@lùnn-a@
@mooring buoy@|@gaitéllo@
@moorings@|@òrmézzi (mpl), òrmézzo, parmæa@
@mop of hair@|@pelàmme@
@moral@|@morâle@
@Moranego (GE)@|@Moànego@
@more@|@ciù@
@more and more@|@sénpre ciù@
@more often@|@ciù spésso@
@more or less@|@sciù pe zu, lìcche làcche, ciù ò mêno@
@Morego (GE)@|@Méurgo@
@morello cherry@|@vìscioa@
@moreover@|@in ciù, pe de ciù@
@Morigallo (GE)@|@Moîgàllo@
@Mornese (Piedmont)@|@Mornéize@
@morning@|@matìn (nm)@
@Moroccan@|@marochìn@
@Morocco@|@Maròcco@
@mortar@|@mortâ (nm)@
@mortgage@|@ipotêca@
@Mortola (IM)@|@Mórtoa@
@mosque@|@moschêa@
@most@|@a ciù pàrte, a magiorànsa, o ciù@
@most of the time@|@o ciù do ténpo@
@mostly@|@pe-o ciù@
@mother@|@moæ (nf)@
@mother superior@|@superiôa, màddre superiôa@
@mother-in-law@|@sêuxoa@
@motion picture@|@fìlm (nm), filmòu (nm), cîne (nm)@
@motor@|@motôre, motô@
@motorway@|@outostràdda@
@mount@|@mónte, péuzzo@
@mountain@|@montàgna@
@mountain dweller@|@montagnìn@
@mountaineer@|@montagnìn@
@mourning@|@desmûo, lùtto@
@mouse@|@ràtto@
@mouth@|@bócca@
@mouth (river)@|@fôxe (nf)@
@mouthful@|@bocón, morscelâ@
@move (house)@|@stramûo@
@move! (you)@|@méscite!@
@Mr@|@sciô..., præ...@
@Mrs@|@sciâ...@
@much@|@tànto, bén bén@
@mud@|@pâtàn, bràtta, bratùmme, pâta, fàngo@
@muddle@|@paciûgo, inbréuggio, mastrùsso@
@muddy@|@fangôzo@
@muggy weather@|@macàia@
@Muhammad@|@Momâ@
@mule (f)@|@mûa@
@mule (m)@|@mû@
@mule track@|@crêuza@
@Mulinetto (Genoese river)@|@Moînétto@
@mullet (fish)@|@mûzou@
@Multedo (GE)@|@Murtiòu@
@multiplication@|@moltiplicaçión@
@mum@|@mamà@
@murder@|@asascinaménto, asascìnio@
@murderer@|@asascìn@
@Murta (GE)@|@Mùrta (Zêna)@
@muscle@|@mùscolo@
@muse@|@mûza@
@museum@|@muzêo@
@mush@|@bernìsso, potìggio@
@mushroom@|@fónzo@
@music@|@mûxica@
@music piece@|@pésso de mûxica@
@musician@|@muxicìsta, muxicànte@
@Muslim@|@maometàn@
@must@|@avéighe da, dovéi (v), avéi da@
@mustard@|@mostàrda@
@mute@|@mùtto@
@mutton@|@æo@
@mutually@|@l'ùn a l'âtro@
@muzzle@|@moriâgio@
@my (f)@|@a mæ@
@my (m)@|@o mæ@
@myth@|@mîto@
@nag (horse)@|@ròsoa@
@nail (metal)@|@ciödo, ciöo@
@nail (on finger)@|@óngia@
@nails (on fingers)@|@ónge (fpl)@
@naive@|@ingénoo@
@naked@|@nûo@
@name@|@nómme (nm)@
@nap@|@pizàggia@
@napkin@|@tovageu, sarviétta@
@Naples@|@Nàpoli@
@narcotic@|@narcòtico@
@narrow@|@stréito@
@narrow street@|@caróggio, carogìn@
@Nasche (GE)@|@Nàsche@
@nasty@|@exôzo, ezôzo, catîvo, gràmmo@
@nation@|@naçión@
@national@|@naçionâ, naçionâle@
@native@|@òriginâio, natîvo@
@native of the Riviera@|@riveàsco@
@natural instinct@|@istìnto de natûa@
@naturally@|@naturalménte@
@naughty@|@scavìsso, bagàrdo@
@nautical@|@mainaésco, nàotico@
@navel@|@onbrisàllo@
@navigation@|@mainàia, navegaçión@
@navigator@|@navegatô@
@Ne (GE)@|@Ne (Zêna)@
@Neapolitan@|@napolitàn@
@near@|@arénte a, vixìn@
@nearby@|@arénte, vixìn@
@Nebbiolo (grape/wine)@|@nebieu@
@necessary@|@necesâio@
@necessity@|@bezéugno@
@neck@|@còllo@
@necklace@|@colànn-a@
@neckline@|@scòllo, schinfitûa, scolatûa@
@need@|@bezéugno, necescitæ@
@needle@|@agóggia@
@negation@|@negaçión@
@negative@|@negatîvo@
@negotiation@|@negoçiaçión@
@neighborhood@|@rión, borgâ, quartê@
@neighbour (f)@|@vexìnn-a@
@neighbour (m)@|@vexìn (nm), vixìn (nm)@
@neighbours@|@vexìn (nmpl)@
@Neirone (GE)@|@Neión@
@neither@|@ni, né@
@Nepalese@|@nepaléize@
@nephew@|@nêvo, nêo@
@Neptune@|@Netùn@
@Nervi (GE)@|@Nèrvi@
@Nervia (valley)(IM)@|@Nèrvia@
@nervous@|@nervôzo@
@nest@|@tànn-a, nîo@
@net@|@nétto, ræ (nf)@
@nettle (stinging)@|@òrtîga@
@neurasthenia@|@nevrastenîa@
@neurasthenic@|@nevrasténico@
@neurotic@|@nevròtico@
@neutral@|@noutrâle@
@never@|@mâi@
@never again@|@mâi ciù@
@new@|@nêuvo@
@newborn baby@|@figeu de nasción@
@newspaper@|@giornâle@
@next@|@intrànte, pròscimo, chi vêgne@
@next month@|@o méize pròscimo, o méize chi vêgne@
@next to@|@arénte a@
@next year@|@l'ànno pròscimo, l'ànno intrànte@
@nice@|@bèllo@
@Nice (France)@|@Nìssa@
@niche@|@nicétta@
@nickname@|@nomiâgio, sorvenómme (nm)@
@niece@|@néssa@
@niff@|@spùssa@
@night@|@seiànn-a, séia, néutte (nf), notoànn-a@
@nightingale@|@roscigneu@
@nightmare@|@pezón, pezô@
@nimble@|@svèlto@
@nine@|@nêuve@
@nineteen@|@dixinêuve@
@nineteenth@|@deximonêuno, dixineuvén, deximonöno@
@ninety@|@novànta@
@ninth@|@nöno, nêuno@
@nipple@|@gælo do tetìn@
@nitrogen@|@azöto@
@no@|@no@
@no one@|@nisciùn@
@no one (f)@|@nisciùnn-a@
@no way!@|@mànco pe schèrso!, mànco pe rîe!@
@no wonder@|@pe fòrsa@
@nobility@|@nobiltæ@
@noble@|@nóbile@
@nobody@|@nisciùn@
@nobody (f)@|@nisciùnn-a@
@nobody else@|@ciù nisciùn@
@Noceto (GE)@|@Noxòu@
@noise@|@sciâto, fô (nm), tramelêuio, rumô@
@noisy@|@rumôzo@
@Noli (SV)@|@Nöi@
@nomad@|@nòmado@
@nomadic@|@nòmado@
@nomenclature@|@nomenclatûa@
@none@|@nisciùn@
@none (f)@|@nisciùnn-a@
@nonsense@|@stranbòtto, spropòxito, strepéllo, sgoarón, móssa, âzenàia@
@noodles@|@tagén (nmpl), fidê (mpl)@
@noon@|@mêzogiórno@
@no-one else@|@ciù nisciùn@
@nor@|@né@
@norm@|@nórma@
@normal@|@normâle@
@normally@|@normalménte@
@North@|@tramontànn-a, nòrd@
@Norway@|@Norvêgia@
@Norwegian@|@norvegéize@
@nose@|@nâzo@
@nostalgia@|@nostalgîa@
@nostril@|@nàixa@
@nostrils@|@pertûxi do nâzo (nmpl)@
@not@|@no@
@not even@|@mànco, mîga@
@not to give a damn@|@bàtisene e bàlle (volg.)@
@not to have to (impersonal)@|@no bezéugna...@
@note@|@apónto@
@notebook@|@quadèrno, tacoìn (nm), quintèrno@
@nothing@|@pésso, nìnte, nìbba@
@nothing at all@|@un bèllo nìnte@
@nothing else@|@nìnte ciù, ciù nìnte@
@noun@|@nómme (nm), sostantîvo@
@nourishment@|@aliménto, nutriménto@
@novel@|@romànso@
@novelty@|@novitæ@
@November@|@novénbre@
@now@|@òua, za@
@nowadays@|@a giornâ d'ancheu, a-a giornâ d'ancheu, a-o dì d'ancheu@
@Nozarego (GE)@|@Noxægo@
@nuisance@|@scrocón, inbrùmme, despiaxéi@
@numb@|@abesîo, abrenzoîo, rédeno, réuido@
@number@|@nùmero@
@nun@|@mónega@
@nursemaid@|@màmma@
@nurturance@|@alevaménto, alevéuia@
@nut@|@nôxe (nf)@
@nutcracker@|@sciacanôxe (nm)@
@nutmeg@|@nôxe moscâ@
@nutritive@|@nutritîvo@
@nuts (vulg.)@|@bàlle (fpl)(volg.)@
@oak@|@rôe (nf)@
@oar@|@rémmo@
@oath@|@zuaménto@
@oats@|@avénn-a@
@obbligation@|@dovéi (nm)@
@object@|@ògétto@
@obligation@|@òbligo@
@obliged@|@òbligòu@
@obscure@|@inconprenscìbile@
@obsessed@|@invazòu@
@obstacle@|@inbaràsso, inbrùmme, òstàcolo@
@obvious@|@òvio@
@obviously@|@òviaménte@
@occasion@|@òcaxón@
@occupation@|@mestê, òcupaçión@
@occupied@|@òcupòu@
@ocean@|@oçêano@
@October@|@òtôbre@
@octopus@|@pórpo@
@oculist@|@mêgo di éuggi@
@odd job@|@tapóllo@
@odious@|@odiôzo@
@odour@|@ödô@
@of@|@d', de@
@of age@|@magiôre, magiô@
@of course@|@naturalménte@
@of one's choice@|@a piaxéi@
@of one's choosing@|@a piaxéi@
@of the (fpl)@|@de-e@
@of the (fsing)@|@da@
@of the (mpl)@|@di@
@of the (msing)@|@do@
@off@|@stacòu@
@offence@|@oféiza@
@offensive@|@ofenscîvo@
@offer@|@òfèrta@
@office@|@ofìçio, scàgno@
@official@|@ofiçiâ@
@off-key@|@stonòu@
@offshore@|@a-o làrgo@
@often@|@spésse vòtte@
@oil@|@êuio@
@oiled@|@euiòu@
@oiling@|@vontùmme (nm)@
@ointment@|@pomâ, ingoénto@
@Olba (SV)@|@Órba@
@old@|@vêgio@
@old age@|@veciàia, vegiàia, ansianitæ@
@Old Harbour (in Savona)@|@Cû de Beu (Savona)@
@old man@|@ansiàn@
@older@|@magiôre, magiô@
@old-fashioned@|@a l'antîga@
@olive@|@òiva, öia, oîva@
@olive tree@|@èrbo d'oîva@
@Olmo (SV)@|@Órmo@
@olympic@|@olìnpico@
@Olympic Games@|@Zêughi Olìnpichi@
@on@|@indòsso, adòsso@
@on a straight line@|@drîto (av.)@
@on behalf of@|@a nómme de@
@on foot@|@in pê, a pê@
@on his/her own@|@da pe lê@
@on my own@|@da pe mi@
@on one's knees@|@in zenógge, in zenogión@
@on one's own@|@pe cónto pròpio@
@on purpose@|@apòsta@
@on the (fpl)@|@in scê@
@on the (fsing)@|@in sciâ@
@on the (mpl)@|@in scî@
@on the (msing)@|@in sciô@
@on the contrary@|@a l'òpòsto, a-o contrâio, pe cóntra, pe cóntro@
@on the floor@|@pe tæra@
@on the ground@|@pe tæra@
@on the high seas@|@a-o làrgo@
@on the left@|@a-a mancìnn-a, da-a mancìnn-a@
@on the other hand@|@a l'òpòsto, d'âtra pàrte, pe cóntra, pe cóntro@
@on the right@|@a-a drîta, da-a drîta@
@on the way down@|@in deschinâ@
@on their own@|@da pe liâtri@
@on top@|@indòsso@
@on your own@|@da pe ti@
@once@|@'na vòtta, 'n'òtta (pop.), unna vòtta@
@once again@|@ancón ina vòtta, ancón unna vòtta, tórna, unn'âtra vòtta@
@once more@|@unn'âtra vòtta@
@one (f)@|@ùnn-a@
@one (m)@|@ùn@
@one after another@|@ùn dòppo l'âtro@
@one after the other@|@ùn dòppo l'âtro, de fîa@
@one another@|@l'ùn a l'âtro@
@one by one@|@ùn dòppo l'âtro@
@one hour@|@unn'ôa, 'n'ôa@
@one hundred and one@|@çentùn@
@one per person@|@ùn p'éun@
@one-eyed@|@strànbo@
@Oneglia (IM)@|@Onêgia, Inêia@
@only@|@sôlo, solaménte@
@only (adj.)@|@ùnico@
@only child@|@fìggio sôlo@
@only once@|@unna vòtta tànto@
@onze@|@ónsa@
@open@|@avèrto@
@open account@|@cónto avèrto@
@open legs@|@gànbe sciaræ (fpl)@
@open-handed@|@generôzo@
