@English@|@Koine Greek@
@clean thoroughly@|@ἐκκαθαίρω@
@cleanness@|@καθαρότης -ητος -ἡ@
@cleansing@|@καθαρισμός -οῦ -ὁ@
@clear@|@δῆλος -η -ον, φανερός -ά -όν@
@clearly@|@τηλαυγῶς, φανερός -ά -όν, φανερῶς@
@clearness@|@εἰλικρίνεια -ας -ἡ@
@cleave@|@κολλάω@
@cleave to@|@προσκολλάω@
@Clement@|@Κλήμης -μεντος -ὁ@
@Cleopas@|@Κλεοπᾶς -ᾶ -ὁ@
@cloak@|@ἐπικάλυμμα -ατος -τό, φελόνης -ου -ὁ@
@Clopas@|@Κλωπᾶς -ᾶ -ὁ@
@close by@|@ἆσσον@
@close up@|@φράσσω@
@cloth-dresser@|@γναφεύς -έως -ὁ@
@clothe@|@ἀμφιέννυμι, ἐνδιδύσκω, ἐνδύω, περιβάλλω@
@clothing@|@ἐσθής -ῆτος -ἡ, ἔσθησις -εως -ἡ, ἱματισμός -οῦ -ὁ, σκέπασμα -ατος -τό@
@cluster of grapes@|@σταφυλή -ῆς -ἡ@
@Cnidus@|@Κνίδος -ου -ἡ@
@cockcrow@|@ἀλεκτοροφωνία -ας -ἡ@
@cogitation@|@διανόημα -ατος -τό@
@cohere@|@συνίστημι -συνιστάνω@
@coin@|@νόμισμα -ατος -τό@
@cold@|@ψῦχος -ους -τό, ψυχρός -ά -όν@
@cold-hearted@|@ψυχρός -ά -όν@
@colleague@|@σύζυγος -ου -ὁ -, σύνδουλος -ου -ὁ@
@collect tithe from@|@δεκατόω@
@collecting@|@λογία -ας -ἡ@
@Colossae@|@Κολοσσαί -ῆς -ἡ@
@come@|@δεῦρο, δεῦτε, παραγίνομαι@
@come back again@|@ἐπανέρχομαι@
@come down@|@καταβαίνω@
@come forth@|@ἐκπορεύομαι@
@come hither@|@δεῦτε@
@come in@|@εἰσέρχομαι@
@come in the morning@|@ὀρθρίζω@
@come out@|@ἐξέρχομαι@
@come to@|@συντυγχάνω@
@come up to@|@προσαναβαίνω@
@come up to and stand by@|@παρίστημι@
@comely@|@εὐσχήμων -ον@
@comfort@|@ἀναψύχω, παρακαλέω, παράκλησις -εως -ἡ., παραμυθέομαι, παραμυθία -ας -ἡ, παραμύθιον -ου -τό@
@comforter@|@παράκλητος -ου -ὁ hippo -@
@coming from bees@|@μελίσσιος -α -ον@
@command@|@ἐντέλλομαι, ἐντολή -ῆς -ἡ, ἐπιταγή -ῆς -ἡ, ἐπιτάσσω, παραγγέλλω, προστάσσω@
@commander of the Roman emperor’s body-guard@|@στρατοπεδάρχης -ου -ὁ@
@commend@|@ἐπαινέω@
@commendation@|@ἔπαινος -ου -ὁ, εὐφημία -ας -ἡ@
@commendatory@|@συστατικός -ή -όν@
@commission@|@ἀποστολή -ῆς -ἡ, ἐπιτροπή -ῆς -ἡ@
@common@|@κοινός -ή -όν@
@commonwealth@|@πολίτευμα -ατος -τό@
@commotion@|@τάραχος -ου -ὁ@
@communicate@|@ἀνατίθημι, κοινωνέω@
@communion@|@κοινωνία -ας -ἡ@
@companionship@|@ὁμιλία -ας -ἡ@
@compare@|@ὁμοιόω, συγκρίνω@
@comparison@|@παραβολή -ῆς -ἡ@
@compassion@|@οἰκτιρμός -οῦ -ὁ, σπλάγχνα -ων -τά@
@compassionate@|@οἰκτίρμων -ον, συμπαθής -ές@
@compel@|@ἀναγκάζω, συνέχω@
@complain of@|@διαβάλλω@
@complaining@|@μεμψίμοιρος -ον@
@complete@|@ἄρτιος -ια -ον, διανύω, ὁλοτελής -ές, παντελής -ές, πληρόω@
@complete armor@|@πανοπλία -ας -ἡ@
@complete forgiveness@|@ἄφεσις -εως -ἡ@
@complete in every part@|@ὁλόκληρος -ον@
@completer@|@τελειωτής -οῦ -ὁ@
@completion@|@ἀπαρτισμός -οῦ -ὁ., ἐκπλήρωσις -εως -ἡ, πλήρωμα -ατος -τό, τελείωσις -εως -ἡ@
@compliant@|@εὐπειθής -ές@
@compose@|@ἀνατάσσομαι@
@comprehend@|@καταλαμβάνω@
@compulsion@|@ἀνάγκη -ης -ἡ@
@compute@|@ψηφίζω@
@comrade@|@ἑταῖρος -ου -ὁ@
@conceal@|@ἀποκρύπτω, καλύπτω, κρύπτω, παρακαλύπτω, στέγω, ὑποστέλλω@
@concerning@|@περί@
@concisely@|@συντόμως@
@concourse@|@ἐπισύστασις -εως -ἡ@
@condemn@|@καταβραβεύω@
@condemned to death@|@ἐπιθανάτιος -ον@
@condescend to@|@συναπάγω@
@condition@|@ἕξις -εως -ἡ@
@conduct@|@ἀγωγή -ῆς -ἡ, καθίστημι, κατάστημα -ατος -τό@
@conduct my life@|@περιπατέω@
@confer or dispute with@|@συμβάλλω@
@confess@|@ἐξομολογέω@
@confession@|@ὁμολογία -ας -ἡ@
@confidence@|@παρρησία -ας -ἡ, πεποίθησις -εως -ἡ@
@confine@|@κατακλείω, μεθόριον -ου -τό, συνέχω@
@confirm@|@ἐπιστηρίζω, κραταιόω, κυρόω, στερεόω@
@confirmation@|@βεβαίωσις -εως -ἡ@
@conform@|@συμμορφόω@
@conformed to@|@σύμμορφος -ον@
@confused noise@|@θόρυβος -ου -ὁ@
@confusion@|@σύγχυσις -εως -ἡ@
@congenital@|@ἔμφυτος -ον@
@congregation@|@ἐκκλησία -ας -ἡ, συναγωγή -ῆς -ἡ@
@connected with a king@|@βασιλικός -ή -όν@
@consent to@|@προσέρχομαι@
@consequently@|@τοιγαροῦν@
@consider@|@ἀναθεωρέω, διαλογίζομαι, κατανοέω, νοέω, σύνοιδα@
@consider attentively@|@ἀναλογίζομαι@
@consider carefully@|@καταμανθάνω@
@considerateness@|@ἐπιείκεια -ας -ἡ.@
@consisting of flesh@|@σάρκινος -η -ον@
@consolation@|@παραμύθιον -ου -τό, παρηγορία -ας -ἡ@
@console@|@παραμυθέομαι@
@conspicuous@|@ἐπίσημος -ον@
@constant@|@ἐκτενής -ές@
@consternation@|@πτόησις -εως -ἡ@
@constrain by entreaties@|@παραβιάζομαι@
@constraint@|@ἀνάγκη -ης -ἡ@
@consume entirely@|@κατακαίω@
@consummation@|@συντέλεια -ας -ἡ@
@contemplate@|@θεάομαι@
@contend@|@ἀγωνίζομαι, πολεμέω@
@contend fiercely@|@διαμάχομαι@
@contented@|@αὐτάρκης -ες -@
@contention@|@ἀντιλογία -ας -ἡ, ἔρις -ιδος -ἡ, μάχη -ης -ἡ, φιλονεικία -ας -ἡ@
@contention about words@|@λογομαχία -ας -ἡ@
@contentious@|@φιλόνεικος -ον -@
@contest@|@ἀγωνία -ας -ἡ@
@continually@|@διηνεκής -ές@
@continue@|@διαμένω, διατρίβω@
@continue murmuring@|@διαγογγύζω@
@continuous@|@διηνεκής -ές@
@contradict@|@ἀντιλέγω@
@contradiction@|@ἀντιλογία -ας -ἡ@
@contrary@|@ἐναντίος -α -ον@
@contriver@|@ἐφευρετής -οῦ -ὁ@
@controversy@|@ζήτησις -εως -ἡ@
@conveniently@|@εὐκαίρως@
@conversation@|@ὁμιλία -ας -ἡ@
@conviction@|@πεισμονή -ῆς -ἡ@
@co-partner@|@συγκοινωνός -ου -ὁ -ἡ@
@copper@|@χαλκός -οῦ -ὁ@
@copy@|@ὑπόδειγμα -ατος -τό@
@Corinth@|@Κόρινθος -ου -ἡ@
@Corinthian@|@Κορίνθιος -ου -ὁ@
@Cornelius@|@Κορνήλιος -ου -ὁ@
@cornerstone@|@ἀκρογωνιαῖος -α -ον@
@corporeal@|@σωματικός -ή -όν@
@corpse@|@πτῶμα -ατος -τό@
@correction@|@ἐπανόρθωσις -εως -ἡ@
@corrupt@|@διαστρέφω, διαφθείρω, δολόω, ἐκστρέφω, καταφθείρω, μεταστρέφω, σαπρός -ά -όν@
@corruptible@|@φθαρτός -ή -όν@
@corruption@|@διαφθορά -ας -ἡ, φθορά -ᾶς -ἡ@
@Cos@|@Κῶς -ῶ -ἡ@
@Cosam@|@Κωσάμ -ὁ@
@cost@|@δαπάνη -ης -ἡ@
@costliness@|@τιμιότης -τητος -ἡ@
@costly@|@περιούσιος -ον@
@cotton@|@βύσσινος -η -ον, βύσσος -ου -ἡ@
@counsel@|@βουλή -ῆς -ἡ, βούλημα -ατος -τό, γνώμη -ης -ἡ, νουθετέω@
@counselor@|@σύμβουλος -ου -ὁ@
@count@|@ἀριθμέω, λογίζομαι@
@countenance@|@πρόσωπον -ου -τό@
@courage@|@θάρσος -ους -τό@
@course@|@δρόμος -ου -ὁ, τροχός -οῦ -ὁ@
@court room@|@ἀκροατήριον -ίου -τό@
@courtiers@|@βασίλειος -ον@
@court-yard@|@αὐλή -ῆς -ἡ, -@
@cover the head@|@κατακαλύπτω@
@cover up wholly@|@συγκαλύπτω@
@covering@|@ἱλαστήριον -ου -τό@
@covet@|@ἐπιθυμέω@
@covetousness@|@πλεονεξία -ας -ἡ@
@cowardice@|@δειλία -ας -ἡ@
@cowardly@|@δειλός -ή -όν@
@craftiness@|@μεθοδεία -ας -ἡ, πανουργία -ας -ἡ, ῥᾳδιουργία -ας -ἡ@
@crafty@|@πανοῦργος -ον@
@cramp@|@στενοχωρέω@
@creation@|@κτίσις -εως -ἡ@
@creator@|@κτίστης -ου -ὁ@
@creature@|@κτίσις -εως -ἡ, κτίσμα -ατος -τό@
@creditor@|@δανειστής -οῦ -ὁ@
@creep into@|@ἐνδύνω@
@Crescens@|@Κρήσκης -κεντος -ὁ@
@Crete@|@Κρήτη -ης -ἡ@
@crime@|@αἴτιον -ου -τό@
@crimson@|@κόκκινος -η -ον@
@crippled@|@ἀνάπηρος -ον, κυλλός -ή -όν@
@Crispus@|@Κρίσπος -ου -ὁ@
@criterion@|@κριτήριον -ου -τό@
@crooked@|@σκολιός -ά -όν@
@cross@|@ξύλον -ου -τό@
@crowd upon@|@ἐπαθροίζω, συμπνίγω@
@crown@|@διάδημα -ατος -τό -@
@cruel@|@ἀνελεήμων -ον@
@crush@|@συνθρύπτω@
@crushing@|@σύντριμμα -ατος -τό@
@cry out@|@ἀναβοάω@
@crystal@|@κρύσταλλος -ου -ὁ@
@cultivate the earth@|@γεωργέω@
@cumin@|@κύμινον -ου -τό@
@cunning@|@πανουργία -ας -ἡ, πανοῦργος -ον@
@curb@|@χαλιναγωγέω@
@curing@|@ἴαμα -ατος -τό@
@curious@|@περίεργος -ον@
@curse@|@κακολογέω@
@cursing@|@κατάρα -ας -ἡ@
@curtain@|@καταπέτασμα -ατος -τό@
@custom@|@εἴωθα, ἦθος -ους -τό@
@cut off@|@ἀποκόπτω, ἐκκόπτω@
@cut the hair of@|@κείρω@
@Cyprus@|@Κύπρος -ου -ἡ@
@Cyrene@|@Κυρήνη -ης -ἡ@
@daily@|@ἐφήμερος -ον, καθημερινός -ή -όν@
@Dalmanutha@|@Δαλμανουθά -ἡ@
@Dalmatia@|@Δαλματία -ας -ἡ@
@damage@|@ζημία -ας -ἡ, ὕβρις -εως -ἡ@
@Damaris@|@Δάμαρις -ιδος -ἡ@
@Damascus@|@Δαμασκός -οῦ -ἡ@
@dancing@|@χορός -οῦ -ὁ@
@danger@|@κίνδυνος -ου -ὁ@
@dangerous@|@ἐπισφαλής -ές@
@Daniel@|@Δανιήλ -ὁ@
@dark@|@αὐχμηρός -ά -όν, σκοτεινός -ή -όν@
@dark purple@|@ὑακίνθινος -ίνη -ινον@
@darkness@|@γνόφος -ου -ὁ, ζόφος -ου -ὁ, σκοτία -ας -ἡ, σκότος -ους -τό@
@darnel@|@ζιζάνιον -ου -τό@
@dart@|@βέλος -ους -τό@
@daughter-in-law@|@νύμφη -ης -ἡ@
@David@|@Δαυίδ -ὁ@
@dawn@|@διαυγάζω@
@dawning@|@πρώϊμος -η -ον@
@day-break@|@ὄρθρος -ου -ὁ@
@dead@|@νεκρός -ά -όν@
@deadly@|@θανάσιμος -ον, θανατηφόρος -ον -@
@deaf@|@κωφός -ή -όν@
@deal with@|@χράομαι@
@death@|@ἔξοδος -ου -ἡ, θάνατος -ου -ὁ, τελευτή -ῆς -ἡ@
@death-bringing@|@θανατηφόρος -ον -@
@debate@|@διαλογίζομαι, ζήτησις -εως -ἡ@
@debt@|@δάνειον -ου -τό@
@Decapolis@|@Δεκάπολις -εως -ἡ@
@decay@|@διαφθορά -ας -ἡ, φθορά -ᾶς -ἡ@
@deceit@|@ἀπάτη -ης -ἡ, δόλος -ου -ὁ@
@deceitful@|@δίλογος -ον -, δόλιος -ία -ιον, ψευδής -ές@
@deceive@|@δολιόω, ἐνεδρεύω, πλανάω@
@deceiver@|@γόης -ητος -ὁ, ψεύστης -ου -ὁ@
@deception@|@ἀπάτη -ης -ἡ@
@decide@|@διαγινώσκω, ἐπιλύω, κρίνω, λογίζομαι@
@deciding@|@διάκρισις -εως -ἡ@
@decision@|@διάγνωσις -εως -ἡ@
@declare@|@ἀποφθέγγομαι, γνωρίζω, ἐκδιηγέομαι, ἐρεύγομαι@
@declare obsolete@|@παλαιόω@
@decorously@|@εὐσχημόνως@
@decorum@|@εὐσχημοσύνη -ῆς -ἡ@
@decree@|@διάταγμα -ατος -τό, δογματίζω, ὁρίζω@
@dedicate@|@ἐγκαινίζω@
@dedication@|@ἐγκαίνια -ίων -τά@
@deed@|@ἔργον -ου -τό@
@deeds@|@πρᾶξις -εως -ἡ@
@deep@|@βαθύς -εῖα -ύ@
@deep sleep@|@κατάνυξις -εως -ἡ@
@defamation@|@δυσφημία -ας -ἡ@
@defection@|@ἀποστασία -ας -ἡ@
@defend@|@διαφυλάσσω, ἐκδικέω@
@defend myself@|@ἀπολογέομαι@
@defend the cause of@|@δικαιόω@
@defer@|@ἀναβάλλω@
@defile@|@μιαίνω, μολύνω@
@defiled@|@ῥυπαρός -ά -όν@
@defilement@|@μίασμα -ατος -τό, μιασμός -οῦ -ὁ, μολυσμός -οῦ -ὁ@
@definite limit@|@ὁροθεσία -ας -ἡ@
@defraud@|@ἐνεδρεύω, συκοφαντέω@
@deity@|@θεότης -ητος -ἡ@
@dejection@|@κατήφεια -ας -ἡ@
@delay@|@ἀναβολή -ῆς -ἡ, ἀργέω, ἐπέχω@
@delegation@|@πρεσβεία -ας -ἡ@
@deliberate wisdom@|@βουλή -ῆς -ἡ@
@deliver@|@ἀναδίδωμι, λυτρόω, παραδίδωμι@
@deliverance@|@ἀπολύτρωσις -εως -ἡ, ἄφεσις -εως -ἡ, λύτρωσις -εως -ἡ, σωτηρία -ας -ἡ@
@delivered from obligation@|@ἐλεύθερος -έρα -ερον@
@delivered up@|@ἔκδοτος -ον@
@deliverer@|@σωτήρ -ῆρος -ὁ@
@demand of@|@ἐπερωτάω@
@Demas@|@Δημᾶς -ᾶ -ὁ@
@Demetrius@|@Δημήτριος -ου -ὁ@
@demolish@|@κατασκάπτω@
@demon@|@δαιμόνιον -ου -τό -, δαίμων -ονος -ὁ -@
@demonic@|@δαιμονιώδης -ες@
@demon-like@|@δαιμονιώδης -ες@
@demonstrate@|@ἀποδείκνυμι@
@demonstration@|@ἀπόδειξις -εως -ἡ, ἔνδειξις -εως -ἡ@
@den@|@σπήλαιον -ου -τό@
@depart@|@ἀναχωρέω, ἄπειμι, ἀπέρχομαι, ἀποσκευάζομαι, ἀποχωρέω, ἀφίστημι, ἔξειμι, μεταβαίνω, μεταίρω, παράγω, ὑπάγω, χωρίζω@
@depart from@|@ἐκχωρέω@
@departing@|@ἀνάλυσις -εως -ἡ@
@departure@|@ἄφιξις -εως -ἡ, ἔξοδος -ου -ἡ@
@departure from this life@|@ἀνάλυσις -εως -ἡ@
@deportation@|@μετοικεσία -ας -ἡ@
@depose@|@καθαιρέω@
@deposit@|@κατατίθημι@
@depositing@|@καταβολή -ῆς -ἡ@
@depraved passion@|@πάθος -ους -τό@
@deprive of content@|@κενόω@
@deprived of a foot@|@χωλός -ή -όν@
@depth@|@βάθος -ους -τό@
@Derbe@|@Δέρβη -ης -ἡ@
@descended@|@ἔκγονος -ον@
@descendent@|@τέκνον -ου -τό, υἱός -οῦ -ὁ@
@descent@|@κατάβασις -εως -ἡ@
@describe@|@διηγέομαι@
@desert@|@ἀπολείπω, ἐγκαταλείπω, μετατίθημι@
@deserted@|@ἔρημος -ον@
@deserving@|@ἄξιος -ία -ιον@
@design@|@νόημα -ατος -τό@
@design against@|@ἐπιβουλή -ῆς -ἡ@
@design beforehand@|@προτίθεμαι@
@designate@|@προσαγορεύω@
@desire@|@βούλομαι, ἐπιζητέω, ἐπιθυμία -ας -ἡ hippo -, ἐπιπόθησις -εως -ἡ, ζητέω, θέλημα -ατος -τό, θέλω@
@desire earnestly@|@διψάω, σπεύδω@
@desire greatly@|@ἐπιποθέω@
@desirous of pleasing men@|@ἀνθρωπάρεσκος -ον@
@desolate@|@ἔρημος -ον, μόνος -η -ον@
@desolation@|@ἐρήμωσις -εως -ἡ@
@despise@|@ἐξουδενόω, ἐξουθενέω, περιφρονέω@
@despised@|@ἄτιμος -ον@
@destined to suffer@|@παθητός -ή -όν@
@destitute@|@πτωχός -ή -όν@
@destroy@|@ἀνασκευάζω, καθαιρέω, καταπίνω, λύω, πορθέω, φθείρω@
@Destroyer@|@Ἀπολλύων -ονος -ὁ@
@destroying@|@καθαίρεσις -εως -ἡ@
@destruction@|@ἀπώλεια -ας -ἡ, διαφθορά -ας -ἡ, καταστροφή -ῆς -ἡ, ὄλεθρος -ου -ὁ, σύντριμμα -ατος -τό, φθορά -ᾶς -ἡ@
@determine@|@ὁρίζω@
@detest@|@βδελύσσομαι, μισέω@
@detestable@|@βδελυκτός -ή -όν, στυγητός -ή -όν@
@detraction@|@καταλαλιά -ας -ἡ -@
@devastate@|@λυμαίνομαι@
@devastation@|@ἐρήμωσις -εως -ἡ@
@devoid of affection@|@ἄστοργος -ον@
@devote myself to@|@προσέχω@
@devote to destruction@|@καταθεματίζω@
@devoted@|@εὐπρόσεδρος -ον@
@devour@|@καταπίνω@
@devout@|@θεοσεβής -ές@
@dialect@|@λαλιά -ας -ἡ@
@Didymus@|@Δίδυμος -ου -ὁ@
@die@|@ἀπογίνομαι, ἀποψύχω, ἐκλείπω, ἐκψύχω, τελευτάω@
@differ@|@διαφέρω@
@difference@|@διαίρεσις -εως -ἡ., διαστολή -ῆς -ἡ@
@different@|@ἄλλος -η -ον, διάφορος -ον, ἕτερος -α -ον@
@differently@|@ἑτέρως@
@differing@|@διάφορος -ον@
@difficult@|@δύσκολος -ον@
@difficult to carry@|@δυσβάστακτος -ον@
@difficult to interpret@|@δυσερμήνευτος -ον@
@difficulty@|@διαπορέω@
@dig out@|@ὀρύσσω@
@dignity@|@κυριότης -τητος -ἡ, σεμνότης -τητος -ἡ@
@diligence@|@σπουδή -ῆς -ἡ@
@diligent@|@σπουδαῖος -α -ον@
@diligently@|@ἐπιμελῶς, σπουδαίως@
@dill@|@ἄνηθον -ου -τό@
@dimness@|@ἀχλύς -ύος -ἡ@
@dine@|@ἀριστάω@
@dingy@|@αὐχμηρός -ά -όν@
@Dionysius@|@Διονύσιος -ου -ὁ@
@Diospolis@|@Λύδδα -Λύδδης -ἡ@
@Diotrephes@|@Διοτρεφής -ους -ὁ@
@dipping@|@βαπτισμός -οῦ -ὁ@
@direct@|@κατευθύνω, συντάσσω@
@dirt@|@ῥύπος -ου -ὁ@
@disappearance@|@ἀφανισμός -οῦ -ὁ@
@disappearing@|@ἀφανισμός -οῦ -ὁ, ἄφαντος -ον@
@discern@|@διακρίνω, ἐπιγινώσκω@
@discernment@|@ἐπίγνωσις -εως -ἡ@
@discharge@|@ἀποφορτίζομαι@
@disciple@|@μαθητής -οῦ -ὁ@
@discipline@|@παιδεία -ας -ἡ@
@disclose@|@ἐκλαλέω@
@discontented@|@μεμψίμοιρος -ον@
